Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000116679.16|IVNS1ABP	3136	3157	3453	3482	3492	3413	2935	3370
ENSG00000116685.16|KIAA2013	593.94	537.93	566	577.76	442	560.91	572.94	512
ENSG00000116688.16|MFN2	2073	2026	2357	2372	1800	2259	1969	2111
ENSG00000116691.11|MIIP	250	272	275	308	239	318	317	298
ENSG00000116698.21|SMG7	3275	3461	3890	3634	3489	3822	3148	3652
ENSG00000116704.8|SLC35D1	553	544	653	620	603	632	566	699
ENSG00000116717.13|GADD45A	466	429	568	571	584	617	598	589
ENSG00000116729.14|WLS	2263	2046	2521	2125	2420	2162	2330.95	2085
ENSG00000116731.22|PRDM2	929	975	1069	1049	955	1105	908	1109
ENSG00000116741.8|RGS2	185	183	168	216	171	171	196	204
ENSG00000116745.7|RPE65	6	2	5	7	14	2	4	4
ENSG00000116747.12|RO60	1376.38	1617.9	1792.95	1870.78	1691.89	1694.61	1369.94	1830.85
ENSG00000116750.13|UCHL5	813.21	917	969.47	1045.67	866.28	1022.56	761.11	970.03
ENSG00000116752.6|BCAS2	748	824	862	939	906	851	822	939
ENSG00000116754.13|SRSF11	3303	3692	3951	3897	4022	4096	3470	4015
ENSG00000116761.11|CTH	165	175	185	201	202	211	161	145
ENSG00000116786.13|PLEKHM2	1023.96	1210	1166	1252.89	1009	1160.98	1036.97	1107
ENSG00000116791.14|CRYZ	623	652.23	747.08	776.7	812.02	787.14	764.67	766.61
ENSG00000116793.16|PHTF1	501	534	583	653	698	667	591	720
ENSG00000116809.11|ZBTB17	512	530	571	568	426	539	505	513
ENSG00000116815.16|CD58	387	429	407	431	413	484	443	479
ENSG00000116830.12|TTF2	1102	1419	1388	1699	1257	1462	1267	1664
ENSG00000116833.14|NR5A2	183	159	207	135	194	205	199	194
ENSG00000116852.14|KIF21B	102	106	103	94	59	94	77	94
ENSG00000116857.17|TMEM9	1230	1286	1276	1261	1144	1251	1169	1249
ENSG00000116863.11|ADPRHL2	425	331	404	429	354	412	372	377
ENSG00000116871.15|MAP7D1	1438	1366	1499	1652	1288	1551	1321	1526
ENSG00000116874.11|WARS2	189	230	284	242	212	229	201	214
ENSG00000116883.8|AL591845.1	56	76	81.79	93	66.81	74	54.54	69.71
ENSG00000116885.18|OSCP1	63	63	69	61	62	53	56	59
ENSG00000116898.12|MRPS15	491	477	491	549	445	547	471	535
ENSG00000116903.7|EXOC8	354.67	444.28	494.37	499.19	438.68	454.95	420.84	487.74
ENSG00000116906.13|GNPAT	1075	1086	1272	1213	1311	1304	1184	1366
ENSG00000116918.14|TSNAX	662	738.19	789.78	806.97	806.75	771.78	645.59	788
ENSG00000116922.14|C1orf109	316	340	430	394	371	407	314	413
ENSG00000116954.8|RRAGC	603	721	838.32	852	805	788	732.27	863
ENSG00000116962.15|NID1	2708	2293	3372	2560	2984	2676	3241	2493
ENSG00000116977.18|LGALS8	52.31	42.99	47.52	50.37	33.79	42.89	37.11	31.67
ENSG00000116983.13|HPCAL4	21	14	17	27	11	10	11	18
ENSG00000116984.13|MTR	729	782	984	811	760	782	728	740
ENSG00000116985.12|BMP8B	424.06	427.4	531.56	518.87	487.07	457.64	501.75	483.29
ENSG00000116990.11|MYCL	127	156	145	127	116	152	102	116.9
ENSG00000116991.10|SIPA1L2	2715	2501	3337	2753	2878	2833	3036	2711
ENSG00000117000.9|RLF	567	616	693	676	683	638	506	649
ENSG00000117010.17|ZNF684	42	57	60	75	48	75	63	67
ENSG00000117013.16|KCNQ4	12	0	8	3	9	5	8	5
ENSG00000117016.10|RIMS3	170	198	220	213	174	203	191	179
ENSG00000117020.17|AKT3	969.58	955.55	1260.01	1038.12	1075.68	915.43	949.3	965.67
ENSG00000117036.12|ETV3	432	475	549	509	429	491	438	522
ENSG00000117054.13|ACADM	822	788	874.13	849	811	812	659	821
ENSG00000117114.19|ADGRL2	1726	1562	2119	1565	2111	1751	1882	1625
ENSG00000117118.9|SDHB	1036	946	1026	1056	971	1057	902	954
ENSG00000117122.13|MFAP2	88	52	73	90	33	54	35	50
ENSG00000117133.11|RPF1	708	606	658	688	671	708	638	626
ENSG00000117139.17|KDM5B	1987	2112	2377	1999	2184	2299	2079	1976
ENSG00000117143.13|UAP1	317	316	323	374	325	354	308	342
ENSG00000117153.16|KLHL12	1022.92	1064.79	1154	1191.88	1153	1118.31	1014	1131
ENSG00000117155.16|SSX2IP	528	701	700	822	611	674	542	746
ENSG00000117174.11|ZNHIT6	423	427	525	494	538	547	439	463
ENSG00000117222.14|RBBP5	661	708	788	792	789	744	730.91	833
ENSG00000117228.10|GBP1	29	20	26	36	26	21	20	46
ENSG00000117242.7|PINK1-AS	264.48	208.64	256.22	266.18	223.21	240.8	243.38	196.18
ENSG00000117245.12|KIF17	9	11	14	17	13	14	7	8
ENSG00000117262.19|GPR89A	330.87	319.83	407.28	354.65	441.68	438.82	401.37	413.7
ENSG00000117266.15|CDK18	171	181	129	162	124	175	140	187
ENSG00000117280.13|RAB29	807	870	926	960	810	812.01	725	811
ENSG00000117298.16|ECE1	2006	2069	2384.51	2321	2407	2777.1	2568.04	2550
ENSG00000117305.15|HMGCL	362	369	395	412	352	448	410	360
ENSG00000117308.15|GALE	340	334	415	432	338	455	395	396
ENSG00000117318.9|ID3	1040	851	1017	871	972	1067	972	790
ENSG00000117335.19|CD46	1092	1344	1481	1378	1433	1478	1257	1329
ENSG00000117360.13|PRPF3	1870	1763	1919	1783	1937	2003	1878	1978
ENSG00000117362.13|APH1A	2452.96	2473.78	2605.72	2825.95	2251.29	2619.86	2356.09	2534.19
ENSG00000117385.15|P3H1	722	773	787	871	787	858	853	832
ENSG00000117394.21|SLC2A1	825	772	967	907	1111	1170	1318	1187
ENSG00000117395.12|EBNA1BP2	749.99	632.98	730.97	692	716	762.97	622.9	714
ENSG00000117399.14|CDC20	1768.04	1968.97	2036.03	1939.98	1450	1910.03	1784.98	1380.02
ENSG00000117407.17|ARTN	34	27	19	20	18	27	9	17
ENSG00000117408.11|IPO13	726	718	758	889	719	884	820	795
ENSG00000117410.14|ATP6V0B	663	728	782	809	712	789	814	794
ENSG00000117411.16|B4GALT2	922	856	1025	996	821	921	878	880
ENSG00000117419.15|ERI3	592	629	597	596	563	619	655	605
ENSG00000117425.14|PTCH2	105	120	115	116	99	138	105	110
ENSG00000117448.13|AKR1A1	583	555	692	637	611	614	525	606
ENSG00000117450.14|PRDX1	4455.48	4723.63	4980.11	5081.1	4927.51	4933.77	4287.89	4740.76
ENSG00000117461.15|PIK3R3	1157	1299	1487	1425	1084	1252	1052	1217
ENSG00000117475.14|BLZF1	225	232	300	227	299	280	271	284
ENSG00000117477.12|CCDC181	74	65	69	63	99	123	98	89
ENSG00000117479.14|SLC19A2	153	130	171	162	133	173	149	171
ENSG00000117480.16|FAAH	127	183	178	241	159	247	152	207
ENSG00000117481.10|NSUN4	523	479	566	556	532	555	476	546
ENSG00000117500.13|TMED5	1081.19	1106.1	1278.64	1277.53	1237.03	1243.96	1183.33	1464.74
ENSG00000117505.13|DR1	674	800	849	950	846	916	809	977
ENSG00000117519.16|CNN3	3472	3427	3739	3568	3801	3713	3504	3484
ENSG00000117523.16|PRRC2C	2906	3076	3564	3438	3348	3561	3167	3196
ENSG00000117525.14|F3	59	58	61	75	48	80	77	38
ENSG00000117528.13|ABCD3	1018	1094	1137	1219	1151	1127	1059	1120
ENSG00000117533.15|VAMP4	197	225	221	224	236	240	191	203
ENSG00000117543.21|DPH5	312	289.44	305.21	289.17	383.97	366	340.59	378.16
ENSG00000117569.18|PTBP2	249	257	298	249	290	250	225	226
ENSG00000117586.11|TNFSF4	7	11	17	13	14	6	13	17
ENSG00000117592.9|PRDX6	2862	2902	3103	3511	2873	3127	2767	3304
ENSG00000117593.11|DARS2	1065.42	1163.02	1400.59	1383.14	1171.37	1171.63	1093.62	1291.73
ENSG00000117597.18|UTP25	228	209	247	220	256	227	217	232
ENSG00000117598.12|PLPPR5	805.94	929	1123.97	978	951.98	967	1017.97	960.88
ENSG00000117600.12|PLPPR4	9	14	17	15	13	12	21	14
ENSG00000117602.12|RCAN3	723	892	901	942	789	927	739	894
ENSG00000117614.10|SYF2	889	835	890	872	854	948	845	910
ENSG00000117616.18|RSRP1	914.85	887.34	1070.83	1135.92	1072.34	1181.56	1027.54	1272
ENSG00000117620.15|SLC35A3	288.32	265.86	318.53	320.8	354.11	343.65	284.83	383.26
ENSG00000117625.13|RCOR3	793	866	897	980	846	881	824	889
ENSG00000117632.23|STMN1	9015	9314	9767	10606	8898	9401	8330	9753
ENSG00000117640.18|MTFR1L	951.02	969.99	1051.35	1076.25	961.74	1010.3	942.67	987.07
ENSG00000117643.14|MAN1C1	637	573	692	786	574	623	645	624
ENSG00000117650.13|NEK2	684	920	918	965	681	846	741	761
ENSG00000117676.14|RPS6KA1	479	469	480	543	507	543	478	597
ENSG00000117682.17|DHDDS	572	661	695	658	603	707	625	615
ENSG00000117691.10|NENF	427	461	488	531	435	478	450	504
ENSG00000117697.15|NSL1	585	605	734	691	661	686	616	693
ENSG00000117707.15|PROX1	2885.99	3458	3802	3704	3515	3804.98	3218	3730
ENSG00000117713.20|ARID1A	2905	2829	3332	3114	2455	3152	2648	2771
ENSG00000117724.13|CENPF	8544	10441	10965	12044	8087	9822	8113	9619
ENSG00000117748.10|RPA2	1567	1587	1715	1962	1575	1636	1443	1766
ENSG00000117751.18|PPP1R8	1408	1486	1568	1500	1485	1535	1332	1510
ENSG00000117758.14|STX12	1048	998	1111	1076	1077	1116	1083	1139
ENSG00000117859.19|OSBPL9	679	697.23	772.85	768.7	745.38	705	688.05	644.3
ENSG00000117862.12|TXNDC12	498.24	484.32	481.8	581.38	477.56	520.93	498.71	628.55
ENSG00000117868.16|ESYT2	642	716	736	781	740	864	762	865
ENSG00000117877.10|CD3EAP	150.39	146.79	195.56	177.42	161.57	176.2	139.31	152.46
ENSG00000117899.11|MESD	1508	1657	1854.93	1892	1656	1797	1566	1818
ENSG00000117906.14|RCN2	4539	4521	5002	4845	5387	5293	4869	5329
ENSG00000117984.14|CTSD	2626.94	2757.62	2909.92	3002.06	2419.59	2895.99	2930.61	2777.19
ENSG00000118004.17|COLEC11	10	6	5	7	11	5	6	4
ENSG00000118007.13|STAG1	1133.43	1067.42	1419.19	1138.38	1400.75	1182.21	1156.36	1056.8
ENSG00000118046.15|STK11	1355.86	1458.73	1464.78	1551.04	1295.41	1555.66	1340.5	1315.48
ENSG00000118058.21|KMT2A	1234.35	1358.23	1592.13	1389.3	1423	1563.05	1325.26	1529.34
ENSG00000118096.7|IFT46	355	383	401	402	398	369	323	344
ENSG00000118160.14|SLC8A2	27	27	15	26	11	11	14	10
ENSG00000118162.14|KPTN	282	293	315	312	281	312	238	313
ENSG00000118181.11|RPS25	4191.81	4176.26	4441	4652.42	3924.19	4233.55	3596.53	3832.56
ENSG00000118193.12|KIF14	1134	1599	1628	1818	1377	1635	1397	1535
ENSG00000118197.14|DDX59	249	265	306	288	267	287	216	301
ENSG00000118200.14|CAMSAP2	2290	2437	2967	2614	2972	2938	2587	2887
ENSG00000118217.6|ATF6	961	910	1197	987	1022.72	934	1048.83	954
ENSG00000118242.16|MREG	521.9	421	608.7	494	638.93	543.8	562	561.94
ENSG00000118246.14|FASTKD2	650	682	784	698	809	765	671	741
ENSG00000118257.16|NRP2	2433	2862	3108.99	3336	2430	3145	2578	3069
ENSG00000118260.15|CREB1	1244	1269	1453	1368	1395	1414	1149	1364
ENSG00000118263.15|KLF7	299	252	340	245	276	268	254	225
ENSG00000118276.11|B4GALT6	95	116	141	108	126	123	108	126
ENSG00000118292.9|C1orf54	47.04	49.22	44.28	50.05	31.71	49.14	26.91	51.81
ENSG00000118298.12|CA14	2816	2818	2982	3054	2864	3267	2698	2995
ENSG00000118307.19|CASC1	5	7	15	6	8	4	5	5
ENSG00000118363.12|SPCS2	1365.11	1375.56	1562.99	1597.41	1498.67	1485.31	1448.17	1469.02
ENSG00000118369.13|USP35	579	655	665	720	553	701	632	672
ENSG00000118402.6|ELOVL4	59	59	80	75	79	87	60	99
ENSG00000118407.15|FILIP1	12	6	21	12	12	8	13	13
ENSG00000118412.12|CASP8AP2	910	1081	1214	1440	1139	1242	1051	1422
ENSG00000118418.14|HMGN3	1192.98	1119.96	1298.97	1359.95	1143.99	1263.99	1156.98	1237.95
ENSG00000118420.17|UBE3D	51	61	61	49	38	41	64	66
ENSG00000118432.12|CNR1	5886	8168	8232	10860	8212	10207	8760	11278
ENSG00000118454.13|ANKRD13C	426	466	529	564	590	579	495	594
ENSG00000118482.11|PHF3	1689	1883	2158	2057	2031	2109	1779	2021
ENSG00000118496.5|FBXO30	383	459	495	434	496	452	461	510
ENSG00000118503.15|TNFAIP3	131	111	151	108	170	136	184	150
ENSG00000118507.17|AKAP7	746	791	931	899	714	751	683	736
ENSG00000118508.5|RAB32	51	42	35	53	48	47	47	63
ENSG00000118513.19|MYB	74	59	52	58	51	50	48	53
ENSG00000118514.14|ALDH8A1	11	11	13	7	10	11	8	11
ENSG00000118515.11|SGK1	715	715	809	718	888	825	758	785
ENSG00000118518.15|RNF146	424	446	528	476	556	528	467	445
ENSG00000118523.6|CCN2	91	72	115	74	135	105	125	100
ENSG00000118557.15|PMFBP1	57.18	40.99	73.65	56.43	57.75	65.91	73.28	56.82
ENSG00000118564.14|FBXL5	823	806	984	940	1064	988	937	927
ENSG00000118579.13|MED28	1564.86	1755.9	1967.37	1838.62	1689.12	1801.59	1622.32	1686.6
ENSG00000118600.11|RXYLT1	234	195.3	263	207	255.63	237.92	267.28	228.84
ENSG00000118620.13|ZNF430	431	435	465	517.43	362	459	405	458
ENSG00000118655.6|DCLRE1B	644	630	714	772	624	739	637	832
ENSG00000118680.13|MYL12B	2419	2417.99	2649	2496	3109	3005	2898	2847
ENSG00000118689.15|FOXO3	2805.52	3013.68	3562.22	3139.47	3348.48	3433.24	3226.59	3188.71
ENSG00000118690.13|ARMC2	25	22	28	19	25	22	25	17
ENSG00000118705.17|RPN2	7713	7084.45	8451.91	7974.57	8190.32	8112	7882.22	7908.57
ENSG00000118707.10|TGIF2	1216.44	1252.29	1230.14	1330.12	992.07	1138.98	930.06	1057.84
ENSG00000118762.8|PKD2	834	916	923	872	893	949	863	1033
ENSG00000118777.12|ABCG2	19	25	30	39	35	42	28	47
ENSG00000118785.14|SPP1	190	168	155	191	140	150	120	130
ENSG00000118804.8|STBD1	142.23	130.59	93.51	117.18	140.2	135.78	92.23	137.98
ENSG00000118816.10|CCNI	4260	4321	4724	4826	4352	4369	4144	4343
ENSG00000118855.19|MFSD1	446	474	545	525	582	478	454	550
ENSG00000118873.16|RAB3GAP2	1226.69	1386.04	1542.62	1363.68	1617.69	1520.79	1461.43	1548.07
ENSG00000118894.14|EEF2KMT	215.84	276.02	251.52	243.68	251.85	250.57	233.86	244.36
ENSG00000118898.16|PPL	151	187	197	203	142	216	223	243
ENSG00000118900.14|UBN1	996	1145	1163	1295	1045	1337	1024	1221
ENSG00000118922.17|KLF12	1054	951	1338	965	1295	1043	1073	955
ENSG00000118939.17|UCHL3	89.38	83.24	81.41	56.4	90.35	55.65	73.82	77.02
ENSG00000118946.12|PCDH17	213	223.46	292.1	216	202	239	239	236
ENSG00000118960.13|HS1BP3	611	559	568	698	425	647	535	610
ENSG00000118961.15|LDAH	431	390	439	370	447	369	383	395
ENSG00000118965.14|WDR35	1005	987	1191	986	1102	967	981	996
ENSG00000118971.8|CCND2	4473.82	3610.44	4721.68	3581.37	4180.29	3920.85	4027.03	3499.26
ENSG00000118985.16|ELL2	57	82	74	97	55	66	72	56
ENSG00000118997.14|DNAH7	14	6	10	6	20	8	13	9
ENSG00000119004.15|CYP20A1	240	262	250	254	276	266	252	283
ENSG00000119013.9|NDUFB3	569	546	670	571	660	659	645	575
ENSG00000119041.11|GTF3C3	1147	1213	1359	1226	1281.95	1464	1199	1260
ENSG00000119042.17|SATB2	1869.03	1951.45	2440.39	1861.97	2225.03	2026.91	2051.36	2041.78
ENSG00000119048.7|UBE2B	432	486	547	538	519	568	456	522
ENSG00000119138.4|KLF9	56	70	76	77	49	73	62	55
ENSG00000119139.19|TJP2	306	346.86	319	399.1	313	330	288.26	339
ENSG00000119185.12|ITGB1BP1	808.54	806.03	948	1029.05	1023.33	961.69	845.76	952.68
ENSG00000119203.14|CPSF3	994	945	1089	1110	984	960	921	1067
ENSG00000119227.8|PIGZ	61	40	56	53	49	47	41	41
ENSG00000119231.11|SENP5	557	578	718	713	639	669	622	667
ENSG00000119242.8|CCDC92	330.99	402.99	391.95	381	368.99	434.99	376	398.98
ENSG00000119280.16|C1orf198	860	946	1034	1055	809	983	875	955
ENSG00000119283.15|TRIM67	56	42	61	44	76	66	100	58
ENSG00000119285.11|HEATR1	1142.74	1094.9	1439.43	1240.6	1345.21	1236.11	1156.1	1269.33
ENSG00000119314.15|PTBP3	1119	1300	1480	1496	1506	1554	1356	1569
ENSG00000119318.13|RAD23B	4256	4348	4791	4801	4722	4767	4371	4693
ENSG00000119321.9|FKBP15	1149.97	1210	1265.31	1213.93	1192.22	1297	1077.03	1283.9
ENSG00000119326.15|CTNNAL1	1475	1454	1604	1707	1614	1837	1510	1967
ENSG00000119328.12|FAM206A	378	390	413	392	466	422	343	409
ENSG00000119333.11|WDR34	933	1087	1106	1345	847	1095	887	1109
ENSG00000119335.16|SET	8912.99	9110.94	9969.96	10270.93	10033.95	9835.98	9129.99	9562.99
ENSG00000119383.19|PTPA	3270	3366	3500	3587	3042	3447	3220	3314
ENSG00000119392.14|GLE1	1244.98	1338.99	1361	1514	1189	1410.98	1215.99	1353.93
ENSG00000119396.11|RAB14	2299	2487	2687	2645	2762	2645	2524	2638
ENSG00000119397.16|CNTRL	1127	1426	1503	1525	1262	1420	1220	1331
ENSG00000119401.10|TRIM32	484	607	558	651	501	612	517	633
ENSG00000119402.17|FBXW2	1851	1974	2188	2203	1876	2095	1942.63	2087
ENSG00000119403.15|PHF19	3202	3268	3624	3958	2924	3531	3230	3496
ENSG00000119408.16|NEK6	2919	2748	3223	2978	3242	3103	3173	2906
ENSG00000119414.11|PPP6C	1318	1312	1469	1550	1439	1324	1275	1402
ENSG00000119421.7|NDUFA8	757	855	864	931	787	919	794	868
ENSG00000119446.14|RBM18	656	682.63	824.78	724.8	752.4	769.48	622.98	747.36
ENSG00000119471.15|HSDL2	1104	1169	1352	1309	1366	1337	1262	1386
ENSG00000119487.17|MAPKAP1	1752	1578	1916	1605	1683	1578	1664	1567
ENSG00000119508.18|NR4A3	39	43	52	37	60	51	57	47
ENSG00000119509.13|INVS	307	318	412	330	353	349	330	321
ENSG00000119514.7|GALNT12	84	101	80	122	69	98	67.42	84
ENSG00000119522.16|DENND1A	771	581	817	714	674	651	710	590
ENSG00000119523.10|ALG2	530	528	575	577	574	553	585	562
ENSG00000119537.17|KDSR	555	566	637	628.44	625	586	550.25	664
ENSG00000119541.10|VPS4B	875	916	1037	1020	1004	1079	927	1066
ENSG00000119547.6|ONECUT2	140	227	261	259	174	207	181	217
ENSG00000119559.16|C19orf25	392	460.95	460	534	386	509	446	517
ENSG00000119574.13|ZBTB45	88	113	121	111	84	139	123	95
ENSG00000119596.18|YLPM1	3488.88	3586.93	3972.67	3946.83	3358.64	3977.89	3295	3579.8
ENSG00000119599.16|DCAF4	57	91	104	99	75	96	73	90
ENSG00000119608.12|PROX2	12.12	16.07	21.33	17.17	19.36	26.11	19	32.2
ENSG00000119616.11|FCF1	1156	1085	1248	1216	1247	1258	1173	1219
ENSG00000119630.14|PGF	34	44	26	30	40	34	18	35
ENSG00000119632.4|IFI27L2	245	236	270	271	259	245	267	249
ENSG00000119636.16|BBOF1	58.27	41.35	63.91	53.1	78.15	70.43	58.79	73.54
ENSG00000119638.13|NEK9	2823.45	2986	3228.83	3197.6	3132.52	3087.51	2815	3055.57
ENSG00000119640.9|ACYP1	358	395	410	536	406	450	369	487
ENSG00000119650.12|IFT43	287	262	350	318	276	296	295	330
ENSG00000119655.10|NPC2	834	889	908	977	829	903	839	912
ENSG00000119661.15|DNAL1	574	584	747	655	759.49	670	697	694
ENSG00000119669.5|IRF2BPL	1272.27	1415.24	1656.84	1771.9	1382.9	1697.95	1503.21	1497.85
ENSG00000119681.12|LTBP2	80	95	123	96	77	78	57	81
ENSG00000119682.17|AREL1	1587	1690	1846	1866	1605	1764	1618	1739
ENSG00000119684.15|MLH3	958	1041	1179	1189	1202	1112	997	1186
ENSG00000119685.20|TTLL5	798	733	869	801	824	870	795	883
ENSG00000119686.10|FLVCR2	48	49	59	52	45	74	30.59	61
ENSG00000119688.21|ABCD4	1779.43	1855.37	1980.67	1937.23	1694.59	2047.65	1759.63	1813.72
ENSG00000119689.15|DLST	2648.99	2557.99	2972	2946.99	2519.99	2696.99	2481	2689
ENSG00000119699.7|TGFB3	450	399	422.99	422.98	383	461	328	416.95
ENSG00000119703.14|ZC2HC1C	22.05	11	21.17	18	16.48	27.49	17	29.43
ENSG00000119705.9|SLIRP	723.02	611.08	797.72	721.01	690.03	677.01	722.03	715.08
ENSG00000119707.14|RBM25	3849.85	4403.74	4634.72	4667.78	4642.78	5073.81	4203.85	4824.75
ENSG00000119711.12|ALDH6A1	1032.73	990.65	1173.09	1045.9	1067.85	1007.57	936.21	994.46
ENSG00000119715.15|ESRRB	16	20	14	24	11	19	13	16
ENSG00000119718.11|EIF2B2	936.63	945.55	1068.29	961.02	983.96	1019.92	1073.4	1035.89
ENSG00000119720.18|NRDE2	472.12	508.29	508.49	426.16	442.61	444.14	388.42	395
ENSG00000119723.16|COQ6	474.99	465.79	548.88	578.49	478.45	498.81	489.2	459.52
ENSG00000119725.18|ZNF410	1152.37	1123.69	1361.97	1247.2	1271.92	1193.4	1177.6	1242.64
ENSG00000119729.12|RHOQ	1680.34	1580.94	1937.32	1834.54	1783.63	1656.93	1519.4	1681.29
ENSG00000119737.5|GPR75	60	53	71	59	70	66	62	77
ENSG00000119760.16|SUPT7L	1259.45	1374.97	1403.4	1515.84	1360.39	1529.7	1317.67	1504.32
ENSG00000119771.15|KLHL29	157	121	173	124	147	173	184	137
ENSG00000119772.16|DNMT3A	785	856	951	925	735	909	795	850
ENSG00000119777.20|TMEM214	1024	1006	1180	1202	1018	1275	1058	1155
ENSG00000119778.15|ATAD2B	468	550	648	523	593	594	529	528
ENSG00000119782.14|FKBP1B	66.83	96.17	102	108	112.71	112.61	116.76	106
ENSG00000119787.14|ATL2	625	735	796	872	810	870	734	874
ENSG00000119801.13|YPEL5	690	650	796	763	789	732	717	764
ENSG00000119812.19|FAM98A	1105	1108	1185	1136	1176	1256	1041	1169
ENSG00000119820.11|YIPF4	582	650	728	776	634	769	680	698
ENSG00000119844.15|AFTPH	540	641	652	676	742	783	646	813
ENSG00000119862.13|LGALSL	547	726	648	743	600	706	549	720
ENSG00000119865.8|CNRIP1	280	345	337	393	319	370	288	348
ENSG00000119866.21|BCL11A	176	227	246	224	223	214	200	232
ENSG00000119878.5|CRIPT	181	181	220	230.33	234	236.31	209.41	218.97
ENSG00000119899.13|SLC17A5	389	401	473	492	504	502	528	435
ENSG00000119900.9|OGFRL1	256	298	307	338	261	318.67	219	381
ENSG00000119906.13|SLF2	1116	1389	1516	1775	1403	1522	1248	1699
ENSG00000119912.16|IDE	687	785	840	836	878	875	812	845
ENSG00000119917.14|IFIT3	153	235	214	318.76	234	273	238	291
ENSG00000119922.10|IFIT2	2080	2382	2709	2948	2517	3106	2770	3542
ENSG00000119927.14|GPAM	485	555	601	621	600	584	524	601
ENSG00000119929.13|CUTC	175	142	190	172	161	177	143	196
ENSG00000119938.9|PPP1R3C	330	369	382	378	331	318	314	354
ENSG00000119943.13|PYROXD2	53	50	49	54	49	62	37	51
ENSG00000119950.21|MXI1	285	303	320	363	247	333	247	295
ENSG00000119953.12|SMNDC1	452	487	581	567	574	607	487	628
ENSG00000119965.13|C10orf88	113	163.73	170.92	164.87	168	182.92	168.76	168
ENSG00000119969.15|HELLS	605	596	643	829	582	658	491	824
ENSG00000119977.21|TCTN3	785	913	870	857	1009	948	929	880
ENSG00000119979.18|FAM45A	404	425.86	501.89	509.51	510	490	420	451.68
ENSG00000119986.7|AVPI1	21	13	22	31	15	23	20	22
ENSG00000120008.16|WDR11	826	918	987	961.46	997.54	956.31	937	1033
ENSG00000120029.13|ARMH3	434	413	499	405	421	445	443	421
ENSG00000120049.19|KCNIP2	41	21	29	36	30	29	33	19
ENSG00000120053.12|GOT1	342	438	457	404	375	395	373	397
ENSG00000120063.10|GNA13	1372	1430	1719	1721	1623	1557	1459	1692
ENSG00000120071.14|KANSL1	1410.36	1438.72	1703.54	1506.87	1552.22	1495	1484.28	1429.35
ENSG00000120088.14|CRHR1	47.89	54	73	116	19.51	84	61	52.96
ENSG00000120129.6|DUSP1	125	191	211	170	155	198	152	185
ENSG00000120137.7|PANK3	1000.58	1169.74	1412.32	1250.08	1198.83	1264.19	1052.18	1245.62
ENSG00000120158.12|RCL1	130	148	142	142	136	118	136	143
ENSG00000120159.13|CAAP1	334	351	366	384	375	334	297	341
ENSG00000120162.10|MOB3B	403.97	342	489.98	356.99	607	498	533	478.95
ENSG00000120217.14|CD274	10	21	14	13	12	13	6	11
ENSG00000120251.20|GRIA2	538	453	710	427	606	394	509	418
ENSG00000120253.14|NUP43	735	758	900	930	755	865	742	927
ENSG00000120254.15|MTHFD1L	436	354	434	358	392	357	427	363
ENSG00000120256.10|LRP11	595.55	614.87	709.58	767	670.49	809.75	654.93	802.74
ENSG00000120265.17|PCMT1	827	928	962	954	958	1014	913	1074
ENSG00000120278.16|PLEKHG1	156	173	225	162	176	205	160	173
ENSG00000120314.18|WDR55	658.99	681.39	673.57	699	688.18	736.94	662.77	687.96
ENSG00000120318.16|ARAP3	72	80	118	86	81	101	87	95
ENSG00000120322.3|PCDHB8	29.24	14.79	21.41	16.53	24.68	31.51	14.18	22.12
ENSG00000120324.8|PCDHB10	616.14	675.97	730.14	725.9	670.53	703.37	622.41	673.35
ENSG00000120327.6|PCDHB14	307.07	278.63	301.24	385.92	338.96	386.08	343.76	385.49
ENSG00000120328.6|PCDHB12	116	116.63	127.2	144.15	118	140	122.64	135
ENSG00000120332.15|TNN	11	6	21	6	14	1	10	6
ENSG00000120333.4|MRPS14	782	725	837	798	823	806	702	817
ENSG00000120334.15|CENPL	497	685.03	618.07	707.07	628.09	666	605	660
ENSG00000120341.18|SEC16B	26.26	20.47	26.84	19.56	0	26.61	25.44	0.82
ENSG00000120370.12|GORAB	171	194	182	169	175	218	233	200
ENSG00000120437.8|ACAT2	1301.79	1142.04	1431.26	1310.55	1340.9	1437.62	1304.67	1411.89
ENSG00000120438.12|TCP1	2603.21	2524.96	2949.74	3062.39	3014.1	2824.38	2610.33	2938.11
ENSG00000120451.10|SNX19	1603	1615	2101	1828	1710	1813	1655	1766
ENSG00000120458.11|MSANTD2	467.04	482	573	680.82	635	641	559.33	684
ENSG00000120509.10|PDZD11	1002	1005	1110	1079	1064	1197	1094	1110
ENSG00000120519.14|SLC10A7	113	81	107	99	121	121	108	106
ENSG00000120526.11|NUDCD1	381	385	433	417	427	448	427	425
ENSG00000120533.13|ENY2	1035	1057	1175	1118	998	1114	978	1052
ENSG00000120539.14|MASTL	1071.06	1318.51	1231.17	1642.14	1020.2	1440.9	1066.07	1593.07
ENSG00000120549.18|KIAA1217	212	230	325	264	271	308	278	326
