sampleName	fileName	condition	label	batch
Ctrl_602_R1B1	Ctrl_602_R1B1	Ctrl_602	Ctrl_602_R1B1	1
LMP_602_R1B1	LMP_602_R1B1	treated_602	LMP_602_R1B1	1
Ola_602_R1B1	Ola_602_R1B1	treated_602	Ola_602_R1B1	1
LMP.Olap_602_R1B1	LMP.Olap_602_R1B1	treated_602	LMP.Olap_602_R1B1	1
Ctrl_602_R2B2	Ctrl_602_R2B2	Ctrl_602	Ctrl_602_R2B2	2
LMP_602_R2B2	LMP_602_R2B2	treated_602	LMP_602_R2B2	2
Ola_602_R2B2	Ola_602_R2B2	treated_602	Ola_602_R2B2	2
LMP.Olap_602_R2B2	LMP.Olap_602_R2B2	treated_602	LMP.Olap_602_R2B2	2
