Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000090686.15|USP48	1776	1846	1597	1890
ENSG00000090776.6|EFNB1	513	512	490	474
ENSG00000090857.13|PDPR	3715.44	3795.04	2802.83	3161.38
ENSG00000090861.15|AARS	4576	4566	3739	4453
ENSG00000090863.11|GLG1	6294	5622	5546	5055
ENSG00000090889.12|KIF4A	2906	3324.99	2522	2970
ENSG00000090905.19|TNRC6A	1686	1587	1499	1495
ENSG00000090924.15|PLEKHG2	3879	3757	3472	3535
ENSG00000090932.10|DLL3	419	282	352	258
ENSG00000090971.5|NAT14	361	414	298	322
ENSG00000090975.12|PITPNM2	284	262	226	255
ENSG00000090989.18|EXOC1	1031	873	829	876
ENSG00000091009.8|RBM27	637.78	599.86	577.84	612.59
ENSG00000091039.17|OSBPL8	1862	1757	1469	1734
ENSG00000091073.19|DTX2	156.29	167.83	159.86	149.33
ENSG00000091127.14|PUS7	695	650	655	644
ENSG00000091129.20|NRCAM	3064	2584	2379	2310
ENSG00000091136.14|LAMB1	5331	5301.4	4648.83	5009
ENSG00000091137.12|SLC26A4	41	60	31	36
ENSG00000091140.14|DLD	2442	2222	1952	2205
ENSG00000091157.13|WDR7	591.76	549.82	532.64	478.84
ENSG00000091164.13|TXNL1	1549.72	1543.18	1445.36	1548.69
ENSG00000091262.15|ABCC6	16.12	21.92	16.46	19.99
ENSG00000091317.8|CMTM6	1302	1451	1235.84	1445
ENSG00000091409.15|ITGA6	3583	3272	3548	3617
ENSG00000091428.18|RAPGEF4	247	233	183	211
ENSG00000091436.17|MAP3K20	1237.93	1348	1104	1197
ENSG00000091483.6|FH	878	830	758	794
ENSG00000091490.11|SEL1L3	380	337	393	332
ENSG00000091513.16|TF	256	239	158	195
ENSG00000091527.15|CDV3	3372	3188	2961	3146
ENSG00000091542.9|ALKBH5	973.83	1080	945	1006
ENSG00000091622.16|PITPNM3	79	79.01	79	87
ENSG00000091640.8|SPAG7	977	927	879	898
ENSG00000091651.9|ORC6	814.61	947.49	679.49	1049.56
ENSG00000091656.17|ZFHX4	924	738	713	710
ENSG00000091732.16|ZC3HC1	728	710	674	743
ENSG00000091844.8|RGS17	201	215	238	245
ENSG00000091947.10|TMEM101	360	395	358	402
ENSG00000091972.18|CD200	198.27	147.18	166.41	161.59
ENSG00000091986.15|CCDC80	3414	3478	2343	2554
ENSG00000092010.15|PSME1	1188	1150	1018	1059
ENSG00000092020.10|PPP2R3C	599.16	573.58	544.16	671.84
ENSG00000092036.18|HAUS4	432.92	365.13	321.15	398.17
ENSG00000092051.17|JPH4	610	582	480	536
ENSG00000092054.13|MYH7	19	27	6	10
ENSG00000092094.11|OSGEP	1137.34	1247.38	1032.29	1244.37
ENSG00000092096.16|SLC22A17	614	769	552	637
ENSG00000092098.17|RNF31	542.13	574.78	477.26	487.19
ENSG00000092108.20|SCFD1	632	572	601	631
ENSG00000092140.16|G2E3	549	498	484	506
ENSG00000092148.13|HECTD1	3058	2818	2638	2840
ENSG00000092199.17|HNRNPC	12403.76	12445.84	10666.04	11821.92
ENSG00000092201.10|SUPT16H	8658.93	9192.82	7255.91	8851.93
ENSG00000092203.14|TOX4	1676.22	1675.69	1537.85	1584.05
ENSG00000092208.17|GEMIN2	306	309	276	321
ENSG00000092295.12|TGM1	49	32	44	57
ENSG00000092330.17|TINF2	1031	888	949	991
ENSG00000092421.16|SEMA6A	4417.87	3871.74	4249.41	3825.38
ENSG00000092439.15|TRPM7	1004	1006	834	976
ENSG00000092445.12|TYRO3	2307	2538	2271	2820
ENSG00000092470.12|WDR76	1831	2120	1590	2251
ENSG00000092529.24|CAPN3	82.34	94	87.61	66.16
ENSG00000092531.10|SNAP23	1343.08	1237.56	1191.24	1221.21
ENSG00000092607.15|TBX15	84	89	88	83
ENSG00000092621.12|PHGDH	1254	1507	1117	1338
ENSG00000092758.17|COL9A3	7157	7732	6886	6384
ENSG00000092820.18|EZR	2226	2397	2028	2508
ENSG00000092841.18|MYL6	7095.37	6883.1	6794.53	7398.95
ENSG00000092847.12|AGO1	1374.3	1510	1187	1349.62
ENSG00000092850.12|TEKT2	29	28	27	42
ENSG00000092853.14|CLSPN	1013	1385.98	860	1297
ENSG00000092871.16|RFFL	1281.29	1412.43	1043.57	1437.13
ENSG00000092929.11|UNC13D	57	59	50	60
ENSG00000092931.11|MFSD11	344.76	330.78	336.19	369.77
ENSG00000092964.18|DPYSL2	4454	4800	3842	4151
ENSG00000092969.12|TGFB2	658.42	658.81	739.66	830.14
ENSG00000092978.11|GPATCH2	361	310	341	406
ENSG00000093000.19|NUP50	1932	2091.9	1655	2109.95
ENSG00000093009.9|CDC45	916	1046	699	1014
ENSG00000093010.13|COMT	740	654.25	602	630.24
ENSG00000093100.13|AC016026.1	494.8	487.64	460.23	482.67
ENSG00000093144.19|ECHDC1	593	541	478	548
ENSG00000093167.18|LRRFIP2	636	657	596	689
ENSG00000093183.14|SEC22C	1036	1059	906	1140
ENSG00000093217.10|XYLB	151	201	139	154
ENSG00000094631.19|HDAC6	3061	3087	2673	2981
ENSG00000094755.17|GABRP	22	27	16	20
ENSG00000094804.11|CDC6	1101	1441	868	1385
ENSG00000094841.14|UPRT	280	284	273	300
ENSG00000094880.11|CDC23	807	851	737	871
ENSG00000094914.13|AAAS	1017	962	848	942
ENSG00000094916.16|CBX5	5288	5898	4224	5366.41
ENSG00000094975.14|SUCO	1495	1459	1366	1519
ENSG00000095002.14|MSH2	1608	1802	1445	1861
ENSG00000095015.6|MAP3K1	8941	7185	6923.9	6657
ENSG00000095059.16|DHPS	1451.52	1554.69	1319.9	1563.73
ENSG00000095066.11|HOOK2	759.05	839	688.1	816
ENSG00000095139.14|ARCN1	2810	2916	2552	2695
ENSG00000095203.14|EPB41L4B	495	468	520	607
ENSG00000095209.12|TMEM38B	328	348	306	341
ENSG00000095261.14|PSMD5	990	1030	907	1065
ENSG00000095319.14|NUP188	3905	4287	3154	3827
ENSG00000095321.17|CRAT	1646	1725	1531	1560
ENSG00000095380.11|NANS	765	923.28	728	780
ENSG00000095383.20|TBC1D2	67	53	58	56
ENSG00000095397.14|WHRN	261	281	215	220
ENSG00000095485.18|CWF19L1	386.98	482.94	329	398
ENSG00000095539.15|SEMA4G	333.97	285.51	261	244.96
ENSG00000095564.14|BTAF1	2335	2322	1960	2345
ENSG00000095574.11|IKZF5	277	305	259	287
ENSG00000095587.9|TLL2	16	31	19	19
ENSG00000095637.22|SORBS1	753	748	628	818
ENSG00000095713.14|CRTAC1	190	180	153	143
ENSG00000095739.11|BAMBI	1967	1977	2241	2465
ENSG00000095752.7|IL11	15	28	18	27
ENSG00000095787.22|WAC	4550	4316.47	4125	4157.4
ENSG00000095794.19|CREM	354	290	331	335
ENSG00000095906.17|NUBP2	452	459	403	382
ENSG00000095951.17|HIVEP1	265	234	200	236
ENSG00000096063.16|SRPK1	1224.1	1218.69	998.9	1197.69
ENSG00000096070.19|BRPF3	1091	1082	1013	1188
ENSG00000096080.11|MRPS18A	603.68	626.85	563.53	571.03
ENSG00000096092.6|TMEM14A	298	303	265	304
ENSG00000096093.16|EFHC1	1177.04	987	1189	1147
ENSG00000096384.20|HSP90AB1	25885.98	24989.98	23753.98	24961.99
ENSG00000096401.8|CDC5L	1553	1773	1322	1583
ENSG00000096433.11|ITPR3	231.83	231.75	178.37	248.21
ENSG00000096654.15|ZNF184	525.99	540.98	409.99	501
ENSG00000096717.12|SIRT1	498	558	449	483
ENSG00000096746.17|HNRNPH3	5555	5829	4858	5469
ENSG00000096872.16|IFT74	194	159	151	180
ENSG00000096968.13|JAK2	121	112	136	168
ENSG00000097007.18|ABL1	3566	3491	2790	3076
ENSG00000097021.19|ACOT7	348	343	364.99	327
ENSG00000097033.14|SH3GLB1	1651	1659	1545	1722
ENSG00000097046.13|CDC7	959	1096	823	1011
ENSG00000097096.9|SYDE2	13	10	4	13
ENSG00000099139.13|PCSK5	13	12	9	6
ENSG00000099194.6|SCD	6576	6373	6330	6083
ENSG00000099203.7|TMED1	505.25	457.38	537.75	483.65
ENSG00000099204.20|ABLIM1	900	798	685	712
ENSG00000099219.14|ERMP1	257	189.1	215	179
ENSG00000099246.16|RAB18	2228	2297	2105	2323
ENSG00000099250.18|NRP1	372	414	478.43	546
ENSG00000099251.14|HSD17B7P2	140.12	111.04	115.86	106.78
ENSG00000099256.19|PRTFDC1	607	532	571	617
ENSG00000099260.11|PALMD	11	22	15	11
ENSG00000099282.10|TSPAN15	200	212	212	211
ENSG00000099284.14|H2AFY2	439	501	359	433
ENSG00000099290.17|WASHC2A	2524.15	2227.96	2093.78	2121.27
ENSG00000099308.10|MAST3	446.29	539.17	350.45	393.25
ENSG00000099326.8|MZF1	420.31	345.8	348.74	376.04
ENSG00000099330.9|OCEL1	62	56	52	71
ENSG00000099331.13|MYO9B	3959	3480.99	3218	3244
ENSG00000099338.23|CATSPERG	52	59	50	67
ENSG00000099341.11|PSMD8	2285	2468	2279	2287
ENSG00000099364.16|FBXL19	656	550.68	576.69	520.65
ENSG00000099365.11|STX1B	309	269	225	195
ENSG00000099377.14|HSD3B7	88.68	101.04	101.41	112.94
ENSG00000099381.18|SETD1A	1515	1523	1233	1252
ENSG00000099385.11|BCL7C	560.08	671.12	500.02	567.23
ENSG00000099617.4|EFNA2	282	273	260	244
ENSG00000099622.14|CIRBP	12527	12448	10107	11103
ENSG00000099624.8|ATP5F1D	712	768	657	678
ENSG00000099625.13|CBARP	499.22	528.96	455.5	425.52
ENSG00000099783.12|HNRNPM	6490.9	6344.93	5253	5765.99
ENSG00000099785.10|MARCH2	328	279	219	255
ENSG00000099795.7|NDUFB7	616	605	587	510
ENSG00000099797.15|TECR	1598.88	1879.71	1365.68	1607.52
ENSG00000099800.8|TIMM13	1249	1312	1117	1064
ENSG00000099804.9|CDC34	1388	1408	1459	1358
ENSG00000099812.9|MISP	32	34	15	23
ENSG00000099814.16|CEP170B	949	1110	845	901
ENSG00000099817.12|POLR2E	3388	3383	3021	2856
ENSG00000099821.14|POLRMT	1092.46	1051.61	1005.85	907.24
ENSG00000099822.3|HCN2	575	559	521	457
ENSG00000099840.13|IZUMO4	125	134	99	121
ENSG00000099849.15|RASSF7	71	90	98	112
ENSG00000099860.9|GADD45B	127	153	161	143
ENSG00000099864.18|PALM	1284	1514	1050	1215
ENSG00000099866.15|MADCAM1	9	7	16	10
ENSG00000099869.7|IGF2-AS	102.7	78	76	82
ENSG00000099875.14|MKNK2	1402	1607	1213	1395
ENSG00000099889.14|ARVCF	805	729	735	684
ENSG00000099899.15|TRMT2A	570.71	605.47	522.12	535.97
ENSG00000099901.17|RANBP1	2039.21	2269.43	1680.88	2047.01
ENSG00000099904.15|ZDHHC8	987	1009	960	838
ENSG00000099910.17|KLHL22	625	740.53	550	737.09
ENSG00000099917.17|MED15	1234	1297	1268	1176
ENSG00000099940.12|SNAP29	784	871.4	749	824.96
ENSG00000099942.13|CRKL	2636	2619	2356	2501
ENSG00000099949.20|LZTR1	1426	1495.71	1517	1557.06
ENSG00000099953.10|MMP11	118	128	107	98
ENSG00000099954.18|CECR2	446	448	336	402
ENSG00000099956.19|SMARCB1	2469.21	2438	2045.05	2286.16
ENSG00000099957.16|P2RX6	103	83	99	109
ENSG00000099968.17|BCL2L13	1719	1677	1685	1749
ENSG00000099974.8|DDTL	141.77	125.32	92.77	79.55
ENSG00000099977.14|DDT	293.89	339.68	283.23	294.45
ENSG00000099984.11|GSTT2	21.9	2.59	22.55	5.01
ENSG00000099991.18|CABIN1	1387	1389	1254	1218
ENSG00000099992.15|TBC1D10A	217	203.31	206	198
ENSG00000099994.11|SUSD2	26	17	16	20
ENSG00000099995.19|SF3A1	3004.93	3157.93	2488.92	2828.99
ENSG00000099999.14|RNF215	322.84	300.78	303.05	273.97
ENSG00000100003.18|SEC14L2	873.61	930.89	876.66	859.61
ENSG00000100014.20|SPECC1L	1721	1573.64	1361	1495.81
ENSG00000100023.19|PPIL2	1431.02	1319.96	1153.5	1210.93
ENSG00000100027.15|YPEL1	287.66	331.6	229.45	263.07
ENSG00000100028.12|SNRPD3	2542.89	2569.59	1905.46	2439.99
ENSG00000100029.18|PES1	1544	1615.21	1339	1534
ENSG00000100030.14|MAPK1	4509	4059	3984	3890
ENSG00000100031.19|GGT1	89.53	90.83	63.34	78.19
ENSG00000100034.14|PPM1F	506.67	506.66	454.75	458.75
ENSG00000100036.13|SLC35E4	113.07	143.03	122	125
ENSG00000100038.19|TOP3B	932.01	1057.44	889.02	964.06
ENSG00000100056.12|ESS2	381	393	378	398
ENSG00000100058.12|CRYBB2P1	299	274.89	239.9	237.95
ENSG00000100060.17|MFNG	35	47	30	53
ENSG00000100065.15|CARD10	211	247	210	241
ENSG00000100068.12|LRP5L	91	100	47	54
ENSG00000100075.10|SLC25A1	412	455	399	394
ENSG00000100077.15|GRK3	201	209	159	160
ENSG00000100083.19|GGA1	1507	1362	1300	1416
ENSG00000100084.14|HIRA	1176.29	1212	1094.19	1116.33
ENSG00000100092.22|SH3BP1	280.34	291.3	226.3	249.84
ENSG00000100095.19|SEZ6L	4318	3730	3107	2953
ENSG00000100097.12|LGALS1	3173	3303	3572	3441
ENSG00000100099.20|HPS4	1198.33	1205.74	1040	1212.33
ENSG00000100100.12|PIK3IP1	90	57	72	35
ENSG00000100104.13|SRRD	373.6	403.23	332.28	358.41
ENSG00000100105.18|PATZ1	1749	1831	1570	1733
ENSG00000100106.21|TRIOBP	814	923.76	719	770
ENSG00000100109.17|TFIP11	989.4	910.77	911.72	1044.59
ENSG00000100116.16|GCAT	436	508	357	422
ENSG00000100124.15|ANKRD54	372	465.2	431	458.61
ENSG00000100129.18|EIF3L	4211	4400.84	3584.81	3757.15
ENSG00000100138.15|SNU13	1666	1607	1420	1738
ENSG00000100139.13|MICALL1	883	897	780	795
ENSG00000100142.15|POLR2F	1028	1108	1015	900
ENSG00000100147.13|CCDC134	99	127	97	122
ENSG00000100150.18|DEPDC5	396	366	324	341
ENSG00000100151.16|PICK1	94	99	77	93
ENSG00000100154.14|TTC28	1486.08	1076.72	1173.92	926.08
ENSG00000100162.15|CENPM	286	452	289	363
ENSG00000100167.20|SEPT3	2170	2723	1579	2098
ENSG00000100181.22|TPTEP1	445.28	385.74	376.7	422.89
ENSG00000100196.11|KDELR3	215	263	147	209
ENSG00000100197.22|CYP2D6	35.97	35.36	22.75	33.49
ENSG00000100201.21|DDX17	11783	11090	10213	11158
ENSG00000100207.18|TCF20	1176	1256	1026	1317
ENSG00000100209.10|HSCB	116.86	131.49	104.87	101.73
ENSG00000100211.10|CBY1	294.05	320.56	264.21	339.58
ENSG00000100216.6|TOMM22	1136	1267	1035	1099
ENSG00000100219.16|XBP1	692	622	679	752
ENSG00000100220.12|RTCB	1678	1743	1591	1543
ENSG00000100221.10|JOSD1	1863	2202	1864	2283
ENSG00000100225.18|FBXO7	1401	1295	1181	1234
ENSG00000100226.16|GTPBP1	2048.33	2267.25	1629.41	2007.43
ENSG00000100227.18|POLDIP3	3602	3728	3261	3555
ENSG00000100234.11|TIMP3	73	51	62	37
ENSG00000100239.16|PPP6R2	1136	1207	1027	1062
ENSG00000100241.21|SBF1	2541	2802	2168	2197
ENSG00000100242.15|SUN2	2405.83	2399.31	2161.77	2064.21
ENSG00000100243.21|CYB5R3	2773.79	2873	2493.74	2575
ENSG00000100246.13|DNAL4	263	254	249	263
ENSG00000100258.18|LMF2	670	786	612	657
ENSG00000100263.14|RHBDD3	371.35	361.14	365	334
ENSG00000100266.19|PACSIN2	1396	1502	1297	1359
ENSG00000100271.17|TTLL1	160.78	147	133	166
ENSG00000100280.16|AP1B1	2037.6	2179	1876.33	1886
ENSG00000100281.14|HMGXB4	1241	1261	1004	1212
ENSG00000100284.21|TOM1	442	467	404	382
ENSG00000100288.19|CHKB	604.48	692.6	569.94	557.09
ENSG00000100292.17|HMOX1	212	257	229	266
ENSG00000100294.12|MCAT	128	164	170	146
ENSG00000100296.13|THOC5	538	556	448	555
ENSG00000100297.16|MCM5	2381	2326	1889	2223
ENSG00000100299.18|ARSA	283	286	294	267
ENSG00000100300.18|TSPO	325	295	346	277
ENSG00000100302.7|RASD2	45	62	18	36
ENSG00000100304.13|TTLL12	1241	1328	1050	1183
ENSG00000100307.13|CBX7	114.31	147.24	105.68	90.59
ENSG00000100311.16|PDGFB	357	377	435	512
ENSG00000100316.16|RPL3	14667.02	14273.48	12405.27	12920.54
ENSG00000100319.12|ZMAT5	217.93	264.71	188.86	205.56
ENSG00000100320.23|RBFOX2	3341	3121	2604	2786
ENSG00000100321.15|SYNGR1	591	652	541	594
ENSG00000100324.14|TAB1	731	734	600	686
ENSG00000100325.15|ASCC2	864	867	825	843
ENSG00000100330.15|MTMR3	1659.18	1431.73	1375.29	1390.02
ENSG00000100335.15|MIEF1	1478	1489	1365	1371
ENSG00000100336.17|APOL4	59	80	56	49
ENSG00000100344.10|PNPLA3	86	94	103	104
ENSG00000100345.21|MYH9	3668	3904	3563	3836
ENSG00000100347.15|SAMM50	818	754	626	818
ENSG00000100348.10|TXN2	1386	1332	1154	1408
ENSG00000100350.14|FOXRED2	1979	2535	1590	1940
ENSG00000100353.18|EIF3D	3318	3349	2861	3081
ENSG00000100354.21|TNRC6B	1131	999	932	1044
ENSG00000100359.21|SGSM3	882.52	950.41	836.78	848.82
ENSG00000100360.15|IFT27	828	887	641	656
ENSG00000100364.18|KIAA0930	559	625	588	650
ENSG00000100372.15|SLC25A17	620	678	538	660
ENSG00000100376.12|FAM118A	599	608	504	560
ENSG00000100379.17|KCTD17	681	742	595	615
ENSG00000100380.14|ST13	5188.87	5152.8	4481.83	5025.78
ENSG00000100387.8|RBX1	775	736	727	747
ENSG00000100393.13|EP300	2653	2425	2202	2343
ENSG00000100395.15|L3MBTL2	959.5	922.93	793.49	893.16
ENSG00000100399.16|CHADL	33	29	18	16
ENSG00000100401.19|RANGAP1	2235	2464	1911	2084
ENSG00000100403.12|ZC3H7B	2884	2883	2521	2672
ENSG00000100410.8|PHF5A	576	668	571	624
ENSG00000100412.16|ACO2	2522.66	2568.75	2299.46	2389.42
ENSG00000100413.17|POLR3H	694.34	687.25	566.54	613.58
ENSG00000100416.14|TRMU	909	1000	857	947
ENSG00000100417.12|PMM1	421	493	435	538
ENSG00000100418.8|DESI1	733	658	573	679
ENSG00000100422.14|CERK	1261	1365	1085	1180
ENSG00000100425.18|BRD1	1014	992	809	884
ENSG00000100426.7|ZBED4	922	822	859	918
ENSG00000100427.15|MLC1	3160	2735	2819	2364
ENSG00000100429.18|HDAC10	621.36	594.93	618.75	657.99
ENSG00000100433.15|KCNK10	62	62	50	44
ENSG00000100439.10|ABHD4	996	1064	871	1041
ENSG00000100441.10|KHNYN	68.76	74.71	90.41	71.57
ENSG00000100442.11|FKBP3	1987.38	2166.03	1724.14	2003.6
ENSG00000100445.17|SDR39U1	1151.24	1087.29	1068.59	979.43
ENSG00000100461.18|RBM23	1925.71	2018.96	1588.9	1808
ENSG00000100462.16|PRMT5	3040.91	3034.93	2613.06	2757.9
ENSG00000100478.14|AP4S1	238	220	195	181
ENSG00000100479.13|POLE2	110	114	98	124
ENSG00000100483.14|VCPKMT	148	130	114	144
ENSG00000100485.12|SOS2	1149	1109	1069	1179
ENSG00000100490.9|CDKL1	60.7	57.05	55	61.65
ENSG00000100503.23|NIN	3836	3536	2876	3495
ENSG00000100504.17|PYGL	850	760	787	800
ENSG00000100505.13|TRIM9	2239	1817	1712	1505
ENSG00000100519.12|PSMC6	2281.98	2389.93	2102.94	2368.91
ENSG00000100522.10|GNPNAT1	550.5	593.23	416.02	601.49
ENSG00000100523.14|DDHD1	721.51	658.74	575.54	653.53
ENSG00000100526.20|CDKN3	934	1122	804	801
ENSG00000100528.12|CNIH1	1675	1649	1360	1476
ENSG00000100532.12|CGRRF1	251	260	245	262
ENSG00000100554.12|ATP6V1D	833	795	697	842
ENSG00000100564.9|PIGH	171.76	202.36	208.89	186.16
ENSG00000100567.13|PSMA3	1262	1291	1127	1305
ENSG00000100568.11|VTI1B	861.14	854.8	782.12	798.39
ENSG00000100575.14|TIMM9	309.67	282.58	269	295.83
ENSG00000100577.19|GSTZ1	681	565	571	591
ENSG00000100578.15|KIAA0586	1400.39	1377.79	1131.75	1297.77
ENSG00000100580.8|TMED8	778	945	609	838
ENSG00000100583.4|SAMD15	100	68	64	87
ENSG00000100591.8|AHSA1	2377	2374	2137	2485
ENSG00000100592.15|DAAM1	590	688	500	594
ENSG00000100596.6|SPTLC2	536	633	647	691
ENSG00000100599.16|RIN3	73	81	69	76
ENSG00000100600.15|LGMN	663	627	655	638
ENSG00000100601.10|ALKBH1	340	334	284	329
ENSG00000100603.13|SNW1	2522.96	2529.99	2170.97	2489.92
ENSG00000100604.13|CHGA	36	30	33	21
ENSG00000100605.17|ITPK1	1021	1154	897	951
ENSG00000100612.14|DHRS7	939.81	929.77	767.03	827.83
ENSG00000100614.18|PPM1A	1019	1020	822	930
ENSG00000100625.9|SIX4	318	337	283	292
ENSG00000100626.17|GALNT16	338	376	285.94	351
ENSG00000100629.17|CEP128	261	251	234	262
ENSG00000100632.11|ERH	1786	1982	1693	1632
ENSG00000100644.17|HIF1A	9526.91	8615.9	7490	7352.98
ENSG00000100647.8|SUSD6	640	655	541	590
ENSG00000100650.15|SRSF5	3124	3053	2436	2886
ENSG00000100664.11|EIF5	4478	4175	3730	3962
ENSG00000100697.14|DICER1	1199	1158	1038	1159
ENSG00000100711.13|ZFYVE21	827.32	714.97	732.23	811.77
ENSG00000100714.16|MTHFD1	5947.86	6208.62	4884.49	5940.65
ENSG00000100722.20|ZC3H14	1951.89	2006.31	1715.35	2041.41
ENSG00000100726.15|TELO2	388	429	309	378
ENSG00000100731.15|PCNX1	1160	972	1000	972
ENSG00000100744.15|GSKIP	198	188	203	246
ENSG00000100749.8|VRK1	642	724	524.43	662
ENSG00000100764.14|PSMC1	2549.77	2552.83	2246.75	2375.29
ENSG00000100767.16|PAPLN	24	26	19	13
ENSG00000100784.12|RPS6KA5	50.74	49.54	43	53.03
ENSG00000100796.17|PPP4R3A	1741	1623	1560	1684
ENSG00000100802.15|C14orf93	272.89	278	253.92	307
ENSG00000100804.18|PSMB5	2987	3192	2842	3006
ENSG00000100811.13|YY1	1919	1821	1559	1757
ENSG00000100813.14|ACIN1	6525.44	6332	5585	5781.71
ENSG00000100814.18|CCNB1IP1	949	886	810	769
ENSG00000100815.12|TRIP11	1212	1001	902	1063
ENSG00000100823.12|APEX1	4423	4082	3582	3722
ENSG00000100836.10|PABPN1	3363.39	3359.15	3008.48	3164.35
ENSG00000100842.13|EFS	191	196	225.65	203
ENSG00000100852.13|ARHGAP5	1869.37	1986.91	1623.13	1934.11
ENSG00000100865.15|CINP	472.33	445.35	456.89	443.65
ENSG00000100867.14|DHRS2	3066	2502	1793	1984
ENSG00000100883.12|SRP54	1257	1211	1043	1231
ENSG00000100888.13|CHD8	3037.64	3072.38	2581.44	2817.17
ENSG00000100889.11|PCK2	276	349	277	368
ENSG00000100890.15|KIAA0391	769	855.28	703.88	763.72
ENSG00000100897.17|DCAF11	1066.9	1063	902.8	996
ENSG00000100902.10|PSMA6	1347.56	1344.28	1265.28	1396.45
ENSG00000100906.10|NFKBIA	299	305	273	321
ENSG00000100908.14|EMC9	196.81	237.77	184.36	202.86
ENSG00000100911.16|PSME2	1480.79	1564.89	1395	1490.97
ENSG00000100916.14|BRMS1L	698.65	763.78	634.94	806.6
ENSG00000100918.13|REC8	101	136	106	132
ENSG00000100926.15|TM9SF1	1061.31	915.79	987.84	1029.87
ENSG00000100934.15|SEC23A	1653	1566	1481	1503
ENSG00000100938.17|GMPR2	948	880	897	1033
ENSG00000100941.9|PNN	4640.99	4817	3811.98	4433
ENSG00000100949.14|RABGGTA	231	192	175	176
ENSG00000100968.14|NFATC4	2955	3173	2764	2956
ENSG00000100979.15|PLTP	766.41	711.79	569.33	547.35
ENSG00000100982.12|PCIF1	1088.91	1005	1030.93	977.85
ENSG00000100983.11|GSS	1382	1671	1205	1441
ENSG00000100991.12|TRPC4AP	2128	2099	2007	2005
ENSG00000100994.12|PYGB	2998	2781	2748	2652
ENSG00000100997.19|ABHD12	856	978	803	919
ENSG00000101000.6|PROCR	8	12	6	14
ENSG00000101003.10|GINS1	1598	1862	1279	1731
ENSG00000101004.15|NINL	37	44	36	36
ENSG00000101019.22|UQCC1	904	870	859	786
ENSG00000101040.19|ZMYND8	2301	2133	1927	1973
ENSG00000101052.12|IFT52	815	756	727	711
ENSG00000101057.16|MYBL2	3527	5047	2932	4444
ENSG00000101079.21|NDRG3	1004	941	884	812
ENSG00000101084.18|RAB5IF	818.47	836.85	871.92	892.27
ENSG00000101096.20|NFATC2	31	26	33	28
ENSG00000101098.12|RIMS4	1225.42	1401.84	755.63	907.86
ENSG00000101104.12|PABPC1L	1244	1333	1263	1340
ENSG00000101109.12|STK4	1586	1527	1452	1525
ENSG00000101126.17|ADNP	4800	4675	4073	4427
ENSG00000101132.10|PFDN4	357	323	367	372
ENSG00000101138.11|CSTF1	1117	1190	994	1191
ENSG00000101144.13|BMP7	3535	3144	2701	2461
ENSG00000101146.13|RAE1	1584	1554	1429	1569
ENSG00000101150.17|TPD52L2	2351	2457	2144	2436
ENSG00000101152.11|DNAJC5	2118	2157	1753	1862
ENSG00000101158.14|NELFCD	3544	3441	2966	3320
ENSG00000101161.8|PRPF6	2968	2757	2338	2608
ENSG00000101166.16|PRELID3B	1087	1072	1025	1147
ENSG00000101181.17|MTG2	639	677	621	645
ENSG00000101182.15|PSMA7	3061	2898	2942	2955
ENSG00000101187.16|SLCO4A1	864.82	960.18	773.03	902.68
ENSG00000101189.7|MRGBP	908.85	898.95	813.94	869.97
ENSG00000101190.12|TCFL5	492	406	345	420
ENSG00000101191.16|DIDO1	2649	2459	2226	2249
ENSG00000101193.8|GID8	1881	1930	1592	1704
ENSG00000101198.15|NKAIN4	77	55	76	50
ENSG00000101199.13|ARFGAP1	3063	2813	2839	2559
ENSG00000101203.16|COL20A1	1505	1090	1940	1454
ENSG00000101210.12|EEF1A2	620	824	410	537
ENSG00000101213.7|PTK6	11	11	10	5
ENSG00000101216.11|GMEB2	440	442	359	347
ENSG00000101220.17|C20orf27	546	506	482	463
ENSG00000101224.17|CDC25B	5740	6611	5777	6265
ENSG00000101236.17|RNF24	1312.16	1245.99	990.58	1151.3
ENSG00000101246.20|ARFRP1	575	652	543	611
ENSG00000101247.18|NDUFAF5	460	434	407	449
ENSG00000101255.11|TRIB3	462	493	494	501
ENSG00000101265.16|RASSF2	4078	3599	3445	3331
ENSG00000101266.19|CSNK2A1	5541.05	5474.21	4965.91	5115.98
ENSG00000101290.14|CDS2	2692	2593	2533	2671
ENSG00000101294.17|HM13	3792.59	3556.64	3722.81	3752.5
ENSG00000101298.15|SNPH	98	73	69	82
ENSG00000101306.10|MYLK2	35	28	28	20
ENSG00000101310.16|SEC23B	2139	2126	1913	2138
ENSG00000101333.16|PLCB4	29	37	38	22
ENSG00000101337.15|TM9SF4	3108	2877	2791	2865
ENSG00000101342.10|TLDC2	0	9.27	11.62	12.35
ENSG00000101343.14|CRNKL1	1216	1282	1079	1289
ENSG00000101346.14|POFUT1	3863	3603	3157	3619
ENSG00000101347.9|SAMHD1	851	939.73	734.38	917.65
ENSG00000101350.8|KIF3B	2011	1971	1622	1909
ENSG00000101353.14|MROH8	75.09	84.43	78.78	91.43
ENSG00000101361.17|NOP56	6497.03	6745.53	5042	6065.01
ENSG00000101363.12|MANBAL	930	823	829	839
ENSG00000101365.21|IDH3B	1914	1700	1603	1667
ENSG00000101367.9|MAPRE1	5610	5604	5084	5588
