LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000178947.9|SMIM10L2A	39	40	44	29
ENSG00000178950.17|GAK	1276	1579	1528	1353
ENSG00000178951.9|ZBTB7A	505	594	535	449
ENSG00000178952.11|TUFM	3111	3514	3607	3392
ENSG00000178966.16|RMI1	603	812	622	773
ENSG00000178971.15|CTC1	733	784	825	771
ENSG00000178974.10|FBXO34	984	1140	1100	1167
ENSG00000178977.3|LINC00324	27	35	34	35
ENSG00000178980.15|SELENOW	1740	1973	1941	1945
ENSG00000178982.9|EIF3K	1557	1671	1769	1591
ENSG00000178988.11|MRFAP1L1	1095	1172	1248	1345
ENSG00000178996.14|SNX18	332	443	400	428
ENSG00000178999.13|AURKB	1391	2016	1506	1636
ENSG00000179010.14|MRFAP1	4881	5359	5405	5269
ENSG00000179021.10|C3orf38	482	552	560	529
ENSG00000179023.8|KLHDC7A	23	37	20	23
ENSG00000179029.14|TMEM107	155.74	191	228	246
ENSG00000179041.4|RRS1	357	384	379	336
ENSG00000179051.14|RCC2	4217.1	4871.33	4709.56	4416.2
ENSG00000179058.7|C9orf50	38	47	37	33
ENSG00000179071.5|CCDC89	66	72	69	59
ENSG00000179085.7|DPM3	73	64	53	79
ENSG00000179091.5|CYC1	1260	1355	1316	1270
ENSG00000179094.16|AC129492.1	179	210	172	175
ENSG00000179104.9|TMTC2	247	246	266	284
ENSG00000179111.9|HES7	20	32	24	21
ENSG00000179115.11|FARSA	1841	2059	2136	1938
ENSG00000179119.15|SPTY2D1	644.28	734	687.61	680.63
ENSG00000179134.15|SAMD4B	1988	2202	2120	1927
ENSG00000179151.13|EDC3	2211.09	2547.42	2679.23	2702.98
ENSG00000179152.20|TCAIM	240	278	219.86	264
ENSG00000179163.11|FUCA1	101	127	109	85
ENSG00000179168.14|GGN	10	13	14	8.65
ENSG00000179195.16|ZNF664	3581	4126.91	4170	4051.95
ENSG00000179218.13|CALR	13065.19	15175.23	15392.96	14133.18
ENSG00000179222.17|MAGED1	3010	2985	3171	2878
ENSG00000179240.9|GVQW3	297	379	339	291
ENSG00000179241.13|LDLRAD3	2263	2401	2278	2003
ENSG00000179262.10|RAD23A	1919.26	2198.22	2278.77	2266.1
ENSG00000179271.3|GADD45GIP1	752.74	893.78	968.23	949.9
ENSG00000179292.5|TMEM151A	51	55	33	43
ENSG00000179295.17|PTPN11	4194.99	4862.98	4259	4387
ENSG00000179304.16|AC234031.1	530.57	502.99	348.32	510.89
ENSG00000179314.14|WSCD1	5205	6045	6338	5958
ENSG00000179331.3|RAB39A	119	141	143	164
ENSG00000179335.18|CLK3	1624.21	1726.31	1951.27	1767.44
ENSG00000179348.11|GATA2	124	125	122	158
ENSG00000179361.17|ARID3B	210	237	219	218
ENSG00000179364.13|PACS2	2338	2513.28	2201	2039
ENSG00000179387.10|ELMOD2	1106	1162	1064	1197
ENSG00000179388.9|EGR3	157	235	228	250
ENSG00000179397.18|CATSPERE	8	23	19	27
ENSG00000179406.7|LINC00174	291.87	330.54	338.12	317.21
ENSG00000179409.11|GEMIN4	1158	1445	1282.71	1432
ENSG00000179431.6|FJX1	823	946	753	759
ENSG00000179454.13|KLHL28	377	389	388	362
ENSG00000179455.8|MKRN3	349.13	425.25	406.54	372.74
ENSG00000179456.10|ZBTB18	962	1136	824	842
ENSG00000179476.8|C14orf28	60	58	57	68
ENSG00000179523.4|EIF3J-DT	199.25	201.26	210	192.81
ENSG00000179526.17|SHARPIN	445	564	525	518
ENSG00000179532.12|DNHD1	288	281	300	274
ENSG00000179562.3|GCC1	343	359	392	352
ENSG00000179583.19|CIITA	23.28	32.64	29.19	29.22
ENSG00000179588.9|ZFPM1	44	59	50	47
ENSG00000179598.6|PLD6	19.72	29.36	28.98	33
ENSG00000179604.10|CDC42EP4	558	683	681	570
ENSG00000179611.3|DGKZP1	10.48	19.09	23.21	23.73
ENSG00000179627.10|AL590327.1	374	469	452	400
ENSG00000179632.10|MAF1	1175	1247	1314	1197
ENSG00000179698.13|WDR97	25	38	39	43
ENSG00000179743.4|AL450998.2	69	58	75	51
ENSG00000179750.16|APOBEC3B	738.88	952.41	762.53	987.98
ENSG00000179761.12|PIPOX	1145	1504	1167	1154
ENSG00000179776.19|CDH5	46	76	40	53
ENSG00000179796.12|LRRC3B	26	25	7	13
ENSG00000179818.13|PCBP1-AS1	577.02	672	688.23	692
ENSG00000179820.16|MYADM	94	98	121	107
ENSG00000179832.17|MROH1	270	257	248.43	254
ENSG00000179833.4|SERTAD2	572	620	561	621
ENSG00000179841.8|AKAP5	309	434	461	462
ENSG00000179846.9|NKPD1	21	19	12	8
ENSG00000179859.9|RNF227	81	88	96	92
ENSG00000179862.6|CITED4	20	18	10	21
ENSG00000179873.14|NLRP11	71	74	67	60
ENSG00000179886.5|TIGD5	165	187	172	196
ENSG00000179889.18|PDXDC1	1041.55	1269.65	1272.45	1205.02
ENSG00000179899.8|PHC1P1	227.73	208.46	280.04	220.99
ENSG00000179909.15|ZNF154	287	295	359	338
ENSG00000179912.20|R3HDM2	719.28	744	767	678.63
ENSG00000179918.18|SEPHS2	925	1042	1019	1002
ENSG00000179922.5|ZNF784	60	94	75	60
ENSG00000179933.6|C14orf119	637.06	726	680.5	728.29
ENSG00000179935.9|LINC00652	55	62	73	60
ENSG00000179941.8|BBS10	431	445	427	506
ENSG00000179943.8|FIZ1	382	450	377	354
ENSG00000179950.13|PUF60	2716	2908	3188	2716
ENSG00000179954.16|SSC5D	19	28	24	40
ENSG00000179958.8|DCTPP1	440.26	528.11	511.49	458.79
ENSG00000179965.11|ZNF771	115.74	186.89	140.51	134.21
ENSG00000179967.11|PPP1R14BP3	32.75	23.24	20.41	10.82
ENSG00000179978.11|AC140134.1	89.21	76.1	93.84	97.56
ENSG00000179981.10|TSHZ1	720	799	722	684
ENSG00000179988.14|PSTK	100	111	113	84
ENSG00000180008.9|SOCS4	1547	1687	1723	1867
ENSG00000180011.7|ZADH2	870	940	935	854
ENSG00000180035.12|ZNF48	502	508	604	573.98
ENSG00000180071.20|ANKRD18A	69.51	90.77	76.95	74.86
ENSG00000180089.5|TMEM86B	92.48	93.93	105.22	72.75
ENSG00000180096.12|SEPT1	14	25.47	8	13.02
ENSG00000180098.9|TRNAU1AP	373	393	434	404
ENSG00000180104.16|EXOC3	1629.69	1653.32	1800.8	1615.81
ENSG00000180155.20|LYNX1	217	238	172.5	188.89
ENSG00000180182.11|MED14	1719	1893	1919	1793
ENSG00000180185.11|FAHD1	310.35	313.98	355.97	329
ENSG00000180190.11|TDRP	172	138	149	195
ENSG00000180198.16|RCC1	1929.81	2505.41	2381.59	2367.59
ENSG00000180228.13|PRKRA	844	898	885	949
ENSG00000180229.12|HERC2P3	342.25	304.93	338.97	303.51
ENSG00000180233.11|ZNRF2	134.64	193.14	179.5	203.34
ENSG00000180245.5|RRH	16	20	15	14
ENSG00000180257.13|ZNF816	192.89	186.55	206.03	201
ENSG00000180263.14|FGD6	205	191	183	160
ENSG00000180287.16|PLD5	381.64	432.16	418.81	419.59
ENSG00000180304.14|OAZ2	1375	1584	1520.69	1444
ENSG00000180329.14|CCDC43	480	552	528	581
ENSG00000180336.18|MEIOC	12	13.29	8	12
ENSG00000180340.6|FZD2	132	159	121	96
ENSG00000180346.3|TIGD2	145	179	137	153
ENSG00000180354.16|MTURN	1095	1256.41	1005.22	1112
ENSG00000180357.9|ZNF609	1723	1798	1778	1616
ENSG00000180370.10|PAK2	2328	2647.99	2679	2506
ENSG00000180376.16|CCDC66	294.83	333.87	329.86	287.95
ENSG00000180385.8|EMC3-AS1	156.53	202.59	187.17	205
ENSG00000180398.12|MCFD2	2796.94	3041.65	3087.93	2983.97
ENSG00000180423.4|HARBI1	113	107	107	122.4
ENSG00000180425.11|C11orf71	203.62	171.8	184.86	186.62
ENSG00000180447.7|GAS1	2953	3442	2670	2650
ENSG00000180448.10|ARHGAP45	196	252	205	181
ENSG00000180458.2|AC022148.1	62.34	68.95	38.79	50.01
ENSG00000180479.13|ZNF571	87	89.09	98	106
ENSG00000180488.15|MIGA1	190	220	196	237
ENSG00000180525.12|PRR26	15	8	18	17
ENSG00000180530.11|NRIP1	268.81	340.84	292.12	295.73
ENSG00000180537.13|RNF182	354	409	395	390
ENSG00000180539.7|C9orf139	23	20.21	23.76	26.54
ENSG00000180573.9|HIST1H2AC	58	51	63	48
ENSG00000180592.16|SKIDA1	37	29	22	28
ENSG00000180611.7|MB21D2	95	105	156	102
ENSG00000180616.9|SSTR2	158	179	118	112
ENSG00000180626.10|ZNF594	663	687	691	757
ENSG00000180628.15|PCGF5	386	447	418	448
ENSG00000180667.10|YOD1	464	417	424	475
ENSG00000180694.14|TMEM64	502	606	567	612
ENSG00000180712.3|LINC02363	4	12	9	13
ENSG00000180720.7|CHRM4	27	44	39	39
ENSG00000180739.14|S1PR5	111	185	143	177
ENSG00000180747.15|SMG1P3	115.13	193.64	152.7	200.15
ENSG00000180758.12|GPR157	8	14	6	15
ENSG00000180764.13|PIPSL	8.04	19.14	10.03	13.05
ENSG00000180769.9|WDFY3-AS2	76	67	80	84
ENSG00000180773.15|SLC36A4	773	990	813	958
ENSG00000180776.15|ZDHHC20	1435	1577	1565	1636
ENSG00000180787.6|ZFP3	930	1170	1119	1138
ENSG00000180801.14|ARSJ	342	412	377	359
ENSG00000180806.5|HOXC9	7	18	19	11
ENSG00000180815.14|MAP3K15	156.51	154.23	144.22	162.13
ENSG00000180817.12|PPA1	908	1047.99	981	1032.99
ENSG00000180818.5|HOXC10	26	33	18	21
ENSG00000180822.11|PSMG4	144.69	168.65	164.27	175.76
ENSG00000180834.7|MAP6D1	95.28	169	146	106.37
ENSG00000180855.16|ZNF443	227.15	262.99	243.06	256.48
ENSG00000180867.11|PDIA3P1	26.67	60.65	31.97	46.54
ENSG00000180875.5|GREM2	30	47	14	18
ENSG00000180879.13|SSR4	657	728.11	775.09	649.44
ENSG00000180881.19|CAPS2	73	77	63	72
ENSG00000180884.10|ZNF792	100	120	100	101
ENSG00000180891.13|CUEDC1	1244	1298	1395	1309
ENSG00000180900.19|SCRIB	1266	1445	1386	1153
ENSG00000180901.11|KCTD2	882	966	938	1005.26
ENSG00000180902.18|D2HGDH	323	366	351	270.44
ENSG00000180914.10|OXTR	26	48	30	39
ENSG00000180917.17|CMTR2	573	538	608	592
ENSG00000180938.6|ZNF572	142	97	127	152
ENSG00000180953.11|ST20	47.3	67.76	50.91	56.15
ENSG00000180957.17|PITPNB	1158	1335	1330	1313
ENSG00000180964.17|TCEAL8	386	440	403	395
ENSG00000180979.10|LRRC57	941	1062.65	1073.98	1123.74
ENSG00000180992.7|MRPL14	332	340	341	320
ENSG00000180998.12|GPR137C	169	240	174	198
ENSG00000181004.10|BBS12	91	110	142	104
ENSG00000181007.8|ZFP82	283	346	314	343
ENSG00000181016.9|LSMEM1	18	15	16	23
ENSG00000181019.13|NQO1	3884.57	4688.57	7063.1	7456.1
ENSG00000181026.15|AEN	1110	1297	1080	1208
ENSG00000181027.10|FKRP	589	662	613	570
ENSG00000181029.9|TRAPPC5	188	220	204	164
ENSG00000181031.15|RPH3AL	33	44	25	14
ENSG00000181035.13|SLC25A42	240	292	283	242
ENSG00000181038.13|METTL23	259	268	239	268
ENSG00000181045.15|SLC26A11	454	452	546	452
ENSG00000181061.13|HIGD1A	859.99	953.29	981.86	970.55
ENSG00000181090.21|EHMT1	1567.88	1774.84	1774.47	1622.62
ENSG00000181097.5|AC105219.1	24	17	23	17
ENSG00000181104.7|F2R	1968	2072	2154	2075
ENSG00000181135.16|ZNF707	183	238	270	206
ENSG00000181163.13|NPM1	8497.58	9283.65	8917.5	8661.54
ENSG00000181191.11|PJA1	1007	1138	1229	1142
ENSG00000181192.12|DHTKD1	1756	1978	1846	1903
ENSG00000181215.15|C4orf50	57.47	36.09	71.88	39.76
ENSG00000181218.5|HIST3H2A	69	68	84	59
ENSG00000181220.17|ZNF746	326.7	382.01	364.51	332.89
ENSG00000181222.15|POLR2A	6835	7274	6990	6073
ENSG00000181227.3|DLSTP1	17.01	5.01	10.01	12
ENSG00000181240.13|SLC25A41	18	32	24	24
ENSG00000181264.8|TMEM136	300	358	338	382
ENSG00000181274.6|FRAT2	97	111	100	88
ENSG00000181284.2|TMEM102	15	21	17	33
ENSG00000181315.11|ZNF322	652.7	659.79	672.2	635.4
ENSG00000181322.14|NME9	4	13	13	19
ENSG00000181350.11|LRRC75A	140.11	142.37	152.3	177.03
ENSG00000181381.13|DDX60L	238	217	212	234
ENSG00000181392.16|SYNE4	47	38	39	41
ENSG00000181396.13|OGFOD3	396.94	399.86	432	357
ENSG00000181404.17|WASHC1	184.7	185.5	186.57	164.11
ENSG00000181409.13|AATK	121	152	109	86
ENSG00000181444.13|ZNF467	12	19	32	3
ENSG00000181449.4|SOX2	6872	7644.96	8105.99	7573
ENSG00000181450.17|ZNF678	390	520.14	455	475
ENSG00000181458.10|TMEM45A	14	28	19	23
ENSG00000181467.4|RAP2B	288	288	248	277
ENSG00000181472.5|ZBTB2	399	387	365	357
ENSG00000181513.14|ACBD4	94	109	113	89
ENSG00000181523.13|SGSH	524	607	577	502
ENSG00000181544.15|FANCB	124	136	108	173
ENSG00000181555.20|SETD2	1790	1933	1944	1951
ENSG00000181585.5|TMIE	9	28	15	24
ENSG00000181588.16|MEX3D	581	733	614	611
ENSG00000181610.13|MRPS23	885	999	941	975
ENSG00000181619.11|GPR135	39.33	67	48	44
ENSG00000181625.17|SLX1B	95.04	118.88	87.9	109.01
ENSG00000181638.18|ZFP41	358.65	415.41	419.97	384
ENSG00000181649.7|PHLDA2	9	13	12	9
ENSG00000181666.18|HKR1	832	908	915	890
ENSG00000181690.8|PLAG1	18	17	24	17
ENSG00000181704.12|YIPF6	1481	1558	1477	1552
ENSG00000181722.16|ZBTB20	70.19	66.83	65.85	71.13
ENSG00000181744.8|DIPK2A	504	591	511	569
ENSG00000181751.10|C5orf30	254	241	248	223
ENSG00000181754.7|AMIGO1	204	220	203	196
ENSG00000181773.7|GPR3	64	86	81	70
ENSG00000181788.4|SIAH2	487	604	552	543
ENSG00000181789.14|COPG1	2564	2732	3007	2619
ENSG00000181790.11|ADGRB1	550	586	531	408
ENSG00000181798.2|LINC00471	22	9	15	18
ENSG00000181804.15|SLC9A9	54	57	41	37
ENSG00000181817.6|LSM10	301	304	351	318
ENSG00000181826.10|RELL1	448.81	581.72	417.46	429.19
ENSG00000181827.14|RFX7	1035	1183	1099	1100
ENSG00000181830.8|SLC35C1	330	331	372	349
ENSG00000181852.17|RNF41	638	660	700	664
ENSG00000181856.14|SLC2A4	74	86	66	84
ENSG00000181873.13|IBA57	294	297	276	243
ENSG00000181894.15|ZNF329	451	508	488	538
ENSG00000181896.12|ZNF101	355	482	402	430
ENSG00000181904.9|C5orf24	1088	1134.45	1133	1228.5
ENSG00000181915.4|ADO	609	754	645.96	680
ENSG00000181924.7|COA4	594	662	698	659
ENSG00000181929.12|PRKAG1	617	605	607	639
ENSG00000181938.13|GINS3	476.4	629.26	527.07	618.14
ENSG00000181982.18|CCDC149	480	453	518	445
ENSG00000181991.16|MRPS11	928.73	1080.85	1099.66	1027.98
ENSG00000182004.13|SNRPE	1012.93	1183.91	1107.93	1187.91
ENSG00000182010.11|RTKN2	653	829	707	733
ENSG00000182013.18|PNMA8A	1742	2184	1812	1995
ENSG00000182021.10|AL591379.1	57.24	69.1	100.8	114.07
ENSG00000182022.18|CHST15	109	121	139	127
ENSG00000182040.9|USH1G	46	57	43	42
ENSG00000182054.9|IDH2	3683	4442	3906	4035
ENSG00000182057.5|OGFRP1	16	27	5	15
ENSG00000182087.14|TMEM259	4156.66	4883	4598	3927.73
ENSG00000182093.15|WRB	711.03	734	881.79	840.04
ENSG00000182095.14|TNRC18	1876	1967	1839.97	1423
ENSG00000182103.5|FAM181B	678	747	603	550
ENSG00000182108.11|DEXI	325.09	329.81	362.95	365.55
ENSG00000182117.5|NOP10	1324	1468	1487	1366
ENSG00000182118.8|FAM89A	251	257	300	306
ENSG00000182134.16|TDRKH	666.75	693.2	619.1	714.94
ENSG00000182141.10|ZNF708	767.75	782.76	888	874.27
ENSG00000182149.20|IST1	2807.93	2872.91	2875.95	2724.94
ENSG00000182150.15|ERCC6L2	696.57	807.19	797.31	765.28
ENSG00000182154.8|MRPL41	107	124	117	97
ENSG00000182158.15|CREB3L2	323	371	410	338
ENSG00000182165.17|TP53TG1	62.64	75.43	63	61
ENSG00000182168.15|UNC5C	83	57	85	57
ENSG00000182173.13|TSEN54	288	304	266	315
ENSG00000182175.14|RGMA	447	547.37	431	396
ENSG00000182179.13|UBA7	227	264	225	264
ENSG00000182180.14|MRPS16	1122	1276	1174.99	1208.45
ENSG00000182185.18|RAD51B	80	92	79	88
ENSG00000182195.7|LDOC1	289	300	292	261
ENSG00000182196.13|ARL6IP4	673.46	730.96	757.14	685.65
ENSG00000182197.11|EXT1	360	375	341	345
ENSG00000182199.11|SHMT2	1680	1913	1878.98	1956
ENSG00000182208.14|MOB2	291	329	359	292
ENSG00000182220.14|ATP6AP2	2394	2606	2571	2488
ENSG00000182224.12|CYB5D1	399.83	353.1	367.34	335.63
ENSG00000182247.10|UBE2E2	295	314	343	325
ENSG00000182253.14|SYNM	2987.34	3601.42	2773.03	2801.47
ENSG00000182263.14|FIGN	554	576	642	588
ENSG00000182264.8|IZUMO1	14	34	21	18
ENSG00000182272.12|B4GALNT4	815	887	883	691
ENSG00000182287.14|AP1S2	778	850.44	875.56	966.58
ENSG00000182307.14|C8orf33	1295	1405	1302	1233
ENSG00000182308.7|DCAF4L1	19	15	14	22
ENSG00000182310.14|SPACA6	122.43	104.93	111	98.87
ENSG00000182318.6|ZSCAN22	184	224	225	223
ENSG00000182324.6|KCNJ14	45.86	63.9	54	34.59
ENSG00000182325.11|FBXL6	405.84	453.16	416.79	405.1
ENSG00000182326.15|C1S	18	20	18	24
ENSG00000182359.15|KBTBD3	72	68	65	38
ENSG00000182362.14|YBEY	141	136	147	139
ENSG00000182372.9|CLN8	209.78	240.98	287.61	228.87
ENSG00000182378.14|PAR|Y|PLCXD1	254	283	305.5	301
ENSG00000182378.14|PLCXD1	254	283	305.5	301
ENSG00000182379.10|NXPH4	48	58	46	47
ENSG00000182389.19|CACNB4	143.03	141.19	105.92	102
ENSG00000182400.15|TRAPPC6B	549.12	687	620.8	662.56
ENSG00000182405.6|PGBD4	311	305	332	320
ENSG00000182446.14|NPLOC4	2051	2413	2390	2337
ENSG00000182459.5|TEX19	13	20	13	16
ENSG00000182463.16|TSHZ2	117	129.24	117	117
ENSG00000182473.22|EXOC7	3548.89	3876.06	3985.24	3534.87
ENSG00000182481.9|KPNA2	7467.88	8140.67	7300.59	6708.78
ENSG00000182484.15|PAR|Y|WASH6P	438.95	483.1	486.84	421.93
ENSG00000182484.15|WASH6P	438.95	483.1	486.84	421.93
ENSG00000182492.16|BGN	29	18	14	25
ENSG00000182504.11|CEP97	809	922	817	820
ENSG00000182512.5|GLRX5	708	688.92	660	690
ENSG00000182518.13|FAM104B	231	223	258	211
ENSG00000182534.13|MXRA7	1296.3	1327.18	1476.08	1452.89
ENSG00000182541.18|LIMK2	980.01	1177	1362	1347
ENSG00000182544.8|MFSD5	218	224	247	229
ENSG00000182551.14|ADI1	1684.97	1667.83	1657.98	1649
ENSG00000182552.15|RWDD4	518.59	539.21	496.97	540.67
ENSG00000182568.17|SATB1	601	573	609	438
ENSG00000182580.3|EPHB3	3567	3538	4189	3485
ENSG00000182600.9|SNORC	48	32.31	23.37	25
ENSG00000182606.15|TRAK1	1421	1412	1443	1174
ENSG00000182612.10|TSPAN10	15	24	19	22
ENSG00000182621.18|PLCB1	78	92	75	94
ENSG00000182628.13|SKA2	1899	2321	2150	2221
ENSG00000182632.15|CCNYL2	676	688	754	671
ENSG00000182636.6|NDN	598	580	605	525
ENSG00000182648.12|LINC01006	158	177	182	175
ENSG00000182670.13|TTC3	6816.48	7428.48	7067.35	6830.47
ENSG00000182685.7|BRICD5	119.51	187.76	179.14	174.19
ENSG00000182700.4|IGIP	82	99	100	103
ENSG00000182704.8|TSKU	646	691	695	731
ENSG00000182712.16|CMC4	178.58	197.69	177.75	172.89
ENSG00000182718.16|ANXA2	14	11	21	11
ENSG00000182722.5|SEPHS1P1	11	14	9.02	11
ENSG00000182732.18|RGS6	553	490	530	536
ENSG00000182749.5|PAQR7	197.72	220	265	276
ENSG00000182768.8|NGRN	3424.15	3486.18	3675.62	3605.54
ENSG00000182771.19|GRID1	269	281	265	256
ENSG00000182774.12|RPS17	9896	10691.25	11322	9832.71
ENSG00000182791.5|CCDC87	22	23	23	25
ENSG00000182796.14|TMEM198B	287.48	340.28	305.44	279.97
ENSG00000182809.10|CRIP2	1676	1890	1869	1593
ENSG00000182810.6|DDX28	220.81	229	240	242
ENSG00000182827.9|ACBD3	798	868.84	924.6	864.87
ENSG00000182831.12|C16orf72	1389.73	1366.63	1442.62	1458.05
ENSG00000182841.12|RRP7BP	311.6	386.66	408.08	347.39
ENSG00000182858.14|ALG12	238.31	282.05	288.7	318
ENSG00000182871.15|COL18A1	41.93	50.65	39.46	18.28
ENSG00000182872.16|RBM10	2065.09	2304.37	2348.8	2099.43
ENSG00000182899.16|RPL35A	2768	3028	2754	2665
ENSG00000182902.14|SLC25A18	31	28	51.83	33
ENSG00000182903.16|ZNF721	888.85	978.63	953.26	954.7
ENSG00000182912.6|TSPEAR-AS2	113	85	96	73
ENSG00000182916.8|TCEAL7	121	150	151	145
ENSG00000182919.14|C11orf54	542.7	491.23	500.95	537.72
ENSG00000182923.17|CEP63	398.65	466.2	469.38	491.27
ENSG00000182934.12|SRPRA	2105	2283	2092	2102
ENSG00000182944.17|EWSR1	6900.98	6951.85	6964.97	6319
ENSG00000182952.5|HMGN4	926	1064	1066	1127
ENSG00000182957.16|SPATA13	1150	1206.51	1469.53	1335.32
ENSG00000182963.10|GJC1	1452	1746	1580	1689
ENSG00000182968.4|SOX1	80	125.04	107.01	96
ENSG00000182973.18|CNOT10	422	466	435	471
ENSG00000182979.18|MTA1	2928.36	3285.95	3013.88	2540.29
ENSG00000182983.14|ZNF662	714	715	780	762
ENSG00000182985.17|CADM1	1939	1920	2239	2134
ENSG00000182986.13|ZNF320	44.39	51.48	50.89	56.87
ENSG00000182993.4|C12orf60	25	28	18	26
ENSG00000183010.16|PYCR1	817.05	830.06	851.49	710.85
ENSG00000183011.13|NAA38	216.83	308.92	274.84	231.86
ENSG00000183018.9|AC118754.1	11	23.04	17	14
ENSG00000183020.13|AP2A2	1385	1622	1595	1291
ENSG00000183023.18|SLC8A1	64.75	72.11	60.31	52.46
ENSG00000183032.11|SLC25A21	71	63.87	59.13	73.98
ENSG00000183044.12|ABAT	978.97	1091.98	1112.29	811
ENSG00000183048.12|SLC25A10	141	139	119	121
ENSG00000183049.12|CAMK1D	567	642	655	635
ENSG00000183054.11|RGPD6	845.89	988	771.16	862.41
ENSG00000183077.15|AFMID	161	200	208	200
ENSG00000183091.19|NEB	35	47	45	45
ENSG00000183092.16|BEGAIN	161.57	201.65	138.96	136.52
ENSG00000183098.11|GPC6	129.26	126	103.18	127.45
ENSG00000183111.12|ARHGEF37	540	582	663	583
ENSG00000183114.8|FAM43B	65	82	82	61
ENSG00000183117.19|CSMD1	16	29	7	12
ENSG00000183137.14|CEP57L1	398	530	457	484
ENSG00000183148.6|ANKRD20A2	303.33	379.82	249.8	324.21
ENSG00000183150.8|GPR19	83	112	89	125
ENSG00000183155.4|RABIF	343	344	383	395
ENSG00000183161.5|FANCF	237.76	222.79	244.85	236.85
ENSG00000183172.8|SMDT1	265	291	286	295
ENSG00000183186.8|C2CD4C	187	212	169	232
ENSG00000183207.14|RUVBL2	1710	1866	1831	1659
ENSG00000183208.12|GDPGP1	60.02	70	51.84	56.02
ENSG00000183230.17|CTNNA3	178	175	174	144
ENSG00000183246.6|RIMBP3C	14.63	25.59	19.08	21.77
ENSG00000183248.12|PRR36	721.08	825.26	732.16	679.96
ENSG00000183250.11|LINC01547	90	126	101	88
ENSG00000183255.12|PTTG1IP	3824	4076	4492	3955
ENSG00000183258.12|DDX41	1021	1070	1048	987
ENSG00000183283.16|DAZAP2	1904	1912	2057	1940
ENSG00000183291.17|SELENOF	1086	1056	1012	1065
ENSG00000183305.13|MAGEA2B	91.86	9.17	196	94.54
ENSG00000183307.3|TMEM121B	163	167	157	150
ENSG00000183309.11|ZNF623	907	967	1055	980
ENSG00000183323.12|CCDC125	312	392	430	380
ENSG00000183336.8|BOLA2	85.17	58.38	53.16	37.54
ENSG00000183337.16|BCOR	2062	2262	2162	2145
ENSG00000183340.7|JRKL	514	597	606	555
ENSG00000183354.12|KIAA2026	362	392	460	372
ENSG00000183386.10|FHL3	156	164	158	211
ENSG00000183397.5|C19orf71	15.62	16.36	18.31	12.42
ENSG00000183401.12|CCDC159	203.59	276.24	242.2	260.72
ENSG00000183426.16|NPIPA1	1478.83	1494.45	1499.23	1297.44
ENSG00000183431.12|SF3A3	1773	2007	1990	1927
ENSG00000183444.10|OR7E38P	10.33	23.93	20.67	14.42
ENSG00000183458.13|AC138932.1	229.97	249.24	235.39	130.87
ENSG00000183474.15|GTF2H2C	981.61	1055.24	965.97	1030.1
ENSG00000183475.12|ASB7	450	476	522	491
ENSG00000183476.12|SH2D7	5.18	11.27	7.27	10.29
ENSG00000183495.13|EP400	1091.61	1140.97	1148.39	988.61
ENSG00000183496.6|MEX3B	303	340	327	282
ENSG00000183506.17|PI4KAP2	843.6	979.57	950.84	973.54
ENSG00000183508.5|TENT5C	105	119	127	82
ENSG00000183513.9|COA5	606	603	633	628
ENSG00000183520.12|UTP11	576	673	646	656
ENSG00000183527.11|PSMG1	865	982	853	938
ENSG00000183530.14|PRR14L	1089	1113	1204	1235
ENSG00000183569.18|SERHL2	28.83	48.28	46.26	36.64
ENSG00000183570.16|PCBP3	24	22	16	23
ENSG00000183576.13|SETD3	651	758	705	768
ENSG00000183578.7|TNFAIP8L3	32	38	28	30
ENSG00000183579.15|ZNRF3	461	523	462	469
ENSG00000183580.10|FBXL7	250	240	239	243
ENSG00000183597.15|TANGO2	316.93	286.81	292	279
ENSG00000183604.14|SMG1P5	181.96	172.55	240.46	195.76
ENSG00000183605.16|SFXN4	265	306	223	238
ENSG00000183617.5|MRPL54	266	301	320	299
ENSG00000183621.15|ZNF438	165	175	170	152
ENSG00000183624.14|HMCES	792	954	950	1024
ENSG00000183628.13|DGCR6	160.06	172.74	154.98	184.4
ENSG00000183647.10|ZNF530	209	309	280	281
ENSG00000183648.10|NDUFB1	500	556	507	481
ENSG00000183655.13|KLHL25	627	689	751	690
ENSG00000183665.5|TRMT12	273	300	313	360
ENSG00000183666.17|GUSBP1	129.1	158.92	180.66	166.77
ENSG00000183682.8|BMP8A	401.6	410.13	411.36	348.7
ENSG00000183684.7|ALYREF	1628	2088	1892	1979
ENSG00000183688.4|RFLNB	821	1033	964	882
ENSG00000183696.14|UPP1	207	217	180	232
ENSG00000183718.5|TRIM52	553.82	678.06	698.02	650.01
ENSG00000183722.9|LHFPL6	3152	3486	3432	3320
ENSG00000183723.12|CMTM4	830	922	776	762
ENSG00000183726.11|TMEM50A	1586	1783	1681	1779
ENSG00000183735.10|TBK1	419	443	413	480
ENSG00000183741.11|CBX6	1646	1888	1864	1794
ENSG00000183742.12|MACC1	10	5	11	3
ENSG00000183751.14|TBL3	524.47	555.54	606.5	470.99
ENSG00000183762.12|KREMEN1	801	907	797	788
ENSG00000183763.9|TRAIP	265	329	235	291
ENSG00000183765.21|CHEK2	370.15	455.51	371.62	469.27
ENSG00000183773.15|AIFM3	17	36	14	13
ENSG00000183778.17|B3GALT5	13	19	9	6
