Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000109927.10|TECTA	35.32	35.84	44.53	40.73
ENSG00000109929.10|SC5D	693	872	985	863
ENSG00000109956.13|B3GAT1	708	840	649	776
ENSG00000109971.14|HSPA8	23939	25112	27838	26843
ENSG00000110002.15|VWA5A	9	8	16	11
ENSG00000110011.13|DNAJC4	399.04	423.79	392.88	413.04
ENSG00000110013.12|SIAE	458.96	432.64	492.29	482.95
ENSG00000110025.13|SNX15	599	805	533	795
ENSG00000110031.12|LPXN	76	76	74	57
ENSG00000110042.8|DTX4	14	19	8	10
ENSG00000110046.13|ATG2A	658	728	569	594
ENSG00000110047.18|EHD1	611	680	655	606
ENSG00000110048.12|OSBP	2067	2362	2264	2262
ENSG00000110060.9|PUS3	243	265	284	284
ENSG00000110063.10|DCPS	735	851	556	705
ENSG00000110066.15|KMT5B	1043	1113	1186	1152
ENSG00000110074.10|FOXRED1	1014	1261	997	1124
ENSG00000110075.14|PPP6R3	2377.64	2677	2421.56	2420.94
ENSG00000110076.18|NRXN2	146	221	109	138
ENSG00000110080.18|ST3GAL4	322	429	299	336
ENSG00000110090.13|CPT1A	1120	1232	1011	1145
ENSG00000110092.3|CCND1	883.4	913.93	997.41	1017.69
ENSG00000110104.13|CCDC86	909.91	950.39	899.36	875.42
ENSG00000110107.9|PRPF19	4223	4756	4002	4379
ENSG00000110108.10|TMEM109	712	812	632	727
ENSG00000110169.11|HPX	15	23	24	13
ENSG00000110171.20|TRIM3	414	466	344	479
ENSG00000110172.12|CHORDC1	464.99	540	708	655
ENSG00000110200.8|ANAPC15	417.42	423.34	404.83	324.03
ENSG00000110218.9|PANX1	375	434	426	430
ENSG00000110237.4|ARHGEF17	924	1058.8	869	950.95
ENSG00000110274.16|CEP164	981	1120	882	1052
ENSG00000110315.7|RNF141	635	745	711	709
ENSG00000110318.13|CEP126	170	185	204	205
ENSG00000110321.17|EIF4G2	16416	18075	18160	17282
ENSG00000110328.6|GALNT18	437	461	360	388
ENSG00000110330.8|BIRC2	675	761	877	842
ENSG00000110344.9|UBE4A	1028.67	1258.66	1170.51	1152.98
ENSG00000110367.13|DDX6	2749	3389	3048	3038
ENSG00000110395.6|CBL	1433	1766	1799	1817.8
ENSG00000110400.11|NECTIN1	486	579	529	597
ENSG00000110422.12|HIPK3	1263	1514	1538	1463
ENSG00000110427.15|KIAA1549L	2176.93	2350.99	2827.96	2575.97
ENSG00000110429.14|FBXO3	1004	1177	1292	1214
ENSG00000110435.11|PDHX	499.07	589.05	583.06	585.19
ENSG00000110436.13|SLC1A2	27	44	26	16
ENSG00000110442.12|COMMD9	799	874	759	820
ENSG00000110455.13|ACCS	193	276	222	251
ENSG00000110492.15|MDK	3492	4228	3081	3842
ENSG00000110497.14|AMBRA1	646	720	626	620
ENSG00000110514.19|MADD	1583	1944	1568	1873
ENSG00000110536.14|PTPMT1	709.04	802.89	725.66	775.63
ENSG00000110583.13|NAA40	1524	1868	1490	1655
ENSG00000110619.17|CARS	1206	1297	1433	1402.99
ENSG00000110628.14|SLC22A18	33	45	32	45
ENSG00000110651.11|CD81	4443	4479	4008	4224
ENSG00000110660.15|SLC35F2	207	205	202	147
ENSG00000110675.13|ELMOD1	171	169	260	256
ENSG00000110693.17|SOX6	2377	2363	2719	2106
ENSG00000110696.10|C11orf58	3493	3946	3834	4038
ENSG00000110697.13|PITPNM1	192	315	171	220
ENSG00000110700.7|RPS13	3643.99	3914	3758.98	3465
ENSG00000110711.10|AIP	461	482	422	443
ENSG00000110713.17|NUP98	2631	3087	2713	2867
ENSG00000110717.13|NDUFS8	393	547	411	444
ENSG00000110719.10|TCIRG1	27	29	20	20
ENSG00000110721.12|CHKA	898.3	1081.99	871.26	1008.26
ENSG00000110756.17|HPS5	292	357	384	396
ENSG00000110768.12|GTF2H1	652	803	821	832
ENSG00000110801.13|PSMD9	282.15	349	320	300.06
ENSG00000110811.20|P3H3	282	427	258	371.99
ENSG00000110841.14|PPFIBP1	1794.94	1915.96	2168.91	1920.96
ENSG00000110844.13|PRPF40B	279.23	271.16	221.34	286.44
ENSG00000110851.12|PRDM4	510	634.96	565.94	585
ENSG00000110871.15|COQ5	516	517	506	517
ENSG00000110880.10|CORO1C	4871	5428	5404	5370
ENSG00000110881.11|ASIC1	438	390	360	348
ENSG00000110888.17|CAPRIN2	559	696	694	742
ENSG00000110900.15|TSPAN11	311	277	234	163
ENSG00000110906.13|KCTD10	617	741	685	721
ENSG00000110911.15|SLC11A2	703	785	690	770
ENSG00000110917.8|MLEC	3127	3914	3343	3755
ENSG00000110921.14|MVK	171	232	252.28	270.17
ENSG00000110925.6|CSRNP2	530	679	615	723
ENSG00000110931.19|CAMKK2	547	623	556	582
ENSG00000110955.9|ATP5F1B	6595	7040	6820	6496
ENSG00000110958.16|PTGES3	2634	3260	3072	3162
ENSG00000110987.8|BCL7A	529	583	500.94	508
ENSG00000111011.18|RSRC2	1528	1615	1741	1822
ENSG00000111012.10|CYP27B1	107	112	105	117
ENSG00000111052.7|LIN7A	15	21	19	26
ENSG00000111077.17|TNS2	1522	1562.68	1605	1616.75
ENSG00000111087.10|GLI1	94	143	85	107
ENSG00000111110.12|PPM1H	103	152	105	112
ENSG00000111142.14|METAP2	1760	1861	1832	1898
ENSG00000111144.10|LTA4H	600	760	747	658
ENSG00000111145.8|ELK3	162	204	167	181.81
ENSG00000111186.13|WNT5B	63	97	71	92
ENSG00000111196.10|MAGOHB	284	343	305	367
ENSG00000111203.13|ITFG2	427.52	401.7	425.65	415.58
ENSG00000111206.12|FOXM1	3284.82	4869.86	2875.61	4341.65
ENSG00000111215.12|PRR4	31.06	26.37	26.22	23.48
ENSG00000111224.14|PARP11	127	145	163	150
ENSG00000111229.16|ARPC3	1201	1281.76	1336	1389.94
ENSG00000111231.9|GPN3	249.02	329.04	258	334.44
ENSG00000111237.18|VPS29	620	843	832	922
ENSG00000111247.14|RAD51AP1	642	991	718	1055
ENSG00000111249.14|CUX2	230	225	200	173
ENSG00000111252.10|SH2B3	724	1021	806	889
ENSG00000111254.8|AKAP3	26	21	40	22
ENSG00000111261.14|MANSC1	307	398	389	474
ENSG00000111266.8|DUSP16	1182	1327	1237	1224
ENSG00000111269.3|CREBL2	405	627	441	619
ENSG00000111271.14|ACAD10	479	516	453	470
ENSG00000111275.13|ALDH2	876	921	857	905
ENSG00000111276.11|CDKN1B	1333	1668	1504	1580
ENSG00000111300.10|NAA25	559	618	649	647
ENSG00000111325.16|OGFOD2	162.32	207.86	110.21	158.82
ENSG00000111328.7|CDK2AP1	2837.59	3258.43	3128.14	3195.04
ENSG00000111331.13|OAS3	1847	3003	1698	2517
ENSG00000111341.9|MGP	61	75	36	38
ENSG00000111348.9|ARHGDIB	9	13	6	11
ENSG00000111358.14|GTF2H3	486	624	580	592
ENSG00000111361.12|EIF2B1	736.98	706.08	747.84	759.41
ENSG00000111364.16|DDX55	497.02	549.92	458.16	550.59
ENSG00000111371.15|SLC38A1	2396	3178	3136	3794
ENSG00000111405.9|ENDOU	10	14	12	14
ENSG00000111412.6|C12orf49	493	645	566	527
ENSG00000111445.14|RFC5	479.67	689.19	500.06	665.57
ENSG00000111450.14|STX2	606	645	648	710.65
ENSG00000111452.13|ADGRD1	5	21	8	14
ENSG00000111481.10|COPZ1	1718	1699	1881	1608
ENSG00000111490.13|TBC1D30	32	38	22	30
ENSG00000111530.13|CAND1	1731	2176	2201	2276
ENSG00000111540.16|RAB5B	1456	1893	1669	1798
ENSG00000111554.14|MDM1	202	267	203	251
ENSG00000111581.10|NUP107	1187	1534	1436	1612
ENSG00000111596.12|CNOT2	748	729.16	870.28	689.88
ENSG00000111602.12|TIMELESS	2531	3822	2303	3371
ENSG00000111605.18|CPSF6	1796	2034	1884	1928
ENSG00000111615.14|KRR1	1075.21	1514.7	1213.4	1474.48
ENSG00000111639.8|MRPL51	1266.73	1309.49	1268.64	1260.92
ENSG00000111640.15|GAPDH	27670.78	27624.85	27605.22	27583.36
ENSG00000111641.11|NOP2	1074.06	1267.05	1113.8	1205.5
ENSG00000111642.15|CHD4	6987.31	7809	6614.83	6822.01
ENSG00000111644.8|ACRBP	29	40	34	30
ENSG00000111647.13|UHRF1BP1L	344	401	389	375
ENSG00000111652.10|COPS7A	548	574	548	485
ENSG00000111653.20|ING4	441	415	377	370
ENSG00000111664.10|GNB3	359.68	437.01	342.56	459.66
ENSG00000111665.11|CDCA3	849.32	1362.99	769.44	1042.34
ENSG00000111666.11|CHPT1	159	187	216.99	207
ENSG00000111667.13|USP5	2201	2358	1889	2169
ENSG00000111669.15|TPI1	5541	6410	5232	6020.99
ENSG00000111670.16|GNPTAB	411	421	462	405
ENSG00000111671.9|SPSB2	52	73	62	61
ENSG00000111674.9|ENO2	1142	1568	1048	1559
ENSG00000111676.15|ATN1	4312	4802	3820	4364
ENSG00000111678.11|C12orf57	551.96	743.63	574.59	660.45
ENSG00000111684.11|LPCAT3	362.09	367.5	348.2	358.95
ENSG00000111696.12|NT5DC3	55	55	68	60
ENSG00000111707.12|SUDS3	559.96	677.97	652.87	683.75
ENSG00000111711.10|GOLT1B	413	516	489	501
ENSG00000111716.12|LDHB	5653.41	5770.48	5735.55	5363.78
ENSG00000111725.11|PRKAB1	339	345	313	317
ENSG00000111726.13|CMAS	298	374	329	347
ENSG00000111727.12|HCFC2	175	261	272	299
ENSG00000111728.10|ST8SIA1	147	162	180	168
ENSG00000111731.12|C2CD5	558	645	628	736
ENSG00000111737.12|RAB35	760.32	797.58	685.27	773
ENSG00000111752.11|PHC1	1431.88	1581.81	1491.22	1400.85
ENSG00000111775.3|COX6A1	1320.75	1491	1305	1382
ENSG00000111783.12|RFX4	1397.98	1507.44	1518.43	1450.88
ENSG00000111785.20|RIC8B	444	467	480	492
ENSG00000111786.9|SRSF9	1587.64	1731.88	1606.26	1694.4
ENSG00000111788.10|AC009533.1	208.54	334.04	242.05	291.74
ENSG00000111790.14|FGFR1OP2	442	517	626	596
ENSG00000111799.21|COL12A1	1469	1662	1285	1475
ENSG00000111801.16|BTN3A3	185.8	187.13	171.33	151.62
ENSG00000111802.14|TDP2	599	644	657	793
ENSG00000111817.17|DSE	63.17	70	50.96	47.37
ENSG00000111832.13|RWDD1	353	309	358	376
ENSG00000111843.14|TMEM14C	496	569	515	500
ENSG00000111845.5|PAK1IP1	481	506	485	442
ENSG00000111846.17|GCNT2	698	944	875	1004
ENSG00000111850.11|SMIM8	82	155	158	136
ENSG00000111859.17|NEDD9	840	979	862	993
ENSG00000111860.14|CEP85L	407	494	471	478
ENSG00000111875.8|ASF1A	700.91	819.72	757.09	857.45
ENSG00000111877.17|MCM9	263.09	339.28	342.91	316.55
ENSG00000111879.19|FAM184A	245	350	292	336
ENSG00000111880.16|RNGTT	582	572	630	597
ENSG00000111886.10|GABRR2	16	16	23	29
ENSG00000111897.7|SERINC1	3202	3648	3874	3650
ENSG00000111906.17|HDDC2	493	421	500	418
ENSG00000111911.7|HINT3	263.27	331.31	344.34	317.26
ENSG00000111912.20|NCOA7	117	179	153	146
ENSG00000111913.18|RIPOR2	18	26	21	11
ENSG00000111961.18|SASH1	1527	1666	1804	1681
ENSG00000111962.8|UST	274	285	333	283
ENSG00000112029.10|FBXO5	550	804.9	576.96	775
ENSG00000112031.16|MTRF1L	443.31	488.2	569.2	549.41
ENSG00000112033.14|PPARD	454	604	421	421
ENSG00000112039.4|FANCE	236	225	209	248
ENSG00000112062.10|MAPK14	626	783	760	820
ENSG00000112078.14|KCTD20	1486	1732	1657	1718
ENSG00000112079.9|STK38	509	574	635	661
ENSG00000112081.17|SRSF3	5568	5895	5613	5348
ENSG00000112096.18|SOD2	671	704	644	719.06
ENSG00000112110.10|MRPL18	363	391	408	473
ENSG00000112118.19|MCM3	4287	4754	3977	4535
ENSG00000112130.17|RNF8	359	445	369	418
ENSG00000112139.16|MDGA1	239	327	177	280
ENSG00000112144.15|ICK	389	439	461	394
ENSG00000112146.16|FBXO9	538	613	647	598
ENSG00000112149.10|CD83	409	478	403	527
ENSG00000112159.12|MDN1	654	720	739	642
ENSG00000112167.10|SAYSD1	211	212	204	199
ENSG00000112182.15|BACH2	148	180	190	168
ENSG00000112183.15|RBM24	8	21	18	18
ENSG00000112186.12|CAP2	804	849	931	787
ENSG00000112200.17|ZNF451	801.46	991.9	986.98	968.14
ENSG00000112208.11|BAG2	157.51	171.3	127.53	170.55
ENSG00000112210.12|RAB23	319.49	422.7	370.47	420.45
ENSG00000112232.9|KHDRBS2	126.79	69.89	157.64	92
ENSG00000112234.9|FBXL4	244	348	318	355
ENSG00000112237.13|CCNC	680.67	818.37	796.42	793.39
ENSG00000112242.15|E2F3	1202	1366	1258	1380
ENSG00000112245.11|PTP4A1	1240.71	1360.3	1532.96	1407.5
ENSG00000112249.14|ASCC3	526	524	560	535
ENSG00000112276.14|BVES	802	954	943	908
ENSG00000112280.16|COL9A1	172	88	241	111
ENSG00000112282.18|MED23	630	857	762	788
ENSG00000112290.13|WASF1	694	767	805	800
ENSG00000112293.15|GPLD1	75.34	73.76	68.66	83.08
ENSG00000112294.12|ALDH5A1	694	802	752	660
ENSG00000112297.15|CRYBG1	53	77	85	81
ENSG00000112304.11|ACOT13	581.04	600.06	629	535.8
ENSG00000112305.14|SMAP1	719.62	692.81	752.79	639.28
ENSG00000112306.8|RPS12	3896.99	4771.98	4250.99	3821.99
ENSG00000112308.13|C6orf62	1593.58	1888.34	1822.68	1937.89
ENSG00000112309.10|B3GAT2	20.38	36.19	25.21	16.72
ENSG00000112312.10|GMNN	538	735	543	664
ENSG00000112319.19|EYA4	1622	1602	1712	1540.99
ENSG00000112320.12|SOBP	1418	1470	1441	1385
ENSG00000112333.11|NR2E1	84	142	133	155
ENSG00000112335.15|SNX3	1620	1853	1727	1693
ENSG00000112339.14|HBS1L	700	738	725	733
ENSG00000112343.11|TRIM38	320.79	401	403.17	408.58
ENSG00000112357.13|PEX7	52	44	44	50
ENSG00000112365.4|ZBTB24	349.44	446	373	393.43
ENSG00000112367.10|FIG4	272	400	373	408
ENSG00000112378.12|PERP	15	20	36	32
ENSG00000112379.9|ARFGEF3	179	223	187	224
ENSG00000112394.17|SLC16A10	63	91	73	72
ENSG00000112406.5|HECA	304	472	373.49	465
ENSG00000112414.14|ADGRG6	221	307	264	253
ENSG00000112419.14|PHACTR2	55	75	81	110
ENSG00000112425.15|EPM2A	54	32	54	40
ENSG00000112473.18|SLC39A7	2809.24	2981	2811.32	3096.45
ENSG00000112511.17|PHF1	1014	1165	892	1038
ENSG00000112514.15|CUTA	1197	1369	1179	1220
ENSG00000112531.17|QKI	7422	7420	9041	7357
ENSG00000112539.15|C6orf118	9	11	5	14
ENSG00000112559.14|MDFI	944	957	888	836
ENSG00000112561.18|TFEB	181	173	151	155
ENSG00000112576.12|CCND3	612	845	598	694
ENSG00000112578.10|BYSL	522	624	555	583
ENSG00000112584.13|FAM120B	478	536	559	480
ENSG00000112592.14|TBP	236	278	243	262
ENSG00000112599.9|GUCA1B	34	42	37	33
ENSG00000112624.12|BICRAL	283	276	283	270
ENSG00000112640.15|PPP2R5D	1419.23	1748.89	1337.45	1501.21
ENSG00000112651.12|MRPL2	345	349	290	307
ENSG00000112655.16|PTK7	1936	2149	1726	2011
ENSG00000112658.8|SRF	930	983	790	890
ENSG00000112659.14|CUL9	1461	1603.81	1350.68	1384
ENSG00000112667.12|DNPH1	177	232	141	182
ENSG00000112679.14|DUSP22	502	567	598	632
ENSG00000112685.14|EXOC2	1215	1163	1535	1200
ENSG00000112695.11|COX7A2	1175	1217	1151	1063
ENSG00000112697.16|TMEM30A	2784	3071	3345	3056
ENSG00000112699.11|GMDS	191	174	208	155
ENSG00000112701.18|SENP6	1251	1415	1323	1398
ENSG00000112715.21|VEGFA	1785.19	2260.03	1664.93	2163.83
ENSG00000112739.17|PRPF4B	1848	2090	2206	2188
ENSG00000112742.10|TTK	967	1401	1086	1178
ENSG00000112759.18|SLC29A1	906	1293	783	1150
ENSG00000112763.17|BTN2A1	549	585.69	578.8	623
ENSG00000112769.19|LAMA4	6175	6631	6604.99	5728
ENSG00000112773.16|TENT5A	169	220	168	148
ENSG00000112787.13|FBRSL1	433	486	403	438
ENSG00000112851.14|ERBIN	3678	4011	4413	4121
ENSG00000112852.6|PCDHB2	25.35	23.59	27.41	23.28
ENSG00000112855.16|HARS2	402.68	458.81	485.2	520.2
ENSG00000112874.10|NUDT12	351	387	381	433
ENSG00000112877.8|CEP72	316.28	424.19	280.57	395
ENSG00000112893.9|MAN2A1	780	855	871	828
ENSG00000112902.12|SEMA5A	5334	4131	5361	3372
ENSG00000112941.14|TENT4A	1054	1246	954	1122
ENSG00000112972.15|HMGCS1	5363.32	5484.28	7523.87	6142.43
ENSG00000112977.15|DAP	2357	2310	2083	2026
ENSG00000112981.5|NME5	26	25	36	20
ENSG00000112983.17|BRD8	1616	1825	1686	1712
ENSG00000112984.12|KIF20A	1525	1694	1314	1298
ENSG00000112992.17|NNT	3041.3	3729.05	3202.62	3418
ENSG00000112996.11|MRPS30	720	863	740	866
ENSG00000113013.14|HSPA9	4215	4283	4227	4384
ENSG00000113048.16|MRPS27	2010	2095	2172	2124.02
ENSG00000113068.9|PFDN1	782	848	740	805
ENSG00000113070.8|HBEGF	68	91	95	128
ENSG00000113083.14|LOX	42	62	35	33
ENSG00000113108.19|APBB3	389	447	439	401
ENSG00000113119.12|TMCO6	168	147	145	168
ENSG00000113140.11|SPARC	12558	13962	15500	16676.99
ENSG00000113141.18|IK	1591	1603.99	1566.99	1741
ENSG00000113161.16|HMGCR	3587	4595	5367	5238
ENSG00000113163.16|COL4A3BP	1408.1	1652.58	2138.27	2298.78
ENSG00000113194.13|FAF2	1209	1287	1217	1227
ENSG00000113205.5|PCDHB3	563.45	528.34	598.96	510.82
ENSG00000113209.8|PCDHB5	1584.88	1648.64	1604.51	1532.69
ENSG00000113211.5|PCDHB6	26.22	32.23	14.04	19.1
ENSG00000113212.6|PCDHB7	24.03	18	19.03	14.01
ENSG00000113231.13|PDE8B	318	320.52	289.84	383.08
ENSG00000113240.13|CLK4	314	377	422	452
ENSG00000113248.6|PCDHB15	60.12	79.55	69.76	85.47
ENSG00000113262.16|GRM6	27	35	34	46
ENSG00000113269.14|RNF130	695	623	786	722
ENSG00000113272.14|THG1L	221	253	214	212
ENSG00000113273.17|ARSB	408	394	440	353
ENSG00000113282.13|CLINT1	971	1170	1197	1151
ENSG00000113296.14|THBS4	343	277	314.98	280
ENSG00000113300.12|CNOT6	789	926	983	844
ENSG00000113312.11|TTC1	548	521	540	520
ENSG00000113318.10|MSH3	532.56	550.63	613.66	540.65
ENSG00000113319.13|RASGRF2	23	33	25	25
ENSG00000113328.19|CCNG1	430	590	478	500
ENSG00000113356.12|POLR3G	216	283.08	296	323.26
ENSG00000113360.16|DROSHA	2617	3065	2765	2929
ENSG00000113361.13|CDH6	1765	1722	1496	1244
ENSG00000113368.12|LMNB1	3375	4095	3751	3959
ENSG00000113369.9|ARRDC3	1647	2179	1836	2150
ENSG00000113384.14|GOLPH3	1487	1711	1699	1639
ENSG00000113387.12|SUB1	4179	4401	4243	3897
ENSG00000113391.19|FAM172A	509	432	526	408
ENSG00000113407.13|TARS	2984	3130	3166	3232
ENSG00000113441.16|LNPEP	936.24	1313.71	1235.1	1428.81
ENSG00000113448.19|PDE4D	36	30	28	28
ENSG00000113456.19|RAD1	763.79	1022.09	773.05	1053.45
ENSG00000113460.12|BRIX1	1042.21	1203.91	1108.95	1154.55
ENSG00000113504.21|SLC12A7	623	776	629	643
ENSG00000113522.14|RAD50	689.15	872	789.18	803.09
ENSG00000113532.13|ST8SIA4	72	79	116	113
ENSG00000113552.16|GNPDA1	1001	1321	1061	984
ENSG00000113555.5|PCDH12	37	32	25	32
ENSG00000113558.18|SKP1	3447.98	3597.8	3804.74	3478.94
ENSG00000113569.16|NUP155	2010	2684	2160	2450
ENSG00000113575.10|PPP2CA	1729.9	1949.95	1963.49	1948.88
ENSG00000113578.18|FGF1	185	165	133	144
ENSG00000113580.15|NR3C1	407	527	496	565
ENSG00000113583.8|C5orf15	766	879	959	888
ENSG00000113593.12|PPWD1	712	913	826	898
ENSG00000113594.10|LIFR	920	1065.25	1014.92	791.8
ENSG00000113595.15|TRIM23	466	639	605	714
ENSG00000113597.18|TRAPPC13	623.66	755.32	752.24	769.66
ENSG00000113615.13|SEC24A	512.55	564	654.67	622
ENSG00000113621.14|TXNDC15	620	725	732	670
ENSG00000113638.14|TTC33	290	338	332	335
ENSG00000113643.9|RARS	813	868	958	916
ENSG00000113648.16|H2AFY	3346.49	3868.89	3256.56	3629.23
ENSG00000113649.11|TCERG1	1335	1689	1505	1537
ENSG00000113657.13|DPYSL3	1758	1913	1805	1921
ENSG00000113658.18|SMAD5	945	1202	1113	1202
ENSG00000113712.17|CSNK1A1	2695.06	2890.2	3073.45	2892.22
ENSG00000113716.13|HMGXB3	1054	1202	923	1106
ENSG00000113719.16|ERGIC1	3030	2842	2692	2560
ENSG00000113721.14|PDGFRB	144	123	146	179
ENSG00000113732.9|ATP6V0E1	457	503	512	477
ENSG00000113734.17|BNIP1	151	176	206	161
ENSG00000113742.13|CPEB4	307	326	289	320
ENSG00000113749.7|HRH2	738	809	679	807
ENSG00000113758.13|DBN1	2946	3482	2686	2829
ENSG00000113761.12|ZNF346	257	314	286	313
ENSG00000113790.11|EHHADH	546	593	576	632
ENSG00000113810.16|SMC4	5958.14	8033.07	6673.78	7641.66
ENSG00000113811.11|SELENOK	336	420	434	422
ENSG00000113812.14|ACTR8	449	506	483	504
ENSG00000113838.13|TBCCD1	381.1	444.88	451	461.94
ENSG00000113845.9|TIMMDC1	839	801	824	818
ENSG00000113851.14|CRBN	578.21	684.18	679.1	584.73
ENSG00000113916.18|BCL6	1296	1328	1646.98	1684
ENSG00000113966.10|ARL6	85	118	117	124
ENSG00000113971.20|NPHP3	505.99	556.74	616.23	611.39
ENSG00000114019.14|AMOTL2	369	309	317	268
ENSG00000114021.12|NIT2	540	599	581	552
ENSG00000114023.15|FAM162A	254	324	331	305
ENSG00000114026.21|OGG1	741.44	888.61	783.78	855.62
ENSG00000114030.13|KPNA1	1468.66	1527.29	1563.49	1419.74
ENSG00000114054.14|PCCB	1039.57	1167.62	1111.25	960.2
ENSG00000114062.19|UBE3A	2407	2827	2982	2732.99
ENSG00000114098.17|ARMC8	918	991	1026	1006
ENSG00000114107.9|CEP70	376	416	397	405
ENSG00000114120.12|SLC25A36	1143	1499	1370	1494
ENSG00000114125.14|RNF7	672	709	743	706
ENSG00000114126.17|TFDP2	1713	2211	1513	1728
ENSG00000114127.10|XRN1	485	616	541	637
ENSG00000114166.8|KAT2B	846	951	1170	1122
ENSG00000114200.10|BCHE	2660	2521	3154	2772
ENSG00000114209.15|PDCD10	558	643	655	651
ENSG00000114251.14|WNT5A	94	146	115	120
ENSG00000114268.12|PFKFB4	135	137.41	123	134
ENSG00000114270.17|COL7A1	227	218	179	200
ENSG00000114279.13|FGF12	70	89	53	45
ENSG00000114302.16|PRKAR2A	829	944	786	842
ENSG00000114315.4|HES1	243	193	257	192
ENSG00000114316.12|USP4	566	640	654	666
ENSG00000114331.14|ACAP2	874	1169	1165	1262
ENSG00000114346.13|ECT2	2143	2908	2369	2651
ENSG00000114353.17|GNAI2	2392	2594	2353	2490
ENSG00000114354.14|TFG	1668	1740	1787	1786
ENSG00000114383.10|TUSC2	330	314	296	341
ENSG00000114388.12|NPRL2	281.92	348.72	366.74	305.48
ENSG00000114391.13|RPL24	4406.99	4110.99	3983	3761.99
ENSG00000114395.10|CYB561D2	97.74	107.6	84.83	112.77
ENSG00000114416.18|FXR1	1820	2138	2097	2037
ENSG00000114423.21|CBLB	510	475	470	384
ENSG00000114439.19|BBX	1628	1685	1905	1608
ENSG00000114446.5|IFT57	566	663	627	625
ENSG00000114450.10|GNB4	1540.79	1952.82	2007.66	2067.59
ENSG00000114473.14|IQCG	157	224	231	230
ENSG00000114480.13|GBE1	722	661	861	750
ENSG00000114491.14|UMPS	871	1048	889	1070
ENSG00000114503.11|NCBP2	1945.86	2032.89	2116.5	1941
ENSG00000114520.11|SNX4	1109	1244	1251	1307
ENSG00000114529.12|C3orf52	138	190	148	165
ENSG00000114541.15|FRMD4B	16	23	23	22
ENSG00000114544.16|SLC41A3	482	473	473	443
ENSG00000114554.11|PLXNA1	1543	1784	1388	1404
ENSG00000114573.10|ATP6V1A	1529	1850	1655	1773
ENSG00000114626.18|ABTB1	213	271	202	216
ENSG00000114631.11|PODXL2	1836	1816	1450	1461
ENSG00000114646.10|CSPG5	1582	1491	1493	1318
ENSG00000114648.12|KLHL18	269.89	377	292.72	334
ENSG00000114650.20|SCAP	1006	1006	820	869
ENSG00000114654.7|EFCC1	14	11	13	10
ENSG00000114656.11|KIAA1257	32.04	38.01	19	35
ENSG00000114670.14|NEK11	33	21	32.82	27
ENSG00000114686.9|MRPL3	1423	1524	1460	1414
ENSG00000114698.15|PLSCR4	123	132	136	157
ENSG00000114735.9|HEMK1	506	595	524	523
ENSG00000114737.15|CISH	25	33	28	22
ENSG00000114738.11|MAPKAPK3	467	510	386	414
ENSG00000114739.14|ACVR2B	357	451	370	384
ENSG00000114742.14|WDR48	695	797	772	742
ENSG00000114744.9|COMMD2	3184	3575	3909	3846
ENSG00000114745.13|GORASP1	730	933	688	735.2
ENSG00000114767.7|RRP9	471	418	311	409
ENSG00000114770.17|ABCC5	954	1085	1052	1105
ENSG00000114779.19|ABHD14B	170	195	153	145
ENSG00000114784.4|EIF1B	437	509	418	411
ENSG00000114786.16|ABHD14A-ACY1	52.49	22.04	63.53	41.34
ENSG00000114790.13|ARHGEF26	209	221	183	203
ENSG00000114796.16|KLHL24	706	931	825	832
ENSG00000114805.17|PLCH1	248	402	306	363
ENSG00000114812.13|VIPR1	163.43	172.65	221.61	217.05
ENSG00000114841.17|DNAH1	113	102	101	86
ENSG00000114850.6|SSR3	1453	1752	1686	1753
ENSG00000114853.14|ZBTB47	363	369	289	335
ENSG00000114857.18|NKTR	1560	1725	1916	1961
ENSG00000114859.16|CLCN2	231	277	228	250.47
ENSG00000114861.20|FOXP1	391	509	416	464
ENSG00000114867.20|EIF4G1	9097	10091	8597	9337
ENSG00000114902.14|SPCS1	612.22	744.02	690	682.53
ENSG00000114904.13|NEK4	541.78	632.98	616	701.47
ENSG00000114923.17|SLC4A3	1150	1435	1283	1491
ENSG00000114933.16|INO80D	295.33	360.3	372.21	410.35
ENSG00000114942.14|EEF1B2	4229.98	4530.3	4042.07	4310.02
ENSG00000114948.13|ADAM23	489	482	587	489
ENSG00000114956.20|DGUOK	661	642	653	601
ENSG00000114978.18|MOB1A	1401	1774	1576	1750
ENSG00000114982.18|KANSL3	1286	1475	1231	1368
ENSG00000114988.11|LMAN2L	811	894	900	991
ENSG00000114993.16|RTKN	1253	1118	1150	1062
ENSG00000114999.8|TTL	1840	2462	1995	2281
ENSG00000115020.17|PIKFYVE	1301	1566	1582	1569
ENSG00000115042.10|FAHD2A	411.18	452.2	371.57	382.76
ENSG00000115053.16|NCL	12180	12450	11528	11830
ENSG00000115073.7|ACTR1B	793	912	693	735
ENSG00000115084.14|SLC35F5	824	1016	1086	1124
ENSG00000115091.11|ACTR3	3727	3717	4338	4077
ENSG00000115107.20|STEAP3	1380.7	1701.59	1234.29	1473.89
ENSG00000115109.14|EPB41L5	1807	2097	2373	2152
ENSG00000115112.8|TFCP2L1	56	96	85	100
ENSG00000115128.7|SF3B6	1006	1106	1038	1097
ENSG00000115129.14|TP53I3	593	742.97	705	816
ENSG00000115137.11|DNAJC27	133	169.85	166	160.24
