	Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000118939.17|UCHL3	2.53247453777533	2.18870298822419	2.49305123701311	2.22812628898642
ENSG00000118946.12|PCDH17	3.71369056337909	3.97405286320158	3.70697341005546	3.98077001652521
ENSG00000118960.13|HS1BP3	5.17807085197854	4.85860391241963	4.83201857595671	5.20465618844146
ENSG00000118961.15|LDAH	4.78761941025782	4.60807846203461	4.7886983428798	4.60699952941262
ENSG00000118965.14|WDR35	6.00910181699831	6.04354535980154	6.0834314999684	5.96921567683145
ENSG00000118971.8|CCND2	8.10714443274891	8.00240295475474	8.06216880859031	8.04737857891335
ENSG00000118985.16|ELL2	1.91076058967438	2.05295506702222	1.77890908918241	2.18480656751419
ENSG00000118997.14|DNAH7	0.168149648518413	-0.585218628656263	0.0912384757858622	-0.508307455923713
ENSG00000119004.15|CYP20A1	4.03349439677126	3.8857198085585	4.00182441672978	3.91738978859998
ENSG00000119013.9|NDUFB3	5.26571692550317	5.29161333520085	5.27241785483105	5.28491240587297
ENSG00000119041.11|GTF3C3	6.23116306273046	6.2664657162212	6.27460204583431	6.22302673311735
ENSG00000119042.17|SATB2	6.93231827443544	7.12307311844598	7.062616515845	6.99277487703641
ENSG00000119048.7|UBE2B	4.82613379640226	4.95942294666349	4.9626640219567	4.82289272110905
ENSG00000119138.4|KLF9	1.78478241255376	1.99354350327961	1.70459131825643	2.07373459757694
ENSG00000119139.19|TJP2	4.30289977378252	4.15486485068213	4.26317505575684	4.19458956870781
ENSG00000119185.12|ITGB1BP1	5.77203859482274	5.79924649342271	5.89839184800366	5.6728932402418
ENSG00000119203.14|CPSF3	5.96179989687816	5.89075364557956	5.94373751700762	5.90881602545009
ENSG00000119227.8|PIGZ	1.83912189216701	1.48501977533847	1.77519300221024	1.54894866529523
ENSG00000119231.11|SENP5	5.19326174352329	5.34923788859724	5.2664039972578	5.27609563486273
ENSG00000119242.8|CCDC92	4.47437377135097	4.49942207801312	4.45145211997349	4.5223437293906
ENSG00000119280.16|C1orf198	5.73894153467107	5.79990605685197	5.68782943150713	5.8510181600159
ENSG00000119283.15|TRIM67	2.18962878316393	2.07319258299954	1.92088211212769	2.34193925403579
ENSG00000119285.11|HEATR1	6.21044637482013	6.33586690322252	6.36050995979549	6.18580331824716
ENSG00000119314.15|PTBP3	6.28049065106842	6.47107029130931	6.43272961086828	6.31883133150945
ENSG00000119318.13|RAD23B	8.117329146439	8.10789566961202	8.13921856526529	8.08600625078572
ENSG00000119321.9|FKBP15	6.19908221712797	6.12574210281116	6.2127128033953	6.11211151654383
ENSG00000119326.15|CTNNAL1	6.60684527743684	6.52778572977125	6.5971418221167	6.53748918509138
ENSG00000119328.12|FAM206A	4.64664955097168	4.56194232447108	4.80409202140279	4.40449985403997
