	Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000166710.19|B2M	9.06694414206056	9.13782277618409	9.14915613470946	9.05561078353519
ENSG00000166716.10|ZNF592	6.69306942904628	6.57121123383587	6.62258644471432	6.64169421816782
ENSG00000166734.20|CASC4	7.64714211352196	7.65137489431164	7.71688823635313	7.58162877148047
ENSG00000166747.12|AP1G1	7.14314571498883	7.23958492101401	7.21931503034216	7.16341560566069
ENSG00000166750.10|SLFN5	0.623128860275913	1.25874133456887	0.786238035628854	1.09563215921593
ENSG00000166762.18|CATSPER2	1.38955721271774	1.40892075970504	1.51474438422273	1.28373358820005
ENSG00000166770.10|ZNF667-AS1	5.12997123953532	4.8670418656822	4.96605863179538	5.03095447342214
ENSG00000166780.11|C16orf45	5.93962845648975	5.71606854880465	5.80994674311085	5.84575026218354
ENSG00000166783.22|MARF1	5.86328940220492	5.92480019230737	5.87306059489999	5.9150289996123
ENSG00000166788.10|SAAL1	5.20042980790136	5.2333106197392	5.28951439930358	5.14422602833698
ENSG00000166793.11|YPEL4	1.58248891776453	1.60841869018997	1.68884491092386	1.50206269703064
ENSG00000166794.4|PPIB	8.25551815964734	8.00484999944869	8.16351026079687	8.09685789829915
ENSG00000166797.11|CIAO2A	5.0950944715656	5.11454001354369	5.15457565213192	5.05505883297737
ENSG00000166801.15|FAM111A	6.94510751584784	7.20490483728093	7.00479387533971	7.14521847778906
ENSG00000166803.13|PCLAF	5.71513712324918	5.73807620389263	5.59665574795209	5.85655757918972
ENSG00000166813.15|KIF7	5.41093197624408	5.49471891134535	5.31201271669638	5.59363817089305
ENSG00000166821.9|PEX11A	3.12981237391618	3.16501095232556	3.22073662561015	3.07408670063159
ENSG00000166822.13|TMEM170A	5.06094583332984	5.00790465213319	5.05173003797022	5.01712044749281
ENSG00000166823.5|MESP1	0.642113161317531	0.584935451932105	0.87230613648007	0.354742476769566
ENSG00000166831.9|RBPMS2	2.2450807520451	1.85963986550987	2.16544743215135	1.93927318540362
ENSG00000166833.21|NAV2	6.62670469930029	6.32160523368228	6.65805253599515	6.29025739698741
ENSG00000166839.17|ANKDD1A	2.95575228935038	3.12000067404558	2.96838981429069	3.10736314910527
ENSG00000166845.15|C18orf54	4.91895347294262	5.31301466912075	5.06304328962872	5.16892485243466
ENSG00000166847.10|DCTN5	6.48599314744548	6.59431725885429	6.55332120085155	6.52698920544823
ENSG00000166848.6|TERF2IP	6.59654156514538	6.5880175577531	6.59028072300326	6.59427839989521
ENSG00000166851.15|PLK1	6.42308404251344	6.48269627653597	6.37489332559151	6.5308869934579
ENSG00000166855.9|CLPX	5.70308488660866	5.74164184134102	5.77177192802834	5.67295479992134
ENSG00000166860.3|ZBTB39	4.60051195632684	4.62794793998649	4.58702617152734	4.64143372478599
ENSG00000166881.10|NEMP1	6.35984326079002	6.67066520367217	6.49256087332122	6.53794759114096
ENSG00000166886.13|NAB2	4.77636974734657	4.83418935441955	4.67832617722679	4.93223292453934
ENSG00000166887.15|VPS39	7.19781832137838	7.23355460784935	7.23922141351755	7.19215151571017
ENSG00000166888.12|STAT6	0.846403693423822	-1.24486941532614	-0.175995242453861	-0.222470479448454
ENSG00000166889.14|PATL1	7.16269598231723	7.23872959155692	7.16000408164658	7.24142149222756
ENSG00000166896.8|ATP23	1.7474460570493	1.66700955307379	1.84039526294169	1.5740603471814
ENSG00000166897.15|ELFN2	0.551525601897897	0.993110126425194	0.863087587038426	0.681548141284665
ENSG00000166900.17|STX3	2.26596107483418	2.09323357757996	2.13912221244567	2.22007243996847
ENSG00000166902.5|MRPL16	5.47805122464803	5.33416869256349	5.5043497390691	5.30787017814242
ENSG00000166908.18|PIP4K2C	4.00893327818532	4.08600502455197	4.0448835244693	4.050054778268
ENSG00000166912.17|MTMR10	6.30267980242018	6.05780189982973	6.36803668830678	5.99244501394313
ENSG00000166913.13|YWHAB	8.64159037384768	8.68561723483115	8.71073772519056	8.61646988348827
ENSG00000166922.8|SCG5	0.0841789213567638	0.964769067495942	0.114647539013498	0.934300449839207
ENSG00000166924.9|NYAP1	2.78251616158378	2.78251616158378	2.63731786757958	2.92771445558797
ENSG00000166925.9|TSC22D4	5.40959136150016	5.29334146328854	5.14512671866738	5.55780610612132
ENSG00000166927.13|MS4A7	-0.631778645564593	0.0700769767033859	-0.124759497477174	-0.436942171384033
ENSG00000166928.10|MS4A14	-1.63766581211501	0.0477624015391573	-0.414232986716971	-1.17567042385888
ENSG00000166938.13|DIS3L	6.02184965310284	6.08840206755708	6.10906474788514	6.00118697277477
ENSG00000166946.14|CCNDBP1	4.68725715478496	4.77058034077981	4.69654642076287	4.7612910748019
ENSG00000166949.16|SMAD3	6.28112153453704	6.29897631896822	6.26424853899832	6.31584931450694
ENSG00000166963.13|MAP1A	7.64502512595331	7.73413989665204	7.55541526131922	7.82374976128612
ENSG00000166965.12|RCCD1	2.52686802500908	2.07727743857934	2.31758496680495	2.28656049678346
ENSG00000166971.17|AKTIP	4.69997782975536	4.26954659421617	4.67328683208201	4.29623759188951
ENSG00000166974.12|MAPRE2	6.30988177722532	6.24814514053712	6.38613088946452	6.17189602829792
ENSG00000166979.13|EVA1C	1.09723502206377	1.420880950584	1.0521836627641	1.46593230988367
ENSG00000166986.15|MARS	7.26744867794797	7.06160001111925	7.15409690599905	7.17495178306816
ENSG00000166987.15|MBD6	6.0326705139492	5.89678378234437	5.86622786844408	6.06322642784949
ENSG00000166997.8|CNPY4	5.16437417841164	5.13482822322138	5.06576696909556	5.23343543253747
ENSG00000167004.13|PDIA3	9.54178446431333	9.44068738521224	9.56345879878904	9.41901305073653
ENSG00000167005.14|NUDT21	7.68759466835327	7.79052012894639	7.72624256058151	7.75187223671814
ENSG00000167011.9|NAT16	2.73249793599188	2.63284903282574	2.67331845159214	2.69202851722548
ENSG00000167034.10|NKX3-1	2.28027325719493	1.85691753112732	1.94703646769002	2.19015432063222
ENSG00000167065.13|DUSP18	2.64628226585915	2.81009407502675	2.81066013897245	2.64571620191346
