	Ctrl_417_R1B1	Ola_417_R1B1	Ctrl_417_R2B2	Ola_417_R2B2	Ctrl_417_R3B2	Ola_417_R3B2
ENSG00000000003.14|TSPAN6	4.98072315325109	5.01736403437053	5.15657890534982	5.06204152746125	5.01129976226876	4.76625418016342
ENSG00000000419.12|DPM1	5.4027975744466	5.36865326014987	5.17204369097859	5.24792875975874	5.68033845297022	5.44259076548539
ENSG00000000457.14|SCYL3	4.39062150951155	4.53706953522579	4.24661619984587	4.28770974028563	4.65322423784296	4.66783191150024
ENSG00000000460.17|C1orf112	4.90186797677508	4.55852093825864	4.63129864379867	4.64541065986337	4.88685518306237	4.75721334334302
ENSG00000001084.12|GCLC	4.51264912596754	4.3936838341206	4.55226027783458	4.45762487364421	4.52179637056673	4.28098439813077
ENSG00000001167.14|NFYA	5.93689418962028	5.96916503341942	5.9590845159879	5.93441185201071	6.00717169917769	5.9114503789031
ENSG00000001460.18|STPG1	2.20989959684062	2.52671516793764	2.54770392876242	2.82083856273714	2.08550639052105	2.01918064753591
ENSG00000001461.17|NIPAL3	6.99898729071359	7.07747453425212	7.36599123639216	7.3992276678043	6.71991523659026	6.66778950914472
ENSG00000001497.16|LAS1L	6.13140686741358	6.1472243726502	6.39675514494515	6.27751384383332	5.96521463264752	5.91777885870158
ENSG00000001561.7|ENPP4	3.23820114480666	3.04792446185368	3.05830167268909	2.9342719912022	3.45275024917303	3.12692730025635
ENSG00000001617.12|SEMA3F	-0.0362997439805199	-0.193408788474693	-0.754045753822642	-0.059030918217237	0.343967120434459	0.00969248669499283
ENSG00000001629.10|ANKIB1	6.5088798317723	6.49857173196107	6.55489099725195	6.52170014903588	6.57194314137481	6.36636883980412
ENSG00000001630.17|CYP51A1	7.80818218463071	7.81883043536622	7.87744581050402	7.84826298253249	7.80951197442448	7.71880447253289
ENSG00000001631.15|KRIT1	5.37774638404889	5.20323123235239	5.16543415373038	5.20949572066553	5.42315656486573	5.36386879354091
ENSG00000002016.17|RAD52	3.50754017031405	3.7917512886477	3.81307721639109	3.75216011485221	3.56226390795619	3.47108167872403
ENSG00000002330.13|BAD	4.701347273035	5.04803491530107	4.87628278919186	4.97237861699286	4.65289683585886	4.99720613462858
ENSG00000002549.12|LAP3	6.92480178425999	6.93680802657855	6.80942696460858	6.71970372424379	7.12775656476544	7.06633236805926
ENSG00000002586.20|CD99	7.4547109809096	7.38329194555644	7.4523940714485	7.34882909968707	7.48434333505176	7.39043934674477
ENSG00000002586.20|PAR|Y|CD99	7.4547109809096	7.38329194555644	7.4523940714485	7.34882909968707	7.48434333505176	7.39043934674477
ENSG00000002822.15|MAD1L1	4.1421011338595	4.29229690573464	4.22025555152408	4.22298236415177	4.06415750973732	4.36140065377513
ENSG00000002834.18|LASP1	8.09826131244684	8.10947467140422	7.98076157911219	7.97550476970215	8.17702220068386	8.28218341820392
ENSG00000002919.14|SNX11	4.89234148692208	4.94668306815116	4.95836045052407	4.86763433048884	4.85046231237414	5.00159201675945
ENSG00000003056.8|M6PR	7.49621127061767	7.51075011022121	7.22569977261108	7.24310639168837	7.7899829215934	7.7551336757849
ENSG00000003096.14|KLHL13	7.18547548560251	7.07214141186246	6.81544871698157	6.7649297938999	7.50143716179569	7.4334181222528
ENSG00000003147.19|ICA1	2.11978938377178	1.97484668151332	2.06672510113803	1.94691513898247	2.1878612504048	1.98777064004491
ENSG00000003249.13|DBNDD1	3.68860819064021	3.5808066726086	3.16767254425719	3.60924045536118	3.63348602964623	4.12843069723302
ENSG00000003393.15|ALS2	6.5690205952976	6.56422070871848	6.36534365988827	6.48147164230241	6.7286819181618	6.69098538767971
ENSG00000003400.14|CASP10	-1.95504307245193	-0.804757466077306	-3.23115777625071	-2.34013233291835	-0.059471480163327	0.11116051227392
ENSG00000003402.20|CFLAR	5.9510536755806	5.96525834327332	6.06985864910475	5.85575250687458	6.02732483173546	5.87968804999307
ENSG00000003436.16|TFPI	5.12707589377659	5.01719910959637	5.0416719464279	5.10385732019712	5.20353566054367	4.93948507957724
ENSG00000003509.16|NDUFAF7	4.27311856669969	4.37650597638783	4.2423172259498	4.02175318316935	4.69184815039785	4.34333052665803
ENSG00000003756.16|RBM5	7.91400248371479	7.91756217152822	7.90844154616001	7.8948324783533	8.02121409118943	7.83864119478328
ENSG00000003987.14|MTMR7	-1.61373557066621	0.0616430280832367	-0.123958032014767	-0.510587557270385	-0.693732734779964	-1.77590676110084
ENSG00000004059.11|ARF5	6.50265123134617	6.45036474482582	6.32338019515103	6.37653603102556	6.47700479604413	6.72911093012325
ENSG00000004139.14|SARM1	6.23000942145598	6.34040323581171	6.55522169214648	6.35349224736429	6.01495694193084	6.21715443309377
ENSG00000004142.12|POLDIP2	7.21306782084435	7.18258665174644	7.09510625552368	7.23811096204608	7.23538209940585	7.22270962820597
ENSG00000004399.12|PLXND1	2.0055324352272	2.18175535709567	1.84243801130959	1.82842048516263	2.38911941275131	2.3145976754222
ENSG00000004455.16|AK2	7.14996456156882	7.09785159410657	7.30439195611467	7.0551618850725	7.12310938454217	7.01296908562145
ENSG00000004468.13|CD38	0.889607791005641	1.39317736764067	1.24901491772057	1.46740321588343	1.010937197912	0.838214985776638
ENSG00000004478.8|FKBP4	6.18450015196587	6.11674992781087	6.27356666324455	6.17812289243546	6.06293669269068	6.0878739111828
ENSG00000004487.16|KDM1A	6.83709005482425	6.82291578413739	6.76846809366038	6.7218717063925	6.91803459008708	6.91163728778333
ENSG00000004534.15|RBM6	7.23902148505514	7.18237298602134	7.21456514247369	7.19697648068683	7.25873942415371	7.17250789483876
ENSG00000004700.16|RECQL	5.95011024189657	5.93684235560885	5.76409571058686	5.80264704247427	6.19022407019447	6.01693837175524
ENSG00000004766.17|VPS50	5.31941137593043	5.18781808297249	5.18162886688038	5.26687036409217	5.36318860837937	5.20277107845394
ENSG00000004776.13|HSPB6	-1.58557590240589	-0.0927957092303131	-0.433159720039206	-1.19532981440948	-0.650993397201501	-1.07726029162223
ENSG00000004777.18|ARHGAP33	4.8709438737327	5.03467878585581	5.33259089676015	5.34460599912276	4.36354104650961	4.77050737678452
ENSG00000004779.10|NDUFAB1	4.94846009436216	4.75039033448239	4.69220691254293	4.7527388580168	5.06872816232871	4.88402692480066
ENSG00000004838.14|ZMYND10	-0.16954342606551	0.820254251804398	0.76876772887512	-0.568887714528178	0.47721080251945	0.624330834611385
ENSG00000004848.8|ARX	0.422614992263992	0.592961375699623	0.622320771694296	0.478016307144122	0.562952757323445	0.367862899765367
ENSG00000004864.13|SLC25A13	5.95232994871239	6.01074033093883	5.99159591525061	5.93865647397464	6.09651080290454	5.89937736717265
ENSG00000004866.20|ST7	5.47522530240274	5.25635722679699	5.25115788101737	5.23810671394528	5.54376890459758	5.43013155883925
ENSG00000004897.12|CDC27	7.04051365865266	7.04238497669364	6.94066692435816	6.96529336620178	7.17525667633468	7.08458030379798
ENSG00000004961.15|HCCS	4.98218681915398	4.92166016745434	4.68011572577434	4.78541800283124	5.2297238389813	5.11243640562978
