	Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000167394.13|ZNF668	2.96098794627339	2.81473179930542	3.1645768944271	2.61114285115171
ENSG00000167395.10|ZNF646	6.02837835438559	6.18813473877896	6.11487983622833	6.10163325693623
ENSG00000167397.15|VKORC1	4.68530872684846	4.90312653787358	4.87902374251688	4.70941152220516
ENSG00000167447.12|SMG8	4.77416645546121	4.89533890746527	4.85730970410193	4.81219565882454
ENSG00000167460.16|TPM4	9.34096214403323	9.36543487072099	9.31501052637043	9.3913864883838
ENSG00000167461.12|RAB8A	5.71662962662777	5.91986182824277	5.80452675824155	5.83196469662899
ENSG00000167468.16|GPX4	7.87870784634893	8.06209478873816	7.9416080805444	7.99919455454269
ENSG00000167470.12|MIDN	7.54699140499038	7.54236088397713	7.65249385343089	7.43685843553662
ENSG00000167491.17|GATAD2A	6.87360690590948	7.00899253606249	6.93719199522465	6.94540744674732
ENSG00000167508.12|MVD	4.90427717643812	4.87877161513869	4.92156457781664	4.86148421376017
ENSG00000167513.9|CDT1	4.78724925974586	5.2998709900139	4.88879229818718	5.19832795157259
ENSG00000167515.10|TRAPPC2L	5.24354806365198	5.31339807187596	5.25531228843768	5.30163384709026
ENSG00000167522.16|ANKRD11	7.28989178850667	7.15928233476168	7.32386808557657	7.12530603769178
ENSG00000167523.13|SPATA33	3.53795488736146	3.80529101927675	3.47733128101091	3.86591462562731
ENSG00000167524.14|RSKR	4.36570308841655	4.20176800795783	4.25381508931899	4.3136560070554
ENSG00000167525.13|PROCA1	5.5684330577809	5.66548976576596	5.51751234039236	5.7164104831545
ENSG00000167526.13|RPL13	8.42262425531614	8.44719201482674	8.47352260297068	8.39629366717219
ENSG00000167528.12|ZNF641	4.52570547978121	4.59464860949819	4.54272833406799	4.57762575521141
ENSG00000167535.8|CACNB3	5.0659587271762	5.21972335830158	5.12943242463179	5.15624966084599
ENSG00000167536.14|DHRS13	4.71729718899204	5.00512216523945	4.75441731703448	4.96800203719701
ENSG00000167543.16|TP53I13	4.90867013586261	4.87971545494436	4.95055595445638	4.83782963635059
ENSG00000167548.15|KMT2D	6.64135502845947	6.41237363815729	6.55806957988123	6.49565908673553
ENSG00000167549.18|CORO6	1.47377022868765	1.38267985896326	0.997176224396789	1.85927386325412
ENSG00000167550.11|RHEBL1	1.10927572489531	1.36376023068612	0.997643551876814	1.47539240370462
ENSG00000167552.14|TUBA1A	11.4552651786183	11.4552651786183	11.4971315832325	11.4133987740041
ENSG00000167553.15|TUBA1C	2.45772763006697	2.53929207327096	2.59326250496187	2.40375719837606
ENSG00000167554.15|ZNF610	3.50136223328083	3.69898810577329	3.34175201081089	3.85859832824323
ENSG00000167555.14|ZNF528	5.72903547632685	5.57930895854393	5.72410855664176	5.58423587822902
ENSG00000167562.12|ZNF701	4.09926341918868	3.95842566731292	3.88119317562547	4.17649591087613
ENSG00000167565.13|SERTAD3	3.65474856053936	3.11393717322951	3.46061236148195	3.30807337228692
ENSG00000167566.17|NCKAP5L	5.21251743390219	5.1395441294929	5.27218268412673	5.07987887926836
ENSG00000167578.18|RAB4B	3.08351551043056	3.17426923571245	3.34812770954879	2.90965703659422
ENSG00000167588.13|GPD1	0.779057944158274	0.388967694763377	0.161154039743861	1.00687159917779
ENSG00000167595.15|PROSER3	4.88320857936488	4.8147306246501	4.83571629186189	4.8622229121531
ENSG00000167601.12|AXL	2.59085189372432	1.96841545027487	2.29925821759271	2.26000912640648
ENSG00000167604.14|AD000864.1	1.84639215590283	2.40151487366224	1.87784627937656	2.37006075018852
ENSG00000167608.11|TMC4	-2.31331490127436	0.108955503973273	-0.627310464828517	-1.57704893247257
ENSG00000167614.13|TTYH1	6.95391945206197	6.74981877047429	7.04296223079263	6.66077599174363
ENSG00000167615.16|LENG8	7.99349171075437	7.93422660824219	7.95770045978016	7.97001785921641
ENSG00000167619.12|TMEM145	3.38968432684368	3.53651832944063	3.5856198907066	3.34058276557771
ENSG00000167625.10|ZNF526	3.95802041281587	3.96447367975866	4.00798728910336	3.91450680347117
ENSG00000167632.15|TRAPPC9	4.84040000977297	4.49782298569722	4.89794355832929	4.44027943714091
ENSG00000167635.11|ZNF146	7.30565722353375	7.32094233148532	7.28974483900599	7.33685471601308
ENSG00000167637.17|ZNF283	3.06142152073873	2.8937708782867	2.6265604756675	3.32863192335793
ENSG00000167645.17|YIF1B	4.22479608133263	4.10036175983313	4.28349321482076	4.04166462634499
ENSG00000167646.13|DNAAF3	0.0489048862864399	1.10108756578699	0.315160503312713	0.834831948760714
ENSG00000167654.18|ATCAY	6.05440145127773	5.97669240681832	6.07453504406449	5.95655881403156
ENSG00000167657.14|DAPK3	5.34473258683665	5.34223934124018	5.38685246517518	5.30011946290164
ENSG00000167658.16|EEF2	10.5204793657248	10.7177701995078	10.6394369412908	10.5988126239418
ENSG00000167670.16|CHAF1A	6.77078653854734	7.07583149081341	6.7249393416321	7.12167868772864
ENSG00000167671.12|UBXN6	6.13095169809566	5.94089483384536	6.18504285161458	5.88680368032645
ENSG00000167674.15|HDGFL2	6.67499987947109	6.79838070950543	6.69175363566081	6.78162695331572
ENSG00000167676.4|PLIN4	2.06944344124377	2.65837107087752	2.27600160978547	2.45181290233582
ENSG00000167680.16|SEMA6B	5.23504780236586	5.40705173508958	5.33852285149162	5.30357668596382
ENSG00000167685.15|ZNF444	4.78207106934524	4.63669132093827	4.74092030290775	4.67784208737577
ENSG00000167693.17|NXN	4.96317543194138	4.8918135703681	4.95875670182317	4.8962323004863
ENSG00000167695.15|FAM57A	5.57836402303345	5.71635203257905	5.66915374775221	5.62556230786029
ENSG00000167699.13|GLOD4	6.87522039138446	7.02585616157438	6.87223373049315	7.02884282246569
ENSG00000167700.9|MFSD3	2.45689135576748	2.62045816192147	2.60852339364076	2.46882612404819
ENSG00000167701.14|GPT	0.333190967466172	0.717933837245846	0.455799337976826	0.595325466735193
ENSG00000167702.12|KIFC2	6.24123667925947	6.47250057589491	6.37585041971123	6.33788683544315
ENSG00000167703.14|SLC43A2	4.98296445381225	4.92689121603264	4.95953434796147	4.95032132188341
ENSG00000167705.12|RILP	0.649587354807202	0.115697037660916	0.615167520288146	0.150116872179972
ENSG00000167711.13|SERPINF2	-0.591853259778666	-0.462797532266453	-0.0653355158396298	-0.989315276205489
ENSG00000167716.18|WDR81	5.04357471475382	5.11592386386303	5.18039124864177	4.97910732997508
ENSG00000167720.13|SRR	5.66314088758931	5.79053837566602	5.67095131833486	5.78272794492048
ENSG00000167721.10|TSR1	6.67964659483274	6.58647775365804	6.64880726291221	6.61731708557857
ENSG00000167733.13|HSD11B1L	2.93026743889635	2.95345918341632	3.15540673942365	2.72831988288902
ENSG00000167740.9|CYB5D2	4.32772486568858	4.13571247459628	4.29014889834821	4.17328844193664
ENSG00000167747.14|C19orf48	6.06901759723479	6.1343623337719	6.02314902123962	6.18023090976706
ENSG00000167766.18|ZNF83	6.68806389774003	7.05819819389795	6.73469567960287	7.01156641203511
