	Ola_827_R1B1	LMP.Olap_827_R1B1	Ola_827_R2B1	LMP.Olap_827_R2B1	Ola_827_R3B2	LMP.Olap_827_R3B2
ENSG00000000003.14|TSPAN6	5.16976211311826	5.31868017125429	5.29194241878406	5.12470037594713	5.2204378545155	5.23210468503637
ENSG00000000419.12|DPM1	5.41029638607062	5.4011627703252	5.46118702742941	5.19896203066264	5.38012711900044	5.3556769882435
ENSG00000000457.14|SCYL3	3.56334184747495	3.6218727241017	3.51776250284692	3.43746057767968	3.50856133732882	3.5616574887228
ENSG00000000460.17|C1orf112	5.14414494117907	4.87101961850623	4.67095628055886	4.55127256097192	4.85577885404376	4.76291784656428
ENSG00000001036.13|FUCA2	6.5871369239263	6.74734366445734	6.60529616608869	6.67312147248787	6.60293720962371	6.70351190385639
ENSG00000001084.12|GCLC	4.52952671343363	4.65881838635165	4.11204039958812	4.32642744868926	4.37880034648483	4.43460612754651
ENSG00000001167.14|NFYA	5.87206701504966	5.74101227091466	5.93745673423131	5.68067530140777	5.82550636926979	5.79009929153191
ENSG00000001460.18|STPG1	2.89402712794005	3.40294836455905	2.73268920828482	3.32232371420895	2.85098108386941	3.32501312362703
ENSG00000001461.17|NIPAL3	5.71017864991183	6.33357328858564	5.36097904021988	5.99537689459703	5.65384254566654	6.04621139099065
ENSG00000001497.16|LAS1L	6.01891415650324	5.99938797765964	5.89571674163548	5.99354518328014	5.98733932212795	5.9664427074113
ENSG00000001629.10|ANKIB1	6.98371879764849	6.85401099093619	6.91671251617335	6.84518484334238	6.95038192894176	6.84943164510846
ENSG00000001630.17|CYP51A1	8.73589453223674	8.40736436772722	8.31343704054444	8.19107788019208	8.40230818522489	8.42157872512535
ENSG00000001631.15|KRIT1	6.11996001798758	5.90256334397178	5.95087573012626	5.73094021380369	5.91440135559721	5.93776829734744
ENSG00000002016.17|RAD52	4.18263835259428	4.49371918756994	4.46102735625832	4.54376559513041	4.34986999312652	4.49070525264996
ENSG00000002330.13|BAD	3.88620427635105	3.97638643087523	4.34576206005605	4.34386762326689	4.1379150718712	4.13819512340341
ENSG00000002549.12|LAP3	5.55287168175162	5.47743483439112	5.32178665241917	5.40294798494122	5.38311118549356	5.494409391258
ENSG00000002586.20|CD99	5.84424327271189	5.80100037541997	6.95504718890572	6.45515189364876	6.27826542222922	6.24945594311396
ENSG00000002586.20|PAR|Y|CD99	5.84424327271189	5.80100037541997	6.95504718890572	6.45515189364876	6.27826542222922	6.24945594311396
ENSG00000002587.10|HS3ST1	2.8436322196998	3.29568509400438	2.69274442391842	3.05455066757246	2.65210965439495	3.29119654820258
ENSG00000002746.15|HECW1	3.10186246676519	3.41546395125708	3.20108814262119	3.23747964377807	3.24096141348709	3.23698568872368
ENSG00000002822.15|MAD1L1	4.65276094311086	4.47110709714783	4.48890939028647	4.70636743807312	4.84808565539328	4.31148677891586
ENSG00000002834.18|LASP1	7.17383695305461	7.11390692615818	7.16460026033288	7.10626023853236	7.13718443472729	7.14211775431173
ENSG00000002919.14|SNX11	4.01452154924949	4.29848310278499	4.05097238766857	4.1752850233337	4.06192017880155	4.20771085271683
ENSG00000003056.8|M6PR	6.90268187528961	6.86602475523397	6.84744600468762	6.74915220427853	6.88660472382826	6.7960476959166
ENSG00000003096.14|KLHL13	5.35415822999269	4.87002972654994	5.17129192224452	4.78306790390078	5.18947004393471	4.89980384740925
ENSG00000003137.8|CYP26B1	0.00862632919355402	0.803537108355764	0.351968095836314	1.06471211608323	0.32696400824062	0.787457816493813
ENSG00000003147.19|ICA1	3.54124999461651	3.69458812274822	3.29226571950827	3.17712486587334	3.44462178565337	3.40799256571979
ENSG00000003249.13|DBNDD1	5.94347264534591	6.07460803706822	5.54710789008214	6.00784539450887	5.86847350769514	5.91804347580743
ENSG00000003393.15|ALS2	5.95789772584395	5.88471704709261	5.75699813593816	5.78264456306548	5.90798411078612	5.78314462518398
ENSG00000003402.20|CFLAR	6.16173630841081	6.67597240290931	6.1544072071017	6.508750383472	6.24741992848093	6.50301322246599
ENSG00000003436.16|TFPI	2.2401603632237	2.11315823691055	2.37617747431159	2.25940393188256	2.30076258480626	2.19368741835795
ENSG00000003509.16|NDUFAF7	4.01720240439887	3.71469627975466	3.58515727382044	3.65995481551784	3.68543497127926	3.80307041546664
ENSG00000003756.16|RBM5	7.35858379931444	7.40260088309618	7.47934827231359	7.40891482477275	7.41498204484182	7.40974184490666
ENSG00000003987.14|MTMR7	0.0925114682996649	0.259029781582627	-0.234860102244629	0.134342399578233	-0.321005067859189	0.446516841467137
ENSG00000004059.11|ARF5	6.45877940379805	6.52859136573427	6.62515408318471	6.76859495918832	6.59051885271176	6.60004105324092
ENSG00000004139.14|SARM1	6.17212726352568	6.37956773433958	6.07810643879345	6.4242473360172	6.24686909586843	6.28015529046953
ENSG00000004142.12|POLDIP2	6.99901376445343	7.04449925475548	6.85547975343776	7.11994220705712	6.96940114573853	7.04006634411336
ENSG00000004399.12|PLXND1	6.75736621009796	6.60712454242838	6.82857523655735	6.89898882682932	6.89838948966654	6.64763791828997
ENSG00000004455.16|AK2	6.4307156239092	6.39351307284296	6.55508294544506	6.40359271273852	6.48970813227894	6.40174404518893
ENSG00000004478.8|FKBP4	7.31923333981514	7.406081894886	6.90919461661468	7.12642532580694	7.11666730674389	7.26380028181749
ENSG00000004487.16|KDM1A	6.82914168393724	6.6423811450684	6.5056302299416	6.58971862516335	6.62769047870373	6.65574536335157
ENSG00000004534.15|RBM6	7.07569925063095	6.91255078686863	7.18694806000031	6.90540656858053	7.10223012081762	6.93807221222259
ENSG00000004660.14|CAMKK1	2.39861920151917	2.44669668475428	2.85903646305809	2.79380888117236	2.60496994076855	2.6441106744834
