	LMP_923_R2B1	LMP.Olap_923_R2B1	LMP_923_R3B1	LMP.Olap_923_R3B1	LMP_923_R1B2	LMP.Olap_923_R1B2
ENSG00000000003.14|TSPAN6	5.81747757554384	5.46593914358889	5.67639977713081	5.42161928621433	5.90612512245795	5.28459276878098
ENSG00000000419.12|DPM1	5.59312075529565	5.44991456568135	5.53382907198107	5.53812505232721	5.47050460347712	5.58699011916552
ENSG00000000457.14|SCYL3	3.65056416861376	3.38260895850877	3.67415806244779	3.6260175048592	3.54898841208978	3.61768593512498
ENSG00000000460.17|C1orf112	4.89720475612258	5.20138450471772	4.76584549661538	5.29314793918633	4.98766010619406	5.09113124212695
ENSG00000001036.13|FUCA2	6.83140409200392	6.72826960855215	6.73907564821219	6.89395743924292	6.79366845138231	6.80268494262328
ENSG00000001084.12|GCLC	4.72871884540702	4.52198414071704	4.64877231111277	4.79979710760721	4.8375331126726	4.51210308974942
ENSG00000001167.14|NFYA	5.98412687134514	5.6922967953532	5.67201673152726	5.70256852392182	5.90207545527004	5.62342900580367
ENSG00000001461.17|NIPAL3	4.29727106293952	4.47869083902333	4.09388080139237	4.17202737596471	4.19682558238837	4.3241094572716
ENSG00000001497.16|LAS1L	6.63224529901875	6.4636900293037	6.48014596506112	6.43857159003222	6.57364785891361	6.43367858279428
ENSG00000001617.12|SEMA3F	-1.90053594742117	-0.294357399938485	0.0638325641829125	-0.503636732672018	-1.10541030634529	-0.211938451579093
ENSG00000001629.10|ANKIB1	6.99168857832421	6.87122219317352	6.85069210214348	6.88219687728216	6.93455265128931	6.86334722417237
ENSG00000001630.17|CYP51A1	6.68963550236227	6.56693960853145	6.69923159818425	6.84188428341779	6.718646986195	6.68019851005288
ENSG00000001631.15|KRIT1	6.37827118740978	6.23702330985621	6.23120024175844	6.29423526224886	6.36198911017072	6.20837589046593
ENSG00000002016.17|RAD52	3.81805663430264	3.58850833710427	3.85308413410299	3.70947954526347	3.7083705150598	3.77619381032689
ENSG00000002330.13|BAD	3.06140160404858	3.45067592403784	3.39241999466766	3.12574369282903	3.06123434083766	3.4538862669539
ENSG00000002549.12|LAP3	6.51111662028059	6.53144594904622	6.60964108221589	6.55718089609197	6.62946969905845	6.47522257475889
ENSG00000002586.20|CD99	4.52074880886666	4.54157528008723	4.47511557010372	4.2901575382763	4.5888468234629	4.32495177520406
ENSG00000002586.20|PAR|Y|CD99	4.52074880886666	4.54157528008723	4.47511557010372	4.2901575382763	4.5888468234629	4.32495177520406
ENSG00000002822.15|MAD1L1	4.87164384962336	5.34064058034132	5.14506009367363	5.22702052073065	4.97276167365248	5.319420848532
ENSG00000002834.18|LASP1	7.74874817033167	7.79973091147729	7.82409242599272	7.75261611734735	7.75531640008641	7.80727741248811
ENSG00000002919.14|SNX11	4.40206226855771	4.38239444540195	4.50138263968983	4.34571773993995	4.51901046817083	4.2967680786239
