	Ctrl_417_R1B1	LMP_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2
ENSG00000000003.14|TSPAN6	5.00879238112176	5.04709021857271	5.1374571762893	5.13736600949442	4.99425809541898	4.84268391818625
ENSG00000000419.12|DPM1	5.43666683717012	5.36212645175347	5.14734642732073	5.20615668989434	5.65656610101086	5.58751735962127
ENSG00000000457.14|SCYL3	4.38349416161771	4.45420300284897	4.27190978347886	4.29755380347368	4.67465659985528	4.43127414212554
ENSG00000000460.17|C1orf112	4.91159777574205	4.77035765005827	4.63227363536178	4.81478261953949	4.88748246379178	5.02937213290761
ENSG00000001084.12|GCLC	4.58797858140936	4.30351707137944	4.48980667466283	4.49021510242261	4.46172460723819	4.34124492125397
ENSG00000001167.14|NFYA	5.95893200626628	5.9069145655242	5.94829215183769	5.93703756300177	5.99554082188593	5.85082260685557
ENSG00000001460.18|STPG1	2.31260739106114	2.50584744432199	2.46140774147403	2.82886095425507	2.00629360714459	2.34034736789259
ENSG00000001461.17|NIPAL3	6.97807940462808	7.01191197781623	7.39372447760731	7.3859781101695	6.74678974010058	6.45349043701124
ENSG00000001497.16|LAS1L	6.12960178426266	6.21310322609005	6.40454267471664	6.3840643860459	5.96997642728599	5.9268265326569
ENSG00000001561.7|ENPP4	3.26394654112485	3.0716331917921	3.0579228820532	3.16275138986301	3.44890665214469	3.001578541773
ENSG00000001617.12|SEMA3F	-0.00470708998741681	0.0783522477575029	-0.783112641256179	0.0978351797679221	0.348876974924352	0.483690802104078
ENSG00000001629.10|ANKIB1	6.51412879028983	6.44690729642038	6.55643546235903	6.42979942194224	6.57250293466592	6.36333435445324
ENSG00000001630.17|CYP51A1	7.8399993167859	7.72663772019291	7.83839012224841	7.7606930957411	7.77120632416113	7.762984531807
ENSG00000001631.15|KRIT1	5.32223917301405	5.39906664606818	5.22664395542454	5.27639709363405	5.48454271268193	5.45502787642395
ENSG00000002016.17|RAD52	3.49080959122202	3.77735278151654	3.84940656851024	3.567840824141	3.59674999315785	3.52232735966804
ENSG00000002330.13|BAD	4.78790231693815	4.92386313726295	4.80249327307375	5.11015825587606	4.58148551892554	4.92939386052687
ENSG00000002549.12|LAP3	6.96791090634893	6.89639285234348	6.7747234339773	6.88781321300112	7.08943410388079	6.97663676652563
ENSG00000002586.20|CD99	7.46633261626545	7.4062315064792	7.44524717972305	7.37678701404256	7.47862405714811	7.44446999457559
ENSG00000002586.20|PAR|Y|CD99	7.46633261626545	7.4062315064792	7.44524717972305	7.37678701404256	7.47862405714811	7.44446999457559
ENSG00000002822.15|MAD1L1	4.12856325803819	4.16777354718582	4.24985352634159	4.08036154935311	4.09011536787028	4.17234316688304
ENSG00000002834.18|LASP1	8.07869824325597	8.21443702984171	8.00704345387964	8.0459655816682	8.19455369287582	8.33870781777171
ENSG00000002919.14|SNX11	4.94188750364837	4.78753149570117	4.92173741497364	4.84753423319631	4.81533236225374	4.8742339882754
ENSG00000003056.8|M6PR	7.50020918530019	7.4967679481367	7.22425755016969	7.28978068215676	7.787510045844	7.69240598870333
ENSG00000003096.14|KLHL13	7.20901642198925	6.84165633726506	6.80142999678719	6.66641986305164	7.48389979775643	7.14959586091339
ENSG00000003147.19|ICA1	2.08026996975479	2.02512491893866	2.128331195321	2.20588888782182	2.25672838229791	1.61984131194616
ENSG00000003249.13|DBNDD1	3.54592222524403	3.93430627673714	3.33741685606132	3.69927735557256	3.79833519089726	4.12542760143121
ENSG00000003393.15|ALS2	6.53879023487803	6.66456143560725	6.40458935461684	6.55774305818139	6.76862618990721	6.67574473826512
ENSG00000003402.20|CFLAR	5.93178006914255	6.07827066856883	6.09904420538606	6.00422527154011	6.0565891513951	5.86024284710152
ENSG00000003436.16|TFPI	5.19864157837803	4.84446929193954	4.97885865297211	5.03102320415123	5.1376640217874	4.9386758617244
ENSG00000003509.16|NDUFAF7	4.37176515413388	4.37418109137473	4.1596904508484	4.2763593516576	4.60733629322336	4.44850639528788
ENSG00000003756.16|RBM5	7.85140971173379	8.07084453697924	7.97637267930115	7.93619949258091	8.08794406753904	7.84399225800498
ENSG00000003987.14|MTMR7	-1.28925490503075	0.0207476260390108	-0.558807733103396	-0.313511354800675	-1.10423036244524	-0.560465107634167
ENSG00000004059.11|ARF5	6.46518101555646	6.6071072302043	6.36461213674083	6.41715457571087	6.52097589690996	6.84183388215987
