	Ctrl_923_R2B1	LMP_923_R2B1	Ola_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP_923_R3B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP_923_R1B2	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000169612.4|RAMAC	4.28728919332198	4.39489547741805	4.33636916123647	4.48018126890855	4.42417018541278	4.21678120153861	4.060232205269	4.41367373560955	4.31953446268433	4.36331874588211	4.0909208849917	4.53302212079937
ENSG00000169627.8|BOLA2B	4.30606296907184	4.23020321964124	4.66845432496313	4.17998949712796	4.7708218537039	4.72073571813476	4.60967222936976	4.31184064650102	4.51756643113584	4.27216906498455	4.55697586252089	4.55217887061553
ENSG00000169629.11|RGPD8	2.12105922621377	1.39866867375517	2.43776565732828	1.72560155964637	1.66185081969045	2.19391682414502	1.54036328537953	2.27331135044356	2.64724720754059	1.45663495430054	1.78158040806163	1.79080612839831
ENSG00000169635.10|HIC2	3.24039492896995	3.7478115516984	3.70153001145165	3.72460916177227	3.80205071418762	4.16297243959691	3.92828865855526	4.17893678574865	3.64567850658258	4.00411412961217	3.56369149165581	4.0298129981398
ENSG00000169641.13|LUZP1	5.43544714762241	5.5767789638106	5.6167546803315	5.68619533143964	5.54252521072497	5.47253897325882	5.43994165597131	5.79156726367263	5.42316276838146	5.55554522836934	5.47557650075597	5.82659011590917
ENSG00000169660.16|HEXD	2.5521971072913	2.72170110861309	2.63586160464461	2.55389608255361	2.71838290298067	2.82996508379695	2.8517705403429	2.64310850601095	2.58905911102071	2.84740540667627	2.20736553022872	3.10961142019133
ENSG00000169668.11|BCRP2	-0.368663717388441	-0.127271464446546	-0.0287875732066643	-0.579718872926035	-0.164026836273866	0.126190321473264	0.400835418962412	-0.613592307486101	-0.554027533069593	-0.738843237480656	0.447262678528571	0.168090576375689
ENSG00000169679.14|BUB1	7.27054993314114	7.14406544142581	7.09765391664787	6.81056147686569	7.14938139488781	6.88434592370908	6.98818274451238	6.88460115613086	7.14047017464855	7.07173573436797	7.10480398455869	6.79766110008512
ENSG00000169682.18|SPNS1	5.1380075738503	5.04822015257516	5.37098947557428	5.22706207303059	5.35391651336645	5.47125600623731	5.49449289471538	5.10824733621384	5.11256180227865	5.15448450239744	5.35734285400637	5.48170685409919
ENSG00000169683.8|LRRC45	3.64805578684296	4.16833265707444	4.20825293549178	3.87759511632329	4.22981656058249	4.05967648827753	4.22739901445319	3.92290196559968	4.04861451125065	4.05720982127371	3.9051806527856	4.16001027701272
ENSG00000169684.13|CHRNA5	4.44805421775325	4.1476914321933	4.24855626457613	4.06961849599876	4.28296922371453	3.77765051876071	4.15414756348783	4.14024702140073	4.38158395556208	4.08223131544244	4.18992772891543	3.98072436902268
ENSG00000169689.15|CENPX	5.00366221482122	4.88394301553223	4.99481413082804	4.93322488337878	5.19996883375466	5.14681996929254	5.27142412091977	4.93611603806899	5.1550371527583	5.0361906104087	5.08061225460849	4.91314658552263
ENSG00000169692.13|AGPAT2	1.89733996602089	2.30339293266639	2.57750476547262	2.48573093046287	2.23319006274347	2.61328827556241	2.45172162030902	1.84415548133789	2.25148824668793	2.38333846328984	2.14287095433769	2.42546435297232
ENSG00000169696.16|ASPSCR1	3.9482841121357	4.30553051981066	4.41713306413755	4.43381599763342	4.5974837269101	4.62128990130358	4.51496356853798	4.31454733497971	4.27956492576768	4.42128277010491	4.35630031711295	4.51937609973882
ENSG00000169710.9|FASN	8.40445214063303	8.62631302997354	8.88639476861095	8.74064637051847	9.21270588720101	9.32967448753621	9.29828314114435	8.82892958516437	8.62813444436608	8.81084233678629	9.05228966284959	9.17243326138902
ENSG00000169714.16|CNBP	8.44044292713551	8.3910360675598	8.36266058977655	8.30555194996493	8.33219955919908	8.37335093314124	8.37691307211839	8.39967011606478	8.35367886992541	8.40673047032178	8.4176209781992	8.31288228903374
ENSG00000169718.17|DUS1L	5.26686957924877	5.54942699594584	5.61615770098112	5.64599108008261	5.61751964462562	5.79266884334758	5.6556691441588	5.6822265260784	5.40619794551287	5.64343194439056	5.60189496414245	5.7617399031885
ENSG00000169727.12|GPS1	6.20634298586064	6.28788276114076	6.54852446134697	6.53117194272056	6.51902320799286	6.57642350876561	6.62779190476747	6.37957471717223	6.37562534035172	6.45815190413121	6.47679051205899	6.52779998834162
ENSG00000169733.12|RFNG	4.58154063014292	4.74802456267769	4.61953872790749	4.89909100567446	4.73102421467505	5.15577399395532	4.93328976623979	4.65676296758179	4.55984087514986	4.9544944701404	4.74147236604429	4.9067152230927
ENSG00000169738.7|DCXR	5.2666626753022	5.11625803563843	5.2754865413209	5.07662577750226	5.33225402470703	5.24391880305841	5.40337556555492	5.09294643360025	5.36164414964179	5.18446128484979	5.1578330654962	5.19982542835443
ENSG00000169740.14|ZNF32	3.7584334892723	3.6673175845957	3.84645209952365	3.4200797888578	3.67828887797222	3.37457440787346	3.63286506945804	3.31025549432524	3.74164357713329	3.68700042960376	3.63518642706261	3.28030297213954
ENSG00000169744.13|LDB2	3.59794054739916	3.6085662746541	3.76012256378141	3.56307651231907	3.80804099394933	3.66179163890847	3.68102786660298	3.81245444083402	3.63003168769256	3.48666925209174	4.05225793775929	3.57755154168068
ENSG00000169750.9|RAC3	4.82828552243479	4.62820419142219	5.01312268851748	4.70252911449718	5.20946201539242	4.94683111071038	5.18360209171639	4.59286197088024	4.90850828437015	4.63055464923221	4.98398337059401	5.02940304858915
ENSG00000169752.17|NRG4	0.415709714665535	0.410990279604069	0.0217272940819765	0.661876953756555	0.627196794801564	-0.298127139764456	0.171298641108898	-4.71463544091549	-0.409797647899791	0.300790324234015	-1.25608214879204	0.0131080211271423
ENSG00000169756.16|LIMS1	5.56243322116854	5.56283014695985	5.58377729754167	5.59654861469159	5.61577008666451	5.38581872194593	5.72398327437613	5.67246120093599	5.65930006634591	5.4816645625436	5.67459295222994	5.53625370102266
ENSG00000169760.17|NLGN1	3.60221898772586	2.76441103842567	3.30712928169231	2.39842220112562	3.48909323767819	2.4897536101608	2.97062250044656	2.52656328069067	3.47884270270234	2.63324245922117	3.38869959270527	2.27332231434406
ENSG00000169762.17|TAPT1	4.22148718015397	4.03310099063566	3.93411851221873	3.91861796989081	3.87615592668514	4.11331373454337	3.92066332810864	4.03807748131025	3.95958119577896	4.1226992713654	3.92935149802962	4.0161355965993
