	Ola_923_R2B1	LMP.Olap_923_R2B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000000003.14|TSPAN6	5.84308232613554	5.42628141510642	5.74845806862135	5.37635928978925	5.88360562294641	5.31348492687987
ENSG00000000419.12|DPM1	5.47192197873847	5.49090210795748	5.35800239868104	5.57366011782968	5.41179734673852	5.53544595486482
ENSG00000000457.14|SCYL3	3.62050328040342	3.38397761884694	3.716873771114	3.62767103844084	3.58566170190281	3.58885115249979
ENSG00000000460.17|C1orf112	4.86624989405923	5.16043054166763	4.72599632328444	5.25331252926543	4.89023541208428	5.11275923205408
ENSG00000001036.13|FUCA2	6.84511530033371	6.72093508509895	6.78516325510641	6.88569815218431	6.81087471213964	6.80758118422205
ENSG00000001084.12|GCLC	4.78436647314315	4.54171343390265	4.69696047334016	4.81850123307294	4.94961569892384	4.47115510780561
ENSG00000001167.14|NFYA	5.90951142756812	5.66616354749525	5.80276842039621	5.67711241439757	5.89731134452448	5.6304665604041
ENSG00000001461.17|NIPAL3	3.78896029674992	4.47281065601193	3.54166878936723	4.16549803191985	3.67761625162627	4.3068526353982
ENSG00000001497.16|LAS1L	6.60515444140016	6.4154107047081	6.58169355520571	6.38964465854452	6.531120034058	6.46483164587125
ENSG00000001617.12|SEMA3F	-1.90043097076546	-0.305987105223139	-1.01559616806131	-0.488294229015832	-1.58247339798403	-0.272680838548842
ENSG00000001629.10|ANKIB1	7.06057835809896	6.86029887068704	6.90353947629632	6.87272524967418	6.97967130617819	6.86889967120006
ENSG00000001630.17|CYP51A1	6.74502204471114	6.56667066201802	6.71279236845445	6.8438151112929	6.75967903736166	6.6744710558766
ENSG00000001631.15|KRIT1	6.28579985784645	6.21973301315478	6.1547514012563	6.2762039174527	6.25466252029589	6.21358157455922
ENSG00000002016.17|RAD52	3.66725181356661	3.70773110140835	3.5949248115695	3.8302590257142	3.77358162827961	3.62650174784972
ENSG00000002330.13|BAD	3.16207996794777	3.49174321626344	3.2122773398728	3.16790984024313	3.13393790120117	3.38306728096239
ENSG00000002549.12|LAP3	6.46479788193013	6.52485456790687	6.3841292445756	6.55074646249656	6.49519801746352	6.46706606099106
ENSG00000002586.20|CD99	4.6254596490045	4.5112693396123	4.50051853883339	4.2651532793619	4.62289313423744	4.32830726916861
ENSG00000002586.20|PAR|Y|CD99	4.6254596490045	4.5112693396123	4.50051853883339	4.2651532793619	4.62289313423744	4.32830726916861
ENSG00000002822.15|MAD1L1	5.18791365668851	5.3011159336656	5.41485439696262	5.18756451050484	5.2041892132095	5.34153503570128
ENSG00000002834.18|LASP1	7.64019696939713	7.77897320080514	7.65285625311681	7.73278870332895	7.56892670008791	7.8334808632361
ENSG00000002919.14|SNX11	4.29995554166173	4.42257763542588	4.30948536294493	4.38557501988203	4.47134803608521	4.23744874387207
ENSG00000003056.8|M6PR	7.30967953231126	7.22870803074221	7.26881134018529	7.25531106503964	7.24735259612862	7.28390238801058
ENSG00000003096.14|KLHL13	4.96169460068318	4.88764417315103	4.86642681397613	4.68506637894109	5.07474957857745	4.62566640479827
ENSG00000003147.19|ICA1	3.16867383235261	3.51734617667894	3.22937522643067	3.29902546459767	3.38715031395829	3.22006003607166
ENSG00000003249.13|DBNDD1	4.89503561447522	4.92205951901394	5.19864918694979	4.76424728475615	4.98739780330295	4.9025979992946
ENSG00000003393.15|ALS2	4.57613377542097	4.75958474168076	4.74044429881645	4.60911475843172	4.73188924140555	4.61074954576941
ENSG00000003402.20|CFLAR	5.07672863163969	5.36818969157086	5.24989438337209	5.35553513189998	5.21051995936562	5.31465395987569
ENSG00000003509.16|NDUFAF7	4.1503805461625	4.44551372994069	4.10076597913208	4.39982068423823	4.22513309573512	4.32310737400163
ENSG00000003756.16|RBM5	7.47325160583066	7.7784575424874	7.41914764295551	7.694949751619	7.42751093669489	7.7553923347514
ENSG00000003987.14|MTMR7	0.96104723607921	0.42751001255872	0.260849074661562	0.533641112800069	0.129632620506946	0.961891097542835
ENSG00000003989.17|SLC7A2	3.02361379242045	2.31076198105158	3.07585805320252	2.48168343062426	3.22199219339807	2.22396643525134
ENSG00000004059.11|ARF5	6.39003399830908	6.36305020363876	6.45039360871809	6.07216332129919	6.34980303448959	6.28801753149297
ENSG00000004139.14|SARM1	6.26135427590753	6.13400998094117	6.58847531058943	6.1828928599755	6.3989582097003	6.18440800400651
ENSG00000004142.12|POLDIP2	6.85226929660343	6.82261257772273	6.98167535591787	6.77850128364488	6.79883322778304	6.91869602916142
ENSG00000004399.12|PLXND1	5.73574999560512	5.85935258607005	5.80176501204107	5.68296602053571	5.74037822835742	5.79953857876856
ENSG00000004455.16|AK2	7.29982946773919	7.23912335882474	7.32560578392902	7.26767845225608	7.32812994763625	7.23798858373827
ENSG00000004478.8|FKBP4	7.21213193847715	7.29805968674281	7.30222438000784	7.28721671849031	7.2205442095663	7.32927215229275
ENSG00000004487.16|KDM1A	8.09488697480766	7.99421235958931	7.97937658200831	8.03456223121247	8.08940531125874	7.96211376255014
ENSG00000004534.15|RBM6	7.15095758084305	7.03691577155024	7.06622617486376	7.0196611832343	7.12750377383462	7.00937658141106
