	Ctrl_827_R1B1	Ola_827_R1B1	Ctrl_827_R2B1	Ola_827_R2B1	Ctrl_827_R3B2	Ola_827_R3B2
ENSG00000112186.12|CAP2	5.17728399041232	5.08068630949976	4.74649861626686	4.87772841378671	5.0158978601646	4.92520080481823
ENSG00000112200.17|ZNF451	5.67350752982407	5.72054691884816	5.88720205097134	5.83750152471088	5.780266081312	5.77911293086523
ENSG00000112208.11|BAG2	4.5980119969586	4.7984176852892	4.01836351874308	4.44278368686932	4.45661073026734	4.47217771366276
ENSG00000112210.12|RAB23	4.81275431662644	4.71153657228952	4.29806445644281	4.59922398594075	4.68223817131362	4.52855149433614
ENSG00000112218.9|GPR63	2.03560864227125	2.21607358995084	1.54752516368595	1.75357864948627	1.94516696029753	1.83122606239963
ENSG00000112234.9|FBXL4	4.79482448957536	4.77564140784193	4.93443463271602	4.80991596837502	5.01122951348623	4.64617873576794
ENSG00000112237.13|CCNC	5.16986224374544	5.37885623780213	5.30709798929957	5.24929734757487	5.2876282017076	5.2649287075034
ENSG00000112242.15|E2F3	6.14757639263709	6.25622967028665	5.88739741816584	5.93740411420248	6.08794859637002	6.02635520127602
ENSG00000112245.11|PTP4A1	6.07099322772965	6.32675282779943	7.84069031227885	7.23608814295994	6.83649331457903	6.90076894080491
ENSG00000112249.14|ASCC3	7.34518846348119	7.48399867275987	6.87561855354511	7.18974248010521	7.19706390451423	7.25021018043147
ENSG00000112276.14|BVES	4.72267489954558	4.54330112598325	5.09378437317463	4.81981075281845	4.82752376607585	4.76226180968511
ENSG00000112282.18|MED23	5.48995099657575	5.60417800496356	5.60864240349356	5.56644119980422	5.5100142142216	5.62459208819694
ENSG00000112290.13|WASF1	4.86416471798683	4.97292796901806	4.98640412060023	5.01450731962373	4.98650096149465	4.93250110211977
ENSG00000112293.15|GPLD1	2.24548639040487	2.15483522683768	0.515713511251786	2.10087550551834	1.88449441914746	1.62396089785888
ENSG00000112294.12|ALDH5A1	5.42832713195611	5.27893128249112	4.63719226197572	4.84970089304036	5.1475324986433	4.94954328608836
ENSG00000112297.15|CRYBG1	6.00547402240145	6.08246977360385	5.95844782573826	6.09013689942055	6.02704260766684	6.04122165291521
ENSG00000112304.11|ACOT13	4.94900337626883	4.93347001535713	4.5859782953797	4.72066240287426	4.88900873243559	4.70554831250437
ENSG00000112305.14|SMAP1	5.25789896487341	5.17223647947109	5.64884468234607	5.42404900565226	5.45417947911941	5.29733508705201
ENSG00000112306.8|RPS12	8.00120675144717	8.11676264485893	8.5068398036766	8.23340365896891	8.2226229352262	8.20648349424961
ENSG00000112308.13|C6orf62	6.65202903580361	6.68163176899288	7.03660975694068	6.92952845700556	6.84450651728735	6.80539299208402
ENSG00000112309.10|B3GAT2	-0.0902317073643321	-0.865234185742141	0.213777702448314	-1.62058089575516	0.0519092706431639	-1.23304381384982
ENSG00000112312.10|GMNN	4.8285091573052	4.81587418824674	4.30853012389755	4.65861118782178	4.75323624651407	4.55252608212157
ENSG00000112319.19|EYA4	6.82162711404535	6.92036540036546	6.83690333912764	6.76263606503815	6.84551637967808	6.82524957961022
ENSG00000112320.12|SOBP	5.70711071241651	5.80356094225241	5.33244840253275	5.65498314056418	5.52517471029051	5.72387688859241
ENSG00000112333.11|NR2E1	4.88767703440969	4.62647613277533	4.21445893553425	4.65944951930945	4.55527857711475	4.63875223389961
ENSG00000112335.15|SNX3	6.85122468739025	6.90037946337804	7.01778035367546	6.90087647293864	6.93442454625549	6.90070594243572
ENSG00000112339.14|HBS1L	6.11323107247591	6.10215012586836	6.27450245094209	6.22062058326606	6.23578109028238	6.11947102599383
ENSG00000112343.11|TRIM38	5.42003802530642	5.4949133932117	5.29188406753867	5.24941717628563	5.39981870889936	5.32830762227185
ENSG00000112357.13|PEX7	1.77983315936868	1.49466284849589	1.95649125399027	1.57179839418294	1.89221086414793	1.50918196387096
ENSG00000112365.4|ZBTB24	4.6723330968711	4.66271670932298	4.38219873940033	4.2260173901726	4.49762487279838	4.47400809508513
