	Ctrl_417_R1B1	LMP_417_R1B1	Ola_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ola_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2	Ola_417_R3B2	LMP.Olap_417_R3B2
ENSG00000000003.14|TSPAN6	4.98000524304507	5.01720114655221	5.01563390750388	4.99694471641063	5.17732522063138	5.17679710838028	5.08313917842681	5.10843947656216	5.03137030322052	4.88251891445928	4.78776870136652	4.77221112397663
ENSG00000000419.12|DPM1	5.43294630808602	5.36079389075384	5.39593383243424	5.26914442531806	5.15910573154579	5.21997784021311	5.23444760274084	5.09505050306455	5.66784018304311	5.59941890751759	5.42890078330199	5.51289536175732
ENSG00000000457.14|SCYL3	4.37830132108987	4.44886253195562	4.52461228042502	4.40274870254401	4.2863642891889	4.31277123764047	4.32761918430705	4.31659315849486	4.69047039658818	4.44715649905137	4.70557611681335	4.42249878994486
ENSG00000000460.17|C1orf112	4.90718888163383	4.76551905710088	4.56738338128529	4.94646081809863	4.6482954320083	4.83000265293285	4.66294078755683	4.66495082246788	4.90265627469714	5.04433587214874	4.77372988663994	4.8461925477856
ENSG00000001084.12|GCLC	4.56158771352663	4.27741694585924	4.44578384483782	4.30231885720643	4.52721272714189	4.52753101984323	4.43298173183424	4.29378518862076	4.49845269659766	4.37710227665448	4.25463460175838	4.2625144804096
ENSG00000001167.14|NFYA	5.93740573824484	5.8858375652699	5.9687746395424	5.87750343506653	5.9756797756769	5.96391673394975	5.95098175163347	5.8769407305155	6.02264109614384	5.87882087403243	5.92710891927108	5.74295287502437
ENSG00000001460.18|STPG1	2.27559901126913	2.47132178048767	2.59001299129549	2.84420513035306	2.52554114597989	2.88803209661757	2.79880257010918	3.0446889535212	2.05937369627349	2.3985801453923	1.99340582103673	2.65385339788036
ENSG00000001461.17|NIPAL3	6.96666131535756	7.00157048212339	7.04370628404245	6.97644029258027	7.40588432629727	7.39807073740258	7.43869417681473	7.4145197144481	6.76364238243571	6.46921508632997	6.71119833123592	6.37553199324308
ENSG00000001497.16|LAS1L	6.11989465901845	6.20185083809493	6.13552476270415	6.11783272373412	6.42209178557772	6.40257358901384	6.30187421409686	6.1911965029009	5.98988579245295	5.94517003970592	5.94270711278417	5.95470693057095
ENSG00000001561.7|ENPP4	3.20450812978435	3.01701289424437	3.01512572545922	3.33676183844726	3.13153312266073	3.23810708150751	3.00793708654683	3.13998065649852	3.52077379337323	3.07106170307093	3.19620439598404	2.84121933622863
ENSG00000001617.12|SEMA3F	-0.00109869262971546	0.0722742369094519	-0.158609897403526	0.736927741152708	-0.69026111127664	0.169903001151889	0.0150265382960282	0.474631051677695	0.343734960547239	0.506786084755187	0.0165962584637661	0.462569992442674
ENSG00000001629.10|ANKIB1	6.49880715924172	6.43064932360337	6.48673830822071	6.4411296804276	6.57903655483946	6.45209057721656	6.54657418305035	6.445814472351	6.59607247690397	6.38449324205845	6.3902090048582	6.32035843170882
