	Ctrl_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP.Olap_417_R3B2
ENSG00000000003.14|TSPAN6	4.9980543274906	5.01681864584816	5.16267530543339	5.09468163674421	5.01568437796027	4.75670462653965
ENSG00000000419.12|DPM1	5.4379909899351	5.27584795205463	5.15784019897169	5.09398442057018	5.66543801040326	5.51041525403434
ENSG00000000457.14|SCYL3	4.39635244242108	4.42115317553435	4.26528158422196	4.2962115919653	4.67047846521119	4.40303959451243
ENSG00000000460.17|C1orf112	4.82755740267625	4.86726378396581	4.72969131539512	4.74695425468608	4.9853840417017	4.92761276150122
ENSG00000001084.12|GCLC	4.54433214139681	4.28315097743245	4.5464113216424	4.31254874180078	4.51566787909536	4.28033829512
ENSG00000001167.14|NFYA	5.93689911459274	5.87641255326814	5.97817379077634	5.87604098414385	6.02619898487295	5.74620957592865
ENSG00000001460.18|STPG1	2.284367971997	2.85786686223344	2.52551499912975	3.04171217128378	2.06212085479457	2.65512164325279
ENSG00000001461.17|NIPAL3	6.97687245009895	6.98712708705968	7.39818065444826	7.40700980492934	6.75629201857218	6.3665165963675
ENSG00000001497.16|LAS1L	6.13099046491579	6.12870982578191	6.41126488358954	6.18353443742263	5.97924183373685	5.94535942664637
ENSG00000001561.7|ENPP4	3.15250350034439	3.28605655849081	3.19254692672634	3.20180789749219	3.57897687238288	2.90378842106898
ENSG00000001617.12|SEMA3F	-0.10144107581321	0.629809426995549	-0.608334774706818	0.570619526361133	0.489899661275486	0.604552289434877
ENSG00000001629.10|ANKIB1	6.50787724321752	6.45184379143626	6.57351341548558	6.44083716827523	6.58909429735835	6.31599718818841
ENSG00000001630.17|CYP51A1	7.81921639631683	7.71959991740897	7.87121597681613	7.71426418940064	7.79819133071187	7.69396113052296
ENSG00000001631.15|KRIT1	5.31898101814971	5.43324602496284	5.2410895210213	5.49425852574821	5.49805168055574	5.27105435889986
ENSG00000002016.17|RAD52	3.59617238146846	3.73156071014748	3.76027546307792	3.80698241705215	3.50697773428704	3.58123056881478
ENSG00000002330.13|BAD	4.80519588407853	5.02297191158564	4.7987429829318	5.04703005084233	4.57690465555585	5.23365790199837
ENSG00000002549.12|LAP3	6.92199087370349	6.98948981588058	6.82428171590519	6.85871945978433	7.13762852917996	7.00233167429868
ENSG00000002586.20|CD99	7.47262100960428	7.38130323758518	7.44445750194538	7.40525194952058	7.47606124029912	7.38207780261386
ENSG00000002586.20|PAR|Y|CD99	7.47262100960428	7.38130323758518	7.44445750194538	7.40525194952058	7.47606124029912	7.38207780261386
ENSG00000002822.15|MAD1L1	4.15486274540294	4.12931388293179	4.23709257391126	3.78629537432616	4.07770670033104	4.46725860810102
ENSG00000002834.18|LASP1	8.09214831225891	8.20145001530805	7.99669017676501	8.06358341074002	8.18307124488295	8.34385182274598
ENSG00000002919.14|SNX11	4.9398590818278	4.73206786115275	4.93492770585115	4.81333924156631	4.82928760805813	4.76629933048551
ENSG00000003056.8|M6PR	7.49073501356287	7.56663352111978	7.23973661952366	7.2925139545968	7.80146901300423	7.78101748224062
ENSG00000003096.14|KLHL13	7.17808093523882	6.93704668688847	6.83846368207367	6.73702353958546	7.51797904034903	7.13678898224642
ENSG00000003147.19|ICA1	2.12725792298469	1.92555610186985	2.11437829453944	2.21398950694605	2.23493841579807	1.54232183242553
ENSG00000003249.13|DBNDD1	3.58464692504686	3.87945765584183	3.31544430287103	3.67161559632488	3.77523747489352	4.16591178768795
ENSG00000003393.15|ALS2	6.55112894625869	6.67599628923778	6.40215922366618	6.57893684978864	6.76623857424895	6.70691582328919
ENSG00000003402.20|CFLAR	5.95448845938334	6.06849294080614	6.08417622265421	6.14479702103588	6.04288381158942	5.77410574509947
ENSG00000003436.16|TFPI	5.18845365643863	4.87917888303086	5.0045137144795	4.95862399921995	5.16185958219497	5.01026778304458
ENSG00000003509.16|NDUFAF7	4.36309756091359	4.38948487648788	4.17876408784325	4.30515304866227	4.62872556871372	4.39252216958371
ENSG00000003756.16|RBM5	7.89140606270788	7.95107237243887	7.9409694937557	7.9785615061929	8.05312179453275	7.71230407581217
ENSG00000003987.14|MTMR7	-1.3699170350901	0.169409203088049	-0.250055935490087	-0.715044119703096	-0.822783913114776	-0.613131695696136
ENSG00000004059.11|ARF5	6.48552798849546	6.51596090583321	6.35422556710111	6.33867728830781	6.5111944296007	6.79888050364772
ENSG00000004139.14|SARM1	6.2843705044817	6.2875367962243	6.51840780073082	6.45840054285089	5.97578393157997	6.19122232625032
ENSG00000004142.12|POLDIP2	7.19148901384671	7.19178505032217	7.12719688904774	7.09377452015512	7.2652966193385	7.2802800997964
ENSG00000004399.12|PLXND1	1.96470738539724	2.38727383435123	1.93963285243857	1.89482754681621	2.48426489543285	2.38523714480933
ENSG00000004455.16|AK2	7.1829369291975	7.20104590486907	7.28291965235733	7.29953290079684	7.10182922654285	7.08368388843614
ENSG00000004468.13|CD38	0.919868265553329	0.995495601026163	1.28257876587744	0.839279803154466	1.04419248618569	0.664676677941387
ENSG00000004478.8|FKBP4	6.197254030711	6.1711065639377	6.27552628775491	6.21619425387536	6.06632116555099	6.17867948211614
ENSG00000004487.16|KDM1A	6.83310246833284	6.92076423393558	6.78251120710147	6.78022114393693	6.93426540414884	7.01073564934961
ENSG00000004534.15|RBM6	7.2240379056371	7.10830490856516	7.24123642135209	7.18469986456202	7.28370750131984	6.95504184117058
ENSG00000004700.16|RECQL	5.95149200865305	6.0526090866469	5.77827241268194	6.0015833432462	6.20421960013893	6.02412683453283
