Ctrl_923_R2B1	LMP_923_R2B1	Ctrl_923_R3B1	LMP_923_R3B1	Ctrl_923_R1B2	LMP_923_R1B2
ENSG00000147669.11|POLR2K	731	764	743	508	796	749
ENSG00000147677.11|EIF3H	2933	3179	3218	2051	3222	3028
ENSG00000147679.12|UTP23	266	247.03	344.36	190	298	336.44
ENSG00000147684.9|NDUFB9	1265.1	1429.07	1487.68	1062.55	1415.07	1514.08
ENSG00000147687.19|TATDN1	415.78	432.94	414	344.03	436.86	432.74
ENSG00000147724.12|FAM135B	22	26	15	11	21	11
ENSG00000147789.15|ZNF7	665.37	812.47	735.56	528.15	709.95	835.92
ENSG00000147799.11|ARHGAP39	204	287	334	235	284	310
ENSG00000147813.16|NAPRT	73.47	83	150	92	90	106
ENSG00000147852.16|VLDLR	1187	1355	1494	970.71	1458	1363
ENSG00000147853.17|AK3	1102	1250	1129	860	1169	1333
ENSG00000147854.17|UHRF2	1103	1313	1225	782	1209	1220
ENSG00000147862.17|NFIB	2900	2876	3729	2179	3343	2935
ENSG00000147874.11|HAUS6	1934.84	2297.77	2228	1663.88	2054	2294.88
ENSG00000147883.11|CDKN2B	2041	2434	2297.39	2049	2475.68	3158.59
ENSG00000147889.17|CDKN2A	2013.2	2270.78	2719.78	1929.28	2436.94	2229.36
ENSG00000147894.15|C9orf72	371	419	481	301	448	415
ENSG00000147905.17|ZCCHC7	374	410	402	253	375	346
ENSG00000147912.13|FBXO10	553.56	718.03	825.51	552.26	747.23	719.99
ENSG00000147955.17|SIGMAR1	1647	2075	2398	1840	2066	2343
ENSG00000147996.16|CBWD5	375.94	385.35	417.97	213.31	439.71	379.06
ENSG00000148019.13|CEP78	1008	1115	1234	698	1122	1145
ENSG00000148053.16|NTRK2	2525	1818	2934	1466	2727	1946
ENSG00000148057.16|IDNK	29	28	32	21	37	39
ENSG00000148082.10|SHC3	2731	2541	3157	1860	2744	2421
ENSG00000148090.11|AUH	88	79	101	55	95	107
ENSG00000148110.15|MFSD14B	1191.69	1334.89	1394.46	934.48	1382.48	1417.29
ENSG00000148120.16|C9orf3	226	275	284	205	199	263
ENSG00000148143.13|ZNF462	905	1018	1280	695	1139	1005
ENSG00000148153.14|INIP	690	762	797	616	780	892
ENSG00000148154.10|UGCG	388	464	468	335	526	571
ENSG00000148158.17|SNX30	941	1124	1049	839	1023	1266
ENSG00000148175.12|STOM	32	47	31	42	26	51
ENSG00000148180.19|GSN	408	755	575	657	506	699
ENSG00000148187.18|MRRF	631	753.42	822.13	568.48	786	905.76
ENSG00000148200.17|NR6A1	180	181	232	145	217	157
ENSG00000148204.12|CRB2	933	1196.47	1495	1135	1160.48	1358
ENSG00000148218.16|ALAD	767	1048	1084	789	836	1105
ENSG00000148219.16|ASTN2	133	137	151	94	161	138
ENSG00000148225.16|WDR31	257	252	256	159	196	237
ENSG00000148229.13|POLE3	1944	2249	2367	1716.99	2195	2358
ENSG00000148248.14|SURF4	4202	4765	5117	3766	4423	5030
ENSG00000148290.10|SURF1	431	510	443	325	419	451
ENSG00000148291.10|SURF2	200	226	262	193	225	238
ENSG00000148296.7|SURF6	935.48	1085	1320.47	843	1098	1162.45
ENSG00000148297.15|MED22	1072	1304	1508.59	1034.83	1334.73	1295
ENSG00000148300.12|REXO4	588	681	803	607	692	752
ENSG00000148303.17|RPL7A	23574.56	26024.9	27071.51	18517.57	26888.14	26389.03
ENSG00000148308.17|GTF3C5	1335	1679	1825	1364	1546	1747
ENSG00000148331.12|ASB6	952.4	1273.03	1156.74	965.99	1124.74	1332.44
ENSG00000148334.15|PTGES2	589	704	990	664	725	802
ENSG00000148335.14|NTMT1	627.96	677.93	931.12	635.94	746.15	822.33
ENSG00000148337.21|CIZ1	1720	2316.14	2644.12	1854.16	1950.09	2259.29
ENSG00000148339.12|SLC25A25	1301.07	1516.43	1986.36	1290.74	1478.25	1596.19
ENSG00000148341.17|SH3GLB2	838	1151	1112	876	1008	1195
ENSG00000148343.18|MIGA2	459	647	815	592	607	744
ENSG00000148344.11|PTGES	26	51	38	57	30	48
ENSG00000148356.13|LRSAM1	299	393	405	265	386	394
ENSG00000148358.19|GPR107	3245	3865	3781	2668	3332	3929
ENSG00000148362.11|PAXX	311	333	386	260	375	406
ENSG00000148384.13|INPP5E	355	472	575	402	425	489
ENSG00000148396.18|SEC16A	2712.82	3575.88	3663	2834.85	3088.6	3459.72
ENSG00000148399.13|DPH7	658	926	799	616	800	931
ENSG00000148400.11|NOTCH1	2594	3191	4889	3146	3349	3494
ENSG00000148411.8|NACC2	918	978	1306	782	1092	1219
ENSG00000148426.13|PROSER2	33	48	61	28	40	31
ENSG00000148429.14|USP6NL	443	483	454	335	519	498
ENSG00000148444.16|COMMD3	284.49	356.72	308.49	213.6	375.26	345
ENSG00000148450.13|MSRB2	122	134	130	108	152	145
ENSG00000148459.16|PDSS1	140.64	128.48	156.89	108	126.66	157
ENSG00000148468.17|FAM171A1	847	914	1112	771	889	1023
ENSG00000148481.14|MINDY3	203	220	225	145	200	246
ENSG00000148484.18|RSU1	606	610	734	422	706	618
ENSG00000148498.16|PARD3	769	691	892	445	825	660
ENSG00000148516.21|ZEB1	1541.91	1490.23	1950.59	1003.57	1690.5	1457.71
ENSG00000148541.12|FAM13C	37.34	33.54	38.16	32.08	32.43	40.04
ENSG00000148572.16|NRBF2	190	250	247.99	173	234	235
ENSG00000148600.15|CDHR1	542	718	945	539	775	779
ENSG00000148604.14|RGR	106	182	166	133	144	177
ENSG00000148606.13|POLR3A	701	881	940	628	874	974
ENSG00000148634.15|HERC4	394	501	469	338	469	504
ENSG00000148660.20|CAMK2G	387.85	495	469	309	472	459
ENSG00000148672.9|GLUD1	1762.93	1836.64	2115.58	1342	2041.61	2061.96
ENSG00000148688.13|RPP30	224	279	258	165	286	268
ENSG00000148690.12|FRA10AC1	145	120	134	59	126	107
ENSG00000148700.14|ADD3	417	575	463	328	430	490
ENSG00000148704.12|VAX1	10	11	10	2	6	14
ENSG00000148719.15|DNAJB12	397	397	532	308	492	425
ENSG00000148730.7|EIF4EBP2	2370	2597	2830	1920	2720	2832
ENSG00000148737.17|TCF7L2	476	609	678	453.56	591	689.69
ENSG00000148773.14|MKI67	5372	6597	8444	4674	6487	6635
ENSG00000148803.12|FUOM	35	41	36	44	37	35
ENSG00000148814.18|LRRC27	95	131	123	75	126	107
ENSG00000148824.19|MTG1	413.7	485.47	602.93	404.32	515.55	540.91
ENSG00000148832.16|PAOX	24	31	30	35	38	28
ENSG00000148834.13|GSTO1	12	18	19	8	10	12
ENSG00000148835.11|TAF5	104	125	169	112	147	176
ENSG00000148840.11|PPRC1	960	1175	1423	978	1183	1239
ENSG00000148841.17|ITPRIP	286	371	385	316	357	392
ENSG00000148842.18|CNNM2	174.76	191.79	237.2	177.4	163.89	198.57
ENSG00000148843.15|PDCD11	1282	1476	1680	1032	1503	1446
ENSG00000148848.14|ADAM12	62	98	94	63	75	100
ENSG00000148908.15|RGS10	66	67	73	51	57	74
ENSG00000148925.10|BTBD10	736	667	839	538	782	823
ENSG00000148926.10|ADM	101	164	179	106	186	101
ENSG00000148935.11|GAS2	225.15	302.11	208.36	168.22	210.11	222.17
ENSG00000148943.12|LIN7C	627	711	681	514	736	692
ENSG00000148948.8|LRRC4C	96	86	89	39	72	61
ENSG00000148950.11|IMMP1L	125.32	98.67	100.8	80.73	137.41	138.13
ENSG00000148985.19|PGAP2	464	558	593	407	498	515
ENSG00000149016.15|TUT1	572.28	684.36	804.79	649.86	709.99	805.38
ENSG00000149084.13|HSD17B12	1441.82	1389.48	1514.62	957.35	1389.57	1301.82
ENSG00000149089.13|APIP	402	449	490.97	285.86	500	407.97
ENSG00000149091.15|DGKZ	1757.68	2462.28	3028.21	2261.14	2285.5	2795.08
ENSG00000149100.13|EIF3M	2828.96	2965.72	3042	2057.96	3082.96	3083.95
ENSG00000149115.14|TNKS1BP1	1277	1692	2078	1560	1594	2008
ENSG00000149131.15|SERPING1	29	38	15	16	22	17
ENSG00000149136.9|SSRP1	7072.96	7206.98	9221.95	5355.98	8612	7668
ENSG00000149150.9|SLC43A1	188	226	233	202	241	237
ENSG00000149177.13|PTPRJ	1441	1808	1763	1332	1610	1957
ENSG00000149179.13|C11orf49	655	707	782	537	761	709
ENSG00000149182.15|ARFGAP2	1462.67	1952.78	1966.58	1613.34	1818.01	2148.95
ENSG00000149187.18|CELF1	3866	4453	4869	3308	4551	4608
ENSG00000149196.16|HIKESHI	453.91	527	596	393	538.97	598
ENSG00000149201.10|CCDC81	11	18	9	11	13	7
ENSG00000149212.11|SESN3	8464	8949	10025	6147	9362	9500
ENSG00000149218.5|ENDOD1	1620	1547	1802	1142	1681	1764
ENSG00000149231.14|CCDC82	1051	1334	1335	855	1158	1361
ENSG00000149257.14|SERPINH1	3885	5293	5300	4488	4467	5899
ENSG00000149260.17|CAPN5	5282	6914	8132	6086	6682	7995
ENSG00000149262.17|INTS4	702.05	872.25	837.9	585.9	847.68	867.56
ENSG00000149269.9|PAK1	513.99	559	552.56	357.98	493.95	525
ENSG00000149273.15|RPS3	13361	14715	14617.17	10559	14688	14441
ENSG00000149289.11|ZC3H12C	499	598	521	381	499	474
ENSG00000149292.16|TTC12	266	334	340	240	292	379
ENSG00000149294.16|NCAM1	7315.99	7402.62	9581.74	5433.06	8310.72	7639.84
ENSG00000149295.14|DRD2	464	628	809	593	598	808
ENSG00000149300.10|C11orf52	11	10.3	8	16	7	3
ENSG00000149308.17|NPAT	792	892	853	567.99	770.9	888
ENSG00000149311.18|ATM	1700	2017	1943	1292.01	1887.1	2062
ENSG00000149313.11|AASDHPPT	1777	1794	1797	1375	1836	2056
ENSG00000149328.14|GLB1L2	575	520	785	379	693	474
ENSG00000149346.15|SLX4IP	375	460	391	263	413	407
ENSG00000149357.10|LAMTOR1	1197	1290	1562	1065	1452	1427
ENSG00000149403.12|GRIK4	450	334	526	256	441	321
ENSG00000149428.19|HYOU1	8696	10003.74	11962.68	7993.21	10439.46	11068
ENSG00000149451.17|ADAM33	4	13	2	12	3	11
ENSG00000149474.13|KAT14	881.72	1005.86	1099.46	652.03	913.39	1056.52
ENSG00000149476.15|TKFC	458.67	620.2	691.99	540.05	543.2	704.15
ENSG00000149480.7|MTA2	3745	4045	4673	3025	4441	4420
ENSG00000149483.12|TMEM138	426	444	509	354	532	536
ENSG00000149485.18|FADS1	7519.05	7887.81	9034.15	5432.5	8634.47	8182.18
ENSG00000149489.8|ROM1	89.67	94.93	85.85	117.45	90.77	99.92
ENSG00000149499.11|EML3	520.33	674.07	782.15	574.55	637.23	770.08
ENSG00000149503.13|INCENP	1223	1598	2079	1454	1668	1655
ENSG00000149532.15|CPSF7	2907	3884	3843	2749	3551	3720
ENSG00000149541.10|B3GAT3	778	988	1173	913	911	1120
ENSG00000149547.15|EI24	2163	2348	2613	1836	2520	2516
ENSG00000149548.15|CCDC15	142	200	136	139	196	224
ENSG00000149554.12|CHEK1	1163	1474	1370	932	1351	1377
ENSG00000149557.13|FEZ1	3013.87	3367.95	3603.94	2352	3197.94	3243
ENSG00000149564.12|ESAM	21	40	31	23	27	27
ENSG00000149577.15|SIDT2	522	694	622	545	617	624
ENSG00000149582.16|TMEM25	221	367	316	229	272	339
ENSG00000149591.16|TAGLN	53.25	80.45	64.63	55.8	59.96	74.73
ENSG00000149599.15|DUSP15	77	82	78	77	105	101
ENSG00000149600.11|COMMD7	289.6	307.55	312	178	334	289
ENSG00000149609.6|C20orf144	11	11	17.75	12	7	12
ENSG00000149633.12|KIAA1755	51	59	79	34	51	56
ENSG00000149634.4|SPATA25	10	14	19	12	8	19
ENSG00000149636.15|DSN1	801	1078	930	705	946	1062
ENSG00000149639.15|SOGA1	5734	7096	8479	5732	7408	7854
ENSG00000149646.12|CNBD2	46.64	51.46	55	27.35	62.15	58.6
ENSG00000149657.20|LSM14B	2240	2720	3190	2108	2646	2787
ENSG00000149658.18|YTHDF1	1912	2365	2427	1686	2084	2468
ENSG00000149679.11|CABLES2	443	549	540	399	531	543
ENSG00000149716.12|LTO1	277.37	347.16	352.56	266.32	346.21	372.12
ENSG00000149743.14|TRPT1	314.92	462	498	385	401	457
ENSG00000149761.8|NUDT22	166.33	184.25	244.9	176.64	221.9	215.13
ENSG00000149782.11|PLCB3	578	799	864	611	704	791
ENSG00000149792.8|MRPL49	1236	1588.91	1369.01	1218	1423.72	1587
ENSG00000149798.5|CDC42EP2	67	22.49	10.13	46.7	21.55	21.64
ENSG00000149806.11|FAU	2350.1	2658.02	3203.83	2335.35	2788.77	3187.9
ENSG00000149809.14|TM7SF2	663	809	927	713	727	877
ENSG00000149823.9|VPS51	496.5	635	859	616	593	693
ENSG00000149922.10|TBX6	9	19	13	10	26	28
ENSG00000149923.14|PPP4C	1015	1188	1422	1016	1249	1362
ENSG00000149925.19|ALDOA	10259.11	12507.88	15335.98	11602.06	12574.02	13087.89
ENSG00000149926.13|FAM57B	223	240.92	372	264	264	266
ENSG00000149927.18|DOC2A	146.63	170.58	197.52	132.8	164.72	142.67
ENSG00000149929.15|HIRIP3	543.55	555.87	674.45	426.91	600.05	581.27
ENSG00000149930.18|TAOK2	1566	1990	2358	1654	1968	2200
ENSG00000149932.17|TMEM219	605	740	756	516	665	653
ENSG00000149948.13|HMGA2	190	206	212	92	228	222
ENSG00000149970.16|CNKSR2	421	492	517	362	488	479
ENSG00000150093.19|ITGB1	6325.14	6977.16	7482.59	4712.04	6995.29	7233.43
ENSG00000150275.18|PCDH15	72	44	56	10	60	28
ENSG00000150316.12|CWC15	773	810	791	568	786	853
ENSG00000150347.16|ARID5B	180	237	241	154	203	264
ENSG00000150401.15|DCUN1D2	382	485	531	353	502	546
ENSG00000150403.18|TMCO3	981	1065	1182	789	1117	1047
ENSG00000150433.9|TMEM218	379	440	408	297	444	430
ENSG00000150455.13|TIRAP	97.92	131.11	120.96	76.58	108.01	115.47
ENSG00000150457.9|LATS2	176	173	234	151	218	222
ENSG00000150459.12|SAP18	1697	1916	2155	1476	2004	2021
ENSG00000150471.16|ADGRL3	3783	2795	4768	1780	4249	2775
ENSG00000150477.15|KIAA1328	90	129	109	61	134	79
ENSG00000150510.16|FAM124A	22	31	51	30	32	37
ENSG00000150527.17|MIA2	325.75	302.06	370.67	211.3	362.39	308.9
ENSG00000150540.14|HNMT	24	39	15	22	27	32
ENSG00000150551.10|LYPD1	134	108.06	142.84	71	134	93.78
ENSG00000150593.18|PDCD4	713.47	889.48	784.8	600.15	704.45	931.13
ENSG00000150625.16|GPM6A	9432	7884	10301	5615	10326	8323
ENSG00000150627.15|WDR17	218	270	263	143	226	266
ENSG00000150636.17|CCDC102B	214	302	228	203	224	282
ENSG00000150637.9|CD226	10	14	14	22	8	20
ENSG00000150667.8|FSIP1	57	64	47.51	53.71	57.61	59.58
ENSG00000150672.17|DLG2	33	27	20	11	18	38
ENSG00000150687.12|PRSS23	538.17	677.03	530.45	416.04	600.71	667.4
ENSG00000150712.11|MTMR12	762	874	933	669	914	901
ENSG00000150722.10|PPP1R1C	32	56	31	38	39	56
ENSG00000150753.12|CCT5	6753.92	7194.47	8265.72	5170.08	7916.52	7727.74
ENSG00000150756.14|ATPSCKMT	325	374	377	245	393	376
ENSG00000150760.12|DOCK1	1602	1634	1925	1150	1778	1696
ENSG00000150764.13|DIXDC1	824	989	940	690	909	1120
ENSG00000150768.15|DLAT	1410	1510	1698	1052.84	1593	1610
ENSG00000150773.10|PIH1D2	21	28	31	18.27	47.24	39
ENSG00000150776.18|NKAPD1	999.91	1026.43	1239.83	796.34	1111.87	1110.22
ENSG00000150779.11|TIMM8B	867.09	922.57	1009.17	720.55	1012.89	1037.78
ENSG00000150787.8|PTS	338	382	368	226	412	362
ENSG00000150867.14|PIP4K2A	347	344	381	241	364	384
ENSG00000150893.11|FREM2	6291	6315	8661	4393	7704	6402
ENSG00000150907.8|FOXO1	211	302	245	256	276	341
ENSG00000150938.10|CRIM1	1289	1541	1411	1113	1281	1612
ENSG00000150961.15|SEC24D	581	591	615	436	590	624
ENSG00000150967.18|ABCB9	206.56	294.07	291.74	292	262.64	323
ENSG00000150977.10|RILPL2	282	343	348	309	310	423
ENSG00000150990.8|DHX37	382	426	659	424	508	541
ENSG00000150991.15|UBC	16534.78	18182	19174	12145	18506.47	16929
ENSG00000150995.19|ITPR1	298.3	354	355	264	292	387
ENSG00000151006.7|PRSS53	80.44	106.54	139.7	85.96	99.75	99.93
ENSG00000151012.13|SLC7A11	56	77	39	41.91	50	62
ENSG00000151014.6|NOCT	95	110	134	112	110	133
ENSG00000151023.17|ENKUR	97	167	126	83	160	109
ENSG00000151025.11|GPR158	224	306.63	295.26	201.75	228.83	303.56
ENSG00000151065.14|DCP1B	217	253	291	182	266	229
ENSG00000151090.18|THRB	58	80	49	36	46	57
ENSG00000151092.17|NGLY1	357	319	410	234	384	362
ENSG00000151093.8|OXSM	180	211	184	138	211	246
ENSG00000151116.17|UEVLD	405	434	436	269	429	386
ENSG00000151117.9|TMEM86A	86	98	106	81	90	114
ENSG00000151131.11|C12orf45	319	352	389	267	375	330
ENSG00000151135.10|TMEM263	1090	1192	1126	783	1156	1290.65
ENSG00000151148.14|UBE3B	917	1116	1123	884	987	1228
ENSG00000151151.6|IPMK	101	112	100	71	110	96
ENSG00000151164.18|RAD9B	13	15	19	12	19	14
ENSG00000151176.8|PLBD2	1086	1295	1468	1103	1364	1348
ENSG00000151208.17|DLG5	1428.9	1792.68	1813.59	1449.67	1617.29	1885.71
ENSG00000151229.13|SLC2A13	755	713	726	451	725	612
ENSG00000151233.11|GXYLT1	603	620	666	400	691	701
ENSG00000151239.13|TWF1	1666.63	1607	1663.75	1122.76	1798.47	1688.57
ENSG00000151240.17|DIP2C	524	584	694	451	547	540
ENSG00000151247.12|EIF4E	2480.73	2495.1	2787.46	1726.21	2740.3	2599.2
ENSG00000151276.23|MAGI1	1765	1962	2249	1392	1992	2116
ENSG00000151287.17|TEX30	327	388	320	195	301	370
ENSG00000151292.17|CSNK1G3	833	929	893	566	887	870
ENSG00000151304.5|SRFBP1	249	262.1	258	167	286.18	288
ENSG00000151320.11|AKAP6	104	140	109	76	97	102
ENSG00000151322.18|NPAS3	667	394	816	272	718	377
ENSG00000151327.12|FAM177A1	665	724	765	524	703	675
ENSG00000151332.19|MBIP	453	485	481	333	500	496
ENSG00000151348.13|EXT2	1456	1391	1511	992	1605	1456
ENSG00000151353.15|TMEM18	522.96	642	667.95	413.91	601.97	664
ENSG00000151364.17|KCTD14	11	18	12.1	9	11.91	8.44
ENSG00000151366.13|NDUFC2	922.24	994.68	1240.88	883.59	1036.7	1024.3
ENSG00000151376.16|ME3	117	121	163	126	145	165
ENSG00000151413.17|NUBPL	216	186	227	114	233	169
ENSG00000151414.15|NEK7	169	193	180	119	241	205
ENSG00000151422.13|FER	757	682	922	414	846	624
ENSG00000151445.16|VIPAS39	451	584	593	409	549	620
ENSG00000151458.12|ANKRD50	1371	1574	1557	1179	1244	1537
ENSG00000151461.20|UPF2	581	678	688	395	620	656
ENSG00000151465.14|CDC123	769.98	887.7	915	624.85	978	941.85
ENSG00000151466.12|SCLT1	170.4	174.13	175.86	127.24	135.16	206.86
ENSG00000151468.11|CCDC3	24	42	24	22	30	31
ENSG00000151470.13|C4orf33	41.04	32	23.22	26	28.07	28.2
ENSG00000151474.23|FRMD4A	1433.16	1524.4	1968.57	1133.86	1658.56	1686.85
ENSG00000151490.14|PTPRO	482	420	495	276	424	424
ENSG00000151491.14|EPS8	633	635	761	444	731	699
ENSG00000151498.11|ACAD8	922	1100	1063	812	1076	1161
ENSG00000151500.15|THYN1	866	868	992	590	992	905
ENSG00000151502.11|VPS26B	1431.54	1553.09	1911.4	1250.49	1756.38	1863.72
ENSG00000151503.12|NCAPD3	1941.59	2493.73	2480.27	1772.3	2301.68	2574.25
ENSG00000151532.13|VTI1A	227	264	294	178	305	257
ENSG00000151552.12|QDPR	600	669	695	481	689	720
ENSG00000151553.15|FAM160B1	113	141	104	81	104	119
ENSG00000151575.14|TEX9	110.39	121.76	134.1	83.69	133.12	123.75
ENSG00000151576.10|QTRT2	897	1098	1009	732	1029	1069
ENSG00000151611.15|MMAA	141	99	162	70	173.95	137
ENSG00000151612.16|ZNF827	1023	1085	1296	773	1104	1045
ENSG00000151640.13|DPYSL4	389	513	676	390	479	484
ENSG00000151657.12|KIN	149	143	149	84	122	143
ENSG00000151665.12|PIGF	339.3	327.3	374.84	200.03	323.15	298.56
ENSG00000151687.14|ANKAR	10	18	8	11	10	11
ENSG00000151689.13|INPP1	74	106	72	77	89	104
ENSG00000151690.15|MFSD6	239	291	249	198	182	322
ENSG00000151692.15|RNF144A	1818	1995	2176	1236	2275	2015
ENSG00000151693.11|ASAP2	1366.84	1753.74	1776.31	1246.4	1599.04	1842.05
ENSG00000151694.13|ADAM17	2432.91	2509.65	2779.64	1733.3	2653.5	2556.37
ENSG00000151718.16|WWC2	992	919.34	1071.1	709.39	1020.89	1053.49
ENSG00000151725.12|CENPU	1017.25	1207.2	1134.61	838.06	1097.11	1271.77
ENSG00000151726.14|ACSL1	636	745	814	536	703	802
ENSG00000151729.11|SLC25A4	935	1284	1056	1016	1006	1345
ENSG00000151743.11|AMN1	121.67	101.53	132.24	68	104.13	83.54
ENSG00000151746.14|BICD1	1101	1240	1349	842	1216	1231
ENSG00000151748.14|SAV1	375.65	453.36	465.72	339.34	481.74	514.18
ENSG00000151779.13|NBAS	14939	14164	17946	9866	15968	14257
ENSG00000151790.9|TDO2	13	23	13	27	14	14
ENSG00000151806.14|GUF1	603	654	785	468	690	750
ENSG00000151835.16|SACS	3855	4037	4695	2672	4015	4084
ENSG00000151849.15|CENPJ	613	878	761	500	678	805
ENSG00000151876.13|FBXO4	68	43	65	55	84	52
ENSG00000151881.14|TMEM267	183	160	179	136	176	180
ENSG00000151893.15|CACUL1	674	764	857	544	755	784
ENSG00000151914.20|DST	2766	3258	3918	1980	2803	2902
ENSG00000151917.18|BEND6	94	88	83	57	88	112
ENSG00000151923.17|TIAL1	940	1072	1117	726	1011	1019
ENSG00000151929.9|BAG3	140	165	247	154	191	222
ENSG00000151967.18|SCHIP1	1696.03	1989.9	2295.94	1778.17	2119.85	1995.61
ENSG00000152049.6|KCNE4	555	548	739	522	691	704
ENSG00000152056.17|AP1S3	119.38	101	137	69.99	109	126
ENSG00000152061.23|RABGAP1L	223	200	284	125	258	212
ENSG00000152076.18|CCDC74B	153.01	198.44	193.03	165.74	175.65	239.57
ENSG00000152078.10|TMEM56	11	11.12	10.19	1	11.11	11
ENSG00000152082.14|MZT2B	129.81	185.53	304.52	195.25	217.88	225.31
ENSG00000152092.16|ASTN1	915	761	974	452	914	723
ENSG00000152102.18|FAM168B	5242	5894	6337	4273	5931	5749
ENSG00000152104.12|PTPN14	283.33	326	327	222	342	343.26
ENSG00000152117.17|AC073869.1	489.06	739.16	761.77	541.3	550.32	618.88
ENSG00000152127.9|MGAT5	3974	3621	4559	2501	4136	3531
ENSG00000152128.13|TMEM163	22	17	33	14	25	32
ENSG00000152133.14|GPATCH11	611	655	687	390	733	692
ENSG00000152137.6|HSPB8	56	66	68	66	44	83
ENSG00000152147.11|GEMIN6	346	329	430	278	454	388
ENSG00000152154.11|TMEM178A	168	178	183	149	216	244
ENSG00000152193.8|RNF219	253.85	307	335	229	299	337
ENSG00000152214.14|RIT2	72	75	41	39	46	56
ENSG00000152217.18|SETBP1	507	633	678	411	643	566
ENSG00000152219.5|ARL14EP	403	438	397	348	469	496
ENSG00000152223.14|EPG5	696	811	870	655	808	797
ENSG00000152229.18|PSTPIP2	125	151	133	102	117	123
ENSG00000152234.16|ATP5F1A	8267	9060	9694	6771	9638	9929
ENSG00000152240.13|HAUS1	760	805	793	518	824	792
ENSG00000152242.11|C18orf25	832	961	916	759	983	1006
ENSG00000152253.9|SPC25	342	384	409	213	368	352
ENSG00000152256.13|PDK1	1026	1171	1249.97	771	1150	964
ENSG00000152270.9|PDE3B	529	608	753	511	614	746
ENSG00000152284.5|TCF7L1	354	458	500	358	385	448
ENSG00000152291.14|TGOLN2	5218	5713	6519	4109	6069	6203
ENSG00000152332.16|UHMK1	2624	2855	2743	2184	2804	3204
ENSG00000152348.16|ATG10	88.2	76.28	114.5	52.69	129.64	87.18
ENSG00000152359.14|POC5	188	201	217	163	214	256
ENSG00000152377.14|SPOCK1	33	40	41	23	36	55
ENSG00000152380.10|FAM151B	22	14	15	11	16	21
ENSG00000152382.6|TADA1	225	293	226	168	312	214
ENSG00000152404.15|CWF19L2	177	252	199	164	232	230
ENSG00000152409.9|JMY	509	655	557	409	589	601
ENSG00000152413.14|HOMER1	2444	2486	2622	1880	2605	2809
ENSG00000152422.15|XRCC4	158	185	195	139	197	193
ENSG00000152433.14|ZNF547	96.93	116.23	122.4	108.01	89.42	107.97
ENSG00000152439.12|ZNF773	153.23	164.34	151.75	102.96	157.5	167.06
ENSG00000152443.13|ZNF776	631	728.84	765	494.7	644.92	731
ENSG00000152454.4|ZNF256	26	39	27	19	25	34
ENSG00000152455.15|SUV39H2	309	343	393	297	353	348
ENSG00000152457.18|DCLRE1C	149	165	186	138	164	190
ENSG00000152464.15|RPP38	105.12	124.49	111.95	77.26	109.28	109.73
ENSG00000152465.18|NMT2	231.88	296.51	247.05	211.74	256.46	324.27
ENSG00000152475.7|ZNF837	9	22	25	9	8	17
ENSG00000152484.14|USP12	716	625	706	446	687	635
ENSG00000152492.15|CCDC50	501	430	539	282	519	432
ENSG00000152495.11|CAMK4	29	20	8	8	13	9
ENSG00000152503.9|TRIM36	898	1110	1106	928	932	1274
ENSG00000152518.8|ZFP36L2	853	938	1332	725	1165	975
ENSG00000152520.14|PAN3	649	691	735	493	619	754
ENSG00000152527.14|PLEKHH2	1158	1582	1378	1001	1323	1461
ENSG00000152556.17|PFKM	2587	2926	3065	2105	2973.3	3045
ENSG00000152558.15|TMEM123	4073	4419	4276	2845	4032	4226
ENSG00000152580.8|IGSF10	38.59	58.57	59.38	41.98	46.36	56.59
ENSG00000152583.12|SPARCL1	265	480	260	283	277	426
ENSG00000152601.17|MBNL1	1819.72	1964.62	2223.75	1465.3	2123.06	2153.72
ENSG00000152620.13|NADK2	1230	1429	1247	981	1207	1399
ENSG00000152642.10|GPD1L	1073	1176	1240	863	1269	1305
ENSG00000152661.8|GJA1	4013	3932	4743	3131	4721.99	4546.99
ENSG00000152683.14|SLC30A6	634	803	772	550	749	791
ENSG00000152684.11|PELO	263	293	370	240	298.99	324
ENSG00000152700.14|SAR1B	1052.5	1012.68	1135.51	765.85	1099.45	1058.57
ENSG00000152749.8|GPR180	325	367	400	236	375	402
ENSG00000152763.17|WDR78	37	53	33	22	28	48
ENSG00000152767.16|FARP1	3378.64	3536.54	4569.62	2615.22	3812.38	3358.02
ENSG00000152778.9|IFIT5	402	441	392	303	450	447
ENSG00000152782.16|PANK1	248.47	265	299	202	305	329
ENSG00000152795.17|HNRNPDL	7044	8175	8661	5083	8298	7963
ENSG00000152818.18|UTRN	32	19	25	9	10	17
ENSG00000152894.14|PTPRK	2297	2101	2796	1426	2441	2043
ENSG00000152904.11|GGPS1	608.63	613.59	637.2	428.66	636.55	655.86
ENSG00000152926.14|ZNF117	853.83	1102.48	1030.64	660.49	942.19	942.5
ENSG00000152932.8|RAB3C	37	46	22	22	17	25
ENSG00000152942.19|RAD17	510.67	616.15	585.11	380.02	571.43	592.42
ENSG00000152944.9|MED21	457	533	512	413	526	571
ENSG00000152952.12|PLOD2	888	950	976	574	1036	791
ENSG00000152953.13|STK32B	43	66	76	36	62	67
ENSG00000152954.12|NRSN1	60	81	91	52	98	86
ENSG00000152977.10|ZIC1	365	510	489.98	404	431	565
