Ctrl_417_R1B1	LMP_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2
ENSG00000131165.15|CHMP1A	1751	1688	1474	1252	1220	1383
ENSG00000131171.13|SH3BGRL	2337	1882	1838	1735	1548	1089
ENSG00000131174.6|COX7B	2050	1629	1326	1390	1593	1361
ENSG00000131187.9|F12	23	35	21	31	27	52
ENSG00000131188.12|PRR7	34	29	20	32	17	29
ENSG00000131236.17|CAP1	7678.78	6362.2	6471.56	5809.26	8695.51	7645.84
ENSG00000131238.17|PPT1	3769.22	3205.8	2832.44	2556.74	3185.49	2712.16
ENSG00000131263.12|RLIM	1521	1449	1477	1405	1791	1496
ENSG00000131269.17|ABCB7	650	543	486	435	547	461
ENSG00000131323.14|TRAF3	1069	951	800	760	871	842
ENSG00000131351.15|HAUS8	572	479	504	547	530	572
ENSG00000131368.8|MRPS25	1563.48	1377.36	1323.11	1194.51	1667.13	1466.06
ENSG00000131370.16|SH3BP5	974.23	742.85	784.49	657.01	1411.43	1404.92
ENSG00000131373.14|HACL1	393.12	329.6	251.31	270.65	454.93	355.79
ENSG00000131374.14|TBC1D5	3091	2094	2409	1880	2368	1494
ENSG00000131375.10|CAPN7	1515	1243	1079	1060	1403	1132
ENSG00000131378.14|RFTN1	2204	1897	1957	1759	1869	1515
ENSG00000131381.12|RBSN	1548	1377	1226	1134	1139	1068
ENSG00000131386.19|GALNT15	32	13	19	15	6	3
ENSG00000131389.17|SLC6A6	244.32	188.15	279	203	384.49	382
ENSG00000131398.13|KCNC3	28	21	28	20	6	12
ENSG00000131400.8|NAPSA	18.66	16.29	23.29	27.07	21.05	14.24
ENSG00000131408.14|NR1H2	1007.34	928.71	756.71	721.93	586.95	823.76
ENSG00000131409.13|LRRC4B	651	598	562	454	311	464
ENSG00000131437.15|KIF3A	438	430	411	380	401	335
ENSG00000131446.16|MGAT1	1601	1450	1242	1154	1199	1369
ENSG00000131459.13|GFPT2	411	300	282	281	545	584
ENSG00000131462.8|TUBG1	2729.8	2678.56	2469.13	2519.85	2950.22	3836.22
ENSG00000131467.10|PSME3	3218	2656	2240	2190	3036	2813.75
ENSG00000131469.14|RPL27	4861	3695	3527	3138	4157	3459
ENSG00000131470.14|PSMC3IP	506.6	451.12	460.9	526.67	607.25	731.53
ENSG00000131473.17|ACLY	9153.7	8120.05	7801.65	6964.44	10052.78	10204.41
ENSG00000131475.7|VPS25	1021	924	687	688	979	954
ENSG00000131477.11|RAMP2	181	173.29	172	131	160	164
ENSG00000131480.9|AOC2	13	14	15	24	16	11
ENSG00000131495.8|NDUFA2	449	415.91	333	329	340	311
ENSG00000131503.21|ANKHD1	2607.29	2172.12	2504.55	2084.15	2658.25	2258.18
ENSG00000131504.17|DIAPH1	3328	2952	2739	2763	4706	4675
ENSG00000131507.11|NDFIP1	4142	3599	3216	3127	3037	2402
ENSG00000131508.16|UBE2D2	1592.44	1308	1202.43	1076	1459.78	1168
ENSG00000131558.15|EXOC4	2308	1475	1858	1333	2307	1232
ENSG00000131584.19|ACAP3	4760.52	4134.52	3999.55	3283	2387	2896.36
ENSG00000131591.17|C1orf159	108	90	72	66	56	59
ENSG00000131626.18|PPFIA1	1864.91	1629.97	1600.98	1392.91	1673.94	1589.9
ENSG00000131650.14|KREMEN2	33.95	20.63	15.24	17.81	61.25	76.79
ENSG00000131652.14|THOC6	498.66	425.7	398.83	319.47	345.28	452.68
ENSG00000131653.13|TRAF7	1527.49	1563.53	1318.2	1218.58	1103.4	1445.5
ENSG00000131669.10|NINJ1	1490	1417	1151	1206	728	921
ENSG00000131697.18|NPHP4	321	261	247	247	218	280
ENSG00000131711.15|MAP1B	3384	3109	3217	3117	10423	9951
ENSG00000131724.11|IL13RA1	652	587	542	548	915	776
ENSG00000131725.14|WDR44	652	656	583	517	692	655
ENSG00000131732.12|ZCCHC9	278	293	275	275	371	259
ENSG00000131747.15|TOP2A	10758	9578	10970	13936	14700	14968
ENSG00000131748.16|STARD3	940	845	675	746	632	696
ENSG00000131759.18|RARA	321.95	280.98	335.89	253.95	270.67	362
ENSG00000131771.14|PPP1R1B	134	175	122	114	71	67
ENSG00000131773.14|KHDRBS3	986	772	719	734	1032	963
ENSG00000131778.19|CHD1L	2512.35	2032	2240.41	1941.91	2061.66	1753.53
ENSG00000131779.11|PEX11B	792	695.96	544	555	860.96	687.99
ENSG00000131781.13|FMO5	693	606	687	696	626	459
ENSG00000131788.16|PIAS3	1658.85	1464.81	1345.58	1125.75	1344.15	1154.44
ENSG00000131791.8|PRKAB2	604	550	534	504	717	540
ENSG00000131797.12|CLUHP3	236.64	207.02	177	208	271	204
ENSG00000131828.13|PDHA1	2794.21	2363.87	2211.95	2064.94	2505.98	2519.59
ENSG00000131844.16|MCCC2	1396	1176	1067	1077	1336	1132
ENSG00000131845.14|ZNF304	203.79	192.98	220.66	177.87	185	162
ENSG00000131848.9|ZSCAN5A	111.49	79	68.95	78.3	81	61
ENSG00000131849.12|ZNF132	100	75	99	58	96	70
ENSG00000131871.15|SELENOS	1478	1205	1142	1129	1374	1226
ENSG00000131873.7|CHSY1	3715	2798	3229	2824	2812	2281
ENSG00000131876.17|SNRPA1	812.93	731	638.99	563.99	908.96	842.98
ENSG00000131899.11|LLGL1	1275	1299	1039	1062	923	1280
ENSG00000131931.8|THAP1	224	210	202	192	224	161
ENSG00000131943.17|C19orf12	209	212	188	192	215	191
ENSG00000131944.9|FAAP24	91	78	88	101	137	119
ENSG00000131966.14|ACTR10	1405	1228	1032	1000	1285	1015
ENSG00000131979.19|GCH1	215	184	151	167	321	250
ENSG00000131981.16|LGALS3	23	23	19	28	21	15
ENSG00000132000.13|PODNL1	18.19	24.03	26	29.72	19	39.73
ENSG00000132002.8|DNAJB1	3460.55	3099.07	3034.32	2880.44	4201.01	3982.73
ENSG00000132003.9|ZSWIM4	308.92	353.36	276.06	215.23	260.59	318.82
ENSG00000132004.13|FBXW9	132	115	91	87	78.54	112
ENSG00000132005.9|RFX1	228	207	193	175	136	167
ENSG00000132010.16|ZNF20	111.29	117.16	115.02	98.06	118.15	80.16
ENSG00000132016.11|C19orf57	580	718	599	646	380	429
ENSG00000132017.10|DCAF15	804.81	795.97	674	697.28	598	857.27
ENSG00000132024.17|CC2D1A	2102	2077	1649	1559	1407	1558
ENSG00000132026.13|RTBDN	37.82	33	24	28	9	22.83
ENSG00000132109.10|TRIM21	184	199	183	163	247	216
ENSG00000132128.16|LRRC41	1508.69	1409.96	1201.68	1121.61	1256.36	1234.03
ENSG00000132141.14|CCT6B	81	87	66	58	44	42
ENSG00000132153.15|DHX30	2261	2266	1744	1726	1788	2170
ENSG00000132155.11|RAF1	3435	2965	2453	2285	3409	2693
ENSG00000132182.12|NUP210	1292	1032	965	833	1588	1653
ENSG00000132185.16|FCRLA	300	174	302	258	438	389
ENSG00000132196.14|HSD17B7	759.12	582.3	711.37	613.33	971.5	870.51
ENSG00000132199.20|ENOSF1	146.17	122.79	127.63	117.16	148.34	148.74
ENSG00000132205.11|EMILIN2	83	53	80	49	22	29
ENSG00000132207.17|SLX1A	206.36	198.45	225.36	136.17	184.11	267.83
ENSG00000132254.12|ARFIP2	771	676	619	594	682	573
ENSG00000132256.18|TRIM5	256	200	184.96	197.99	191	176
ENSG00000132274.16|TRIM22	173	54	166	145	99	77
ENSG00000132275.11|RRP8	258	237	248	243	259	233
ENSG00000132286.12|TIMM10B	526	444	424	337.49	450	330
ENSG00000132294.15|EFR3A	2830	2234	2414	2324	2314	2039
ENSG00000132300.19|PTCD3	2038	1443	1414	1391	1753	1473
ENSG00000132305.20|IMMT	2946	2306	2345	2298	2935	2709
ENSG00000132313.15|MRPL35	982.98	822	848	782	935	862.98
ENSG00000132323.9|ILKAP	689	559	537	500	619	567
ENSG00000132326.12|PER2	781	784.98	697.99	577.96	395.94	310.97
ENSG00000132329.11|RAMP1	1409	1305	1102	1009	407	537
ENSG00000132330.17|SCLY	628	535.02	568	511.03	360.78	418
ENSG00000132334.16|PTPRE	1652	1215	1127	994	1194	1105
ENSG00000132341.12|RAN	5232.86	4024.95	3822.95	3923.95	5074.92	4820.93
ENSG00000132356.11|PRKAA1	1509	1332	1346	1274	1576	1339
ENSG00000132357.14|CARD6	19	13	36	44	70	62
ENSG00000132359.15|RAP1GAP2	32	28	42	28	34	40
ENSG00000132361.17|CLUH	1513.37	1455	1290	1136	1121	1461
ENSG00000132376.20|INPP5K	636	624	477	441	593	485
ENSG00000132382.14|MYBBP1A	924	834	807.87	680	653.28	884
ENSG00000132383.11|RPA1	4088	3535	3392	3507	4605	4273
ENSG00000132386.11|SERPINF1	13	15	28	17	10	16
ENSG00000132388.12|UBE2G1	1466	1159	968	975	1472	1282
ENSG00000132394.11|EEFSEC	535.54	448.53	471.9	380	340	352.86
ENSG00000132405.19|TBC1D14	3159.11	2769.76	2629.47	2410	2225.23	2120
ENSG00000132406.12|TMEM128	628	465	435	414	395	369
ENSG00000132423.12|COQ3	152	99	87	82	118	82
ENSG00000132424.16|PNISR	5181.92	4685.78	4563.9	4128	4650.93	3427.79
ENSG00000132432.14|SEC61G	614	444	546	493	588	413
ENSG00000132434.9|LANCL2	885	754	621	563	716	554
ENSG00000132436.11|FIGNL1	746	626	641	767	965	960
ENSG00000132463.14|GRSF1	1132	1029	903	880	975	948
ENSG00000132466.18|ANKRD17	2182	1815	1962	1657	1900	1681
ENSG00000132467.4|UTP3	357	336	287	267	425	378
ENSG00000132470.14|ITGB4	107	112	82	75	65	100
ENSG00000132471.12|WBP2	4689	4475	3726	3215	3034	3147
ENSG00000132475.10|H3F3B	9586.08	7960.02	7033.03	6721.05	6555.03	5698.05
ENSG00000132478.10|UNK	1236.88	1159.93	959.96	883.93	663.97	744.95
ENSG00000132481.7|AC087289.1	208.33	233.82	183.25	230.61	265.42	385.92
ENSG00000132485.14|ZRANB2	2701	2033	2068	1909	2330.87	1801.84
ENSG00000132507.18|EIF5A	6120.86	4867.71	4319.68	3953.7	5515.86	5526.98
ENSG00000132510.10|KDM6B	466	474	444	358	275	330
ENSG00000132522.16|GPS2	1599.63	1493.22	1247.24	1215.25	1227.56	1346.56
ENSG00000132535.19|DLG4	2529	2709	2379	1945	1900	1683
ENSG00000132541.11|RIDA	158	135	110	105	125	106
ENSG00000132549.18|VPS13B	796	485	704	510	518	385
ENSG00000132561.14|MATN2	2397	2308	2656	2782	2255	1900
ENSG00000132563.16|REEP2	1444	1415	1112	1025	928	1137
ENSG00000132570.14|PCBD2	244.99	224	206.89	225	216	200
ENSG00000132581.9|SDF2	1356	1160.53	1008	952.89	1179.3	1007
ENSG00000132589.16|FLOT2	5315	5324	4421	4356	4016	4416
ENSG00000132591.12|ERAL1	2018.06	1813.85	1458.82	1313.75	1485.93	1341.01
ENSG00000132600.16|PRMT7	519.58	519.67	473.57	379.57	374.16	373.83
ENSG00000132603.15|NIP7	582.2	494.06	442.21	397.03	554.07	534.25
ENSG00000132604.11|TERF2	1332.93	1134	1045	981	1000	865.98
ENSG00000132612.16|VPS4A	2344.27	2221.64	1895.59	1756.23	2021.73	1839.65
ENSG00000132613.15|MTSS1L	2168.71	2256.42	1818.49	1692.87	1444.05	1744.06
ENSG00000132635.17|PCED1A	1869	1870	1464	1310	1113	1203
ENSG00000132639.12|SNAP25	4	3	11	10	86	47
ENSG00000132640.15|BTBD3	1084.92	907	1117.94	1070.79	760	632.8
ENSG00000132646.11|PCNA	3907	2898	3169	2972	4023	3712
ENSG00000132661.4|NXT1	289	244	213	217	299	256
ENSG00000132664.12|POLR3F	165	158	168	169	157	191
ENSG00000132669.13|RIN2	2324.18	2084.12	2234.14	1901.16	2009.07	1336.35
ENSG00000132670.20|PTPRA	5963.39	5064.35	4818.57	4237.71	4314.55	3427.35
ENSG00000132676.16|DAP3	1697.43	1481	1347.08	1239.09	2039	1825.18
ENSG00000132680.11|KHDC4	2031	1789	1738	1667	2034	1616
ENSG00000132688.11|NES	15150	12558	13812	11824	11092	10259
ENSG00000132692.19|BCAN	1199.52	1224.7	1028.22	1008.06	391.27	416.67
ENSG00000132694.18|ARHGEF11	2257	2135	1976	1687	1586	1476
ENSG00000132716.18|DCAF8	4274.93	3749.69	3246.49	2997.48	3271.42	2862.51
ENSG00000132718.9|SYT11	11194	8933	9174	7844	6494	5158
ENSG00000132740.8|IGHMBP2	494	434	344	342	312	401
ENSG00000132763.15|MMACHC	352.49	292.63	320	311	309	277
ENSG00000132768.14|DPH2	503.89	423.81	339.97	286.9	359.96	334.98
ENSG00000132773.12|TOE1	405.01	358.36	286.1	342.56	301.61	312.9
ENSG00000132780.17|NASP	3820	3122	3100	2978	3490	3009
ENSG00000132781.17|MUTYH	406.99	408.64	331.9	364.44	215.39	289.1
ENSG00000132792.19|CTNNBL1	1225	965	951	880	983	815
ENSG00000132801.7|ZSWIM3	140	153	113	115	182	176
ENSG00000132819.17|RBM38	649	680.81	465	468	507.97	649
ENSG00000132821.12|VSTM2L	22	33	37	46	18	51
ENSG00000132823.11|OSER1	711	563	529	586	1015	867
ENSG00000132824.14|SERINC3	4920	4161	4188	3938	4613	3848.82
ENSG00000132825.7|PPP1R3D	167	128	147	135	122	100
ENSG00000132842.13|AP3B1	1941	1550	1775	1601	1842	1523
ENSG00000132846.6|ZBED3	1039.5	1000.92	841.66	841.79	856.93	899.16
ENSG00000132849.20|PATJ	956	844	778	783	833	710
ENSG00000132879.14|FBXO44	594.56	629.78	453.78	403	412	449.78
ENSG00000132881.12|CPLANE2	44	44	29	28	24	31
ENSG00000132906.18|CASP9	448	432	370	331	381	340
ENSG00000132912.12|DCTN4	2827	2425	2282	2194	2358	1996
ENSG00000132938.20|MTUS2	12	15	12	8	37	36
ENSG00000132950.19|ZMYM5	585	440	441	322	568	439
ENSG00000132952.12|USPL1	519	432	445	427	691	589
ENSG00000132953.16|XPO4	1594	1284	1323	1114	1610	1328
ENSG00000132963.8|POMP	1789	1397	1331	1353	2223	1899
ENSG00000132964.12|CDK8	454	348	426	366	567	473
ENSG00000132967.9|HMGB1P5	294.56	238.91	233.34	187.81	389.47	279.04
ENSG00000132970.12|WASF3	1770.98	1492.48	1768	1663	1428.78	1235
ENSG00000133019.11|CHRM3	458	283	383	332	675	523
ENSG00000133026.12|MYH10	3014	2676	2896	2773	4246	4013
ENSG00000133027.18|PEMT	277	266.93	225	173.95	162	162.87
ENSG00000133028.12|SCO1	702	570	613	556	692	665
ENSG00000133030.21|MPRIP	5966.1	5202.31	4899.96	4462.56	4832.96	4656.13
ENSG00000133055.9|MYBPH	43	28	38	23	44	20
ENSG00000133056.13|PIK3C2B	419	405	304	255	308	278
ENSG00000133059.17|DSTYK	1171	1191	980	1013	1163	1011
ENSG00000133065.11|SLC41A1	2568	2486	2310	2115	2453	2557
ENSG00000133069.17|TMCC2	330	291	223	170	222	266
ENSG00000133083.14|DCLK1	50	53	85	58	288	218
ENSG00000133103.17|COG6	1010	780	849	811	866	633
ENSG00000133104.14|SPART	2525	2094	1769	1852	3271	2847
ENSG00000133106.14|EPSTI1	149	52	178	113	122	76
ENSG00000133110.15|POSTN	85	41	63	57	29	25
ENSG00000133111.3|RFXAP	297	244	229	205	239	228
ENSG00000133112.16|TPT1	19117.66	15927	14811.54	14419	25514.33	22541
ENSG00000133114.17|GPALPP1	712	603	582	560	749	622
ENSG00000133119.13|RFC3	1241	1030	949	1118	1416	1340
ENSG00000133121.21|STARD13	1236.7	1112	1081	891	1189	947
ENSG00000133131.15|MORC4	342	265	281	302	348	281
ENSG00000133134.11|BEX2	30	36	18	27	127	109
ENSG00000133138.20|TBC1D8B	145	139	161	162	214	182
ENSG00000133142.17|TCEAL4	3412	2993	2581	2432	3232	2589
ENSG00000133169.6|BEX1	49	31	21	25	69	84
ENSG00000133193.12|FAM104A	1264.42	1030.46	979.41	933.45	1119.76	1006.04
ENSG00000133195.11|SLC39A11	648	473	459	392	410	287
ENSG00000133216.16|EPHB2	176	195	103	67	308	386
ENSG00000133226.17|SRRM1	3342.95	3183.95	3202.98	3012	2947.98	2485.95
ENSG00000133243.8|BTBD2	1778.55	1822.65	1546.77	1472.65	792.63	1172
ENSG00000133246.12|PRAM1	19	21	11	12	8	11
ENSG00000133247.14|KMT5C	118	132	138	97	101	126
ENSG00000133250.14|ZNF414	319	263	213	182	85	178
ENSG00000133265.11|HSPBP1	245	244	202	172	136	165
ENSG00000133275.16|CSNK1G2	1397	1368	1220	1095	982	1359
ENSG00000133302.13|SLF1	129	115	165	134	208	181
ENSG00000133313.15|CNDP2	3701	3295	3077	2937	4015	3473
ENSG00000133315.11|MACROD1	232	164	202	176	147	151
ENSG00000133316.15|WDR74	628.58	611.9	445.96	396.05	526.9	558.99
ENSG00000133318.13|RTN3	7378.93	6331	5538.99	5429	6376.96	5552.99
ENSG00000133321.11|RARRES3	205	219	182	197	131	128
ENSG00000133392.18|MYH11	21.1	17.09	26.23	18.13	15.07	19.06
ENSG00000133393.13|FOPNL	882	840	768	810	815	741
ENSG00000133398.4|MED10	275	205	190	178	267	258
ENSG00000133401.16|PDZD2	770	639	1036	864	295	229
ENSG00000133422.13|MORC2	1614.8	1613	1667.65	1505.13	1419.88	1346.29
ENSG00000133424.20|LARGE1	750	551	659	512	728	524
ENSG00000133433.10|GSTT2B	172	181.91	117.93	130.53	122	116.86
ENSG00000133460.19|SLC2A11	339.74	331.79	282.34	254.94	270.94	244.85
ENSG00000133466.14|C1QTNF6	640.58	709	581	518.88	381	344
ENSG00000133597.11|ADCK2	654	668	495	567	610	753.79
ENSG00000133606.11|MKRN1	1778	1518	1284	1133	1695	1398
ENSG00000133612.19|AGAP3	1645	1642	1388	1245	1056	1148
ENSG00000133619.17|KRBA1	407	370	334	310	278	265
ENSG00000133624.13|ZNF767P	556.61	527.04	504.06	436.08	471.36	360.12
ENSG00000133627.18|ACTR3B	211.71	181	156	136	138.74	119
ENSG00000133639.5|BTG1	483	467.86	391.82	395.84	671	559
ENSG00000133641.18|C12orf29	312.3	245.05	219.38	225.86	271.65	230.98
ENSG00000133657.15|ATP13A3	4801	3686.45	4121.85	3690.36	5816.5	4868.68
ENSG00000133678.14|TMEM254	630	482	425.73	401	397	344.81
ENSG00000133687.16|TMTC1	2115	1536	1640	1268	1902	1423
ENSG00000133703.11|KRAS	870.07	823.68	715.29	788.67	1080.92	939.47
ENSG00000133704.10|IPO8	1475	1192	1258	1123	1406	1264
ENSG00000133706.18|LARS	2036	1710	1626	1360	1764	1433
ENSG00000133731.10|IMPA1	372	290	299	283	328	294
ENSG00000133739.16|LRRCC1	448	364	413	396	339	283
ENSG00000133740.11|E2F5	115.92	80.98	88.68	84.09	117.07	106.61
ENSG00000133773.12|CCDC59	326.63	244	239	216	329	292.18
ENSG00000133789.15|SWAP70	440	434	444	445	406	359
ENSG00000133794.17|ARNTL	527	393	403	355	382	371
ENSG00000133812.15|SBF2	1286.85	889	1135.99	826.99	909.98	533.96
ENSG00000133816.15|MICAL2	105	77.59	70.36	86	119	101.35
ENSG00000133818.14|RRAS2	151.64	100.75	105.98	131	273.9	251.98
ENSG00000133835.15|HSD17B4	3205	2757	2623	2581	2605	2234
ENSG00000133858.15|ZFC3H1	1104	871	1059	976	1310	977
ENSG00000133863.8|TEX15	41	34	25	44	42	40
ENSG00000133872.13|SARAF	2482	2082.99	1769	1935.99	2129	1956
ENSG00000133874.2|RNF122	96	118	101	107	91	104
ENSG00000133878.9|DUSP26	106	105	73	76	84	102
ENSG00000133884.10|DPF2	2631	2502	2166	2050	2209	1933
ENSG00000133895.14|MEN1	1509	1386	1227	1224	1275	1411
ENSG00000133935.6|ERG28	1789	1399	1308	1142	1845	1763
ENSG00000133937.4|GSC	97	115	79	87	99	88
ENSG00000133943.20|DGLUCY	1748.37	1469.36	1430.58	1118.26	1355.83	1106.8
ENSG00000133958.13|UNC79	103	85	109	69	41	25
ENSG00000133961.20|NUMB	2343	1980	2230	1949	1867	1615
ENSG00000133983.15|COX16	682.79	501.41	458.22	405	508.05	403.09
ENSG00000133985.3|TTC9	593	541	771	732	855	696
ENSG00000133997.11|MED6	390	341	304	289	442	342.22
ENSG00000134001.13|EIF2S1	2334	1916	1812	1731	2273	2077
ENSG00000134013.15|LOXL2	153.98	143	259.49	201.98	317.64	344
ENSG00000134014.17|ELP3	803	663	619	510	666	579
ENSG00000134030.14|CTIF	1037	992	918	711	962	835
ENSG00000134042.13|MRO	88	78	86	73	51	39
ENSG00000134046.12|MBD2	1410	1199	1109	950	1646	1501
ENSG00000134049.6|IER3IP1	887.54	655.66	672.87	601.17	1124.52	878.69
ENSG00000134056.12|MRPS36	344	304	230	237	347	344
ENSG00000134057.15|CCNB1	1736	1410	1688	1865	2404	2605
ENSG00000134058.12|CDK7	263	205	162	191	295	237
ENSG00000134061.5|CD180	42	26	36	35	18	9
ENSG00000134072.11|CAMK1	806.38	668.71	565.75	514.2	714.05	772.63
ENSG00000134077.16|THUMPD3	1224.9	976	1032	960.7	1120.88	1079.75
ENSG00000134086.7|VHL	2442	2187	1832	1857	2077	1729
ENSG00000134107.4|BHLHE40	680	626	1019	879	942	1040
ENSG00000134108.13|ARL8B	1893	1602	1493	1481	2484	2120
ENSG00000134109.11|EDEM1	1595.96	1177.89	1271	1244.94	2203	2091.98
ENSG00000134138.20|MEIS2	2230.86	1867.93	1752.2	1569.45	1658.43	1349.35
ENSG00000134146.12|DPH6	94	54	69	45	75	55
ENSG00000134152.11|KATNBL1	423	366	325	344	381	341
ENSG00000134153.10|EMC7	1127	929	786	791	856	855
ENSG00000134186.12|PRPF38B	1711	1584	1497	1461	1571	1379
ENSG00000134202.10|GSTM3	1471	1388	995	1139	1580	1433
ENSG00000134207.16|SYT6	19	34	32	31	102	112
ENSG00000134215.16|VAV3	1782	1185	1456	1209	1381	815
ENSG00000134222.16|PSRC1	969	849	901	1041	972	1063
ENSG00000134243.12|SORT1	5424	4409	4811	4481	4807	4314
ENSG00000134245.18|WNT2B	139.93	117.75	145.07	105.22	84.32	56.54
ENSG00000134247.10|PTGFRN	1905	1803	1807	1866	2014	2067
ENSG00000134248.13|LAMTOR5	1141	1004.64	810	721	1104	826
ENSG00000134250.20|NOTCH2	7832.24	6870.17	6674.55	5429.49	6615.06	5351.99
ENSG00000134253.10|TRIM45	434	463	300	370	549	480
ENSG00000134255.14|CEPT1	544.96	465.13	438	473.23	398.49	375
ENSG00000134256.12|CD101	19.17	14.66	20	21.95	9.88	10
ENSG00000134262.13|AP4B1	450.78	399.49	378.82	387.4	523.4	482.81
ENSG00000134265.13|NAPG	908	753	760	741	1028	835
ENSG00000134278.15|SPIRE1	1076	1000.9	971.98	1004.82	1334.93	1174.15
ENSG00000134283.17|PPHLN1	699.17	542	624	606	812.36	678
ENSG00000134285.11|FKBP11	207	163	147	149	259	233
ENSG00000134287.10|ARF3	4567.1	4026	3782	3434	4194	3907
ENSG00000134291.12|TMEM106C	4458	3500	3601	3786	4032	3792
ENSG00000134294.14|SLC38A2	3443	2886	2726	2787	3975	3330
ENSG00000134297.6|PLEKHA8P1	20.4	21.74	23.22	14.74	14.53	15.09
ENSG00000134308.14|YWHAQ	9036	7041	6799	6747	9317	8299
ENSG00000134313.15|KIDINS220	5386	4619	4550	4095	4100	3234
ENSG00000134317.18|GRHL1	51	37	26	38	33	35
ENSG00000134318.14|ROCK2	2483	2055	2252	2129	2249	1859
ENSG00000134321.12|RSAD2	1268	534	1163	912	516	336
ENSG00000134323.12|MYCN	25	10	18	16	13	9
ENSG00000134324.11|LPIN1	4362	3403	3546	3197	5846	5346
ENSG00000134326.11|CMPK2	486	252	376	358	321	280
ENSG00000134330.18|IAH1	1086.62	880.14	755.68	670.75	811.08	701.08
ENSG00000134333.14|LDHA	1024.11	865.94	881.96	975.84	792.3	796
ENSG00000134352.20|IL6ST	7184	5321.99	7711	6528	3860	2863
ENSG00000134363.12|FST	123	137	95	152	220	230
ENSG00000134369.15|NAV1	3354	2851	3492	3041	2247	2035
ENSG00000134371.12|CDC73	1345	1068	1208	1064	1234	958
ENSG00000134375.11|TIMM17A	1500	1217	1114	1108	1592	1322
ENSG00000134419.15|RPS15A	3865.26	3287.31	3022.3	2759.94	3475.33	2815.85
ENSG00000134440.12|NARS	3328	2747	2842	2667	3477	3096
ENSG00000134444.14|RELCH	964	760	874	765	1174	989
ENSG00000134452.19|FBH1	1742.75	1486.79	1232.96	1132.55	1464.92	1471.89
ENSG00000134453.16|RBM17	2220	1930	1795	1610	1930	1817
ENSG00000134461.16|ANKRD16	151.09	126.82	133.91	109.46	95.65	92.58
ENSG00000134470.21|IL15RA	70	79	79	51	111	145
ENSG00000134480.15|CCNH	583.04	486.13	478.79	478.28	522.46	464.55
ENSG00000134490.14|TMEM241	147	121	93	99	170	169
ENSG00000134504.13|KCTD1	255	204	264	259	212	221
ENSG00000134508.12|CABLES1	180	171	154	135	295	202.61
ENSG00000134531.10|EMP1	637	447	527	441	584	570
ENSG00000134532.17|SOX5	433	333	383	302	544	374
ENSG00000134569.10|LRP4	2021.19	1625.62	1951.29	1612.43	1313.13	1327.74
ENSG00000134574.11|DDB2	166	195	151	138	248	205
ENSG00000134575.10|ACP2	1162.59	1030	876	812.98	1136	1226
ENSG00000134590.13|RTL8C	3347.91	3106	2623	2437	2521	2514
ENSG00000134594.5|RAB33A	361	266	275	264	421	422
ENSG00000134595.8|SOX3	31	32	7	20	50	63
ENSG00000134597.16|RBMX2	617	556	524	505	528	456
ENSG00000134602.16|STK26	331	270	225	211	279	312
ENSG00000134644.15|PUM1	2317	2033	1918	1512	1543	1290
ENSG00000134668.12|SPOCD1	317	285.28	295.98	257	329	415
ENSG00000134684.10|YARS	1693.91	1555.99	1406.9	1185	1941	1708
ENSG00000134686.18|PHC2	3275	2880	3027	2559.13	3290.33	2930.98
ENSG00000134690.11|CDCA8	1228	961	1105	1155	1343	1454
ENSG00000134697.13|GNL2	988	847	742	769	1004	988
ENSG00000134698.11|AGO4	584	578	582	488	585	441
ENSG00000134716.11|CYP2J2	59	56	53	53	15	11
ENSG00000134717.18|BTF3L4	1613.07	1331.01	1151.68	1086.79	1421.75	1219.27
ENSG00000134744.14|TUT4	1472	1295	1376	1105	1321	1177
ENSG00000134748.13|PRPF38A	1274	1095	1120	1048	933	782
ENSG00000134758.14|RNF138	583.89	456	582	524	662	555.94
ENSG00000134759.14|ELP2	942.97	806.19	789.12	770.76	1025.42	773.59
ENSG00000134769.21|DTNA	648	549	505	418	1034	931
ENSG00000134775.15|FHOD3	1182.5	939.67	1057.77	857.48	1714.13	1303.14
ENSG00000134779.15|TPGS2	2763.5	2470.33	2384.23	2305.52	3219.87	2857.86
ENSG00000134780.10|DAGLA	767	674	782	649	350	439
ENSG00000134802.17|SLC43A3	912.74	900	821	780.59	1454.38	1592.07
ENSG00000134809.9|TIMM10	542	472	372	394	403	394
ENSG00000134815.19|DHX34	375	297	309	240	227	236
ENSG00000134824.14|FADS2	21978.48	19203.76	20313.6	17938.08	17583.02	17341.8
ENSG00000134825.15|TMEM258	1104	881	724.86	671	981	801
ENSG00000134851.13|TMEM165	1561	1153	1260	1077	1539	1219
ENSG00000134852.15|CLOCK	2277	1826	2095	1827	1836	1548
ENSG00000134853.12|PDGFRA	57668	46330.88	43989	36117.04	37966.62	24680.45
ENSG00000134871.18|COL4A2	5521	4954	4343	4001	5077	5914
ENSG00000134874.17|DZIP1	1465.22	1262.72	1188.48	1099.78	1416.87	1291
ENSG00000134882.15|UBAC2	1185	1012	878	788	1000	907
ENSG00000134884.15|ARGLU1	5263	4580	4550	4120	4730	3773
ENSG00000134897.14|BIVM	699.03	607.65	464.05	482.84	792.3	665.05
ENSG00000134899.20|ERCC5	1196.97	1010.4	963.95	997.16	1370.7	1283.95
