Ctrl_827_R1B1	LMP_827_R1B1	Ctrl_827_R2B1	LMP_827_R2B1	Ctrl_827_R3B2	LMP_827_R3B2
ENSG00000119953.12|SMNDC1	635	524	732	680	729	693
ENSG00000119965.13|C10orf88	143	135	110	123	183	202
ENSG00000119969.15|HELLS	462	301	323.54	302	603	409
ENSG00000119977.21|TCTN3	959	824	869	767	967	1060
ENSG00000119979.18|FAM45A	563.53	490	622	557	642.61	610
ENSG00000119986.7|AVPI1	9	15	59	32	11	15
ENSG00000120008.16|WDR11	850.47	747.25	1141.62	970.92	943	1005.83
ENSG00000120029.13|ARMH3	553	372	547	475	576	586
ENSG00000120049.19|KCNIP2	32	21	38	28	36	22
ENSG00000120053.12|GOT1	487	442	1352	861	636	670
ENSG00000120057.5|SFRP5	12	25	15	29	35	57
ENSG00000120063.10|GNA13	1418	1158	2355	2012	1636	1642
ENSG00000120071.14|KANSL1	941.27	774.82	1136	1036.98	1102.13	994.27
ENSG00000120093.11|HOXB3	505.95	395.92	393.95	461.74	495.64	550.9
ENSG00000120129.6|DUSP1	301	290	1026	762	511	713
ENSG00000120137.7|PANK3	2909.54	2336.83	2915.02	2749.14	3358.19	3023.02
ENSG00000120158.12|RCL1	280	204	222	231	269	303
ENSG00000120159.13|CAAP1	253	166	135	152	223	232
ENSG00000120162.10|MOB3B	278	157	171	145	263	172.98
ENSG00000120217.14|CD274	9	10	18	11	7	12
ENSG00000120251.20|GRIA2	150	97	174	129	140	117
ENSG00000120253.14|NUP43	1120	897	793	912	1281	1207
ENSG00000120254.15|MTHFD1L	608	419	779	658	697	689
ENSG00000120256.10|LRP11	547.99	433	405.37	575	598.95	617.98
ENSG00000120262.10|CCDC170	58	50	38	60	82	57
ENSG00000120265.17|PCMT1	1535	1244	1713	1675	1679	1717
ENSG00000120278.16|PLEKHG1	1936	1500	2385	2350	2167	2224
ENSG00000120306.11|CYSTM1	424	388	673	534	455	483
ENSG00000120314.18|WDR55	974.47	886.79	1022.9	912.45	1024.98	1137.98
ENSG00000120318.16|ARAP3	6227	5792	3940	5339	5921	6643
ENSG00000120324.8|PCDHB10	273.93	192.11	249.34	226.14	256.12	255.14
ENSG00000120327.6|PCDHB14	1137.53	858.75	764.39	856.88	1195	1071.85
ENSG00000120328.6|PCDHB12	9.01	10	16	14.01	12.01	7
ENSG00000120333.4|MRPS14	555	399	482.02	468	594	561
ENSG00000120334.15|CENPL	345	229	204	229	393.04	362
ENSG00000120337.8|TNFSF18	32	32	13	26	27	32
ENSG00000120341.18|SEC16B	147.21	160.86	206.07	228.17	192.26	194.34
ENSG00000120370.12|GORAB	532	383	427	395	487	530
ENSG00000120437.8|ACAT2	3111.68	2093.09	1377.04	2007.97	3848.48	3093.73
ENSG00000120438.12|TCP1	3200.32	2577.91	2746.96	2703.02	3614.47	3596.24
ENSG00000120451.10|SNX19	2011	1547	1430	1594	2207	2154
ENSG00000120458.11|MSANTD2	282.91	241	326	213	354	329
ENSG00000120509.10|PDZD11	870	879	1006	1049	1030	1213
ENSG00000120519.14|SLC10A7	128	94	120	108	166	128
ENSG00000120526.11|NUDCD1	348	254	248	240	375	339
ENSG00000120533.13|ENY2	765	617	717	774	889	928
ENSG00000120539.14|MASTL	496.46	336.27	312.44	369.68	616.43	485.22
ENSG00000120549.18|KIAA1217	445	417	304	451	487	614
ENSG00000120616.15|EPC1	517.67	407.24	495	526	590	550.52
ENSG00000120647.10|CCDC77	581	427	385.17	488	611	560
ENSG00000120656.11|TAF12	313	265	216	299	362	345
ENSG00000120658.13|ENOX1	123	60	90	55	86	70
ENSG00000120662.16|MTRF1	66	71	83	70	124	68
ENSG00000120675.6|DNAJC15	414	286	279	300	497	375
ENSG00000120685.20|PROSER1	571	489	411	393	669	535
ENSG00000120686.12|UFM1	654	493	1180	758	603	623
ENSG00000120688.9|WBP4	201	142	183	167	250	215
ENSG00000120690.16|ELF1	364	295	302	295	397	392
ENSG00000120694.19|HSPH1	2546	1993	1385	1752	2673	2524
ENSG00000120696.8|KBTBD7	175.69	151.9	128.3	156.54	204.64	173.68
ENSG00000120697.9|ALG5	247	205	182	197	268	215
ENSG00000120699.13|EXOSC8	506.64	287.89	435.83	444.15	548.61	454.5
ENSG00000120705.13|ETF1	2734	2218	2501	2428.99	2909	2951
ENSG00000120708.17|TGFBI	2850	2461	3188	2909	3133	2995
ENSG00000120709.11|FAM53C	1661.35	1434.48	1549.23	1672.72	1716.99	1897.32
ENSG00000120725.13|SIL1	938	706	884	771	1049	1032
ENSG00000120727.13|PAIP2	1318	1019	1712	1592	1385	1412
ENSG00000120733.14|KDM3B	2817	2113	2297	2666	2922	2948
ENSG00000120738.8|EGR1	3327	2128	2179	1764	4723	3753
ENSG00000120742.11|SERP1	943.54	852.34	1339	1057	1109	1240.17
ENSG00000120756.13|PLS1	172	149	100	149	142	207
ENSG00000120784.16|ZFP30	502.77	373.21	379.93	382.17	525.18	554
ENSG00000120798.17|NR2C1	398	395	444	472	477	463
ENSG00000120800.5|UTP20	939	656	478	612	935	791
ENSG00000120802.13|TMPO	3446.61	2141.47	1931.77	2275.64	4117.56	3304.84
ENSG00000120805.14|ARL1	1364	1052	1777	1413	1515	1549
ENSG00000120820.12|GLT8D2	38	21	14	39	25	30
ENSG00000120832.10|MTERF2	527.22	391	391.34	374.99	509.89	482
ENSG00000120833.14|SOCS2	211	171	209	178	214	258
ENSG00000120837.8|NFYB	892	636	867	802	912	858
ENSG00000120860.10|WASHC3	440	381	396	441	508	498
ENSG00000120868.13|APAF1	622.48	605.87	1270.2	995.97	767.1	832.48
ENSG00000120875.9|DUSP4	4991	5139	16171	11547	7667	10274
ENSG00000120885.21|CLU	41478	34439	37712	43607	42506	43143.82
ENSG00000120889.13|TNFRSF10B	3559	3413	5495	4961	3396	4389
ENSG00000120896.13|SORBS3	1170	986	1055	1106	1210	1321
ENSG00000120899.18|PTK2B	7698	7164	8115	8817	8046	8553
ENSG00000120903.13|CHRNA2	25	37	20	12	17	28
ENSG00000120907.17|ADRA1A	56	66	60	34	79	72
ENSG00000120910.14|PPP3CC	330.96	282.95	633.94	549.86	362.88	377.77
ENSG00000120913.23|PDLIM2	152.92	146.92	278.88	212.67	164.85	212.84
ENSG00000120915.13|EPHX2	26	22	54	45	42	62
ENSG00000120925.16|RNF170	325	237	369	316	329	310
ENSG00000120942.13|UBIAD1	330	268	209	203	335	298
ENSG00000120948.17|TARDBP	4921.07	3793.2	4307.94	4258	5601.78	5379
ENSG00000120963.12|ZNF706	863	700	1305	1037	909	958
ENSG00000120992.18|LYPLA1	1038	837	796	842	1031	1044
ENSG00000121022.14|COPS5	1137	986.93	1196	1199	1294	1279
ENSG00000121039.10|RDH10	2309.86	1792.73	1489.37	1470.79	2276.69	1882.92
ENSG00000121057.13|AKAP1	1086	989	1579	1354	1165	1281
ENSG00000121058.5|COIL	538	411	514	516	589	610
ENSG00000121060.18|TRIM25	1325	1232	1119	1271.01	1308	1507
ENSG00000121064.12|SCPEP1	571	547	885	793	663	762
ENSG00000121067.18|SPOP	813	682	657	734	871	901
ENSG00000121068.14|TBX2	260	203	283	216	325	340
ENSG00000121073.14|SLC35B1	1009	864	951	948	1131	1090
ENSG00000121104.8|FAM117A	497.05	476.09	293	376	539	635.09
ENSG00000121152.10|NCAPH	1168	720	658	820	1397	1068
ENSG00000121210.16|TMEM131L	348	278	466	303	363	321
ENSG00000121211.7|MND1	219	141	143	185	265	181
ENSG00000121236.21|TRIM6	232	191	239	260	278	243
ENSG00000121270.15|ABCC11	11.18	15.19	5.02	13.14	26.72	15.52
ENSG00000121274.12|TENT4B	314	267	251	308	420	387
ENSG00000121281.12|ADCY7	7.37	7.63	13.01	7.86	16.03	16.26
ENSG00000121289.18|CEP89	908	789	996	865	1019	1008
ENSG00000121297.7|TSHZ3	307	210	299	237	320	236
ENSG00000121310.17|ECHDC2	547	600	629	654	607	696
ENSG00000121316.11|PLBD1	85	83	86	124	141	120
ENSG00000121350.16|PYROXD1	469.46	365.29	450.17	462.24	550.3	567.55
ENSG00000121390.18|PSPC1	634	494	409	463	778	724
ENSG00000121406.9|ZNF549	263	241.24	262	238.02	316.47	300
ENSG00000121410.11|A1BG	39.76	40.29	57.22	54.13	63.82	76.21
ENSG00000121413.12|ZSCAN18	721	712	851	743	813.07	927
ENSG00000121417.14|ZNF211	439	370	388	477	422	534
ENSG00000121440.15|PDZRN3	196.87	107	95	106	237	215.82
ENSG00000121454.6|LHX4	50.05	28.68	29.03	35.25	34.59	30.53
ENSG00000121481.11|RNF2	526	387	496	467	604	614
ENSG00000121486.12|TRMT1L	747	639	528	635	780	832
ENSG00000121542.12|SEC22A	381	341	383	354.06	404	404
ENSG00000121577.13|POPDC2	40.21	21	32	28.88	27.86	34.1
ENSG00000121578.13|B4GALT4	1039	842	1063	1083	1046	1079
ENSG00000121579.13|NAA50	3255	2540	2864	2904	3619	3582
ENSG00000121621.7|KIF18A	516	296	315	312	626	417
ENSG00000121644.19|DESI2	2091	1659	1904	1962	2253	2308
ENSG00000121653.11|MAPK8IP1	1364	1268.89	927	992	1457	1536.52
ENSG00000121671.11|CRY2	243	225	529	343	272	255
ENSG00000121680.16|PEX16	149	134	91	109	132	220
ENSG00000121690.11|DEPDC7	66	38	53	64	74	57
ENSG00000121691.6|CAT	1192	1134	1252	1505	1253	1477
ENSG00000121716.20|PILRB	1270.05	1111.01	658.57	947.14	1241.36	1306.87
ENSG00000121741.16|ZMYM2	849	715	895	966	875	947
ENSG00000121743.4|GJA3	66	69	53	73	57	70
ENSG00000121749.15|TBC1D15	609	502	934	775	742	697
ENSG00000121753.12|ADGRB2	1660	1763	1266	1432	1829	2227
ENSG00000121766.15|ZCCHC17	597	404	384	412	575	510
ENSG00000121769.7|FABP3	1393	995	641	928	1093	1038
ENSG00000121774.18|KHDRBS1	3364	2576	3312	3359	4021	3784
ENSG00000121775.18|TMEM39B	248	178	182	215	252	233
ENSG00000121851.13|POLR3GL	651	586	440	627.99	702	856
ENSG00000121858.11|TNFSF10	27	26	16	25	30	33
ENSG00000121864.10|ZNF639	734	646	922	900	906	895
ENSG00000121879.5|PIK3CA	841.16	681.95	918.22	871.61	856.72	790.5
ENSG00000121892.15|PDS5A	3154	2333	2870	2706	3268	2942
ENSG00000121897.14|LIAS	262.17	231.56	327.59	295.17	287.01	278.12
ENSG00000121900.19|TMEM54	243	222	287	246.89	320	374
ENSG00000121903.14|ZSCAN20	110	83	68	74	92	110
ENSG00000121904.17|CSMD2	115	58	138	57	98	82
ENSG00000121931.16|LRIF1	527.32	391.17	574.13	434.59	543.7	568.66
ENSG00000121940.15|CLCC1	1904.69	1461.11	1794.64	1744.29	1908.99	1965.47
ENSG00000121957.14|GPSM2	1483.26	1060.88	1649.26	1411.69	1588.01	1407.02
ENSG00000121964.14|GTDC1	300	211	404	263	349	267
ENSG00000121966.6|CXCR4	3208	3221	4588	4544	3492	4938
ENSG00000121988.18|ZRANB3	235	156	165	167	296	253
ENSG00000121989.15|ACVR2A	264.41	213.27	292.26	322.47	297.15	416.57
ENSG00000122008.15|POLK	406	343	455	378	515	402
ENSG00000122026.10|RPL21	2852.02	2242.3	3910.61	3350.29	3126.36	3041.64
ENSG00000122033.14|MTIF3	226.63	206.17	296.96	277.93	276.41	281.89
ENSG00000122034.15|GTF3A	808.37	581.83	605.04	675.07	830.59	940.11
ENSG00000122042.9|UBL3	794	695	1439	1357	973	1054
ENSG00000122068.13|FYTTD1	2590	2040	2441	2330	2700	2953
ENSG00000122085.17|MTERF4	466.91	422.73	432.15	420.06	552.19	525.78
ENSG00000122126.17|OCRL	1392	1174	1243	1388	1414	1517
ENSG00000122140.11|MRPS2	521.96	482.81	510.74	450.86	569.87	661.89
ENSG00000122176.12|FMOD	10	14	9	11	9	11
ENSG00000122203.15|KIAA1191	2362	2036	2878.47	2660	2390	2683
ENSG00000122218.15|COPA	4285	3444	4968	4209	4407	4355
ENSG00000122257.20|RBBP6	1750	1393	2018	1600	1842	1905
ENSG00000122299.12|ZC3H7A	1203	957	1946	1523	1392	1327
ENSG00000122335.16|SERAC1	182	175	178	135	186	220
ENSG00000122359.18|ANXA11	878	602	1122	784	890	932
ENSG00000122367.19|LDB3	10	10	7	10	9	19
ENSG00000122376.11|SHLD2	899.27	670.04	860.65	778.62	1066.69	924.58
ENSG00000122378.14|PRXL2A	1190	956	821	1045	1304	1291
ENSG00000122386.10|ZNF205	137.65	151.65	103.5	101.7	159.79	184.86
ENSG00000122390.19|NAA60	1044	941	804	728	1159	1231
ENSG00000122406.13|RPL5	4224.83	3276.83	5725.56	4811.7	4821.59	4867.3
ENSG00000122417.15|ODF2L	720	598	582	666	742	815
ENSG00000122435.10|TRMT13	542.43	423.34	414.53	454.66	528.48	482.73
ENSG00000122477.12|LRRC39	14.57	18.66	14.47	17.34	7.52	25.27
ENSG00000122481.17|RWDD3	213.4	131.87	244.63	223.03	217.61	212.47
ENSG00000122482.21|ZNF644	1638	1135	1193	1236	1688	1594
ENSG00000122483.17|CCDC18	450.97	263.83	258.51	325.03	526.67	397.92
ENSG00000122484.9|RPAP2	900	787	555	721	848	881
ENSG00000122490.19|PQLC1	251	229	215	216	305	315
ENSG00000122507.20|BBS9	444	274	428	383	471	408
ENSG00000122512.16|PMS2	1010.49	837.98	827.15	852.92	1011.79	990.85
ENSG00000122515.15|ZMIZ2	1767	1603	1520	1679	2070	2209
ENSG00000122545.19|SEPT7	8893	6463.97	11467.98	10375.98	10326	9238
ENSG00000122547.11|EEPD1	242	186	477	372	445	298
ENSG00000122550.18|KLHL7	1102	936	978	1026	1141	1179
ENSG00000122557.10|HERPUD2	676	547	912	768	808	776
ENSG00000122565.19|CBX3	6606.56	5092.43	5780.07	6150.67	7125.36	6940.09
ENSG00000122566.21|HNRNPA2B1	36857.42	25405.57	24067.93	28751.33	40841.62	35390.9
ENSG00000122574.10|WIPF3	36	26	6	16	21	19
ENSG00000122591.11|FAM126A	3538	2867	3010	2846	3687	3600
ENSG00000122592.8|HOXA7	34.5	43.74	19.89	14.84	32.06	45.88
ENSG00000122641.11|INHBA	17	16	7	19	15	20
ENSG00000122642.11|FKBP9	5346.4	4435.92	8063.46	6668.03	5609.47	6067.35
ENSG00000122643.20|NT5C3A	508.92	416.96	880.91	763.94	527.89	524.99
ENSG00000122644.13|ARL4A	1352	1155	918.93	1096.81	1321	1473.87
ENSG00000122674.11|CCZ1	1814.21	1459.92	1589.9	1662.42	2048.79	1943.86
ENSG00000122678.17|POLM	476	477	435	449	642	628
ENSG00000122687.17|MRM2	967.47	728.31	643.73	688.93	942.66	950.52
ENSG00000122691.13|TWIST1	20	24	26	25	35	27
ENSG00000122692.9|SMU1	1862	1437	1650	1585.99	1844.99	1891
ENSG00000122694.16|GLIPR2	475	413	302	349	457	495
ENSG00000122696.14|SLC25A51	201	177	233.99	195	223.88	258
ENSG00000122705.17|CLTA	861	728	724	733	961	934
ENSG00000122707.12|RECK	129	96	172	105	130	125
ENSG00000122729.19|ACO1	1161	978	960	1043	1229	1222
ENSG00000122741.16|DCAF10	776	682	926	741	865	899
ENSG00000122756.15|CNTFR	67	58	53	50	90	80
ENSG00000122778.9|KIAA1549	981	842	685	735	991	928
ENSG00000122779.18|TRIM24	3258	2448	1822	2254	3540	3029
ENSG00000122783.16|CYREN	973.98	862.44	633.6	738.58	1184.18	1273.76
ENSG00000122786.20|CALD1	15583	12881	21235	18582	18493	19577
ENSG00000122824.11|NUDT10	151.07	133.28	138.98	138.89	177.64	192.66
ENSG00000122861.16|PLAU	713.02	519.14	376.74	454.04	663.57	596.63
ENSG00000122863.6|CHST3	2686	2087	3159	2693	3108	2889
ENSG00000122873.12|CISD1	327	260	242	253	368	306
ENSG00000122877.16|EGR2	982	1067	1315	1478	1195	1816
ENSG00000122882.10|ECD	705	540	578	585	761	783
ENSG00000122884.12|P4HA1	1400	1125	6099	3567	1559	1815
ENSG00000122912.15|SLC25A16	183	207	266	229	233	288
ENSG00000122952.17|ZWINT	1593	967	821	1063	1884	1396
ENSG00000122958.15|VPS26A	719	557	734	775	737	816
ENSG00000122965.11|RBM19	618	522	491	512	738	657
ENSG00000122966.16|CIT	707	460	441	536	804	519
ENSG00000122970.16|IFT81	900	684	879	880	1113	956
ENSG00000122971.9|ACADS	138	132	158	133	173	220
ENSG00000122986.13|HVCN1	37.74	20.47	68.88	50.29	34.28	46.99
ENSG00000123064.12|DDX54	1183.27	1112.7	582.26	842.52	1514.82	1626.52
ENSG00000123066.8|MED13L	960	670	2556	1510	946	867
ENSG00000123080.11|CDKN2C	1825	1190	1066	1253	2413	1824
ENSG00000123091.5|RNF11	1482	1153	2237	1993	1619	1695
ENSG00000123094.15|RASSF8	2310	1955	2384	2401	2496	2706
ENSG00000123095.6|BHLHE41	416	423	1224	1222	647	917
ENSG00000123096.11|SSPN	310	278.27	282	314	328	350
ENSG00000123104.12|ITPR2	1197	779	441	523	953	665
ENSG00000123106.10|CCDC91	370.01	231.79	347.75	269.97	424.19	361.21
ENSG00000123119.12|NECAB1	60.18	64.1	111.8	91.91	85.29	59.32
ENSG00000123124.13|WWP1	539.6	460	526	508.33	526.83	611.76
ENSG00000123130.17|ACOT9	535	493	731	657	603	696
ENSG00000123131.13|PRDX4	833	625	1222	944	941	998
ENSG00000123136.14|DDX39A	1999	1537	1781	1777	2506	2153
ENSG00000123143.12|PKN1	3182	2646	4074	3651	3730	3843
ENSG00000123144.11|TRIR	2159	1697	2024	1747	2489	2239
ENSG00000123146.20|ADGRE5	3767.82	3091.84	9514.92	6187.77	4242.92	4150.74
ENSG00000123154.12|WDR83	301.66	304.33	214.36	230.97	352.77	374.42
ENSG00000123159.16|GIPC1	1528	1438	1222	1424	1633	2120
ENSG00000123178.15|SPRYD7	183	159	185	165	222	244
ENSG00000123179.14|EBPL	182	167	128	185	212	197
ENSG00000123191.14|ATP7B	72	65	66	80	65	86
ENSG00000123200.16|ZC3H13	1504	1189	1218	1257	1654	1588
ENSG00000123213.23|NLN	1094	969	990	1042	1183	1428
ENSG00000123219.13|CENPK	330	229	239	238	396	294
ENSG00000123240.17|OPTN	441	407	1066	757	467	522
ENSG00000123268.9|ATF1	387	283	425	399	430	418
ENSG00000123297.18|TSFM	453.1	347.26	364.54	334.96	499.51	437.78
ENSG00000123342.16|MMP19	13.97	20.2	109.16	40.1	15.22	24.03
ENSG00000123349.14|PFDN5	2715	2215	3614	3182	2907	3166
ENSG00000123352.17|SPATS2	931	699	732	837	922	879
ENSG00000123353.10|ORMDL2	203.5	184.39	231.84	229.07	285.91	266.02
ENSG00000123358.20|NR4A1	168.19	167.21	590.14	433.82	243.09	292
ENSG00000123364.5|HOXC13	54.97	51	27	38	47	61.92
ENSG00000123374.11|CDK2	1464	939	1204.66	1269	1773	1432
ENSG00000123384.13|LRP1	15078	12221	29626	20758	15679	14832
ENSG00000123388.4|HOXC11	52	28	19	24	39	44
ENSG00000123395.14|ATG101	556.01	399.01	400.85	376.25	522.21	571.02
ENSG00000123411.15|IKZF4	323	232	304	290	349	265
ENSG00000123415.15|SMUG1	384	337	311	312.95	430	432.84
ENSG00000123416.15|TUBA1B	40353.4	26752.45	23873.02	28619.93	48139.01	39281.46
ENSG00000123427.17|EEF1AKMT3	108.6	74.73	227	142.58	134	143.99
ENSG00000123444.14|KBTBD4	475.67	306.28	372.43	400.94	484.76	539.46
ENSG00000123453.18|SARDH	19	19	10	10	22	14
ENSG00000123472.12|ATPAF1	885	707	763	722	857	1034
ENSG00000123473.15|STIL	676	440	406	395	826	652
ENSG00000123485.12|HJURP	1909	1139	1661	1627	2583	1696
ENSG00000123496.8|IL13RA2	1031	748	785	917	1064	924
ENSG00000123505.16|AMD1	2665	2164	6224.99	4710	3103	3249
ENSG00000123545.6|NDUFAF4	437	365	363	372	433	521
ENSG00000123552.17|USP45	251	229	240	256	312	349
ENSG00000123560.14|PLP1	137	125	59	95	113	157
ENSG00000123562.17|MORF4L2	4969	3734	5184	4797	5385	5249.97
ENSG00000123570.4|RAB9B	107	72	40	76	100	81
ENSG00000123575.9|FAM199X	1153	1009	1200	1116	1237	1345
ENSG00000123595.7|RAB9A	469	320	500	423	496	573
ENSG00000123600.19|METTL8	730	636	554	778	792	939
ENSG00000123607.15|TTC21B	433	324	401	370	434	384
ENSG00000123609.10|NMI	298	240	169	317	367	383
ENSG00000123610.5|TNFAIP6	792	692	506	631	841	751
ENSG00000123636.18|BAZ2B	948.98	699.61	730.21	750.1	1065.04	951.68
ENSG00000123643.13|SLC36A1	2306	1914	1573	1765	2306	2405
ENSG00000123684.13|LPGAT1	2630	2015	2284	2357	2741	2681
ENSG00000123685.9|BATF3	146	133	142	142	158	163
ENSG00000123700.4|KCNJ2	2289.39	2381	984	2194	2283.64	3157.67
ENSG00000123728.10|RAP2C	858	687	799	895	867	928
ENSG00000123737.12|EXOSC9	783.25	648.88	725.71	632.93	896.1	861.46
ENSG00000123739.11|PLA2G12A	415.64	353	632.82	502	471.49	465.88
ENSG00000123810.8|B9D2	72	80	62	71	118	130
ENSG00000123815.12|COQ8B	520	521	450	504	663	805
ENSG00000123836.15|PFKFB2	269	293	320	315	325	394
ENSG00000123870.10|ZNF137P	50.18	55	42	42	66	51
ENSG00000123892.12|RAB38	64	59	66	60	76	96
ENSG00000123908.12|AGO2	1782	1414	3154	2175	1781	1679
ENSG00000123933.17|MXD4	1058	1114.06	913	933	1075	1494
ENSG00000123975.5|CKS2	1173	755	827	836	1222	1056
ENSG00000123983.14|ACSL3	6855	4766	4627	5593	6422	5875
ENSG00000123989.14|CHPF	2978.9	2929.55	5673.23	4299.66	4124.27	4875.89
ENSG00000123992.19|DNPEP	981	891	1119	1020	1100	1206
ENSG00000123999.5|INHA	35	28	27	32	37	57
ENSG00000124006.15|OBSL1	2446.23	2386.71	4114.69	3954.41	2959.61	3797.12
ENSG00000124019.10|FAM124B	19	10	3	14	18	18
ENSG00000124067.17|SLC12A4	2047.12	1903.74	2435.57	1999.84	2410.56	2493.86
ENSG00000124074.12|ENKD1	167	141.15	173	176	238.35	229.15
ENSG00000124098.10|FAM210B	1951	1657	1870	2151	2207	2378
ENSG00000124104.19|SNX21	881.41	864.17	698.31	808.58	1077.12	1203.78
ENSG00000124120.11|TTPAL	1345	1314	899	1170	1513	1681
ENSG00000124126.14|PREX1	13867.98	9669.98	7476.98	9394	15121.99	13031.96
ENSG00000124145.6|SDC4	1003	843	1305	1240	1102	1294
ENSG00000124151.19|NCOA3	1684	1242	1936	1509	1746.91	1536.91
ENSG00000124155.18|PIGT	3291.73	2601.42	2929.92	3149	3757	3734
ENSG00000124160.12|NCOA5	1817	1331	971	1255	1998	1920
ENSG00000124164.15|VAPB	2451	1897	2111	2160	2612	2476
ENSG00000124171.9|PARD6B	13	18	7	17	23	15
ENSG00000124172.10|ATP5F1E	4139.82	3859.95	4755.96	4543.89	4521.89	5193.89
ENSG00000124177.15|CHD6	1738	1382	1708	1620	1750	1539
ENSG00000124181.14|PLCG1	11359.89	9016.08	12860.06	11554.91	11361.86	11285.3
ENSG00000124191.18|TOX2	459	487	823	834	734	787
ENSG00000124193.15|SRSF6	4244	3703.95	4742.98	4544	4822.91	5123.98
ENSG00000124198.9|ARFGEF2	1399	1188	1652	1399	1557	1693
ENSG00000124201.15|ZNFX1	1904.02	1727.01	1555.06	1777.01	1934.06	2122.01
ENSG00000124205.17|EDN3	255	240	107	140	128	186
ENSG00000124207.17|CSE1L	5655	4016	3480	4090	6323	5884
ENSG00000124208.16|TMEM189-UBE2V1	113.53	157.71	191.08	92.41	118.83	173.62
ENSG00000124209.4|RAB22A	1491	1313	1579	1548	1610	1713
ENSG00000124212.6|PTGIS	23	19	11	17	23	28
ENSG00000124214.19|STAU1	3714	2883	3143	3363	4092	3720
ENSG00000124215.16|CDH26	20	29	30	23	9	13
ENSG00000124216.4|SNAI1	45	43	73	56	61	44
ENSG00000124217.4|MOCS3	295	203	192	195	279	364
ENSG00000124222.22|STX16	3872	3431	4580.53	4503.69	4237.05	4869.97
ENSG00000124224.17|PPP4R1L	115	91	196	126	96	106
ENSG00000124225.16|PMEPA1	7159.98	5895.99	4869.94	6487	7967	8225
ENSG00000124226.11|RNF114	2001	1713	2265	2069	2350	2453
ENSG00000124228.14|DDX27	2205.98	1867	2076.94	1998	2403.94	2457.99
ENSG00000124243.17|BCAS4	175.11	206	175.38	193.01	184.27	257.34
ENSG00000124251.11|TP53TG5	28.07	24.79	25.3	18.19	29.86	30.25
ENSG00000124275.14|MTRR	631	485	659	570	674	666
ENSG00000124279.12|FASTKD3	223	191	155	196	249	232
ENSG00000124299.14|PEPD	615	535	445	507	718	752
ENSG00000124302.13|CHST8	57	58	139	44	61	59
ENSG00000124313.15|IQSEC2	90	115	58	67	98	115
ENSG00000124333.16|PAR|Y|VAMP7	362.5	293	420	403.5	416	411
ENSG00000124333.16|VAMP7	362.5	293	420	403.5	416	411
ENSG00000124356.16|STAMBP	1260	1036	1168	1259	1327	1400
ENSG00000124357.13|NAGK	965	860	1087	1021	1108	1216
ENSG00000124370.11|MCEE	35	37	39	27	43	37
ENSG00000124380.11|SNRNP27	273	218	299.96	273.38	294.55	336.93
ENSG00000124383.9|MPHOSPH10	681	593	705	701	809	805
ENSG00000124422.12|USP22	5862	4876	5229.21	5254	6304.71	6510.24
ENSG00000124444.15|ZNF576	255.91	198.07	204.36	219.56	265	284
ENSG00000124459.12|ZNF45	521	465	388	507	644	648
ENSG00000124479.10|NDP	449.74	435.88	228	357	379	540
ENSG00000124486.13|USP9X	3055	2298	3541	3014	3153	3065
ENSG00000124491.15|F13A1	18	8	11	11	45	30
ENSG00000124496.12|TRERF1	263	270	132	223	239	284
ENSG00000124508.16|BTN2A2	414.41	407.77	299.3	466.47	460.94	517.48
ENSG00000124523.15|SIRT5	274.89	249.02	357.62	293.29	292.63	311.5
ENSG00000124532.14|MRS2	454.54	410.2	528.66	509.49	513.13	544.13
ENSG00000124535.15|WRNIP1	1338	1005	1019	1108	1466	1333
ENSG00000124541.7|RRP36	1255.84	961.88	756.39	974.97	1345.73	1239.93
ENSG00000124549.14|BTN2A3P	180	153	105	152	185	177
ENSG00000124562.10|SNRPC	1453	1123	945	1128	1660	1424
ENSG00000124570.19|SERPINB6	1988	1652	1811	1958	2085	2172
ENSG00000124571.18|XPO5	2077.99	1604.99	1524	1747.96	2315	2161
ENSG00000124574.15|ABCC10	514	529	308	460	541	619.03
ENSG00000124587.14|PEX6	528	497	355	383	502	557
ENSG00000124588.20|NQO2	387	306.46	356.58	361.2	375.02	417
ENSG00000124593.16|AL365205.1	229.12	241.78	166.27	208.21	261.34	356.3
ENSG00000124596.17|OARD1	342	260	370.88	341.69	409	382.15
ENSG00000124602.10|UNC5CL	14	11	17.12	15.31	16	13.85
ENSG00000124608.5|AARS2	399.84	434	246	343	454	531.95
ENSG00000124613.8|ZNF391	253	230	220	205	209	239
ENSG00000124614.15|RPS10	4201.59	3349.37	4674.98	4336.21	4424.65	4732.32
ENSG00000124615.20|MOCS1	364.98	286	243.87	248	376	374.94
ENSG00000124635.8|HIST1H2BJ	23	14	9	16	20	27
ENSG00000124641.16|MED20	568	526	522	584	665	681
ENSG00000124659.6|TBCC	316	252	328	312	384	434
ENSG00000124688.13|MAD2L1BP	464	399	469	440	496	523
ENSG00000124702.18|KLHDC3	1282	1094	1433	1304	1503	1478
ENSG00000124733.4|MEA1	2151.39	1587.08	1780.79	2090.09	2484.46	2202.36
ENSG00000124762.13|CDKN1A	10218	14180	11442	14275	10942	19857
ENSG00000124766.6|SOX4	1154	1061	741	1032	1431	1645
ENSG00000124767.7|GLO1	3191	2433	2627	2969	3495	3429
ENSG00000124772.12|CPNE5	2593	2189	1667	1779	2457	2242
