Ctrl_827_R1B1	LMP_827_R1B1	Ctrl_827_R2B1	LMP_827_R2B1	Ctrl_827_R3B2	LMP_827_R3B2
ENSG00000164258.12|NDUFS4	775	520	1038	787	893	724
ENSG00000164284.15|GRPEL2	459	375	694.95	603	602	624.98
ENSG00000164291.16|ARSK	171	106	139	133	156	161
ENSG00000164292.13|RHOBTB3	1618.99	1304.99	1669.95	1604	1739	1726
ENSG00000164294.14|GPX8	389	269	385	365	386	365
ENSG00000164296.7|TIGD6	181.96	139.91	148.83	146.61	179.81	212.91
ENSG00000164300.17|SERINC5	992.64	852.46	1192	1079	1073.41	1140.85
ENSG00000164305.19|CASP3	1376	1061	902	944	1407	1409
ENSG00000164306.11|PRIMPOL	280.1	174.51	197.42	235.89	302.78	235.9
ENSG00000164307.13|ERAP1	652.12	514.54	638.85	664.04	832.3	768.47
ENSG00000164308.16|ERAP2	85	59	76	103	116	94
ENSG00000164309.15|CMYA5	291	261	406	339	284	268
ENSG00000164318.18|EGFLAM	9	18	36	9	17	24
ENSG00000164323.14|CFAP97	2323	1901	2403	2422	2825	2706
ENSG00000164327.13|RICTOR	426	311	520	468	461	440
ENSG00000164329.13|TENT2	508	397	475	410	535	500
ENSG00000164331.10|ANKRA2	270.38	260.68	344.45	319.6	246.66	318.33
ENSG00000164332.8|UBLCP1	747	623	535	636	771	840
ENSG00000164338.10|UTP15	509.62	396.32	347.55	384.4	533.34	512.67
ENSG00000164342.12|TLR3	190	151	133	157	189	215
ENSG00000164346.10|NSA2	1361.87	1072.11	1181.41	1216.15	1481.89	1381.03
ENSG00000164347.18|GFM2	970.45	796.85	772.42	886.17	1028.64	1095.48
ENSG00000164362.19|TERT	23	16	11	11	25	38
ENSG00000164366.3|CCDC127	482	401.98	427	399.16	598.7	467.57
ENSG00000164398.13|ACSL6	361.78	397	220	401	376	421
ENSG00000164402.14|SEPT8	1755.57	1373.7	1985.84	1773.92	1991.51	1909.87
ENSG00000164403.14|SHROOM1	225	245	180	227	222	315
ENSG00000164404.8|GDF9	7.76	9	11	12	10.23	18.36
ENSG00000164405.11|UQCRQ	1185.24	1014	1100	1227	1369.77	1535.64
ENSG00000164406.7|LEAP2	34	25	27	31	33	28
ENSG00000164414.18|SLC35A1	307	296	360.79	354	316.77	393.04
ENSG00000164418.20|GRIK2	10	7	28	8	15	6
ENSG00000164430.16|CGAS	22	18	15	23	38	36
ENSG00000164434.12|FABP7	33293	23657	15826	22009	32167	29259
ENSG00000164440.15|TXLNB	28.49	32.71	28	31	24	27.26
ENSG00000164442.10|CITED2	381	457	1336	1035	570	653
ENSG00000164463.12|CREBRF	197	179	952	589	234	242
ENSG00000164465.18|DCBLD1	597	450	431	406	648.04	572.03
ENSG00000164466.13|SFXN1	1531	1369	1662	1587	1751	1887
ENSG00000164494.12|PDSS2	384	244	287	308	508	412
ENSG00000164506.14|STXBP5	332	228	224.97	258	317	279
ENSG00000164535.15|DAGLB	254	203	284	252	288	284.04
ENSG00000164542.12|KIAA0895	427	397	354	362	425	542
ENSG00000164543.7|STK17A	3409	2362	2547	2448	3286	2821.92
ENSG00000164548.11|TRA2A	1462	1111	1384	1303	1546	1556
ENSG00000164574.16|GALNT10	1750	1309	1455	1287	1760	1627
ENSG00000164576.12|SAP30L	1203	834	1075	1011	1368	1183
ENSG00000164587.13|RPS14	4330.98	3725.9	5771.72	5296.91	4948.83	5393.85
ENSG00000164591.13|MYOZ3	48	26	115	50.94	47	61
ENSG00000164597.13|COG5	820.48	592.71	824.34	713.35	962.75	713.79
ENSG00000164603.12|BMT2	354	333	647	513	447	536
ENSG00000164604.12|GPR85	10	17	9	10	14	13
ENSG00000164609.10|SLU7	1173	898	1450	1335	1243	1345
ENSG00000164610.9|RP9	468.91	361.82	583.49	513.05	486.63	553.64
ENSG00000164611.13|PTTG1	1788	1227	1396	1448	2083	1710
ENSG00000164615.5|CAMLG	580	458	743	665	591	603
ENSG00000164619.10|BMPER	183	130	217	152	254	241
ENSG00000164620.9|RELL2	262.26	312.73	164.51	220.66	307.82	374.85
ENSG00000164626.9|KCNK5	43	29	23	16	45	42
ENSG00000164631.19|ZNF12	779	557	1294	915	813	898
ENSG00000164638.10|SLC29A4	265	233	602	456	295	316
ENSG00000164647.9|STEAP1	54.31	53.28	33	68.7	62.73	83.46
ENSG00000164649.20|CDCA7L	796.93	467	585.95	557.98	940.99	684.88
ENSG00000164651.16|SP8	149	108	188	198	225	188
ENSG00000164654.16|MIOS	978	822	748	775	1056	1010
ENSG00000164663.14|USP49	273.15	199.22	354	257.06	317.89	300.51
ENSG00000164675.11|IQUB	13	14	21	11	22	26
ENSG00000164683.17|HEY1	4042	3779	5438	5339	4247	5014
ENSG00000164684.13|ZNF704	1344	927	1375	958	1171	980
ENSG00000164687.11|FABP5	148.97	109	121	133	155	169.14
ENSG00000164690.8|SHH	19	18	4	13	26	36
ENSG00000164707.15|SLC13A4	28.54	22.57	60.67	30	33	18
ENSG00000164713.9|BRI3	313.47	288.05	857.1	547.22	436.67	463.48
ENSG00000164715.6|LMTK2	848	645	590	609	833	815
ENSG00000164733.21|CTSB	1912	1582	3154	2342	2313	2320
ENSG00000164741.15|DLC1	846	548	439	475	913	758
ENSG00000164742.16|ADCY1	485	259	267	304	502	384
ENSG00000164743.5|C8orf48	15	7	13	18	14	15
ENSG00000164749.11|HNF4G	57	36	35	40	55	47
ENSG00000164751.15|PEX2	616	440	594	566	609	593
ENSG00000164754.14|RAD21	4593	3057.32	4869.92	4641.8	5096.99	4573
ENSG00000164758.7|MED30	83	46	63	59	107	68
ENSG00000164761.9|TNFRSF11B	88	42	37	46	129	87
ENSG00000164776.9|PHKG1	67.86	41.97	341.65	221.81	82.7	63.93
ENSG00000164778.4|EN2	59	47	57	51	68	85
ENSG00000164808.16|SPIDR	860	504	953	790	959	669
ENSG00000164815.11|ORC5	671	516	350	438	721	657
ENSG00000164818.16|DNAAF5	1032.96	906	740	807	1200.98	1286.97
ENSG00000164823.11|OSGIN2	625	502	455	559	678	702
ENSG00000164828.18|SUN1	3024	2459.17	4987.83	3439	3411.48	3249
ENSG00000164830.18|OXR1	1589	932	2774	1474	1544	1207
ENSG00000164855.16|TMEM184A	18.87	23.53	63	27.38	17.35	26.63
ENSG00000164877.19|MICALL2	1565	1597	1935	1626	1696	2076
ENSG00000164879.7|CA3	12	14	13	14	16	6
ENSG00000164880.16|INTS1	1410	1336	1285	1258	1863	1955
ENSG00000164885.13|CDK5	658	570	342	520	731	776
ENSG00000164889.14|SLC4A2	2405.36	2248.72	1890.56	1942.75	3133.38	3138.98
ENSG00000164896.20|FASTK	1381	1275	1131	1123	1655	1891
ENSG00000164897.13|TMUB1	380	312	288	333	512	495
ENSG00000164898.13|FMC1	172.11	134.78	134.93	175.89	163.34	206.52
ENSG00000164902.14|PHAX	1120	895	879	999	1266	1139
ENSG00000164904.18|ALDH7A1	2270.99	2004.99	1738	2210	2761	2710
ENSG00000164916.11|FOXK1	1141	1041	1494	1351	1210	1347
ENSG00000164919.11|COX6C	1284	980	1459	1371	1324	1389
ENSG00000164924.18|YWHAZ	9565.99	7874.79	10962.03	10757.66	10587	11274
ENSG00000164929.17|BAALC	2459	1608	4140	2648	2489	1924
ENSG00000164930.12|FZD6	995	793	974	1045	1048.51	1137
ENSG00000164932.13|CTHRC1	59	23	73	53	67	91
ENSG00000164933.12|SLC25A32	299.76	260.68	613.42	437.64	331.46	338.46
ENSG00000164934.14|DCAF13	1231.24	947.32	998.58	1030.36	1268.54	1338.53
ENSG00000164938.14|TP53INP1	831	1018	1060	1193	977	1413
ENSG00000164941.13|INTS8	836.73	657.16	573.91	659.4	911.08	792.85
ENSG00000164944.12|VIRMA	1168	930	1282	1112	1246	1220
ENSG00000164946.19|FREM1	126	78	116	111	279	195
ENSG00000164949.8|GEM	130	111	237	212	195	178
ENSG00000164951.16|PDP1	4427	3482	2466	3406	4546	4538
ENSG00000164953.15|TMEM67	487	365	481	450	541	472
ENSG00000164961.16|WASHC5	972	769	818	829.7	1110.95	1119
ENSG00000164967.10|RPP25L	118	116	77	107	142	153
ENSG00000164970.15|FAM219A	511	448	1058	777	609	568
ENSG00000164975.15|SNAPC3	549	425	549	520	614	611
ENSG00000164976.9|MYORG	1426	1149	852	1133	1424	1632
ENSG00000164978.18|NUDT2	336	270	294	338	356	380
ENSG00000164983.7|TMEM65	571	511	866	789	688	663
ENSG00000164985.15|PSIP1	1967	1411.99	1493	1620	2064	1900.97
ENSG00000164989.17|CCDC171	70	44	47	48	77	70
ENSG00000165006.14|UBAP1	526	400	576	466	564	548
ENSG00000165028.12|NIPSNAP3B	64	60	82	85	43	72
ENSG00000165029.16|ABCA1	764	493	720	585	675	606
ENSG00000165030.4|NFIL3	180	106	1878	1542	248	279
ENSG00000165046.12|LETM2	83.55	36.13	68.63	74.09	63.81	74
ENSG00000165055.15|METTL2B	1236.83	985.32	850.61	902.2	1265.4	1336.18
ENSG00000165060.13|FXN	112.28	89.9	41.49	81.14	114.83	110
ENSG00000165061.15|ZMAT4	327	228	108	161	356	256
ENSG00000165071.14|TMEM71	28	20	20	13	42	22
ENSG00000165097.15|KDM1B	383	340	399	323	398	467
ENSG00000165102.15|HGSNAT	1247.68	1003.84	1134.42	1128.77	1280.81	1399.22
ENSG00000165105.10|RASEF	8	18	139	56	17	27
ENSG00000165113.13|GKAP1	66.95	46	44	46	54	58
ENSG00000165115.15|KIF27	221.39	163.47	199.64	172.84	231.04	255.29
ENSG00000165118.15|C9orf64	315	281	298	267	341	392
ENSG00000165119.21|HNRNPK	13532.14	10253.53	14366.71	14003.12	16124.46	15106.98
ENSG00000165121.11|AL353743.1	65.57	51.53	55.98	51.16	54.96	63.71
ENSG00000165138.18|ANKS6	790	726	781	766	756	836
ENSG00000165152.9|TMEM246	1116	1183	906	1184	1108	1431
ENSG00000165156.15|ZHX1	1490.91	1168.87	1197.76	1208.75	1498.97	1462.51
ENSG00000165169.11|DYNLT3	967	972	1578	1638	1100	1301
ENSG00000165175.15|MID1IP1	1133.87	1021.91	757.85	910	1277.88	1417
ENSG00000165185.14|KIAA1958	114	72	78	108	133	80
ENSG00000165186.12|PTCHD1	170	81	291	114	124	117
ENSG00000165194.15|PCDH19	30	13	7	26	41	32
ENSG00000165195.15|PIGA	229	152	380	268	230	242
ENSG00000165209.18|STRBP	324.86	276	325.9	349	302	341
ENSG00000165219.21|GAPVD1	1796	1447	1687	1610	1896	1880
ENSG00000165233.18|CARD19	222	270	340	335	273	356
ENSG00000165240.20|ATP7A	349.69	256	388.46	345	355	311.51
ENSG00000165244.7|ZNF367	534	356	301	340	779	482
ENSG00000165246.14|NLGN4Y	779.08	531.78	512.31	443.71	696.97	527.32
ENSG00000165259.14|HDX	112	83	88	84	118	130
ENSG00000165264.11|NDUFB6	655	460	428	480	621	691
ENSG00000165271.17|NOL6	1466	1251	787	958	1577	1562
ENSG00000165275.10|TRMT10B	236	164	185	194	250	264
ENSG00000165280.16|VCP	5390	4912	4070	4856	6061	6458
ENSG00000165282.13|PIGO	555	435	447	466	636	551
ENSG00000165283.16|STOML2	670	517	588	690	715	718
ENSG00000165288.10|BRWD3	680	570	762	734	762	714
ENSG00000165304.8|MELK	570	365	325	394	678	482
ENSG00000165312.6|OTUD1	38	37	148	74	62	41
ENSG00000165322.17|ARHGAP12	1380	1011	1345	1237	1217	1331
ENSG00000165323.15|FAT3	448	195	275	204	316	165
ENSG00000165338.16|HECTD2	2486	2296	1564	1966	2174	2334
ENSG00000165355.7|FBXO33	212	175	184	235	235	253
ENSG00000165359.15|INTS6L	227	179	235	235	280	244
ENSG00000165383.11|LRRC18	35	26	14	21	40	17
ENSG00000165389.7|SPTSSA	1109	960	754	956	1059	1140
ENSG00000165392.10|WRN	670	446	434	435	726	652
ENSG00000165406.16|MARCH8	445	381	689	514	517	568
ENSG00000165410.14|CFL2	1230	1031	1560	1349	1398	1549
ENSG00000165416.14|SUGT1	549	486	453	478	554	548
ENSG00000165417.12|GTF2A1	1722	1478	1439	1533	1997	1970
ENSG00000165424.6|ZCCHC24	2015.69	1470.58	1683.6	1526.1	2246.98	1796.36
ENSG00000165434.8|PGM2L1	2297	1961	3951.26	2616	2686	2685
ENSG00000165443.12|PHYHIPL	17.83	13.08	3.97	7.63	15.53	10.12
ENSG00000165449.11|SLC16A9	25	17	22	18	30	24
ENSG00000165458.14|INPPL1	3661	3417	4409	4338	4072	4347
ENSG00000165474.7|GJB2	741	602	383	481	606	581
ENSG00000165475.15|CRYL1	216	195	216	241	205	277
ENSG00000165476.14|REEP3	1004	795	843	839	1083	1040
ENSG00000165478.7|HEPACAM	1157.68	1130.54	831.78	1124.75	1410.77	1662.29
ENSG00000165480.16|SKA3	277	182	136	166	305	219
ENSG00000165487.14|MICU2	452	342	422	433	506	544
ENSG00000165490.13|DDIAS	748	504	365	402	768	680
ENSG00000165494.11|PCF11	1589.04	1248.46	1431	1322.61	1730.61	1621.31
ENSG00000165495.16|PKNOX2	181	126	187	173	212	164
ENSG00000165501.17|LRR1	247.98	185.9	151	162.04	360.67	314.8
ENSG00000165502.6|RPL36AL	1602	1248	1348	1542.19	1734	1775
ENSG00000165506.14|DNAAF2	225	193	155	183	210	299
ENSG00000165507.8|DEPP1	93	172	2573	1347	411	787
ENSG00000165511.6|C10orf25	38	42	36	47	54	39
ENSG00000165512.5|ZNF22	556.11	372.27	675.89	566.03	678.75	553.14
ENSG00000165516.11|KLHDC2	359.01	279.25	558.15	424.81	424.71	467.11
ENSG00000165525.18|NEMF	1337.99	1059.75	1066.85	1183.19	1378.29	1350.89
ENSG00000165526.9|RPUSD4	471	390	457	430	475	514
ENSG00000165527.7|ARF6	1468	1109	1638	1351	1674	1591
ENSG00000165533.18|TTC8	582	488	417	467	652	648
ENSG00000165566.12|AMER2	317	219	150	155	282	210
ENSG00000165572.7|KBTBD6	371.31	285.1	230.7	283.46	338.36	343.32
ENSG00000165609.13|NUDT5	930.89	717	680.93	749	951.63	930.86
ENSG00000165626.17|BEND7	73	54	77	74	61	76
ENSG00000165629.20|ATP5F1C	1629	1289	2008	1712	1736	1738
ENSG00000165630.14|PRPF18	212	187	230.23	220.76	230	262
ENSG00000165632.8|TAF3	237	166	155	168	243	243
ENSG00000165633.13|VSTM4	129	100	173	126	143	111
ENSG00000165637.13|VDAC2	2437.22	1892.34	4135.44	3259.69	2708.91	2852.07
ENSG00000165644.10|COMTD1	14	13	17	16	5	20
ENSG00000165650.12|PDZD8	1053	743.97	827	868	1048	1044
ENSG00000165655.17|ZNF503	125	143	96	120	177	230
ENSG00000165660.8|ABRAXAS2	361	321	351	359	387	444
ENSG00000165661.16|QSOX2	1209	890	1092	965	1296	1249
ENSG00000165669.14|FAM204A	485	291	483	414	543	531
ENSG00000165671.20|NSD1	2700	2102	1957	2157	2854	2778
ENSG00000165672.7|PRDX3	2208	1782	1939	2142	2458	2675
ENSG00000165675.16|ENOX2	375	259	291	292	390	367
ENSG00000165678.21|GHITM	2341	1906	3430	2828	2765	2661
ENSG00000165684.4|SNAPC4	315	316	331	299	385	392
ENSG00000165688.12|PMPCA	1253	1132	1173	1130	1340	1552
ENSG00000165689.17|ENTR1	426	388	298	357	469	514
ENSG00000165695.9|AK8	9	10	21	12	9	8
ENSG00000165698.16|SPACA9	145	112	223	149	162	182
ENSG00000165699.14|TSC1	941	737	1138	1009	985	1010
ENSG00000165704.15|HPRT1	672	531	713	709	820	790
ENSG00000165714.11|BORCS5	194	155	215	184	240	255
ENSG00000165716.11|DIPK1B	408.2	356.27	422.94	392.63	418.67	446.58
ENSG00000165724.6|ZMYND19	485	368	334	356	554	565
ENSG00000165730.16|STOX1	96	80	58	59	138	111
ENSG00000165732.13|DDX21	3207	2494	2138	2473	3401	3290
ENSG00000165733.8|BMS1	2022.98	1564.74	1357.29	1606.32	2195.7	2064.42
ENSG00000165752.17|STK32C	92	96	112	117	137	137
ENSG00000165757.9|JCAD	176	187	148	174	206	228
ENSG00000165775.18|FUNDC2	692.98	519	803.99	656	727	821
ENSG00000165782.10|PIP4P1	555	431	588	593	630	645
ENSG00000165792.17|METTL17	663.32	500.76	729.81	711.25	759	732.99
ENSG00000165795.23|NDRG2	334	282	346	374	394	399
ENSG00000165801.10|ARHGEF40	2686.85	2209.15	1542.5	1882.68	2991.01	2768.39
ENSG00000165802.22|NSMF	1136	978	815	994	1208	1420
ENSG00000165804.16|ZNF219	218.33	214.3	137.84	195.15	315.07	315.21
ENSG00000165806.19|CASP7	3506	2835	1964	2782	3519	3857
ENSG00000165813.20|CCDC186	180	152	202	216	220	210
ENSG00000165819.12|METTL3	887.29	799.73	984.41	913.42	1014.76	989.49
ENSG00000165821.12|SALL2	804.85	665	405	663	775.54	855
ENSG00000165832.6|TRUB1	387	371	349	428	426	518
ENSG00000165861.14|ZFYVE1	576	442	704	727	491	590
ENSG00000165868.14|HSPA12A	514	398	354	417.95	501.64	543.02
ENSG00000165874.13|SHLD2P1	9.61	9.26	11.84	10	9.65	22.86
ENSG00000165879.8|FRAT1	15	5	3	10	10	17
ENSG00000165886.5|UBTD1	413	357	248	312	525	708
ENSG00000165891.16|E2F7	1138	992	723	930	1444	1426
ENSG00000165895.19|ARHGAP42	703	541	649.95	556	779.89	552
ENSG00000165898.13|ISCA2	115	133	171	141	161	174
ENSG00000165912.16|PACSIN3	301	300	244	331	338	480
ENSG00000165914.15|TTC7B	363	271	448	323	413	404
ENSG00000165915.14|SLC39A13	433	458	595	464	478	598
ENSG00000165916.8|PSMC3	2839	2064	1805	2126	3215	2830
ENSG00000165923.16|AGBL2	34	40	37	27	26	51
ENSG00000165929.13|TC2N	72	40	68	54	55	64
ENSG00000165934.12|CPSF2	2073	1577	1193	1542	2186	2149
ENSG00000165943.5|MOAP1	464	399	544	489	455	539
ENSG00000165948.11|IFI27L1	137	108	160	120	151	137
ENSG00000165949.12|IFI27	4	11	19	13	22	19
ENSG00000165959.12|CLMN	151.89	99	116	137.79	131	110
ENSG00000165995.20|CACNB2	14	6	3	8	19.31	15.29
ENSG00000165996.14|HACD1	27	29	37	15	29	26
ENSG00000165997.5|ARL5B	668	477	760	637	728	704
ENSG00000166002.7|SMCO4	12	14	26	19	20	14
ENSG00000166004.15|CEP295	876.58	636.91	596.87	673.26	1020.01	900.3
ENSG00000166012.16|TAF1D	1410.25	1225.54	2237	1769.34	1434.04	1442.64
ENSG00000166016.6|ABTB2	148	172	495	325	250	268
ENSG00000166024.13|R3HCC1L	273	235	273	264	297	284
ENSG00000166025.18|AMOTL1	4384	3380	3039	3141	4423	4213
ENSG00000166033.13|HTRA1	4812	3828	4378	4455	5505	5223
ENSG00000166037.11|CEP57	1052	715	1278	1217	1171	1206
ENSG00000166046.11|TCP11L2	65	60	330.71	209	68	123
ENSG00000166068.13|SPRED1	1656	1393	1738	1724	1991	2016
ENSG00000166073.10|GPR176	168	133	113	145	173	203
ENSG00000166086.12|JAM3	2039.62	1675.53	3421.78	2702.06	2278.82	2066.86
ENSG00000166105.16|GLB1L3	22	29	8	15	19.05	22.13
ENSG00000166106.3|ADAMTS15	774	757	570	839	1004	1389
ENSG00000166123.14|GPT2	754	676	1413	1167	1024	1016
ENSG00000166128.13|RAB8B	1109	835	1308	1138	1375	1360
ENSG00000166130.15|IKBIP	788	685	742	841	842	979
ENSG00000166133.18|RPUSD2	250	209	167	206	273	303
ENSG00000166135.14|HIF1AN	1342	1092	1064	1106	1410	1427
ENSG00000166136.16|NDUFB8	730.06	664.46	817.04	820.12	967.02	956.95
ENSG00000166140.17|ZFYVE19	431.08	395	402	399.15	526.05	570
ENSG00000166145.14|SPINT1	17	9	17	19	12	19
ENSG00000166147.13|FBN1	3001	2139	2511	2278	2907	2441
ENSG00000166153.16|DEPDC4	23	8	16	16	12	10
ENSG00000166164.15|BRD7	1947.49	1364.25	1401.99	1588.94	2176.97	2008.14
ENSG00000166165.13|CKB	5132	5310	6801	6504	6972	8568
ENSG00000166166.13|TRMT61A	216	208	134	150	222	229
ENSG00000166167.18|BTRC	720	590	509	524	671	605
ENSG00000166169.17|POLL	82	108	127	96	134	141.07
ENSG00000166170.9|BAG5	1333	984	1362	1182	1429	1461
ENSG00000166171.13|DPCD	358	292	501	452	409	417.93
ENSG00000166173.10|LARP6	539	426	1614.61	1006	626	633
ENSG00000166181.13|API5	2545	2067.98	1963	2063	2865	2822
ENSG00000166188.2|ZNF319	218	308.93	129	187	232	268
ENSG00000166189.7|HPS6	307	303	198	225	331	434
ENSG00000166192.15|SENP8	70	55	61	71	96	107
ENSG00000166197.16|NOLC1	2832	2404	2073	2314	3135	3192
ENSG00000166199.13|ALKBH3	192	168	185	180	264	273
ENSG00000166200.15|COPS2	1852	1453	2002	1966	1901	1978
ENSG00000166224.16|SGPL1	1141	1016	1367	1190	1223	1324
ENSG00000166225.8|FRS2	879	677	841	843	946	1006
ENSG00000166226.13|CCT2	5146	4157	3351	3903	5433	5685
ENSG00000166228.9|PCBD1	477	461	332	448	545	566
ENSG00000166233.15|ARIH1	1541.12	1282.76	2016.83	1815.29	1760.5	1787.57
ENSG00000166246.14|C16orf71	20.31	16.84	12.41	7.36	40.49	24
ENSG00000166250.12|CLMP	1454	1098	1130	1218	1640	1570
ENSG00000166257.8|SCN3B	28	18	19	14	17	32
ENSG00000166260.11|COX11	852.9	654.61	686.81	741.42	883.5	1022.43
ENSG00000166261.11|ZNF202	501	374	353	359	501	499
ENSG00000166262.15|FAM227B	47.85	35.45	46.16	66.49	49.28	67.85
ENSG00000166263.13|STXBP4	369	299	250	275	443	418
ENSG00000166266.14|CUL5	1362	1133	1207	1220	1502	1399
ENSG00000166272.18|WBP1L	803	719	722	754	813	868
ENSG00000166275.15|BORCS7	231.86	206.78	224	242.24	259.73	295.32
ENSG00000166278.15|C2	30.46	26.61	26.27	36.26	26	51
ENSG00000166289.6|PLEKHF1	24	18	13	13	19	22
ENSG00000166292.12|TMEM100	341	381	351	397	397	499
ENSG00000166295.9|ANAPC16	812.7	683	979.48	940.89	1018.86	1057.8
ENSG00000166311.10|SMPD1	1123	951	1177	1008	1272	1242
ENSG00000166313.19|APBB1	832	710	818	887	850	944
ENSG00000166321.14|NUDT13	43	16	48	43	55	42
ENSG00000166326.7|TRIM44	3793	2711	2679	2704	3777	3620
ENSG00000166333.13|ILK	1674.11	1393.34	2467.72	1985.56	1715.28	1787.21
ENSG00000166337.10|TAF10	861.66	750.06	1135.4	1097.08	959.97	1038.82
ENSG00000166340.17|TPP1	1963.08	1797.84	3268.57	2595.29	2155.81	2481.53
ENSG00000166341.8|DCHS1	3810.17	3106.47	3672.06	3299.2	3886.98	3701.85
ENSG00000166343.10|MSS51	14	13	25	15	15	10
ENSG00000166347.19|CYB5A	481	357	381	372	504	464
ENSG00000166348.18|USP54	625.75	505.4	381.03	420.07	668.48	676.27
ENSG00000166349.9|RAG1	79	103	74	66	117	85
ENSG00000166352.16|C11orf74	118	97	100	74	110	133
ENSG00000166377.20|ATP9B	598	462	492	426	727	668
ENSG00000166387.13|PPFIBP2	765	572	967	837	783	656
ENSG00000166394.15|CYB5R2	320	328	361	459	334	396
ENSG00000166398.12|KIAA0355	380	351	704	525	446	471
ENSG00000166401.14|SERPINB8	318.66	256.16	196.21	256.74	275.52	316.62
ENSG00000166402.8|TUB	372	263	298	373	350	342
ENSG00000166405.15|RIC3	106	82	96	104	122	108
ENSG00000166411.14|IDH3A	1923.89	1606.94	1509.05	1596.64	1983.88	2055.73
ENSG00000166432.15|ZMAT1	82	58	55	62	80	74
ENSG00000166435.15|XRRA1	336.6	236.2	482.86	392.45	363.93	334.38
ENSG00000166436.16|TRIM66	443	493	568	529	529	538
ENSG00000166439.6|RNF169	705.4	534.8	1465.14	1223.55	866.07	927.62
ENSG00000166441.13|RPL27A	5265.33	4497.55	6265.25	5851.75	5755.25	6548.08
ENSG00000166444.19|ST5	939.41	811.03	856.14	845.49	883.72	1065
ENSG00000166446.15|CDYL2	67	48	105	113	76	95
ENSG00000166450.13|PRTG	142	101	237	146	150	119
ENSG00000166451.13|CENPN	678.3	514.62	435.11	513.11	822.92	740.73
ENSG00000166452.11|AKIP1	465	364	279	334	480	562.98
ENSG00000166454.10|ATMIN	1343	1158	1274	1268	1452	1571
ENSG00000166455.13|C16orf46	8.03	17.68	16.24	20.98	17.04	11.43
ENSG00000166471.11|TMEM41B	603	480	914	652	651	584
ENSG00000166477.13|LEO1	925	683	629	769	1001	882
ENSG00000166478.10|ZNF143	382	287	411	365	416	404
ENSG00000166479.10|TMX3	2242	1800	1743	2039	2490	2476
ENSG00000166483.11|WEE1	909	706	1560	1261	1289	1090
ENSG00000166484.20|MAPK7	429.75	400.03	481.85	419.63	541.69	588.39
ENSG00000166503.9|HDGFL3	1278.87	963	1174.68	1249	1456	1324
ENSG00000166507.17|NDST2	439.22	385.32	436.32	445.81	474.68	489.24
ENSG00000166508.17|MCM7	7676	4568.34	4981.66	4994.63	9124.64	6845.91
ENSG00000166510.14|CCDC68	34	21	24	48	48	52
ENSG00000166526.17|ZNF3	1015.17	925.4	1063.17	1057.74	1211.84	1300.21
ENSG00000166529.14|ZSCAN21	338.83	235.6	375.83	331.26	338.16	379.79
ENSG00000166532.16|RIMKLB	1121.99	1015	1273	1189	1265.98	1271
ENSG00000166546.14|BEAN1	146	147	181	207	210	233
ENSG00000166548.15|TK2	1100.71	996.75	1052	1062.91	1188.09	1315
ENSG00000166557.13|TMED3	930	711	800	871	978	1053
ENSG00000166562.9|SEC11C	310	216	209	256	288	261
ENSG00000166573.5|GALR1	108	115	61	89	90	109
ENSG00000166575.17|TMEM135	623	437	445	459	676	600
ENSG00000166578.10|IQCD	14	16	22	13	22	22
ENSG00000166579.15|NDEL1	1031	806	1166	865	1014	1067
ENSG00000166582.10|CENPV	217.74	140.91	127.85	158.97	220.95	212.85
ENSG00000166595.12|CIAO2B	539	502	625	549	615	627
ENSG00000166598.15|HSP90B1	22876.06	15766	33301.03	23423.69	23232.7	20256
ENSG00000166619.14|BLCAP	794	814	1108	972	897	1038
ENSG00000166664.13|CHRFAM7A	114.44	116.9	145.38	122.03	123.1	134.77
ENSG00000166681.13|BEX3	5565	4892	5669	6447	6309	6929
ENSG00000166682.12|TMPRSS5	129	124	94	99	151	169
ENSG00000166685.12|COG1	928.65	818.34	874.11	907.26	996.33	1058.12
ENSG00000166704.11|ZNF606	316	224	245.53	245	302	283.24
ENSG00000166707.11|ZCCHC18	28	33	17	15	28	30
ENSG00000166710.19|B2M	10373	7863	15366	13318	12168	11845
ENSG00000166716.10|ZNF592	1401	1124	1960.77	1851.69	1626	1712.68
ENSG00000166734.20|CASC4	2994	2211.93	2572.94	2641.95	3232.91	3072
ENSG00000166747.12|AP1G1	2968	2462	2545	2567	3070	3197
ENSG00000166750.10|SLFN5	83	95	122	95	61	154
ENSG00000166770.10|ZNF667-AS1	336	286	402	342	318	412.99
ENSG00000166780.11|C16orf45	1702	1269	1377	1382	1598	1623.84
ENSG00000166783.22|MARF1	1211	981	1752	1394	1219	1272
ENSG00000166788.10|SAAL1	445	341	371	385	480	406
ENSG00000166793.11|YPEL4	11	17	36.46	44	9	21
ENSG00000166794.4|PPIB	8458.7	6348.19	8668.67	8155.85	9532.65	9077.79
ENSG00000166797.11|CIAO2A	438	390	441	533	503	527
ENSG00000166801.15|FAM111A	1777	1198	1107	1218	1926	1615
ENSG00000166803.13|PCLAF	725.71	475.07	663.46	624.08	883.47	819.89
ENSG00000166813.15|KIF7	379.55	311.66	230.47	286.65	392.61	486.6
ENSG00000166816.14|LDHD	21	25	16	36	20	60
ENSG00000166821.9|PEX11A	208	147	187	150	191	212
ENSG00000166822.13|TMEM170A	364	289	369	350	422.76	388.19
ENSG00000166823.5|MESP1	21	20	16	14	23	35
