Ctrl_923_R2B1	Ola_923_R2B1	Ctrl_923_R3B1	Ola_923_R3B1	Ctrl_923_R1B2	Ola_923_R1B2
ENSG00000130402.12|ACTN4	6178.79	7284	10021.84	6722.99	7370.97	7474
ENSG00000130413.15|STK33	355	399	491	328	442	361
ENSG00000130414.12|NDUFA10	1761	1811	2325	1706	2235	1897
ENSG00000130429.14|ARPC1B	802.31	1064.69	1317.15	965.12	1016.29	1083.78
ENSG00000130433.7|CACNG6	9	10	17	14	7	7
ENSG00000130449.6|ZSWIM6	1274	1468	1604	1122	1476	1463
ENSG00000130475.14|FCHO1	105	189	201	160	186	163
ENSG00000130477.15|UNC13A	2810	3631	3876	3026	3358	3431
ENSG00000130479.11|MAP1S	263.54	358	531	399	332.32	387
ENSG00000130489.14|SCO2	15.95	52.02	61.63	43.22	17.44	47.13
ENSG00000130508.11|PXDN	2029	2091	3040	1791	2440	2081
ENSG00000130511.16|SSBP4	448.45	518.13	700.76	531.57	516.83	476.6
ENSG00000130513.6|GDF15	59	98	68	105	60	109
ENSG00000130517.14|PGPEP1	1434	1782	1712	1291	1582	1624
ENSG00000130518.17|IQCN	11	16	34	13	8	14
ENSG00000130520.10|LSM4	1751	1755	2164	1594	2024	1835
ENSG00000130522.5|JUND	512	490	666	542	662	502
ENSG00000130529.16|TRPM4	133	180	216	161	144	138
ENSG00000130544.12|ZNF557	188	200	241	168	207	193
ENSG00000130558.19|OLFM1	27	25	29	14	28	18
ENSG00000130559.19|CAMSAP1	1914	1974	2592	1708	2178	2272
ENSG00000130560.8|UBAC1	481	614	694	459	563	553
ENSG00000130584.11|ZBTB46	158.27	169.61	224.02	175.97	202.83	203.79
ENSG00000130589.16|HELZ2	282	364	382	317	238	289
ENSG00000130590.14|SAMD10	116	152	203	128	126	123
ENSG00000130600.18|H19	6146.29	4739.08	11197.06	5030	7511.38	5628.1
ENSG00000130635.15|COL5A1	156	228	212	147	161	206
ENSG00000130638.17|ATXN10	2318.98	2130.94	2573.82	1835.95	2563.96	2416.96
ENSG00000130640.13|TUBGCP2	410.96	541.82	670.92	462.04	556.44	462.68
ENSG00000130653.16|PNPLA7	13	28	59	24	30	30
ENSG00000130669.17|PAK4	449	515	702	474	501	494
ENSG00000130684.14|ZNF337	879.16	1121.46	1204.15	834.05	1116.23	881.44
ENSG00000130695.15|CEP85	894	896	1234	803	1075	951
ENSG00000130699.18|TAF4	676	680	1004	648	867	784
ENSG00000130702.15|LAMA5	1859.48	2795.53	3838.71	2971.44	2368.65	2542.61
ENSG00000130703.16|OSBPL2	1006	1216	1342	836	1198	1121
ENSG00000130706.13|ADRM1	939.31	1123.27	1464.16	987.38	1144.82	1093.03
ENSG00000130707.17|ASS1	74	85	61	56	60	52
ENSG00000130713.16|EXOSC2	1291	1299	1567	1064	1483	1409
ENSG00000130714.16|POMT1	745	850	1019	643	872	766
ENSG00000130717.13|UCK1	725	852	952	631	794	777
ENSG00000130723.20|PRRC2B	5875.24	7060.4	8161.85	6187.45	6934.85	7145.78
ENSG00000130724.8|CHMP2A	1064	1128	1397	909	1214	1029
ENSG00000130725.7|UBE2M	1221	1187	1515	1036	1306	1205.99
ENSG00000130726.12|TRIM28	6197	7186	9440	6523	7375	7524
ENSG00000130731.16|METTL26	270	360	479	300	383	287
ENSG00000130733.10|YIPF2	226.63	282.49	378.11	266.8	308.06	301.82
ENSG00000130734.10|ATG4D	228.76	237.2	336.49	257.69	272.51	248.19
ENSG00000130741.11|EIF2S3	3692.73	3744.55	4152.71	2829.61	3929.81	3656.68
ENSG00000130748.7|TMEM160	49	71	73	57	59	46
ENSG00000130749.10|AC008755.1	1069	1238	1551	1059	1294	1389
ENSG00000130751.9|NPAS1	133	174	167	154	130	150
ENSG00000130758.8|MAP3K10	203	249	349	245	232	220
ENSG00000130762.15|ARHGEF16	50	77	80	63	51	56
ENSG00000130764.10|LRRC47	782.88	841.6	1044	820.93	947.83	931
ENSG00000130766.5|SESN2	197	225	273	177	219	180
ENSG00000130770.18|ATP5IF1	721	661	880	627	793	735
ENSG00000130772.14|MED18	177	197	223	150	197	194
ENSG00000130775.16|THEMIS2	40	48	46	21	50	42
ENSG00000130779.20|CLIP1	970	1132	1169	839	1086	1014
ENSG00000130787.14|HIP1R	998	1134	1637	1118	1302	1197
ENSG00000130803.15|ZNF317	1206	1330	1537	1028	1304	1296
ENSG00000130810.20|PPAN	594	705.7	1059.21	697.85	790.58	794
ENSG00000130811.12|EIF3G	1800.91	2021.71	2610.87	1790.92	2026.88	1984
ENSG00000130813.18|C19orf66	449.97	477.37	508.61	427.51	475.09	430.83
ENSG00000130816.16|DNMT1	4269	5038	6189	4267	5274	5031
ENSG00000130818.12|ZNF426	673	682	811	498	704	759
ENSG00000130821.16|SLC6A8	3744	4438	5471	3900	4569	4515
ENSG00000130822.15|PNCK	52	62	67	41	57	52
ENSG00000130826.18|DKC1	2643	2659.31	3284	2175	3179	2787
ENSG00000130827.6|PLXNA3	1299	1784	2063	1452	1589	1503
ENSG00000130829.18|DUSP9	9	16	11	11	14	21
ENSG00000130830.15|MPP1	108	95	133	78	114	86
ENSG00000130844.17|ZNF331	906	1242	1349	986	1204	1057
ENSG00000130856.16|ZNF236	368	344	546	395	439	415
ENSG00000130881.14|LRP3	449	596.51	862.63	588.92	620.82	700.93
ENSG00000130921.7|C12orf65	416.97	406.33	508.13	318.57	519.44	431.13
ENSG00000130935.10|NOL11	1552	1346	1782	1166	1797	1583
ENSG00000130939.19|UBE4B	1751	1909	2253	1537	1877	1875
ENSG00000130940.15|CASZ1	33.97	33	31	35.63	31	31.15
ENSG00000130956.14|HABP4	454.76	498.85	631.95	402.83	600.93	519
ENSG00000130958.13|SLC35D2	312	382	408	330.58	385	341
ENSG00000130962.17|PRRG1	138	127	128	93	136	151
ENSG00000130985.17|UBA1	7614	8357	10212	7152	8877	8041
ENSG00000130997.16|POLN	8.11	14.54	22.41	8.01	13.87	8.19
ENSG00000131013.3|PPIL4	603	600	671	470	702	655
ENSG00000131015.5|ULBP2	16	15	15.77	12	16	15
ENSG00000131016.17|AKAP12	3517	3969	4387	2991	3897	3958
ENSG00000131018.23|SYNE1	638	602	887	588.49	743	689
ENSG00000131019.11|ULBP3	217.59	237.63	298.52	212.6	297.62	274
ENSG00000131023.13|LATS1	562.97	608.96	768.86	456.97	689	654.89
ENSG00000131037.15|EPS8L1	30	22	24	22	23	22
ENSG00000131043.12|AAR2	1013	981	1142	796	1080	1074
ENSG00000131044.17|TTLL9	24.01	20.01	16	26.04	32.05	39.04
ENSG00000131051.22|RBM39	5959	5990	6893	4435	6643	5692
ENSG00000131061.14|ZNF341	79.51	112	147	77	130.65	82
ENSG00000131067.17|GGT7	1047	1152	1407	976	1241	949
ENSG00000131069.20|ACSS2	648	684	934	600	918	747
ENSG00000131089.15|ARHGEF9	2235	2280	2716	1766	2537	2174
ENSG00000131094.4|C1QL1	120	176	214	142	157	176
ENSG00000131095.13|GFAP	177.58	294.83	301.87	267.55	219.87	340.45
ENSG00000131100.13|ATP6V1E1	1843	1774	1968	1539	2090	1908
ENSG00000131115.16|ZNF227	763.13	626.46	865.4	508.97	755.59	670.69
ENSG00000131116.12|ZNF428	1017.94	975.25	1179.13	887.3	1077.12	1036.38
ENSG00000131127.14|ZNF141	405	424	483	359	451	406
ENSG00000131143.8|COX4I1	3174	3254	3796	2596	3658	3046
ENSG00000131148.9|EMC8	577	608	632	491	631	529
ENSG00000131149.19|GSE1	2930	4285	4176	3456	3432	4086
ENSG00000131153.9|GINS2	713	737	910	585	824	810
ENSG00000131165.15|CHMP1A	1174	1355	1615	1106	1355	1328
ENSG00000131171.13|SH3BGRL	783	753	787	550	833	726
ENSG00000131174.6|COX7B	1172	1141	1463	932	1403	1299
ENSG00000131187.9|F12	44	51	93	69	60	66
ENSG00000131188.12|PRR7	31	40	48	46	28	50
ENSG00000131196.17|NFATC1	51	57	47	28	36	45
ENSG00000131236.17|CAP1	3640.43	3568.07	4032.1	2833.06	3898.7	3516.03
ENSG00000131238.17|PPT1	3871.57	3652.93	4508.9	3035.94	4313.3	3909.97
ENSG00000131242.18|RAB11FIP4	497.4	452.41	542	411	519	477
ENSG00000131263.12|RLIM	1781	1934	2007	1415.95	1905	1906
ENSG00000131269.17|ABCB7	602	600	749	488	667	584
ENSG00000131323.14|TRAF3	779	926	1011	877	860	1009
ENSG00000131351.15|HAUS8	339	397	424	285	388	305
ENSG00000131368.8|MRPS25	1089.36	1274.76	1574.39	1072.2	1522.9	1244.81
ENSG00000131370.16|SH3BP5	171	237.62	176.79	173.89	193.54	187.87
ENSG00000131373.14|HACL1	384.54	356.33	402.2	279.01	370.3	336.28
ENSG00000131374.14|TBC1D5	1544	1537	1780	1221	1761	1617
ENSG00000131375.10|CAPN7	727	726	836	578	804	782
ENSG00000131378.14|RFTN1	606	700	809	563	776	777
ENSG00000131381.12|RBSN	1179	1232	1491	1049	1304	1381
ENSG00000131386.19|GALNT15	23	29	15	14	15	27
ENSG00000131389.17|SLC6A6	850.5	987.75	1256.6	899.19	1179.27	1104.89
ENSG00000131408.14|NR1H2	410	459	627	475	457	489
ENSG00000131409.13|LRRC4B	396	498	838	540	472	549
ENSG00000131435.13|PDLIM4	255	331	492	342	374	300
ENSG00000131437.15|KIF3A	560	587	669	442	649	542
ENSG00000131446.16|MGAT1	936	975	1233	819.53	1013	920
ENSG00000131459.13|GFPT2	124	130	154	88	142	114
ENSG00000131462.8|TUBG1	1567.53	1730.09	2424.42	1611.47	1974.59	1961.04
ENSG00000131467.10|PSME3	3276	3278	4085	2646	3757	3567
ENSG00000131469.14|RPL27	6415	6259	6718	4922	7016	6161
ENSG00000131470.14|PSMC3IP	563.22	612.26	833.55	504.07	707.58	595.36
ENSG00000131473.17|ACLY	9436.73	9878.17	13031.78	8587.44	11725.77	10768.37
ENSG00000131475.7|VPS25	1013	1080	1297	928	1274	1126
ENSG00000131477.11|RAMP2	53.06	72.38	55	48.7	71	58
ENSG00000131480.9|AOC2	15	14	35	20	26	24
ENSG00000131495.8|NDUFA2	389.88	400	466	336	404	403.77
ENSG00000131503.21|ANKHD1	2510.88	2844.23	3708.82	2796.73	3433.02	3055.51
ENSG00000131504.17|DIAPH1	3081	3298	4080	2663	3678	3453
ENSG00000131507.11|NDFIP1	3117	3156	3258	2321	3378	3257
ENSG00000131508.16|UBE2D2	1528.39	1421	1766.15	1174	1759.87	1620.81
ENSG00000131558.15|EXOC4	1802	1991	2239	1574	2050	1954
ENSG00000131584.19|ACAP3	2564.79	3153.13	4555.73	2785	3480.77	2873
ENSG00000131591.17|C1orf159	154	204	277	169	152	183
ENSG00000131626.18|PPFIA1	1335.92	1383.82	1678.79	1133.89	1602.88	1543.79
ENSG00000131650.14|KREMEN2	11.15	20.39	17.22	9.56	18.23	19.63
ENSG00000131652.14|THOC6	239.47	325.53	407.52	301.98	343.65	227.33
ENSG00000131653.13|TRAF7	1822.19	2246.79	2822.87	1969.62	2123.97	2243.84
ENSG00000131669.10|NINJ1	442	545	740	494	541	588
ENSG00000131697.18|NPHP4	325	418	561	428	464	437
ENSG00000131711.15|MAP1B	6922	8030	8980	6463	7704	9247
ENSG00000131724.11|IL13RA1	1012	993	1200	721	1107	1020
ENSG00000131725.14|WDR44	243	270	338	171	334	277
ENSG00000131732.12|ZCCHC9	326	354	398	254	396	375
ENSG00000131747.15|TOP2A	12616	13637	14355	10154	14121	14029
ENSG00000131748.16|STARD3	773	894	1018	726	950	855
ENSG00000131759.18|RARA	349.47	417.97	625.99	425.97	506.96	518.91
ENSG00000131771.14|PPP1R1B	21	26	40	25	28	31
ENSG00000131773.14|KHDRBS3	471	491	525	348	518	467
ENSG00000131778.19|CHD1L	867.01	874	1106.54	719.98	1018.66	870.92
ENSG00000131779.11|PEX11B	255	276	285	228	273	241
ENSG00000131781.13|FMO5	26	17	24	9	22	12
ENSG00000131788.16|PIAS3	678.43	716.82	886.74	561.67	822.55	635.23
ENSG00000131791.8|PRKAB2	422	494	494	320	440	415
ENSG00000131797.12|CLUHP3	168.76	208.43	217.28	158.68	187	177.76
ENSG00000131828.13|PDHA1	1200.21	1291.83	1629.51	1110.43	1428.04	1337.71
ENSG00000131844.16|MCCC2	1946	1914	2289	1643	2076	2092
ENSG00000131845.14|ZNF304	405.75	464.78	488.52	368.41	477.73	487.67
ENSG00000131848.9|ZSCAN5A	164.82	144.42	188	118	145	154.99
ENSG00000131849.12|ZNF132	151	143	163	127	176	128
ENSG00000131871.15|SELENOS	737	736	800	577	736	668
ENSG00000131873.7|CHSY1	1634	1646	1912	1353	1866	1800
ENSG00000131876.17|SNRPA1	758.99	782	944	604	928	816.99
ENSG00000131899.11|LLGL1	1926	2266	2853	2137	2227	2403
ENSG00000131931.8|THAP1	153	151	211	148	172	156
ENSG00000131941.8|RHPN2	762.99	840.92	941.98	663.97	855.98	889.98
ENSG00000131943.17|C19orf12	408	384	487	322	421	412
ENSG00000131944.9|FAAP24	98	114	121	110	153	117
ENSG00000131951.11|LRRC9	8	20	6	9	10	16
ENSG00000131966.14|ACTR10	576	644	685	465	689	638
ENSG00000131979.19|GCH1	56	65	83	47	93	59
ENSG00000131981.16|LGALS3	2758	3917	3401	3209	3117	4032
ENSG00000132000.13|PODNL1	10	19	8.46	7	11	14
ENSG00000132002.8|DNAJB1	1347.45	1430	2141	1321.21	1931	1809
ENSG00000132003.9|ZSWIM4	214.01	283.63	349.72	281.86	321.32	238.35
ENSG00000132004.13|FBXW9	119	185	224.32	190	150	163
ENSG00000132005.9|RFX1	87	107	180	95	127	100
ENSG00000132010.16|ZNF20	37.08	77.67	98.72	35.15	104.25	33.98
ENSG00000132016.11|C19orf57	205	216	255	169	235	185
ENSG00000132017.10|DCAF15	422	522	627.54	403	460	462
ENSG00000132024.17|CC2D1A	607	711	886	564	720	601
ENSG00000132031.13|MATN3	36	47	32	25	28	31
ENSG00000132109.10|TRIM21	76	62	57	58	54	61
ENSG00000132122.12|SPATA6	1319	1147	1352	835	1246	1153
ENSG00000132128.16|LRRC41	1397.79	1566.68	1696.01	1252.22	1605.78	1439.81
ENSG00000132141.14|CCT6B	41	37	34	30	40	44
ENSG00000132153.15|DHX30	2281	2439	3250	2217	2714	2473
ENSG00000132155.11|RAF1	2652	2606	3200	2104	3216	2666
ENSG00000132164.10|SLC6A11	286	283	286	223	316	257
ENSG00000132182.12|NUP210	5641	6355	7866	5624	6520	6589
ENSG00000132185.16|FCRLA	44	51	54	37	56	48
ENSG00000132196.14|HSD17B7	393	319	555	370	602	426
ENSG00000132199.20|ENOSF1	674.53	815.15	910.32	666.39	831.68	690.44
ENSG00000132205.11|EMILIN2	17	15	11	8	9	14
ENSG00000132207.17|SLX1A	176.16	271.48	367.63	235.8	328.94	261.46
ENSG00000132254.12|ARFIP2	456	444	528	362	536	429
ENSG00000132256.18|TRIM5	234.97	258	288.97	183	253	261.98
ENSG00000132275.11|RRP8	176	206	233	147	222	217
ENSG00000132286.12|TIMM10B	317	398	373	246	387	374
ENSG00000132294.15|EFR3A	599	627	662	494	647	628
ENSG00000132300.19|PTCD3	2537	2458	2926	1922	2735	2715
ENSG00000132305.20|IMMT	2636	2554	3197	2220	3071	2810
ENSG00000132313.15|MRPL35	748	722	823	592	853	788
ENSG00000132323.9|ILKAP	533	520	727	406	617	570
ENSG00000132326.12|PER2	180	183.97	225	155.92	189.94	194.94
ENSG00000132329.11|RAMP1	79	136	171	102	119	169
ENSG00000132330.17|SCLY	408	473.69	625	376.85	427	439.93
ENSG00000132334.16|PTPRE	312	327	403	314	378	360
ENSG00000132341.12|RAN	8193.95	7822.92	9713.92	6421.94	9545.94	8293.99
ENSG00000132356.11|PRKAA1	1118	985	1315	801	1263	1205
ENSG00000132359.15|RAP1GAP2	367	451	339	289	279	324
ENSG00000132361.17|CLUH	1101	1445	1837.14	1295	1358.27	1516
ENSG00000132376.20|INPP5K	288	349	381	259	290	297
ENSG00000132382.14|MYBBP1A	1322	1690.94	2236.95	1550	1702.95	1749.94
ENSG00000132383.11|RPA1	3483	3572	4082	2875	3825	3778
ENSG00000132386.11|SERPINF1	1704	1961	2073	1432	1658	1761
ENSG00000132388.12|UBE2G1	1688	1584	1874	1341	1737	1721
ENSG00000132394.11|EEFSEC	150	204.91	257.97	192	192	190
ENSG00000132405.19|TBC1D14	2306.77	2154.33	2821.39	1771.49	2522.18	2358.29
ENSG00000132406.12|TMEM128	454	408	478.99	350	445	437
ENSG00000132423.12|COQ3	105	98	114	87	141	114
ENSG00000132424.16|PNISR	2736	2941.91	3628.87	2182	3164.76	2611.93
ENSG00000132432.14|SEC61G	19282	17453	18664	14026	20683	18660
ENSG00000132434.9|LANCL2	6012	5715	7885	5193	7370	6847
ENSG00000132436.11|FIGNL1	572	589	723	455	666	615
ENSG00000132437.18|DDC	11	15	23	9	9	11
ENSG00000132463.14|GRSF1	3325	3482	3617	2635	3629	3480
ENSG00000132466.18|ANKRD17	4304	4337	5440	3651	4945	4881
ENSG00000132467.4|UTP3	930	849	1012	694	903	940
ENSG00000132470.14|ITGB4	35	46	50	37	23	47
ENSG00000132471.12|WBP2	1108	1252	1703	1215	1320	1365
ENSG00000132475.10|H3F3B	5428.01	5478.1	6336.07	4540.07	6075.01	5616.09
ENSG00000132478.10|UNK	711.97	850.88	1122.93	770.93	810.96	759.86
ENSG00000132481.7|AC087289.1	192.49	265.96	297.21	300.57	269.66	281.2
ENSG00000132485.14|ZRANB2	2019	1931.89	2137	1432	2022	1842
ENSG00000132507.18|EIF5A	6945.96	7139.99	8909.17	6378.7	8660.31	7992.98
ENSG00000132510.10|KDM6B	626	825	1229	778	962	765
ENSG00000132522.16|GPS2	808	828.3	1154.34	797.82	931.81	802.99
ENSG00000132535.19|DLG4	978	1136	1392	877	1138	968
ENSG00000132541.11|RIDA	477	398	507	371	486	416
ENSG00000132549.18|VPS13B	768	767	947	703	875	878
ENSG00000132561.14|MATN2	1422	1257	1604	970	1574	1292
ENSG00000132563.16|REEP2	922	1059	1208	958	955	1070
ENSG00000132570.14|PCBD2	145	147	180.1	123	178.67	143.34
ENSG00000132581.9|SDF2	738.95	763	810.57	498	803	722
ENSG00000132589.16|FLOT2	3329	3660	4665	3245	3930	3737
ENSG00000132591.12|ERAL1	1172	1234.78	1456.54	992	1313.54	1227.67
ENSG00000132600.16|PRMT7	632.93	731.91	922.84	623.3	781.64	713.87
ENSG00000132603.15|NIP7	712.64	705.03	787.24	529.07	823.1	655.01
ENSG00000132604.11|TERF2	944	948	1039	691	1100	995
ENSG00000132612.16|VPS4A	2041.29	2144.43	2738.9	1828.21	2443.11	2200.88
ENSG00000132613.15|MTSS1L	3748.26	4298.95	5671.42	3874.04	4291.53	4311.59
ENSG00000132623.16|ANKEF1	161	143	154	126	149	153
ENSG00000132635.17|PCED1A	1236	1662	1736	1298	1515	1320
ENSG00000132639.12|SNAP25	152	208	200	138	195	212
ENSG00000132640.15|BTBD3	2763.32	2482.76	3085.6	2083.82	2910.57	2673.61
ENSG00000132646.11|PCNA	4121	4018	4820	3148	4496	4421
ENSG00000132661.4|NXT1	331	322	359	265	433	314
ENSG00000132664.12|POLR3F	629	599	686	470	597	603
ENSG00000132669.13|RIN2	132.75	136.02	128.78	104.79	95	131.9
ENSG00000132670.20|PTPRA	4485.41	4505.98	5568.44	3487.96	5035.44	4599.26
ENSG00000132676.16|DAP3	1516.65	1447	1787.75	1160	1678.95	1430.98
ENSG00000132680.11|KHDC4	1144	1199	1432	908	1376	1105
ENSG00000132688.11|NES	35997	40908	48115	32637	40903	40059
ENSG00000132692.19|BCAN	13505.36	13794.6	21594.4	13392.31	17599.93	16108.82
ENSG00000132694.18|ARHGEF11	2863	3400	4078	2956	3531	3425
ENSG00000132702.13|HAPLN2	7	16	16	8	15	12
ENSG00000132716.18|DCAF8	1909.08	2140.1	2534	1786.5	2360.22	2032.94
ENSG00000132718.9|SYT11	4487	4245	5124	3417	4813	4508
ENSG00000132740.8|IGHMBP2	255	272	424	284	349	355
ENSG00000132749.11|TESMIN	23	13	15	6	16	14
ENSG00000132763.15|MMACHC	178.67	204.08	219.17	154.03	202.24	191.34
ENSG00000132768.14|DPH2	810.92	926.98	1103.9	806	972.85	883.79
ENSG00000132773.12|TOE1	281.59	345.1	354.35	242.23	290.34	266.21
ENSG00000132780.17|NASP	8292	8860	10684	7063	10013	8628
ENSG00000132781.17|MUTYH	346.41	496.9	597.65	429.77	511.66	434.79
ENSG00000132792.19|CTNNBL1	1082	1059	1264	925	1300	1151
ENSG00000132801.7|ZSWIM3	124	127	141	101	142	127
ENSG00000132819.17|RBM38	728	951.98	1167.25	878.98	947.38	968
ENSG00000132821.12|VSTM2L	14	20	25	21	20	18
ENSG00000132823.11|OSER1	645	683	705	453	674	634
ENSG00000132824.14|SERINC3	2765	2749	3131	2130	2941	2785
ENSG00000132825.7|PPP1R3D	39	54	45.58	27	34	33
ENSG00000132842.13|AP3B1	1139	1066	1314	855	1138	1124
ENSG00000132846.6|ZBED3	562.92	622.39	788.5	521.02	676.18	606.42
ENSG00000132849.20|PATJ	116	109	100	78	107	110
ENSG00000132872.12|SYT4	183	236	134	155	150	210
ENSG00000132879.14|FBXO44	341	459.89	472	379	375	322
ENSG00000132881.12|CPLANE2	44	41	55	36	36	52
ENSG00000132906.18|CASP9	152	159	182	141	155	140
ENSG00000132912.12|DCTN4	2619	2557	3142	2083	2883	2880
ENSG00000132950.19|ZMYM5	198	231	238	155	259	234
ENSG00000132952.12|USPL1	684	663	845	563	784	672
ENSG00000132953.16|XPO4	1458	1493	1752	1236	1700	1640
ENSG00000132963.8|POMP	1134	1037	1123	840	1211	1132
ENSG00000132964.12|CDK8	463	482	653	370	591	511
ENSG00000132967.9|HMGB1P5	323.38	259.21	322.26	202.84	303.63	343.21
ENSG00000132970.12|WASF3	1261.9	1210.38	1504.08	1061	1407.52	1373
ENSG00000132975.8|GPR12	160	137	173	118	196	169
ENSG00000133026.12|MYH10	5097	5341	6672	4421	5648	5621
ENSG00000133027.18|PEMT	162.65	156.66	229.86	167.91	193	157.38
ENSG00000133028.12|SCO1	1007	937	1169	766	1037	966
ENSG00000133030.21|MPRIP	2930.27	3311.99	3974.96	2658.84	3329.88	3232.81
ENSG00000133048.13|CHI3L1	54	91	67	86	63	83
ENSG00000133056.13|PIK3C2B	934	1075	1384	901	1233	1143
ENSG00000133059.17|DSTYK	596	726	714	541	675	672
ENSG00000133065.11|SLC41A1	1244	1317	1530	1083	1469	1308
ENSG00000133069.17|TMCC2	47	59	65	59	65	55
ENSG00000133083.14|DCLK1	1190	1380	1300	1002	1196	1267
ENSG00000133103.17|COG6	318	296	309	183	307	305
ENSG00000133104.14|SPART	1340	1226	1372	987	1245	1226
ENSG00000133111.3|RFXAP	221	214	230	163	237	222
ENSG00000133112.16|TPT1	8328	8241	8582	5767	8270	7830.28
ENSG00000133114.17|GPALPP1	306	325	377	220	339	334
ENSG00000133119.13|RFC3	1180	1120	1308	938	1357	1222
ENSG00000133121.21|STARD13	499	463	535	379	556	501
ENSG00000133131.15|MORC4	67	79	89	52	91	54
ENSG00000133134.11|BEX2	36	30	34	17	24	40
ENSG00000133138.20|TBC1D8B	30	15	14	9	12	6
ENSG00000133142.17|TCEAL4	1069	1099	1342	859	1257	1113
ENSG00000133169.6|BEX1	16	23	15	20	17	18
ENSG00000133193.12|FAM104A	612	556.08	721.35	521.22	651.89	688.14
ENSG00000133195.11|SLC39A11	136	144	160	121	134	135
ENSG00000133216.16|EPHB2	1195	1488	1492	1273	1212	1489
ENSG00000133226.17|SRRM1	2901.97	3162	3991.97	2572.98	3335.97	2861
ENSG00000133243.8|BTBD2	778.3	1029	1496	965	893.09	1018.95
ENSG00000133247.14|KMT5C	259	311	416	293	330	292
ENSG00000133250.14|ZNF414	70	97	147	97	58	95
ENSG00000133256.12|PDE6B	108.18	97	146.79	88.8	148.39	118.49
ENSG00000133265.11|HSPBP1	362	415	592	405	509	505
ENSG00000133275.16|CSNK1G2	801	991	1335	998	939	1046
ENSG00000133302.13|SLF1	332	431	458	293	422	431
ENSG00000133313.15|CNDP2	2880	2850	3542	2376	3470	2912
ENSG00000133315.11|MACROD1	121	88	123	88	114	94
ENSG00000133316.15|WDR74	624.93	645.49	824.83	519.84	741.39	635.54
ENSG00000133318.13|RTN3	3575.97	3422.99	4009.92	2574	3847.98	3534
ENSG00000133321.11|RARRES3	56	70	40	44	40	44
ENSG00000133392.18|MYH11	13.1	15.17	17.04	21.02	23.08	18.05
ENSG00000133393.13|FOPNL	762	671	756	517	782	697
ENSG00000133398.4|MED10	316	318	357	236	320	343
ENSG00000133401.16|PDZD2	116	131	175	89	148	121
ENSG00000133422.13|MORC2	1689	1711	2263	1559	1959	1824
ENSG00000133424.20|LARGE1	202	239	296	191	251	216
ENSG00000133433.10|GSTT2B	523.71	585.95	690.26	521.27	570.25	571.56
ENSG00000133460.19|SLC2A11	238.68	383.08	398.91	276.9	372.76	315.67
ENSG00000133466.14|C1QTNF6	1028.9	1370.86	1561	1278.77	1288	1429.88
ENSG00000133597.11|ADCK2	450.87	467.58	500.02	348.92	493.79	488.25
ENSG00000133606.11|MKRN1	2005.99	2163	2206	1593	2238.99	2113
ENSG00000133612.19|AGAP3	1071	1253	1407	1078	1157	1086
ENSG00000133619.17|KRBA1	267	414	504	339	366	345
ENSG00000133624.13|ZNF767P	407.57	459.18	516.91	334.58	478.84	369.58
ENSG00000133627.18|ACTR3B	462	520	537.08	419	535.31	517.98
ENSG00000133639.5|BTG1	809	804	860.9	586.67	931.55	882.18
ENSG00000133641.18|C12orf29	326.76	348.94	398.25	251.66	393.22	355.28
ENSG00000133657.15|ATP13A3	3295	3252	3485	2487	3620	3559
ENSG00000133678.14|TMEM254	209	217	238.8	180.55	204.63	156.87
ENSG00000133687.16|TMTC1	555	545	611	411	632	607
ENSG00000133703.11|KRAS	1489.77	1497.16	1652.28	1094.59	1641.9	1552.58
ENSG00000133704.10|IPO8	1738	1647	1913	1321	1902	1884
ENSG00000133706.18|LARS	5098	5113	6221	4057	5605	5440
ENSG00000133731.10|IMPA1	386	304	393	289	425	353
ENSG00000133739.16|LRRCC1	759	779	902	688	865	881
ENSG00000133740.11|E2F5	723.26	667.12	790.04	512.97	722.18	758.71
ENSG00000133773.12|CCDC59	365	355	441	256	370	346
ENSG00000133789.15|SWAP70	1195	1200	1564	954	1469	1250
ENSG00000133794.17|ARNTL	345	334	429	285	413	348
ENSG00000133805.15|AMPD3	20	21	14	15	18	18
ENSG00000133812.15|SBF2	1164.81	1120.78	1389.7	828.98	1214.96	1153.97
ENSG00000133816.15|MICAL2	273.4	283.9	325	317	314.33	328
ENSG00000133818.14|RRAS2	267.98	190.97	207.35	157.85	227.85	268.97
ENSG00000133835.15|HSD17B4	2191	1999	2397	1540	2191	2106
ENSG00000133858.15|ZFC3H1	721	719	875	580	790	717
ENSG00000133863.8|TEX15	332	332	401	240	345	345
ENSG00000133872.13|SARAF	6048	6043.99	6367.99	4622	6140	6111.98
ENSG00000133874.2|RNF122	175	150	192	137	201	196
ENSG00000133878.9|DUSP26	29	42	44	32	39	37
ENSG00000133884.10|DPF2	1277	1374	1727	1141	1604	1209
ENSG00000133895.14|MEN1	1125	1342	1685	1160	1392	1347
ENSG00000133935.6|ERG28	878	848	1095	796	1075	1042
ENSG00000133937.4|GSC	73	74	103	58	80	71
ENSG00000133943.20|DGLUCY	819.29	1054	1065.48	790	960.69	937
ENSG00000133958.13|UNC79	334	361	461	293	353	370
ENSG00000133961.20|NUMB	627	612	898	517	717	651
ENSG00000133983.15|COX16	544.39	518.65	579.03	396.77	633.11	560.16
ENSG00000133985.3|TTC9	186	143	205	158	239	215
ENSG00000133997.11|MED6	470	433	490	366	461	453
