Ctrl_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP.Olap_417_R3B2
ENSG00000170011.14|MYRIP	243	205	210	142.94	243	189
ENSG00000170017.12|ALCAM	494	479	451	350	1440	978
ENSG00000170027.7|YWHAG	5356	5062	4119	3724	5455	5394
ENSG00000170035.16|UBE2E3	1465	1296	1226	951	1321	892
ENSG00000170037.13|CNTROB	2476	2704	2069	2216	2774	2799
ENSG00000170043.11|TRAPPC1	1193	1223	843	817	1605	1452
ENSG00000170049.9|KCNAB3	153	167	110	107	232	192
ENSG00000170088.14|TMEM192	497	502	281	292	657	559
ENSG00000170089.15|AC106795.1	379.84	302.81	296.99	285.75	426.7	380.95
ENSG00000170100.13|ZNF778	528	493	410	384	446	379
ENSG00000170113.16|NIPA1	1102	1131	1033	972	1519	1304
ENSG00000170142.11|UBE2E1	1028	961	730	723	1269	1004
ENSG00000170144.20|HNRNPA3	18799.51	16929.62	14796.27	12783.83	16916.77	12856.31
ENSG00000170145.5|SIK2	2477.7	2496	2303	2049.94	2738.83	2369.94
ENSG00000170153.11|RNF150	519	410	457	354	372	169
ENSG00000170160.17|CCDC144A	18.92	19.14	27.02	12.91	16.6	2.45
ENSG00000170161.6|AL512625.1	79.49	64.52	36.49	40.29	59.25	48.56
ENSG00000170166.6|HOXD4	22	31.24	22.53	22.17	25.62	25.7
ENSG00000170175.11|CHRNB1	446	408	278	288	339	235
ENSG00000170178.6|HOXD12	15	19	9	22	9	21
ENSG00000170185.9|USP38	532	518	447	361	596	485
ENSG00000170191.5|NANP	269	254	249	250	275	209
ENSG00000170214.5|ADRA1B	46	87	38	77	75	104
ENSG00000170222.11|ADPRM	47	39	50	31	45	35
ENSG00000170234.13|PWWP2A	676	500	466	344	409	283
ENSG00000170242.17|USP47	1629	1470	1350	1042	1260	920
ENSG00000170248.15|PDCD6IP	3564.97	3522.94	2797.96	2585.18	4127.79	3426
ENSG00000170260.8|ZNF212	266	300	232	176	265	270
ENSG00000170264.13|FAM161A	250	251	217	182	373	311
ENSG00000170265.12|ZNF282	552	656	463	467	487	560
ENSG00000170266.16|GLB1	2291.99	2039	1706.99	1474.99	2854	2128
ENSG00000170270.5|GON7	201	170	149	148	169	172
ENSG00000170271.11|FAXDC2	371	474	316	315	231	148
ENSG00000170275.14|CRTAP	9311	8377	7074	5816	10462	7806
ENSG00000170291.14|ELP5	1195	1212	900	837	1048.01	1008.02
ENSG00000170293.9|CMTM8	171	142	102	87	345	315
ENSG00000170296.10|GABARAP	6499.74	6067	4278.65	3786.16	6261.89	4469.09
ENSG00000170310.15|STX8	509	323	349	243	380	250
ENSG00000170312.15|CDK1	3722	3847	3509	4009	4377	4218
ENSG00000170315.13|UBB	18596.99	17578.39	13327.84	11555.17	14766.82	13116.13
ENSG00000170322.14|NFRKB	1239	1297	1047	896	1090	941
ENSG00000170325.14|PRDM10	467	408	449	343	389	387
ENSG00000170340.11|B3GNT2	330	310	237	214	471	432
ENSG00000170345.10|FOS	177	209	190	187	140	160
ENSG00000170348.9|TMED10	7204.99	6431	5916.99	5026.99	6652.99	5207.99
ENSG00000170364.12|SETMAR	239	230	156	155	213	171
ENSG00000170365.10|SMAD1	555	472	407	331	717	616
ENSG00000170379.20|TCAF2	11.44	14.2	75.23	100.75	14	14.48
ENSG00000170382.12|LRRN2	755	784	486	400	498	641
ENSG00000170385.10|SLC30A1	934	911	795	706	855	644
ENSG00000170390.16|DCLK2	1236	1129	1132	833	562	433
ENSG00000170417.16|TMEM182	108	93	84	72	97	76
ENSG00000170425.3|ADORA2B	122	139	104	101	207	186
ENSG00000170439.7|METTL7B	681	401	395	205	373	342
ENSG00000170445.14|HARS	1391.6	1382.8	1144.46	940.62	1434.31	1428.34
ENSG00000170448.12|NFXL1	327	299	210.45	236	282	310
ENSG00000170456.16|DENND5B	866	789	785	692	838	573
ENSG00000170464.10|DNAJC18	702	601	517	420	457	326
ENSG00000170469.10|SPATA24	70	53	39	41	55	23
ENSG00000170471.15|RALGAPB	2312	2106	1977	1689	2211	1806
ENSG00000170473.17|PYM1	264	250	215	168	299	233
ENSG00000170482.17|SLC23A1	15	6	12	13	7	8
ENSG00000170485.17|NPAS2	557.09	530.92	505.16	411.54	499.56	465.74
ENSG00000170500.12|LONRF2	2880	2888	2496	2398	2024	2106
ENSG00000170502.13|NUDT9	397	357	337	263	347	270
ENSG00000170515.14|PA2G4	2915.98	2617	2267	1897	2553	2550
ENSG00000170522.9|ELOVL6	2411	1967	1972	1398	3049	2080
ENSG00000170525.21|PFKFB3	870	985	991	1093	686	838
ENSG00000170537.13|TMC7	203	185.83	193	130	258.26	241
ENSG00000170540.15|ARL6IP1	11506.14	12119.74	9653.61	10910.25	11602.89	10301.81
ENSG00000170545.17|SMAGP	119	114.18	93	61	203.03	195
ENSG00000170558.9|CDH2	16310	12404	12568	8765.95	18409.98	10716.97
ENSG00000170571.12|EMB	419.38	305.82	369.89	208.87	249.87	177.88
ENSG00000170579.17|DLGAP1	492	356	500	344	256	120
ENSG00000170581.14|STAT2	2619	2646	2084	1875	2167	1575
ENSG00000170584.11|NUDCD2	713	716	690	573	700	573
ENSG00000170604.5|IRF2BP1	274	270	213	198	146	238
ENSG00000170606.15|HSPA4	2979	2715	2389	1868	3648	3007
ENSG00000170619.10|COMMD5	638.79	633.66	499.47	419.49	517.27	576.26
ENSG00000170624.13|SGCD	17	9	25	13	1	0
ENSG00000170629.14|DPY19L2P2	159.35	168.86	164.9	246.12	161.21	172.81
ENSG00000170631.15|ZNF16	245	232	168	156	175	145
ENSG00000170632.14|ARMC10	430	438	372	271.78	510.84	353
ENSG00000170633.16|RNF34	554.97	640.19	563.67	483.75	683	714.79
ENSG00000170634.13|ACYP2	140	118.02	101.01	82	96	61
ENSG00000170638.9|TRABD	450.08	557.16	374.31	329.98	260.55	468.87
ENSG00000170653.19|ATF7	2333.76	2077.04	2163.19	1749.13	1708.32	1202
ENSG00000170667.14|RASA4B	190.31	277.95	182.8	135.19	154.85	172.09
ENSG00000170677.6|SOCS6	492	545	472	425	664	524
ENSG00000170681.6|CAVIN4	25	43	23	22	30	28
ENSG00000170689.10|HOXB9	875	947	694	704	1982	2015
ENSG00000170703.15|TTLL6	68	82	66	69	77	85
ENSG00000170734.11|POLH	710	757	713	734	792	752
ENSG00000170759.11|KIF5B	10078	9105	9106	7531	8858	7030
ENSG00000170776.21|AKAP13	2376.04	2215.19	2308.1	1792.11	1807.81	1439.93
ENSG00000170779.10|CDCA4	778	765	586	629	824	1025
ENSG00000170791.17|CHCHD7	158	161	133	106	241	124
ENSG00000170802.16|FOXN2	1289	1243	1172	1019	994	795
ENSG00000170832.13|USP32	2997.75	2700.85	2594.34	2080.27	3058.27	2353.34
ENSG00000170835.14|CEL	25	46	31	40	34	49
ENSG00000170836.11|PPM1D	736	683	662	561	664	625
ENSG00000170837.2|GPR27	42	49	25	43	9	10
ENSG00000170846.17|AC093323.1	454.82	377.83	379.99	346.76	375.4	209.72
ENSG00000170852.11|KBTBD2	1646	1580	1474	1353	1676	1451
ENSG00000170854.18|RIOX2	4.01	17.97	15.4	9.16	13.71	2
ENSG00000170855.4|TRIAP1	389	338	257	200	345	320
ENSG00000170860.4|LSM3	977	802	672	627	992	763
ENSG00000170871.12|KIAA0232	1551	1601	1274	1247	1355	1159
ENSG00000170873.18|MTSS1	2029.98	1623.99	1970.99	1375.86	284.99	249
ENSG00000170876.7|TMEM43	1894	1902	1541	1334.04	2367	2278
ENSG00000170881.4|RNF139	1177	950	821	678	914	685
ENSG00000170889.14|RPS9	2939	3051	2384	1947	2226	2401
ENSG00000170892.11|TSEN34	767	800	600	539	610	667
ENSG00000170899.11|GSTA4	883	733	618	548	643	462
ENSG00000170903.11|MSANTD4	1053.05	984.55	882.56	828.73	1056	818
ENSG00000170906.15|NDUFA3	581.23	542.98	448.22	367.34	326.4	421.34
ENSG00000170917.13|NUDT6	131.88	143.9	89.42	106.31	157.91	111.74
ENSG00000170919.15|TPT1-AS1	219.32	191.95	185.85	170.43	160.66	105.73
ENSG00000170921.15|TANC2	1088	837	890.16	701	847	635
ENSG00000170946.15|DNAJC24	150.76	129.42	141.82	107.59	145.44	102.02
ENSG00000170949.17|ZNF160	411	426	493	414	370	305
ENSG00000170954.11|ZNF415	223	189	197	160	238	140
ENSG00000171004.18|HS6ST2	39	22	43	29	242	175
ENSG00000171016.12|PYGO1	452	464	424	403	512	333
ENSG00000171033.13|PKIA	809	798	850	838	1218	899
ENSG00000171044.10|XKR6	45	30	13	17	30	17
ENSG00000171045.15|TSNARE1	217	257	168	145	135	119
ENSG00000171055.15|FEZ2	1038	866	776	662	1175	852
ENSG00000171067.11|C11orf24	823	938	791	763	856	1133
ENSG00000171084.15|FAM86JP	39.12	54	31.15	30	38	41
ENSG00000171094.18|ALK	139	87	132	93	99	48
ENSG00000171097.14|KYAT1	286.16	282.94	214.1	208.44	196.51	216.71
ENSG00000171100.14|MTM1	346	332	311	225	364	283
ENSG00000171103.11|TRMT61B	265.82	215.69	181.56	154.45	235.34	185.2
ENSG00000171105.14|INSR	441	435	380	352	392	317
ENSG00000171109.19|MFN1	1212	1086	955	803	1329	980
ENSG00000171116.7|HSFX1	41	47.8	56	37	33	26
ENSG00000171121.16|KCNMB3	41.43	28.61	53.94	41.67	54.93	48.26
ENSG00000171130.18|ATP6V0E2	2068.83	2374.12	1748.2	1572.25	1910.64	2305.12
ENSG00000171132.14|PRKCE	1019	762	848	606	629	428
ENSG00000171135.14|JAGN1	623	538	378	375	536	518
ENSG00000171148.13|TADA3	3695.37	3796.74	3038.18	2378.22	2819.82	2827.93
ENSG00000171150.9|SOCS5	621	565	498	437	521	466
ENSG00000171155.8|C1GALT1C1	1402	988	1062	671	703	378
ENSG00000171159.5|C9orf16	411.33	407.99	295.89	270.22	227.17	458.74
ENSG00000171160.18|MORN4	400	402	283	242	331	282
ENSG00000171161.13|ZNF672	836	827	621	593	638	722
ENSG00000171163.15|ZNF692	1490	1393	1212	1027	985	900
ENSG00000171169.9|NAIF1	232	237	121	157	158	128
ENSG00000171174.15|RBKS	28	36	22	19	38	43
ENSG00000171202.7|TMEM126A	363	253	211	143	271	146
ENSG00000171204.12|TMEM126B	982	924	712	682	932	713
ENSG00000171206.14|TRIM8	1602.41	1535.86	1242.88	1129.77	1178.03	1286.88
ENSG00000171208.9|NETO2	1172	1200	959	953	1155	1188
ENSG00000171219.9|CDC42BPG	8	17	9	16	23	30
ENSG00000171222.10|SCAND1	177.4	163.49	152.12	116.44	81.81	132.16
ENSG00000171223.6|JUNB	175.97	222	209.98	233	211.95	446
ENSG00000171241.9|SHCBP1	1192	1348	1122	1282	1688	1697
ENSG00000171246.6|NPTX1	830	706	665	488	234	318
ENSG00000171262.11|FAM98B	1254	1250	983	862	1260	925
ENSG00000171291.8|ZNF439	331	389	356	376	383	322.26
ENSG00000171295.12|ZNF440	253.71	273	296	220	378	337.59
ENSG00000171298.13|GAA	2238	2594	1919	1777	1173	1820
ENSG00000171302.17|CANT1	1104	1128	940	868	1405	1433
ENSG00000171303.7|KCNK3	66	81	54	48	21	13
ENSG00000171307.19|ZDHHC16	1042	1030	781	744	1049	966
ENSG00000171310.11|CHST11	3642	2685	2853	2005	1498	971
ENSG00000171311.12|EXOSC1	495	455	357	324	418	369
ENSG00000171314.9|PGAM1	8086.55	7387.63	8339.84	7808.84	7268.82	6874.61
ENSG00000171316.12|CHD7	1415	1185	1168	980	1142	869
ENSG00000171320.14|ESCO2	276	387	284	347	401	385
ENSG00000171357.6|LURAP1	68.69	89.33	83.36	63.6	90.66	76.97
ENSG00000171365.17|CLCN5	710	715	670	617	856	712
ENSG00000171368.12|TPPP	1014.61	1177.72	925.97	772.94	707.93	720.8
ENSG00000171385.9|KCND3	3101	2330	2146	1487	1458	1081
ENSG00000171388.12|APLN	75	88	206	209	96	98
ENSG00000171421.13|MRPL36	365	276	193	192	262	223
ENSG00000171425.10|ZNF581	83	112.03	80.29	79	91	96.2
ENSG00000171428.14|NAT1	18	22	36	20	19	13
ENSG00000171435.13|KSR2	59	43	33.05	18	54	41
ENSG00000171443.7|ZNF524	53	67	62	50	31	66
ENSG00000171444.18|MCC	1010	984	973	665	853	690
ENSG00000171448.9|ZBTB26	435	383	352	304	336	265
ENSG00000171450.5|CDK5R2	114	88	68	41	105	91
ENSG00000171451.14|DSEL	532.12	430.36	441.09	392.33	812.88	577.77
ENSG00000171453.19|POLR1C	471.06	398.74	322.98	235.16	394.15	323.12
ENSG00000171456.19|ASXL1	3199	3172	2674	2519	3053	2583
ENSG00000171462.15|DLK2	146	151	107	101	65	122
ENSG00000171466.10|ZNF562	1149.21	1011.68	1041.02	898.84	1156.82	878.61
ENSG00000171467.16|ZNF318	2113.34	2000	1631.8	1605	1963.64	1608
ENSG00000171469.11|ZNF561	1271	1344	1057.38	906.78	1200.78	919.39
ENSG00000171475.14|WIPF2	2665	2525	2383	2182	2198	1871
ENSG00000171476.22|HOPX	38	43	26	24	67	45
ENSG00000171488.15|LRRC8C	621	570	559	494	909	717
ENSG00000171490.13|RSL1D1	1697	1486	1253	960	1572	1416
ENSG00000171492.14|LRRC8D	564	497	386	349	437	337
ENSG00000171497.5|PPID	459.35	405.73	367.24	331.57	508.19	465.24
ENSG00000171503.11|ETFDH	465.04	392.27	393.76	309.43	557.81	364.76
ENSG00000171522.6|PTGER4	17	24	19	16	13	16
ENSG00000171530.14|TBCA	1745	1481	1356	1102	1465	1131
ENSG00000171533.11|MAP6	703	589	460	371	266	207
ENSG00000171552.13|BCL2L1	2346.18	2127.39	1918.56	1379.5	1995.26	1829.58
ENSG00000171566.12|PLRG1	848	774	651	533	945	780
ENSG00000171570.11|RAB4B-EGLN2	37.51	31.08	21.06	30.4	13.25	11.37
ENSG00000171574.18|ZNF584	106	103	100	86	141	154
ENSG00000171603.17|CLSTN1	5574	5752	5107	3898	4611	4080
ENSG00000171604.12|CXXC5	1772	1675	1441	1112	924	1026
ENSG00000171606.18|ZNF274	591	602	504	476	602	557
ENSG00000171608.15|PIK3CD	45	69	36	37	54	53
ENSG00000171612.7|SLC25A33	355.28	299.94	212.52	193.05	300.55	264.48
ENSG00000171617.14|ENC1	855	831.82	683	587	1326	968.94
ENSG00000171621.14|SPSB1	140	140	85	69	271	332
ENSG00000171634.18|BPTF	3623.24	3210.11	3278.45	2553.64	2685.44	2250.96
ENSG00000171649.12|ZIK1	269	284	277	251	252	287
ENSG00000171680.21|PLEKHG5	453	511	319	261	320.97	427
ENSG00000171681.12|ATF7IP	1111	1117	1299	1100	1412	1051
ENSG00000171700.14|RGS19	171	220	128	162	147	267
ENSG00000171703.17|TCEA2	1293	1465	886	881	885	1132
ENSG00000171714.11|ANO5	224.88	206	195	165	240	199
ENSG00000171720.10|HDAC3	1202	1190	958	855	1266	1103
ENSG00000171723.15|GPHN	1221	855	975	635	968	575
ENSG00000171724.3|VAT1L	737	720	521	423	3785	3446
ENSG00000171729.14|TMEM51	320.75	311.69	307	279.68	278.78	287.85
ENSG00000171735.19|CAMTA1	471	360	398	318	493	450
ENSG00000171757.15|LRRC34	58.76	53.76	50.66	41	69.79	35.23
ENSG00000171763.19|SPATA5L1	153	139	119	99	178	146
ENSG00000171790.15|SLFNL1	18.62	21.23	31.4	14.48	16.51	15.27
ENSG00000171791.13|BCL2	599	558	599	587	681	603
ENSG00000171792.11|RHNO1	1067	1167	866	897	1118	1084
ENSG00000171793.15|CTPS1	1976	1861	1661	1523	1812	1682
ENSG00000171806.12|METTL18	146	124	99	97	141	116
ENSG00000171813.14|PWWP2B	80	76	37	47	87	142
ENSG00000171817.17|ZNF540	23	23	14	16	21	14
ENSG00000171823.7|FBXL14	138	162	131	127	85	138
ENSG00000171824.14|EXOSC10	2929.93	2799.94	2282.74	2013.41	2322.13	2132.05
ENSG00000171827.10|ZNF570	136	130	150	113	145	111
ENSG00000171843.16|MLLT3	504	474	515	412	344	266
ENSG00000171848.15|RRM2	4689	5159	3726	4331	6547	6249
ENSG00000171853.16|TRAPPC12	667	681	523	484	472	511
ENSG00000171858.18|RPS21	1472	1461	1158	976	1352	1482
ENSG00000171860.4|C3AR1	154	128	157	135	220	200
ENSG00000171861.11|MRM3	299	268	207	202	316	313
ENSG00000171862.11|PTEN	2557.92	2408.75	2301.26	1809.41	1774.58	1257.2
ENSG00000171863.14|RPS7	6181.77	5688.16	4989.99	4172.33	5249.68	4195.28
ENSG00000171865.10|RNASEH1	1626	1495	1280	1129	1393	1156
ENSG00000171867.16|PRNP	8599	8399	8044	6734	7790	6369
ENSG00000171877.21|FRMD5	1438	1336	1065	859	1989	1661
ENSG00000171903.16|CYP4F11	25	45	17	29	3	2
ENSG00000171914.16|TLN2	331	304.63	267	203	322.34	312.16
ENSG00000171928.14|TVP23B	740.78	625.13	533.15	492.66	787.85	482.19
ENSG00000171940.13|ZNF217	890	883	967	874	1392	1161
ENSG00000171943.11|SRGAP2C	1354.14	1229.29	1079.1	1068.09	952.06	777.79
ENSG00000171951.5|SCG2	2492	2596	1793	1744	7161	7725
ENSG00000171953.16|ATPAF2	371.17	347.11	289.62	267.39	347.13	280.89
ENSG00000171960.11|PPIH	229.93	214	229.88	200.91	250.85	215.96
ENSG00000171962.17|DRC3	85.79	77.31	75.38	78.69	53.87	45.44
ENSG00000171970.13|ZNF57	114.6	149	89.86	73	112	100
ENSG00000171984.15|SHLD1	81	63	77	48	49	44
ENSG00000171988.19|JMJD1C	2216.93	2039.38	2035.99	1465.89	2056.25	1412.19
ENSG00000171992.13|SYNPO	84	132	65	92	161	188
ENSG00000172006.11|ZNF554	151	140	103	52	117	94
ENSG00000172007.6|RAB33B	20.62	9	21	19.45	31	20.45
ENSG00000172009.15|THOP1	1015	1153	912	810	681	1007
ENSG00000172020.12|GAP43	1998	1535	1662	1209	1963	1782
ENSG00000172031.7|EPHX4	185	134	123	137	162	138
ENSG00000172037.14|LAMB2	6804	7492	5188	4847	4838	5846
ENSG00000172046.18|USP19	1637	1690	1306	1128	1400	1412
ENSG00000172053.18|QARS	2530	2506	1699	1397	2679	2333
ENSG00000172057.10|ORMDL3	2209	2020	1637	1422	1462	1285
ENSG00000172058.15|SERF1A	6.73	67.43	23.11	29.18	28.95	2.73
ENSG00000172062.16|SMN1	554.5	357.34	374.73	331.09	505.85	357.17
ENSG00000172071.12|EIF2AK3	862	771	738	648.44	967	719.2
ENSG00000172081.14|MOB3A	1116	1257	967	807	903	1050
ENSG00000172086.8|KRCC1	390	356	388	289	247	136
ENSG00000172113.9|NME6	593.36	588.83	471.21	387.4	525.26	488.29
ENSG00000172115.8|CYCS	2344	2291	1926	1910	2768	2355
ENSG00000172159.16|FRMD3	354	322	320	296	587	490
ENSG00000172164.15|SNTB1	869	824.3	1029	841	590.96	427.87
ENSG00000172167.8|MTBP	248	311	301	310	282.04	306.13
ENSG00000172171.11|TEFM	150.16	137.58	116.95	97.04	197.46	140.42
ENSG00000172172.7|MRPL13	659	604	573	492	693	559
ENSG00000172175.14|MALT1	1033.93	968.83	858	763	1294	1052
ENSG00000172183.15|ISG20	37	35	36	45	92	130
ENSG00000172197.10|MBOAT1	95	111	97	63	107	69
ENSG00000172201.12|ID4	51	34	40	25	43	10
ENSG00000172216.5|CEBPB	197.47	144.76	126	133.51	120.9	139.67
ENSG00000172239.14|PAIP1	1426.8	1300	1029.69	828.85	1166	854.85
ENSG00000172244.9|C5orf34	136	125	125	153	151	165.93
ENSG00000172262.11|ZNF131	625	617	556	507	607	455
ENSG00000172269.19|DPAGT1	1059.49	1031.97	784.27	749.17	1161.1	1140.51
ENSG00000172270.19|BSG	13944	14112	12389	9636	10320	12775.92
ENSG00000172273.12|HINFP	608	636	428	443	603	514
ENSG00000172292.14|CERS6	2567.52	2441.69	2098.88	1832.54	2948.89	2288.76
ENSG00000172296.13|SPTLC3	43	36	21	16	46	47
ENSG00000172301.11|COPRS	1485	1342	1082	1107	1441	1339
ENSG00000172315.6|TP53RK	415	398	302	294	326	292
ENSG00000172318.5|B3GALT1	228.69	177	172.96	107.93	396.17	201
ENSG00000172331.12|BPGM	542	453	330	248	387	282
ENSG00000172336.5|POP7	388	379	213	239	275	329
ENSG00000172339.10|ALG14	258	175	139	128	188	111
ENSG00000172340.14|SUCLG2	1108	915.99	923	663	1170.97	740
ENSG00000172345.14|STARD5	60.12	77.84	54	34	74.3	71.72
ENSG00000172348.14|RCAN2	798	626	896	671	1701	911
ENSG00000172350.10|ABCG4	60	83	41	44	103	87
ENSG00000172354.10|GNB2	3971	4208	3293	2794	2732	3696
ENSG00000172361.6|CFAP53	20	11	16	10	23	10
ENSG00000172366.20|MCRIP2	284	317	231	216	259	318
ENSG00000172375.13|C2CD2L	624.51	697.03	587.73	520.83	563.9	688.49
ENSG00000172379.21|ARNT2	2542	2625.99	2277	1961.99	1531.99	1386
ENSG00000172380.6|GNG12	297	305	210	241	379	326
ENSG00000172382.10|PRSS27	53	69	51	50	32	49
ENSG00000172403.11|SYNPO2	22	23	25	22	57	58
ENSG00000172409.6|CLP1	282	311.95	225	233.3	365	289.12
ENSG00000172428.11|COPS9	409	369	285	272	281	278
ENSG00000172432.19|GTPBP2	2630	2580	2124	1908	2718	2270
ENSG00000172456.17|FGGY	207	175	165	129	104	97
ENSG00000172458.4|IL17D	198.96	199.46	191.34	133.96	131	115.47
ENSG00000172465.14|TCEAL1	650.62	515.83	512.94	401.39	602.58	480.62
ENSG00000172466.16|ZNF24	1791	1745	1681	1438	1941	1473
ENSG00000172469.16|MANEA	443	375	405	345	469	409
ENSG00000172476.4|RAB40A	6.73	5	13	10.44	15.02	22
ENSG00000172493.20|AFF1	847	780	711	585	667	569
ENSG00000172500.12|FIBP	2010	2047	1533	1341	1367	1406
ENSG00000172508.10|CARNS1	117	170	109	111	96	131
ENSG00000172530.20|BANP	270.71	273.51	239.91	158.87	231.9	224.79
ENSG00000172531.15|PPP1CA	4062.95	4269.09	3089.99	2667.29	3454.83	3518.84
ENSG00000172534.14|HCFC1	4123	4347	3354	2831	2369	3246
ENSG00000172575.12|RASGRP1	84	117	98	92	19	16
ENSG00000172586.8|CHCHD1	558	513	395	363	467	364
ENSG00000172590.18|MRPL52	625	604	517	430	588	569
ENSG00000172594.13|SMPDL3A	252	226	205	200	180	172
ENSG00000172602.11|RND1	30	52	30	40	33	47
ENSG00000172613.8|RAD9A	517.31	664.31	457.01	378.71	500.17	573.16
ENSG00000172638.13|EFEMP2	749	849	683	642	480	622
ENSG00000172650.13|AGAP5	152.63	176.4	140.95	135.75	116.36	108.28
ENSG00000172661.18|WASHC2C	2945.51	2736.46	2282.95	1907.9	2376.42	1794.44
ENSG00000172663.9|TMEM134	428	433	354	358	284	321
ENSG00000172667.11|ZMAT3	1290	1143	1000	1062	1263	1135
ENSG00000172687.13|ZNF738	437	402	388	378	494	378
ENSG00000172716.16|SLFN11	27.9	55	30	31	70.92	78
ENSG00000172725.14|CORO1B	1530.18	1734.2	1289.64	1145.32	1107.69	1731
ENSG00000172728.15|FUT10	223	218	182	171	198	154
ENSG00000172731.14|LRRC20	956	970	868	729	797	693
ENSG00000172732.12|MUS81	1744.5	1843	1519	1238.66	1083.18	1129
ENSG00000172733.11|PURG	58	49	39	41	48	39
ENSG00000172738.12|TMEM217	36.54	27.62	33.11	22.42	45.38	62.65
ENSG00000172748.14|ZNF596	145.45	141.73	117.68	88.47	104.86	74.58
ENSG00000172757.13|CFL1	17802.18	16516	14323.78	12268.22	17226.63	16111.68
ENSG00000172765.17|TMCC1	723	630	676	564	675	501
ENSG00000172766.19|NAA16	719	714	519	493	665	516
ENSG00000172775.17|FAM192A	2442.89	2319.33	2031.07	1781.08	1938.77	1611.26
ENSG00000172780.16|RAB43	48.58	164.58	106.25	59.19	4.25	138.45
ENSG00000172785.18|CBWD1	271.54	221.88	180.12	175.55	209.33	109.61
ENSG00000172789.3|HOXC5	31.33	24.45	23.31	9.49	21.51	19.95
ENSG00000172794.20|RAB37	137	135	135	103	76	65
ENSG00000172795.16|DCP2	1093	1027	1077	997	1008	879
ENSG00000172803.18|SNX32	78.33	71	52.22	31.12	62.18	45.32
ENSG00000172809.13|RPL38	3246.64	2518.37	2151.44	1926.8	2728.94	2300.78
ENSG00000172819.17|RARG	586	663	453	389	425	438
ENSG00000172828.13|CES3	82	116	63	60	134	136
ENSG00000172830.13|SSH3	6	15	19	22	11	20
ENSG00000172831.12|CES2	1399.43	1516.77	1106.7	1018.73	1508.15	1534.15
ENSG00000172840.6|PDP2	527	562	461	438	767	735
ENSG00000172845.15|SP3	3800	3485	3187	2641	2702	2098
ENSG00000172869.14|DMXL1	1202	1167	1248	1116	1303	792
ENSG00000172878.14|METAP1D	426	332	280	225	190	146
ENSG00000172888.12|ZNF621	1297	1310	1072	1002	1498	1254
ENSG00000172889.16|EGFL7	468	637	327	317	345	571
ENSG00000172890.12|NADSYN1	1651	1695	1536	1380	1481	1551
ENSG00000172893.15|DHCR7	5695	5072	4519	3402	5237	5855
ENSG00000172915.18|NBEA	357	222	307	168	258	109
ENSG00000172922.9|RNASEH2C	2022.73	1911.89	1420.67	1338.09	1159.04	1044.6
ENSG00000172927.8|MYEOV	10	21	18	13	23	13
ENSG00000172932.14|ANKRD13D	838	1034	745	699	659	821
ENSG00000172936.14|MYD88	736	751	557	470	768	701
ENSG00000172939.9|OXSR1	1683	1530	1448	1291	2155	1733
ENSG00000172943.19|PHF8	1225	1111	961	785	1293	913
ENSG00000172954.13|LCLAT1	956	926	702	627	679	591
ENSG00000172965.15|MIR4435-2HG	523.61	451.64	350.68	349.58	442.81	391.17
ENSG00000172977.13|KAT5	2076.27	2213.11	1572.33	1306.91	1157.96	1050.4
ENSG00000172985.10|SH3RF3	556	461	437	323	497	477
ENSG00000172986.12|GXYLT2	92	77	76	64	108	82
ENSG00000172992.12|DCAKD	780	770	635	586	549	604
ENSG00000173011.12|TADA2B	642	615	530	434	638	588
ENSG00000173013.5|CCDC96	21	38	22	17	28	45
ENSG00000173020.11|GRK2	2949	3371	2600	2303	2121	2535
ENSG00000173039.19|RELA	2580	2490	2293	1967	1802	2004
ENSG00000173041.12|ZNF680	724.25	611	663	645.2	621	432.2
ENSG00000173064.13|HECTD4	1328	1234	1256	1074	1126	951
ENSG00000173065.13|FAM222B	733.94	802.52	744.18	582.18	547.07	585.54
ENSG00000173068.18|BNC2	23	23	12	10	25	27
ENSG00000173083.15|HPSE	208	273	209	241	293	296
ENSG00000173085.14|COQ2	291	254	219	184	270	240
ENSG00000173110.8|HSPA6	79.62	94.3	34.94	34.21	34.56	40.16
ENSG00000173113.6|TRMT112	1460.01	1472.52	1139.81	953.65	1566.75	1464.17
ENSG00000173114.13|LRRN3	1006	887	1043	872	1224	808
ENSG00000173120.15|KDM2A	3354	3349	2981	2577	2633	2557
ENSG00000173137.12|ADCK5	148	197	100	125	70	117
ENSG00000173141.5|MRPL57	588	565	358	388	386	410
ENSG00000173145.11|NOC3L	554	506	498	378	625	540
ENSG00000173153.14|ESRRA	740.99	748.48	582.19	528.35	578.25	769.83
ENSG00000173163.10|COMMD1	450.65	403.1	378.11	243.06	455.12	265.12
ENSG00000173166.18|RAPH1	969.34	930.04	815.73	828.5	860.95	831.87
ENSG00000173171.14|MTX1	807	784.3	515	513.27	624.57	654.14
ENSG00000173175.14|ADCY5	183.66	247	196	223	132	97.71
ENSG00000173193.15|PARP14	1489	1429	1441	1225	1753	1364
ENSG00000173207.13|CKS1B	1419.77	1331.8	1057	1226.89	1407	1427.81
ENSG00000173209.23|AHSA2P	3765.59	3703.82	3109.25	2799.81	3540.58	2563.47
ENSG00000173210.19|ABLIM3	41	63	36	38	182	196
