Ctrl_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP.Olap_417_R3B2
ENSG00000126261.13|UBA2	2001	1678	1515	1232	1756	1377
ENSG00000126267.10|COX6B1	1644	1374	1104	951	1350	1121
ENSG00000126351.12|THRA	2832.9	2877.93	2452.93	2274.61	1490.88	1538.3
ENSG00000126368.6|NR1D1	524.1	639.07	548.07	455.39	257.12	261.7
ENSG00000126391.14|FRMD8	1506	1709	1507	1394	1291	1565
ENSG00000126432.14|PRDX5	4812	4726	3925	3533	4238	4837
ENSG00000126453.9|BCL2L12	156.94	134.99	59.7	82.59	140.24	174.15
ENSG00000126456.16|IRF3	764.06	749.01	592.3	488.41	488.76	543.85
ENSG00000126457.21|PRMT1	1981.68	1835.12	1474.98	1146.22	1212.6	1437.89
ENSG00000126458.4|RRAS	586	644	504	422	364	425
ENSG00000126461.15|SCAF1	851	898	750	589	530	869
ENSG00000126464.14|PRR12	587	598	453	402.35	232.36	401
ENSG00000126500.3|FLRT1	22.13	40.2	14.19	23.12	17.25	29.47
ENSG00000126522.16|ASL	741	959.01	590.03	532.67	589.82	762.79
ENSG00000126524.10|SBDS	1267.74	1085.57	887.24	716.93	1044.7	873.71
ENSG00000126561.16|STAT5A	8.31	19.95	16.76	6.26	3.07	10.44
ENSG00000126562.17|WNK4	10.63	32.14	10.2	13.9	30.5	24
ENSG00000126581.13|BECN1	1906.21	1880.91	1443.74	1205.41	1718.28	1445.56
ENSG00000126583.11|PRKCG	58	77	34	27	84	72
ENSG00000126602.11|TRAP1	1051	938.99	827	552.14	789.19	849.33
ENSG00000126603.8|GLIS2	405.4	486.86	331.42	295.59	245.17	406.35
ENSG00000126653.18|NSRP1	1578	1468	1343	969	1321	1080
ENSG00000126698.11|DNAJC8	3753	3585	2673	2564	3562	2986
ENSG00000126705.14|AHDC1	516	615	409	472	283	479
ENSG00000126709.15|IFI6	1940	1290	2337	2061	621	354
ENSG00000126746.17|ZNF384	1308.08	1348.57	983.89	908.18	1020.2	889.29
ENSG00000126749.16|EMG1	794.13	702.27	509.14	386.38	676.65	552.52
ENSG00000126756.12|UXT	955.5	846.95	720.74	604.53	660.35	681.19
ENSG00000126759.13|CFP	26	18	22	15.09	9	16.24
ENSG00000126767.18|ELK1	1380	1419	1203	1045	1198	1307
ENSG00000126768.12|TIMM17B	874	842.07	560.36	525	586.4	586.9
ENSG00000126773.13|PCNX4	2753.52	2665.64	2454.79	2344.22	2529.88	1892.95
ENSG00000126775.8|ATG14	604	586	494	475	592	592
ENSG00000126777.18|KTN1	8582	7650	7547	6064	9565	7884
ENSG00000126778.10|SIX1	268	210	185	154	183	214
ENSG00000126785.13|RHOJ	2397	2355	2218	1917	832	541
ENSG00000126787.13|DLGAP5	1390	1393	1495	1388	2206	2119
ENSG00000126790.12|L3HYPDH	506	409	386	383	421	325
ENSG00000126803.9|HSPA2	350	405	432	481	264	282
ENSG00000126804.13|ZBTB1	1492	1435	1379	1157.92	1452	1121.81
ENSG00000126814.6|TRMT5	546	495.85	453.17	401.83	505.22	424.8
ENSG00000126821.8|SGPP1	861	837	657	674	924	781
ENSG00000126822.17|PLEKHG3	569.8	662.17	456.98	486.53	465.77	668.5
ENSG00000126858.18|RHOT1	1311.98	1203.97	1048.99	940	1035	762.97
ENSG00000126861.5|OMG	22	27	24	20	23	29
ENSG00000126870.16|WDR60	331	316	380	358	266	212
ENSG00000126878.13|AIF1L	1799	2002	1116	1349	2345	2652
ENSG00000126882.13|FAM78A	159	167	145	105	109	115
ENSG00000126883.17|NUP214	2279	2293	1839	1621.95	1983	1994.98
ENSG00000126903.16|SLC10A3	527	635	419	421	519	792
ENSG00000126934.13|MAP2K2	2065.96	2208.98	1545.96	1375.87	1350.98	1730.98
ENSG00000126945.9|HNRNPH2	3759.43	3497	2972	2502	3498	2645
ENSG00000126947.12|ARMCX1	578	688	530	441	711	623
ENSG00000126950.8|TMEM35A	418	416	296	310	880	692
ENSG00000126953.7|TIMM8A	188	210	153	111	244	194
ENSG00000126970.16|ZC4H2	145	118	118	108	241	148
ENSG00000127022.15|CANX	14289	14020	12208	10845	13954	11434
ENSG00000127054.20|INTS11	1799	2000	1507	1311	1089	1290
ENSG00000127080.10|IPPK	293.9	277.72	239.57	211.95	326.65	267.22
ENSG00000127081.14|ZNF484	119	134	154	123	135	84
ENSG00000127084.19|FGD3	35	40	22	29	11	11
ENSG00000127124.16|HIVEP3	888	880	885	689	891	859
ENSG00000127125.9|PPCS	34	60	25	18.16	122.45	89
ENSG00000127152.18|BCL11B	66	68	69	48	9	6
ENSG00000127184.13|COX7C	2023	1629	1272	1080	1855	1252
ENSG00000127191.18|TRAF2	356	448	339	346	305	466
ENSG00000127220.6|ABHD8	17	36.88	25	15.5	24	28.75
ENSG00000127311.9|HELB	29	24	23	31	47	25
ENSG00000127314.18|RAP1B	2752.76	2476.38	2111.48	1823.2	4160.82	3430.42
ENSG00000127325.19|BEST3	36	62	65	75	65	61
ENSG00000127328.21|RAB3IP	896	752	913	713	906	769
ENSG00000127329.15|PTPRB	717.94	670	754.88	642.11	1000.36	564.68
ENSG00000127334.10|DYRK2	743.71	896.77	869	857	967.21	834
ENSG00000127337.7|YEATS4	378	385	300	256	358	290
ENSG00000127415.13|IDUA	292.45	272.83	173.29	160.16	169.7	195
ENSG00000127418.15|FGFRL1	195	238	186	146	157	231
ENSG00000127419.17|TMEM175	664	680	450	435	365	476
ENSG00000127423.10|AUNIP	108.32	128.23	86.35	97	127	165
ENSG00000127445.13|PIN1	1590	1640	1092	1113	993	1180
ENSG00000127452.8|FBXL12	439	474	362	356	392	474
ENSG00000127463.15|EMC1	3046.64	2722.64	2391.54	1840.68	2281.97	1783.93
ENSG00000127481.15|UBR4	5806.39	5425.57	5212.09	4593.27	6622.63	5413.25
ENSG00000127483.18|HP1BP3	6664	6517	5702	5323	6355	5109
ENSG00000127511.9|SIN3B	1975	2211	1745	1455	1252	1384
ENSG00000127526.15|SLC35E1	1879	1862.01	1768	1698.93	1557.5	1472.61
ENSG00000127527.14|EPS15L1	1871	1734	1486	1141	1876	1893
ENSG00000127528.5|KLF2	65	68	66	62	55	76
ENSG00000127540.12|UQCR11	1092.67	908.25	646.14	563.81	736.58	760.52
ENSG00000127554.13|GFER	483.28	526	480	437	401.26	489
ENSG00000127561.15|SYNGR3	483	560	438	442	468	592
ENSG00000127564.17|PKMYT1	461.54	532.26	423.1	435.78	397.1	716.77
ENSG00000127578.7|WFIKKN1	37	34	47	37	9	10
ENSG00000127580.17|WDR24	334	450.39	233.44	252.88	187.44	326.77
ENSG00000127585.12|FBXL16	1068	1081	831	753	897	1095
ENSG00000127586.17|CHTF18	648.59	855.89	514	638.65	467	1064
ENSG00000127603.25|MACF1	8041	6646	7822	5689	5923	4427
ENSG00000127616.18|SMARCA4	4765	5194	4120	3370	3313	4307
ENSG00000127663.15|KDM4B	1162	1335	1341	1056	697	908
ENSG00000127666.9|TICAM1	244	322	233	218	257	385
ENSG00000127720.8|METTL25	114.37	82	74	51	75	50
ENSG00000127774.7|EMC6	297.8	221.87	178.28	168.61	230.48	231.02
ENSG00000127804.13|METTL16	673	616	504	426	617	499
ENSG00000127824.14|TUBA4A	160.01	230.03	167.99	173.7	174.98	232.89
ENSG00000127831.10|VIL1	14.51	25.04	11.49	1.08	13.15	14.46
ENSG00000127837.9|AAMP	3181	3347	2407	1966	2268	2258
ENSG00000127838.14|PNKD	995	1091	783	668	759	678
ENSG00000127863.15|TNFRSF19	390	345	298	253	174	114
ENSG00000127870.17|RNF6	1306.91	1297.84	1229	963	1422	1287
ENSG00000127884.5|ECHS1	1787	1657	1338	1146	1849	1556
ENSG00000127903.14|ZNF835	37.98	53.96	35.92	27	22.97	22
ENSG00000127914.16|AKAP9	1207	992	1195	865	1163	794
ENSG00000127920.5|GNG11	809	710	563	529	632	508
ENSG00000127922.9|SEM1	2236	1939	1505	1258	2481	1958
ENSG00000127946.17|HIP1	4072	3877	3472	2961	5271	4663
ENSG00000127947.16|PTPN12	4314	3880	3729	3038	3602	2274
ENSG00000127948.16|POR	1559	1742	1157	987	1038	1282
ENSG00000127951.7|FGL2	257	266	359	295	40	19
ENSG00000127952.17|STYXL1	260	258	188	164	272	258
ENSG00000127955.17|GNAI1	370	294	307	228	273	219
ENSG00000127957.18|PMS2P3	128.84	117.43	93.79	128.15	121.05	109.96
ENSG00000127980.16|PEX1	812.35	797.75	602.4	578.54	715.63	658.1
ENSG00000127989.13|MTERF1	217	220	162	152	221	186
ENSG00000127990.17|SGCE	2344	1985	2041	1654	1773	1209
ENSG00000127993.16|RBM48	316	295	314	243	342	257
ENSG00000127995.17|CASD1	657	607	579	421	579	370
ENSG00000128000.16|ZNF780B	262	253.48	274	203	239.24	190
ENSG00000128011.4|LRFN1	52.87	58.88	28	31.56	25	28.77
ENSG00000128016.6|ZFP36	128	106	117	144	70	99
ENSG00000128039.11|SRD5A3	853.58	870	699	649.91	649.87	599.95
ENSG00000128050.8|PAICS	4854.99	4092.99	3749.99	3318.98	4764.98	4290
ENSG00000128052.9|KDR	45	64	39	41	211	231
ENSG00000128059.8|PPAT	846.88	798.75	660.93	600	931.69	802.87
ENSG00000128159.12|TUBGCP6	2257	2487	1804	1473	1381	1591
ENSG00000128185.9|DGCR6L	628.35	706	458.3	427.54	370.01	547.18
ENSG00000128191.16|DGCR8	1588	1540	1396.79	1318	1267	1198
ENSG00000128203.7|ASPHD2	156.94	118.42	93.88	83	155.85	153
ENSG00000128228.5|SDF2L1	131	158	128	93	108	179
ENSG00000128245.15|YWHAH	2228	2148	2017	1881	3056	2737
ENSG00000128266.9|GNAZ	409	444	361	281	245	258
ENSG00000128268.12|MGAT3	77	82	44	36	36	28
ENSG00000128271.22|ADORA2A	67.5	68.05	75.22	38.54	16	8.65
ENSG00000128272.14|ATF4	5713.98	4780.98	3957.98	3141.97	3945.99	3212.96
ENSG00000128283.7|CDC42EP1	590	714	422	410	409	717
ENSG00000128284.19|APOL3	18	46	25	26	34	27
ENSG00000128285.4|MCHR1	96	96	216	249	162	137
ENSG00000128294.16|TPST2	505	394	343	248	369	409
ENSG00000128298.17|BAIAP2L2	7	13	13	11	5	5
ENSG00000128309.16|MPST	850	850	664	619	704	777
ENSG00000128311.14|TST	382	447	260	256	205	279
ENSG00000128335.14|APOL2	555	591	490	475	694	668
ENSG00000128342.5|LIF	75	116	51	77	166	211
ENSG00000128346.10|C22orf23	18.82	19.78	5.61	9.99	14.86	19.41
ENSG00000128463.13|EMC4	995.88	927.91	653.95	546.86	736.87	688.96
ENSG00000128482.16|RNF112	2505.7	2602.63	1792.93	1755.84	2038	2099.17
ENSG00000128487.16|SPECC1	2100	1954	1751	1488	1912	1640
ENSG00000128512.21|DOCK4	154	124	152	80	241	130
ENSG00000128513.15|POT1	987	857	742	689	1015	841
ENSG00000128524.5|ATP6V1F	1539.93	1499.84	1036.89	991.92	1364.87	1567.84
ENSG00000128534.8|LSM8	1277	1309	1211	1023	1263	1083
ENSG00000128536.16|CDHR3	167.67	138.4	132.85	114	74	46
ENSG00000128563.13|PRKRIP1	718.81	753.1	618.25	590.42	584.74	594.13
ENSG00000128564.7|VGF	220	240	185	206	1000	1541
ENSG00000128567.17|PODXL	2919	2602	2842	1984	2733	2431
ENSG00000128578.10|STRIP2	560	686	549	605	733	725
ENSG00000128581.15|IFT22	361	329	249	203	330	262
ENSG00000128585.18|MKLN1	1684.38	1460.61	1639.99	1316.31	1686.07	1218.56
ENSG00000128590.5|DNAJB9	277	269	208	210	404	327
ENSG00000128594.8|LRRC4	380	435	314	287	109	115
ENSG00000128595.17|CALU	8569	7307	6636.99	5339	7832.99	6219
ENSG00000128596.17|CCDC136	613	565	499	434	358	313
ENSG00000128602.10|SMO	1013	1219	803.59	765.51	632	723.65
ENSG00000128604.20|IRF5	208	221	88	95	202	231
ENSG00000128606.13|LRRC17	424	327	279	247	398	332
ENSG00000128607.14|KLHDC10	1277	1177	963	851	1131	893
ENSG00000128609.15|NDUFA5	1227.99	1042	915	772	1234	890.96
ENSG00000128626.11|MRPS12	177.4	172.65	125.41	102.22	102.74	173.53
ENSG00000128641.19|MYO1B	56	59	36	41	47	58
ENSG00000128654.14|MTX2	658	517	465	394	557	467
ENSG00000128656.14|CHN1	755	667	592	442	563	374
ENSG00000128683.14|GAD1	1562.19	1273.52	1208.35	1056.54	857.84	546.44
ENSG00000128694.12|OSGEPL1	236	214.96	193	162	221	172
ENSG00000128699.14|ORMDL1	1892	1563	1278	1135	1572	899
ENSG00000128708.13|HAT1	2715	2353	2090	1998	2094	1824
ENSG00000128714.6|HOXD13	36	40	37	40	23	18
ENSG00000128731.17|HERC2	1882.56	1716.33	1617.78	1476.39	1338.05	1057.17
ENSG00000128739.22|SNRPN	1423.14	1166.93	1050.26	824.2	1163.11	1033.61
ENSG00000128789.21|PSMG2	779	649	566	525	741	614
ENSG00000128791.12|TWSG1	1133	1080	1011	990	1681	1255
ENSG00000128805.14|ARHGAP22	226	207	231	165	312	301
ENSG00000128829.12|EIF2AK4	1977	1786	1458	1234	2211	1889
ENSG00000128833.13|MYO5C	403.33	389.78	383.42	387.65	652.89	518.78
ENSG00000128849.10|CGNL1	20	10	13	18	7	17
ENSG00000128872.10|TMOD2	1599	1721	1686	1615	1510	1224
ENSG00000128881.17|TTBK2	820.38	814.33	786.57	756.07	865.31	563.32
ENSG00000128886.12|ELL3	53.14	46.1	44.09	37.79	49.47	48.03
ENSG00000128891.15|CCDC32	419.3	417.66	301.16	269.11	517.87	389.43
ENSG00000128908.16|INO80	1302	1141	999	791	944	748
ENSG00000128915.12|ICE2	1455	1247	1136	941	1236	875
ENSG00000128917.8|DLL4	489	506	496	377	121	169
ENSG00000128918.15|ALDH1A2	36	25	43	16	72	73
ENSG00000128923.11|MINDY2	932	864	1095	918	1014	795
ENSG00000128928.9|IVD	2319	2348	1911	1696	1719	1487
ENSG00000128944.13|KNSTRN	1369	1366	1228	1179	1576	1510
ENSG00000128951.14|DUT	1748.64	1469.28	1312.32	1106.34	1520.63	1162.44
ENSG00000128965.13|CHAC1	16	14	9	19	5	13
ENSG00000128973.13|CLN6	1505.97	1698.51	1242.35	1239.12	1322.73	1445.39
ENSG00000128989.10|ARPP19	5611.93	5343.93	4774.82	4482.8	5450.92	4553.86
ENSG00000129003.17|VPS13C	1981	1872	2095	1911	2090	1616
ENSG00000129007.14|CALML4	42.61	40.85	33.66	31.13	37.41	40.37
ENSG00000129028.9|THAP10	87	116	81	109	133	141
ENSG00000129055.12|ANAPC13	1096.73	987.24	686.56	596.51	1216.98	940.34
ENSG00000129071.9|MBD4	527	591	426	496	747	592
ENSG00000129083.12|COPB1	2571.66	2375.81	1911.51	1638.67	2607.63	1956
ENSG00000129084.17|PSMA1	1483.62	1368.54	1176.73	965.06	1510.36	1188
ENSG00000129103.18|SUMF2	7372.81	7208.6	5991.9	4998.01	5747.86	4743.73
ENSG00000129116.19|PALLD	1325.91	1141	970	856.95	2370.97	2015
ENSG00000129128.13|SPCS3	1108	1038	915	782	1320	1010
ENSG00000129158.11|SERGEF	401	313	288	263	257	175
ENSG00000129159.7|KCNC1	35	58	34	36	34	50
ENSG00000129173.13|E2F8	240	324	266	334	361	387
ENSG00000129187.14|DCTD	409	381	355	302	480	409
ENSG00000129194.7|SOX15	99	108	91	86	59	80
ENSG00000129195.16|PIMREG	1751.81	2298.98	1630.73	2032.91	1427.98	2217.99
ENSG00000129197.14|RPAIN	1257.05	1238.07	1047.7	871.34	1231.22	1019.47
ENSG00000129204.16|USP6	36.37	26.28	36.36	27.42	23.7	19.12
ENSG00000129214.15|SHBG	53	59	26	32	22	31
ENSG00000129219.14|PLD2	848	1022	667	604	836	774
ENSG00000129226.14|CD68	3288.8	3647.23	3378.04	2787.48	2724.81	2926.14
ENSG00000129235.10|TXNDC17	821.27	704.82	694.1	550.67	598.89	589.46
ENSG00000129244.9|ATP1B2	1098	1024	737	586	435	281
ENSG00000129245.11|FXR2	1855	1922	1662	1433	1820	1653
ENSG00000129250.12|KIF1C	3934.99	4394	3254	2730	3930	4604
ENSG00000129255.16|MPDU1	2863.31	2526.78	1894.58	1616.47	2021.07	1870
ENSG00000129292.20|PHF20L1	2444.16	2104.01	2169.06	1791.42	2049.4	1555.41
ENSG00000129295.9|LRRC6	70	44	46	41	29	22
ENSG00000129315.11|CCNT1	813	774	697	691	955	861
ENSG00000129317.14|PUS7L	465	395	414	371	437	283
ENSG00000129347.20|KRI1	2166.57	2378.2	2028.71	1812.38	1726.73	1767.21
ENSG00000129351.17|ILF3	13361	13842	11251	9511	11070	10969
ENSG00000129353.15|SLC44A2	5199	5618	4352	4159	4273	4189
ENSG00000129355.6|CDKN2D	1478	1346	1647	1393	1211	1114
ENSG00000129460.16|NGDN	940	762	660	505	685	544
ENSG00000129472.15|RAB2B	826	767	643	532	727	662
ENSG00000129473.9|BCL2L2	2413.19	2191.9	2154.05	1990.7	2092.23	1523.88
ENSG00000129474.16|AJUBA	471	471	312	295	412	413
ENSG00000129480.13|DTD2	187.51	176.22	133.24	84.14	128.68	110.56
ENSG00000129484.13|PARP2	1929	1779	1655	1476	2022	1644
ENSG00000129493.15|HEATR5A	1362.53	1289.21	1154.82	1017.04	1347.89	1144.67
ENSG00000129515.19|SNX6	1474.47	1276.9	1208.02	1011.31	1637.72	1200.31
ENSG00000129518.9|EAPP	645	587	488	378	423	308
ENSG00000129521.13|EGLN3	67	98	70	63	28	15
ENSG00000129534.14|MIS18BP1	504	462	479	408	561	432
ENSG00000129535.12|NRL	61.11	74.03	52.13	34.13	35	39.17
ENSG00000129559.13|NEDD8	2754.89	2188.67	1884.21	1538.02	2484.04	2005
ENSG00000129562.11|DAD1	1826	1665	1383	1285	2066	1572
ENSG00000129566.13|TEP1	1317	1399	967	932	1088	1033
ENSG00000129595.13|EPB41L4A	152.4	172.51	124.04	94.27	183.09	123.93
ENSG00000129596.5|CDO1	356	377	315	267	306	270
ENSG00000129625.13|REEP5	2985.47	2712	2466.02	1969.32	2330.38	1857.44
ENSG00000129636.12|ITFG1	1468.78	1135	1201	840.97	1199.87	751.98
ENSG00000129646.14|QRICH2	223	252	216	250	183	252
ENSG00000129657.16|SEC14L1	2731	2788	2369.87	2237	2674	2784.71
ENSG00000129675.16|ARHGEF6	3872	3412	3195	2652	3515	2355
ENSG00000129680.16|MAP7D3	1059	1060	871	806	1217	1114
ENSG00000129682.16|FGF13	230	217	183	153	518	432.54
ENSG00000129691.15|ASH2L	1262	1308.7	1038	1009.14	1237	1025
ENSG00000129696.12|TTI2	234.72	263.83	195.3	202.45	285.46	269.87
ENSG00000129749.3|CHRNA10	4	8	10	17	9	12
ENSG00000129810.15|SGO1	344.12	419.57	369.87	399.12	494.84	483.66
ENSG00000129824.16|RPS4Y1	4346	3651	2993	2485	3718	2816
ENSG00000129911.9|KLF16	525.32	536	395.39	354.63	387	511
ENSG00000129925.11|TMEM8A	812.72	985.04	655.2	649.72	771.33	1306.87
ENSG00000129932.8|DOHH	164	171	147	107	107	203
ENSG00000129933.21|MAU2	2555	2852	2096	1750	1604	1707
ENSG00000129946.10|SHC2	504	566	464	395	165	263
ENSG00000129968.15|ABHD17A	982	1085.73	807	719.84	622	1023
ENSG00000129993.14|CBFA2T3	135	144	81.9	67.82	23	29.72
ENSG00000130005.12|GAMT	966	1057	776	688	670	958
ENSG00000130021.13|PUDP	212	217	155	126	337	335
ENSG00000130023.16|ERMARD	635	586	504	413	462	342
ENSG00000130024.15|PHF10	1488.01	1467.01	1174.96	1111.76	1308.78	1099.24
ENSG00000130052.13|STARD8	218	246	205	231	179	280
ENSG00000130066.16|SAT1	2566	2629	3523	3319	2046	1372
ENSG00000130119.16|GNL3L	647	676	543	514	518	457
ENSG00000130147.16|SH3BP4	2339	2328	1480	1281	1550	1429
ENSG00000130150.12|MOSPD2	689	620	657	632	868	568
ENSG00000130158.14|DOCK6	2252	2492	1980	1639	1584	2019
ENSG00000130159.14|ECSIT	850	863	611	446	435	445
ENSG00000130164.13|LDLR	8575	8439	7181	5645	6758	6949
ENSG00000130165.10|ELOF1	1241	1280	903	842	873	968
ENSG00000130175.9|PRKCSH	7345	7807	6522	5367	5606	6756
ENSG00000130177.16|CDC16	2501	2186	1671	1559	2350	1920
ENSG00000130193.8|THEM6	960	1072	983	853	295	563
ENSG00000130202.10|NECTIN2	617	674	542.97	562	505	673
ENSG00000130203.10|APOE	2627	2708	3065	2757	1321	2063
ENSG00000130204.13|AC011481.1	858.99	915.99	775.91	644.95	592	773.95
ENSG00000130222.11|GADD45G	23	24	17	15	25	34
ENSG00000130224.15|LRCH2	364	392	351	288	421	290
ENSG00000130227.17|XPO7	1255	1191	1035	945	1372	1130
ENSG00000130244.12|FAM98C	271	248	202	157	167	178
ENSG00000130254.12|SAFB2	2664.16	2409.99	2179.49	1883.43	2007.7	1974.35
ENSG00000130255.13|RPL36	4220.08	4000.59	3368.37	2758.79	2948.35	3589
ENSG00000130287.14|NCAN	69	91	67	51	7	11
ENSG00000130294.16|KIF1A	3517	4697	2923	3049	3609	5448
ENSG00000130299.17|GTPBP3	525	616	487	461	469	539
ENSG00000130303.13|BST2	316	318	575	465	157	59
ENSG00000130304.17|SLC27A1	1952	2341.99	1830	1653.98	1093	1408
ENSG00000130305.16|NSUN5	134.63	179.45	109.65	137.13	137.63	137.53
ENSG00000130309.11|COLGALT1	4903	4430	3850	3145	3778	3907
ENSG00000130311.11|DDA1	1379	1356	1257	961	975	1195
ENSG00000130312.6|MRPL34	737	662.12	500	528.5	581	581.25
ENSG00000130313.7|AC010618.1	1142.95	1265.99	861.75	766.94	637.85	782.98
ENSG00000130332.15|LSM7	877	757	570	513	570	634
ENSG00000130338.13|TULP4	1221	988	1112	943	1076	900
ENSG00000130340.15|SNX9	320	364	254	252	315	260
ENSG00000130347.12|RTN4IP1	152	136	77	76	119	127
ENSG00000130348.11|QRSL1	503	498	404	329	463	348
ENSG00000130349.10|C6orf203	225	221	195	153	230	171
ENSG00000130363.11|RSPH3	286	287	271	258	307	306
ENSG00000130382.9|MLLT1	2483	2816	2185	1866	1709	2196
ENSG00000130396.20|AFDN	3079	2668	2724	2245	2738	2317
ENSG00000130402.12|ACTN4	3494	4213	3128.38	2978	3449	4610
ENSG00000130413.15|STK33	95	70	85	59	95	60
ENSG00000130414.12|NDUFA10	2230	1909	1668	1297	1708	1285
ENSG00000130429.14|ARPC1B	292.97	279.6	210.78	202.97	312	433.16
ENSG00000130449.6|ZSWIM6	477	438	378	353	590	527
ENSG00000130475.14|FCHO1	134	171	120	85	53	74
ENSG00000130477.15|UNC13A	1470	1347	1142	930	1178	999
ENSG00000130479.11|MAP1S	475.92	626	457	458	353	661
ENSG00000130489.14|SCO2	29.88	33.44	32.85	12.64	5.12	35.79
ENSG00000130508.11|PXDN	44	44	32	44	7	3
ENSG00000130511.16|SSBP4	597.87	584.93	380.97	396	310.92	531.99
ENSG00000130513.6|GDF15	20	29	11	18	58	76
ENSG00000130517.14|PGPEP1	3110	3576	2545	2630	3743	3816
ENSG00000130518.17|IQCN	281	313	279	243	171	135
ENSG00000130520.10|LSM4	2512	2554	1978	1968	2391	2488
ENSG00000130522.5|JUND	1023	800	767	716	792	831
ENSG00000130529.16|TRPM4	497	529	446	388	333	402
ENSG00000130544.12|ZNF557	377	407	337	302	309	268
ENSG00000130558.19|OLFM1	3485	3486	2925	2582	2953	2747
ENSG00000130559.19|CAMSAP1	1651	1633	1337	1176	1400	1522
ENSG00000130560.8|UBAC1	1081	1025	799	790	966	949
ENSG00000130584.11|ZBTB46	174.09	166.12	124.82	95.13	92.49	88.04
ENSG00000130589.16|HELZ2	686	825	629	596	355	574
ENSG00000130590.14|SAMD10	250	307	196	218	225	290
ENSG00000130635.15|COL5A1	838	969	530	445	533	532
ENSG00000130638.17|ATXN10	2176.94	1722.98	1527.98	1180.94	1758.95	1144.92
ENSG00000130640.13|TUBGCP2	1573.79	1657.66	1190.76	1035.55	1151	1274.15
ENSG00000130649.10|CYP2E1	49	32	38	26	11	10
ENSG00000130653.16|PNPLA7	168	217	148	154	116	112
ENSG00000130669.17|PAK4	452	581	453	379	330	472
ENSG00000130684.14|ZNF337	588.3	617.74	626.06	499.98	537.77	441.11
ENSG00000130695.15|CEP85	877	960	811	830	927	923
ENSG00000130699.18|TAF4	599	605	464	414	468	465
ENSG00000130702.15|LAMA5	2439.92	2669.71	1984.4	1616.73	1191.38	1868.46
ENSG00000130703.16|OSBPL2	889	922	733	622	823	651
ENSG00000130706.13|ADRM1	1616.75	1878.88	1414.21	1157.5	1215.3	1825.09
ENSG00000130707.17|ASS1	336	480	413	372	406	427
ENSG00000130713.16|EXOSC2	832	802	642	519	820	841
ENSG00000130714.16|POMT1	1545	1705	1246	1167	1212	1316
ENSG00000130717.13|UCK1	980	1069	817	781	783	957
ENSG00000130720.13|FIBCD1	4	12	11	16	15	14
ENSG00000130723.20|PRRC2B	6780.1	7314.28	5877.06	5071.89	4555.45	5015.25
ENSG00000130724.8|CHMP2A	1350	1300	1105	785	1072	939
ENSG00000130725.7|UBE2M	728	617	549	452	602	643.99
ENSG00000130726.12|TRIM28	3209	3551	2730	2353	2302	3073
ENSG00000130731.16|METTL26	235	309	205	184	168	250
ENSG00000130733.10|YIPF2	586.24	607.19	535.77	448.15	463.43	555.67
ENSG00000130734.10|ATG4D	760.43	843.8	595.29	529.62	423.27	596.79
ENSG00000130741.11|EIF2S3	3505.3	3165.77	2685.42	2192.53	3780.64	2889.68
ENSG00000130748.7|TMEM160	26	35	8	17	14	35
ENSG00000130749.10|AC008755.1	569	630	523	502	375	484
ENSG00000130758.8|MAP3K10	242	199	172	153	124	200
ENSG00000130764.10|LRRC47	1039.93	998	799.69	724	659	780
ENSG00000130766.5|SESN2	534	677	497	467	574	592
ENSG00000130768.15|SMPDL3B	13	15	2	7	14	21
ENSG00000130770.18|ATP5IF1	1805	1830	1463	1412	1113	1027
ENSG00000130772.14|MED18	295	325	252	203	384	274
ENSG00000130779.20|CLIP1	2042	1990	1736	1333	2189.83	1762.72
ENSG00000130783.13|CCDC62	13	15	11	13	11	16
ENSG00000130787.14|HIP1R	783	1009	705	753	848	1266
ENSG00000130803.15|ZNF317	1619	1776	1407	1219	1466	1425
ENSG00000130810.20|PPAN	701.56	737.92	680.18	690.92	431	561.15
ENSG00000130811.12|EIF3G	3901.64	3995.74	3094.54	2403.7	2584.81	2896.83
ENSG00000130813.18|C19orf66	962.51	873.07	716.75	627.28	473.42	447.95
ENSG00000130816.16|DNMT1	6609	7194	5697	5384	5589	6369
ENSG00000130818.12|ZNF426	976	911	797	680	905	643
ENSG00000130821.16|SLC6A8	3375	3780	3470	3594	3747	4081
ENSG00000130822.15|PNCK	49	53	45	37	29	27
ENSG00000130826.18|DKC1	1543	1503	1176	1006	1558	1381
ENSG00000130827.6|PLXNA3	2909	3211	2546	2256	2573	3024
ENSG00000130830.15|MPP1	670	608	469	482	566	529
ENSG00000130844.17|ZNF331	269	336	257	235	357	427
ENSG00000130856.16|ZNF236	550	529	511	418	471	427
ENSG00000130881.14|LRP3	259	321	201	217	177	373
ENSG00000130921.7|C12orf65	547.22	536.06	402.26	451.5	546.75	443.54
ENSG00000130935.10|NOL11	1402	1221.99	1061	962	1341	1066
ENSG00000130939.19|UBE4B	1358	1258	1020	978	1440	1303
ENSG00000130940.15|CASZ1	80.12	91.42	48.24	50.33	68.93	114.6
ENSG00000130948.10|HSD17B3	21.57	18.87	36.31	18.17	22.49	19.88
ENSG00000130956.14|HABP4	1635.89	1443.55	1383.58	1158.05	1573.94	1356.64
