Ola_417_R1B1	LMP.Olap_417_R1B1	Ola_417_R2B2	LMP.Olap_417_R2B2	Ola_417_R3B2	LMP.Olap_417_R3B2
ENSG00000172172.7|MRPL13	484	604	651	492	599	559
ENSG00000172175.14|MALT1	707.97	968.83	925	763	1123.91	1052
ENSG00000172183.15|ISG20	36	35	28	45	107	130
ENSG00000172197.10|MBOAT1	74	111	76	63	116	69
ENSG00000172201.12|ID4	24	34	35	25	38	10
ENSG00000172216.5|CEBPB	131.92	144.76	159.77	133.51	133.82	139.67
ENSG00000172239.14|PAIP1	1036.58	1300	1122.78	828.85	944.92	854.85
ENSG00000172244.9|C5orf34	100	125	150	153	155	165.93
ENSG00000172262.11|ZNF131	550	617	583	507	583	455
ENSG00000172269.19|DPAGT1	761	1031.97	829.92	749.17	1116.84	1140.51
ENSG00000172270.19|BSG	11567.32	14112	12509.58	9636	13513	12775.92
ENSG00000172273.12|HINFP	407	636	492	443	628	514
ENSG00000172292.14|CERS6	2042.58	2441.69	2469.26	1832.54	2694.88	2288.76
ENSG00000172296.13|SPTLC3	37	36	29	16	57	47
ENSG00000172301.11|COPRS	1057	1342	1202	1107	1381	1339
ENSG00000172315.6|TP53RK	324	398	383	294	313	292
ENSG00000172318.5|B3GALT1	186	177	203	107.93	372	201
ENSG00000172331.12|BPGM	416	453	397	248	297	282
ENSG00000172336.5|POP7	323	379	280	239	296	329
ENSG00000172339.10|ALG14	164	175	182	128	155	111
ENSG00000172340.14|SUCLG2	833	915.99	950.93	663	1097	740
ENSG00000172345.14|STARD5	43	77.84	40.18	34	84	71.72
ENSG00000172348.14|RCAN2	593	626	949	671	1447	911
ENSG00000172350.10|ABCG4	37	83	44	44	97	87
ENSG00000172354.10|GNB2	3361	4208	3343	2794	3764	3696
ENSG00000172361.6|CFAP53	13	11	14	10	18	10
ENSG00000172366.20|MCRIP2	252	317	304	216	325	318
ENSG00000172375.13|C2CD2L	531	697.03	580.08	520.83	739.16	688.49
ENSG00000172379.21|ARNT2	2237	2625.99	2625	1961.99	1696	1386
ENSG00000172380.6|GNG12	204	305	279	241	303	326
ENSG00000172382.10|PRSS27	42	69	74	50	48	49
ENSG00000172403.11|SYNPO2	21	23	22	22	50	58
ENSG00000172409.6|CLP1	184	311.95	276.06	233.3	318	289.12
ENSG00000172428.11|COPS9	323	369	360	272	294	278
ENSG00000172432.19|GTPBP2	1885	2580	2154	1908	2725	2270
ENSG00000172456.17|FGGY	160	175	203	129	128	97
ENSG00000172458.4|IL17D	155.03	199.46	222.63	133.96	154.99	115.47
ENSG00000172461.11|FUT9	6	1	11	3	17	11
ENSG00000172465.14|TCEAL1	476.97	515.83	504.9	401.39	589.33	480.62
ENSG00000172466.16|ZNF24	1425	1745	1851	1438	1831	1473
ENSG00000172469.16|MANEA	328	375	439	345	450	409
ENSG00000172476.4|RAB40A	6	5	8.7	10.44	13	22
ENSG00000172493.20|AFF1	592	780	747	585	656	569
ENSG00000172500.12|FIBP	1655	2047	1634	1341	1552	1406
ENSG00000172508.10|CARNS1	96	170	86.78	111	120	131
ENSG00000172530.20|BANP	238.95	273.51	219.9	158.87	271.91	224.79
ENSG00000172531.15|PPP1CA	3201.48	4269.09	3309.06	2667.29	3810.57	3518.84
ENSG00000172534.14|HCFC1	3578	4347	3472	2831	3264	3246
ENSG00000172575.12|RASGRP1	86	117	94	92	33	16
ENSG00000172586.8|CHCHD1	380	513	471	363	474	364
ENSG00000172590.18|MRPL52	481	604	576	430	605	569
ENSG00000172594.13|SMPDL3A	187	226	261	200	177	172
ENSG00000172602.11|RND1	32	52	33	40	38	47
ENSG00000172613.8|RAD9A	397.15	664.31	456.16	378.71	572.43	573.16
ENSG00000172638.13|EFEMP2	646	849	609	642	641	622
ENSG00000172650.13|AGAP5	134.72	176.4	129.51	135.75	121.66	108.28
ENSG00000172661.18|WASHC2C	2167.37	2736.46	2467.83	1907.9	2216.93	1794.44
ENSG00000172663.9|TMEM134	349	433	347	358	344	321
ENSG00000172667.11|ZMAT3	999.98	1143	1169	1062	1320	1135
ENSG00000172687.13|ZNF738	308	402	428	378	377	378
ENSG00000172716.16|SLFN11	34.9	55	28	31	79.15	78
ENSG00000172725.14|CORO1B	1400.4	1734.2	1337.43	1145.32	1692.67	1731
ENSG00000172728.15|FUT10	194	218	201	171	182	154
ENSG00000172731.14|LRRC20	781	970	891	729	776	693
ENSG00000172732.12|MUS81	1490.95	1843	1544	1238.66	1274	1129
ENSG00000172733.11|PURG	38	49	46	41	53	39
ENSG00000172738.12|TMEM217	29.69	27.62	11.63	22.42	35.73	62.65
ENSG00000172748.14|ZNF596	112	141.73	135.43	88.47	101.54	74.58
ENSG00000172757.13|CFL1	13336.4	16516	15354.38	12268.22	17467.72	16111.68
ENSG00000172765.17|TMCC1	563	630	666	564	684	501
ENSG00000172766.19|NAA16	590	714	618	493	597	516
ENSG00000172775.17|FAM192A	1977.77	2319.33	2112.88	1781.08	1837.59	1611.26
ENSG00000172780.16|RAB43	168.41	164.58	137.56	59.19	97.45	138.45
ENSG00000172785.18|CBWD1	208.63	221.88	228.32	175.55	188.88	109.61
ENSG00000172789.3|HOXC5	13.69	24.45	18.57	9.49	26.79	19.95
ENSG00000172794.20|RAB37	91	135	121	103	71	65
ENSG00000172795.16|DCP2	882	1027	1227	997	963	879
ENSG00000172803.18|SNX32	55.66	71	67.62	31.12	66.28	45.32
ENSG00000172809.13|RPL38	2200.69	2518.37	2387.73	1926.8	2397.9	2300.78
ENSG00000172819.17|RARG	434	663	506	389	510	438
ENSG00000172828.13|CES3	77	116	76	60	136	136
ENSG00000172830.13|SSH3	8	15	22	22	23	20
ENSG00000172831.12|CES2	1080.82	1516.77	1235.56	1018.73	1658.02	1534.15
ENSG00000172840.6|PDP2	430	562	524	438	761	735
ENSG00000172845.15|SP3	2884	3485	3460	2641	2504	2098
ENSG00000172869.14|DMXL1	1038	1167	1309	1116	1141	792
ENSG00000172878.14|METAP1D	309	332	324	225	186	146
ENSG00000172888.12|ZNF621	947	1310	1204	1002	1422	1254
ENSG00000172889.16|EGFL7	438	637	348	317	470	571
ENSG00000172890.12|NADSYN1	1353	1695	1367	1380	1727	1551
ENSG00000172893.15|DHCR7	4442	5072	4493	3402	6073	5855
ENSG00000172915.18|NBEA	289.98	222	308	168	230	109
ENSG00000172922.9|RNASEH2C	1424.53	1911.89	1512.51	1338.09	1137.57	1044.6
ENSG00000172927.8|MYEOV	12	21	12	13	20	13
ENSG00000172932.14|ANKRD13D	780	1034	785	699	813	821
ENSG00000172936.14|MYD88	570	751	560	470	788	701
ENSG00000172939.9|OXSR1	1392	1530	1584	1291	1968	1733
ENSG00000172943.19|PHF8	977	1111	1018	785	1293	913
ENSG00000172954.13|LCLAT1	792	926	816	627	637	591
ENSG00000172965.15|MIR4435-2HG	397.3	451.64	381.21	349.58	376.74	391.17
ENSG00000172977.13|KAT5	1636.47	2213.11	1615.49	1306.91	1285.43	1050.4
ENSG00000172985.10|SH3RF3	505	461	478	323	610	477
ENSG00000172986.12|GXYLT2	73	77	63	64	62	82
ENSG00000172992.12|DCAKD	709	770	735	586	658	604
ENSG00000173011.12|TADA2B	513	615	614.61	434	653	588
ENSG00000173013.5|CCDC96	19	38	27.39	17	42	45
ENSG00000173020.11|GRK2	2479	3371	2722	2303	2658	2535
ENSG00000173039.19|RELA	1996	2490	2163	1967	2109	2004
ENSG00000173041.12|ZNF680	542	611	710	645.2	501.12	432.2
ENSG00000173064.13|HECTD4	1026	1234	1214	1074	1177	951
ENSG00000173065.13|FAM222B	604.14	802.52	753.16	582.18	679.36	585.54
ENSG00000173068.18|BNC2	13	23	18	10	36	27
ENSG00000173083.15|HPSE	191	273	217	241	347	296
ENSG00000173085.14|COQ2	173	254	201	184	280	240
ENSG00000173110.8|HSPA6	55.9	94.3	26.36	34.21	46.16	40.16
ENSG00000173113.6|TRMT112	1097.08	1472.52	1332.44	953.65	1528.46	1464.17
ENSG00000173114.13|LRRN3	657	887	1108	872	1120	808
ENSG00000173120.15|KDM2A	2683	3349	3021	2577	2761	2557
ENSG00000173137.12|ADCK5	153	197	108	125	109	117
ENSG00000173141.5|MRPL57	484	565	456	388	420	410
ENSG00000173145.11|NOC3L	457	506	541	378	516	540
ENSG00000173153.14|ESRRA	619.92	748.48	651.56	528.35	770.54	769.83
ENSG00000173163.10|COMMD1	348.07	403.1	406.17	243.06	405.5	265.12
ENSG00000173166.18|RAPH1	692.97	930.04	888.37	828.5	870.8	831.87
ENSG00000173171.14|MTX1	667	784.3	641	513.27	657.4	654.14
ENSG00000173175.14|ADCY5	166	247	209.37	223	169	97.71
ENSG00000173193.15|PARP14	985	1429	1423	1225	1593	1364
ENSG00000173207.13|CKS1B	988	1331.8	1241.32	1226.89	1245.34	1427.81
ENSG00000173209.23|AHSA2P	2803.96	3703.82	3306.95	2799.81	3274.38	2563.47
ENSG00000173210.19|ABLIM3	33	63	35	38	193	196
ENSG00000173214.5|MFSD4B	142	163	140	158	159	136
ENSG00000173218.15|VANGL1	857	1171	1109	957	1085	1195
ENSG00000173221.14|GLRX	57	91	81	66	188	185
ENSG00000173226.17|IQCB1	207	252	209	176	281	261
ENSG00000173227.14|SYT12	292	384	322	236	132	103
ENSG00000173230.15|GOLGB1	1061	1262	1262	1049	1343	982
ENSG00000173253.15|DMRT2	9	15	19	20	5	2
ENSG00000173258.12|ZNF483	14	20	22	32	24	21
ENSG00000173264.14|GPR137	1398.63	1951.81	1593.11	1307.89	1501.8	1544.89
ENSG00000173267.14|SNCG	32	28	25	25	15	16
ENSG00000173269.14|MMRN2	57	54	71	62	40	14
ENSG00000173272.16|MZT2A	220.82	297.09	221.01	219.29	240.37	319.73
ENSG00000173273.16|TNKS	828.44	956.69	1104.81	831.98	1009.29	752.48
ENSG00000173275.12|ZNF449	306	376	471	388	357	261
ENSG00000173276.14|ZBTB21	629	768	761	763	672	683
ENSG00000173281.5|PPP1R3B	115	152	182	223	164	176.13
ENSG00000173327.8|MAP3K11	1041	1301	1089	870	1145	1356
ENSG00000173334.4|TRIB1	145	161	142	116	239	213
ENSG00000173402.11|DAG1	5623	7052	6091	4977	6331	5692
ENSG00000173404.5|INSM1	751	871	801	551	553	477
ENSG00000173406.15|DAB1	146	148	273	174.1	294.14	225.79
ENSG00000173409.14|ARV1	400	474	486	348	416	345
ENSG00000173418.11|NAA20	743	842	827	580	780	769
ENSG00000173436.15|MICOS10	450	509	608	448	575	553.97
ENSG00000173442.13|EHBP1L1	119	127	167	126	133	120
ENSG00000173451.7|THAP2	76	103	107.48	83	55	49
ENSG00000173456.4|RNF26	1697.99	2324.55	1905.08	1586.9	2129	2051.66
ENSG00000173457.11|PPP1R14B	2217.72	2870.65	3006.38	2199.61	2813.63	2645.59
ENSG00000173465.7|SSSCA1	196.31	231.21	165.38	141.39	276.15	291.9
ENSG00000173473.11|SMARCC1	2046	2536	2057	1631	3025	2816
ENSG00000173480.11|ZNF417	153.09	235.7	252.06	177.42	260.86	234.69
ENSG00000173482.16|PTPRM	8	16	33	28	102	66
ENSG00000173486.13|FKBP2	1739.99	2148.04	1878.32	1625.05	1620.89	1476.18
ENSG00000173511.9|VEGFB	2072	2622	2024	1710	2468	2251
ENSG00000173517.10|PEAK1	1572	1648	2020	1635.9	1521	1078
ENSG00000173531.15|MST1	865.64	1005.87	704.68	568.57	628.45	444.94
ENSG00000173540.12|GMPPB	727.02	1005.09	774.4	737.75	1043.31	1088.43
ENSG00000173542.8|MOB1B	430	513	532	408	560	505
ENSG00000173545.5|ZNF622	211	277	232	214	404	387
ENSG00000173546.7|CSPG4	6003.17	6431	6443.96	4530	5615	4883
ENSG00000173548.8|SNX33	933.02	1299.15	1151	994	1151	1003.99
ENSG00000173559.12|NABP1	443	567	473	486	1052	989
ENSG00000173567.15|ADGRF3	9.14	15.03	10.35	21.4	13.16	12.25
ENSG00000173575.21|CHD2	3274.95	3684.76	3654.64	2814.68	3053.97	2392.11
ENSG00000173581.7|CCDC106	333	382	292.81	233	399	394
ENSG00000173588.14|CEP83	170.57	196	173	148	173.92	145
ENSG00000173598.14|NUDT4	774.54	868.74	839.71	655.24	1098.31	891.71
ENSG00000173599.14|PC	1285.36	1632.83	1343.46	1003.75	1116.99	1035.47
ENSG00000173611.17|SCAI	195.73	190.92	232.3	191.47	270.7	199.54
ENSG00000173614.14|NMNAT1	273	319	290	250	244	228.58
ENSG00000173621.9|LRFN4	560.64	699.17	485.54	502.25	561.01	758.53
ENSG00000173638.19|SLC19A1	309.71	353.34	337.08	282.32	334	340.65
ENSG00000173653.7|RCE1	347.69	450.36	407.45	334.33	440.04	376.55
ENSG00000173660.12|UQCRH	1629.95	1922.75	1742.5	1451.67	1761.94	1731.88
ENSG00000173662.21|TAS1R1	42	69	32	25	28	26
ENSG00000173674.11|EIF1AX	1424.49	1687	1823.6	1363.04	1922.14	1658
ENSG00000173681.16|BCLAF3	267	304	382	287	369	269
ENSG00000173692.13|PSMD1	1836	2243	2203	1536	2203	2000
ENSG00000173705.9|SUSD5	803	930	896	642	1304	1146
ENSG00000173706.14|HEG1	1672	2294	1962	1884	2666	2459
ENSG00000173715.16|C11orf80	640.31	870.64	647.35	524.67	617.57	567.45
ENSG00000173726.11|TOMM20	3118.67	3586.88	3362.6	2607.34	3269.78	2835.1
ENSG00000173744.17|AGFG1	2049	2293	2324	1870	2053	1750
ENSG00000173757.9|STAT5B	2460.48	2958.05	2713.69	2174.74	2392.89	2147.56
ENSG00000173786.17|CNP	3448.57	4792.38	4060.58	3161.42	3863.22	3667.56
ENSG00000173805.15|HAP1	620	1021	664	699	509	599
ENSG00000173812.11|EIF1	6561	8084	6914	5557	7939	7202
ENSG00000173818.17|ENDOV	271	340	282	206	248	185
ENSG00000173821.19|AC124319.1	3826.49	4439.74	4070.36	3552.68	4543.85	3449.8
ENSG00000173825.7|TIGD3	71	141	77	70	102	122
ENSG00000173846.13|PLK3	84	117	88	64	111	123
ENSG00000173848.19|NET1	615	814	701	626	936	998
ENSG00000173852.14|DPY19L1	1112.8	1269.73	1153.67	908.29	1604.74	1390.77
ENSG00000173867.10|AC013489.1	43.37	47.69	49.74	29.17	25.17	34.21
ENSG00000173875.13|ZNF791	986	1104	1188	905	913	759
ENSG00000173889.16|PHC3	1127	1335	1368	1137	1257	1133
ENSG00000173890.17|GPR160	12	13	10	20	21	16
ENSG00000173894.11|CBX2	613	983	751	713	758	703
ENSG00000173898.13|SPTBN2	617	862	525	461	716	769
ENSG00000173905.8|GOLIM4	1432	1776	1546	1314	2265	2066
ENSG00000173914.12|RBM4B	774.75	957.43	864.07	686.93	842.42	661.12
ENSG00000173915.16|ATP5MD	681	818.01	864.88	670	859.91	851.13
ENSG00000173917.10|HOXB2	12	13	5	9	11	19
ENSG00000173918.15|C1QTNF1	184	306	306	320	445	443
ENSG00000173926.6|MARCH3	67	96	72	60	129	105
ENSG00000173928.2|SWSAP1	33.51	34.18	27.09	23.02	32.98	40.96
ENSG00000173933.20|RBM4	2303.97	2850.27	2537.91	2023.86	2475.88	2301.86
ENSG00000173947.14|PIFO	129	140	117	99	75	55
ENSG00000173950.16|XXYLT1	428	478	506	344	489	303
ENSG00000173960.14|UBXN2A	646	744	746	618	750	707
ENSG00000173988.12|LRRC63	21	12	16	16	33	38
ENSG00000173991.5|TCAP	44	68	70	72	34	46
ENSG00000173992.9|CCS	352	513	396	277	394	395
ENSG00000174007.8|CEP19	75	108	114	105	104	125
ENSG00000174010.9|KLHL15	321	469	461	400	417	453
ENSG00000174013.8|FBXO45	608	714	721	630	867	803
ENSG00000174021.11|GNG5	1065.74	1413	1244	1056	1094.87	1128.94
ENSG00000174028.6|FAM3C2	221.72	236.84	243.35	141.42	179.87	117.97
ENSG00000174032.17|SLC25A30	393	566	554	476	683	690
ENSG00000174059.16|CD34	33	67	38	51	171	237
ENSG00000174080.11|CTSF	1950	2542	2460	1964	1998	1590
ENSG00000174099.11|MSRB3	722	871	910	706	760	678
ENSG00000174106.3|LEMD3	647	685	736	506	680	546
ENSG00000174109.5|C16orf91	64	119	89	65	83	110
ENSG00000174125.8|TLR1	14.57	19.92	30.07	14.43	54.05	35.29
ENSG00000174130.12|TLR6	123.43	168.08	154.93	163.57	240.95	285.71
ENSG00000174132.9|FAM174A	107	113	127	84	110	57
ENSG00000174136.12|RGMB	3234.63	3527.82	4018.15	2741.3	2991.17	2315.85
ENSG00000174151.14|CYB561D1	490	621	601	453	566	405
ENSG00000174165.8|ZDHHC24	533	625.29	581.15	454.75	498.74	389.87
ENSG00000174173.7|TRMT10C	293	353	351	291	442	358
ENSG00000174177.13|CTU2	146.43	169	115	89	113	118
ENSG00000174197.16|MGA	574	721	705	623	726	623
ENSG00000174206.12|C12orf66	109	107	126	110	121	135
ENSG00000174227.16|PIGG	1148	1350	1344	1114	1191	944
ENSG00000174231.17|PRPF8	9569	12545	10368	8639	12166	11164
ENSG00000174233.11|ADCY6	1331.01	1802.89	1604.99	1383.57	1808.97	1596.79
ENSG00000174236.3|REP15	17.76	12.85	23.28	7	8.8	4.82
ENSG00000174238.14|PITPNA	3839.3	5079.61	4203.58	3373.2	3491.46	3103.07
ENSG00000174243.10|DDX23	1842	2370	2040	1661	2260	2261
ENSG00000174276.6|ZNHIT2	45	45	29	35	60	58
ENSG00000174279.4|EVX2	8	13	14	23	7	1
ENSG00000174282.12|ZBTB4	3353	4266	3664	3119	3553	3359
ENSG00000174306.21|ZHX3	2463.91	2892.84	2894.69	2333.98	2081.99	1789
ENSG00000174307.6|PHLDA3	79	122	90	88	148	181
ENSG00000174327.6|SLC16A13	119	223	105	125	199	190
ENSG00000174332.5|GLIS1	12	20	23	21	27	5
ENSG00000174343.6|CHRNA9	6	11	9	9	30	30
ENSG00000174348.13|PODN	24.92	38.57	26.19	21	28.92	28.01
ENSG00000174353.17|STAG3L3	726.33	999.29	827.94	683.81	809.59	712.17
ENSG00000174365.19|SNHG11	277	333	265.33	160	251	248
ENSG00000174371.17|EXO1	571	810	793	739	1116	1111
ENSG00000174373.16|RALGAPA1	1605.59	1677.15	1809.55	1330.18	1261.68	854.79
ENSG00000174384.9|PMS2P6	35.4	48.98	68.93	39.42	48.68	32.69
ENSG00000174405.13|LIG4	386	451	508	394	510	402
ENSG00000174428.17|GTF2IRD2B	507.58	749.87	643.06	642.08	410.64	346.48
ENSG00000174437.17|ATP2A2	8074	9286	9798	7007	7688	6238
ENSG00000174442.12|ZWILCH	848.39	1061.57	1104.75	910.71	1297.52	1292.3
ENSG00000174444.15|RPL4	15369.89	18826.18	16282.76	12187.92	16011.88	14628.13
ENSG00000174446.13|SNAPC5	209.93	259.85	247.52	207.38	215.2	213.07
ENSG00000174456.14|C12orf76	236.43	262.59	404.01	275.02	238.47	223.23
ENSG00000174469.22|CNTNAP2	66	61	73	66	17	14
ENSG00000174483.20|BBS1	542	706.71	540.85	493.25	536.26	365.6
ENSG00000174485.15|DENND4A	598	735	751.98	604.95	730	646
ENSG00000174498.14|IGDCC3	15	27	15	15	31	20
ENSG00000174501.14|ANKRD36C	189.52	213.41	208.88	200.74	143.3	117.89
ENSG00000174502.19|SLC26A9	7	15	2	16	10	21
ENSG00000174514.13|MFSD4A	109.89	133.28	99	136.85	79.52	65.85
ENSG00000174516.15|PELI3	145.27	198.68	156.33	166.56	302.36	325.44
ENSG00000174521.7|TTC9B	26	37	25	11	23	30
ENSG00000174529.7|TMEM81	21	50	43	36	43	23
ENSG00000174547.13|MRPL11	419	487	443	343	500	442
ENSG00000174564.13|IL20RB	9	18	11	7	13	10
ENSG00000174574.16|AKIRIN1	788	1006	971	677	1147	1083
ENSG00000174579.4|MSL2	635	685	758	619	592	597
ENSG00000174586.11|ZNF497	28.01	22.05	20.41	16.79	11.11	12.06
ENSG00000174606.14|ANGEL2	620	840	883	702	803	721
ENSG00000174628.16|IQCK	43.35	67.61	55.32	44.12	38.41	34.22
ENSG00000174652.19|ZNF266	1806	2237	1805	1499	1928	1548
ENSG00000174669.12|SLC29A2	292.88	389.59	259.07	232.57	377.01	313.88
ENSG00000174672.16|BRSK2	258	314	256	208	227	268
ENSG00000174684.7|B4GAT1	859	1000	1040	703	673	561
ENSG00000174695.10|TMEM167A	1380	1574.7	1735.94	1289.94	1440.95	1294.87
ENSG00000174705.13|SH3PXD2B	916	1186	956	825	1227	1145
ENSG00000174718.12|RESF1	348	422	300	254	417	383
ENSG00000174720.16|LARP7	1223.98	1326.93	1253.93	950.97	1175	1015.97
ENSG00000174721.9|FGFBP3	110	164	141	100	64	68
ENSG00000174738.13|NR1D2	1219	1250	1078	707	836	587
ENSG00000174740.8|PABPC5	43	45	68	53	66	42
ENSG00000174744.14|BRMS1	676	865	742	591	744	786
ENSG00000174748.20|RPL15	7904.55	9445.86	8539.18	6402.1	8645.15	7777.1
ENSG00000174775.17|HRAS	343	520	382	399	453	431
ENSG00000174780.16|SRP72	2037	2407	2184	1456	2250	1999
ENSG00000174791.11|RIN1	191	233	210.91	157	251	299
ENSG00000174796.12|THAP6	155	212	205.04	173	162	137
ENSG00000174799.10|CEP135	251	330	336	297	421	382
ENSG00000174804.4|FZD4	381.09	538.79	506.67	508.49	459.97	415.81
ENSG00000174808.12|BTC	101	174	125	117	116	146
ENSG00000174827.13|PDZK1	10.16	4.66	16.56	9	12.47	11.86
ENSG00000174839.13|DENND6A	1000	1215	1103	885	997	852
ENSG00000174840.9|PDE12	665	786	668	597	925	893
ENSG00000174842.17|GLMN	157	172	191	123	158	145
ENSG00000174851.16|YIF1A	806.06	984.18	780	606	678	640.04
ENSG00000174871.11|CNIH2	150.94	204.82	167	142	264	255.96
ENSG00000174886.13|NDUFA11	1158.29	1545.34	1203.35	971.45	1195.1	1220.39
ENSG00000174891.13|RSRC1	561	578	632	502	579	430
ENSG00000174903.16|RAB1B	4421	5317.32	4589.43	3510.17	4699.71	4289.04
ENSG00000174915.12|PTDSS2	355	444	320	253	331	282
ENSG00000174917.8|MICOS13	450	577	448	307	494	490.96
ENSG00000174928.16|C3orf33	76	98	81	88	91.93	84
ENSG00000174938.14|SEZ6L2	3093	4057	3321	2772	2863	2636
ENSG00000174939.11|ASPHD1	284	422.88	290.72	217.9	347	357.36
ENSG00000174943.11|KCTD13	279	380.12	385.28	291.1	389	332.64
ENSG00000174945.13|AMZ1	3	18	3	7	22	33
ENSG00000174951.11|FUT1	15	23	28	9	15	12
ENSG00000174953.14|DHX36	1368	1596	1568	1100	1515	1197
ENSG00000174989.13|FBXW8	483	551.99	555.91	420	505	405.83
ENSG00000174996.11|KLC2	1293.43	1766.69	1455.35	1139.57	1755	1769.59
ENSG00000175003.14|SLC22A1	9	16	15	17	23	15
ENSG00000175029.17|CTBP2	984.86	1054.13	888.4	664.38	1038.93	907.71
ENSG00000175040.6|CHST2	422	505	453	354	283	243
ENSG00000175048.17|ZDHHC14	168	212	242	192	332	313
ENSG00000175054.15|ATR	553.73	741.43	696	568	842	700
ENSG00000175061.17|SNHG29	2344.57	2990.33	2741.49	2153.27	3340.9	3120.23
ENSG00000175063.17|UBE2C	1000	1597	1374	1505	1567	2084
ENSG00000175066.16|GK5	1579	2321	1762	1510	1107	1000
ENSG00000175073.8|VCPIP1	459	559	609	523	630	523
ENSG00000175087.10|PDIK1L	430	468	466	343	284	254
ENSG00000175093.5|SPSB4	495	554	548	476	572	485
ENSG00000175104.15|TRAF6	691	872	966	744	859	800
ENSG00000175105.7|ZNF654	432	516	615	467	523	410
ENSG00000175110.11|MRPS22	720	861	785	580	778	743
ENSG00000175115.12|PACS1	2859	3633	3299	2804	3791	3406
ENSG00000175130.7|MARCKSL1	1536	1977	1453	1115	1962	1824
ENSG00000175137.11|SH3BP5L	875	1103	975	769	951	846
ENSG00000175147.12|TMEM51-AS1	28	30.58	26.37	32.89	30.12	12.6
ENSG00000175155.9|YPEL2	404	500	496	338	511	404
ENSG00000175166.17|PSMD2	6509	9011	6852	5713	9180	9202
ENSG00000175175.6|PPM1E	525.09	632.83	676.09	531.46	858.18	679.84
ENSG00000175182.15|FAM131A	718.69	938.73	809.81	652.64	965.96	924.01
ENSG00000175183.10|CSRP2	1448	1884	1638	1237	2627	2335
ENSG00000175193.13|PARL	517.67	541.52	499.28	358.95	526.92	457.38
ENSG00000175197.12|DDIT3	659.31	870.86	722.51	687.26	1037.47	903.46
ENSG00000175198.17|PCCA	1174	1194.98	1333	738.99	1179.98	755.91
ENSG00000175203.15|DCTN2	2552	3118	2906	2332	3089	2752
ENSG00000175213.2|ZNF408	248	309	244	192	226	222
ENSG00000175215.11|CTDSP2	3407	4215	4114	3345	4209	3212
ENSG00000175216.14|CKAP5	6706	8587	8644	7460	8572	7826
ENSG00000175220.12|ARHGAP1	3383.9	4271	4303	3266	3509.91	2688
ENSG00000175221.15|MED16	1033	1223	936	757	966	948
ENSG00000175224.16|ATG13	1586	2041	1795	1264	1753	1297
ENSG00000175229.7|GAL3ST3	121	125	133	118	133	153
ENSG00000175264.8|CHST1	92	132	104	136	190	183
ENSG00000175265.17|GOLGA8A	4052.66	5450.06	3974.86	4613.96	4441.87	3501.12
ENSG00000175274.18|TP53I11	2647	3785	2794	2624	2372	2304
ENSG00000175279.22|CENPS	173.06	217.07	200.97	146.41	193.68	165.98
ENSG00000175283.7|DOLK	728	966	721	566	830	755
ENSG00000175294.5|CATSPER1	11	17	19	14	27	23
ENSG00000175305.17|CCNE2	606.63	754.33	880.65	729.81	790.68	650.68
ENSG00000175309.15|PHYKPL	535.67	662.89	594.97	547.81	442.93	351.81
ENSG00000175322.11|ZNF519	170	217.7	213.38	190.74	233.95	208
ENSG00000175324.10|LSM1	294	337	346.61	223.51	362.46	290.36
ENSG00000175334.8|BANF1	2920	3607.93	3478	2746	3219.85	3062
ENSG00000175344.17|CHRNA7	1106.62	1274.98	1213.57	955.52	261.4	249.13
ENSG00000175348.11|TMEM9B	536	673	688	498	588	551
ENSG00000175354.20|PTPN2	411	472	537	439	522	443
ENSG00000175376.9|EIF1AD	652	775	856	627	849	790
ENSG00000175387.16|SMAD2	2471	2662	2805	2216	3035	2378
ENSG00000175390.14|EIF3F	1233.77	1506.12	1295.56	968.09	1330.6	1190.86
ENSG00000175395.16|ZNF25	547	602	623	499	404	278
ENSG00000175414.7|ARL10	829	981	1023.44	1151	1061.2	870
ENSG00000175416.13|CLTB	741	990	752	616	797	808
ENSG00000175445.16|LPL	72	81	87	61	22	10
ENSG00000175455.15|CCDC14	1553	2122	2159	2064	2308	2353
ENSG00000175463.11|TBC1D10C	83.37	71.6	62	49	26	32
ENSG00000175467.15|SART1	1521	1988	1590	1184	1512	1381
ENSG00000175470.20|PPP2R2D	617	723	725	568	739	647
ENSG00000175471.19|MCTP1	410	397	381	330	419	310
ENSG00000175482.9|POLD4	356.75	427.04	342.19	294.47	458.92	467.41
ENSG00000175505.11|CLCF1	47	99	45	48	85	98
ENSG00000175536.7|LIPT2	60	59	52	30	23	30
ENSG00000175548.9|ALG10B	312.92	373.94	398.09	360.58	259.25	218.61
ENSG00000175550.8|DRAP1	1716	2174	1681	1379	1968	2141
ENSG00000175556.16|LONRF3	150	207	200	119	153	123
ENSG00000175564.13|UCP3	12	17	20	22	8	7
ENSG00000175573.7|C11orf68	846	973	866	681	747	621
ENSG00000175575.12|PAAF1	554	726	650	563	586	460
ENSG00000175581.13|MRPL48	299	371	391	270	316	292
ENSG00000175582.19|RAB6A	2754	3278.98	3156.99	2691.98	3064.95	2597.97
ENSG00000175592.8|FOSL1	418	695	529	474	760	747
ENSG00000175595.14|ERCC4	352.88	392.55	383.85	314	401	356.51
ENSG00000175600.15|SUGCT	38	50	44	25	38	20
ENSG00000175602.3|CCDC85B	277	236	231	164	199	216
ENSG00000175606.11|TMEM70	196	287	297	231	439	397
