Ola_417_R1B1	LMP.Olap_417_R1B1	Ola_417_R2B2	LMP.Olap_417_R2B2	Ola_417_R3B2	LMP.Olap_417_R3B2
ENSG00000109654.15|TRIM2	1267	1528	1445	1276	1497	1211
ENSG00000109670.15|FBXW7	782	801	767	622	1101	657
ENSG00000109674.4|NEIL3	236	331	365	361	445	479
ENSG00000109680.11|TBC1D19	144	127	151	111	162	102
ENSG00000109685.18|NSD2	4278	5587	5338	4653	5961	5713
ENSG00000109686.18|SH3D19	616	744	662	596.06	954	803.32
ENSG00000109689.16|STIM2	997	1066	1278	931	1142	997
ENSG00000109705.7|NKX3-2	107	124	119	102	179	200
ENSG00000109736.15|MFSD10	470	658	503	431	578	598
ENSG00000109738.11|GLRB	117	143	159	101	209	163
ENSG00000109743.11|BST1	99	101	130	153	107	79
ENSG00000109756.9|RAPGEF2	629	809	691	548	941	708
ENSG00000109758.8|HGFAC	76	61	81	40	25	34
ENSG00000109762.16|SNX25	247	307	279	244	325	288
ENSG00000109771.15|LRP2BP	47	55	49	44	33	23
ENSG00000109775.11|UFSP2	302.19	316.68	315.99	249.82	305.67	251.62
ENSG00000109787.13|KLF3	1020	1221.98	1267.99	1054.96	1086	960
ENSG00000109790.16|KLHL5	956	1167	1099.93	891	1359.96	1049.92
ENSG00000109794.13|FAM149A	298.85	391.39	373.7	269.1	207.39	191.39
ENSG00000109805.10|NCAPG	1525.51	2217.17	2460.2	2245.89	2868.23	2887.5
ENSG00000109814.12|UGDH	431.24	601.21	515.41	462.2	675.53	634
ENSG00000109819.9|PPARGC1A	852	894	925	684	687	585
ENSG00000109846.8|CRYAB	1986	2674	2235	1923	1881.73	1814
ENSG00000109861.16|CTSC	1447	1765	1487	1246	3307	2657
ENSG00000109881.17|CCDC34	257	307	333	325	207	225
ENSG00000109906.13|ZBTB16	3	13	19	12	14	4
ENSG00000109911.19|ELP4	250.81	264.07	349.28	215.54	175.75	120.64
ENSG00000109917.11|ZPR1	707.56	932	729	552.58	845	753
ENSG00000109919.10|MTCH2	1930	2433	2259	1803	2626	2474
ENSG00000109920.12|FNBP4	2082	2607	2427	2118	2157	1769
ENSG00000109927.10|TECTA	23.49	35.37	19.37	26.76	27.82	13.19
ENSG00000109929.10|SC5D	2479	2927	2895	2261	2558	2367
ENSG00000109956.13|B3GAT1	2857	3016	3653	2629	2804	1900
ENSG00000109971.14|HSPA8	25103	29432	29202.04	21615	33626	31664.01
ENSG00000110002.15|VWA5A	153	207	156	126	155	114
ENSG00000110011.13|DNAJC4	424.9	521.87	416.05	320.56	324.54	261.16
ENSG00000110013.12|SIAE	1109.63	1484.21	1376.37	1069.44	1536.4	1199.48
ENSG00000110025.13|SNX15	911	1210	874	788	928	939
ENSG00000110031.12|LPXN	74	110	87	103	85	109
ENSG00000110042.8|DTX4	119	139	117	106	83	66
ENSG00000110046.13|ATG2A	623	846	665	457	690	701
ENSG00000110047.18|EHD1	734	893	868	670	940	1094
ENSG00000110048.12|OSBP	1662	2089	1832	1543	2130	2009
ENSG00000110060.9|PUS3	127	164	140	118	134	177
ENSG00000110063.10|DCPS	1160	1413	1219	1009	968	870
ENSG00000110066.15|KMT5B	1080	1374	1175	890	851	683
ENSG00000110074.10|FOXRED1	789	1096	834	756	808	735
ENSG00000110075.14|PPP6R3	2059.55	2520	2262.91	1751.29	2127	1886.23
ENSG00000110076.18|NRXN2	1454	1595	1340	1157	1087	1160
ENSG00000110080.18|ST3GAL4	880	1204	1076	902	848	804
ENSG00000110090.13|CPT1A	1515	1986	1348	1182	1936	1910
ENSG00000110092.3|CCND1	10456.84	11514.69	11622.6	8086.72	9956.15	8191.93
ENSG00000110104.13|CCDC86	410	536	456	343.16	436.44	426.78
ENSG00000110107.9|PRPF19	2976	3856	3248	2521	3474	3387
ENSG00000110108.10|TMEM109	889	1128	1053	836	1134	1074
ENSG00000110171.20|TRIM3	210	285	212	204	266	243
ENSG00000110172.12|CHORDC1	579	675	742.97	581	840.99	710.99
ENSG00000110195.13|FOLR1	1266	1680	1301	1297	160	70
ENSG00000110200.8|ANAPC15	694.21	902.48	722.87	576.21	748.12	624.92
ENSG00000110218.9|PANX1	574	692	659	481	756	649
ENSG00000110237.4|ARHGEF17	402.71	564	399	404	461	463.85
ENSG00000110274.16|CEP164	893	1226	985	863	982	957
ENSG00000110315.7|RNF141	399	435	466	324	261	233
ENSG00000110318.13|CEP126	330	392	322	306	219	143
ENSG00000110321.17|EIF4G2	11036	12805.3	12547	9472	13346	11048
ENSG00000110328.6|GALNT18	133	157	179	199	84	52
ENSG00000110330.8|BIRC2	1314	1490	1456	1149	1221	1035
ENSG00000110344.9|UBE4A	1898.48	2390.61	1962.8	1596.91	1806.83	1496.39
ENSG00000110367.13|DDX6	2720	3388	3465	2667	2892	2429
ENSG00000110395.6|CBL	2308.16	2753	2884	2451	3127	2681
ENSG00000110400.11|NECTIN1	870	1131	827	708	979	854
ENSG00000110422.12|HIPK3	827	924	808	672	809	716
ENSG00000110427.15|KIAA1549L	24	25	27	16	66	58
ENSG00000110429.14|FBXO3	371	504	438	349	374	298
ENSG00000110435.11|PDHX	520.06	592	555.07	397.06	522.02	487.11
ENSG00000110436.13|SLC1A2	555	720	947	961	71	50
ENSG00000110442.12|COMMD9	807	1031	854	716	888	758
ENSG00000110492.15|MDK	605	766	514	438	1084	1052
ENSG00000110497.14|AMBRA1	1284	1660	1488	1110	1561	1209
ENSG00000110514.19|MADD	2426	3242	2587	2188	2862	2650
ENSG00000110536.14|PTPMT1	684.47	827.03	755.68	582.53	650.4	559.11
ENSG00000110583.13|NAA40	1555	2016	1720	1445	1896.98	1713
ENSG00000110619.17|CARS	415	625	494	407.99	598	565
ENSG00000110651.11|CD81	2696	3354	3167	2349	2633	2242
ENSG00000110660.15|SLC35F2	212	261	221	166	481	496
ENSG00000110693.17|SOX6	436	379	625	472	249	137
ENSG00000110696.10|C11orf58	1468	1719	1589	1130	1566	1429
ENSG00000110697.13|PITPNM1	27	52	17	32	17	14
ENSG00000110700.7|RPS13	1146	1323	1208	905	1192.99	1022
ENSG00000110711.10|AIP	1065	1431	1139	892	985	937
ENSG00000110713.17|NUP98	1319	1544	1437	1213	1648	1520
ENSG00000110717.13|NDUFS8	752	939	783	706	830	815
ENSG00000110719.10|TCIRG1	33	35	17	13	19	34
ENSG00000110721.12|CHKA	723.62	939.18	859	745	834.41	782
ENSG00000110723.12|EXPH5	20	33	32	16	38	40
ENSG00000110756.17|HPS5	297	390	416	289	418	360
ENSG00000110768.12|GTF2H1	583	711	647	547	796	712
ENSG00000110801.13|PSMD9	554.71	790	614	487.31	663.45	703
ENSG00000110811.20|P3H3	793	1117.99	892	740	1193.99	1023.99
ENSG00000110841.14|PPFIBP1	1927	2373	2503	2032.98	2106.89	1717
ENSG00000110844.13|PRPF40B	569.45	813.81	568.76	498.99	498.75	413.04
ENSG00000110851.12|PRDM4	346.97	458.98	393	301.96	505.99	528.98
ENSG00000110871.15|COQ5	601	788	613	465	504	487
ENSG00000110876.9|SELPLG	5	15	5	8	39	30
ENSG00000110880.10|CORO1C	4920	5632	5072	4234	7286	6328
ENSG00000110881.11|ASIC1	1215	1379	1308	882	1129	813
ENSG00000110888.17|CAPRIN2	1026	1369	1210	999	1547	1418
ENSG00000110906.13|KCTD10	1232	1423	1282	1058	1588	1373
ENSG00000110911.15|SLC11A2	1178	1455	1246	1112	1579	1193
ENSG00000110917.8|MLEC	3962	4857	4652	3638	4640	4137
ENSG00000110921.14|MVK	782.75	935.14	869.94	741.41	1211.42	1336.86
ENSG00000110925.6|CSRNP2	679	1005	907	758	922	905
ENSG00000110931.19|CAMKK2	501	606	559	476	740	616
ENSG00000110955.9|ATP5F1B	11889	14232	12882	9635	13325	11946
ENSG00000110958.16|PTGES3	3592	4401	4180	3344	4348	3898
ENSG00000110987.8|BCL7A	138	216	174	119	198	239
ENSG00000111011.18|RSRC2	1707	2170	1974	1568	1945	1671
ENSG00000111012.10|CYP27B1	27	26	14	24	10	24
ENSG00000111052.7|LIN7A	609	671.96	755.99	590.99	945.97	721
ENSG00000111077.17|TNS2	2048.25	2956	2507.32	1991.94	2333	2068.33
ENSG00000111087.10|GLI1	145	210	130	125	144	138
ENSG00000111110.12|PPM1H	1495	1473	1823	1180	1176	794
ENSG00000111142.14|METAP2	1444	1609	1477	1152	1627	1410
ENSG00000111144.10|LTA4H	961	1139	941	857	1312	1266
ENSG00000111145.8|ELK3	725	840	737	475.48	772	622
ENSG00000111186.13|WNT5B	20	34	31	34	13	20
ENSG00000111196.10|MAGOHB	157	215	215	184	234	194
ENSG00000111203.13|ITFG2	488.12	578.88	470.32	378.07	465.04	399.12
ENSG00000111206.12|FOXM1	3389.83	5074.21	4918.6	4697.5	4955.84	5225.44
ENSG00000111215.12|PRR4	9.57	25.57	35.67	26.03	7.37	11.32
ENSG00000111224.14|PARP11	185	239	202	133	251	200
ENSG00000111229.16|ARPC3	1969.97	2439.97	2166.95	1700.97	2536.98	2257.93
ENSG00000111231.9|GPN3	215.97	248.54	243.47	194.21	252.08	262
ENSG00000111237.18|VPS29	947	1174	1130	855	1392	1288
ENSG00000111247.14|RAD51AP1	331	498	477	451	561	571
ENSG00000111252.10|SH2B3	2737	2944	3253	2298	3966	3363
ENSG00000111254.8|AKAP3	29	41	44	35	40	28
ENSG00000111261.14|MANSC1	446	516	457	352.23	395	379
ENSG00000111262.6|KCNA1	16	37	14	11	60	58
ENSG00000111266.8|DUSP16	1448	1653	1508	1081	1499	1005
ENSG00000111269.3|CREBL2	1457	1858	1579	1204	1650	1308
ENSG00000111271.14|ACAD10	539	616	486	394	586	414
ENSG00000111275.13|ALDH2	1180	1530	1164	785	1973	1627
ENSG00000111276.11|CDKN1B	2154	2689	2308	1841	1466	1181
ENSG00000111300.10|NAA25	528	604	584	499	586	540
ENSG00000111305.19|GSG1	12	15	11	10	0	0
ENSG00000111325.16|OGFOD2	160.28	221.68	199.75	131.26	207.46	165.08
ENSG00000111328.7|CDK2AP1	2081.2	2434.94	2296.81	1861.5	2756.91	2560.46
ENSG00000111331.13|OAS3	2735	4028	3626	3361	2511	2262
ENSG00000111335.12|OAS2	962	1227	1458	1153	385	261
ENSG00000111358.14|GTF2H3	530	597	563	412	527.98	471
ENSG00000111361.12|EIF2B1	884.04	1016.94	920.47	692.01	814.14	740.81
ENSG00000111364.16|DDX55	407.96	598.06	515.53	365.99	541.86	534.19
ENSG00000111371.15|SLC38A1	6047	7429	6954	6000	9818	8456
ENSG00000111412.6|C12orf49	860	1048	973	773	1489	1388
ENSG00000111424.10|VDR	38	58	31	39	145	181
ENSG00000111445.14|RFC5	454.78	597.45	534.46	466.33	592.51	619.72
ENSG00000111450.14|STX2	739	939	895	766	916	883
ENSG00000111481.10|COPZ1	1741	1972	1751	1279	1588	1340
ENSG00000111490.13|TBC1D30	61	101	75	59	128	131
ENSG00000111530.13|CAND1	1180	1309	1383	1069	1293	1043
ENSG00000111540.16|RAB5B	3167	3791	3364	2648	3393.02	2761
ENSG00000111554.14|MDM1	272	345	352	305	389	400
ENSG00000111581.10|NUP107	1025	1382	1355	1093	1486	1503
ENSG00000111596.12|CNOT2	1062.82	1070.83	1115.01	884.78	979.04	791.13
ENSG00000111602.12|TIMELESS	1670	2515	2108	1953	2118	2384
ENSG00000111605.18|CPSF6	1635	1848	1903	1619	2120	1903
ENSG00000111615.14|KRR1	824.95	1086.94	1000.34	830.47	1157.07	1125.33
ENSG00000111639.8|MRPL51	1185.38	1572.34	1348.93	1057.06	1515.39	1428.82
ENSG00000111640.15|GAPDH	50602.55	61262.08	62093.41	64622.44	61147.07	50817.39
ENSG00000111641.11|NOP2	684.44	1064.16	970.93	715	811.2	1051.63
ENSG00000111642.15|CHD4	5472.03	6927.45	6196.93	5221.06	6915.28	6160.81
ENSG00000111647.13|UHRF1BP1L	602	644	553	470	522	460
ENSG00000111652.10|COPS7A	1504	1811	1592	1174	1433	1123
ENSG00000111653.20|ING4	516	613	539	432	403	286
ENSG00000111664.10|GNB3	281.63	461.02	416.58	437.46	380.79	363.6
ENSG00000111665.11|CDCA3	1289.37	2113.98	1847.42	1973.54	1605.21	1874.4
ENSG00000111666.11|CHPT1	597.55	743.97	835.95	651.79	934.99	798.98
ENSG00000111667.13|USP5	3197	4010	3433	2693	3397	3059
ENSG00000111669.15|TPI1	9708.99	12692.85	12541.99	12971.96	12286	10678.98
ENSG00000111670.16|GNPTAB	1424	1725	1672	1436	1437	1044
ENSG00000111671.9|SPSB2	110	170	115	64	86	91
ENSG00000111674.9|ENO2	3428	5109	4667	7306	4006	4232
ENSG00000111676.15|ATN1	5553	7101	5671	5117	5180	4919
ENSG00000111678.11|C12orf57	687.25	882.06	745.26	530.03	581.05	619.83
ENSG00000111684.11|LPCAT3	526.5	660.73	571.89	455.62	734.03	648.48
ENSG00000111696.12|NT5DC3	46	68	44	49	114	141
ENSG00000111707.12|SUDS3	1352.86	1591.84	1550.77	1094.82	1535.84	1208.9
ENSG00000111711.10|GOLT1B	375	478	472	347	526	436
ENSG00000111716.12|LDHB	5269.46	6004.26	5895.77	4345.38	6616.94	6025.49
ENSG00000111725.11|PRKAB1	830	928	949.72	772	789	605
ENSG00000111726.13|CMAS	444	552	505	426	572	489
ENSG00000111727.12|HCFC2	412	559	564	449	646	566
ENSG00000111731.12|C2CD5	554	727	716	579	673	534
ENSG00000111737.12|RAB35	947.43	1197.37	1111.3	847.4	1236.57	1207.22
ENSG00000111752.11|PHC1	1030.78	1392.04	962.91	921.13	855.41	760.98
ENSG00000111775.3|COX6A1	1766.46	2098.74	1807.5	1605	2194.65	2141
ENSG00000111783.12|RFX4	321.61	385.03	495.65	432.76	147.9	83.61
ENSG00000111785.20|RIC8B	545	598	811.98	611	565	382
ENSG00000111786.9|SRSF9	1873.47	2360.37	2208.93	1761.56	2232.04	2014.7
ENSG00000111788.10|AC009533.1	159.48	238.64	192.44	234.01	234.61	236.88
ENSG00000111790.14|FGFR1OP2	465	602	590	514	540	458
ENSG00000111799.21|COL12A1	35	41	27	24	179	158
ENSG00000111801.16|BTN3A3	861.87	1155.02	957.91	756.93	656.03	563.59
ENSG00000111802.14|TDP2	570	703	672	523	667	502
ENSG00000111816.8|FRK	15	14	6	5	11	14
ENSG00000111817.17|DSE	316.54	394.7	292.07	218.62	562.56	565.97
ENSG00000111832.13|RWDD1	590	745	753	593	783	727
ENSG00000111834.12|RSPH4A	15	14	23	13	25	12
ENSG00000111843.14|TMEM14C	991	1210	1057.14	842	927	890
ENSG00000111845.5|PAK1IP1	292	378	346	232	325	258
ENSG00000111846.17|GCNT2	186	224	243	172	226	234
ENSG00000111850.11|SMIM8	108	143	158	115	128	96
ENSG00000111859.17|NEDD9	733	931	704	598	719	488
ENSG00000111860.14|CEP85L	279	295	320	299	386	319
ENSG00000111875.8|ASF1A	839.51	984.22	1021.29	823.31	996.59	920.51
ENSG00000111877.17|MCM9	330.49	425.78	409.71	308.69	362.41	312.46
ENSG00000111879.19|FAM184A	463.95	554	598	527.95	424	369.99
ENSG00000111880.16|RNGTT	620	671	787	511	738	558
ENSG00000111885.7|MAN1A1	155	236	163	156	730	600
ENSG00000111886.10|GABRR2	17	15	42	31	18	15
ENSG00000111897.7|SERINC1	4993	5969	5673	4639	5671	4592
ENSG00000111906.17|HDDC2	700	821	854	616	666	555
ENSG00000111907.21|TPD52L1	75	92	174	161	133	89
ENSG00000111911.7|HINT3	698.37	808.63	913.34	734.41	709.31	611.01
ENSG00000111912.20|NCOA7	522	766	860	712	973	909
ENSG00000111913.18|RIPOR2	70	58	46	39	423	364
ENSG00000111961.18|SASH1	1315	1487	1596	1182	1187	874
ENSG00000111962.8|UST	184	225	214	138	499	403
ENSG00000112029.10|FBXO5	722	1000.91	1027.93	896.74	1128.92	1057.94
ENSG00000112031.16|MTRF1L	901.48	1002.06	1141.15	842.51	1168.42	881.73
ENSG00000112033.14|PPARD	943	1228	1009	847	931	829
ENSG00000112039.4|FANCE	289	364	301	233	375	329
ENSG00000112062.10|MAPK14	1650	2050	2098	1623	2004	1743
ENSG00000112078.14|KCTD20	1886	2280	2179	1639	2133	1943
ENSG00000112079.9|STK38	1122	1392	1353	1109	1570	1449
ENSG00000112081.17|SRSF3	4268	5128	5099	4013	4927	4307
ENSG00000112096.18|SOD2	2816.04	3458.07	3139.1	2560	2972	2733.48
ENSG00000112110.10|MRPL18	631	775	755	580	758	632
ENSG00000112118.19|MCM3	3447	4155	4488	3192	4620	3785
ENSG00000112130.17|RNF8	495	612	548	518	754	769
ENSG00000112137.17|PHACTR1	93.37	119.02	127.09	71.77	181.8	157.21
ENSG00000112139.16|MDGA1	699	1092	849	797	1485	1446
ENSG00000112144.15|ICK	1046	1193	1154	976	1015	827
ENSG00000112146.16|FBXO9	1431	1755	1646	1287	1578	1271
ENSG00000112149.10|CD83	148	281	201	230	254	244
ENSG00000112159.12|MDN1	555	598	536	467	674	522.9
ENSG00000112167.10|SAYSD1	178	175	174	119	127	105
ENSG00000112182.15|BACH2	57	59.19	70	63	198	151
ENSG00000112186.12|CAP2	401	530	494	394	654	512
ENSG00000112200.17|ZNF451	897.69	1090.99	1175.21	984.66	1235.01	1088.99
ENSG00000112208.11|BAG2	315.21	395.62	324.2	295.68	357.28	378.66
ENSG00000112210.12|RAB23	593.79	761.38	819.8	657.29	950.54	943.34
ENSG00000112234.9|FBXL4	298	327	331	257	362	307
ENSG00000112237.13|CCNC	509.16	642.25	671.36	521.2	676.75	696.05
ENSG00000112242.15|E2F3	349	445	458	348	569	451
ENSG00000112245.11|PTP4A1	737.45	1058.93	964.99	771.7	1490.99	1301.45
ENSG00000112249.14|ASCC3	1067	1153	1344	990	1530	1113
ENSG00000112276.14|BVES	158	180	158	126	160	140
ENSG00000112282.18|MED23	872	1196	1216	981	1073	871
ENSG00000112290.13|WASF1	660	883	761	673	1196	1131
ENSG00000112293.15|GPLD1	112.51	161.5	100.01	72.31	33.76	23.11
ENSG00000112294.12|ALDH5A1	636.81	906	660	541	392	311
ENSG00000112297.15|CRYBG1	57	97	76	72	735	826
ENSG00000112299.8|VNN1	4	12	12	11	82	98
ENSG00000112303.14|VNN2	6	12	9	8	27	23
ENSG00000112304.11|ACOT13	362.6	413.71	437.14	284.46	349.18	305.6
ENSG00000112305.14|SMAP1	629.19	714.9	767.38	599.52	695.48	556.85
ENSG00000112306.8|RPS12	2619.99	3028.99	2891	2158.99	3660	3637.99
ENSG00000112308.13|C6orf62	1985.79	2508.83	2326.81	1780.92	2329.87	2103.86
ENSG00000112309.10|B3GAT2	24.81	15.1	12.62	8.48	17.52	10.15
ENSG00000112312.10|GMNN	344	549	586	479	597	592
ENSG00000112320.12|SOBP	1033	1065	1233	791	509	432
ENSG00000112333.11|NR2E1	108	116	100	116	67	65
ENSG00000112335.15|SNX3	2266	2762	3157	2492	3089	2759
ENSG00000112339.14|HBS1L	1116	1237	1237	941	1258	1058
ENSG00000112343.11|TRIM38	726	918	925	642.98	842	728
ENSG00000112357.13|PEX7	154	202	169	130	153	123
ENSG00000112365.4|ZBTB24	271	274	262	198	291	274
ENSG00000112367.10|FIG4	472	587	550	434	574	467
ENSG00000112379.9|ARFGEF3	278	318	303	368	409	330
ENSG00000112394.17|SLC16A10	88	117	84	91	96	101
ENSG00000112406.5|HECA	359	481	411	325	567	462
ENSG00000112419.14|PHACTR2	170	241	220	215	249	200
ENSG00000112425.15|EPM2A	115	120	121	86	101	79
ENSG00000112473.18|SLC39A7	4031.73	4897.76	4088.64	3211.48	4314.06	3783.85
ENSG00000112511.17|PHF1	2079	2723	2306	2006	2502	2290
ENSG00000112514.15|CUTA	2318	2877	2367	1906	2474	2273
ENSG00000112531.17|QKI	5277	5899	6705	5217	3839	3094
ENSG00000112559.14|MDFI	33	52	26	53	33	23
ENSG00000112561.18|TFEB	309	419	338	223	292	264
ENSG00000112576.12|CCND3	799	1040	1029	834	1205	1243
ENSG00000112578.10|BYSL	258	354	293	203	274	318
ENSG00000112584.13|FAM120B	895.51	1072.32	1175	851	1101.26	826
ENSG00000112592.14|TBP	258	416	390	280	381	372
ENSG00000112599.9|GUCA1B	19	24	28	21	21	13
ENSG00000112624.12|BICRAL	609	715	655	510	439	346
ENSG00000112640.15|PPP2R5D	1616.71	2094.23	1835.95	1517.13	1826.97	1804.45
ENSG00000112651.12|MRPL2	307	364	337	280	349	286
ENSG00000112655.16|PTK7	1425	2008	1636	1275	1979	1681
ENSG00000112658.8|SRF	1064	1335	1213	975	1130	1090
ENSG00000112659.14|CUL9	1454.63	1834.99	1480	1312	1435	1322
ENSG00000112667.12|DNPH1	376	410	344	248	316	371
ENSG00000112679.14|DUSP22	493	640	565	510	526	399
ENSG00000112685.14|EXOC2	1102	1289	1265	989	1518	1144
ENSG00000112695.11|COX7A2	1142	1494	1542	1150	1492	1313
ENSG00000112697.16|TMEM30A	2953	3493	3745	2888	3828	3165
ENSG00000112699.11|GMDS	328	319	343	217	529	359
ENSG00000112701.18|SENP6	1637	1813	1735	1284	1635	1295
ENSG00000112715.21|VEGFA	2752.01	3588.39	5154.04	10922.06	2667.14	2502.51
ENSG00000112739.17|PRPF4B	2226	2550	2465	1984	2556	2075
ENSG00000112742.10|TTK	744	868	1067	928	1079	1091
ENSG00000112759.18|SLC29A1	2158	2828	2489	2091	2289	2254
ENSG00000112763.17|BTN2A1	1119.58	1422.57	1419.01	1104.76	1265	1016.14
ENSG00000112769.19|LAMA4	314	397.97	327	359	2602	2308.98
ENSG00000112773.16|TENT5A	918	986	1215	887	542	354
ENSG00000112782.17|CLIC5	11	20	33	24	10	19
ENSG00000112787.13|FBRSL1	334	413	301	264	300	304
ENSG00000112796.10|ENPP5	39	61	56	39	71	53
ENSG00000112851.14|ERBIN	2230	2721	2856	2248	2529	2031
ENSG00000112852.6|PCDHB2	198.51	194.65	223.56	142.45	72.43	46.78
ENSG00000112855.16|HARS2	445.62	584	559.02	454.86	536.43	425.91
ENSG00000112874.10|NUDT12	249	289	265	184	214	182
ENSG00000112877.8|CEP72	110	142.28	157.18	110.06	146.08	181.2
ENSG00000112893.9|MAN2A1	786	975	927	746	1648	1273
ENSG00000112941.14|TENT4A	766	918	1006	861	804	768
ENSG00000112972.15|HMGCS1	6548.08	6968.52	7080.51	5001.03	6783.54	5661.82
ENSG00000112977.15|DAP	2172	2531	2514	1876	2842	2066
ENSG00000112981.5|NME5	11	11	9	9	10	10
ENSG00000112983.17|BRD8	1569	1942	1842	1690	1585	1490
ENSG00000112984.12|KIF20A	1390	1708	2151	1679	2074	1963
ENSG00000112992.17|NNT	2178	2702	2670.35	2204	3570	2926
ENSG00000112996.11|MRPS30	437	457	457	399	543	554
ENSG00000113013.14|HSPA9	4529	5842	4760	4104	5584	5511
ENSG00000113048.16|MRPS27	1297	1481	1326	924	1482	1314
ENSG00000113068.9|PFDN1	752	943	763	638	910	889
ENSG00000113070.8|HBEGF	287	383	232	218	328	337
ENSG00000113083.14|LOX	17	16	20	52	18	27
ENSG00000113108.19|APBB3	553	692	566	601	547	420
ENSG00000113119.12|TMCO6	147	223	216	127	195	203
ENSG00000113140.11|SPARC	19555	22736	25900.98	18656	10326	9640
ENSG00000113141.18|IK	1573	2088	1670	1369.99	1755	1386
ENSG00000113161.16|HMGCR	4044	4685	4938	3627.99	5010.99	4096
ENSG00000113163.16|COL4A3BP	877.79	975.21	1073.1	908.06	981.01	802.39
ENSG00000113194.13|FAF2	1534	1960	1805	1388	1942	1623
ENSG00000113205.5|PCDHB3	28.08	34.97	43.89	41.35	7.87	5.23
ENSG00000113209.8|PCDHB5	131	142	168.09	148	84	35.65
ENSG00000113212.6|PCDHB7	189.97	209	273.18	177.25	48	35
ENSG00000113231.13|PDE8B	792.98	885.73	1040.23	951.21	635.2	416.27
ENSG00000113240.13|CLK4	262	280	358.27	292	323	254.41
ENSG00000113248.6|PCDHB15	20	27	27.26	23.41	4.15	5
ENSG00000113262.16|GRM6	10	7	17	6	14	9
ENSG00000113269.14|RNF130	850	992	1004	799	861	793
ENSG00000113272.14|THG1L	153	222	141	122	169	161
ENSG00000113273.17|ARSB	603	678	697	504	537	388
ENSG00000113282.13|CLINT1	965	1245	1143	834	1211	1046
ENSG00000113296.14|THBS4	174	217	212	199	126.95	107
ENSG00000113300.12|CNOT6	1131	1257	1324	969	1308	1008
ENSG00000113312.11|TTC1	747	939	835	638	968	783
ENSG00000113318.10|MSH3	386.23	450.11	387.32	326.76	449.48	295.06
ENSG00000113319.13|RASGRF2	45	34.95	49	38.87	22	21
ENSG00000113328.19|CCNG1	1614	2169	2064	1592	1941	1691
ENSG00000113356.12|POLR3G	117	150	175	139	247	264.64
ENSG00000113360.16|DROSHA	1168	1448	1272	960	1505	1451
ENSG00000113361.13|CDH6	1411.69	1528.79	1700.39	1271	751.53	630.62
ENSG00000113368.12|LMNB1	2023	2596	2668	2290	3085	2842
ENSG00000113369.9|ARRDC3	1022	1051	923.13	841	807	585
ENSG00000113384.14|GOLPH3	1182	1437	1298	1026	1121	1024
ENSG00000113387.12|SUB1	3928	4124	4645	2857	3615	2762
ENSG00000113391.19|FAM172A	489	473	558	426	386	242
ENSG00000113407.13|TARS	1714	2121	1976	1521	2054	1950
ENSG00000113441.16|LNPEP	1112.47	1278.38	1428.14	1228.49	1560.03	1264.88
ENSG00000113448.19|PDE4D	938	779	1020	620	1162	594
ENSG00000113456.19|RAD1	630.42	786.08	795.75	625.15	668.86	671.88
ENSG00000113460.12|BRIX1	325.58	453.92	412.25	294.85	370.14	418.12
ENSG00000113504.21|SLC12A7	89	113	87	57	38	30
ENSG00000113522.14|RAD50	1057.81	1316.06	1289.1	922.37	1488.82	1252.71
ENSG00000113532.13|ST8SIA4	86	87	120	110	153	58
ENSG00000113552.16|GNPDA1	1669	2229	1676	1373	2785	2746
ENSG00000113555.5|PCDH12	111	113	159	120	93	93
ENSG00000113558.18|SKP1	4275.93	5150.87	4493.98	3566.97	4544.66	4105.99
ENSG00000113569.16|NUP155	847	1102	975	887	1115	985
ENSG00000113575.10|PPP2CA	2571.02	2878.03	2745.68	2287.39	3179.73	2809.88
ENSG00000113578.18|FGF1	19	19	23	15	16	12
ENSG00000113580.15|NR3C1	1784	1986	2121	1558	1664	1205
ENSG00000113583.8|C5orf15	1304	1545	1483	1225	1603	1377
ENSG00000113593.12|PPWD1	536	599	558	459	644	588
ENSG00000113594.10|LIFR	377.44	415.65	531	411.06	511	411
ENSG00000113595.15|TRIM23	341	398	471	335	367	287
ENSG00000113597.18|TRAPPC13	463.44	637.78	600.97	504.05	501.96	446.57
ENSG00000113615.13|SEC24A	487.83	605.67	649.82	435.89	722.92	610.55
ENSG00000113621.14|TXNDC15	982	1155	1058	841	767	628
ENSG00000113638.14|TTC33	238	297	253	246	306	268
ENSG00000113643.9|RARS	665	791	714	538	1022	878
ENSG00000113645.14|WWC1	409	478	417	301	314	242
ENSG00000113648.16|H2AFY	3208.05	4267.4	3615.65	3322.54	3269.82	3117.86
ENSG00000113649.11|TCERG1	1337	1582	1557	1206	1558	1435
ENSG00000113657.13|DPYSL3	4838	6610	4711	4269	14818	13539
ENSG00000113658.18|SMAD5	1336	1698	1599	1365	1368	1313
ENSG00000113712.17|CSNK1A1	3157.57	3699.56	3489.71	2698.33	3089.23	2595.33
ENSG00000113716.13|HMGXB3	1527	2060.06	1621.32	1413	2394.04	2113
ENSG00000113719.16|ERGIC1	1358	1507	1493	1022	1601	1392
ENSG00000113721.14|PDGFRB	351	384	337	203	268	238
ENSG00000113732.9|ATP6V0E1	1500	1897	1534	1308	2486	1920
ENSG00000113734.17|BNIP1	182	197	199	142	233	205
ENSG00000113739.10|STC2	65	137	88	129	234	228
ENSG00000113742.13|CPEB4	340	384	454	364	433	346
