LMP_417_R1B1	LMP.Olap_417_R1B1	LMP_417_R2B2	LMP.Olap_417_R2B2	LMP_417_R3B2	LMP.Olap_417_R3B2
ENSG00000103932.12|RPAP1	687	795	510	476	620	631
ENSG00000103942.13|HOMER2	1691	1762	1568	1456	1529	1368
ENSG00000103966.11|EHD4	2112	2475	2506	2386	1716	1777
ENSG00000103978.15|TMEM87A	1964.34	2160.16	1651.96	1532.62	1540.52	1392.4
ENSG00000103994.17|ZNF106	4067	4635	3777	3663	3233	3036
ENSG00000103995.14|CEP152	545	652	665	657	787	757.91
ENSG00000104043.14|ATP8B4	11	13	7	13	7	12
ENSG00000104044.16|OCA2	10	13	12	10	1	1
ENSG00000104047.15|DTWD1	290	258.98	236	172	181	179
ENSG00000104064.17|GABPB1	367.98	390.08	321.75	327.59	292.22	277.43
ENSG00000104067.16|TJP1	1990	2158	1995	1764	1400	1314
ENSG00000104081.14|BMF	42.98	50	19	31	75	63
ENSG00000104093.13|DMXL2	620.69	644	633.76	672.62	565	485.64
ENSG00000104112.9|SCG3	315	357	308	288	151	137
ENSG00000104129.10|DNAJC17	489.95	515.12	382	343.9	307.47	320.7
ENSG00000104131.13|EIF3J	1656	1757	1427	1242	1580	1511
ENSG00000104133.15|SPG11	1943	2295	1801	1622	1561	1524
ENSG00000104140.7|RHOV	35	33	25	27	29	39
ENSG00000104142.11|VPS18	1241	1537	1101	1124	1637	1898
ENSG00000104147.9|OIP5	99.14	137.31	142.59	111.19	120.68	119.09
ENSG00000104154.7|SLC30A4	332.81	422	318	291	272.85	296
ENSG00000104164.10|BLOC1S6	1654.96	2003	1657.99	1449	1777	1729.98
ENSG00000104177.18|MYEF2	2257.08	2465.94	2551.01	2266.44	2236.17	2119.47
ENSG00000104205.14|SGK3	219	270	256.06	222	230	206
ENSG00000104218.14|CSPP1	237	244.87	186.68	167	303.87	240.88
ENSG00000104219.13|ZDHHC2	741	822	710	612	506	525
ENSG00000104221.12|BRF2	321.69	333.72	254.37	239.29	294.13	339.08
ENSG00000104228.13|TRIM35	338	356	312	296	386	398
ENSG00000104231.11|ZFAND1	358	360	327	277	340	302
ENSG00000104290.11|FZD3	149	188	156	152	152	181
ENSG00000104299.15|INTS9	253	255	210	175	201	218
ENSG00000104312.8|RIPK2	305	319	281	243	389	402
ENSG00000104313.19|EYA1	242.95	282.97	305.97	255.98	314.99	241
ENSG00000104320.13|NBN	1148	1414	1300	1081	1096	1047
ENSG00000104325.7|DECR1	927	930	970	786	903	782
ENSG00000104331.9|IMPAD1	1536	1754	1496	1384	1241	1164
ENSG00000104332.12|SFRP1	35	50	27	32	70	66
ENSG00000104341.16|LAPTM4B	3008	3519	2964	2484	3338	3103
ENSG00000104343.20|UBE2W	552.18	652.6	576.31	613.29	701.41	692.19
ENSG00000104356.11|POP1	255	265	229	218	429	444
ENSG00000104365.15|IKBKB	1075	1237	952	976	1051	1096
ENSG00000104368.17|PLAT	154	205	196	169	213	273
ENSG00000104369.5|JPH1	91	137	88	100	355	358
ENSG00000104375.17|STK3	338	341.98	323	345	322	250
ENSG00000104381.12|GDAP1	786	900	645	540	957	869
ENSG00000104388.15|RAB2A	1350	1412	1242	1083	1294	1150
ENSG00000104408.9|EIF3E	1965	2174	1815	1553	1927	1641
ENSG00000104412.8|EMC2	558	601	524	452	377	362
ENSG00000104415.14|CCN4	573	632	706	619	66	61
ENSG00000104419.14|NDRG1	673	811	666	969	1631	1853
ENSG00000104427.12|ZC2HC1A	191	238	192.96	173	180	201
ENSG00000104432.14|IL7	116.65	122	106.51	79.54	85	69
ENSG00000104442.10|ARMC1	674	776	664	617	676	653
ENSG00000104447.12|TRPS1	414	367	378	295	297	280
ENSG00000104450.12|SPAG1	154	131.1	127.36	82.5	106	105
ENSG00000104472.10|CHRAC1	641	752	594	545	466	527
ENSG00000104497.14|SNX16	191	227	249	262	211	215
ENSG00000104517.13|UBR5	3009.38	3281.88	2776.38	2507.68	2867.17	2495.18
ENSG00000104518.11|GSDMD	621	668	445	441	477	536
ENSG00000104522.16|TSTA3	814	874	636	576	652	681
ENSG00000104524.14|PYCR3	166	210	135	139	155	137
ENSG00000104529.17|EEF1D	3752.3	4309.41	3074.42	2851.98	3481.29	3704.11
ENSG00000104549.12|SQLE	2569	2701	2135	1819	2492	2284
ENSG00000104613.12|INTS10	6167	6240	5460	4662	2240	1996
ENSG00000104626.14|ERI1	277	415	364	291	438	433
ENSG00000104635.14|SLC39A14	723	795	618	711	1049	1096
ENSG00000104643.10|MTMR9	347.89	422.91	374.82	338.81	328.86	282.76
ENSG00000104660.18|LEPROTL1	660.76	739	696	600.89	704	588
ENSG00000104671.8|DCTN6	338	355	278	237	336	316
ENSG00000104679.11|R3HCC1	387	489	300	315	381	376
ENSG00000104687.14|GSR	974	1049	832	712	945	930
ENSG00000104691.15|UBXN8	328	383	234	234	265	205
ENSG00000104695.13|PPP2CB	1738	1836	1449	1290	1089	968
ENSG00000104714.14|ERICH1	187	212	166	177	200	190
ENSG00000104722.14|NEFM	40	40.34	67.7	98.11	82.48	93.41
ENSG00000104723.20|TUSC3	385	480	383	318	475	463
ENSG00000104728.16|ARHGEF10	599.06	735.77	570.14	519	511.39	579.57
ENSG00000104731.14|KLHDC4	491	529	412	352	460	428
ENSG00000104738.17|MCM4	2795	3265	2787	2599	3535	3446
ENSG00000104756.16|KCTD9	532	626	618.95	546	795.95	627.92
ENSG00000104763.19|ASAH1	1303	1490.97	1165	1174	1065	1014
ENSG00000104765.16|BNIP3L	1194	1427.31	1739	1731	896.33	827
ENSG00000104774.13|MAN2B1	2288.45	2625.7	1592.52	1496.54	2513.76	2670.18
ENSG00000104805.16|NUCB1	2524	3044	2182	2047	1925	1984
ENSG00000104812.15|GYS1	944	1009	1032	1128	1032	1064
ENSG00000104814.13|MAP4K1	29	35	26	28	10	18
ENSG00000104823.9|ECH1	1008	1041	699	600	881	899
ENSG00000104824.17|HNRNPL	4682.74	5294.74	4120.79	3749.54	4407.66	4302.52
ENSG00000104825.17|NFKBIB	163	221	159	154	216	232
ENSG00000104833.12|TUBB4A	1129	1423.24	836.75	838.66	1755.05	2114.55
ENSG00000104835.14|SARS2	275.84	301.35	162.12	156.78	170.25	185.47
ENSG00000104852.15|SNRNP70	3416	3468	2289	2252	2216	2251
ENSG00000104853.16|CLPTM1	1954	2146	1698	1502	1518	1448
ENSG00000104856.14|RELB	89	122	69	63	181	238
ENSG00000104859.15|CLASRP	621	613	414	398	400	392
ENSG00000104863.12|LIN7B	47	79	67	49	51	56
ENSG00000104866.11|PPP1R37	251	252	172	196	217	201
ENSG00000104870.12|FCGRT	896	964	547	620	495	552
ENSG00000104872.11|PIH1D1	557	570.07	407	403	595	554
ENSG00000104880.17|ARHGEF18	1010	1104.57	894	740	733	785
ENSG00000104881.16|PPP1R13L	81	84	129	87	77	83
ENSG00000104883.8|PEX11G	16	25	19	18	11	8
ENSG00000104884.15|ERCC2	465	513	323	306	423	404
ENSG00000104885.18|DOT1L	2015.62	2250.49	1738.64	1710	1458.58	1570.73
ENSG00000104886.11|PLEKHJ1	822.38	888.51	726.36	630	982.42	1038.27
ENSG00000104888.10|SLC17A7	17	27	13	16	18	21
ENSG00000104889.6|RNASEH2A	916.44	1007.39	818.5	652.29	956.16	877.85
ENSG00000104897.10|SF3A2	1658	1922	1453	1469	1424	1692
ENSG00000104899.7|AMH	439	473	448	472	418	475
ENSG00000104904.12|OAZ1	5000.31	5552.98	4381	4137	5264.32	5403.93
ENSG00000104907.12|TRMT1	815	776	469	382	563	554
ENSG00000104915.15|STX10	1376	1430	961	877	1103	1132
ENSG00000104936.17|DMPK	1106.59	1065	864.79	724.83	864.91	874.92
ENSG00000104946.13|TBC1D17	801.16	764	497.83	493.9	409.38	480.12
ENSG00000104953.20|TLE6	295	341	196	191	130	117
ENSG00000104957.14|CCDC130	975	1041	784	726	707	676
ENSG00000104960.15|PTOV1	1733.78	1970.92	1417.41	1309.94	1266.07	1436.6
ENSG00000104964.14|AES	11626.55	12354.98	9404.89	8483.38	8226.45	8227.57
ENSG00000104967.7|NOVA2	429	522	336	371	373	395
ENSG00000104969.10|SGTA	2147	2428	1852	1694	1715	1914
ENSG00000104973.18|MED25	361.95	392.36	313.65	304.3	366.47	355.01
ENSG00000104976.12|SNAPC2	265	264	169	117	182	173
ENSG00000104979.9|C19orf53	1647	1669	1138	1008	1524	1529
ENSG00000104980.8|TIMM44	1188	1182	859	762	949	950
ENSG00000104983.8|CCDC61	69	60	62	31	42	33
ENSG00000104998.4|IL27RA	357	456	379	302	322	357
ENSG00000105011.9|ASF1B	1215	1540	1316	1229	1536	1599
ENSG00000105048.17|TNNT1	18	26	17	10	56	37
ENSG00000105053.11|VRK3	466	504.03	407	406	406	359
ENSG00000105058.12|FAM32A	2027	2127	1622	1424	1903	1825
ENSG00000105063.19|PPP6R1	1050.89	1216.29	865.45	751.22	1193.4	1294.23
ENSG00000105072.9|C19orf44	275.14	257.47	195.76	202.29	193.33	167.81
ENSG00000105085.10|MED26	176.92	254.21	193.5	190.21	235.49	233.86
ENSG00000105088.8|OLFM2	504	512	251	257	77	97
ENSG00000105127.9|AKAP8	818	899	680	653	682	696
ENSG00000105135.16|ILVBL	841	1046	668	652	668	655
ENSG00000105136.20|ZNF419	208.87	267.44	193.91	245.91	189.81	166.7
ENSG00000105137.13|SYDE1	812	867	822	851	746	743
ENSG00000105171.10|POP4	264	305	216	223	264	266
ENSG00000105173.14|CCNE1	98	102	91	74	149	145
ENSG00000105176.18|URI1	668	701	597	599	665	610
ENSG00000105185.12|PDCD5	451	446	353	301	485	427
ENSG00000105186.16|ANKRD27	324	399	277	293	400	370
ENSG00000105193.9|RPS16	2789.96	3333.95	2268	2160.97	2647	2626.96
ENSG00000105197.11|TIMM50	510	585	488	398	472	468
ENSG00000105202.9|FBL	790	938	672	710	921	930
ENSG00000105204.14|DYRK1B	129	185	96	137	139	153
ENSG00000105220.16|GPI	3010	3336	2421	2314	2680	2901
ENSG00000105221.17|AKT2	2876	2922	2188	2132	1716	1868
ENSG00000105223.20|PLD3	1626	1746	1131	1118	1103	1096
ENSG00000105229.7|PIAS4	591	604	471	438	570	687
ENSG00000105245.9|NUMBL	491	544	342	343	430	477
ENSG00000105248.16|YJU2	594	633	433	413	401	402
ENSG00000105251.10|SHD	90	99	64	44	13	11
ENSG00000105254.12|TBCB	1360.04	1345.38	988.62	894.62	963.33	989.9
ENSG00000105255.11|FSD1	574	593	386	333	484	497
ENSG00000105258.9|POLR2I	231.96	294.62	188.38	184.38	183.67	203.17
ENSG00000105270.15|CLIP3	1658	1760	1215	975	1058	1058
ENSG00000105281.12|SLC1A5	500.27	694.58	376	308.73	633.28	677.04
ENSG00000105287.12|PRKD2	432	512	313	279	523	546
ENSG00000105290.12|APLP1	2001	2146	1547	1615	1746	1675
ENSG00000105298.14|CACTIN	451.22	485.72	315.77	339.85	390	424.56
ENSG00000105321.14|CCDC9	220	202	151	145	148	117
ENSG00000105323.16|HNRNPUL1	4830.23	5315.04	4514.92	3847.84	4229.58	4394.31
ENSG00000105325.14|FZR1	2160	2426	1896	1981	2071	2215
ENSG00000105327.17|BBC3	10	6	10	9	13	14
ENSG00000105329.9|AC011462.1	1158.01	1239.01	833.02	814.02	1398	1502.04
ENSG00000105339.10|DENND3	188	176	118	132	148	152
ENSG00000105341.18|DMAC2	536	560	421	330	413	398
ENSG00000105355.9|PLIN3	1353	1605	1273	1174	1533	1717
ENSG00000105364.13|MRPL4	874.05	939	665.89	656.03	889.89	893.9
ENSG00000105372.7|RPS19	2615	3044	2063	1872	2482	2559
ENSG00000105373.19|NOP53	558	559	419	413	355	415
ENSG00000105376.5|ICAM5	40	51	26	35	71	58
ENSG00000105379.9|ETFB	718.69	795.58	625	508	752	684.87
ENSG00000105393.16|BABAM1	2442	2805	1898	1654	1971	2008
ENSG00000105397.13|TYK2	3236	3593	2467	2334	2265	2512
ENSG00000105401.9|CDC37	3407	3650.17	2531	2316.6	3714.74	3879
ENSG00000105402.8|NAPA	1896.77	2082.34	1501.3	1435.36	1744.01	1757.56
ENSG00000105404.11|RABAC1	361	364	230	202	274	274
ENSG00000105409.18|ATP1A3	2149	2533	1914	1861	1691	1753
ENSG00000105419.17|MEIS3	1721	1679	1346	1346	1004	1092
ENSG00000105426.16|PTPRS	3138	3210	2174	1998	1759	1745
ENSG00000105429.13|MEGF8	1202	1412	976	1001	957	942
ENSG00000105438.9|KDELR1	1659	1969	1345	1230	1571	1599
ENSG00000105443.15|CYTH2	4180	4200	2995.45	2766	3235	3185
ENSG00000105447.12|GRWD1	345	357.8	235	231	353	308
ENSG00000105464.3|GRIN2D	189	252	134	138	129	152
ENSG00000105483.18|CARD8	576.45	679.08	614.08	543.86	436.02	442.03
ENSG00000105486.14|LIG1	639	830	640.93	598	820	839
ENSG00000105497.8|ZNF175	269	270	217	218	156	144
ENSG00000105499.14|PLA2G4C	156	177	133	142	99	108
ENSG00000105514.8|RAB3D	16.81	13.16	10.03	23.44	26.2	26.52
ENSG00000105516.10|DBP	104.46	131.88	85.37	66.05	35.05	26.62
ENSG00000105518.14|TMEM205	2225.83	2298.35	1576.17	1369.52	1333.92	1274.79
ENSG00000105519.16|CAPS	431	414	309	303	238	249
ENSG00000105520.10|PLPPR2	2362	2570	1920	1807	1240	1352
ENSG00000105538.10|RASIP1	10	19	22	21	8	10
ENSG00000105549.10|THEG	11	12	4	11	18	19
ENSG00000105552.15|BCAT2	559	674.97	393	400.91	591	571
ENSG00000105556.11|MIER2	465	583	422	411	469	462
ENSG00000105559.12|PLEKHA4	389	455	382	348	248	280
ENSG00000105568.18|PPP2R1A	3256	3431	2446	2321	2917	2811
ENSG00000105576.15|TNPO2	5665	6487	5469	5085	5110	5187
ENSG00000105583.11|WDR83OS	1151.54	1383.67	852.66	788.82	993.38	944.07
ENSG00000105605.7|CACNG7	359	378	220	224	207	250
ENSG00000105607.13|GCDH	446.18	445	280.24	272.11	310	311.69
ENSG00000105612.9|DNASE2	2507	2817	1914	1874	1931	1781.94
ENSG00000105613.10|MAST1	761	821	622	602	605	774
ENSG00000105617.3|LENG1	144.56	149.19	128.94	97	143.24	135
ENSG00000105618.14|PRPF31	529.2	596.38	415.21	335.64	485.33	472.11
ENSG00000105619.13|TFPT	232.23	248.5	164.65	131.97	167.88	176.51
ENSG00000105640.13|RPL18A	3462.82	4097.18	2828.2	2464.9	3246.88	3289.28
ENSG00000105642.15|KCNN1	30	36	22	20	16	18
ENSG00000105643.10|ARRDC2	349	345	321.49	297	169	205
ENSG00000105647.17|PIK3R2	5042.18	5424.87	4170.31	3994.48	3533.61	4115.78
ENSG00000105649.9|RAB3A	245.93	245	217	174.91	202	200
ENSG00000105650.22|PDE4C	58.52	89.06	23.43	27.29	38.53	27.97
ENSG00000105655.18|ISYNA1	35.07	37.07	21	31	15.02	18.01
ENSG00000105656.13|ELL	315	393	334	299	334	351
ENSG00000105662.16|CRTC1	1498	1628	1096	1071	719	731
ENSG00000105664.11|COMP	59	90	55	49	39	29
ENSG00000105669.14|COPE	2784	3064	2050.77	1883.97	2168	2485
ENSG00000105671.12|DDX49	860	968	632	578	551	636
ENSG00000105672.14|ETV2	17	17	16	6	4	5
ENSG00000105676.14|ARMC6	1017	1212	762	651.91	779	930
ENSG00000105677.12|TMEM147	475	487	344	324	378	390
ENSG00000105696.9|TMEM59L	756	957	680	651	183	227
ENSG00000105698.16|USF2	1060	1061	794	766	801	785
ENSG00000105699.16|LSR	20	16	16	10	16	19
ENSG00000105700.11|KXD1	1760	1936.89	1440.94	1568.71	1764.99	1692.15
ENSG00000105701.16|FKBP8	4737	5079	3364	3236	3916	4367
ENSG00000105705.16|AC004475.1	1186	1210	871	865	923	855
ENSG00000105708.9|ZNF14	179	218	256	201	181	193
ENSG00000105711.12|SCN1B	243	332	218	256	260	288
ENSG00000105717.14|PBX4	22	31	26	26	7	27
ENSG00000105722.10|ERF	827	987	826	885	747	835
ENSG00000105723.12|GSK3A	941	989	694	660.99	720	707.62
ENSG00000105726.17|ATP13A1	3036	3337	2154	2031	2003	2242
ENSG00000105732.13|ZNF574	262	304	263	259	201	287
ENSG00000105737.9|GRIK5	1079	1265	825	830	830	952
ENSG00000105738.11|SIPA1L3	387	443	343	323	265	364
ENSG00000105750.15|ZNF85	247	327	286	227	341	286
ENSG00000105755.8|ETHE1	269.43	317	203	248.14	316.36	359.56
ENSG00000105767.3|CADM4	1616	1784	1443	1286	910	870
ENSG00000105771.14|SMG9	922	1074	718	756	764	754
ENSG00000105778.19|AVL9	1190.82	1314.77	1007.9	993.75	1417.87	1243.88
ENSG00000105793.15|GTPBP10	312	378	387	288	366	349
ENSG00000105808.17|RASA4	616.57	635.8	446.43	474.45	379.76	404.12
ENSG00000105810.9|CDK6	1848	1851	1994	1808	1348	1177
ENSG00000105819.14|PMPCB	852.68	883.09	700.3	624.48	827.95	792.54
ENSG00000105821.15|DNAJC2	635.32	646.91	535.7	478.52	765.05	712.46
ENSG00000105825.13|TFPI2	302	357	219	197	403	407
ENSG00000105829.13|BET1	154	215	152	136	193	179
ENSG00000105835.12|NAMPT	1842.13	2359.3	2205.85	2300.7	2837.5	2754.66
ENSG00000105849.6|TWISTNB	364	383	301	273	392	340
ENSG00000105854.13|PON2	1400.89	1376.79	1344.29	1248	1101	944
ENSG00000105855.10|ITGB8	617	727	695	644	527	470
ENSG00000105856.14|HBP1	899	913.89	678.04	583.64	746.44	610.2
ENSG00000105865.11|DUS4L	124.31	128.61	101.18	85	128.3	81.26
ENSG00000105866.15|SP4	500	533	490	384	247	218
ENSG00000105875.14|WDR91	1047	1015.98	793.98	704	430	379
ENSG00000105877.18|DNAH11	17.28	23.26	5.01	16.18	22.3	27.3
ENSG00000105879.12|CBLL1	745	873	739	661	845	741
ENSG00000105880.7|DLX5	7138	6880	5335	4648	4478	4024
ENSG00000105887.11|MTPN	4853.62	5635.79	4780	4359.34	5324.49	5070.6
ENSG00000105894.11|PTN	6070	6838	6640	6224	3433	2973
ENSG00000105926.15|MPP6	646	685	542	504	636	593
ENSG00000105928.15|GSDME	658	755	502	497	676	722
ENSG00000105939.13|ZC3HAV1	1642	1927	1352	1318	1552	1415
ENSG00000105948.13|TTC26	126	144	101	120	113	134
ENSG00000105953.15|OGDH	2958	3532	2582	2368	3511	3622
ENSG00000105963.15|ADAP1	7.17	20.82	16.79	17.1	19.75	15.78
ENSG00000105968.18|H2AFV	5285	5977.91	5414.89	5093.08	4658.66	4662
ENSG00000105974.12|CAV1	461	696	582	691	2570	2604
ENSG00000105976.15|MET	488	700	585	521	1367	1498
ENSG00000105982.16|RNF32	17.27	32.1	13.5	12.6	18.66	22.05
ENSG00000105983.21|LMBR1	1478.73	1636.9	1228.5	1026.4	1463.34	1281.95
ENSG00000105993.15|DNAJB6	1671.14	1762	1386.43	1316.47	1577.91	1390.62
ENSG00000106003.13|LFNG	37	34	38	39	72	62
ENSG00000106009.16|BRAT1	841	993	732	639	803	980
ENSG00000106012.18|IQCE	648	628	437	410	408	477
ENSG00000106013.15|ANKRD7	17	20	12	15	15	25
ENSG00000106025.8|TSPAN12	606	643	513	462	334	317
ENSG00000106028.11|SSBP1	881	855	682	536	824	780
ENSG00000106034.18|CPED1	67	68	47	33	209.93	173.45
ENSG00000106049.9|HIBADH	828	882	720	642	958	899
ENSG00000106052.13|TAX1BP1	2981.2	3220.82	2620.44	2292.74	2603.3	2255.33
ENSG00000106066.15|CPVL	788	864	691	610	604	579
ENSG00000106069.22|CHN2	297.69	316.4	232	249	166	139.29
ENSG00000106070.19|GRB10	1027	1236	1094	1047	1177	1162
ENSG00000106077.18|ABHD11	366	459	240	257	381	418
ENSG00000106078.19|COBL	822	996	789	705	1219	1177
ENSG00000106080.10|FKBP14	540.57	567.5	469.65	345.38	575.13	482.39
ENSG00000106086.20|PLEKHA8	411.26	485.94	492.26	536.92	631.82	619.61
ENSG00000106089.12|STX1A	372.58	427.18	223.07	249.37	420.41	428.89
ENSG00000106100.11|NOD1	113.75	113.8	94.25	86.28	119.22	132.33
ENSG00000106105.14|GARS	1929	2374	1803	1539	3297	3129
ENSG00000106123.12|EPHB6	24	20	26	16	56	33
ENSG00000106125.14|MINDY4	19	36	23	24	45.74	36
ENSG00000106133.18|NSUN5P2	415.78	493.12	385.4	314.97	393.93	397.02
ENSG00000106144.20|CASP2	1219	1402	1199	1227	1290	1351
ENSG00000106153.13|CHCHD2	2379	2661	2017	1865	2204	2101
ENSG00000106211.9|HSPB1	1223	1282	887.95	903	1179.92	1373
ENSG00000106244.13|PDAP1	2570	2889.87	2242.93	2065.25	2716.93	2528.85
ENSG00000106245.11|BUD31	1034.62	1070.9	792.89	772.76	964.47	894.23
ENSG00000106246.17|PTCD1	293.87	392.06	212.09	191.18	229.84	336.82
ENSG00000106258.15|CYP3A5	53	42	49	43	39	35
ENSG00000106261.17|ZKSCAN1	1837	1947	1495	1523	1687	1562
ENSG00000106263.18|EIF3B	3303	3700	2719	2488	3445	3441
ENSG00000106266.11|SNX8	773	965	690	703	940	1040
ENSG00000106268.15|NUDT1	343	424	316	290	322	345
ENSG00000106278.12|PTPRZ1	9677	10464	10124	8885	2719	2275
ENSG00000106290.15|TAF6	1954.51	2006.87	1464.98	1449.27	1669.74	1708.85
ENSG00000106299.8|WASL	1403	1468	1190	1069	1182	1207
ENSG00000106305.10|AIMP2	558.87	606.62	403.1	408.16	500.77	477.07
ENSG00000106330.12|MOSPD3	242	247	163	171	195	207
ENSG00000106333.13|PCOLCE	358	366	242	278	150	189
ENSG00000106344.8|RBM28	1034.63	1000.59	798.57	776.49	875.28	825.71
ENSG00000106346.11|USP42	312	308	300	238	358	335
ENSG00000106348.18|IMPDH1	879	1054	688	676.98	1187	1069
ENSG00000106351.13|AGFG2	509	510	433	363	415	488
ENSG00000106355.10|LSM5	602	649	617	546	599	599
ENSG00000106366.8|SERPINE1	400	488	347	374	765	818
ENSG00000106367.15|AP1S1	744	943	687	617	1321	1245
ENSG00000106392.10|C1GALT1	219	269	209	189	263	226
ENSG00000106397.12|PLOD3	2123	2581	2062	1946	2621	2693.09
ENSG00000106399.11|RPA3	249.79	317	280	219	301	296
ENSG00000106400.12|ZNHIT1	894	979	652	575	736	798.91
ENSG00000106404.13|CLDN15	261	309	259	232	324	332
ENSG00000106415.13|GLCCI1	445	545.96	467.95	450.83	372	391
ENSG00000106443.16|PHF14	1018	1110	905	716	881	826
ENSG00000106459.15|NRF1	473	431.21	391	325.38	306	314
ENSG00000106460.19|TMEM106B	929	1088	897	811	642	575
ENSG00000106462.10|EZH2	1227	1452	1312	1072	1613	1400
ENSG00000106477.19|CEP41	424	464	451	415	424	455
ENSG00000106479.11|ZNF862	662.89	602.62	454.14	495.68	366.02	323.87
ENSG00000106483.12|SFRP4	54	90	70	61	23	12
ENSG00000106484.15|MEST	177	236.98	157.97	210.99	110.96	132
ENSG00000106524.9|ANKMY2	563	631	515	499	615	605
ENSG00000106537.8|TSPAN13	1268	1370	1282	1105	1346	1142
ENSG00000106554.13|CHCHD3	1545	1685.06	1277	1161.15	1626	1597.11
ENSG00000106560.11|GIMAP2	47	38	28	25	20	22
ENSG00000106571.14|GLI3	585	587	524	449	450	444
ENSG00000106588.11|PSMA2	1422.33	1705.52	1307.43	1249.38	1724.61	1634.73
ENSG00000106591.4|MRPL32	419	505	407	320	492	470
ENSG00000106603.18|COA1	626	649	551	498	724	675
ENSG00000106605.11|BLVRA	738	854	633	508	909	981
ENSG00000106608.16|URGCP	1153	1191.72	836	799	910	981.85
ENSG00000106609.16|TMEM248	1925	2088	1663	1500	1826	1706
ENSG00000106610.15|STAG3L4	436	566	379	337	405	459
ENSG00000106615.10|RHEB	1640.83	1816.92	1650.75	1481.74	1989.45	1791.69
ENSG00000106617.14|PRKAG2	77	82	81	72	106	97
ENSG00000106624.11|AEBP1	550	674	434	418	571	671
ENSG00000106628.10|POLD2	3067	3599	2720	2501	2817	2793
ENSG00000106635.8|BCL7B	1139	1253	979	942	1113	1176
ENSG00000106636.8|YKT6	2251	2535	1956	1845	2505	2441
ENSG00000106638.16|TBL2	900	990	779	673.96	798	753
ENSG00000106665.15|CLIP2	1408	1623	1010	972	1289	1441
ENSG00000106682.14|EIF4H	7532.94	8371.77	6768.74	6042.85	7421.76	7250.7
ENSG00000106683.15|LIMK1	2141	2484	1781	1681	2449	2705
ENSG00000106688.12|SLC1A1	371	426	441	475	294	270
ENSG00000106689.11|LHX2	268.99	374	358	359.97	366	353
ENSG00000106692.14|FKTN	715	779	660	612	608	608
ENSG00000106701.12|FSD1L	144	209	191	190	268	213
ENSG00000106714.17|CNTNAP3	17.88	13.9	15.03	10.25	21.23	15.52
ENSG00000106723.17|SPIN1	1926	2038	1777	1419	1684	1532
ENSG00000106733.21|NMRK1	49	67	54	56	30	26
ENSG00000106771.13|TMEM245	2297	2780	2466	2349	2309	2126
ENSG00000106772.18|PRUNE2	3439.19	3674.44	3337.66	3255.03	3270.23	3068.71
ENSG00000106780.9|MEGF9	1042	1128	922	865	860	775
ENSG00000106785.15|TRIM14	1207	1496.18	1159.27	1105	1058.82	916
ENSG00000106789.13|CORO2A	422	514	382	357	591	595
ENSG00000106799.13|TGFBR1	1365	1740	1474	1385	1580	1437
ENSG00000106803.10|SEC61B	741	735	573	581	630	676
ENSG00000106804.7|C5	90	126	134	115	23	36
ENSG00000106823.12|ECM2	22	26	22	11	8	10
ENSG00000106829.18|TLE4	67	94.45	77.97	55.13	136	148
ENSG00000106852.15|LHX6	50	74	45	46	96	133
ENSG00000106853.20|PTGR1	401	579	461	459	529	489
ENSG00000106868.16|SUSD1	353	423	365	330	453	410
ENSG00000106948.16|AKNA	763	929	684	637	751	778
ENSG00000106976.20|DNM1	1168	1352	845	934	1466	1640
ENSG00000106991.13|ENG	539.22	580.79	453.44	366	523.54	579.73
ENSG00000106992.19|AK1	957.94	1023.94	669.02	716.64	918.11	1005.28
ENSG00000106993.12|CDC37L1	211	218	184	165	204	162
ENSG00000107020.10|PLGRKT	124	143	112	88	88	98
ENSG00000107021.16|TBC1D13	848	948	617	597	767	672
ENSG00000107036.12|RIC1	457.83	529.78	426.98	383.9	512	503.96
ENSG00000107077.18|KDM4C	386	366	332	318	297	273
ENSG00000107104.18|KANK1	403	434	388	322	552	563
ENSG00000107105.15|ELAVL2	164	178	153	166	246	243
ENSG00000107130.10|NCS1	1060	1441	1021	1092	2133	2320
ENSG00000107140.16|TESK1	543.51	621.47	404.97	418.2	539	542.73
ENSG00000107164.16|FUBP3	1966	2095	1842	1536	1885	1786
ENSG00000107175.12|CREB3	557.24	602.61	429.72	388.13	603.24	575.45
ENSG00000107185.9|RGP1	1574.06	1481.88	1228	1057.58	1171	1137.1
ENSG00000107186.16|MPDZ	601	653	557	512	464	436
ENSG00000107201.10|DDX58	293	489	372	332	278	230
ENSG00000107223.13|EDF1	2851	3114	2234	1999	2518	2612
ENSG00000107249.23|GLIS3	4	25	18	15	11	5
ENSG00000107262.22|BAG1	594	642	495	429	559	570
ENSG00000107263.18|RAPGEF1	2279	2599	1795	1701	2496	2589
ENSG00000107281.10|NPDC1	1506	1557	1054	1044	1114	1241
ENSG00000107282.8|APBA1	554.31	629.98	388.82	385.45	678.5	586.54
ENSG00000107290.14|SETX	2318	2609	2217	2006	2254	2104
ENSG00000107295.10|SH3GL2	48	60	27	31	34	32
ENSG00000107331.17|ABCA2	2932	3178	2138	2156	2061	2236
ENSG00000107338.10|SHB	195	183.15	132	124	232.61	243
ENSG00000107341.5|UBE2R2	544	576	486	412	635	615
ENSG00000107362.13|ABHD17B	299	291	279	260	278	275
ENSG00000107371.13|EXOSC3	204	247.96	185	211	307.96	259
