Ctrl_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP.Olap_923_R1B2
ENSG00000119632.4|IFI27L2	86	159	96	146	85	145
ENSG00000119636.16|BBOF1	75.72	53.25	83.73	85.99	59.79	49.74
ENSG00000119638.13|NEK9	70	80	92	91	67	77
ENSG00000119640.9|ACYP1	226	262	291	253	227	181
ENSG00000119650.12|IFT43	292	272	311	338	339	263
ENSG00000119655.10|NPC2	481	619	541	630	538	483
ENSG00000119661.15|DNAL1	694	576	698	695	677	520
ENSG00000119669.5|IRF2BPL	1132.68	1486.01	1611.34	1461.59	1315.47	1583.48
ENSG00000119673.14|ACOT2	359	320.66	316.65	334.46	294.46	248.64
ENSG00000119681.12|LTBP2	16	14	24	17	29	18
ENSG00000119682.17|AREL1	1517	1631	1807	1769	1628	1497
ENSG00000119684.15|MLH3	11	6	8	6	18	12
ENSG00000119685.20|TTLL5	723	820	975	910	860	690
ENSG00000119686.10|FLVCR2	55	167.53	69	164	86	136
ENSG00000119688.21|ABCD4	952.07	1343.47	1232.39	1225.05	1164.28	1028.87
ENSG00000119689.15|DLST	1976	2157	2377.97	2420.99	2210	2097
ENSG00000119699.7|TGFB3	121	180	182	201	143	191
ENSG00000119705.9|SLIRP	730.04	617.79	883.06	833.06	869.06	579.73
ENSG00000119707.14|RBM25	4629.89	5303.8	6030.97	6203.85	5447.96	4814.75
ENSG00000119711.12|ALDH6A1	1075.28	1131.75	1306.27	1290.01	1218.21	991.26
ENSG00000119718.11|EIF2B2	497	540	638.93	578.83	553.99	504
ENSG00000119720.18|NRDE2	528.02	585.28	642	692.4	626.77	546.18
ENSG00000119723.16|COQ6	329.57	450.75	398.46	441.19	370.27	395.54
ENSG00000119725.18|ZNF410	1014.68	1029.26	1131.1	1065.49	1051.35	870.05
ENSG00000119729.12|RHOQ	2755.07	2026.95	2889.44	2508.05	2760.86	1971.11
ENSG00000119737.5|GPR75	25	25	63	35	37	27
ENSG00000119760.16|SUPT7L	1139.27	1573.76	1290.91	1639.76	1243.51	1253.56
ENSG00000119771.15|KLHL29	357	454	423	544	385	431
ENSG00000119772.16|DNMT3A	1944	2709	2554	3001	2149	2437
ENSG00000119777.20|TMEM214	1090	1471	1596	1428	1353	1277
ENSG00000119778.15|ATAD2B	547	439	640	497	625	398
ENSG00000119782.14|FKBP1B	174	222.02	209	248	188	167.99
ENSG00000119787.14|ATL2	824	970	979	1151	942	937
ENSG00000119801.13|YPEL5	512	634	541	589	491	373
ENSG00000119812.19|FAM98A	1302	1465	1542	1616	1518	1476
ENSG00000119820.11|YIPF4	1032	1047	1060	1210	1109	971
ENSG00000119844.15|AFTPH	420	405	458	499	448	381
ENSG00000119862.13|LGALSL	601	754	632	858	608	760
ENSG00000119866.21|BCL11A	286	299	335	352	340	274
ENSG00000119878.5|CRIPT	297.25	265	283	269	303.2	215.85
ENSG00000119899.13|SLC17A5	257	180	283	197	330	171
ENSG00000119900.9|OGFRL1	308	288	339	307	317	249
ENSG00000119906.13|SLF2	1072	1474	1407	1900	1232	1578
ENSG00000119912.16|IDE	498	488	585	597	611	489
ENSG00000119917.14|IFIT3	65	139	89	119	69	137
ENSG00000119922.10|IFIT2	869	2424	765.53	2621	784	2308.85
ENSG00000119927.14|GPAM	318	306	349	422	352	316
ENSG00000119929.13|CUTC	104	126	144	110	134	83
ENSG00000119938.9|PPP1R3C	411	631	628	685	606	517
ENSG00000119950.21|MXI1	413	417	401	335	475	263
ENSG00000119953.12|SMNDC1	414	379	449	432	420	309
ENSG00000119965.13|C10orf88	128	173	158	179	130	143
ENSG00000119969.15|HELLS	414	492	522	598	489	465
ENSG00000119977.21|TCTN3	577	807	723	823	649	694
ENSG00000119979.18|FAM45A	326	298.89	288.36	319	343	249
ENSG00000119986.7|AVPI1	27	29	19	32	11	28
ENSG00000120008.16|WDR11	792	931	832	1088	854	882
ENSG00000120029.13|ARMH3	408	434	520	421	494	385
ENSG00000120049.19|KCNIP2	136	148	173.31	114	137	108
ENSG00000120053.12|GOT1	335	372	355	427	364	376
ENSG00000120063.10|GNA13	1429	1233	1561	1490	1536	1156
ENSG00000120071.14|KANSL1	1193.07	1292.35	1437.32	1285.08	1295.33	1067.13
ENSG00000120093.11|HOXB3	30	39	48	38	31	36
ENSG00000120129.6|DUSP1	127	163	190	171	200	171
ENSG00000120137.7|PANK3	3293.07	2492.04	3613.15	3143.06	3631.71	2606.67
ENSG00000120158.12|RCL1	270	318	376	366	358	317
ENSG00000120159.13|CAAP1	331	305	349	324	341	288
ENSG00000120162.10|MOB3B	816.94	319	1102.96	368	1140	370
ENSG00000120251.20|GRIA2	1187	966	1518	1077	1451	773
ENSG00000120253.14|NUP43	988	1251	1192	1354	1086	1105
ENSG00000120254.15|MTHFD1L	667	566	820	652	771	595
ENSG00000120256.10|LRP11	458.96	476.43	536.55	561.54	550	472
ENSG00000120265.17|PCMT1	1443	1474	1447	1688	1522	1407
ENSG00000120278.16|PLEKHG1	947	1030	1176	1339	1060	928
ENSG00000120306.11|CYSTM1	288	318	337	440	302	294
ENSG00000120314.18|WDR55	583.88	794.97	811.98	839.47	679.31	776
ENSG00000120318.16|ARAP3	1754	2566	2492	2804	2184	2457
ENSG00000120322.3|PCDHB8	80.94	74.63	107.58	66.18	66.44	62.88
ENSG00000120324.8|PCDHB10	202.22	162.55	201.75	203.09	153.73	136.08
ENSG00000120327.6|PCDHB14	683.92	533.33	822.81	641.62	734.47	582.65
ENSG00000120328.6|PCDHB12	13	25	23.06	23	19	10.02
ENSG00000120332.15|TNN	7	12	17	5	12	9
ENSG00000120333.4|MRPS14	494.01	423	544.02	449	556.02	365
ENSG00000120334.15|CENPL	220	289	294	329	304	231
ENSG00000120341.18|SEC16B	3.73	32.99	25.21	33.89	22	30.11
ENSG00000120370.12|GORAB	195	168	187	213	194	117
ENSG00000120437.8|ACAT2	3325.35	2519.47	4728.64	3551.75	4626.24	3324
ENSG00000120438.12|TCP1	4361.62	4133.49	5130.7	4536.21	4697.72	3861.93
ENSG00000120440.15|TTLL2	18	12	16	13	23	15
ENSG00000120451.10|SNX19	1636	1772	2003	1868	1805	1592
ENSG00000120458.11|MSANTD2	228	288	382	388	311	242.72
ENSG00000120509.10|PDZD11	828	828	944	903	883	751
ENSG00000120519.14|SLC10A7	72	55	93	71	68	42
ENSG00000120526.11|NUDCD1	505	357	613	497	622	386
ENSG00000120533.13|ENY2	1071	836	1212	920	1228	829
ENSG00000120539.14|MASTL	371.91	502.8	440.91	565.94	437.14	494.25
ENSG00000120549.18|KIAA1217	298	724	396	752	349	615
ENSG00000120616.15|EPC1	334	298	441	411	372	257
ENSG00000120645.11|IQSEC3	2	20	3	35	3	27
ENSG00000120647.10|CCDC77	419.05	727.09	559	791.03	534	643.03
ENSG00000120656.11|TAF12	447	440	486	510	460	373
ENSG00000120662.16|MTRF1	69	69	105	61	87	74
ENSG00000120675.6|DNAJC15	135	98	130	106	92	80
ENSG00000120685.20|PROSER1	1777	1843	2490	2075	2098	1791
ENSG00000120686.12|UFM1	966	959	1004	952	1032	780
ENSG00000120688.9|WBP4	189	150	228	178	203	151
ENSG00000120690.16|ELF1	263	264	286	298	282	232
ENSG00000120693.13|SMAD9	39	28	39	52	44	11
ENSG00000120694.19|HSPH1	2100	2288	2974	2937	2899	2527
ENSG00000120696.8|KBTBD7	219.52	216.28	262.18	222.46	215.9	215.63
ENSG00000120697.9|ALG5	553	523	642	638	607	468
ENSG00000120699.13|EXOSC8	852.88	833.41	974.7	979.77	921.53	711.33
ENSG00000120705.13|ETF1	3272	3350	3591	3983	3492.99	3093
ENSG00000120708.17|TGFBI	99	166	104	199	90	156
ENSG00000120709.11|FAM53C	1681.01	2387.67	1913.17	2775.16	1839.84	2226.51
ENSG00000120725.13|SIL1	359	430	512	455	384	371
ENSG00000120727.13|PAIP2	1826	1866	1987	1987	1770	1580
ENSG00000120733.14|KDM3B	3511	3791	4430	4353	3955	3357
ENSG00000120738.8|EGR1	984	907	2616	2149	1372	950
ENSG00000120742.11|SERP1	1277	1268	1298	1422.53	1380.21	1156
ENSG00000120756.13|PLS1	192	181	214	173	188	191
ENSG00000120784.16|ZFP30	642	628.32	834	824.21	788.19	606.46
ENSG00000120798.17|NR2C1	436	524	581	582	506	461
ENSG00000120800.5|UTP20	1152	715	1603	1007	1395	746
ENSG00000120802.13|TMPO	4471	3846.8	5065.7	4554.93	4714.41	3482.8
ENSG00000120805.14|ARL1	741	741	785	832	730	608
ENSG00000120820.12|GLT8D2	10	11	6	11	9	8
ENSG00000120832.10|MTERF2	388	381	402	465	419	320
ENSG00000120833.14|SOCS2	201	170	210	175	235	124
ENSG00000120837.8|NFYB	726	676	784	637	764	491
ENSG00000120860.10|WASHC3	243	178	250	194	237	132
ENSG00000120868.13|APAF1	802.65	1003	996.87	1021	959.22	824
ENSG00000120875.9|DUSP4	3079	3429	4207	4302	3978	3777
ENSG00000120885.21|CLU	10740	13870	13535	14051	12167	12537
ENSG00000120889.13|TNFRSF10B	1556	2155	1727	2294	1696	1849
ENSG00000120896.13|SORBS3	1043	1368	1693	1458	1271	1366
ENSG00000120899.18|PTK2B	1304	2716	1760	2874	1681	2362
ENSG00000120910.14|PPP3CC	174.99	174.84	184.92	209.54	216.77	128.86
ENSG00000120913.23|PDLIM2	138.93	215.58	211	199	176	204.87
ENSG00000120915.13|EPHX2	148	244	177	237	138	152
ENSG00000120925.16|RNF170	234	222	282	218	241	199
ENSG00000120942.13|UBIAD1	526	523	649	557	550	456
ENSG00000120948.17|TARDBP	5401	4772	6504	5128	6320	4391.95
ENSG00000120963.12|ZNF706	1105	1321	1240	1449	1171	1092
ENSG00000120992.18|LYPLA1	1518	1273	1616.97	1569.97	1659	1278
ENSG00000121005.9|CRISPLD1	1529	1730	1476	1815	1463	1476
ENSG00000121022.14|COPS5	1084	1171	1223	1299	1230	970
ENSG00000121039.10|RDH10	193	121	206	188.89	225	160.94
ENSG00000121057.13|AKAP1	1155	1349	1517	1411	1281	1260
ENSG00000121058.5|COIL	531	469	517	555	530	414
ENSG00000121060.18|TRIM25	1177	1392	1293	1501	1186	1238
ENSG00000121064.12|SCPEP1	217	343	284	387	243	331
ENSG00000121067.18|SPOP	1054	979	1205	1138	1189	967
ENSG00000121068.14|TBX2	305	459	519	528	388	458
ENSG00000121073.14|SLC35B1	638	633	736	676	844	574
ENSG00000121104.8|FAM117A	328	548.04	433	602	412.04	536.04
ENSG00000121152.10|NCAPH	1193	1528	1494	1816	1417	1421
ENSG00000121210.16|TMEM131L	602	654	737	662	677	549
ENSG00000121211.7|MND1	172	206	183	256	174	162
ENSG00000121270.15|ABCC11	13.14	22.48	16.38	25.3	8.12	13.29
ENSG00000121274.12|TENT4B	303	303	425	335	319	328
ENSG00000121281.12|ADCY7	36	54.93	71.82	33.74	48.61	21.94
ENSG00000121289.18|CEP89	1015	1071	1470	1242	1146	992
ENSG00000121310.17|ECHDC2	11	16	2	19	5	5
ENSG00000121350.16|PYROXD1	138.91	96.98	133.52	98.86	144.21	69.46
ENSG00000121361.4|KCNJ8	122	114	159	118	151.87	95
ENSG00000121390.18|PSPC1	1527	1506	1934	1634	1819	1431
ENSG00000121406.9|ZNF549	198	206.66	202	229	230	188.04
ENSG00000121410.11|A1BG	37.56	45.2	61.43	60.36	47.76	41.01
ENSG00000121413.12|ZSCAN18	614	903	832	845	729	721
ENSG00000121417.14|ZNF211	619	836	856	892	767	770
ENSG00000121440.15|PDZRN3	521.6	737.41	683.57	791.78	594.9	709.49
ENSG00000121454.6|LHX4	34.93	32.73	42.42	44.98	45.31	24.95
ENSG00000121481.11|RNF2	459	360	540	424	468	308
ENSG00000121486.12|TRMT1L	262	217	252	239	292	207
ENSG00000121542.12|SEC22A	264	241	271	245	290	215
ENSG00000121577.13|POPDC2	11	13	12	17	8	12
ENSG00000121578.13|B4GALT4	463	486	570	556	521	396
ENSG00000121579.13|NAA50	3176	3250	3519	4040	3608	3327
ENSG00000121621.7|KIF18A	597	732	767	840	779	691
ENSG00000121644.19|DESI2	1044	920	1174	1109	1290	914
ENSG00000121653.11|MAPK8IP1	1257	1491	2064	1652	1540	1558.48
ENSG00000121671.11|CRY2	273	333	351	373	293	275
ENSG00000121680.16|PEX16	116	144	168	109	160	176
ENSG00000121690.11|DEPDC7	77	72	93	95	75	71
ENSG00000121691.6|CAT	919	1093	1154	1263	1050	927
ENSG00000121716.20|PILRB	779.17	1320.67	1344.66	1501.12	1202.48	1335.31
ENSG00000121741.16|ZMYM2	2693	2793	3158	3089	3055	2295
ENSG00000121743.4|GJA3	314	516	275	553	254	424
ENSG00000121749.15|TBC1D15	905	764	995	806	929	663
ENSG00000121753.12|ADGRB2	1804	3171	2975	3043	2141	2990
ENSG00000121766.15|ZCCHC17	965	1076	1081	1166	1078	958
ENSG00000121769.7|FABP3	206	357	337	404	309	372
ENSG00000121774.18|KHDRBS1	4527	4506	5520	5118	5080	3992
ENSG00000121775.18|TMEM39B	236	338	428	321	345	313
ENSG00000121851.13|POLR3GL	266	404	346.95	402	264	356
ENSG00000121864.10|ZNF639	724	690	838	793	790	615
ENSG00000121879.5|PIK3CA	561.95	639.77	609.12	719.28	572.3	581.13
ENSG00000121892.15|PDS5A	3099	3191	3407	3573	3295	2831
ENSG00000121897.14|LIAS	166.06	263.12	225	327.31	245.32	194.96
ENSG00000121900.19|TMEM54	198	358.94	328	280.82	208	302.93
ENSG00000121903.14|ZSCAN20	117	111	130	126	124	82
ENSG00000121905.10|HPCA	26	25.06	20	20.18	23	18.07
ENSG00000121931.16|LRIF1	613.85	633.07	815.44	856.73	676.24	619.61
ENSG00000121940.15|CLCC1	1055.36	1349.98	1283.35	1411.22	1109.81	1139.25
ENSG00000121957.14|GPSM2	1131.51	968.02	1327.38	1024.78	1282.13	788.68
ENSG00000121964.14|GTDC1	410	211	492	307	473	184.61
ENSG00000121966.6|CXCR4	461	816	544	826	547	621
ENSG00000121988.18|ZRANB3	307	377	344	405	316	334
ENSG00000121989.15|ACVR2A	606.94	726.77	660.04	841.54	578.3	540.57
ENSG00000122008.15|POLK	489	437	505	518	543	381
ENSG00000122026.10|RPL21	7639.45	7566.56	7954.42	7427.66	8073.22	5857.41
ENSG00000122033.14|MTIF3	259.61	240.29	317.96	238.43	313.56	221.51
ENSG00000122034.15|GTF3A	1124.39	919.71	1345.04	1049.57	1322.44	947.49
ENSG00000122042.9|UBL3	3417	2803	3615	3263	3531	2607
ENSG00000122068.13|FYTTD1	1716	1794	1831	2163	1770	1779.79
ENSG00000122085.17|MTERF4	677.55	744.96	821.92	839.6	782.49	748.5
ENSG00000122126.17|OCRL	1190	1329	1427	1371	1276	1080
ENSG00000122140.11|MRPS2	635.82	933.82	836.77	867.53	758.74	851.51
ENSG00000122203.15|KIAA1191	2475	2295.99	2969.99	2463	2864	2015.84
ENSG00000122218.15|COPA	4239	5643	5144	5811	4770	4941
ENSG00000122257.20|RBBP6	1899	1924	2457	2343	2122	1716
ENSG00000122299.12|ZC3H7A	1943	2019	2454	2150	2190	1653
ENSG00000122335.16|SERAC1	250	280	298	328	274	319
ENSG00000122359.18|ANXA11	252	402	304	408	260	320
ENSG00000122376.11|SHLD2	490.13	393.45	610.37	541.02	579.69	403.45
ENSG00000122378.14|PRXL2A	10	24	9	23	14	19
ENSG00000122386.10|ZNF205	80.85	84.44	136.74	116.83	78.77	97.89
ENSG00000122390.19|NAA60	834	979	1219	945	904	909
ENSG00000122406.13|RPL5	14504.86	13736.05	15472.57	14101.96	15174.39	10965.23
ENSG00000122417.15|ODF2L	224	267	274	341	276	222
ENSG00000122435.10|TRMT13	376.57	375.28	459.24	441.47	428.89	327.7
ENSG00000122477.12|LRRC39	11.43	15.72	32.76	21.53	24.11	17.3
ENSG00000122481.17|RWDD3	130.88	120.47	111.12	123.92	125.69	96.57
ENSG00000122482.21|ZNF644	1736	1629	1961	1950	1709	1497
ENSG00000122483.17|CCDC18	375.61	477.79	478.9	547.97	415.3	493.63
ENSG00000122484.9|RPAP2	567	544	734	653	575	519
ENSG00000122490.19|PQLC1	290	505	498	402	335	452
ENSG00000122507.20|BBS9	353	279	332	308	352	240
ENSG00000122512.16|PMS2	1211.47	1322.44	1369.28	1482.61	1312.19	1209.15
ENSG00000122515.15|ZMIZ2	1319	1836	2386	1635	1763	1369
ENSG00000122545.19|SEPT7	10844	8345.95	11516	9785	11522.94	7378
ENSG00000122547.11|EEPD1	263	340	301	341	265	389
ENSG00000122550.18|KLHL7	1622	1355	1743	1612	1782	1284
ENSG00000122557.10|HERPUD2	722	633	832	684	764	596
ENSG00000122565.19|CBX3	10371.53	9295.79	11520.81	10958.05	11675.45	8810.79
ENSG00000122566.21|HNRNPA2B1	42844.39	37191.18	54712.16	41630.94	49716.55	33698.17
ENSG00000122574.10|WIPF3	91	57	92	64	95	64
ENSG00000122584.13|NXPH1	683	511	693	515	696	404
ENSG00000122591.11|FAM126A	2039	1946	2234	2387	2350	1997
ENSG00000122642.11|FKBP9	7965.02	8373.24	10009.46	8669.4	9387.57	6799.61
ENSG00000122643.20|NT5C3A	729.91	741.97	857.94	866.97	863.96	568.88
ENSG00000122644.13|ARL4A	905	1878	918	1965.88	897.89	1544
ENSG00000122674.11|CCZ1	1903.62	1651.6	1997.17	1996	2091	1540.72
ENSG00000122678.17|POLM	232	265	358	297	307	251
ENSG00000122687.17|MRM2	1194.61	1311.92	1409.85	1446.81	1314.44	1155.14
ENSG00000122691.13|TWIST1	52	68	45	77	48	59
ENSG00000122692.9|SMU1	1800	1937	1972	2080.99	2018	1754
ENSG00000122694.16|GLIPR2	1286	1353	1475	1511	1381	1206
ENSG00000122696.14|SLC25A51	171.96	188.98	191.99	188.98	197.98	164
ENSG00000122705.17|CLTA	1646	1750	2020	1968	2046	1631
ENSG00000122707.12|RECK	208	246	230	266	215	197
ENSG00000122729.19|ACO1	690	631	896	725	788	638
ENSG00000122733.12|PHF24	44	44	60	47	61	45
ENSG00000122741.16|DCAF10	706	720	731	795	738	648
ENSG00000122756.15|CNTFR	1075	1197	1769	1378	1353	1186
ENSG00000122778.9|KIAA1549	1219	1529	1684	1674	1442	1532
ENSG00000122779.18|TRIM24	4407	3676	5175	4356	4657	3640
ENSG00000122783.16|CYREN	936.7	984.19	1244.82	1101.27	1108.67	963.08
ENSG00000122786.20|CALD1	8030	9484	9450	10302	8907	8335
ENSG00000122861.16|PLAU	799.55	1114.11	1054.92	1306.71	1034.87	1148.9
ENSG00000122863.6|CHST3	2094	2568	2792	2875	2483	2427
ENSG00000122870.11|BICC1	61	71	60	51	77	40
ENSG00000122873.12|CISD1	145	114	158	143	135	115
ENSG00000122877.16|EGR2	304	436	480	532	384	437
ENSG00000122882.10|ECD	409	478	446	519	459	399
ENSG00000122884.12|P4HA1	754	760	767	662	784	404
ENSG00000122912.15|SLC25A16	92	152	143	154	123	104
ENSG00000122952.17|ZWINT	866	924	1140	1001	1131	850
ENSG00000122958.15|VPS26A	467	449	503	510	529	433
ENSG00000122965.11|RBM19	645.94	789	949	859	847	711
ENSG00000122966.16|CIT	1263	1998	1775	2166	1710	1784
ENSG00000122970.16|IFT81	1236	1203	1438	1445	1387	1085
ENSG00000122971.9|ACADS	77	101	100	76	75	76
ENSG00000122986.13|HVCN1	43	68.87	52.87	62.44	59	43
ENSG00000123064.12|DDX54	701	1076.84	1231.59	1153.81	839.7	1058.56
ENSG00000123066.8|MED13L	1310	1226	1542	1268	1486	982
ENSG00000123080.11|CDKN2C	1464	1431	1817	1541	1699	1290
ENSG00000123091.5|RNF11	1414	1521	1565	1713	1539	1384
ENSG00000123094.15|RASSF8	450	545	447	648	423	554
ENSG00000123095.6|BHLHE41	71	165	113	109	135	93
ENSG00000123096.11|SSPN	72	71	64	57	44.68	34
ENSG00000123104.12|ITPR2	987	665	1116	730	989	572
ENSG00000123106.10|CCDC91	295	290.99	412.66	358.56	366.3	305.4
ENSG00000123119.12|NECAB1	50.58	37.49	37.18	39.35	64.44	42
ENSG00000123124.13|WWP1	599.94	479.32	678.49	555.13	687.21	505
ENSG00000123130.17|ACOT9	600	733	688	772	701	672
ENSG00000123131.13|PRDX4	1146	1115	1278	1173	1248	973
ENSG00000123136.14|DDX39A	1391	1561	1919	1586	1629	1370
ENSG00000123143.12|PKN1	981	1406	1435	1252	986	1138
ENSG00000123144.11|TRIR	1104	1322	1416	1240	1294	1088
ENSG00000123146.20|ADGRE5	1049.96	1548.93	1460.95	1497.97	1236.86	1466.99
ENSG00000123154.12|WDR83	146.52	182.66	173.04	198.16	134.08	192.35
ENSG00000123159.16|GIPC1	773	997	1109	999	840	904
ENSG00000123178.15|SPRYD7	69	92	82	95	82	73
ENSG00000123179.14|EBPL	242	248	262	236	290	222
ENSG00000123191.14|ATP7B	142	148	210	146	159	157
ENSG00000123200.16|ZC3H13	1139	1177	1578	1329	1300	1127
ENSG00000123213.23|NLN	1620	1585	1858	1924	1787	1631
ENSG00000123219.13|CENPK	539	600	566	711	556	544
ENSG00000123240.17|OPTN	166	235	157	213	160	172
ENSG00000123268.9|ATF1	199	212	235	225	223	183
ENSG00000123297.18|TSFM	568.23	594.3	616.82	687.64	529.02	589.19
ENSG00000123349.14|PFDN5	2397	2536	2775	2683	2785	2195
ENSG00000123352.17|SPATS2	679	698	805	747	788	628
ENSG00000123353.10|ORMDL2	274.35	257.93	306.14	277.09	270.37	257.06
ENSG00000123358.20|NR4A1	466.71	740.09	742.48	758.58	576.27	743.79
ENSG00000123374.11|CDK2	1848	2144.61	2092	2343	2072	1912
ENSG00000123384.13|LRP1	1819	2817	2897	2234	2039	1822
ENSG00000123395.14|ATG101	534.6	683.83	747.12	644.72	594.65	696.04
ENSG00000123411.15|IKZF4	259	265	314	274	288	191
ENSG00000123415.15|SMUG1	270	356	369	326	335	315
ENSG00000123416.15|TUBA1B	40910.18	38633.42	54003.51	43122.64	50685.49	38736.55
ENSG00000123427.17|EEF1AKMT3	126.69	159.67	142	162.6	160.59	147
ENSG00000123444.14|KBTBD4	465.7	505.7	509.2	514.67	503.62	537.31
ENSG00000123472.12|ATPAF1	1039	909	1218	999	1121	871
ENSG00000123473.15|STIL	840	1039	1011	1193	955	1040
ENSG00000123485.12|HJURP	1868	2770	2536	3032	2306	2466
ENSG00000123505.16|AMD1	2981	3207	3386	3593	3434	2892
ENSG00000123545.6|NDUFAF4	255	183	279	211	283	181
ENSG00000123552.17|USP45	175	143	193	187	180	142
ENSG00000123560.14|PLP1	727	199	785	188	739	137
ENSG00000123562.17|MORF4L2	3728.93	3587.82	4121	3898.94	4049.91	3117
ENSG00000123570.4|RAB9B	119	91	112	97	101	106
ENSG00000123575.9|FAM199X	1276	1275	1354	1397	1293	1176
ENSG00000123595.7|RAB9A	589	467	660	516	613	457
ENSG00000123600.19|METTL8	499	563	579	667	579	571
ENSG00000123607.15|TTC21B	302	231	336	248	322	177
ENSG00000123609.10|NMI	109	113	103	143	81	90
ENSG00000123610.5|TNFAIP6	295	201	319	193	367	172
ENSG00000123636.18|BAZ2B	503.89	523.52	619.01	506.17	548.09	426.11
ENSG00000123643.13|SLC36A1	308	504	465	590	459	590
ENSG00000123684.13|LPGAT1	1383	1262	1683	1586	1512	1225
ENSG00000123685.9|BATF3	51	81	72	82	67	64
ENSG00000123700.4|KCNJ2	859	1203.13	837.17	1346.52	746.72	1086.5
ENSG00000123728.10|RAP2C	560	466	596	560	596	472
ENSG00000123737.12|EXOSC9	1082.33	1021.76	1194.71	1177.2	1172.85	864.33
ENSG00000123739.11|PLA2G12A	413.09	539	505	595.57	500.84	474.59
ENSG00000123810.8|B9D2	55	58	106	61	74	57
ENSG00000123815.12|COQ8B	564	742	790	701	662	650
ENSG00000123836.15|PFKFB2	247	284	327	355	303	248.03
ENSG00000123870.10|ZNF137P	73	72	81	90	70	61
ENSG00000123892.12|RAB38	36	34	35	30	44	20
ENSG00000123908.12|AGO2	1831	1768	2493	1927	2029	1607
ENSG00000123933.17|MXD4	795	1379	1229	1437	845	1272
ENSG00000123975.5|CKS2	1661	1574	1873	1867	1870	1515
ENSG00000123983.14|ACSL3	7546	5867	8912	7640	8454	6001
ENSG00000123989.14|CHPF	1907.57	3142.19	3241.13	3028.56	2144.53	2993.92
ENSG00000123992.19|DNPEP	705	925	945	981	844	874
ENSG00000123999.5|INHA	11	16	9	17	9	17
ENSG00000124006.15|OBSL1	3103.21	4591.37	4938	4715.05	3871.34	4364.09
ENSG00000124067.17|SLC12A4	789.79	1144.63	1299.73	1215.14	1096.03	1153.16
ENSG00000124074.12|ENKD1	152	211.15	234	190	213	199.1
ENSG00000124097.7|HMGB1P1	7.04	30.04	9.03	25.05	3.01	16.04
ENSG00000124098.10|FAM210B	1918	1471	2171	1630	2054	1331
ENSG00000124104.19|SNX21	344.24	542.4	562.82	595.65	420.4	469.47
ENSG00000124120.11|TTPAL	942	1060	1134	1298	1130	1097
ENSG00000124126.14|PREX1	13319.99	14415.99	18629.97	15349.99	15113.98	13934.99
ENSG00000124140.13|SLC12A5	104.91	94.9	133.9	99.95	119.84	78.4
ENSG00000124145.6|SDC4	593	768	741	845	681	577
ENSG00000124151.19|NCOA3	1275	1293	1559.87	1410	1394	1244
ENSG00000124155.18|PIGT	2432.34	3119	3488.97	3256	2824.58	3002
ENSG00000124160.12|NCOA5	1303	1149	1688	1252	1420	1129
ENSG00000124164.15|VAPB	2612	2894	3059	3135	2808	2533
ENSG00000124171.9|PARD6B	96	90	93	133	112	79
ENSG00000124172.10|ATP5F1E	4252.97	4055.97	4789.73	4451.89	4647.89	3785.82
ENSG00000124177.15|CHD6	2179	2378	2722	2390	2450	1894
ENSG00000124181.14|PLCG1	8779.91	9207.98	11736.91	10091.93	10510.43	8226.06
ENSG00000124191.18|TOX2	63	141	120	124	94	115
ENSG00000124193.15|SRSF6	5334	5858.56	5619.94	5937.85	5359	4383
ENSG00000124194.16|GDAP1L1	7	21	19	10	13	11
ENSG00000124198.9|ARFGEF2	1463	1798	1816	2037	1697	1682
ENSG00000124201.15|ZNFX1	1068.06	1222.06	1345.84	1382.07	1293.03	1143.94
ENSG00000124207.17|CSE1L	6328	7095	7279	8390	6924	6424
ENSG00000124208.16|TMEM189-UBE2V1	58.57	196.47	52.76	98.3	109.17	291.89
ENSG00000124209.4|RAB22A	1129	1078	1337	1295	1228	1047
ENSG00000124212.6|PTGIS	223	153	252	154	204	105
ENSG00000124214.19|STAU1	3304	3286	4176	3726	3705	3073
ENSG00000124215.16|CDH26	8	15	16	14	5	7
ENSG00000124216.4|SNAI1	11	24	27	17	9	33
ENSG00000124217.4|MOCS3	292	332	315	388	318	318
ENSG00000124222.22|STX16	2477.44	3312.84	3144.59	3614.88	2955.01	2690.55
ENSG00000124224.17|PPP4R1L	106	120	90	106	94	54
ENSG00000124225.16|PMEPA1	149	126	199	103.39	165.82	90
ENSG00000124226.11|RNF114	2201	2577	2538	2685	2466	2332
ENSG00000124228.14|DDX27	1701.85	1867.94	2313.99	1993.93	1996.9	1749
ENSG00000124243.17|BCAS4	211.02	262.02	236.46	240.02	214.01	258
ENSG00000124251.11|TP53TG5	11.98	25.82	16.84	24.58	15.33	28.65
ENSG00000124257.6|NEURL2	12.01	38.73	27.38	23.93	16.78	17.98
ENSG00000124275.14|MTRR	574	582	649	675	724	603
ENSG00000124279.12|FASTKD3	243	231	283	299	271	236
ENSG00000124299.14|PEPD	939	901	1295	1048	1177	1040
ENSG00000124302.13|CHST8	132	175	216	209	146	216
ENSG00000124313.15|IQSEC2	100	158	94	107	85	109
ENSG00000124333.16|PAR|Y|VAMP7	232.5	292	240	309	243	233
ENSG00000124333.16|VAMP7	232.5	292	240	309	243	233
