Ctrl_827_R1B1	LMP.Olap_827_R1B1	Ctrl_827_R2B1	LMP.Olap_827_R2B1	Ctrl_827_R3B2	LMP.Olap_827_R3B2
ENSG00000111224.14|PARP11	339	330	358	292	409	352
ENSG00000111229.16|ARPC3	2447	2302.99	2525.98	2548.96	2527.95	1945.99
ENSG00000111231.9|GPN3	384	352.57	321	394	421.41	284
ENSG00000111237.18|VPS29	958	956	912	965	1062	788
ENSG00000111247.14|RAD51AP1	487	374	374	446	629	335
ENSG00000111252.10|SH2B3	3896	2790	3436	3274	4121	2744
ENSG00000111254.8|AKAP3	13	13	9	12	12	8
ENSG00000111261.14|MANSC1	674	689	307	680	691	598
ENSG00000111266.8|DUSP16	1218	1201	722	1144	1299	980
ENSG00000111269.3|CREBL2	1067	1092	976	1157	1099	911
ENSG00000111271.14|ACAD10	373	338	375	410	357	331
ENSG00000111275.13|ALDH2	816	729	969	1089	865	727
ENSG00000111276.11|CDKN1B	1111	1158	1464	1249	1383	1173
ENSG00000111300.10|NAA25	1178	983	1125	1011	1243	834
ENSG00000111325.16|OGFOD2	148.1	212.84	132.12	276.75	222.63	148.36
ENSG00000111328.7|CDK2AP1	3787.77	3455.04	3500.95	4341.02	4306.86	3300.93
ENSG00000111331.13|OAS3	4725	3525	2348	3993	5082	3515
ENSG00000111335.12|OAS2	1714	1856	993	1874	1771	1573
ENSG00000111341.9|MGP	132	119	569	216	178	115
ENSG00000111344.11|RASAL1	3	6	137	49	10	16
ENSG00000111348.9|ARHGDIB	54	44	49	41	49	30
ENSG00000111358.14|GTF2H3	875	880	759	972	948	850
ENSG00000111361.12|EIF2B1	1036.03	974.74	1172.91	1092.29	1110.26	873.94
ENSG00000111364.16|DDX55	574.97	500.26	574.09	578.71	629.74	449.06
ENSG00000111371.15|SLC38A1	4451	4580	6067	5155	4670	3549
ENSG00000111405.9|ENDOU	12	9	28	19	9	12
ENSG00000111412.6|C12orf49	591	539	544	686	653	465
ENSG00000111445.14|RFC5	800.17	600.3	558.02	605.5	959.27	566.59
ENSG00000111450.14|STX2	795	629	938	690	829	554
ENSG00000111481.10|COPZ1	2654	2494	2877	2790	2978	2231
ENSG00000111530.13|CAND1	4005	3295	3576	3527	4278	2987
ENSG00000111540.16|RAB5B	2852	2776	3688	3087	2917	2623
ENSG00000111554.14|MDM1	391	337	348	416	420	309
ENSG00000111581.10|NUP107	1716	1310	1208	1407	1872	1144
ENSG00000111596.12|CNOT2	1002.38	773.27	984	918.22	1048.53	755.29
ENSG00000111602.12|TIMELESS	3728	2875	2330	3305	4604	3118
ENSG00000111605.18|CPSF6	2046	1531	1549	1733	2154	1520
ENSG00000111615.14|KRR1	1090.24	1126.48	943.73	1099.31	1212.19	962.24
ENSG00000111639.8|MRPL51	2396.18	2015.53	1878.63	2329.17	2664.22	1752.92
ENSG00000111640.15|GAPDH	61230.5	54505.75	248541.25	111199.39	79560.05	65687.1
ENSG00000111641.11|NOP2	1806.02	1843.96	951.42	2083.89	2063.87	1617.75
ENSG00000111642.15|CHD4	7667.57	6176.41	4795	6793.1	8122.71	5495.31
ENSG00000111647.13|UHRF1BP1L	637	481	541	591	743	498
ENSG00000111652.10|COPS7A	1361	1300	1347	1568	1565	1227
ENSG00000111653.20|ING4	464	481	742	607	546	399
ENSG00000111664.10|GNB3	214.02	172.04	142.54	166.56	201.62	179.54
ENSG00000111665.11|CDCA3	792.98	367.96	521.46	439.44	1000.38	435.46
ENSG00000111666.11|CHPT1	411.77	433	470	404.94	467	356.68
ENSG00000111667.13|USP5	3800	3505	2433	4061	4142	3211
ENSG00000111669.15|TPI1	11261.99	10246.98	21104.98	15472.99	13573.98	10879.51
ENSG00000111670.16|GNPTAB	809	871	671	793	897	749
ENSG00000111671.9|SPSB2	130	137	70	169	185	109
ENSG00000111674.9|ENO2	1405	1456	13097	3268	1766.04	1738
ENSG00000111676.15|ATN1	6214	5339	5093	6718	7019	5318
ENSG00000111678.11|C12orf57	873.57	749.17	710.69	1111.35	1189.49	746.61
ENSG00000111684.11|LPCAT3	817.76	547.47	326.11	626.32	830.07	585.59
ENSG00000111696.12|NT5DC3	123	92	134	130	114	84
ENSG00000111707.12|SUDS3	1257.96	1214.91	1473.88	1352.8	1424.76	1084.94
ENSG00000111711.10|GOLT1B	951	778	1259	921	962	761
ENSG00000111716.12|LDHB	7101.74	5946.26	6252.47	6911.8	8187.7	5812.7
ENSG00000111725.11|PRKAB1	500	520	423	530	459	367.83
ENSG00000111726.13|CMAS	748	658	688	683	784	554
ENSG00000111727.12|HCFC2	479	535	676	506	512	420
ENSG00000111728.10|ST8SIA1	194	203	89	161	184	126
ENSG00000111731.12|C2CD5	667	533	549	587	735	498
ENSG00000111737.12|RAB35	1013.14	895.9	818	1149.07	1126	918.28
ENSG00000111752.11|PHC1	1311.57	1014.52	1197.85	1240.69	1430.16	1046.32
ENSG00000111775.3|COX6A1	2151	2186.32	2652	2988.85	2568.73	2009.45
ENSG00000111783.12|RFX4	651.97	526.98	377.97	514.88	690.92	515.2
ENSG00000111785.20|RIC8B	620	525	454	539	626	435
ENSG00000111786.9|SRSF9	2384.58	2046.76	3859.44	2642.55	2667.34	1927.15
ENSG00000111788.10|AC009533.1	226.91	194.5	155.85	225.16	300.41	186.85
ENSG00000111790.14|FGFR1OP2	539	570	771	573	631	514
ENSG00000111801.16|BTN3A3	543.12	492.36	441.16	571.46	563.26	426.42
ENSG00000111802.14|TDP2	885	831	648	867	926	673
ENSG00000111817.17|DSE	168.08	173.1	172.13	184.5	181.62	141.17
ENSG00000111832.13|RWDD1	676	573	657	659	710	476
ENSG00000111834.12|RSPH4A	34	30	9	16	13	10
ENSG00000111843.14|TMEM14C	808	806	799	997	939	750
ENSG00000111845.5|PAK1IP1	596	448	378	446	550	396
ENSG00000111846.17|GCNT2	1119	1305	744	1299	1293	1203
ENSG00000111850.11|SMIM8	110	110	90	120	114	86
ENSG00000111859.17|NEDD9	6275	6293	7430	8387	8095	6684
ENSG00000111860.14|CEP85L	410	456	455	417	459	361
ENSG00000111875.8|ASF1A	475.2	535.45	385.02	584.61	585.27	405.56
ENSG00000111877.17|MCM9	345.8	275.55	272.98	288.39	362.61	277.44
ENSG00000111879.19|FAM184A	227	241.88	190	275.96	244	216
ENSG00000111880.16|RNGTT	932	744	608	722	976	624
ENSG00000111885.7|MAN1A1	1109	1103	1880	1544	1440	1135
ENSG00000111897.7|SERINC1	2777	2695	6799	3677	3198	2564
ENSG00000111906.17|HDDC2	1106	1004	845	1131	1254	847
ENSG00000111907.21|TPD52L1	33	57	31	58	45	31
ENSG00000111911.7|HINT3	646.45	633	740.55	750.62	680.99	624.73
ENSG00000111912.20|NCOA7	263	315	245	342	342	256
ENSG00000111913.18|RIPOR2	20	93	10	106	14	69
ENSG00000111961.18|SASH1	2549	2545	3378	3196	2808	2284
ENSG00000111962.8|UST	1027	969	2265	1269	1103	759
ENSG00000111981.5|ULBP1	82.27	103	218	160.83	132	99.85
ENSG00000112029.10|FBXO5	560.98	379.87	355	422	646.95	333
ENSG00000112031.16|MTRF1L	788.37	838.47	724.03	826.17	866.8	713.06
ENSG00000112033.14|PPARD	690	664	2701	1523	931	714
ENSG00000112039.4|FANCE	239	168	1230	534	362	288
ENSG00000112062.10|MAPK14	1148	978	930	1032	1073	803
ENSG00000112078.14|KCTD20	2723	2353	2428	2527	2711	2141
ENSG00000112079.9|STK38	963	835	750	896	862	710
ENSG00000112081.17|SRSF3	5035	3649	3557	4189	5650	3627
ENSG00000112096.18|SOD2	1188	1088.66	1746.06	1353	1334.47	1034
ENSG00000112110.10|MRPL18	644	564	494	651	736	518
ENSG00000112118.19|MCM3	3870	2202	2158	2626	4557	2301
ENSG00000112130.17|RNF8	467	450	346	510	460	397
ENSG00000112139.16|MDGA1	821	656	556	873	789	562
ENSG00000112144.15|ICK	919	770	680	855	971	701
ENSG00000112146.16|FBXO9	1332	1461	1098	1483	1346	1179
ENSG00000112149.10|CD83	228	209	203	211	284	170
ENSG00000112159.12|MDN1	843	712.71	605	695	750	499
ENSG00000112167.10|SAYSD1	170	189	157	200	203	168
ENSG00000112182.15|BACH2	184	153	165	239	196	159
ENSG00000112183.15|RBM24	16	19	27	24	10	13
ENSG00000112186.12|CAP2	730	589	489	532	620	444
ENSG00000112200.17|ZNF451	991.04	1020.25	1101.2	1088.41	1072.23	901.68
ENSG00000112208.11|BAG2	432.7	383.85	261.09	376.35	477.81	356.09
ENSG00000112210.12|RAB23	542.25	464.15	343.91	494.65	515.19	401.91
ENSG00000112218.9|GPR63	70	57	48	36	83	43
ENSG00000112234.9|FBXL4	560	471	562	551	620	424
ENSG00000112237.13|CCNC	726.21	625.47	742.3	687.49	738.99	580.48
ENSG00000112242.15|E2F3	1279	1251	1022	1207	1419	1150
ENSG00000112245.11|PTP4A1	1573.1	1844.9	5536.55	2362.42	1840.05	1752.67
ENSG00000112249.14|ASCC3	3009	2806	2173	2725	2935	2139
ENSG00000112276.14|BVES	563	491	672	649	516	404
ENSG00000112282.18|MED23	893	874	917	898	879	703
ENSG00000112290.13|WASF1	582	601	579	553	613	448
ENSG00000112293.15|GPLD1	82.46	66.4	23.34	78.78	78.87	62.01
ENSG00000112294.12|ALDH5A1	753	600	393	618	781	536
ENSG00000112297.15|CRYBG1	1197	845	1110	1054	1328	794
ENSG00000112304.11|ACOT13	590.25	530.94	415.25	595.03	597.32	448.08
ENSG00000112305.14|SMAP1	740.22	669.63	907.41	752.18	874.98	561.66
ENSG00000112306.8|RPS12	4825.98	4837	7299.97	5547	5790.99	4581.97
ENSG00000112308.13|C6orf62	1980.68	2148.83	2577.94	2455.64	2182.76	1758.76
ENSG00000112309.10|B3GAT2	15.78	6.37	18.59	1.82	21.02	6.34
ENSG00000112312.10|GMNN	509	442	320	444	585	377
ENSG00000112319.19|EYA4	2137	2065	2138	2220.99	2271	1770
ENSG00000112320.12|SOBP	905	947	648	1011	1012	831
ENSG00000112333.11|NR2E1	576	458	327	509	468	430
ENSG00000112335.15|SNX3	2193	2012	2431	2214	2394	1745
ENSG00000112339.14|HBS1L	1294	1081	1420	1174	1503	1039
ENSG00000112343.11|TRIM38	826.46	856.95	701	835	842	618
ENSG00000112357.13|PEX7	60	60	66	53	77	61
ENSG00000112365.4|ZBTB24	471	425.71	349	404	475	320.74
ENSG00000112367.10|FIG4	413	428	359	420	446	329
ENSG00000112378.12|PERP	982	1392	1686	1592	1199	1190
ENSG00000112379.9|ARFGEF3	3	10	62	25	7	5
ENSG00000112406.5|HECA	531	573	936	665	586	446
ENSG00000112414.14|ADGRG6	293	268	237	401	363	295
ENSG00000112419.14|PHACTR2	568	498	436	542	618	483
ENSG00000112425.15|EPM2A	183	133	137	130	222	148
ENSG00000112473.18|SLC39A7	3702.5	3060.76	4990.4	3953.22	4080.23	2840.55
ENSG00000112511.17|PHF1	764	731	1630	955	920	656
ENSG00000112514.15|CUTA	1091	1161	1331	1369	1266	1069
ENSG00000112530.11|PACRG	14	13	9	8	11	9
ENSG00000112531.17|QKI	4481	3488	5534	4161	5281	3439
ENSG00000112539.15|C6orf118	27	16	16	11	24	22
ENSG00000112541.14|PDE10A	193	251	480	291.63	234.45	199.94
ENSG00000112559.14|MDFI	11	11	14	16	34	10
ENSG00000112561.18|TFEB	144	166	138	203	176	125
ENSG00000112576.12|CCND3	697	650	359	731	740	499
ENSG00000112578.10|BYSL	573	619	323	647	656	486
ENSG00000112584.13|FAM120B	807	826	634	907	854	720
ENSG00000112592.14|TBP	256	229	276	257	332	233
ENSG00000112599.9|GUCA1B	13	2	23	6	20	5
ENSG00000112624.12|BICRAL	566	480	622	596	648	463
ENSG00000112640.15|PPP2R5D	1562.61	1408.52	1259.21	1595.67	1655.54	1274.04
ENSG00000112651.12|MRPL2	318	330	320	451	484	336
ENSG00000112655.16|PTK7	2810	3130	2637	4036	3004	2820
ENSG00000112658.8|SRF	1382	1189	1323	1459	1644	1207
ENSG00000112659.14|CUL9	1120	1203	1024	1483	1318	1071
ENSG00000112667.12|DNPH1	93	94	67	180	166	112
ENSG00000112679.14|DUSP22	332	251	325	310	307	208
ENSG00000112685.14|EXOC2	1280	1242	884	1297	1377	1058
ENSG00000112695.11|COX7A2	1301	1347	1790	1597	1575	1273
ENSG00000112697.16|TMEM30A	3417	3500	4393	3773	3793	2885
ENSG00000112699.11|GMDS	190	129	146	126	176	132
ENSG00000112701.18|SENP6	2021	1654	1810	1800	2088	1574
ENSG00000112715.21|VEGFA	4568.22	5124.36	43262.81	15830.34	9400.2	8683.05
ENSG00000112739.17|PRPF4B	2729	2586	2679	2609	2901	2120
ENSG00000112742.10|TTK	855	371	688	411	988	461
ENSG00000112759.18|SLC29A1	416	368	768	555	433	390
ENSG00000112763.17|BTN2A1	1373.59	1255.78	1471.7	1314.53	1415.06	1046.77
ENSG00000112769.19|LAMA4	7681	6881	5943.99	6772	6730	4722
ENSG00000112773.16|TENT5A	351	434	328	459	493	434
ENSG00000112787.13|FBRSL1	281	219	203	330	319	224
ENSG00000112812.16|PRSS16	18	14	28	24	17	30
ENSG00000112851.14|ERBIN	2286	2004	2540	2352	2716	1925
ENSG00000112855.16|HARS2	1010.6	1082.66	1108.41	1181.27	1201.01	952.19
ENSG00000112874.10|NUDT12	309	226	332	307	318	237
ENSG00000112877.8|CEP72	70.13	50.23	36	59	83	46
ENSG00000112893.9|MAN2A1	795	728	888	819	902	624
ENSG00000112902.12|SEMA5A	2419	1639	4589	2252	2831	1562
ENSG00000112941.14|TENT4A	397	322	681	436	555	349
ENSG00000112964.14|GHR	10	15	7	3	12	5
ENSG00000112972.15|HMGCS1	15191.01	8675.72	8292.72	9505.17	17805.16	10650.22
ENSG00000112977.15|DAP	1229	1039	1308	1209	1461	984
ENSG00000112981.5|NME5	70	72	38	64	52	46
ENSG00000112983.17|BRD8	1675	1281	1473	1516	2093	1269
ENSG00000112984.12|KIF20A	1968	424	1048	688	2275	719
ENSG00000112992.17|NNT	2334.27	1967	2383.28	2225	2353	1711
ENSG00000112996.11|MRPS30	829	755	742	824	854	619
ENSG00000113013.14|HSPA9	8463	7989	13701	9581	9558	7027
ENSG00000113048.16|MRPS27	1937	1630	1589	1659	2155	1404
ENSG00000113068.9|PFDN1	1072	1102	865	1098	1158	867
ENSG00000113070.8|HBEGF	1089	1474	894	1228	1102	1112
ENSG00000113083.14|LOX	28	21	325	94	27	28
ENSG00000113108.19|APBB3	514	507	820	752	636	548
ENSG00000113119.12|TMCO6	173	125	128	181	176	129
ENSG00000113140.11|SPARC	125285.97	129635.97	123948.99	143690.98	132328.98	116221.97
ENSG00000113141.18|IK	2342	2243.99	2136	2268.98	2530.99	1834.98
ENSG00000113161.16|HMGCR	10007	7909	7104	8560	11316	8430
ENSG00000113163.16|COL4A3BP	692.18	757	730	842	798	784.52
ENSG00000113194.13|FAF2	2175	2156	1728	2210	2402	1838
ENSG00000113209.8|PCDHB5	2268.04	1790.29	1628	2214.29	2403.88	1680.89
ENSG00000113211.5|PCDHB6	19.02	15.04	22.02	22.01	15	15.13
ENSG00000113212.6|PCDHB7	33.03	20	16.01	21.01	15	21.01
ENSG00000113231.13|PDE8B	213	190.79	439.11	227.54	194	189
ENSG00000113240.13|CLK4	381	324	480	332	479	355
ENSG00000113248.6|PCDHB15	28.51	34.02	29.05	25.16	25	27.4
ENSG00000113262.16|GRM6	16	11	8	14	13	5
ENSG00000113269.14|RNF130	1333	1216	1428	1376	1321	1133
ENSG00000113272.14|THG1L	312	309	206	302	361	275
ENSG00000113273.17|ARSB	289	265	183	285	332	235
ENSG00000113282.13|CLINT1	2285	2189	2009	2207	2274	1800
ENSG00000113296.14|THBS4	68	50	51	75	106	61
ENSG00000113300.12|CNOT6	1170	1128	1041	1172	1370	1000
ENSG00000113312.11|TTC1	955	892	633	954	1021	775
ENSG00000113318.10|MSH3	268.49	252.29	207.22	273.78	273.79	242.76
ENSG00000113328.19|CCNG1	842	1101	1175	1300	921	959
ENSG00000113356.12|POLR3G	214	201	153	212.19	262.17	199.35
ENSG00000113360.16|DROSHA	1450	1311	1065	1364	1495	1091
ENSG00000113361.13|CDH6	594	551.63	307	559	588	504.18
ENSG00000113368.12|LMNB1	3162	1341	1488	1590	3820	1558
ENSG00000113369.9|ARRDC3	666	890	2508	1409	1450	1290
ENSG00000113384.14|GOLPH3	1188	1042	1388	1248	1309	968
ENSG00000113387.12|SUB1	4863	3906	4258	4170	5259	3442
ENSG00000113391.19|FAM172A	306	227	285	273	325	192
ENSG00000113407.13|TARS	3748	3607	3745	3763	4281	2939
ENSG00000113441.16|LNPEP	1257.36	1253.47	1308.91	1336.97	1249.8	981.47
ENSG00000113448.19|PDE4D	29	23	33	20	32	17
ENSG00000113456.19|RAD1	710.13	586.7	559.97	625.01	830.25	493.36
ENSG00000113460.12|BRIX1	991.87	710.3	612.03	719.99	1039.75	675.64
ENSG00000113504.21|SLC12A7	330	316	325	404	344	274
ENSG00000113522.14|RAD50	2358.77	2204.1	1550.25	2182.16	2247.78	1803.71
ENSG00000113532.13|ST8SIA4	473	317	1135	526	485	297
ENSG00000113552.16|GNPDA1	1050	1272	1075	1219	1111	1078
ENSG00000113555.5|PCDH12	693	781	480.53	896	731	580
ENSG00000113558.18|SKP1	5490.85	5227.93	6031.86	5669.87	6221.98	4634.94
ENSG00000113569.16|NUP155	1510	1231	1006	1324	1697	1075
ENSG00000113575.10|PPP2CA	3043.57	2691.34	2577.04	2939.74	3343.6	2395.83
ENSG00000113578.18|FGF1	704	694	545	686	736	612
ENSG00000113580.15|NR3C1	1318	1309	1966	1511	1499	1218
ENSG00000113583.8|C5orf15	1632	1581	1939	1799	1852	1442
ENSG00000113593.12|PPWD1	618	497	556	565	683	526
ENSG00000113594.10|LIFR	1083	1064	1531	1227.92	1340.65	1034
ENSG00000113595.15|TRIM23	585	580	648	613	676	529
ENSG00000113597.18|TRAPPC13	564.22	622.47	436.19	623.95	659.17	542.04
ENSG00000113615.13|SEC24A	1181.98	1051.08	1246.74	1083.9	1275.53	935.04
ENSG00000113621.14|TXNDC15	1117	1047	1047	1319	1142	870
ENSG00000113638.14|TTC33	374	386	345	376	361	292
ENSG00000113643.9|RARS	1628	1401	1323	1518	1732	1279
ENSG00000113645.14|WWC1	118	133	95	92	79	54
ENSG00000113648.16|H2AFY	4582.58	4269.18	3358.26	4621.63	4947.29	3588.96
ENSG00000113649.11|TCERG1	1849	1373	1627	1617	2096	1284
ENSG00000113657.13|DPYSL3	10424	9796	8783	11832	12671	10139
ENSG00000113658.18|SMAD5	2049	1987	1967.1	2212	2140	1727
ENSG00000113712.17|CSNK1A1	5115.78	5149.3	8724.21	6297.39	5893.43	4699.65
ENSG00000113716.13|HMGXB3	1749.04	1727.05	1891.17	2285	2125.19	1664
ENSG00000113719.16|ERGIC1	2541	2343	2762	2742	2611	2093
ENSG00000113721.14|PDGFRB	1323	785	1757	1360	1576	892
ENSG00000113732.9|ATP6V0E1	1286	1407	2030	1761	1322	1181
ENSG00000113734.17|BNIP1	273	221	218	216	249	159
ENSG00000113739.10|STC2	40	81	149	126	59	92
ENSG00000113742.13|CPEB4	862	817	1303	838	966	741
ENSG00000113749.7|HRH2	245	151	307	195	267	129
ENSG00000113758.13|DBN1	3224	3148	2218	3896	3757	2912
ENSG00000113761.12|ZNF346	438	428	281	464	459	382
ENSG00000113790.11|EHHADH	331	310	259	296	311	248
ENSG00000113810.16|SMC4	6580.32	3977.23	3813.42	4310.25	7603.16	3936.25
ENSG00000113811.11|SELENOK	787	750	1280	863	828	653
ENSG00000113812.14|ACTR8	1030	1008	716	1044	1054	891
ENSG00000113838.13|TBCCD1	507.38	494.23	424.84	541.01	505.68	441.23
ENSG00000113845.9|TIMMDC1	1509	1506	1186	1598	1622	1299
ENSG00000113851.14|CRBN	588.22	532.22	998.4	652.72	615.28	456.04
ENSG00000113916.18|BCL6	1461.98	1163.95	1898.95	1423.97	1771	1264
ENSG00000113966.10|ARL6	442	462	288	435	402	309
ENSG00000113971.20|NPHP3	575.38	561.32	1005.95	751.31	601.22	487.16
ENSG00000114019.14|AMOTL2	105	54	196	106	118	57
ENSG00000114021.12|NIT2	969	1042	946	1160	1167	998
ENSG00000114023.15|FAM162A	536	573	1587	816	598	512
ENSG00000114026.21|OGG1	774.86	689.38	673.06	920.8	858.31	703.24
ENSG00000114030.13|KPNA1	2688.59	2598.68	2283.69	2588.7	2699.49	2178.49
ENSG00000114054.14|PCCB	1183.56	1084.77	1125.34	1340	1278.57	951.08
ENSG00000114062.19|UBE3A	2855	2364	2833	2512	3107	2102
ENSG00000114098.17|ARMC8	978	809	948	860	1073	782
ENSG00000114107.9|CEP70	335	268	370	294	395	221
ENSG00000114115.9|RBP1	188	128	183	169	266	147
ENSG00000114120.12|SLC25A36	1331	1465	2375	1827	1379	1197
ENSG00000114125.14|RNF7	1109	1105	1234	1348	1188	969
ENSG00000114126.17|TFDP2	1028	1002	938	1052	1056	820
ENSG00000114127.10|XRN1	1225	1151	1317	1077	1368	948
ENSG00000114166.8|KAT2B	910	1127	1061	1202	981	959
ENSG00000114200.10|BCHE	488	388	327	494	605	412
ENSG00000114209.15|PDCD10	810	703	906	855	869	622
ENSG00000114268.12|PFKFB4	1613.78	1817.26	4410.85	2871.94	1845.46	1689.39
ENSG00000114270.17|COL7A1	1790	2864	2106	4304	2300	2693
ENSG00000114279.13|FGF12	33	28	22	15	25	14
ENSG00000114302.16|PRKAR2A	2276	2156.94	1832	2306	2288	1972
ENSG00000114315.4|HES1	353	311	599	351	552	398
ENSG00000114316.12|USP4	1945	1772	1861	2050	2247	1690
ENSG00000114331.14|ACAP2	1593	1599	1830	1643	1939	1332
ENSG00000114346.13|ECT2	2120	1226	1355	1327	2341	1233
ENSG00000114353.17|GNAI2	8497	7554	8926	10427	10010	7665
ENSG00000114354.14|TFG	2996	2659	3409	3061	3222	2350
ENSG00000114374.13|USP9Y	822.93	788.72	819.87	790.85	779.78	610.89
ENSG00000114378.17|HYAL1	44	34	16	40	36	32
ENSG00000114383.10|TUSC2	450	501	403	480	433	388
ENSG00000114388.12|NPRL2	616.2	549.28	658.4	662.83	579.58	465.32
ENSG00000114391.13|RPL24	5569	4862.99	6515	5323	6044	4147.99
ENSG00000114395.10|CYB561D2	326.11	337.76	233.99	484.83	422.29	360.51
ENSG00000114405.10|C3orf14	337	282	346	374	403	271
ENSG00000114416.18|FXR1	3846	3099	4509	3480	3983	2870
ENSG00000114423.21|CBLB	645	643	540	590	567	491
ENSG00000114439.19|BBX	4024	3393	3242	3467	4013	2795
ENSG00000114446.5|IFT57	1875	1625	1286	1899	1922	1453
ENSG00000114450.10|GNB4	4189.37	4103.21	3320.55	4034.61	4290.13	3465.4
ENSG00000114473.14|IQCG	342	313	285	368	354	286
ENSG00000114480.13|GBE1	972	924	1843	1239	1171	927
ENSG00000114491.14|UMPS	1035	977	638	993	1102	757
ENSG00000114503.11|NCBP2	2985.9	2834.82	2416.84	2891.92	3130.81	2455.9
ENSG00000114520.11|SNX4	548	491	660	502	631	467
ENSG00000114529.12|C3orf52	188	169	160	196	254	157
ENSG00000114541.15|FRMD4B	851	599	462	664	1151	656
ENSG00000114544.16|SLC41A3	494	423	792	561	551	438
ENSG00000114554.11|PLXNA1	4623	4053	3509	5267	4627	3324
ENSG00000114573.10|ATP6V1A	2242	2716	2153	2791	2599	2312
ENSG00000114626.18|ABTB1	363	337	1034	687	404	367
ENSG00000114631.11|PODXL2	634	517	391	575	636	461
ENSG00000114646.10|CSPG5	1408	1318	717	1250	1412	939
ENSG00000114648.12|KLHL18	786.95	839.91	536	855.85	729.47	666.84
ENSG00000114650.20|SCAP	2013	1873	1236	2326	2269	1738
ENSG00000114656.11|KIAA1257	30.17	32.18	10	30.38	34.51	40.23
ENSG00000114670.14|NEK11	279	257	248	318	368	213
ENSG00000114686.9|MRPL3	2087	1803	1332	1796	2441	1515
ENSG00000114698.15|PLSCR4	61	59	72	73	89	53
ENSG00000114735.9|HEMK1	606	647	759	781	601	488
ENSG00000114737.15|CISH	30	19	36	27	29	12
ENSG00000114738.11|MAPKAPK3	367	437	291	448	382	276
ENSG00000114739.14|ACVR2B	129	127	242	179	158	106
ENSG00000114742.14|WDR48	1076	924	1341	1069	1118	896
ENSG00000114744.9|COMMD2	982	1008	907	1056	1150	896
ENSG00000114745.13|GORASP1	1173	1117	1104	1302.17	1207	963.39
ENSG00000114767.7|RRP9	955	778	427	799	946	678
ENSG00000114770.17|ABCC5	1308	1353	1141	1406	1123	1090
ENSG00000114779.19|ABHD14B	359	328	368	412	436	329
ENSG00000114784.4|EIF1B	610	622	1156	651	703	564
ENSG00000114786.16|ABHD14A-ACY1	45.12	51.61	55.39	95.85	74.39	43.74
ENSG00000114790.13|ARHGEF26	416	231	200	224	464	257
ENSG00000114796.16|KLHL24	484	483	1324	690	509	458
ENSG00000114805.17|PLCH1	83	69	31	85	82	73
ENSG00000114841.17|DNAH1	518	459	383	496	510	375
ENSG00000114850.6|SSR3	2720	2323	3192	2592	2965	2192
ENSG00000114853.14|ZBTB47	727	757	539	828	844	627
ENSG00000114857.18|NKTR	2081	1979	3597	2399	2209	1693
ENSG00000114859.16|CLCN2	981.25	808.33	703.16	959.03	1173.06	861.52
ENSG00000114861.20|FOXP1	936	823	1265.99	1175	1365	1032
ENSG00000114867.20|EIF4G1	15931	13044	10617	14379	17536	11956
ENSG00000114902.14|SPCS1	1629.48	1524.05	1550.87	1834.94	2087.05	1396.17
ENSG00000114904.13|NEK4	997.5	887.95	814.13	975.06	1056.93	771.81
ENSG00000114923.17|SLC4A3	1216	1117	1986	1958	1443	1244
ENSG00000114933.16|INO80D	336.64	392.55	238.5	301.18	312.55	290.77
ENSG00000114942.14|EEF1B2	3251.38	3064.94	2928.82	3275.37	3609.99	2701.97
ENSG00000114948.13|ADAM23	492	504	359	470	435	343
ENSG00000114956.20|DGUOK	669	640	688	772	757	547
ENSG00000114978.18|MOB1A	2445	2301	2343	2591	2608	2162
ENSG00000114982.18|KANSL3	1257	1173	1182	1348	1305	1077
ENSG00000114988.11|LMAN2L	536	475	450	518	555	451
ENSG00000114993.16|RTKN	1036	1000	597	1168	1190	907
ENSG00000114999.8|TTL	1952	1901	1519	2021	2159	1565
ENSG00000115008.5|IL1A	2	14	16	19	5	4
ENSG00000115020.17|PIKFYVE	1514	1250	1285	1237	1533	1050
ENSG00000115041.13|KCNIP3	239	256	278	380	313	261
ENSG00000115042.10|FAHD2A	411.06	417.66	328.73	453.22	466.11	379.35
ENSG00000115053.16|NCL	21043	15983	12656	16820	22996	14463
ENSG00000115073.7|ACTR1B	704	682	997	1001	923	762
ENSG00000115084.14|SLC35F5	1368	1434	1488	1543	1362	1190
ENSG00000115085.13|ZAP70	8	19	7	10	17	12
ENSG00000115091.11|ACTR3	4842	4326	4510	4896	5251	3723
ENSG00000115107.20|STEAP3	2274.89	2829.65	4102.81	3868.96	2529.68	2346.37
ENSG00000115109.14|EPB41L5	949	759	736	811	840	672
ENSG00000115112.8|TFCP2L1	23	5	0	12	16	14
ENSG00000115128.7|SF3B6	521	490	548	490	566	450
ENSG00000115129.14|TP53I3	547	1196	339	1237	642.92	905
ENSG00000115137.11|DNAJC27	155	146	265.82	207	148	155
ENSG00000115145.10|STAM2	814	779	969	872	836	630
ENSG00000115159.16|GPD2	1476	1193	1129	1314	1876	1262
ENSG00000115163.15|CENPA	271.36	96.07	195	105.03	371.35	138.14
ENSG00000115170.13|ACVR1	283	277	386	277	289	166
ENSG00000115183.15|TANC1	3853	3271	3429	3513	3739	2658
ENSG00000115204.15|MPV17	1064	1072	1032	1358	1139	996
ENSG00000115207.13|GTF3C2	1662.66	1465.92	1360.8	1687.13	1786.08	1403.6
