Ctrl_827_R1B1	LMP.Olap_827_R1B1	Ctrl_827_R2B1	LMP.Olap_827_R2B1	Ctrl_827_R3B2	LMP.Olap_827_R3B2
ENSG00000152193.8|RNF219	327	265	233	308	360	221
ENSG00000152217.18|SETBP1	452	493	740	501	571	338
ENSG00000152219.5|ARL14EP	416	419	386	417	454	343
ENSG00000152223.14|EPG5	679	638	791	753	608	551
ENSG00000152229.18|PSTPIP2	10	12	9	9	9	11
ENSG00000152234.16|ATP5F1A	7817	7050.38	9841	8945	8957	6830
ENSG00000152240.13|HAUS1	521	382	354	417	683	374
ENSG00000152242.11|C18orf25	738	712	948	766	826	656
ENSG00000152253.9|SPC25	282	150	180	211	350	185
ENSG00000152256.13|PDK1	215	217	1647	507.75	409	342
ENSG00000152270.9|PDE3B	399	262	153	259	386	215
ENSG00000152284.5|TCF7L1	502	453	1044	684	658	479
ENSG00000152291.14|TGOLN2	5043	4320	5617	4934	5437	4185
ENSG00000152332.16|UHMK1	4635	5366	4260	5558	5071	4349
ENSG00000152348.16|ATG10	91.49	61.06	71.29	97.26	118.41	80.02
ENSG00000152359.14|POC5	260	233	240	273	333	219
ENSG00000152377.14|SPOCK1	1137	851	1791	1186	1480	995
ENSG00000152380.10|FAM151B	13	6	4	13	14	12
ENSG00000152382.6|TADA1	459	350	391	343	398	318
ENSG00000152404.15|CWF19L2	258	169	282	211	301	175
ENSG00000152409.9|JMY	203	197	329	208	181	166
ENSG00000152413.14|HOMER1	1095	764	684	678	1268	656
ENSG00000152422.15|XRCC4	94	64	65	57	95	38
ENSG00000152433.14|ZNF547	103.63	107.63	84.03	98.88	132.42	84.8
ENSG00000152439.12|ZNF773	245.15	265.29	289.82	274.3	267.49	201.8
ENSG00000152443.13|ZNF776	593.88	586	482	620	665.71	498
ENSG00000152454.4|ZNF256	84	77	157	102	84	70
ENSG00000152455.15|SUV39H2	331	301	170	281.99	331	254
ENSG00000152457.18|DCLRE1C	248	212	148	224.01	259	199
ENSG00000152464.15|RPP38	156.65	158.82	133.14	153.38	171.84	119.72
ENSG00000152465.18|NMT2	310.35	264.18	370.86	326.62	364.04	248.28
ENSG00000152475.7|ZNF837	11	17	8	26	23	17
ENSG00000152484.14|USP12	358	275	380	309	327	245
ENSG00000152492.15|CCDC50	2511	2199	2538	2386	2606	1880
ENSG00000152495.11|CAMK4	309	203	241	240	424	244
ENSG00000152503.9|TRIM36	1945	1912	1523	2079	2360	1896
ENSG00000152518.8|ZFP36L2	946	898	1288	1019	1125	878
ENSG00000152520.14|PAN3	431	338	438	369	477	312
ENSG00000152527.14|PLEKHH2	562	670	1164	749	607	475
ENSG00000152556.17|PFKM	2796	2857	2746.2	3166	2942.15	2425
ENSG00000152558.15|TMEM123	1757	1455	3974	2146	1917	1357
ENSG00000152583.12|SPARCL1	10817	9881	18897	14090	11977	9704
ENSG00000152601.17|MBNL1	3071.19	2482.4	2289.18	2670.29	3291.85	2325.2
ENSG00000152620.13|NADK2	2017	1492	1951	1766	2565	1592
ENSG00000152642.10|GPD1L	991	1036	494	952	1006	818
ENSG00000152661.8|GJA1	6164	5848	6395	6322	6305	4859
ENSG00000152669.9|CCNO	59	55	26	71	55	58
ENSG00000152683.14|SLC30A6	792	724	597	706	817	621
ENSG00000152684.11|PELO	441.77	498.72	479.64	523.57	553.67	415.4
ENSG00000152700.14|SAR1B	1244.02	1294.92	988.26	1282.1	1285.47	1064.96
ENSG00000152749.8|GPR180	283	247	213	251	290	217
ENSG00000152763.17|WDR78	25	26	35	28	30	22
ENSG00000152767.16|FARP1	812.96	660.34	1711.99	915.96	840.04	598.9
ENSG00000152778.9|IFIT5	879	836	555	911	1045	776
ENSG00000152782.16|PANK1	273	243	141	205.78	362	237
ENSG00000152795.17|HNRNPDL	5980	4669	5874	5189	7145	4546
ENSG00000152818.18|UTRN	4021	3819	3122	3642	4145	3013
ENSG00000152894.14|PTPRK	80	51	82	60	95	69
ENSG00000152904.11|GGPS1	784.76	726.69	584	792.88	903.18	667.63
ENSG00000152926.14|ZNF117	720.05	614.08	557.82	594.98	713	540.61
ENSG00000152936.10|LMNTD1	29	46	8	46	21	24
ENSG00000152939.16|MARVELD2	68	106	73	87	81	104
ENSG00000152942.19|RAD17	334.8	299.7	381	336.14	390.88	289.76
ENSG00000152944.9|MED21	808	793	842	827	895	667
ENSG00000152952.12|PLOD2	866	824	3485	1492	1064	908
ENSG00000152953.13|STK32B	1645	1172	3344	1692	1956	1191
ENSG00000152977.10|ZIC1	1506	1344	827	1645	1680	1257
ENSG00000152990.14|ADGRA3	771.75	675	532.97	753	869	665.98
ENSG00000153006.16|SREK1IP1	495	571	438	537	477	397
ENSG00000153012.12|LGI2	449	362	286	326	491	290
ENSG00000153015.16|CWC27	717	479	575	550	759	459
ENSG00000153029.14|MR1	420	623	377	717	431	463
ENSG00000153037.14|SRP19	956.3	826.97	568.35	766.81	890.77	596.81
ENSG00000153044.10|CENPH	195	160	179	150	203	136
ENSG00000153046.18|CDYL	884	795	895	975	962	654
ENSG00000153048.11|CARHSP1	807.11	714.1	1444.42	995.88	1109.38	794.79
ENSG00000153066.12|TXNDC11	410.98	375.98	510.99	531.99	481.97	329
ENSG00000153094.23|BCL2L11	190.5	196.65	180.42	184.4	248.92	191.9
ENSG00000153107.13|ANAPC1	1715.57	1490.45	1165.32	1434.11	1798.26	1220.79
ENSG00000153113.23|CAST	5895.81	5865.69	7870.8	6801.9	6597.49	5438.15
ENSG00000153130.17|SCOC	1057	1171	1307	1304	1145	951
ENSG00000153140.8|CETN3	353	366	313	385	392	299
ENSG00000153147.6|SMARCA5	3720.95	3143.86	3234.37	3382.04	4168.5	2789.32
ENSG00000153165.18|RGPD3	10.24	11.13	33.3	4.37	11.46	10.97
ENSG00000153179.13|RASSF3	253	273	333.97	311	312.05	217.61
ENSG00000153187.20|HNRNPU	12667.85	9572.71	13417.63	10944.87	14441.24	9022.66
ENSG00000153201.16|RANBP2	4035.3	3832.36	4543.94	4218.49	4232.41	3175.83
ENSG00000153207.15|AHCTF1	3123.32	2828.02	2963.63	2914.92	3450.41	2273.91
ENSG00000153208.16|MERTK	202	289	229	277	227	213
ENSG00000153214.11|TMEM87B	403	420	532	469	451	357
ENSG00000153234.14|NR4A2	92	60	261	79	73	68
ENSG00000153250.20|RBMS1	1485	1588.91	1948	1783.98	1587	1369.95
ENSG00000153253.17|SCN3A	229	229.3	88	189	165	145.97
ENSG00000153310.19|FAM49B	799	681	588	688	845	605
ENSG00000153317.15|ASAP1	3309	2665	2484	2660	3241	2225
ENSG00000153339.14|TRAPPC8	858.59	676.19	797.44	755.93	990.85	686.43
ENSG00000153363.12|LINC00467	100	123	80	124	95	90
ENSG00000153391.15|INO80C	244	245	163	262.53	281	189
ENSG00000153395.10|LPCAT1	1297	1064	2308	1620	1380	1067
ENSG00000153406.13|NMRAL1	79	97.48	29	111	83	46
ENSG00000153443.13|UBALD1	159	161	144	207	176	137
ENSG00000153485.5|TMEM251	176	207	187	196.99	224.36	185
ENSG00000153487.12|ING1	195	188.27	239.74	208.4	288.2	148
ENSG00000153531.13|ADPRHL1	10	20	30	31	17	10
ENSG00000153551.13|CMTM7	110	61.33	143	103	145	52
ENSG00000153558.15|FBXL2	127	67	241	150	132	84
ENSG00000153560.12|UBP1	2940	2464	2427	2578	2839	2100
ENSG00000153561.13|RMND5A	1695.95	1946.96	1640.23	2031.97	1845.87	1627.7
ENSG00000153574.9|RPIA	285	205	226	245	293	187
ENSG00000153714.6|LURAP1L	7	11	33	17	3	17
ENSG00000153721.19|CNKSR3	994	1064	1893	1386	1050	972
ENSG00000153767.10|GTF2E1	757	678	521	801	846	599
ENSG00000153774.9|CFDP1	1360	987	1473	1185	1492.83	952
ENSG00000153786.12|ZDHHC7	857	827	839	925	969	728
ENSG00000153789.13|FAM92B	25	38	12	44	29	36
ENSG00000153790.12|C7orf31	116	119	167	147	131	114
ENSG00000153814.13|JAZF1	824.59	708.41	1015.51	766.37	874.31	601.49
ENSG00000153815.16|CMIP	583	492	1323	775	662	491
ENSG00000153822.13|KCNJ16	1141	1435	372	1079	872	887
ENSG00000153827.13|TRIP12	5337	4840	4473	4805	5632	4181
ENSG00000153832.12|FBXO36	86	68.77	108	87	103	76
ENSG00000153879.9|CEBPG	1108	1358	2322	1548	1339	1082
ENSG00000153885.14|KCTD15	924	805	761	953	1010	708
ENSG00000153896.18|ZNF599	90	90	119	100	118	66
ENSG00000153898.13|MCOLN2	45	56	53	57	100	36
ENSG00000153904.20|DDAH1	2017	1581	1692	1955	2625	1756
ENSG00000153914.16|SREK1	2322	2232.87	2356	2297.83	2252	1808.85
ENSG00000153922.10|CHD1	2073	1665	2078	1857	2549	1587
ENSG00000153933.10|DGKE	72	77	71	81	72	75
ENSG00000153936.17|HS2ST1	2121.66	1837.94	1854.92	2016.79	2359.89	1631
ENSG00000153944.11|MSI2	6681	6707	15228	8619	7319	5934
ENSG00000153975.10|ZUP1	346	357	265	353	396	271
ENSG00000153976.3|HS3ST3A1	247.05	277.53	324.66	394.55	287.73	248.24
ENSG00000153982.11|GDPD1	149	106	67	117	124	96
ENSG00000153989.8|NUS1	1320	1284.93	1721.2	1319.55	1495.06	1065.32
ENSG00000154001.14|PPP2R5E	1193	974	1004	1128	1358	907
ENSG00000154040.20|CABYR	149	154.64	116.33	167	170	139.91
ENSG00000154059.11|IMPACT	632	661	657	785	803	639
ENSG00000154065.17|ANKRD29	10	26	40	25	28	11
ENSG00000154079.6|SDHAF4	231	301	268	278	253	217
ENSG00000154096.13|THY1	8107.26	6796.77	5819.78	8485.07	9195.23	6537.59
ENSG00000154114.12|TBCEL	564.67	579.93	638.59	602.65	612.16	517.42
ENSG00000154122.14|ANKH	1786	1875	2246	2580	2085	1849
ENSG00000154124.4|OTULIN	694	779	675	793	865	625
ENSG00000154127.10|UBASH3B	1686	1014	1506	1163	1999	1012
ENSG00000154134.15|ROBO3	515	613	531	830	630	632
ENSG00000154144.13|TBRG1	798.71	826.86	687.42	854.88	850.7	633.82
ENSG00000154146.13|NRGN	115	70	118	123	140	64
ENSG00000154153.13|RETREG1	813	719	928.42	694.71	871	604
ENSG00000154174.7|TOMM70	2671	2302	2625	2497	2823	2001
ENSG00000154188.10|ANGPT1	52	70	39	55	87	54
ENSG00000154217.15|PITPNC1	332	361	443	352	310	256
ENSG00000154222.14|CC2D1B	666.98	699	577	857	730	664
ENSG00000154229.12|PRKCA	3078	2393	3074	2744	3127	2136
ENSG00000154237.13|LRRK1	12	14	5	13	13	12
ENSG00000154240.17|CEP112	414	266	366	316	420	236.93
ENSG00000154263.17|ABCA10	10	13	4	21	12	14
ENSG00000154265.16|ABCA5	955	1090	997	1192	1296	1048
ENSG00000154274.15|C4orf19	50.66	47.76	30	42.69	60.04	28
ENSG00000154277.12|UCHL1	4240	4776	3916	5221	4858	4221
ENSG00000154305.17|MIA3	2586.97	2072.94	2241.94	2434.97	2547.96	1906.96
ENSG00000154309.8|DISP1	365	304.55	184	293	272	201
ENSG00000154310.17|TNIK	1563	1235	1440	1406	1464	1047
ENSG00000154328.16|NEIL2	323	315	253	320	365	258
ENSG00000154358.20|OBSCN	444.11	450.77	526.9	730.89	463.32	373.18
ENSG00000154359.13|LONRF1	747	712	1156	804	828	659
ENSG00000154370.16|TRIM11	554	474	528	598	573	488
ENSG00000154380.17|ENAH	5771	5736	5896	6237	6326	5238
ENSG00000154429.11|CCSAP	1083	918	1206	1030	1199	847
ENSG00000154447.15|SH3RF1	436	380	397	371	493	407
ENSG00000154451.14|GBP5	11	15	14	22	14	10
ENSG00000154473.18|BUB3	1485	1153	1414	1468	1866	1210
ENSG00000154479.13|CCDC173	30	12	21	7	28	20
ENSG00000154493.18|C10orf90	37	35	40	52	42	42
ENSG00000154511.12|DIPK1A	302.16	252	241.43	267.11	275.37	185.03
ENSG00000154518.9|ATP5MC3	1549	1396	1753	1824	1689	1381
ENSG00000154529.14|CNTNAP3B	484.68	335.35	303.11	350.43	514.68	303.62
ENSG00000154545.16|MAGED4	762.44	967.72	641.01	1034.78	1221.46	737.28
ENSG00000154548.9|SRSF12	203	173	152	190	220	157
ENSG00000154553.15|PDLIM3	968	1024	1118	1110	885	733
ENSG00000154556.18|SORBS2	326	413	163	369	294	266
ENSG00000154582.16|ELOC	740	664	672	726	820	550
ENSG00000154589.6|LY96	60	71	55	70	61	70
ENSG00000154620.6|TMSB4Y	12.63	8.73	5.76	9.38	11.45	14.29
ENSG00000154639.19|CXADR	1184	1197	935	1286	1370.99	1018
ENSG00000154640.14|BTG3	772.99	698	778	821	787.99	639
ENSG00000154642.11|C21orf91	233	264	139	284	300	245
ENSG00000154655.15|L3MBTL4	55	35	25	40	51	41
ENSG00000154678.17|PDE1C	1685	1197	2192	1328	1443	977
ENSG00000154710.17|RABGEF1	780.02	838.58	965.88	931.09	947.34	757.13
ENSG00000154719.13|MRPL39	382	356	292	381	436	294
ENSG00000154721.15|JAM2	278	183	598	316	277	184
ENSG00000154723.12|ATP5PF	1089.96	1005.69	1174.51	1170.95	1237.66	864.07
ENSG00000154727.10|GABPA	981.65	818.31	988.49	904.05	1057.59	718.93
ENSG00000154734.15|ADAMTS1	29	44	32	31	45	26
ENSG00000154743.17|TSEN2	593	510	318	536	596	410
ENSG00000154760.14|SLFN13	52.15	23.15	27.83	26.61	39.85	39.8
ENSG00000154764.5|WNT7A	107	90	166	130	98	88
ENSG00000154767.14|XPC	1851.09	2598.29	1530.23	2704.27	1914.57	1970.48
ENSG00000154781.16|CCDC174	567	521	674	615	605	474
ENSG00000154803.13|FLCN	468.08	480	930	706.89	534	482
ENSG00000154813.10|DPH3	883	843	773	848	968	718
ENSG00000154814.14|OXNAD1	371	299	284	436	375	291
ENSG00000154822.18|PLCL2	126	181	99	172	159	139
ENSG00000154832.14|CXXC1	939	721	730	992	1068	716
ENSG00000154839.10|SKA1	622	432	337	514	658.25	441
ENSG00000154845.15|PPP4R1	1619	1369	1527	1593	1867	1322
ENSG00000154856.13|APCDD1	375	328	255	413	474	331
ENSG00000154874.15|CCDC144B	4.27	19.81	14.94	17.63	22.04	5.81
ENSG00000154889.16|MPPE1	486.69	492.64	437.49	610.81	567.32	415.43
ENSG00000154898.15|CCDC144CP	37.21	48.81	27.97	41.52	47.22	22.24
ENSG00000154917.11|RAB6B	892.99	822	1074	1037.03	716.52	724.5
ENSG00000154920.14|EME1	394.39	327.32	341.52	376.7	543.03	337.4
ENSG00000154928.18|EPHB1	470	321	831	533	551	314.58
ENSG00000154930.15|ACSS1	569	548	631	615	701	514
ENSG00000154945.7|ANKRD40	1406.19	1251.43	1302.91	1309.61	1709.49	1195.14
ENSG00000154957.14|ZNF18	220	229	204	266	225	206
ENSG00000154978.13|VOPP1	765	684	2760.03	1234.88	822	670
ENSG00000155008.14|APOOL	566.95	460.83	517.97	487.88	647.98	388.83
ENSG00000155016.18|CYP2U1	451	411	263	367	423	292
ENSG00000155034.19|FBXL18	606.47	638.14	322.95	698.27	585.73	479.99
ENSG00000155066.16|PROM2	16	13	33	7	18	10
ENSG00000155085.15|AK9	71	41	53	59	88	33
ENSG00000155090.15|KLF10	616	664	697	777	1063	806
ENSG00000155093.19|PTPRN2	243	206	197	304	387	278
ENSG00000155096.14|AZIN1	2148	1827	2399	2004	2223	1706
ENSG00000155097.12|ATP6V1C1	869	962	1044	928	936	757
ENSG00000155099.8|PIP4P2	576	675	698	721	672	501
ENSG00000155100.10|OTUD6B	669	636	526	619	705	506
ENSG00000155111.15|CDK19	616	501	1922	827	625	505
ENSG00000155115.7|GTF3C6	754	715	652	851	951	777
ENSG00000155158.20|TTC39B	123	123	144	113	135	92
ENSG00000155189.12|AGPAT5	2005	1990	1836	2152	2136	1610
ENSG00000155229.21|MMS19	1089	1166	1520	1341	1096	978
ENSG00000155252.13|PI4K2A	560.05	617.76	487	686	635.81	527.39
ENSG00000155254.13|MARVELD1	20	19	22	26	36	23
ENSG00000155256.17|ZFYVE27	532	541	554	596	593	490
ENSG00000155265.11|GOLGA7B	4098	5826	2729	6225	4544	4989
ENSG00000155275.19|TRMT44	60	70	42	50	76	44
ENSG00000155287.11|SLC25A28	355	274	249	342	336	243
ENSG00000155304.6|HSPA13	1935	1484	3121	1971	2150	1541
ENSG00000155313.15|USP25	491	442	785	550	646	423
ENSG00000155324.9|GRAMD2B	123	129	100	111	120	103
ENSG00000155329.12|ZCCHC10	367	343	255	352	349	286
ENSG00000155330.10|C16orf87	281	264	277	254	292	217
ENSG00000155363.18|MOV10	1590	1596	1621	2016	1811	1367
ENSG00000155366.16|RHOC	7169.76	6442	5551.49	7770.61	7458.49	5789
ENSG00000155367.15|PPM1J	36	50	60.81	48.59	36.83	34
ENSG00000155368.16|DBI	6468	4327	7879	4958	6775	3714
ENSG00000155380.11|SLC16A1	2413	2218	4770	2855	2755	2005
ENSG00000155393.13|HEATR3	607	505	288	581	582	467
ENSG00000155428.12|TRIM74	2.78	12.11	4.2	13.59	11.46	2.99
ENSG00000155438.12|NIFK	1063	960.99	700	915.98	1053	804.99
ENSG00000155463.13|OXA1L	932	910	972	1223	1149	909
ENSG00000155465.18|SLC7A7	32	30	12	21	15	35
ENSG00000155506.17|LARP1	6585	5836	5690	6295	7170	5012
ENSG00000155508.13|CNOT8	964	970	1065	1022	1085	847
ENSG00000155511.18|GRIA1	83	40	78	38	122	57
ENSG00000155530.3|LRGUK	33	27	23	21	29	17
ENSG00000155542.11|SETD9	207.95	203.71	143	215.9	220.9	201
ENSG00000155545.19|MIER3	865	1012	712	1010	1038	803
ENSG00000155561.15|NUP205	4204	3046	2908	3316	4293	2817
ENSG00000155592.16|ZKSCAN2	508	517	321	564	505	390
ENSG00000155621.15|C9orf85	100	105	88	106	82	66
ENSG00000155636.15|RBM45	202	181	149	186	213	174
ENSG00000155660.11|PDIA4	9498	6421	7437	7818	10217	6361
ENSG00000155666.11|KDM8	78.49	80.98	38	101.69	90.13	82.68
ENSG00000155729.13|KCTD18	461	418	460	534	518	406
ENSG00000155744.9|FAM126B	317	317	454	383	404	312
ENSG00000155749.12|ALS2CR12	16	14	26	16	11	10
ENSG00000155755.19|TMEM237	1617	1676	1184	2010	1918	1550.64
ENSG00000155760.2|FZD7	3	7	40	26	60	40
ENSG00000155816.20|FMN2	185	133	86	127	181	93
ENSG00000155827.12|RNF20	1856	1605	1509	1719	1874	1327
ENSG00000155846.17|PPARGC1B	587	572	2257	1200	751	582
ENSG00000155849.15|ELMO1	151	131	195	163	187	132
ENSG00000155850.7|SLC26A2	1577	1312	1022	1394	1637	1077.69
ENSG00000155858.6|LSM11	251	241	237	238	244	203
ENSG00000155868.8|MED7	224	230	197	233	216	167
ENSG00000155876.5|RRAGA	747	759	746	885	854	688
ENSG00000155893.13|PXYLP1	2016	2208	2572	2612	2059	1850
ENSG00000155903.11|RASA2	415	330	529	429	425	310
ENSG00000155906.18|RMND1	240	240	284	277	255	188
ENSG00000155918.7|RAET1L	6.93	32.56	26.72	23.07	10.74	21.26
ENSG00000155957.17|TMBIM4	666	667	634	701.94	742	666
ENSG00000155959.11|VBP1	1239	1073	1015	1235	1430	1061
ENSG00000155961.5|RAB39B	478	635	491	597	461	494
ENSG00000155962.13|CLIC2	99	89	211	130	92	96
ENSG00000155970.12|MICU3	55	75	75	59	47	60
ENSG00000155975.10|VPS37A	613.5	607.66	634.64	620.15	682.34	533.24
ENSG00000155980.12|KIF5A	568	499	1054	609	511	463
ENSG00000156011.17|PSD3	2186	1777	2917	1925	2344	1502
ENSG00000156017.13|CARNMT1	258	283	205	237	296	205
ENSG00000156026.14|MCU	283	251	289	327	334	210
ENSG00000156030.13|ELMSAN1	659	531	3402	1160	1107	699
ENSG00000156042.17|CFAP70	6.46	15.34	18.13	14.08	16.4	7
ENSG00000156049.7|GNA14	21	30	11	21	21	27
ENSG00000156050.9|FAM161B	191.15	202.29	178.08	216.79	183.22	147.92
ENSG00000156052.10|GNAQ	1373	1091	1210	1200	1577	1025
ENSG00000156097.12|GPR61	13	8	14.92	2	11	6.54
ENSG00000156103.16|MMP16	1234	792	523	701	1115	639
ENSG00000156110.13|ADK	400	289	258	277.26	426	243
ENSG00000156113.23|KCNMA1	120	131	374	196	94	105
ENSG00000156136.10|DCK	551	463	696	546	644	525
ENSG00000156140.10|ADAMTS3	6623	3989	3036	3842	6644	3517
ENSG00000156162.16|DPY19L4	907	798	769	822	871	643
ENSG00000156170.13|NDUFAF6	248	230	147	232	270	195
ENSG00000156171.14|DRAM2	411	367	526	415	403	254
ENSG00000156172.6|C8orf37	126	108	109	136	125	93
ENSG00000156232.7|WHAMM	187	239	235.72	279	258	185
ENSG00000156239.12|N6AMT1	404	301	283	286	376	252
ENSG00000156253.7|RWDD2B	599	690	387	702	698	603
ENSG00000156256.15|USP16	1337.94	974.97	1277.93	1164.8	1541.89	1014
ENSG00000156261.13|CCT8	5876.99	4947	4613.99	5316	6577.99	4351.98
ENSG00000156265.15|MAP3K7CL	42	25	43	37	35	24
ENSG00000156273.16|BACH1	706	648	1281	734	794	529
ENSG00000156298.12|TSPAN7	51	50	73	81	76	60
ENSG00000156299.13|TIAM1	784	789	519	819	897	752
ENSG00000156304.14|SCAF4	1329	1099	1339	1228	1466	979
ENSG00000156313.13|RPGR	211	154	196	168	232	144
ENSG00000156345.17|CDK20	542	537	635	619	556	458
ENSG00000156374.16|PCGF6	187	170	139	194	203	175
ENSG00000156381.9|ANKRD9	357.83	343.14	289.33	348.52	326.99	295.29
ENSG00000156384.14|SFR1	84	53	55	62	86	44
ENSG00000156398.13|SFXN2	65	56	50	58	104	72
ENSG00000156411.9|ATP5MPL	651	662	916	694	737	589
ENSG00000156453.13|PCDH1	2753	2594	4617	3387	2874	2169
ENSG00000156467.9|UQCRB	1819	1672	2279	1870	2003	1409
ENSG00000156469.8|MTERF3	356	333	299	377	341	254
ENSG00000156471.12|PTDSS1	1333	1127	921	1215	1460	943
ENSG00000156475.18|PPP2R2B	942	708	446	683	898	602
ENSG00000156482.11|RPL30	4152.31	3880.66	5922.61	4530.91	4826.23	3516.82
ENSG00000156500.15|FAM122C	89.72	107	90	144	163.44	84
ENSG00000156502.14|SUPV3L1	470	498	583	585	564	447
ENSG00000156504.16|FAM122B	1686	1523	1367	1732	1957	1447
ENSG00000156508.18|EEF1A1	97527.08	81252.71	142547.75	100448.77	103914.76	75912.92
ENSG00000156509.14|FBXO43	47	38	24	29	63	35
ENSG00000156510.13|HKDC1	722.94	1718.96	416	1771.98	725	1233.95
ENSG00000156515.23|HK1	6738	5892	7131	7803	8205	6136
ENSG00000156521.14|TYSND1	348	417	276	527	420	418
ENSG00000156531.16|PHF6	1405	1392	952	1328	1530	1166
ENSG00000156535.15|CD109	3215.4	4185.86	4887.21	4630.35	3652.75	3536.36
ENSG00000156587.16|UBE2L6	1536	1571	1408	1707	1642	1326
ENSG00000156599.11|ZDHHC5	1667	1671	1566	2009	1839	1578
ENSG00000156603.18|MED19	304	333	301	327	310	262
ENSG00000156639.12|ZFAND3	1920	1554	2232	1910	1982	1394
ENSG00000156642.16|NPTN	1620	1494	1870	1782	1832	1319
ENSG00000156650.14|KAT6B	1014	965	1468	1218	1100	838
ENSG00000156671.14|SAMD8	900	980	1230	1014	962	790
ENSG00000156687.11|UNC5D	688	500	213	313	522	336
ENSG00000156697.13|UTP14A	867.42	731.21	515.73	775.49	798.01	575.62
ENSG00000156709.14|AIFM1	1400	1211	802	1303	1495	1041
ENSG00000156711.17|MAPK13	15	9	23	17	10	11
ENSG00000156735.11|BAG4	342.19	312.44	309.14	326	417.67	280.16
ENSG00000156787.17|TBC1D31	417	272	238	290.51	432.41	260.35
ENSG00000156795.7|WDYHV1	232	177	281	209	268	186
ENSG00000156802.13|ATAD2	2208	1540	1334	1705	2653	1490
ENSG00000156804.7|FBXO32	24	23	42	22	34	21
ENSG00000156831.8|NSMCE2	268	241	303	286	343	237
ENSG00000156853.12|ZNF689	371	330	199	406	461	316
ENSG00000156858.11|PRR14	663	636	451	764	714	547
ENSG00000156860.15|FBRS	1488	1397	1421	1932	1686	1315
ENSG00000156869.13|FRRS1	20	14	32	32	37	31
ENSG00000156873.16|PHKG2	398.91	455.83	393.96	533.74	503.95	395.81
ENSG00000156875.14|MFSD14A	1422.85	1188.06	1318.43	1222.5	1515.82	1104.35
ENSG00000156876.10|SASS6	339	254	251	238	342	235
ENSG00000156928.4|MALSU1	447.52	420.95	383.61	482.87	452.34	336.84
ENSG00000156931.15|VPS8	1246	1286	1203	1371	1228	981
ENSG00000156958.15|GALK2	339.15	253.99	297.84	281.3	303.72	226.44
ENSG00000156959.9|LHFPL4	235	206	195	251	273	192
ENSG00000156966.7|B3GNT7	511	444	326	524	707	479
ENSG00000156968.9|MPV17L	352	382	158	357	355	292
ENSG00000156970.12|BUB1B	1443	544	753	615.18	1715	610
ENSG00000156973.14|PDE6D	359	312	238	318	386	253
ENSG00000156976.17|EIF4A2	9148.48	9580.14	9369	9961.21	9099.15	7521.24
ENSG00000156983.15|BRPF1	841	772	734	818	983	650
ENSG00000156990.14|RPUSD3	522	439	364	532	520	425
ENSG00000157014.11|TATDN2	2544.47	2195.84	2026.26	2180.51	2605.68	1832.33
ENSG00000157020.18|SEC13	2022	1687	1843	2200	2436	1672
ENSG00000157036.13|EXOG	530	522	352	554	667	516
ENSG00000157045.9|NTAN1	407.97	384.75	827.95	525.09	451.23	329.28
ENSG00000157064.11|NMNAT2	227	322	311	444	344	370
ENSG00000157077.14|ZFYVE9	674	580	466	626	643	405
ENSG00000157087.19|ATP2B2	576	742	196	640	478	506
ENSG00000157103.12|SLC6A1	51	27	12	26	31	20
ENSG00000157106.16|SMG1	2020.71	2198.41	2486.57	2135.71	2047.27	1641.41
ENSG00000157107.14|FCHO2	303	313	584	408	380	297
ENSG00000157110.16|RBPMS	722	481	569	523	734	435
ENSG00000157111.13|TMEM171	39	55	41	45	58	36
ENSG00000157150.5|TIMP4	944	1039	826	1188	1083	872
ENSG00000157152.17|SYN2	20	21	9	19	30	17
ENSG00000157168.19|NRG1	93	58	134	68	111	46
ENSG00000157181.16|ODR4	674	651	695	684	644	523
ENSG00000157184.7|CPT2	523.87	551.34	331.03	620.67	569.58	468.6
ENSG00000157191.20|NECAP2	1110	1040	1039	1230	1079	867
ENSG00000157193.16|LRP8	2315.68	1600.35	1196.78	1752.58	2462.7	1602.07
ENSG00000157212.18|PAXIP1	700.27	488.97	495.45	541.73	729.11	469
ENSG00000157214.14|STEAP2	86	110	62	108	100	77
ENSG00000157216.15|SSBP3	470.79	498.71	1203.65	816.75	619.7	515.72
ENSG00000157224.16|CLDN12	1290	1328	1454	1375	1224	1094
ENSG00000157227.13|MMP14	28645	21952	19084	24682	30858	19058
ENSG00000157240.3|FZD1	254	198	162	229	299	198
ENSG00000157259.8|GATAD1	1226	1106	1322	1283	1292	992
ENSG00000157306.14|ZFHX2-AS1	155.72	174.72	134.81	135.93	149.56	121.25
ENSG00000157322.17|CLEC18A	13.51	4.39	11.65	13.57	30.5	18.33
ENSG00000157326.19|DHRS4	231.87	214.21	148.49	239.11	288.78	228.35
ENSG00000157335.20|CLEC18C	6.84	11.53	11.43	15.69	4.84	18.3
ENSG00000157343.8|ARMC12	56	85	65	97	73	66
ENSG00000157349.16|DDX19B	615.73	620.59	607.49	692.7	717.85	512.94
ENSG00000157350.13|ST3GAL2	709	700	561	845	834	616
ENSG00000157353.17|FUK	290	326	229	407	313	290
ENSG00000157379.14|DHRS1	166	206	199	214	174	160
ENSG00000157399.14|ARSE	26	15	8	18	18	13
ENSG00000157423.18|HYDIN	108.22	65.97	99.11	100.51	104.09	94.7
ENSG00000157426.14|AASDH	267	261	303	272	301	228
