LMP_827_R1B1	LMP.Olap_827_R1B1	LMP_827_R2B1	LMP.Olap_827_R2B1	LMP_827_R3B2	LMP.Olap_827_R3B2
ENSG00000103540.16|CCP110	1059	1579	1306	1616	1624	1352
ENSG00000103544.14|VPS35L	1130	1195	1234	1440	1550	1155
ENSG00000103549.21|RNF40	3342.25	3584.14	3216.02	4219.42	4272.84	3257.56
ENSG00000103550.14|KNOP1	779.7	840	781.55	867.4	1024.14	746.79
ENSG00000103591.12|AAGAB	1276	1517	1493	1630	1795	1303
ENSG00000103599.20|IQCH	33	42.26	32.18	45	55	38
ENSG00000103642.12|LACTB	184	229	258	266	266	195
ENSG00000103647.12|CORO2B	7449	7642	7028	8685	9836	7246
ENSG00000103653.16|CSK	1364	1325	1419	1663	1856	1252
ENSG00000103657.14|HERC1	661	785	621	828	748	569
ENSG00000103671.9|TRIP4	256	330	353	348	401	288
ENSG00000103707.10|MTFMT	184	248	213	224	242	179
ENSG00000103710.11|RASL12	31	30	60	74	66	68
ENSG00000103723.13|AP3B2	475	569	447	650	672	553
ENSG00000103740.10|ACSBG1	57.06	140.54	59.36	122.94	96.27	127.02
ENSG00000103742.12|IGDCC4	804	945	806	1216	1070	765
ENSG00000103769.10|RAB11A	2077	2371	2678	2754	2991	2174
ENSG00000103811.16|CTSH	59	44	66	64	58	45
ENSG00000103852.13|TTC23	295.08	349.6	327.68	435.02	375.4	282.04
ENSG00000103855.18|CD276	5462	5332	5104	6621	7236	5030
ENSG00000103876.12|FAH	488	669	555	765	801	541
ENSG00000103888.17|CEMIP	7708	8467.95	5710.99	7007.93	7086	5237
ENSG00000103932.12|RPAP1	1039	1086	869	1281	1238	928
ENSG00000103942.13|HOMER2	131	186	159	196	194	168
ENSG00000103966.11|EHD4	283	281	338	489	329	256
ENSG00000103978.15|TMEM87A	1027.6	1211.96	1365	1380.08	1429.62	1064.06
ENSG00000103994.17|ZNF106	2074	2347	2096	2367	2388	1896
ENSG00000103995.14|CEP152	223	242	284	254	328	244
ENSG00000104047.15|DTWD1	307.91	366.93	266.88	389.93	358.96	332.98
ENSG00000104055.15|TGM5	1	14	5	14	13	4
ENSG00000104059.4|FAM189A1	111	108	53	94	79	62
ENSG00000104064.17|GABPB1	280.02	272.6	300.1	358.94	442.24	289.92
ENSG00000104067.16|TJP1	2043	2249	1923	2151	2398	1805
ENSG00000104093.13|DMXL2	763	789	792	906	894.98	667.98
ENSG00000104112.9|SCG3	30	43	50	36	40	35
ENSG00000104129.10|DNAJC17	245.18	295.74	259.61	352.42	362.71	283.22
ENSG00000104131.13|EIF3J	1602	1769	1498	1792	2130	1527
ENSG00000104133.15|SPG11	770	947	920	1018	1080	903
ENSG00000104140.7|RHOV	14	16	8	12	9	5
ENSG00000104142.11|VPS18	640	719	532	833	917	583
ENSG00000104147.9|OIP5	80.06	67.49	93.3	92.95	121.13	64.94
ENSG00000104154.7|SLC30A4	290	341	235	329	329.93	285
ENSG00000104164.10|BLOC1S6	1422	1695	1880	1777	2110	1580
ENSG00000104177.18|MYEF2	1116.3	1379	1460.04	1482.46	1562	1225
ENSG00000104205.14|SGK3	70.88	71.87	54.68	78	80.75	59
ENSG00000104218.14|CSPP1	200	221	234.96	281.95	308	191
ENSG00000104221.12|BRF2	182.75	233.96	187.67	254.86	268.59	175.62
ENSG00000104228.13|TRIM35	324	374	262	485	417	327
ENSG00000104231.11|ZFAND1	185	208	257	190	278	179
ENSG00000104267.10|CA2	553	593	415	604	685	505
ENSG00000104290.11|FZD3	1718	2042	2243	2179	2293	1724
ENSG00000104299.15|INTS9	278	305	234	345	351	256
ENSG00000104312.8|RIPK2	223	288	247	280	343	197
ENSG00000104320.13|NBN	1061	1118	1218	1233	1471	1136
ENSG00000104324.16|CPQ	176	189	268	242	207	182
ENSG00000104325.7|DECR1	918	1016	1095	1118	1273	922
ENSG00000104331.9|IMPAD1	2061	2407	3472	3026	2946	2245
ENSG00000104332.12|SFRP1	388	343	451	353	660	461
ENSG00000104341.16|LAPTM4B	1812	1932	1962	2043	2338	1706
ENSG00000104343.20|UBE2W	364.38	486.26	474.67	540.94	550.63	433.11
ENSG00000104356.11|POP1	511	538	422	535	603	413
ENSG00000104361.10|NIPAL2	55	49	76	53	76	43
ENSG00000104365.15|IKBKB	690	797	813	913	877	684
ENSG00000104368.17|PLAT	688	993	584	881	811	721
ENSG00000104369.5|JPH1	300	277	194	229	377	284
ENSG00000104375.17|STK3	279	234	295	274	318	232
ENSG00000104381.12|GDAP1	225	307	303	263	365	280
ENSG00000104388.15|RAB2A	1008	1148	1220	1296	1381	988
ENSG00000104408.9|EIF3E	1755.85	1909	2548	2016.98	2436	1635
ENSG00000104412.8|EMC2	383	431	497	534	564	360
ENSG00000104415.14|CCN4	5353	7123	4534	6045	5422	4688
ENSG00000104419.14|NDRG1	8241	9553	43186	21093	14792	11278
ENSG00000104427.12|ZC2HC1A	116	163	167	199	164	144
ENSG00000104442.10|ARMC1	531	626	529	679	703	557
ENSG00000104447.12|TRPS1	1149	1313	1430	1478	1558	1164
ENSG00000104450.12|SPAG1	141	186.34	144	190.29	165.37	128.48
ENSG00000104472.10|CHRAC1	233	231	293	319	362	277
ENSG00000104490.18|NCALD	446	473	1555	981	665	551
ENSG00000104497.14|SNX16	83	87	98	82	100	79
ENSG00000104517.13|UBR5	1317	1515.05	2135.84	1696.19	1691.86	1280.51
ENSG00000104518.11|GSDMD	481	483	499	691	739	461
ENSG00000104522.16|TSTA3	353	415	358	461	476	373
ENSG00000104524.14|PYCR3	197	149	123	239	269	165
ENSG00000104529.17|EEF1D	2624.6	2678.4	2851.44	3519.2	3746.29	2571.87
ENSG00000104549.12|SQLE	2808	2700	2894	2832	3848	2803
ENSG00000104611.12|SH2D4A	264	302	270	303	325	226
ENSG00000104613.12|INTS10	799	796	797	875	874	664
ENSG00000104626.14|ERI1	406	548	493	547	631	465
ENSG00000104635.14|SLC39A14	761	914	4192	1759	1225	880
ENSG00000104643.10|MTMR9	464.73	512.83	442.67	575.76	596.91	424.9
ENSG00000104660.18|LEPROTL1	1235.4	1541.16	1335	1573	1708	1258
ENSG00000104671.8|DCTN6	488.6	600.84	622	637	639	516
ENSG00000104679.11|R3HCC1	402	405	481	521	573	438
ENSG00000104687.14|GSR	580	651	688	723	835	642
ENSG00000104689.9|TNFRSF10A	123.33	201.27	128	148.54	192.35	140.91
ENSG00000104691.15|UBXN8	256	255	249	295	335	245
ENSG00000104695.13|PPP2CB	1187	1338	1462	1572	1556	1254
ENSG00000104714.14|ERICH1	196	234	239	253	259	202
ENSG00000104728.16|ARHGEF10	239.35	216.15	471.47	411.16	409	235.57
ENSG00000104731.14|KLHDC4	233	231	216	263	272	211
ENSG00000104738.17|MCM4	1672	1725	1870	2159	2461	1885
ENSG00000104756.16|KCTD9	554	580	773	668	748	574
ENSG00000104763.19|ASAH1	1249	1454	1403	1505	1582	1262
ENSG00000104765.16|BNIP3L	843	898	4185	1882.96	1421	1028
ENSG00000104774.13|MAN2B1	2171.05	2346.18	2567.51	3217.68	3111.86	2298.87
ENSG00000104783.13|KCNN4	28	24	18	36	35	23
ENSG00000104805.16|NUCB1	2598	2808	3298	3859	3677	2621
ENSG00000104812.15|GYS1	1005	953	1305	1346	1356	981
ENSG00000104814.13|MAP4K1	7	13	16	15	19	10
ENSG00000104823.9|ECH1	812	801	800	988	1073	754
ENSG00000104824.17|HNRNPL	4292.79	4492.73	5200.86	5110.86	6023.59	4364.77
ENSG00000104825.17|NFKBIB	199	234	183	270	295	236
ENSG00000104833.12|TUBB4A	98.01	103.01	49.4	67.68	110.05	68.77
ENSG00000104835.14|SARS2	273.26	292.07	241.12	326.01	470.56	270.63
ENSG00000104852.15|SNRNP70	3427	3556	3319	4236	4529	3090
ENSG00000104853.16|CLPTM1	2234	2464	2277	3007	2858	2182
ENSG00000104856.14|RELB	151	135	124	203	176	131
ENSG00000104859.15|CLASRP	580	544	657	779	775	561
ENSG00000104863.12|LIN7B	43	58	37	66	74	44
ENSG00000104866.11|PPP1R37	347	340	385	483	439	356
ENSG00000104870.12|FCGRT	426	437	456	618	624	413
ENSG00000104872.11|PIH1D1	452.1	448	548	676	632	483
ENSG00000104880.17|ARHGEF18	836.86	954	780.09	1134	1080	788.08
ENSG00000104881.16|PPP1R13L	36	33	40	73	36	33
ENSG00000104883.8|PEX11G	10	15	8	23	15	17
ENSG00000104884.15|ERCC2	784	665	586.96	779.99	829	583
ENSG00000104885.18|DOT1L	1623.77	1468.47	1379.45	1831.95	2144.66	1474.74
ENSG00000104886.11|PLEKHJ1	424.23	432.53	418.55	575.04	643.33	420.26
ENSG00000104889.6|RNASEH2A	675.52	660.89	641.17	918.51	1058.74	713.92
ENSG00000104894.12|CD37	98	82.85	73	71	80.35	52.44
ENSG00000104897.10|SF3A2	1392	1339	1212	1804	1880	1306
ENSG00000104899.7|AMH	425	362	213	553	568	348
ENSG00000104904.12|OAZ1	7232.05	7574.16	9285.51	9920.86	10566.49	7215.04
ENSG00000104907.12|TRMT1	1375	1573	1143	1741	1877	1333
ENSG00000104915.15|STX10	968	968	996	1231	1206	859
ENSG00000104936.17|DMPK	887	955.84	981.72	1367.56	1264.93	946
ENSG00000104946.13|TBC1D17	548.26	556.23	609.63	704.69	780.57	515.15
ENSG00000104953.20|TLE6	160	151	175	226	247	183
ENSG00000104957.14|CCDC130	966	1061	1059	1484	1272	923
ENSG00000104960.15|PTOV1	2365.68	2377.14	2448.86	3337.34	3379.96	2377.34
ENSG00000104964.14|AES	8203.7	8308.55	9399.51	11518.19	12020.85	8256.79
ENSG00000104967.7|NOVA2	543	540	583	591	565	403
ENSG00000104969.10|SGTA	2069	1980	1700	2787	2835	1823
ENSG00000104973.18|MED25	511.7	535.99	636.52	787.51	749.31	541.06
ENSG00000104976.12|SNAPC2	415	416	383	576	556	358
ENSG00000104979.9|C19orf53	1387	1630	1567	2007	1894	1504
ENSG00000104980.8|TIMM44	1004	1202	1247	1587	1505	1129
ENSG00000104983.8|CCDC61	50	66	58	72	60	58
ENSG00000104998.4|IL27RA	527	484	416	519	533	388
ENSG00000105011.9|ASF1B	720	901	674	1077	1082	850
ENSG00000105048.17|TNNT1	2	4	49	25	16	21
ENSG00000105053.11|VRK3	372	416	469	514.03	500	383
ENSG00000105058.12|FAM32A	1963	2363	2259	2767	2537	2066
ENSG00000105063.19|PPP6R1	1767.88	1815.95	1926.44	2283.21	2445.29	1559.88
ENSG00000105072.9|C19orf44	410.27	425.06	362.77	533.57	524.56	382.46
ENSG00000105085.10|MED26	266.49	270.55	344.14	313.66	330.08	232.28
ENSG00000105088.8|OLFM2	463	558	356	646	519	455
ENSG00000105127.9|AKAP8	1001	971	2960	2045	1787	1267
ENSG00000105135.16|ILVBL	970	883	1249	1399	1465	943
ENSG00000105136.20|ZNF419	477	624.45	689.23	651.86	647.78	502.15
ENSG00000105137.13|SYDE1	1000	1042	1468	1567	1416	995
ENSG00000105146.12|AURKC	19	17	20	12	15	7
ENSG00000105171.10|POP4	338	364	345	380	479	335
ENSG00000105173.14|CCNE1	136	167	149	211	177	176
ENSG00000105176.18|URI1	990	1092	1234	1247	1453	1011
ENSG00000105185.12|PDCD5	778	839	801	917	1049	789
ENSG00000105186.16|ANKRD27	392	466	507	478	507	364
ENSG00000105193.9|RPS16	3526	3728	4775	5299.99	5308	3689
ENSG00000105197.11|TIMM50	817	917	787	1030	1035	741
ENSG00000105202.9|FBL	1175	1250	1762	1524	1692	1135
ENSG00000105204.14|DYRK1B	209	240	216	351	316	241
ENSG00000105219.10|CNTD2	12	13	3	12	5	12
ENSG00000105220.16|GPI	5448	5654	10118.86	8558	7677	5804
ENSG00000105221.17|AKT2	2847	2897	3054	3648	3722	2810
ENSG00000105223.20|PLD3	4167	4679	4688	6254	6038	4191
ENSG00000105227.14|PRX	60	89	73	73	110	52
ENSG00000105229.7|PIAS4	469	518	493	638	624	436
ENSG00000105245.9|NUMBL	597	609	604	782	818	571
ENSG00000105248.16|YJU2	368	424	348	460	529	350
ENSG00000105254.12|TBCB	1456.61	1438.63	1560.72	1986.43	2097.07	1518.85
ENSG00000105255.11|FSD1	461	404	452	571	587	371
ENSG00000105258.9|POLR2I	347.05	370.37	377.28	423.57	502.93	358.46
ENSG00000105270.15|CLIP3	1490	1537	1766	1828	2060	1376
ENSG00000105281.12|SLC1A5	661.11	966.77	1194.51	1430.94	1078.69	902.06
ENSG00000105287.12|PRKD2	592	545	545	742	884	571
ENSG00000105290.12|APLP1	1688	2134	2036	2800	2294	1831
ENSG00000105298.14|CACTIN	738.52	669.76	526	1009.39	1024.19	645.03
ENSG00000105321.14|CCDC9	221	263	330	426	382	285
ENSG00000105323.16|HNRNPUL1	4664.79	4990.4	5152.58	5716.04	6551.75	4623.95
ENSG00000105325.14|FZR1	1530	1314	1369	1859	2046	1438
ENSG00000105327.17|BBC3	174	316	383	494	306	283
ENSG00000105329.9|AC011462.1	1173.01	1212.01	1319.1	1768.02	1730.04	1367.06
ENSG00000105339.10|DENND3	161	153	203	206	195	142
ENSG00000105341.18|DMAC2	710	741	738	919	986	648
ENSG00000105355.9|PLIN3	2747.32	2644	2476	3502	3896	2453
ENSG00000105364.13|MRPL4	1205.2	1191.05	865.14	1526.05	1501.46	1093.85
ENSG00000105372.7|RPS19	4402	4986	5875	6685	6293	4746
ENSG00000105373.19|NOP53	371	468	777	691	743	517
ENSG00000105376.5|ICAM5	262	257	283	374	315	196
ENSG00000105379.9|ETFB	695.13	650	538.66	938.34	954.33	662
ENSG00000105393.16|BABAM1	1297	1535	1472	1743	1799	1357
ENSG00000105397.13|TYK2	2764	2698	2529	3543	3629	2497
ENSG00000105401.9|CDC37	3806	4139	3983.73	4832.77	5332	3700.74
ENSG00000105402.8|NAPA	942.96	1002.54	999.55	1366.27	1369.9	1016.4
ENSG00000105404.11|RABAC1	254	227	246	345	361	231.79
ENSG00000105409.18|ATP1A3	8	14	12	15	12	0
ENSG00000105419.17|MEIS3	879.91	676.83	896	1060.08	1119.88	810
ENSG00000105426.16|PTPRS	3661	3659	3488	4447	4532	3085
ENSG00000105429.13|MEGF8	1278	1448	1299	1882	1562	1134
ENSG00000105438.9|KDELR1	943	965	1261	1311	1316	879
ENSG00000105443.15|CYTH2	3526	3871.49	3465	4401	4368	3559.17
ENSG00000105447.12|GRWD1	934	945	694	1129	1232	855
ENSG00000105483.18|CARD8	774.01	835.05	699.65	796.25	952.52	751.2
ENSG00000105486.14|LIG1	718	1003	908	1184	1222	959
ENSG00000105497.8|ZNF175	248	302	299	304	312	290
ENSG00000105499.14|PLA2G4C	80	129	123	121	125	97
ENSG00000105514.8|RAB3D	540.59	596.23	544.44	602.47	610.96	510.22
ENSG00000105516.10|DBP	16.01	21.38	133.1	51.67	32.47	32.33
ENSG00000105518.14|TMEM205	1534.57	1678.88	1518.19	1973.1	2145.46	1455.3
ENSG00000105519.16|CAPS	967	1222	1189	1993	1808	1259
ENSG00000105520.10|PLPPR2	2301	2243	2190	2848	2945	2086
ENSG00000105538.10|RASIP1	22	17	9	32	25	11
ENSG00000105552.15|BCAT2	571	650.47	942	1045	909.78	636.56
ENSG00000105556.11|MIER2	569	605	472	725	769	567
ENSG00000105559.12|PLEKHA4	795	839	873	1033	1116	770
ENSG00000105568.18|PPP2R1A	3732	3607	4281	5092	5341	3841
ENSG00000105576.15|TNPO2	6753	7235	6331	8360	8550	6250
ENSG00000105583.11|WDR83OS	1261.33	1459.19	1757.87	2021.66	1773.31	1394.56
ENSG00000105605.7|CACNG7	591	628	589	719	770	506
ENSG00000105607.13|GCDH	611	621.23	586	698.29	794.89	583.3
ENSG00000105612.9|DNASE2	909	998	1263	1434	1231	926
ENSG00000105613.10|MAST1	41	55	70	42	40	32
ENSG00000105617.3|LENG1	185.84	169.28	165.89	244.47	262.33	187.57
ENSG00000105618.14|PRPF31	964.01	963.51	853.39	1150.24	1344.99	845.94
ENSG00000105619.13|TFPT	330.39	350.09	305.93	500.54	551.27	357.84
ENSG00000105639.18|JAK3	23	21	23	43	45	25
ENSG00000105640.13|RPL18A	5265.38	5459.91	5692.07	7293.05	7978.54	5036.1
ENSG00000105643.10|ARRDC2	205	211	318.32	296.45	342	193
ENSG00000105647.17|PIK3R2	3362.81	4110.27	3225.09	4842.44	4474.13	2918.24
ENSG00000105649.9|RAB3A	178	204	364	191.85	199	161
ENSG00000105650.22|PDE4C	27.4	12.49	8.62	12.66	10.99	14.09
ENSG00000105655.18|ISYNA1	519.18	475.55	702.81	743.19	748.49	484.19
ENSG00000105656.13|ELL	357	346.86	312.24	447	476	327
ENSG00000105662.16|CRTC1	619	556	408	741	757	557
ENSG00000105664.11|COMP	33	21	26	35	40	25
ENSG00000105669.14|COPE	1894.52	1986.99	1631	2553.33	2775.35	1889
ENSG00000105671.12|DDX49	1066	1115	896	1476	1554	984
ENSG00000105672.14|ETV2	23	29	21	22	38	23
ENSG00000105676.14|ARMC6	936	916	684	1241	1340	878
ENSG00000105677.12|TMEM147	492	583	639	728	779	606
ENSG00000105696.9|TMEM59L	111	134	86	156	154	105
ENSG00000105698.16|USF2	745	889	1116	1100	1160	859
ENSG00000105700.11|KXD1	1864.53	1948.46	2108.81	2553.14	2434.54	1754.04
ENSG00000105701.16|FKBP8	2925	2709	2925	4185	4258	2566
ENSG00000105705.16|AC004475.1	823	828	863	1132	1113	866
ENSG00000105708.9|ZNF14	196	269	243	264	290	209
ENSG00000105711.12|SCN1B	25	25	13	21	34	28
ENSG00000105717.14|PBX4	34	45	36	45	63	42
ENSG00000105722.10|ERF	1511	1493	1658	2094	2546	1710
ENSG00000105723.12|GSK3A	1338	1489.3	1613	1701	1782.04	1332
ENSG00000105726.17|ATP13A1	2438	2454	2029	2974	3206	2136
ENSG00000105732.13|ZNF574	323	308	214	394	401	291
ENSG00000105737.9|GRIK5	976	978	899	1176	1185	811
ENSG00000105738.11|SIPA1L3	503	487	560	643	598	452
ENSG00000105750.15|ZNF85	221	286	229.09	341	318	271.24
ENSG00000105755.8|ETHE1	221	314	214.98	344	273	197.95
ENSG00000105767.3|CADM4	849	953	875	1119	1088	783
ENSG00000105771.14|SMG9	779	756	745	909	1006	724
ENSG00000105778.19|AVL9	1576	1801.92	1728.85	1973.89	1927.92	1489.79
ENSG00000105792.19|CFAP69	81	56	95	111	77	77
ENSG00000105793.15|GTPBP10	511	660	479	629	726	544
ENSG00000105808.17|RASA4	509.28	584.98	588.98	715.95	652.56	625.58
ENSG00000105810.9|CDK6	9209	11276	8987	11128	11356	9837
ENSG00000105819.14|PMPCB	1446.48	1698.87	1919.3	1874.95	2075.92	1556.96
ENSG00000105821.15|DNAJC2	1073.52	1202.13	1115.7	1219.05	1391.08	1041.04
ENSG00000105825.13|TFPI2	90	92	131	110	156	92
ENSG00000105829.13|BET1	313	303	422	405	389	314
ENSG00000105835.12|NAMPT	1918.97	2062.72	3819.35	2503.38	2603.9	1895.04
ENSG00000105849.6|TWISTNB	644	765	584	710	788	549
ENSG00000105854.13|PON2	2383.76	2731.84	3142.34	2960.41	3299.46	2463
ENSG00000105855.10|ITGB8	1959	2482	1685	2317	2339	1854
ENSG00000105856.14|HBP1	727.43	859.57	1615.77	1157.01	1095.65	782.54
ENSG00000105865.11|DUS4L	175.86	189.45	191.88	223.68	237.56	172.09
ENSG00000105866.15|SP4	321	316	379	380	450	342
ENSG00000105875.14|WDR91	638	624	567.92	783.81	841.93	632
ENSG00000105879.12|CBLL1	875	1064	897	1095	1122	941.57
ENSG00000105887.11|MTPN	5256.29	5933.91	7567.89	7136.82	7050.41	5464.92
ENSG00000105889.15|STEAP1B	69.72	77.8	50.3	75.65	107.54	47.94
ENSG00000105894.11|PTN	32726	39322	45527	43528	45509	36135
ENSG00000105926.15|MPP6	573	596	572	703	701	572
ENSG00000105928.15|GSDME	1322	1702	1672	2035	1919	1416
ENSG00000105939.13|ZC3HAV1	1479	1778	1367	1639	1779	1424
ENSG00000105948.13|TTC26	473	565	556	552	658	454
ENSG00000105953.15|OGDH	4323	4541	3995	5622	5690	4249
ENSG00000105963.15|ADAP1	13.35	12	12	15	10	3.78
ENSG00000105968.18|H2AFV	2513.79	2545.41	2783.84	3030.28	3533.79	2578.65
ENSG00000105971.15|CAV2	670	863	1091	1120	933	763
ENSG00000105974.12|CAV1	1416	2371	3633	3597	2276	2099
ENSG00000105976.15|MET	113	134	177	173	191	144
ENSG00000105982.16|RNF32	16	20	17	20	24	16
ENSG00000105983.21|LMBR1	1174	1448	1415	1443	1518	1159
ENSG00000105991.8|HOXA1	73	70	50	80	97	70
ENSG00000105993.15|DNAJB6	2125.26	2391.49	5823.43	3460.7	3080.46	2252.77
ENSG00000105996.7|HOXA2	13	26	32	16	16	16
ENSG00000105997.22|HOXA3	79	104	82	90	98	69
ENSG00000106003.13|LFNG	714	659	1113	1043	1548	1023
ENSG00000106004.5|HOXA5	60	103	98	65	106	76
ENSG00000106006.6|HOXA6	37.42	28.53	40.72	33.66	44.45	28.66
ENSG00000106009.16|BRAT1	1034	955	908	1425	1477	942
ENSG00000106012.18|IQCE	1379	1554	1288	1766	1778	1289
ENSG00000106013.15|ANKRD7	13	8	11	18	9	8
ENSG00000106028.11|SSBP1	1395	1473	1533	1670	1882	1334
ENSG00000106031.8|HOXA13	36	38	62	43	61	31
ENSG00000106038.13|EVX1	12	22.48	26	42	35.97	26
ENSG00000106049.9|HIBADH	692	723	709	777	876	631
ENSG00000106052.13|TAX1BP1	2374.8	2585.59	3258.66	3184.63	3301.88	2380.51
ENSG00000106066.15|CPVL	625	608	754	733	964	607
ENSG00000106069.22|CHN2	94.98	91.69	127.17	109	156.77	78.71
ENSG00000106070.19|GRB10	11692	12116	20120	17534	15640	12496
ENSG00000106077.18|ABHD11	259	318	382	402	475	327
ENSG00000106078.19|COBL	113	122	94	102	116	79
ENSG00000106080.10|FKBP14	772.55	1017.48	684.3	907.95	978.47	734.65
ENSG00000106086.20|PLEKHA8	496.28	595.42	653.49	592.03	674.58	527.76
ENSG00000106089.12|STX1A	305.08	264.49	231.27	410.34	460.65	313.62
ENSG00000106100.11|NOD1	140.76	124.77	147.26	189.74	172.83	111.85
ENSG00000106105.14|GARS	3374	4285	6148	5244	4851	3585
ENSG00000106125.14|MINDY4	160	221	180	222	223	167
ENSG00000106133.18|NSUN5P2	392.38	462.37	491.27	480.64	498.08	407.17
ENSG00000106144.20|CASP2	1586	1689	1444	1749	2289	1675
ENSG00000106153.13|CHCHD2	2327	2531	3069	3477	3446.9	2488
ENSG00000106178.6|CCL24	36	36	35	30	48	39
ENSG00000106211.9|HSPB1	2021.88	1914.84	1667.93	2688.95	3078.77	1983
ENSG00000106244.13|PDAP1	3260.89	3651.74	3702.96	4126.17	4665.71	3528.65
ENSG00000106245.11|BUD31	1124.31	1556.5	1504.58	1624.41	1575.26	1171.43
ENSG00000106246.17|PTCD1	378.52	316.73	277.3	467.32	518.09	293.82
ENSG00000106258.15|CYP3A5	94	100	85	123	86	103
ENSG00000106261.17|ZKSCAN1	2411	2960	2867	3283	3061	2315
ENSG00000106263.18|EIF3B	3942	4088	4271	4869	5458	3689
ENSG00000106266.11|SNX8	346	382	363	529	526	342
ENSG00000106268.15|NUDT1	359	396	324	481	457	375
ENSG00000106278.12|PTPRZ1	69817	74082	71537	74329	84714	65718
ENSG00000106290.15|TAF6	1951.89	2032.16	1951.12	2429.69	2660.38	1888.42
ENSG00000106299.8|WASL	1474	1506	1639	1715	1854	1343
ENSG00000106305.10|AIMP2	736.31	843.46	623.61	943.5	966.33	744.95
ENSG00000106327.13|TFR2	64	54	70	95	101	56
ENSG00000106330.12|MOSPD3	220	222	243	303	348	212
ENSG00000106333.13|PCOLCE	4244.96	3799.83	4481.82	5744.71	6357.81	4190.71
ENSG00000106336.13|FBXO24	17	14	14.45	21.48	24.62	13
ENSG00000106344.8|RBM28	1056.31	1257.68	1198.12	1391.2	1493.84	1152.37
ENSG00000106346.11|USP42	457	468	421	484	561	392
ENSG00000106348.18|IMPDH1	1392	1382	1502	1859	1910.99	1167.99
ENSG00000106351.13|AGFG2	561	618	399	677	694	521
ENSG00000106355.10|LSM5	568	698	709	800	919	591
ENSG00000106366.8|SERPINE1	3054	4986	8488	8222	5547	5299
ENSG00000106367.15|AP1S1	1040	1287	1267	1522	1530	1082
ENSG00000106392.10|C1GALT1	182	234	244	295	289	227
ENSG00000106397.12|PLOD3	3990	4065	4321	5681	5620	4149
ENSG00000106399.11|RPA3	292	354	415	451	524.99	365
ENSG00000106400.12|ZNHIT1	758	880	922	1163	1152	865
ENSG00000106404.13|CLDN15	325	344	294	396	381	283
ENSG00000106415.13|GLCCI1	426	504	416	486.88	618.93	425.91
ENSG00000106443.16|PHF14	1669	1692	1763	1822	2292	1627
ENSG00000106459.15|NRF1	288	272	363	368.33	379	305
ENSG00000106460.19|TMEM106B	1214	1504	1510	1606	1688	1289
ENSG00000106462.10|EZH2	956	912	1149	1130	1464	1049
ENSG00000106477.19|CEP41	730	776	713	811	888	633
ENSG00000106479.11|ZNF862	1248.36	1432.95	1316.18	1711.73	1563.17	1175.45
ENSG00000106483.12|SFRP4	9	13	6	15	7	10
ENSG00000106484.15|MEST	18	18	346.99	90	39	40
ENSG00000106511.6|MEOX2	850	905	735	977	1233	902
ENSG00000106524.9|ANKMY2	590	607	708	734	760	545
ENSG00000106537.8|TSPAN13	402	444	492	501	579	425
ENSG00000106546.14|AHR	116	90	130.63	134	168	118
ENSG00000106554.13|CHCHD3	1269	1595	1664	1819	1802	1425
ENSG00000106560.11|GIMAP2	140	129	122	118	113	107
ENSG00000106571.14|GLI3	258	242	304	360	344	229
ENSG00000106588.11|PSMA2	1890.06	2085.86	2330.43	2373.08	2824.8	1954.63
ENSG00000106591.4|MRPL32	945	1211	1019	1233	1195	925
ENSG00000106603.18|COA1	800	859.11	858	913	979.08	723.15
ENSG00000106605.11|BLVRA	1144	1411	1227	1401	1532	1115
ENSG00000106608.16|URGCP	1267.81	1303.07	1036.63	1543.82	1583.48	1124.01
ENSG00000106609.16|TMEM248	2245	2702	2613	2964	3065	2367
ENSG00000106610.15|STAG3L4	258	316	359	364	381	301.98
ENSG00000106615.10|RHEB	1085.53	1152.7	1517.12	1353.25	1480.23	1104.8
ENSG00000106617.14|PRKAG2	66	67	54	56	76	50
ENSG00000106624.11|AEBP1	2046	2012	2799	2942	2877	2149
ENSG00000106628.10|POLD2	2772	3353	3042	3830	4012	3191
ENSG00000106633.16|GCK	91	65	133	117	80	76
ENSG00000106635.8|BCL7B	1006	1135	975	1450	1573	1075
ENSG00000106636.8|YKT6	3420	3981	4953	4651	4985	3633
ENSG00000106638.16|TBL2	906	1004	969	1095	1293	897
ENSG00000106665.15|CLIP2	2005	1918	1954	2647	2575	1857
ENSG00000106682.14|EIF4H	8089.26	8951.87	10506.49	10632.84	12143.92	8338.67
ENSG00000106683.15|LIMK1	2107	1983	1881	2617	2741	1927
ENSG00000106686.16|SPATA6L	24	17	28	27	30	29
ENSG00000106688.12|SLC1A1	512	567	468	589	614	480
ENSG00000106689.11|LHX2	29	34	57	54	71	64
ENSG00000106692.14|FKTN	939	1199	918	1182	1146	960
ENSG00000106701.12|FSD1L	180	210	221	189	227	190
ENSG00000106714.17|CNTNAP3	164.61	188.47	209.21	190.72	246.98	158.25
ENSG00000106723.17|SPIN1	1221	1531	1782	1871	1926	1487
ENSG00000106733.21|NMRK1	42	40	24	54	41	37
ENSG00000106771.13|TMEM245	799	948	905	1061	1041	885
ENSG00000106772.18|PRUNE2	415.95	426.82	545.65	598.89	414.54	397.14
ENSG00000106780.9|MEGF9	467	618	581	617	684	580
ENSG00000106785.15|TRIM14	1078	1236.18	1083	1333	1411	1097
