Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000124155.18|PIGT	2063.6	1908.68	1895.6	2080.86
ENSG00000124160.12|NCOA5	1738	1612	1668	1849
ENSG00000124164.15|VAPB	1844	1893	2035	2016
ENSG00000124171.9|PARD6B	29	42	36	40
ENSG00000124172.10|ATP5F1E	3604.95	3630.92	4048.94	3766.93
ENSG00000124177.15|CHD6	1778	1870	1834	1898
ENSG00000124181.14|PLCG1	13551.15	13367.81	11969.41	13573.84
ENSG00000124191.18|TOX2	19	20	20	32
ENSG00000124193.15|SRSF6	4423	4942.95	4351.98	4575.94
ENSG00000124194.16|GDAP1L1	31	30	24	22
ENSG00000124198.9|ARFGEF2	1104	1358	1248	1337
ENSG00000124201.15|ZNFX1	1012.03	1088	979.01	1149.01
ENSG00000124207.17|CSE1L	3698	4217	3976	4238
ENSG00000124208.16|TMEM189-UBE2V1	0.94	70.43	55.52	149.04
ENSG00000124209.4|RAB22A	792	882	1007	1022
ENSG00000124212.6|PTGIS	12	15	5	13
ENSG00000124214.19|STAU1	2921	2776	2826	3120
ENSG00000124217.4|MOCS3	264	262	281	275
ENSG00000124222.22|STX16	2271.1	2383.5	2501.58	2701.59
ENSG00000124224.17|PPP4R1L	213	233	258	245
ENSG00000124225.16|PMEPA1	160	175	180	191
ENSG00000124226.11|RNF114	1901	2122	2171	2155
ENSG00000124228.14|DDX27	1967.93	1909	2016.9	2204.99
ENSG00000124243.17|BCAS4	73.05	95.01	60	80
ENSG00000124257.6|NEURL2	10.83	7.73	16	12.35
ENSG00000124275.14|MTRR	715	795	768	741
ENSG00000124279.12|FASTKD3	366	348	428	393
ENSG00000124299.14|PEPD	1103	925	1033	980
ENSG00000124302.13|CHST8	108	90	133	107
ENSG00000124313.15|IQSEC2	137	169	125	172
ENSG00000124333.16|PAR|Y|VAMP7	292	315.5	366	369
ENSG00000124333.16|VAMP7	292	315.5	366	369
ENSG00000124356.16|STAMBP	1060	1081	1111	1240
ENSG00000124357.13|NAGK	1023	956	985	1198
ENSG00000124370.11|MCEE	75	78	76	80
ENSG00000124374.9|PAIP2B	126	143	113	125
ENSG00000124380.11|SNRNP27	802.85	798	809	992.84
ENSG00000124383.9|MPHOSPH10	811	945	985	994
ENSG00000124406.16|ATP8A1	31	22	19	32
ENSG00000124422.12|USP22	6603.97	7151.46	6376.31	7117.76
ENSG00000124444.15|ZNF576	201.23	207.04	200.48	274.57
ENSG00000124459.12|ZNF45	501	580	560	683
ENSG00000124479.10|NDP	116	139	130	131
ENSG00000124486.13|USP9X	3310	3585	3723	3789
ENSG00000124496.12|TRERF1	520	455	493	563
ENSG00000124507.11|PACSIN1	11	8	13	5
ENSG00000124508.16|BTN2A2	452	414	430.2	565
ENSG00000124523.15|SIRT5	151.99	176.85	204.87	175.32
ENSG00000124532.14|MRS2	449.66	558.72	620.34	615.16
ENSG00000124535.15|WRNIP1	888	912	848	954
ENSG00000124541.7|RRP36	909.87	870	837	924
ENSG00000124549.14|BTN2A3P	137	135	154	188
ENSG00000124562.10|SNRPC	974	865	1008	998
ENSG00000124571.18|XPO5	2388	2489	2685	2784
ENSG00000124574.15|ABCC10	577	577	564	656
ENSG00000124587.14|PEX6	367	380	344	429
ENSG00000124588.20|NQO2	99.51	141.37	135.57	136.62
ENSG00000124593.16|AL365205.1	644.2	542.84	638.16	709.38
ENSG00000124596.17|OARD1	775.36	684	775.04	767.22
ENSG00000124602.10|UNC5CL	55.64	50	55.96	56.78
ENSG00000124608.5|AARS2	702.95	738.88	700	904.92
ENSG00000124613.8|ZNF391	131	152	166	165
ENSG00000124614.15|RPS10	3316.59	3303.59	3056.19	3138.42
ENSG00000124615.20|MOCS1	439.68	442.61	445.87	468.58
ENSG00000124641.16|MED20	914	1000	1036	1047
ENSG00000124659.6|TBCC	377	392	333	425
ENSG00000124688.13|MAD2L1BP	422	521	450	541
ENSG00000124702.18|KLHDC3	1913	1884	1698	1844
ENSG00000124713.6|GNMT	12	7	7	16
ENSG00000124733.4|MEA1	1645.77	1457.09	1516.55	1724.88
ENSG00000124762.13|CDKN1A	758	926	786	1116
ENSG00000124766.6|SOX4	6122	6335	6090	6313
ENSG00000124767.7|GLO1	3179	3384	3551	3644
ENSG00000124772.12|CPNE5	264	267	216	241
ENSG00000124782.20|RREB1	435	483	420	486
ENSG00000124783.14|SSR1	3560	3609	4103	3771
ENSG00000124784.9|RIOK1	688	709	667	625
ENSG00000124785.9|NRN1	542	550	594	664
ENSG00000124786.11|SLC35B3	204	252	269	256
ENSG00000124787.13|RPP40	93	56	118	102
ENSG00000124788.18|ATXN1	748	670	764	780
ENSG00000124789.11|NUP153	1728.19	1908.83	1921.26	1938.66
ENSG00000124795.16|DEK	4540	4961	4700	4784
ENSG00000124802.12|EEF1E1	459	427	533	465
ENSG00000124813.22|RUNX2	129	90	150	123
ENSG00000124831.19|LRRFIP1	503.19	560.36	516.26	557.04
ENSG00000124920.13|MYRF	200.05	201	128	204.53
ENSG00000124942.14|AHNAK	1165	1451	1505	1807
ENSG00000125037.12|EMC3	557.33	559.47	657.26	676.83
ENSG00000125089.17|SH3TC1	23	40	14	34
ENSG00000125107.18|CNOT1	3149.04	3369.83	3428.37	3615.29
ENSG00000125122.15|LRRC29	23	38	20	31
ENSG00000125124.12|BBS2	1563.2	1425	1622	1404
ENSG00000125148.7|MT2A	477	443	314	350
ENSG00000125149.11|C16orf70	411.49	418.09	426.71	485.11
ENSG00000125166.13|GOT2	2145	2219	2239	2422
ENSG00000125170.11|DOK4	349	385	343	473
ENSG00000125246.15|CLYBL	28	27	19	21
ENSG00000125247.15|TMTC4	319	313	265	248
ENSG00000125249.7|RAP2A	577	689	651	679
ENSG00000125257.15|ABCC4	209	225	250	196
ENSG00000125266.7|EFNB2	894.84	971.17	1171.23	1202.74
ENSG00000125285.5|SOX21	924	989	1108	1132
ENSG00000125304.9|TM9SF2	1474.54	1660.17	1760.31	1739.41
ENSG00000125319.14|C17orf53	189	267	181	275
ENSG00000125347.14|IRF1	64.98	94.85	87.93	114.11
ENSG00000125351.11|UPF3B	499	539	560	646
ENSG00000125352.5|RNF113A	179	173	183	233
ENSG00000125354.23|SEPT6	745	893	806	884
ENSG00000125355.15|TMEM255A	460	426	418	437
ENSG00000125356.7|NDUFA1	742	689	727	812
ENSG00000125375.14|DMAC2L	420.66	442.82	452.05	450.02
ENSG00000125378.16|BMP4	20	27	26	31
ENSG00000125386.15|FAM193A	1111	1125.69	1128.25	1139.95
ENSG00000125388.20|GRK4	46	71	86	76
ENSG00000125398.7|SOX9	9033	8812	8571	8982
ENSG00000125434.11|SLC25A35	211.42	225.32	161.4	182.55
ENSG00000125445.11|MRPS7	1107.45	1143.73	1148.26	1194.25
ENSG00000125447.17|GGA3	1063.55	1123	1139.36	1211.29
ENSG00000125449.7|ARMC7	205	192	201	253
ENSG00000125450.11|NUP85	1189	1241	1143	1324
ENSG00000125454.12|SLC25A19	107.56	114.2	101.64	157.91
ENSG00000125457.14|MIF4GD	223	233.27	212.38	248.46
ENSG00000125458.7|NT5C	221.33	208.3	243.71	288.58
ENSG00000125459.15|MSTO1	969.62	962.98	988.37	1176.14
ENSG00000125462.17|C1orf61	9681	8743	9917	9418
ENSG00000125482.13|TTF1	459	519	508	557
ENSG00000125484.12|GTF3C4	1405.88	1647.3	1559.49	1592.13
ENSG00000125485.17|DDX31	385.12	376.7	462.51	418.87
ENSG00000125503.13|PPP1R12C	886	901	845	1097
ENSG00000125505.17|MBOAT7	685	660	593	842
ENSG00000125510.16|OPRL1	76	71	80	70
ENSG00000125520.14|SLC2A4RG	1003.56	1165.34	1109.05	1288.58
ENSG00000125534.10|PPDPF	1006	1220	989	1244
ENSG00000125611.15|CHCHD5	155	173.05	140.13	175
ENSG00000125618.17|PAX8	46	54.04	42	54
ENSG00000125629.15|INSIG2	237	263	309	309
ENSG00000125630.15|POLR1B	748	871	924	843
ENSG00000125633.11|CCDC93	1650	1813	1802	1951
ENSG00000125637.15|PSD4	55	49	24	61
ENSG00000125648.15|SLC25A23	2057	2054	1855	2062
ENSG00000125650.4|PSPN	89	98	112	120
ENSG00000125651.14|GTF2F1	1814	1898	1784	2172
ENSG00000125652.8|ALKBH7	77	101	79	66
ENSG00000125656.10|CLPP	602	604	564	636
ENSG00000125675.18|GRIA3	28	21	28	11
ENSG00000125676.20|THOC2	1439.11	1491.05	1627.22	1536
ENSG00000125686.12|MED1	2494.78	2934	2841.23	3159.14
ENSG00000125691.13|RPL23	7726.35	7340.99	7106	7264
ENSG00000125703.15|ATG4C	126	139	163	127
ENSG00000125733.18|TRIP10	606	589	605	744
ENSG00000125734.15|GPR108	801	800	759	894
ENSG00000125740.14|FOSB	24	36	29	30
ENSG00000125741.4|OPA3	663	697	625	780
ENSG00000125743.10|SNRPD2	1863	1735	1810	1854
ENSG00000125744.12|RTN2	155.94	182	149	180.92
ENSG00000125746.16|EML2	16	21	9	11
ENSG00000125753.14|VASP	308	368	386	417
ENSG00000125755.18|SYMPK	1961	2005	1699	2255
ENSG00000125772.12|GPCPD1	1486	1751	1719	1836
ENSG00000125775.15|SDCBP2	14	9.26	8	13.82
ENSG00000125779.22|PANK2	753.63	768.99	712.48	813.92
ENSG00000125787.11|GNRH2	14	10	5	9
ENSG00000125804.13|FAM182A	35	35	64.36	44
ENSG00000125812.16|GZF1	625	596	729	693
ENSG00000125814.17|NAPB	195	245	282	254
ENSG00000125816.5|NKX2-4	124	142	131	205
ENSG00000125817.8|CENPB	1791	1640	1505	1885
ENSG00000125818.18|PSMF1	2444.97	2282.06	2258.04	2602.55
ENSG00000125820.5|NKX2-2	305.89	364.47	313.67	383.53
ENSG00000125821.12|DTD1	1039.98	956	1014.23	946.13
ENSG00000125826.20|RBCK1	876	925	873	1111
ENSG00000125827.9|TMX4	895	1048	883	1014
ENSG00000125834.12|STK35	1162	1201	1049	1298
ENSG00000125835.18|SNRPB	3198	3245	3001.59	3344.41
ENSG00000125841.13|NRSN2	1378	1325	1333	1563
ENSG00000125843.11|AP5S1	350.88	334.87	293.88	414.31
ENSG00000125844.15|RRBP1	3482	3436	3390	4054
ENSG00000125845.7|BMP2	32	11	25	33
ENSG00000125846.15|ZNF133	558	542	505.58	569.78
ENSG00000125848.10|FLRT3	1326	1394	1685	1714
ENSG00000125851.10|PCSK2	416	303	221	211
ENSG00000125863.20|MKKS	882.67	908.86	1036.49	937.8
ENSG00000125864.14|BFSP1	33	26	18	24
ENSG00000125868.16|DSTN	2376	2522	2997.97	2969
ENSG00000125869.10|LAMP5	308.99	282	244	232
ENSG00000125870.11|SNRPB2	3656	3812	4402	4578
ENSG00000125871.14|MGME1	692	747	737	836
ENSG00000125875.14|TBC1D20	1799	1752	1809	2075
ENSG00000125877.13|ITPA	789	784	800	811
ENSG00000125879.4|OTOR	45	34	32	23
ENSG00000125885.13|MCM8	1429.88	1613.13	1513	1795.05
ENSG00000125898.13|FAM110A	96	96	78	100
ENSG00000125901.6|MRPS26	457	431	424	504
ENSG00000125912.11|NCLN	1210	1226	1054	1374
ENSG00000125931.11|CITED1	398	371	304	393
ENSG00000125944.20|HNRNPR	6852	6639	6611	7131
ENSG00000125945.15|ZNF436	798.73	1001.68	934.42	1129.33
ENSG00000125952.19|MAX	522.75	505.5	507.38	610.07
ENSG00000125962.14|ARMCX5	765.61	834.38	743.8	828.36
ENSG00000125966.10|MMP24	75.38	64.88	52.67	49.99
ENSG00000125967.16|NECAB3	493	558	445	573
ENSG00000125968.9|ID1	297	288	398	393
ENSG00000125970.12|RALY	3211	3158	2997	3500
ENSG00000125971.16|DYNLRB1	2183	2069	2074	2268
ENSG00000125977.7|EIF2S2	2545.69	2608.21	2816.43	2915.42
ENSG00000125991.19|ERGIC3	3307	3077.61	3147	3343.57
ENSG00000125995.16|ROMO1	414	440	398	433
ENSG00000126001.16|CEP250	1437	1414	1168	1467
ENSG00000126003.7|PLAGL2	1061	1154	1031	1264
ENSG00000126005.17|MMP24OS	252.63	224.12	231.33	234.46
ENSG00000126010.5|GRPR	17	10	15	22
ENSG00000126012.11|KDM5C	3828	3692	3449	4193
ENSG00000126016.15|AMOT	832	673	1065	904
ENSG00000126062.4|TMEM115	410.34	377	372.43	528.98
ENSG00000126067.12|PSMB2	1697	1701	1708	1903.79
ENSG00000126070.20|AGO3	449	484	596	586
ENSG00000126088.14|UROD	741	814	748.02	915.01
ENSG00000126091.20|ST3GAL3	288	262	285	284
ENSG00000126106.14|TMEM53	150.56	126.41	124.05	142.59
ENSG00000126107.15|HECTD3	913	846	950.98	1021.99
ENSG00000126214.21|KLC1	2485.47	2589.52	2671.36	2975.38
ENSG00000126215.14|XRCC3	779.05	766.03	599.39	858.17
ENSG00000126216.15|TUBGCP3	499.93	496.95	550.62	577.45
ENSG00000126217.21|MCF2L	2161	2211	2467	2781
ENSG00000126226.21|PCID2	600	655	660	750
ENSG00000126243.8|LRFN3	211	183	209	214
ENSG00000126246.10|IGFLR1	54.82	81.14	57.47	80.35
ENSG00000126247.10|CAPNS1	3718	3555	3777	4421
ENSG00000126249.8|PDCD2L	122	88	118	113.58
ENSG00000126254.12|RBM42	776	799	733	950
ENSG00000126259.19|KIRREL2	34	17	26	41
ENSG00000126261.13|UBA2	3430	3613	3649	3785
ENSG00000126267.10|COX6B1	1857	1692	1658	1832
ENSG00000126351.12|THRA	1843.29	1982.06	1682.64	2320.52
ENSG00000126368.6|NR1D1	463.71	398.94	379.36	419.48
ENSG00000126391.14|FRMD8	510	562	508	652
ENSG00000126432.14|PRDX5	2662	2450	2304	2831
ENSG00000126453.9|BCL2L12	228.69	213.55	214.09	298.19
ENSG00000126456.16|IRF3	719.31	745.45	741.91	905.81
ENSG00000126457.21|PRMT1	2357.6	2088.96	1904.74	2107.06
ENSG00000126458.4|RRAS	81	74	47	78
ENSG00000126461.15|SCAF1	871	882	789	1011
ENSG00000126464.14|PRR12	610	690	528.76	799
ENSG00000126500.3|FLRT1	95.04	104.92	51.21	78.23
ENSG00000126522.16|ASL	439	443.13	482.07	545.9
ENSG00000126524.10|SBDS	1195.72	1160.84	1500.95	1445.7
ENSG00000126561.16|STAT5A	73.27	85.2	59.67	67.1
ENSG00000126562.17|WNK4	77.83	67.42	56.63	67.93
ENSG00000126581.13|BECN1	1233.16	1176.84	1261.99	1325.82
ENSG00000126583.11|PRKCG	16	13	10	15
ENSG00000126602.11|TRAP1	1218.74	1042.69	1074.14	1214.09
ENSG00000126603.8|GLIS2	383.85	413.57	348.71	409.89
ENSG00000126653.18|NSRP1	950	950	1040	1080
ENSG00000126698.11|DNAJC8	3184	3111	2970	3298
ENSG00000126705.14|AHDC1	221	288	263	296
ENSG00000126709.15|IFI6	60	80	78	77
ENSG00000126746.17|ZNF384	1114.71	1044.34	889.34	1084.81
ENSG00000126749.16|EMG1	684.91	611.99	564.8	679.08
ENSG00000126752.7|SSX1	10	10	13	9
ENSG00000126756.12|UXT	485.95	495.43	517.79	492.51
ENSG00000126759.13|CFP	33	39	43	48.78
ENSG00000126767.18|ELK1	931	1077	929	1203
ENSG00000126768.12|TIMM17B	764.36	686	658	774.65
ENSG00000126773.13|PCNX4	1711.2	1812.27	1957.47	1987.06
ENSG00000126775.8|ATG14	606	566	519	593
ENSG00000126777.18|KTN1	5070	5296	6233	6050
ENSG00000126778.10|SIX1	284	245	291	264
ENSG00000126785.13|RHOJ	2072	2271	2240	2465
ENSG00000126787.13|DLGAP5	2133	2488	2113	2449
ENSG00000126790.12|L3HYPDH	206	199.67	212.79	204
ENSG00000126804.13|ZBTB1	1092	1200.98	1368	1435.9
ENSG00000126814.6|TRMT5	382.35	440.41	435.85	479.43
ENSG00000126821.8|SGPP1	334	415	404	423
ENSG00000126822.17|PLEKHG3	153	128	78.78	130
ENSG00000126858.18|RHOT1	608	653	656.95	803.97
ENSG00000126870.16|WDR60	259	269	290	286
ENSG00000126878.13|AIF1L	4557	4931	4313	4944
ENSG00000126882.13|FAM78A	130	143	148	135
ENSG00000126883.17|NUP214	1794	1984	1792	2060
ENSG00000126903.16|SLC10A3	167	196	146	240
ENSG00000126934.13|MAP2K2	1439	1374	1290.98	1649
ENSG00000126945.9|HNRNPH2	1713	1638	1902.96	1880
ENSG00000126947.12|ARMCX1	362	382	471	444
ENSG00000126950.8|TMEM35A	94	96	99	99
ENSG00000126953.7|TIMM8A	148	190	141	165
ENSG00000126970.16|ZC4H2	765	828	752	798
ENSG00000127022.15|CANX	9503	9082	11221	9999
ENSG00000127054.20|INTS11	597	597	543	651
ENSG00000127080.10|IPPK	221.9	244.08	279.17	295.63
ENSG00000127081.14|ZNF484	216	197	224	263
ENSG00000127084.19|FGD3	16	27	16	29
ENSG00000127124.16|HIVEP3	660	687	512	692
ENSG00000127125.9|PPCS	94.62	102	111	108.1
ENSG00000127184.13|COX7C	2241	2122	2426	2146.96
ENSG00000127191.18|TRAF2	547	651	444	648
ENSG00000127220.6|ABHD8	42.02	51.96	51	42
ENSG00000127241.16|MASP1	257	158	187	148
ENSG00000127249.15|ATP13A4	2	9	12	11
ENSG00000127252.6|HRASLS	29	22	27	21
ENSG00000127311.9|HELB	42	34	50	65
ENSG00000127314.18|RAP1B	1217.43	1185	1385.36	1360.61
ENSG00000127325.19|BEST3	186	199	184	167
ENSG00000127328.21|RAB3IP	373	346	419	360
ENSG00000127334.10|DYRK2	328.29	492	438	448.03
ENSG00000127337.7|YEATS4	347	341	363	365
ENSG00000127366.5|TAS2R5	1	6	13	12
ENSG00000127415.13|IDUA	189.97	195	157.97	192.25
ENSG00000127418.15|FGFRL1	2640	2643	2214	2933
ENSG00000127419.17|TMEM175	312	395	356	460
ENSG00000127423.10|AUNIP	162.02	176	175.57	177
ENSG00000127445.13|PIN1	982	1072	971	1180
ENSG00000127452.8|FBXL12	430	411	348	465
ENSG00000127463.15|EMC1	2639.98	2571.14	2738.82	2970.28
ENSG00000127472.11|PLA2G5	12	9	24	11
ENSG00000127481.15|UBR4	4100.2	4554.48	4021.5	4857.2
ENSG00000127483.18|HP1BP3	4899	5706	5651	6052
ENSG00000127511.9|SIN3B	1837	1914	1828	2229
ENSG00000127526.15|SLC35E1	1340	1419	1350	1478
ENSG00000127527.14|EPS15L1	1453	1467	1509	1654
ENSG00000127528.5|KLF2	74	73	67	54
ENSG00000127533.3|F2RL3	23	8	32	28
ENSG00000127540.12|UQCR11	906.28	925.04	888.84	938.03
ENSG00000127554.13|GFER	587	558.89	537	703.33
ENSG00000127561.15|SYNGR3	117	137	135	161
ENSG00000127564.17|PKMYT1	357.85	361.77	271.55	406.57
ENSG00000127578.7|WFIKKN1	11	10	11	11
ENSG00000127580.17|WDR24	195.31	254.5	160.1	223.95
ENSG00000127585.12|FBXL16	348	413	364	420
ENSG00000127586.17|CHTF18	638.88	807	591	816.67
ENSG00000127603.25|MACF1	4444	4680	4870	5133
ENSG00000127616.18|SMARCA4	6471	6419	5696	7014
ENSG00000127663.15|KDM4B	961	1024	922	1023
ENSG00000127666.9|TICAM1	195	203	197	251
ENSG00000127720.8|METTL25	30.69	20	32.25	25
ENSG00000127774.7|EMC6	203.26	197.62	206.84	224.56
ENSG00000127804.13|METTL16	951	1036	1053	1118
ENSG00000127824.14|TUBA4A	282.57	289.87	234.68	310.56
ENSG00000127831.10|VIL1	29.47	5.67	5.28	35.53
ENSG00000127837.9|AAMP	2077	1937	1915	2208
ENSG00000127838.14|PNKD	588	527	474	604
ENSG00000127863.15|TNFRSF19	4825	5302	5952	5677
ENSG00000127870.17|RNF6	542	712	649	731.88
ENSG00000127884.5|ECHS1	758	750	708	836
ENSG00000127903.14|ZNF835	77.93	94.33	81.98	90.94
ENSG00000127914.16|AKAP9	804	876	950	1064
ENSG00000127920.5|GNG11	137	107	179	166
ENSG00000127922.9|SEM1	1694	1617	1711	1762
ENSG00000127946.17|HIP1	6440	6603	6582	6816
ENSG00000127947.16|PTPN12	2517	2561	3046	2928
ENSG00000127948.16|POR	808	865	792	923
ENSG00000127951.7|FGL2	15	9	15	15
ENSG00000127952.17|STYXL1	435	378	382	461
ENSG00000127955.17|GNAI1	676	730	702	797
ENSG00000127957.18|PMS2P3	144.34	125.22	162.53	178.74
ENSG00000127980.16|PEX1	790.99	909.78	893.32	966.26
ENSG00000127989.13|MTERF1	153	214	211	221
ENSG00000127990.17|SGCE	780	720	868	769
ENSG00000127993.16|RBM48	356	366	408	419
ENSG00000127995.17|CASD1	740	729	892	846
ENSG00000128000.16|ZNF780B	359.48	392	464.28	483
ENSG00000128011.4|LRFN1	98.04	97.16	52	84.26
ENSG00000128016.6|ZFP36	186	193	157	225
ENSG00000128039.11|SRD5A3	135.83	179.99	153	170.93
ENSG00000128050.8|PAICS	5136.99	4903.99	5076.99	5092.99
ENSG00000128059.8|PPAT	649.93	752.94	765.93	738.84
ENSG00000128159.12|TUBGCP6	1541	1644	1646	1891
ENSG00000128165.9|ADM2	143	135	131	154
ENSG00000128185.9|DGCR6L	389.83	360.14	297.94	445.02
ENSG00000128191.16|DGCR8	1504	1504	1470	1561
ENSG00000128203.7|ASPHD2	109.86	94.6	99	133
ENSG00000128228.5|SDF2L1	51	56	68	48
ENSG00000128245.15|YWHAH	2895	2587	3633	3575
ENSG00000128266.9|GNAZ	122	144	110	109
ENSG00000128268.12|MGAT3	247	265	191	260
ENSG00000128271.22|ADORA2A	25	36	15.77	27
ENSG00000128272.14|ATF4	4855	4636.96	4968.97	5251
ENSG00000128274.17|A4GALT	10	14	3	16
ENSG00000128283.7|CDC42EP1	235	208	175	227
ENSG00000128284.19|APOL3	32	45	35	53
ENSG00000128285.4|MCHR1	12	18	4	4
ENSG00000128294.16|TPST2	479	414	465	475
ENSG00000128298.17|BAIAP2L2	14	28	8	12
ENSG00000128309.16|MPST	855	864	871	994
ENSG00000128311.14|TST	212	212	161	196
ENSG00000128335.14|APOL2	408	352	410	524
ENSG00000128342.5|LIF	79	106	117	163
ENSG00000128346.10|C22orf23	37.3	34.19	41.1	75.34
ENSG00000128394.17|APOBEC3F	46.48	48.75	69.66	70.45
ENSG00000128408.8|RIBC2	14	11	15	16
ENSG00000128463.13|EMC4	1328.92	1260.93	1369.93	1473.94
ENSG00000128487.16|SPECC1	2083	1967	1850	1981
ENSG00000128512.21|DOCK4	537	498	501	467
ENSG00000128513.15|POT1	118	135	181	170
ENSG00000128524.5|ATP6V1F	1046.84	1051.87	931.85	1152.85
ENSG00000128534.8|LSM8	694	719	729	709
ENSG00000128536.16|CDHR3	26	32	39	35
ENSG00000128563.13|PRKRIP1	1228.4	1087.51	1070.79	1229.54
ENSG00000128564.7|VGF	208	183	322	290
ENSG00000128567.17|PODXL	9464	9653	9480	10157
ENSG00000128578.10|STRIP2	465	509	388	449
ENSG00000128581.15|IFT22	587	552	649	668
ENSG00000128585.18|MKLN1	1374.55	1451.5	1705.78	1746.96
ENSG00000128590.5|DNAJB9	197	253	297	207
ENSG00000128594.8|LRRC4	321	348	260	324
ENSG00000128595.17|CALU	6493	6715	7460	7561
ENSG00000128596.17|CCDC136	290	277	341	371
ENSG00000128602.10|SMO	1238	1299.42	1127.94	1379.29
ENSG00000128604.20|IRF5	86	101	76	110
ENSG00000128606.13|LRRC17	234	288	118	162
ENSG00000128607.14|KLHDC10	791	872	1000	1038
ENSG00000128609.15|NDUFA5	571	611	658	645
ENSG00000128626.11|MRPS12	187.73	165.28	196.34	174.2
ENSG00000128641.19|MYO1B	117	92	87	72
ENSG00000128652.11|HOXD3	29.5	24.84	29.14	22.5
ENSG00000128654.14|MTX2	394	361	422	406
ENSG00000128656.14|CHN1	587	656	712	700
ENSG00000128683.14|GAD1	2683.47	2243.6	2604.6	2154.2
ENSG00000128694.12|OSGEPL1	281	255.25	258	256.48
ENSG00000128699.14|ORMDL1	875	919	1051	969
ENSG00000128708.13|HAT1	1426	1451	1474	1511
ENSG00000128709.13|HOXD9	27	27	20	34
ENSG00000128710.5|HOXD10	55.76	57.32	47.82	64.95
ENSG00000128713.13|HOXD11	12.24	6.68	13.18	15.05
ENSG00000128714.6|HOXD13	295	285	302	300
ENSG00000128731.17|HERC2	2923.92	3125.99	2877.72	3479.61
ENSG00000128739.22|SNRPN	2030.65	1890.75	1795.09	1887.51
ENSG00000128789.21|PSMG2	492	609	676	635
ENSG00000128791.12|TWSG1	685	769	854	952
ENSG00000128805.14|ARHGAP22	185	118	157	121
ENSG00000128829.12|EIF2AK4	2098	2145	2251	2508
ENSG00000128833.13|MYO5C	1158	1312.56	1500.82	1480.95
ENSG00000128849.10|CGNL1	753	784	665	772
ENSG00000128872.10|TMOD2	1127	1300	1560	1541
ENSG00000128881.17|TTBK2	895.07	1044.91	1070.65	1165.87
ENSG00000128891.15|CCDC32	266	280.78	249	299.07
ENSG00000128908.16|INO80	1235.99	1157	1325	1311
ENSG00000128915.12|ICE2	1093	1143	1218	1276
ENSG00000128923.11|MINDY2	302	402	407	443
ENSG00000128928.9|IVD	2145	2244	2219	2458.82
ENSG00000128944.13|KNSTRN	1599	2135	1757	2076
ENSG00000128951.14|DUT	927	958.38	1009.53	1003.59
ENSG00000128965.13|CHAC1	28	34	21	26
ENSG00000128973.13|CLN6	636.98	707.45	656.7	774.81
ENSG00000128989.10|ARPP19	4278	5011.92	5128	5137.92
ENSG00000129003.17|VPS13C	2406	2406	2806	2558
ENSG00000129007.14|CALML4	65.5	53.92	39.44	57.66
ENSG00000129028.9|THAP10	161	194	188	231
ENSG00000129038.16|LOXL1	958	967	839	986
ENSG00000129055.12|ANAPC13	1014.49	1072.35	1052.42	1082.62
ENSG00000129071.9|MBD4	369	390	447	557
ENSG00000129083.12|COPB1	2687.62	2879	3255	3137
ENSG00000129084.17|PSMA1	2074.36	2058	2367	2512
ENSG00000129103.18|SUMF2	2759.71	3022.96	2678.2	3202.58
ENSG00000129116.19|PALLD	1060.95	1125	1075	1215
ENSG00000129128.13|SPCS3	1710	1886	1997	1900
ENSG00000129151.9|BBOX1	76	66	46	40
ENSG00000129158.11|SERGEF	223	205.56	209	221.27
ENSG00000129159.7|KCNC1	349	336	229	278
ENSG00000129167.9|TPH1	6	11.56	17	18.05
ENSG00000129173.13|E2F8	516	632	470	596
ENSG00000129187.14|DCTD	777	865	820	861
ENSG00000129194.7|SOX15	14	20	12	27
ENSG00000129195.16|PIMREG	1243.99	1436	1072	1335.99
ENSG00000129197.14|RPAIN	1629.46	1697.43	1579.46	1762.23
ENSG00000129204.16|USP6	51.82	58.43	82.09	57.66
ENSG00000129219.14|PLD2	586	604	485	621
ENSG00000129226.14|CD68	76.39	38.23	67.7	87.56
ENSG00000129235.10|TXNDC17	459.5	511.47	570.17	521.64
ENSG00000129244.9|ATP1B2	2002	1627	1905	1844
ENSG00000129245.11|FXR2	1251	1285	1217	1470.99
ENSG00000129250.12|KIF1C	1455	1413	1386	1742
ENSG00000129255.16|MPDU1	1582.49	1514.67	1500.29	1617.01
ENSG00000129292.20|PHF20L1	1299.32	1433.06	1629.01	1544.31
ENSG00000129295.9|LRRC6	24	21	24	40
ENSG00000129315.11|CCNT1	605	669	761	810
ENSG00000129317.14|PUS7L	288	329	328	316
ENSG00000129347.20|KRI1	1620.64	1689.78	1452.73	1875.67
ENSG00000129351.17|ILF3	19671	19374	18607	20990
ENSG00000129353.15|SLC44A2	4109	4377	3841	4911
ENSG00000129355.6|CDKN2D	224	213	213	293
ENSG00000129422.14|MTUS1	794.73	757.43	734.72	796.31
ENSG00000129460.16|NGDN	604	611	640	678
ENSG00000129472.15|RAB2B	507	579	619	638
ENSG00000129473.9|BCL2L2	816.4	870.84	861.07	976.45
ENSG00000129474.16|AJUBA	238	257	259	316
ENSG00000129480.13|DTD2	210.79	197.64	192.91	188.78
