Ctrl_827_R1B1	Ola_827_R1B1	Ctrl_827_R2B1	Ola_827_R2B1	Ctrl_827_R3B2	Ola_827_R3B2
ENSG00000157800.18|SLC37A3	764	760	792	669	900	622
ENSG00000157823.17|AP3S2	964.65	884.28	817.38	776.74	1104.02	798.13
ENSG00000157827.20|FMNL2	4083.89	3636.92	8170.8	5014.81	4415.87	3904.96
ENSG00000157833.13|GAREM2	253	261	202	220	272	245
ENSG00000157837.16|SPPL3	1182	1095	1527	1136	1323	1166
ENSG00000157851.17|DPYSL5	1467	1150	1411	1218	1788	1389
ENSG00000157856.12|DRC1	14	10	27	8	17	10
ENSG00000157869.15|RAB28	270	246	285	258	307	239
ENSG00000157870.16|PRXL2B	680.97	657.8	397.72	509.82	834.52	706.59
ENSG00000157873.17|TNFRSF14	542.46	470.1	491.97	537.24	636.1	660.98
ENSG00000157881.14|PANK4	665	479	505	524	656	582
ENSG00000157890.17|MEGF11	267	280	153	190	341	268
ENSG00000157895.11|C12orf43	365	359	268	277	438	344
ENSG00000157911.10|PEX10	463.95	406.19	376.84	420.24	591.22	533.18
ENSG00000157916.20|RER1	2260.05	2033.81	2645.16	2086.76	2535.78	2049.82
ENSG00000157927.16|RADIL	56	49	33	53	55	45
ENSG00000157933.10|SKI	1756	1529	2141	1773	2233	1792
ENSG00000157954.15|WIPI2	1127	997	1293	1048	1278	1036
ENSG00000157978.11|LDLRAP1	260	240	342	267	284	279
ENSG00000157985.19|AGAP1	2608	2268	2676	2207	2743	2315
ENSG00000158006.14|PAFAH2	263	243	198	199	256	233
ENSG00000158019.20|BABAM2	642	494.84	402.75	416	684	556
ENSG00000158023.10|WDR66	157	116	140	163	196.85	157
ENSG00000158042.8|MRPL17	1010	847	918	735	1324	858
ENSG00000158050.5|DUSP2	17	19	1	14	22	16
ENSG00000158062.20|UBXN11	284.16	241.15	251.08	240.19	390.13	330.17
ENSG00000158079.16|PTPDC1	202	165	258	148	177	166
ENSG00000158092.7|NCK1	1120	1025	2131	1374	1292	992
ENSG00000158104.11|HPD	24	27	21	31	23	26
ENSG00000158106.14|RHPN1	173	114	91	117	192	163
ENSG00000158109.15|TPRG1L	504	450	815	564	477	468
ENSG00000158113.13|LRRC43	6	15	12	12	9	12
ENSG00000158122.12|PRXL2C	269	238	256	255	288	276
ENSG00000158156.7|XKR8	231	204	197	175	209.29	212
ENSG00000158158.12|CNNM4	450	365	488	355	458	431
ENSG00000158161.16|EYA3	97	115	95	68	130	102
ENSG00000158163.15|DZIP1L	153	126	130	123	167	145
ENSG00000158164.7|TMSB15A	121	109	89	109	161	106
ENSG00000158169.13|FANCC	585	494	462	438	697	542
ENSG00000158186.13|MRAS	1390	1192	1261	997	1411	1104
ENSG00000158195.11|WASF2	2076	1832	3286	2255	2293	1880
ENSG00000158201.10|ABHD3	278	267	233	254	334	260
ENSG00000158220.14|ESYT3	110	76	503	219	110	85
ENSG00000158234.12|FAIM	201	183	138	135	226	169
ENSG00000158246.8|TENT5B	21	20	47	42	34	44
ENSG00000158270.12|COLEC12	44	48	329	167	94	89
ENSG00000158286.13|RNF207	236	197	145	168.32	283	235
ENSG00000158290.16|CUL4B	1379	1427	1626	1263	1688	1325
ENSG00000158292.7|GPR153	1106	996	1152	1117	1185	1139
ENSG00000158296.14|SLC13A3	29	31	24	20	48	33
ENSG00000158301.18|GPRASP2	776.29	733.66	602.82	547.77	848.11	657.16
ENSG00000158315.11|RHBDL2	40.96	36	36.86	32	35.88	26
ENSG00000158321.16|AUTS2	396	345	447.22	443	493	410
ENSG00000158352.15|SHROOM4	440	386	212	271	382	316
ENSG00000158373.8|HIST1H2BD	101	97	134	91	109	80
ENSG00000158402.20|CDC25C	208	197	169	149.9	251	186
ENSG00000158406.4|HIST1H4H	96	104	78	90	129	108
ENSG00000158411.11|MITD1	353	302	363	254	349.4	282
ENSG00000158417.11|EIF5B	2963.01	2640	2259.44	2132.69	3187.59	2373.82
ENSG00000158423.17|RIBC1	14	32	30	12	35	25
ENSG00000158427.15|TMSB15B	105.56	126.69	114.68	132.57	142.45	105.53
ENSG00000158435.8|CNOT11	891	776	648	663	883	740
ENSG00000158457.6|TSPAN33	85	57	44	42	64	45
ENSG00000158458.20|NRG2	267	219	112	155	318	222
ENSG00000158467.16|AHCYL2	1225	1186	785	934	1151	1057
ENSG00000158470.5|B4GALT5	7705	6782	5260.71	5391	8018	6504
ENSG00000158480.11|SPATA2	295	281	267	239	332	305
ENSG00000158483.16|FAM86C1	277.45	235.8	123.17	145.78	269.72	222.59
ENSG00000158526.8|TSR2	941.63	864.52	767.66	694.63	1064.31	858.11
ENSG00000158528.12|PPP1R9A	11	4	12	13	15	21
ENSG00000158545.15|ZC3H18	1531	1257	990	1091	1730	1262
ENSG00000158552.13|ZFAND2B	319	282	652	337	410	320
ENSG00000158555.15|GDPD5	31	24	29	25	30	24
ENSG00000158604.15|TMED4	1844	1631	2686	1783	1960	1715
ENSG00000158615.9|PPP1R15B	1794	1645	2111	1480	2080	1608
ENSG00000158623.14|COPG2	1474.96	1277.87	1271.81	1121.95	1672.98	1325.97
ENSG00000158636.16|EMSY	1012	813	758	632	900	726
ENSG00000158669.11|GPAT4	1482	1293	1410	1167	1592	1255
ENSG00000158691.14|ZSCAN12	243	228	264	228	286	206
ENSG00000158710.14|TAGLN2	12826	11605	14990	11557	14016	12661
ENSG00000158711.13|ELK4	1384	1322.79	1660.26	1144.32	1381.98	1146.33
ENSG00000158715.6|SLC45A3	136	107	113	86	117	97
ENSG00000158716.8|DUSP23	63	47	46	55	63	49
ENSG00000158717.10|RNF166	194	162	135	158	200	167
ENSG00000158747.14|NBL1	137	135	403	241	177	143
ENSG00000158769.18|F11R	641.96	624.55	806.33	621.57	614.75	567.16
ENSG00000158773.14|USF1	1492	1295	1293	1195	1551	1270
ENSG00000158792.16|SPATA2L	94	98	63	80	111	121
ENSG00000158793.14|NIT1	574.74	540.08	662.89	512.12	616.43	576.57
ENSG00000158796.17|DEDD	1040.26	933.92	875.11	879.88	1150.57	891.43
ENSG00000158805.12|ZNF276	588.42	477.44	497.5	419.42	678.82	603.55
ENSG00000158816.15|VWA5B1	5	3	111	63	5	15
ENSG00000158828.8|PINK1	1192.88	1037	1194.57	1016.92	1300.99	1034.01
ENSG00000158850.15|B4GALT3	904.98	819.38	861.05	741.02	964.56	836.19
ENSG00000158856.18|DMTN	861	749	689	718	955	831
ENSG00000158859.10|ADAMTS4	2080	2012	1180	1640	2287	1948
ENSG00000158863.22|FAM160B2	814	694	787	690	967	885
ENSG00000158864.12|NDUFS2	2700	2420	2886	2314	3037	2585
ENSG00000158882.15|TOMM40L	469.1	460.51	339.91	378.42	586.75	465.01
ENSG00000158941.16|CCAR2	2883.3	2452.17	2214.43	2136.9	3319.91	2538.64
ENSG00000158966.15|CACHD1	1102	936	655	799	1065	920
ENSG00000158985.13|CDC42SE2	928	917	997	804	1055	797
ENSG00000158987.20|RAPGEF6	635	574	548	473	721	515
ENSG00000159055.4|MIS18A	261	196	180	210	279	219
ENSG00000159063.13|ALG8	1046	782	606	651	964	789
ENSG00000159069.14|FBXW5	487	389	470	517	588	541
ENSG00000159079.19|CFAP298	821.03	827.55	701.95	688.67	829.01	812.33
ENSG00000159082.17|SYNJ1	530	498	446	445	551	438
ENSG00000159086.15|PAXBP1	1226	1109	1658	1195	1252	1004
ENSG00000159110.19|IFNAR2	396.58	327.16	326.2	268.83	408.2	345.75
ENSG00000159111.13|MRPL10	738	635	686	585	772	628
ENSG00000159128.14|IFNGR2	1146	1018.98	1279	949.93	1204.97	969
ENSG00000159131.17|GART	2689	2381	1637	1718	2714	2064
ENSG00000159140.20|SON	9274.99	7967	7551.96	7364	9924	7702.99
ENSG00000159147.18|DONSON	532.71	454	505.04	383.87	570.58	400.12
ENSG00000159164.10|SV2A	7636	6660	6007	5966	8081	6877
ENSG00000159167.12|STC1	1443	1299	2353	1810	1920	1652
ENSG00000159176.14|CSRP1	3057	2659	2160	2046	3490	2569.77
ENSG00000159184.7|HOXB13	28	29	10	15	20	14
ENSG00000159199.14|ATP5MC1	743	641	643	562	860	646
ENSG00000159200.18|RCAN1	1822	1627	1151	1308	1854	1469
ENSG00000159202.18|UBE2Z	2474	2104	3242	2266	2588	2139
ENSG00000159208.16|CIART	336	325	1499	685	444	393
ENSG00000159210.9|SNF8	1034	890	783	713	1142	905
ENSG00000159214.13|CCDC24	183.58	155.58	115	97	157	143
ENSG00000159216.18|RUNX1	601	523	648	506	704	525
ENSG00000159217.10|IGF2BP1	29	18	25	21	20	21
ENSG00000159228.13|CBR1	665.64	573	443	493	758	665
ENSG00000159231.6|CBR3	101.91	90.89	77.96	69.09	127.77	90.87
ENSG00000159256.13|MORC3	570	486	867.67	550	552	484
ENSG00000159259.8|CHAF1B	682	564	409	439	807	507
ENSG00000159263.15|SIM2	107	119	128	97	138	108
ENSG00000159267.14|HLCS	1124	1044	894	863	1239	971
ENSG00000159314.11|ARHGAP27	54	60	68	48	54	62
ENSG00000159322.17|ADPGK	953	913.95	969	803	1173	914
ENSG00000159335.16|PTMS	11563	9355	9758	9207	13400	11087
ENSG00000159346.13|ADIPOR1	2509	2224	3055	2127	2682	2170
ENSG00000159348.13|CYB5R1	735	666	1186	764	783	654
ENSG00000159352.15|PSMD4	3660.71	3087	2954.99	2768	4010	3255
ENSG00000159363.18|ATP13A2	1108	1016	568	875	1358	1138
ENSG00000159377.11|PSMB4	4081	3530	4215	3369	4626	3621
ENSG00000159388.6|BTG2	1671	1667	1573	1496	1957	1830
ENSG00000159399.9|HK2	510	371	5022	2069	899	777
ENSG00000159403.17|C1R	1819.47	1459.29	1388.03	1355	2023.32	1601.63
ENSG00000159409.14|CELF3	186	198	65	134	153	170
ENSG00000159423.17|ALDH4A1	343	300	198	226.75	324	298.55
ENSG00000159433.12|STARD9	389	326	578	391	365	395
ENSG00000159459.12|UBR1	1192	1151	1089	971	1223	981
ENSG00000159461.15|AMFR	2195.96	2004	2699	2005	2266	1974
ENSG00000159479.17|MED8	344	326	383.89	318	401	339
ENSG00000159556.10|ISL2	26	29	39	33	41.84	33
ENSG00000159579.14|RSPRY1	1388	1233	1487	1239	1634	1278
ENSG00000159592.11|GPBP1L1	1078	951	1435	1013	1194	900
ENSG00000159593.15|NAE1	1752	1664	1466	1262	1858	1516
ENSG00000159596.7|TMEM69	235	239	199	208	264	225
ENSG00000159625.14|DRC7	10	18	6	25	14	24
ENSG00000159640.16|ACE	9	13	13	14	16	17
ENSG00000159658.11|EFCAB14	1561	1392	1678	1289	1669	1301
ENSG00000159674.12|SPON2	31	24	40	43	21	39
ENSG00000159685.10|CHCHD6	348	306	213	241	395	291
ENSG00000159692.15|CTBP1	1290.46	1124.71	1071.11	1149.59	1520.14	1238.27
ENSG00000159713.11|TPPP3	1357.07	1183	1005.62	1084	1574	1160.36
ENSG00000159714.11|ZDHHC1	297	198	183	212	305	253
ENSG00000159720.12|ATP6V0D1	1288	1092	902	908	1364	1139
ENSG00000159733.13|ZFYVE28	158	133	116	146	211	175
ENSG00000159753.14|CARMIL2	13	10	7	14	16	9
ENSG00000159761.15|C16orf86	30	28	40	49	61.65	46.55
ENSG00000159784.17|FAM131B	2593	2453	1402	1870	2637	2041
ENSG00000159788.19|RGS12	988	894	919	807	1134	967
ENSG00000159792.10|PSKH1	615	559	486	589	829	654.65
ENSG00000159840.16|ZYX	12640	10455	7648	9047	14501	11982
ENSG00000159842.15|ABR	1278	1001.56	803.54	739.05	991.53	688
ENSG00000159860.7|TCAF2P1	4.71	3.96	34.09	3.4	13.79	17.38
ENSG00000159873.10|CCDC117	857	779	588	622	1111	798
ENSG00000159882.13|ZNF230	146	137	142	132	157	131
ENSG00000159884.12|CCDC107	105.97	63.35	150.71	96.12	85.92	71.45
ENSG00000159885.14|ZNF222	89.98	79.6	99.24	93.37	94.01	87.69
ENSG00000159899.14|NPR2	398.7	352.67	454.57	370.43	394.4	324.43
ENSG00000159905.14|AC006213.1	80	84	54	52	69	62
ENSG00000159917.17|ZNF235	199.98	151.86	105.22	138.27	181.27	150.99
ENSG00000159921.15|GNE	655	614	504	481	691	539
ENSG00000159958.6|TNFRSF13C	42	33	29	35	44	33
ENSG00000160007.18|ARHGAP35	2173	1864	2311	2009	2446	2075
ENSG00000160014.16|CALM3	5580	4473	5020	4341	6052	4819
ENSG00000160049.12|DFFA	1807.46	1595	1177.8	1186.54	1809.33	1360.1
ENSG00000160050.14|CCDC28B	225	209	159	186	288	202
ENSG00000160051.11|IQCC	154.96	125	99	98.95	195.87	123
ENSG00000160055.19|TMEM234	201.86	174.37	225.54	178.59	245.7	159.19
ENSG00000160058.18|BSDC1	1025	972	1417	1021	1124	948
ENSG00000160062.15|ZBTB8A	227.23	213.58	204	171	199.29	170.62
ENSG00000160072.19|ATAD3B	562.52	470.62	363.16	369.5	647.76	576.06
ENSG00000160075.12|SSU72	1894	1512	1542	1369	1890	1616
ENSG00000160087.20|UBE2J2	786	601	706	635	799	705
ENSG00000160094.15|ZNF362	478	402	261	341	529	432
ENSG00000160113.5|NR2F6	661	627	868	622	760	678
ENSG00000160117.15|ANKLE1	253	208	113	108	177	149
ENSG00000160124.9|CCDC58	381	342	393	310	454	346
ENSG00000160131.13|VMA21	1194	1187	1230	1003	1331	1084
ENSG00000160145.15|KALRN	943.76	825.48	1216.37	837.31	915.3	792
ENSG00000160161.9|CILP2	25	24	50	24	29	33
ENSG00000160172.10|FAM86C2P	156.07	150.27	81	104	195.32	126.07
ENSG00000160179.18|ABCG1	36	28	60	50	35	27
ENSG00000160188.10|RSPH1	21	25	23	22	33	24
ENSG00000160190.14|SLC37A1	84	96	82	79	113	84
ENSG00000160191.18|PDE9A	193	168	183	155	235	207
ENSG00000160193.11|WDR4	276	227	116	149	273	202
ENSG00000160194.18|NDUFV3	848	718	694	600	893	677
ENSG00000160199.14|PKNOX1	665	555	541	477	708	554
ENSG00000160200.17|CBS	2457.38	1988.11	2205.72	2305.44	2905.49	2474.43
ENSG00000160201.11|U2AF1	793.94	296.66	599	479.26	509.54	452.96
ENSG00000160207.9|HSF2BP	33	34	16.4	25	31.51	20
ENSG00000160208.13|RRP1B	1276	1151	743	827	1275	997
ENSG00000160209.19|PDXK	1108	965	890	758	1084	924
ENSG00000160211.17|G6PD	1451.62	1309	763	1108	1984	1504
ENSG00000160213.7|CSTB	962	796	1005	883	1052	791
ENSG00000160214.12|RRP1	591	491	388	418	616	525
ENSG00000160216.19|AGPAT3	1608	1442	1093	1180	1601	1274
ENSG00000160218.13|TRAPPC10	892.47	770.3	762.44	667.17	975.28	833.33
ENSG00000160219.12|GAB3	103	113	57	90	123	99
ENSG00000160221.18|GATD3A	147.04	59.52	59.79	58.13	125.08	89.81
ENSG00000160223.17|ICOSLG	789.82	730.81	526.53	626.99	765.23	644.81
ENSG00000160226.16|CFAP410	268.93	221.14	200.19	202.92	347.44	252.92
ENSG00000160229.12|ZNF66	38	31	20	13	39	39
ENSG00000160256.13|FAM207A	107	100	63	84	108	86
ENSG00000160271.16|RALGDS	1830	1562	1350.68	1442	2039.38	1713
ENSG00000160282.14|FTCD	5	12	10	16	5	17
ENSG00000160284.15|SPATC1L	204	144	114	140	243	152
ENSG00000160285.15|LSS	4169.97	3381.95	2786.89	3104.99	4697.99	3892.99
ENSG00000160293.17|VAV2	1383	1123	1358	1189	1365	1131
ENSG00000160294.11|MCM3AP	2683.73	2368.53	2451.79	2112.88	2960.52	2236.41
ENSG00000160298.17|C21orf58	199	153	126	154	277	202
ENSG00000160299.17|PCNT	1433	1247	1156	1133	1559	1280
ENSG00000160305.18|DIP2A	923	803	1131	883	911	846
ENSG00000160307.10|S100B	3931	3694	2394	2663	4436	3534
ENSG00000160310.18|PRMT2	2256	1926	2360	2149	2540	2138
ENSG00000160323.18|ADAMTS13	165	160	158	167	221	184
ENSG00000160325.14|CACFD1	198	184	208	206	252	244
ENSG00000160326.14|SLC2A6	246	246	135	192	274	231
ENSG00000160336.15|ZNF761	456.09	428.63	404.55	300.93	477.68	357.8
ENSG00000160345.13|C9orf116	75	80	86	76	94	76
ENSG00000160352.15|ZNF714	440.18	350	267	288	465.49	386.07
ENSG00000160360.13|GPSM1	563	515.93	528	565	668	702
ENSG00000160392.13|C19orf47	166	137	115	132	213	172
ENSG00000160401.15|CFAP157	19.91	20.48	4.56	16.34	30.21	25.6
ENSG00000160404.18|TOR2A	112	97	86	116	147	125
ENSG00000160408.14|ST6GALNAC6	1032.44	844.72	1139.15	907.54	997.72	944.05
ENSG00000160410.15|SHKBP1	522	452	373	369	583	459
ENSG00000160439.16|RDH13	200.53	162.5	232.06	169.64	208.59	187.35
ENSG00000160445.11|ZER1	812	697	856	706	801	626
ENSG00000160446.19|ZDHHC12	171	139	77	129	252	213
ENSG00000160447.7|PKN3	140	124	97	91	175	110
ENSG00000160460.16|SPTBN4	69	66	44	48	64	59
ENSG00000160469.16|BRSK1	716	547	880	680	722	598
ENSG00000160539.6|PLPP7	97	80	72	79	97	86
ENSG00000160551.11|TAOK1	3441	3216	3972	3181	3600	3066
ENSG00000160563.14|MED27	494	408	296	329	570	366
ENSG00000160570.14|DEDD2	173	157	213	155	213	207
ENSG00000160584.16|SIK3	2086	1788	1351	1407	2324	1702
ENSG00000160588.10|MPZL3	35	27	16	24	23	16
ENSG00000160602.14|AC010761.1	156	173	126.82	119.53	218	192
ENSG00000160606.11|TLCD1	159	183	108	150	201	189
ENSG00000160613.12|PCSK7	1104.36	1044.97	916.07	835.53	1208.98	1069.8
ENSG00000160633.13|SAFB	2854.97	2446.67	2427.05	2260.28	3371.3	2445.25
ENSG00000160678.11|S100A1	104.35	79.99	62.95	57.4	124.45	92.71
ENSG00000160679.13|CHTOP	1880.87	1768.49	1994	1517.77	2028.8	1782.71
ENSG00000160685.13|ZBTB7B	545	462	622	584	515	534
ENSG00000160688.19|FLAD1	717	692	469	505	759	666
ENSG00000160691.18|SHC1	6671.64	5828.26	6091.94	5714.84	7296.75	6210.37
ENSG00000160695.14|VPS11	783	633	685	640	828	690
ENSG00000160703.16|NLRX1	502	400	313	367	531	502
ENSG00000160710.16|ADAR	6759	5823	7328	5695	7119	6021
ENSG00000160712.13|IL6R	82	65	305	153	95	63
ENSG00000160714.10|UBE2Q1	1854	1573	1739	1502	1879	1497
ENSG00000160716.5|CHRNB2	73	59	28.46	36	60	60
ENSG00000160741.17|CRTC2	1016	776	1073	892	1051	930
ENSG00000160746.12|ANO10	636	523	568	493	612	558
ENSG00000160752.14|FDPS	6167.85	5597.67	3400.83	4373.82	6595.65	5135.77
ENSG00000160753.16|RUSC1	804.77	716.71	776.82	750.77	986.58	792.69
ENSG00000160766.14|GBAP1	529.95	474.41	445.27	465.43	626.18	509.29
ENSG00000160767.21|FAM189B	699	622	412	509	800	634
ENSG00000160781.17|PAQR6	192	176	264	228	263	268
ENSG00000160783.19|PMF1	517.57	354.23	394.9	390.82	669.38	494.78
ENSG00000160785.13|SLC25A44	1641	1446	1144	1158	1800	1433
ENSG00000160789.20|LMNA	5626	4907	5318	5396	7521	6173
ENSG00000160796.17|NBEAL2	219	185	224	165	219	172
ENSG00000160799.11|CCDC12	536	450	442	384	685	469
ENSG00000160803.8|UBQLN4	2722.78	2310.93	2054.77	2011.73	2797.53	2244.74
ENSG00000160813.7|PPP1R35	128.9	89.87	111	114	182.84	165
ENSG00000160818.16|GPATCH4	1857	1656	857	1193	2149	1531
ENSG00000160862.13|AZGP1	44	45	41	38	64	42
ENSG00000160867.15|FGFR4	52	41	46	61	76	66
ENSG00000160877.6|NACC1	3463.36	2893.97	2038.18	2597	3928.22	3223
ENSG00000160888.7|IER2	866	811.73	1098	796.54	1014.54	908.1
ENSG00000160908.15|ZNF394	338.28	345.99	364	287.22	306.08	302.36
ENSG00000160917.15|CPSF4	890	792	857	847	1106	833
ENSG00000160932.11|LY6E	313	305	264	281	331	255
ENSG00000160948.14|VPS28	780	692	854	753	1007	861
ENSG00000160949.17|TONSL	537	413	246	367	660	484
ENSG00000160953.16|PWWP3A	1476.15	1236.42	1360.86	1219.94	1602.05	1175.9
ENSG00000160957.13|RECQL4	510	377.43	261	350.85	689.8	528.86
ENSG00000160959.8|LRRC14	554.84	510.87	406.91	478.79	652.11	562.37
ENSG00000160961.12|ZNF333	923	859.74	1282.96	860	856	790
ENSG00000160972.9|PPP1R16A	427.58	365.7	358.85	388.3	502.65	381.82
ENSG00000160973.7|FOXH1	18.36	1	104.87	22.97	34.92	43.24
ENSG00000160991.16|ORAI2	1816.4	1653.29	1317.35	1543.75	2161.3	1897.08
ENSG00000160993.4|ALKBH4	289.6	281.71	215.65	204.25	375.7	268.92
ENSG00000160999.10|SH2B2	155	135	135	148	243	174
ENSG00000161010.15|MRNIP	603.9	546.69	872.68	566.53	609.13	582.78
ENSG00000161011.20|SQSTM1	4324.1	3754.31	4573.32	3796.47	5105.59	4077.22
ENSG00000161013.17|MGAT4B	1079	1053	1373	1037	1387	1158
ENSG00000161016.17|RPL8	9115	7449	8792	7192	10670	8058
ENSG00000161021.13|MAML1	1624	1443	1328	1248	1948	1474
ENSG00000161036.13|LRWD1	716	569	416	454	820	708
ENSG00000161040.16|FBXL13	24	14	15	16	23	18
ENSG00000161048.11|NAPEPLD	912	862	524	617	908	767
ENSG00000161057.12|PSMC2	3610	3022	2457	2778	3910	3120
ENSG00000161082.13|CELF5	18.24	13	13	7	19	18.27
ENSG00000161091.13|MFSD12	1154.4	992.41	913.29	913.77	1200.9	1073.15
ENSG00000161149.12|TUBA3FP	38.44	44.4	20.35	22.29	49.87	49.68
ENSG00000161179.13|YDJC	85	67	65	65	95	76
ENSG00000161202.19|DVL3	4090	3374	4060	3451	4548	3827
ENSG00000161203.13|AP2M1	8103	7061	7328	6482	9041	7327
ENSG00000161204.11|ABCF3	1639	1492	1685	1361	1796	1428
ENSG00000161217.12|PCYT1A	2434.68	2322	2935.72	2262.98	2772.27	2417
ENSG00000161243.9|FBXO27	9	14	18	11	15	4
ENSG00000161265.15|U2AF1L4	217.28	194.04	421.29	226.52	290.07	224.27
ENSG00000161267.12|BDH1	476	359	434	390	498	381
ENSG00000161277.10|THAP8	63	60	60	55	82	57
ENSG00000161298.18|ZNF382	339	300	403	329	362	301
ENSG00000161328.11|LRRC56	18	15	21	20	35	29
ENSG00000161395.14|PGAP3	422	305	359	347	431.94	411.97
ENSG00000161509.14|GRIN2C	21	10	11	9	11	8
ENSG00000161513.12|FDXR	263	267	369	323	328	310
ENSG00000161526.15|SAP30BP	754	718	660	690	969	728
ENSG00000161533.12|ACOX1	1071	1005	809	823	1217	990
ENSG00000161542.16|PRPSAP1	707	596	813	645	786	599
ENSG00000161547.16|SRSF2	4012.93	3452.5	3889.64	3200.89	4563.79	3714.03
ENSG00000161551.14|ZNF577	308	287	316.19	227	364.91	287
ENSG00000161558.11|TMEM143	113	90	119	116	131	129
ENSG00000161618.10|ALDH16A1	234	169	119	192	355.74	242
ENSG00000161638.11|ITGA5	2199	2001	7331	3678	2239	2077
ENSG00000161642.17|ZNF385A	260	214	306	292	284	228
ENSG00000161647.18|MPP3	77	54	88	68	86	58
ENSG00000161653.10|NAGS	13	10	19	19	19	27
ENSG00000161654.9|LSM12	1202.23	1056.76	1221.96	956.88	1319.07	1073.58
ENSG00000161664.6|ASB16	77	80.21	35.79	57	90.82	73.51
ENSG00000161671.16|EMC10	1060.35	1035.55	808.5	936.56	1358.77	1247.06
ENSG00000161677.11|JOSD2	90	73	68	76	96	92
ENSG00000161682.14|FAM171A2	68	45	47	45	74	63
ENSG00000161692.18|DBF4B	432	411	252	321	517	448
ENSG00000161714.12|PLCD3	248	208	153	202	274	215
ENSG00000161791.14|FMNL3	1070.32	959.06	825.81	800.68	1011.29	851.36
ENSG00000161800.13|RACGAP1	2398	1977	1569	1651	2742	1955
ENSG00000161813.22|LARP4	2272	2045	1402	1352	2316	1801
ENSG00000161835.11|GRASP	21	20	44	33	27	17
ENSG00000161847.14|RAVER1	1112.84	871.67	523.75	842.42	1493.29	1267.36
ENSG00000161860.7|SYCE2	35	22.3	34	29	46	39
ENSG00000161888.11|SPC24	659	502	406	483	868	628
ENSG00000161904.12|LEMD2	1172	1000	1373	1010	1186	972
ENSG00000161912.18|ADCY10P1	23	30	36	15	16	21
ENSG00000161914.10|ZNF653	175	140	96	142	225	173
ENSG00000161920.10|MED11	185.57	135	119	129	226	143
ENSG00000161921.15|CXCL16	268	214	235	186	248	204
ENSG00000161939.19|RNASEK-C17orf49	21.75	16.44	8.88	11.89	16.16	33.31
ENSG00000161955.16|TNFSF13	121.23	106.81	116.84	125	156.85	142
ENSG00000161956.13|SENP3	1640.54	1426.64	1107.34	1133.95	1787.32	1494
ENSG00000161958.11|FGF11	65.71	49.43	163.98	111.59	73.31	54.22
ENSG00000161960.15|EIF4A1	18072.34	16034.05	16800.56	14031.94	20004.84	15150.11
ENSG00000161970.14|RPL26	6001	5343.56	8274.55	5647.91	6758	4995.56
ENSG00000161980.5|POLR3K	410.98	356.93	205	255.91	457.96	330.97
ENSG00000161981.10|SNRNP25	483.02	375.07	290	333.09	441.04	370.03
ENSG00000161996.19|WDR90	807	591	610.65	678	893	812.57
ENSG00000161999.12|JMJD8	822.32	660.82	496.72	601.94	1058.88	843.3
ENSG00000162004.17|CCDC78	198	140	132	163	222	188
ENSG00000162032.16|SPSB3	115.43	66.48	166.91	114.87	185.02	136.78
ENSG00000162062.15|TEDC2	135	130	69	101	205	147
ENSG00000162063.13|CCNF	879.97	672.92	351.95	503.95	994.86	746.98
ENSG00000162065.13|TBC1D24	646.36	554	498	514	663	501
ENSG00000162066.15|AMDHD2	177	166.54	133.79	217	235.49	244
ENSG00000162073.13|PAQR4	538.89	423.34	361.72	350.26	666.87	515.61
ENSG00000162076.13|FLYWCH2	140	132	119	139	209	158
ENSG00000162086.14|ZNF75A	665	621	529.86	539	648.18	520
ENSG00000162104.10|ADCY9	662	574	602	565	653	560.02
ENSG00000162105.18|SHANK2	27	19	91	65	48	35
ENSG00000162129.13|CLPB	1187.65	1021.53	734.16	814.62	1150.25	863.17
ENSG00000162139.10|NEU3	424	384	338	295	386	317
ENSG00000162144.9|CYB561A3	684.21	673.71	478.1	535.34	879.48	718.27
ENSG00000162148.11|PPP1R32	25.18	8	51	20	15	10
ENSG00000162174.12|ASRGL1	155.28	89.87	70	83.54	145.58	84.98
ENSG00000162188.6|GNG3	11.15	6	19.6	8.49	18	13
ENSG00000162191.13|UBXN1	847	611	900	688	896	703
ENSG00000162194.12|LBHD1	56.98	62.24	46.97	50.96	83.16	71.17
ENSG00000162222.14|TTC9C	437	414	415	287	430	409
ENSG00000162227.8|TAF6L	451.71	334.59	255.45	250.7	480.2	420.92
ENSG00000162231.14|NXF1	2057	1849	1997	1570	2344	1899
ENSG00000162236.11|STX5	506	450	491	387	551	459
ENSG00000162241.12|SLC25A45	160	144	102	133	186	191
ENSG00000162244.11|RPL29	5370.66	4686.95	7331.29	4777.07	6269.26	5091.61
ENSG00000162298.18|SYVN1	1111.27	875.52	1531.56	1075.1	1142.03	902.89
ENSG00000162300.13|ZFPL1	365.64	333.69	542.59	397.56	522.29	393.55
ENSG00000162302.13|RPS6KA4	311	241	235	240	386	307
ENSG00000162337.12|LRP5	1221	1011	727	923	1324	1132
ENSG00000162341.17|TPCN2	140	95	174.82	131.69	130	133
ENSG00000162368.13|CMPK1	1752	1625	1752	1540	1947	1438
ENSG00000162373.13|BEND5	120	84	126	87	117	90
ENSG00000162377.6|COA7	637	551	333	430	590	467
ENSG00000162378.13|ZYG11B	835	759	897	744	911	725
ENSG00000162384.14|CZIB	520	462	608	410	569	450
ENSG00000162385.11|MAGOH	417	363	375	290	418	382
