Ctrl_827_R1B1	Ola_827_R1B1	Ctrl_827_R2B1	Ola_827_R2B1	Ctrl_827_R3B2	Ola_827_R3B2
ENSG00000116213.16|WRAP73	769	691	628	589	881	701
ENSG00000116221.15|MRPL37	1032	839	944	866	1094	928
ENSG00000116237.16|ICMT	2736	2305	1670	1717	2884	2172
ENSG00000116251.11|RPL22	5092.43	4298.28	6670.21	4607.79	5489.61	4040.28
ENSG00000116260.17|QSOX1	1957	1784	2023	1763	2093	1906
ENSG00000116266.11|STXBP3	1467	1484	1591	1303	1536	1315
ENSG00000116273.6|PHF13	931	832	1067	824	1170	876
ENSG00000116285.13|ERRFI1	854	713	7099	2885	1121	1079
ENSG00000116288.13|PARK7	4055	3552	3424	3253	4545	3514
ENSG00000116329.11|OPRD1	59	83	18	38	85.29	72.66
ENSG00000116337.16|AMPD2	2225.67	1959.03	1944.2	1788.77	2295.94	1997.94
ENSG00000116350.17|SRSF4	1678	1361	1637	1301	1708	1341
ENSG00000116353.15|MECR	152	124	124	123	189	151
ENSG00000116396.14|KCNC4	96	77	78	58	88	77
ENSG00000116406.19|EDEM3	2798	2687	1837	1922	2739	2136
ENSG00000116455.14|WDR77	1390.23	1239.24	800.41	964.07	1472.81	1271.85
ENSG00000116459.11|ATP5PB	2791.79	2624	3375.85	2597	3186.74	2617.89
ENSG00000116473.14|RAP1A	1121	1009	1230	946	1139	989
ENSG00000116478.12|HDAC1	1773	1614	1924	1537	2008	1636
ENSG00000116489.13|CAPZA1	3080	2987	3243	2871	3655	2812
ENSG00000116497.18|S100PBP	622	595	666	515	721	658
ENSG00000116514.16|RNF19B	310	322	411	324	339	291
ENSG00000116521.11|SCAMP3	2121	1746	1552	1613	2333	1976
ENSG00000116525.14|TRIM62	287	247	122	193	259	230
ENSG00000116539.13|ASH1L	2319	2240	2058	1898	2244.9	1954
ENSG00000116560.11|SFPQ	7080	5952	4666	4805	7748	5801
ENSG00000116574.6|RHOU	1870	1961	662	1165	1944	1555
ENSG00000116580.18|GON4L	2213.34	1857.62	2308.66	1795.54	2320.32	1828.62
ENSG00000116584.18|ARHGEF2	5382	4159	5382	4188	5250	3915
ENSG00000116586.11|LAMTOR2	583	467	487	398	661	457
ENSG00000116604.18|MEF2D	1330	1157	2195	1568	1452	1293
ENSG00000116641.17|DOCK7	1014	965	1188	930	1033	928
ENSG00000116649.10|SRM	1616	1364	890	1141	2036	1643
ENSG00000116652.6|DLEU2L	8.54	14	27.95	17	11.86	13.03
ENSG00000116661.11|FBXO2	33	32	65	72	25	43
ENSG00000116663.11|FBXO6	116	86.19	66.09	99	103.17	96
ENSG00000116667.14|C1orf21	1035	928	1326	1010	1122	959
ENSG00000116668.13|SWT1	75	97	109	91	91	74
ENSG00000116670.15|MAD2L2	862	740	988	790	1029	838
ENSG00000116678.19|LEPR	28.15	28	62.2	14.2	28	31.61
ENSG00000116679.16|IVNS1ABP	2187	2128	2454	1973	2457	2092
ENSG00000116685.16|KIAA2013	849	675	1116.88	837.94	972.68	878.83
ENSG00000116688.16|MFN2	4071	3470	4342	3433	4488	3821
ENSG00000116691.11|MIIP	297	299	255	241	394	349
ENSG00000116698.21|SMG7	3176	2787	3802	2813	3420	2781
ENSG00000116704.8|SLC35D1	1748	1700	1605	1410	1784	1476
ENSG00000116717.13|GADD45A	1224	1163	2088	1432	1593	1260
ENSG00000116729.14|WLS	4898.91	4573	3955	3965	4888.91	3963
ENSG00000116731.22|PRDM2	1676	1377	1458	1166	1741	1449
ENSG00000116741.8|RGS2	613	547	675	569	672	506
ENSG00000116745.7|RPE65	102	123	38	62	64	68
ENSG00000116747.12|RO60	1286.09	1299.47	1412.42	1164.16	1423.06	1208.15
ENSG00000116750.13|UCHL5	1087	924.4	770.69	768	1165.54	889.02
ENSG00000116752.6|BCAS2	898	808	810	705	954	732
ENSG00000116754.13|SRSF11	5121	5074	6295	4890	5249	4468
ENSG00000116761.11|CTH	349	266	370	260	349	259
ENSG00000116771.6|AGMAT	64	69	44	41	86	76
ENSG00000116774.12|OLFML3	756	695	449	538	739	603
ENSG00000116786.13|PLEKHM2	1714.98	1514.99	1603	1542	2008.99	1678
ENSG00000116791.14|CRYZ	1476.19	1302.67	1315.59	1120	1392.44	1150.18
ENSG00000116793.16|PHTF1	1241	1192	805	989	1459	1211
ENSG00000116809.11|ZBTB17	441	443	329	368	540	474
ENSG00000116815.16|CD58	299	285	255	264	285	261
ENSG00000116819.8|TFAP2E	19	16	27	8	14	15
ENSG00000116830.12|TTF2	1431	1285	785	983	1554	1208
ENSG00000116852.14|KIF21B	228	208	141	167	239	204
ENSG00000116857.17|TMEM9	972	899	1145	975	1078	908
ENSG00000116863.11|ADPRHL2	307	284	304	238	366	276
ENSG00000116871.15|MAP7D1	1399	1194	990	1065	1729	1365
ENSG00000116874.11|WARS2	243	243	229	199	312	246
ENSG00000116883.8|AL591845.1	46.5	54	228.94	92.79	69.25	65.61
ENSG00000116885.18|OSCP1	110	129	164	125	152	136
ENSG00000116898.12|MRPS15	556	529	415	491	624	508
ENSG00000116903.7|EXOC8	600.23	562.07	545.64	535.72	631.19	480.61
ENSG00000116906.13|GNPAT	1464	1322	1329	1129	1683	1182
ENSG00000116918.14|TSNAX	1601	1369.64	1422.73	1221.51	1738.37	1320
ENSG00000116922.14|C1orf109	340	355	314	297	356	312
ENSG00000116954.8|RRAGC	420.07	368	645	473	485	387
ENSG00000116962.15|NID1	2162	1772	2295	2096	3089	2470
ENSG00000116977.18|LGALS8	711.2	675.36	724.72	661.45	872.03	643.91
ENSG00000116984.13|MTR	1452	1424	1506	1202	1674	1325
ENSG00000116985.12|BMP8B	216.66	142.93	149.03	141.74	224.05	163.33
ENSG00000116991.10|SIPA1L2	5739	5188	5661	4992	6597	5486
ENSG00000117000.9|RLF	470	435	823	535	525	416
ENSG00000117010.17|ZNF684	37	46	65	40	56	45
ENSG00000117013.16|KCNQ4	8	22	13	18	6	14
ENSG00000117016.10|RIMS3	59	46	43	55	44	34
ENSG00000117020.17|AKT3	46.02	41.1	70.03	59.16	31.05	39.03
ENSG00000117036.12|ETV3	788.8	749.92	1244.53	774.92	839.96	704.93
ENSG00000117054.13|ACADM	1297	1184	1011	946	1385	1020
ENSG00000117115.13|PADI2	740	629	1556	1144	935	906
ENSG00000117118.9|SDHB	1153	1018	1448	1044	1424	1039
ENSG00000117122.13|MFAP2	503	406	473	415	494	466
ENSG00000117133.11|RPF1	1158	990	830	821	1267	988
ENSG00000117139.17|KDM5B	2017	1920	3865	2440	2014	1831
ENSG00000117143.13|UAP1	886	868	1054	862	968	815
ENSG00000117151.13|CTBS	311.56	265.96	499.39	331.99	338.28	274.18
ENSG00000117153.16|KLHL12	1118	990.95	1263.61	917.71	1206.76	909.86
ENSG00000117155.16|SSX2IP	1456	1354	1463	1286	1665	1420
ENSG00000117174.11|ZNHIT6	888	803	711	691	947	709
ENSG00000117222.14|RBBP5	747	753	802	547	840	604
ENSG00000117226.12|GBP3	112	105.37	133	117.16	120.11	121
ENSG00000117228.10|GBP1	675	682.63	588	566.84	760.89	605
ENSG00000117242.7|PINK1-AS	200.23	207.21	109.18	151.68	259.6	178.18
ENSG00000117245.12|KIF17	67	62	411	188	88	103
ENSG00000117262.19|GPR89A	414.51	360.55	366.06	320.83	488.99	317.37
ENSG00000117266.15|CDK18	208	180	1047	616	246	239
ENSG00000117280.13|RAB29	788	708	557	568	785	528
ENSG00000117298.16|ECE1	5874	4861	10153	8056	6533	6105
ENSG00000117305.15|HMGCL	368	330	524	335	414	346
ENSG00000117308.15|GALE	320	253	173	232	329	260
ENSG00000117318.9|ID3	336	350	72	205	319	268
ENSG00000117335.19|CD46	2268	2235	3472	2531	2469	2035
ENSG00000117360.13|PRPF3	1882	1572	2308	1571	1823	1534
ENSG00000117362.13|APH1A	2357.01	2261.32	3514.11	2495.4	2792.3	2552.42
ENSG00000117385.15|P3H1	1080	1045	1386	964	1276	1087
ENSG00000117394.21|SLC2A1	402	327	6680	3074	1010	1183
ENSG00000117395.12|EBNA1BP2	1176.88	968.87	692	705.92	1249.86	910.91
ENSG00000117399.14|CDC20	1166	985	681.98	758.94	1429.02	1065
ENSG00000117408.11|IPO13	755	662	598	546	789	709
ENSG00000117410.14|ATP6V0B	801	724	1032	730	812	684
ENSG00000117411.16|B4GALT2	798	635	637	636	870	741
ENSG00000117419.15|ERI3	889	805	633	629	992	727
ENSG00000117425.14|PTCH2	319	257	217	251	392	306
ENSG00000117448.13|AKR1A1	126	132	133	127	116	107
ENSG00000117450.14|PRDX1	2399.93	2247.6	2028.11	1933.02	2789.98	2220.31
ENSG00000117461.15|PIK3R3	3783	3978	1361	2566	4201	3455
ENSG00000117472.10|TSPAN1	14	18	10	11	14	11
ENSG00000117475.14|BLZF1	479	513	537	496	586	549
ENSG00000117477.12|CCDC181	139	113	76	74	113	81
ENSG00000117479.14|SLC19A2	285	275	273	247	324	325
ENSG00000117480.16|FAAH	15	26	18	13	11	18
ENSG00000117481.10|NSUN4	441	439	341	361	518	351
ENSG00000117500.13|TMED5	2159.03	2087.72	2026.49	1652.74	2095.33	1694.79
ENSG00000117505.13|DR1	1341	1322	1766	1250	1499	1164.98
ENSG00000117519.16|CNN3	9963	8741	32413	17007	11297	9957
ENSG00000117523.16|PRRC2C	6745	6027	6030	5254	7005	5636
ENSG00000117525.14|F3	1347	1206	2458	1492	1438	1227
ENSG00000117528.13|ABCD3	2387	2249	1503	1759	2504	1898
ENSG00000117533.15|VAMP4	688	645	690	608	683	550
ENSG00000117543.21|DPH5	595.56	547.19	492	429.63	634.92	490.66
ENSG00000117569.18|PTBP2	215	217	376	279	262	228
ENSG00000117586.11|TNFSF4	196	226	103	141	246	215
ENSG00000117592.9|PRDX6	4648	4213	3897	3778	5212	4155
ENSG00000117593.11|DARS2	1281.55	1200	840.44	971.94	1517.07	1166.15
ENSG00000117595.12|IRF6	96	89	23	48	68	91
ENSG00000117597.18|UTP25	635	545	679	482	772	570
ENSG00000117598.12|PLPPR5	1589	1623	1027	1321.98	1786	1490
ENSG00000117600.12|PLPPR4	100	124	114	136	132	130
ENSG00000117602.12|RCAN3	381	378	480	323	356.06	305
ENSG00000117614.10|SYF2	528	413	652	461	501	386
ENSG00000117616.18|RSRP1	603	557	965	660	713.75	605.67
ENSG00000117620.15|SLC35A3	642.94	573.05	781.94	589.62	717.67	540.41
ENSG00000117625.13|RCOR3	822	736	1022	788	954	774
ENSG00000117632.23|STMN1	4111	3499	3390	3026	4682	3601
ENSG00000117640.18|MTFR1L	716.29	672.75	854.97	680.36	748.94	703.1
ENSG00000117643.14|MAN1C1	339	315	260	270	354	303
ENSG00000117650.13|NEK2	734	645	544	516	838	566
ENSG00000117676.14|RPS6KA1	438	397	256	341	532	392
ENSG00000117682.17|DHDDS	473	347	428	315	465	384
ENSG00000117691.10|NENF	608	548	874	582	702	568
ENSG00000117697.15|NSL1	814	710	577	579	953	768
ENSG00000117707.15|PROX1	3793.96	3484.73	2080.96	2463	4143.9	3240.93
ENSG00000117713.20|ARID1A	1817	1517	1387	1236	1941	1523
ENSG00000117724.13|CENPF	8648	7834	4916	5704	9525	6945
ENSG00000117748.10|RPA2	764	643	575	529	843	661
ENSG00000117751.18|PPP1R8	1095	968	923	836	1146	917
ENSG00000117758.14|STX12	843	817	747	660	859	692
ENSG00000117791.16|MARC2	142	146	154	146	168	156
ENSG00000117859.19|OSBPL9	902.29	691	916.99	789	935.21	753
ENSG00000117862.12|TXNDC12	372.46	384.39	443.11	495.87	491.66	354.76
ENSG00000117868.16|ESYT2	3584	3148	6485	3903	4048	3233
ENSG00000117877.10|CD3EAP	177.61	254.13	103.54	172.75	221.66	147.15
ENSG00000117899.11|MESD	1253.05	1032.01	956.14	907.06	1373.13	1010
ENSG00000117906.14|RCN2	3076	2787	2979	2499	3264	2474
ENSG00000117984.14|CTSD	1372.33	1182.8	1540.15	1432.25	1757.58	1580.02
ENSG00000118004.17|COLEC11	34	48	39	27	59	45
ENSG00000118007.13|STAG1	1657.44	1421.76	1181.66	1105.62	1844.43	1379.88
ENSG00000118046.15|STK11	1258.4	995.8	1393.82	1209.41	1420.36	1174.49
ENSG00000118058.21|KMT2A	1287	1183.64	1539.53	1165.02	1298.3	1185
ENSG00000118094.11|TREH	13.16	12.12	1.88	8.57	16.14	17.87
ENSG00000118096.7|IFT46	479	455	525	383	545	394
ENSG00000118162.14|KPTN	225	221	171	165	290	214
ENSG00000118181.11|RPS25	4966.89	4271.25	6920.35	4533.26	5424.04	4000.72
ENSG00000118193.12|KIF14	1288	1240	798	891	1685	1155
ENSG00000118197.14|DDX59	463	411	429	355	600	389
ENSG00000118200.14|CAMSAP2	2864	2805	3086	2554	3065	2349
ENSG00000118217.6|ATF6	1782.9	1589.89	1621	1320.75	1920.96	1514.94
ENSG00000118242.16|MREG	1857.94	1930	891.93	1288.97	1753.95	1466.96
ENSG00000118246.14|FASTKD2	895	862	891	767	988	770
ENSG00000118257.16|NRP2	18014	15802.98	9480	11806	17756.96	14279
ENSG00000118260.15|CREB1	1301	1183	1232	956	1429	1131
ENSG00000118263.15|KLF7	358	354	1486	700	497	459
ENSG00000118276.11|B4GALT6	522	513	290	337	517	371
ENSG00000118292.9|C1orf54	116.99	89.68	134.89	123.6	87.7	102.58
ENSG00000118298.12|CA14	564	501	343	381	567	496
ENSG00000118307.19|CASC1	12	18	12	12	9	11
ENSG00000118322.14|ATP10B	12	9	8	13	14	18
ENSG00000118363.12|SPCS2	1789.45	1599.8	2610.69	1776.08	2055.9	1544.28
ENSG00000118369.13|USP35	262	215	357	239	261	236
ENSG00000118402.6|ELOVL4	137	123	82	82	121	115
ENSG00000118407.15|FILIP1	20	26	6	6	13	16
ENSG00000118412.12|CASP8AP2	888	783	606	620	957	643
ENSG00000118418.14|HMGN3	835	824.82	583	601.99	996.98	749.99
ENSG00000118420.17|UBE3D	60	54	37	30	47	45
ENSG00000118432.12|CNR1	625	552	697	517	542	494
ENSG00000118454.13|ANKRD13C	1105	1025	864	846	1115	958
ENSG00000118482.11|PHF3	1632	1428	2075	1612	1857	1450
ENSG00000118495.19|PLAGL1	438	481	591	460	496	440
ENSG00000118496.5|FBXO30	813	791	732	668	963	721
ENSG00000118503.15|TNFAIP3	1246	1005	1463	1112	1443	1114
ENSG00000118507.17|AKAP7	252	201	329	278	291	258
ENSG00000118508.5|RAB32	347	292	331	300	355	272
ENSG00000118513.19|MYB	13	21	15	4	32	9
ENSG00000118515.11|SGK1	500	428	460	450	556	477
ENSG00000118518.15|RNF146	759	755	756	631	875	706
ENSG00000118557.15|PMFBP1	54.44	22.52	16.95	35.62	43.26	41.1
ENSG00000118564.14|FBXL5	731	744	791	664	764	664
ENSG00000118579.13|MED28	486.77	449.74	588.55	380.65	543.48	431.15
ENSG00000118600.11|RXYLT1	425.33	389	293.97	298	473	309.48
ENSG00000118620.13|ZNF430	463	433	408	398	535	404.1
ENSG00000118655.6|DCLRE1B	613	517	390	418	707	484
ENSG00000118680.13|MYL12B	4060	3682	4749.96	3761	4635.05	3634
ENSG00000118689.15|FOXO3	1137.03	955.91	1385.76	1026.55	1280.55	1057.53
ENSG00000118690.13|ARMC2	58	58	42	43	60	54
ENSG00000118705.17|RPN2	10671.91	9299.81	9697.92	8673.38	11810.94	9557
ENSG00000118707.10|TGIF2	638.57	543	601.95	514.54	614	640.54
ENSG00000118762.8|PKD2	946	838	680	787	1168	860
ENSG00000118777.12|ABCG2	86	73	38	71	105	84
ENSG00000118785.14|SPP1	26375	23253	19061	22096	35656	27955
ENSG00000118804.8|STBD1	209.34	131.22	317.53	203.75	177.22	172.59
ENSG00000118816.10|CCNI	3847	3481	7098	4428	4320	3574
ENSG00000118849.10|RARRES1	40	30	29	32	37	33
ENSG00000118855.19|MFSD1	1105	1091	919	912	1184	908
ENSG00000118873.16|RAB3GAP2	2000	1905.03	2101.01	1710.02	2142.74	1742.34
ENSG00000118894.14|EEF2KMT	379.42	389.36	196.52	249.72	484.66	425.42
ENSG00000118898.16|PPL	21	15	128	87	41	21
ENSG00000118900.14|UBN1	1401	1344	1416	1202	1492	1250
ENSG00000118922.17|KLF12	307	272	231	209	315	211
ENSG00000118939.17|UCHL3	132.69	110.6	78	106	145.82	142.76
ENSG00000118946.12|PCDH17	635.85	507.58	443	407.28	651	457.2
ENSG00000118960.13|HS1BP3	127	108	145	104	130	118
ENSG00000118961.15|LDAH	321	353	234	269	417	335
ENSG00000118965.14|WDR35	698	622	431	442	754	568
ENSG00000118971.8|CCND2	6702.96	6335	8101.82	6880.87	8214.28	6874.82
ENSG00000118985.16|ELL2	306	280	1500	746	325	363
ENSG00000118997.14|DNAH7	32	33	47	36	46	35
ENSG00000119004.15|CYP20A1	253	255	230	204	298	225
ENSG00000119013.9|NDUFB3	742	648	697	639	762	674
ENSG00000119041.11|GTF3C3	1195.88	1074	1087.96	922	1156	1011
ENSG00000119042.17|SATB2	2393.39	2131.43	1536.42	1676.39	2644.99	2145.1
ENSG00000119048.7|UBE2B	620	565	897	599	681	627
ENSG00000119125.16|GDA	23	28	28	18	42	24
ENSG00000119138.4|KLF9	16	18	23	14	26	19
ENSG00000119139.19|TJP2	193.57	157	113	122	201.04	154
ENSG00000119185.12|ITGB1BP1	762.54	685.56	855.66	686.5	882.76	667.82
ENSG00000119203.14|CPSF3	1244	1039	883	843	1466	1034
ENSG00000119227.8|PIGZ	188	177	174	170	185	154
ENSG00000119231.11|SENP5	1058	938	974	814	1143	948
ENSG00000119242.8|CCDC92	482.99	385	397	351	538	388
ENSG00000119280.16|C1orf198	2412	2352	4007	3067	2987	2662
ENSG00000119285.11|HEATR1	1590.38	1424.64	1131.28	1061.55	1465.97	1112.81
ENSG00000119314.15|PTBP3	705	650	705	648	848	651
ENSG00000119318.13|RAD23B	4186	3609	4449	3579	4693	3560
ENSG00000119321.9|FKBP15	755.33	660.3	653.4	583.09	744.4	633.43
ENSG00000119326.15|CTNNAL1	410	287	250	265	402	307
ENSG00000119328.12|FAM206A	198	204	239	152	229	179
ENSG00000119333.11|WDR34	799	650	433	617	1023	826
ENSG00000119335.16|SET	8519	7645	7332.99	6663	10042.97	7604.95
ENSG00000119383.19|PTPA	3515	3035	2369	2588	3687	3219
ENSG00000119392.14|GLE1	1705	1341	1250	1187	1760	1446
ENSG00000119396.11|RAB14	1089	1012	1232	978	1092	946
ENSG00000119397.16|CNTRL	291	246	243	255	375	251
ENSG00000119401.10|TRIM32	353	335	288	256	363	326
ENSG00000119402.17|FBXW2	1203	1064	988	958	1340	1080
ENSG00000119403.15|PHF19	891	782	579	645	1076	842
ENSG00000119408.16|NEK6	1596	1397	1248	1138	1628	1387
ENSG00000119414.11|PPP6C	1465	1236	1165	1083	1592	1238
ENSG00000119421.7|NDUFA8	408	387	356	310	437	389
ENSG00000119431.9|HDHD3	69	54	36	51	59	46
ENSG00000119446.14|RBM18	378.43	287.6	338	258	316.58	283
ENSG00000119471.15|HSDL2	344	326	266	254	368	266
ENSG00000119487.17|MAPKAP1	2384	2062	1818	1886	2496	2153
ENSG00000119508.18|NR4A3	29	18	62	60	31	30
ENSG00000119509.13|INVS	577	500	411	427	617	474
ENSG00000119514.7|GALNT12	105	91	102.51	84	112	91
ENSG00000119522.16|DENND1A	752	613	504	528	753	632
ENSG00000119523.10|ALG2	749	628	1002	699	755	540
ENSG00000119537.17|KDSR	829.51	740	1090	775	920	759
ENSG00000119541.10|VPS4B	921	796	798	642	879	755
ENSG00000119547.6|ONECUT2	51	36	26	32	27	31
ENSG00000119559.16|C19orf25	419	352	297	365	487	435
ENSG00000119574.13|ZBTB45	168	135	94	119	209	152
ENSG00000119596.18|YLPM1	2858	2410	1756.88	1884.93	2871.92	2207
ENSG00000119599.16|DCAF4	257	237	168	169	288	197
ENSG00000119616.11|FCF1	732	660.99	584	552	764	551
ENSG00000119630.14|PGF	11	9	10	9	17	17
ENSG00000119632.4|IFI27L2	185	201	220	237	309	258
ENSG00000119636.16|BBOF1	58.59	48.27	95.64	55.37	75.61	71.43
ENSG00000119638.13|NEK9	575.12	640.17	504.32	530.72	696.6	592.45
ENSG00000119640.9|ACYP1	181	169	193	165	194	156
ENSG00000119650.12|IFT43	488	441	384	381	469	469
ENSG00000119655.10|NPC2	243	155	578	279	225	192
ENSG00000119661.15|DNAL1	598	572	621	531	629	495
ENSG00000119669.5|IRF2BPL	989.5	971.13	1047.23	985.18	1374.38	1141.5
ENSG00000119673.14|ACOT2	252.18	168.34	201.91	156.49	276.15	239.59
ENSG00000119681.12|LTBP2	103	74.56	164	124.5	131.86	107
ENSG00000119682.17|AREL1	1059	989	783	757	1104	880
ENSG00000119684.15|MLH3	476	486	447	401	540	485
ENSG00000119685.20|TTLL5	779	685.99	466	563	868	658
ENSG00000119686.10|FLVCR2	28	15.01	48	15	25	26
ENSG00000119688.21|ABCD4	764.91	685.72	762.54	638.54	781.35	662.6
ENSG00000119689.15|DLST	1557.98	1345	2105.99	1439	1573.99	1471
ENSG00000119699.7|TGFB3	1055	940	464	688	1001	849
ENSG00000119703.14|ZC2HC1C	37.88	43.83	21.68	33.28	49.4	33.55
ENSG00000119705.9|SLIRP	471.04	414.09	365.1	342.07	578.03	396.02
ENSG00000119707.14|RBM25	3280.77	3037.53	3992.87	2853.94	3588.89	2880.88
ENSG00000119711.12|ALDH6A1	488.41	475.73	707.36	443.63	470.39	471.57
ENSG00000119718.11|EIF2B2	330.99	278	237.74	287	411.78	368.91
ENSG00000119720.18|NRDE2	362.88	291.38	361.16	281.97	369.13	353.98
ENSG00000119723.16|COQ6	259.53	268.91	291.56	219.18	272.2	278.87
ENSG00000119725.18|ZNF410	800.92	724.77	842.02	714.45	851.89	663.95
ENSG00000119729.12|RHOQ	2666.4	2630.37	2250.93	2151.49	2439.22	2017.62
ENSG00000119737.5|GPR75	77	57	63	52	106	66
ENSG00000119760.16|SUPT7L	1409.68	1326.88	1147.34	1175.19	1544.31	1166.6
ENSG00000119771.15|KLHL29	702	639	360	455	693	617
ENSG00000119772.16|DNMT3A	1003	803	775	706	1004	822
ENSG00000119777.20|TMEM214	1675	1401	1423	1292	1787	1478
ENSG00000119778.15|ATAD2B	424	335	288	251	425	300
ENSG00000119782.14|FKBP1B	33	32	91	50	31	40.02
ENSG00000119787.14|ATL2	841	787	657	617	874	709
ENSG00000119801.13|YPEL5	675	713	1214	859	710	543
ENSG00000119812.19|FAM98A	1304	1126	898	842	1387	1040
ENSG00000119820.11|YIPF4	675	619	723	506	628	537
ENSG00000119844.15|AFTPH	733	662	779	608	828	642
ENSG00000119862.13|LGALSL	742	644	550	502	689	536
ENSG00000119865.8|CNRIP1	227	166	149	140	201	176
ENSG00000119878.5|CRIPT	145.45	158.63	162	134	147.42	109
ENSG00000119899.13|SLC17A5	87	86	179	110	94	59
ENSG00000119900.9|OGFRL1	317	283	245	196	291	255
ENSG00000119906.13|SLF2	1161	1002	835	809	1402	1020
ENSG00000119912.16|IDE	1314	1225	726	896	1447	1095
ENSG00000119917.14|IFIT3	487	438	217	389	503	402
ENSG00000119922.10|IFIT2	2077	2178	1074	1515	1943.59	1674
ENSG00000119927.14|GPAM	504	453	352	339	545	395
ENSG00000119929.13|CUTC	267	211.05	267	229	306	211
ENSG00000119938.9|PPP1R3C	503	529	1591	916	876	1004
ENSG00000119943.13|PYROXD2	65	57	81	62	73	70
ENSG00000119950.21|MXI1	193	187	1360	656	206	245
ENSG00000119953.12|SMNDC1	635	602	732	628	729	547
ENSG00000119965.13|C10orf88	143	156	110	131	183	135
ENSG00000119969.15|HELLS	462	406	323.54	379	603	443
ENSG00000119977.21|TCTN3	959	894	869	765	967	866
ENSG00000119979.18|FAM45A	563.53	520.93	622	470	642.61	502
ENSG00000119986.7|AVPI1	9	8	59	29	11	15
ENSG00000120008.16|WDR11	850.47	788.08	1141.62	803.97	943	816.45
ENSG00000120029.13|ARMH3	553	467	547	401	576	467
ENSG00000120049.19|KCNIP2	32	22	38	36	36	29
ENSG00000120053.12|GOT1	487	417	1352	659	636	513
ENSG00000120057.5|SFRP5	12	22	15	16	35	36
ENSG00000120063.10|GNA13	1418	1401	2355	1575	1636	1358
ENSG00000120071.14|KANSL1	941.27	816.25	1136	851.27	1102.13	904.49
ENSG00000120093.11|HOXB3	505.95	400	393.95	385.89	495.64	426.9
ENSG00000120129.6|DUSP1	301	218	1026	571	511	601
ENSG00000120137.7|PANK3	2909.54	2727.29	2915.02	2342.36	3358.19	2664.28
ENSG00000120158.12|RCL1	280	235	222	181	269	194
ENSG00000120159.13|CAAP1	253	181	135	135	223	165
ENSG00000120162.10|MOB3B	278	235	171	209	263	200
ENSG00000120217.14|CD274	9	9	18	16	7	12
ENSG00000120251.20|GRIA2	150	153	174	122	140	121
ENSG00000120253.14|NUP43	1120	1058	793	933	1281	1033
ENSG00000120254.15|MTHFD1L	608	477	779	568	697	594
ENSG00000120256.10|LRP11	547.99	462	405.37	372.99	598.95	490.99
ENSG00000120262.10|CCDC170	58	57	38	40	82	57
ENSG00000120265.17|PCMT1	1535	1335	1713	1407	1679	1335
ENSG00000120278.16|PLEKHG1	1936	1818	2385	1882	2167	1904
ENSG00000120306.11|CYSTM1	424	381	673	383	455	373
ENSG00000120314.18|WDR55	974.47	949.21	1022.9	864.73	1024.98	912.82
ENSG00000120318.16|ARAP3	6227	5610	3940	4537	5921	5278
ENSG00000120324.8|PCDHB10	273.93	250.6	249.34	259.67	256.12	225.13
ENSG00000120327.6|PCDHB14	1137.53	985.06	764.39	786.18	1195	910.89
ENSG00000120328.6|PCDHB12	9.01	14	16	17.01	12.01	8
ENSG00000120333.4|MRPS14	555	412	482.02	436	594	443
ENSG00000120334.15|CENPL	345	357	204	238.14	393.04	304
ENSG00000120337.8|TNFSF18	32	16	13	10	27	10
ENSG00000120341.18|SEC16B	147.21	168.27	206.07	137.79	192.26	166
ENSG00000120370.12|GORAB	532	490	427	383	487	390
ENSG00000120437.8|ACAT2	3111.68	2750.02	1377.04	2187.04	3848.48	2793.86
ENSG00000120438.12|TCP1	3200.32	2954.98	2746.96	2458.96	3614.47	2740.12
ENSG00000120451.10|SNX19	2011	1819	1430	1558	2207	1788
ENSG00000120457.12|KCNJ5	3	9	22	12	7	10
ENSG00000120458.11|MSANTD2	282.91	302	326	217	354	284
ENSG00000120509.10|PDZD11	870	819	1006	889	1030	833
ENSG00000120519.14|SLC10A7	128	113	120	83	166	124
ENSG00000120526.11|NUDCD1	348	335	248	258	375	277
ENSG00000120533.13|ENY2	765	750	717	674	889	673
ENSG00000120539.14|MASTL	496.46	405.3	312.44	373.48	616.43	493.14
ENSG00000120549.18|KIAA1217	445	392	304	351	487	413
ENSG00000120616.15|EPC1	517.67	450	495	454	590	444
ENSG00000120647.10|CCDC77	581	468	385.17	389	611	478
ENSG00000120656.11|TAF12	313	317	216	211	362	275
ENSG00000120658.13|ENOX1	123	102	90	76	86	92
ENSG00000120662.16|MTRF1	66	84	83	61	124	61
ENSG00000120675.6|DNAJC15	414	354	279	276	497	318
ENSG00000120685.20|PROSER1	571	529	411	377	669	479
ENSG00000120686.12|UFM1	654	566	1180	652	603	468
ENSG00000120688.9|WBP4	201	202	183	155	250	195
ENSG00000120690.16|ELF1	364	342	302	259	397	305
ENSG00000120694.19|HSPH1	2546	2431	1385	1588	2673	1895
ENSG00000120696.8|KBTBD7	175.69	133.12	128.3	155.22	204.64	151.08
ENSG00000120697.9|ALG5	247	195	182	176	268	187
ENSG00000120699.13|EXOSC8	506.64	415.87	435.83	391.52	548.61	411.26
ENSG00000120705.13|ETF1	2734	2517	2501	2175.99	2909	2281
ENSG00000120708.17|TGFBI	2850	2617	3188	2579	3133	2736
