Ola_923_R2B1	LMP.Olap_923_R2B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000172728.15|FUT10	143	110	95	131	103	100
ENSG00000172731.14|LRRC20	448	420	359	404	475	405
ENSG00000172732.12|MUS81	585	658.64	503	665.7	617	571
ENSG00000172733.11|PURG	88	104	68	114	101	122
ENSG00000172738.12|TMEM217	12.1	12.26	8.27	16.14	11.25	18.47
ENSG00000172748.14|ZNF596	217	214.67	189.07	242	237.73	184
ENSG00000172757.13|CFL1	11593.09	10908.76	10058.67	11886.36	12026.75	10600.57
ENSG00000172765.17|TMCC1	735	736	618	717	785	611
ENSG00000172766.19|NAA16	292	292	219	379	272	306
ENSG00000172771.12|EFCAB12	14	13	19	15	26	8
ENSG00000172775.17|FAM192A	1852.25	1953.65	1577.92	1992.56	1871.51	1716.98
ENSG00000172780.16|RAB43	114.87	53.17	1.14	90.81	1.15	103.83
ENSG00000172785.18|CBWD1	381.22	367.01	287.4	440	374.65	307.21
ENSG00000172795.16|DCP2	2559	2570	1955	3060	2728	2356
ENSG00000172803.18|SNX32	76.91	114.6	72.33	102.93	87.25	83.43
ENSG00000172809.13|RPL38	4296.69	4184.91	3610.88	4439.93	4418.88	3522.99
ENSG00000172819.17|RARG	151	231	128	231	168	206
ENSG00000172830.13|SSH3	69	118	86	103	74	102
ENSG00000172831.12|CES2	649.73	708.86	568.62	743.88	700.8	630.7
ENSG00000172840.6|PDP2	691	701	636	921	809	866
ENSG00000172845.15|SP3	2224	2116	1746	2590	2383	1935
ENSG00000172869.14|DMXL1	396	349	320	373	491	302
ENSG00000172878.14|METAP1D	326	327	273	405	331	332
ENSG00000172888.12|ZNF621	1033	1013	819	1234	1165	1000
ENSG00000172889.16|EGFL7	18	28	17	25	19	20
ENSG00000172890.12|NADSYN1	902	1344	705	1319	822	1261
ENSG00000172893.15|DHCR7	5008	6266	4708	6843	5670	6860
ENSG00000172901.20|LVRN	16	6	7	6	19	10
ENSG00000172915.18|NBEA	897	811	702	917.85	926	729
ENSG00000172922.9|RNASEH2C	628.87	707.16	541.53	808.03	620.24	713.22
ENSG00000172932.14|ANKRD13D	441	534	424	482	343	461
ENSG00000172936.14|MYD88	440	393	375	475	487	441
ENSG00000172939.9|OXSR1	1567	1526	1282	1659	1641	1309
ENSG00000172943.19|PHF8	880	914	681	880	828	716
ENSG00000172954.13|LCLAT1	628	752	460	912	661	727
ENSG00000172965.15|MIR4435-2HG	287.97	319.9	224.14	362.27	338.46	315.22
ENSG00000172977.13|KAT5	843.13	693.84	627.47	768.97	830.76	606.78
ENSG00000172985.10|SH3RF3	289	370	297	474	308	360
ENSG00000172986.12|GXYLT2	134	148	70	141	121	95
ENSG00000172992.12|DCAKD	973	941	752	869	886	821
ENSG00000173011.12|TADA2B	412	409	373	512	454	445
ENSG00000173013.5|CCDC96	23	41	21	46	21	39
ENSG00000173020.11|GRK2	963	1122	853	1164	879	1105
ENSG00000173039.19|RELA	1057	1166	968	1246	1031	997
ENSG00000173041.12|ZNF680	762	983	623	1265	815	875.16
ENSG00000173064.13|HECTD4	1498	1583	1208	1505	1281	1354
ENSG00000173065.13|FAM222B	751.22	853.57	667	944.08	843.33	935.55
ENSG00000173083.15|HPSE	328	280	200	284	311	257
ENSG00000173085.14|COQ2	209	287	244	338	287	252
ENSG00000173110.8|HSPA6	24.61	17.03	13.4	28.3	32.93	15.87
ENSG00000173113.6|TRMT112	1348.19	1377.06	1159.53	1517.19	1380.74	1260.49
ENSG00000173114.13|LRRN3	848	1338	600	1466	925	1229
ENSG00000173120.15|KDM2A	2192	2403	1827	2471	2337	2189
ENSG00000173137.12|ADCK5	77	87	77	110	70	122
ENSG00000173141.5|MRPL57	435	452	420	483	448	415
ENSG00000173145.11|NOC3L	315	340	273	430	413	332
ENSG00000173153.14|ESRRA	260.81	297.94	272.47	345.81	322.26	347.51
ENSG00000173163.10|COMMD1	151.68	145.06	153.97	195.2	176.4	133
ENSG00000173166.18|RAPH1	626.64	697.55	478.61	742.18	670.95	585.51
ENSG00000173171.14|MTX1	537.47	527.82	467	626	498.31	559.41
ENSG00000173175.14|ADCY5	51.76	31.83	28.68	29.48	38	20
ENSG00000173193.15|PARP14	999	1201	706	1264	964	1178
ENSG00000173207.13|CKS1B	1045	1482.42	846	1542.83	1091	1351
ENSG00000173208.4|ABCD2	36	76	24	66	40	41
ENSG00000173209.23|AHSA2P	1683.92	1970.66	1301.91	2025.17	1246.96	1587.21
ENSG00000173214.5|MFSD4B	124	167	104	188	145	163
ENSG00000173218.15|VANGL1	151	145	106	185	164	179
ENSG00000173221.14|GLRX	32	45	20	30	33	41
ENSG00000173226.17|IQCB1	519	483	399	591	474	456
ENSG00000173227.14|SYT12	537	838	482	1034	556	970
ENSG00000173230.15|GOLGB1	1695	2098	1197	2025	1604	1519
ENSG00000173258.12|ZNF483	42	62	36	50	47	36
ENSG00000173264.14|GPR137	354.96	332.37	316.71	377.69	309.97	379.54
ENSG00000173272.16|MZT2A	137.72	161.94	117.54	137.01	145.4	118.83
ENSG00000173273.16|TNKS	3140.6	3198.43	2316.51	3641.58	3320.38	2806.88
ENSG00000173275.12|ZNF449	257	241	188	259	289	232
ENSG00000173276.14|ZBTB21	1100	1350	953	1575	1280	1227
ENSG00000173281.5|PPP1R3B	286	440	314	556.54	382	444
ENSG00000173295.7|FAM86B3P	75	95.36	55.84	114	78	75
ENSG00000173320.12|STOX2	288	292	226	354	250	216
ENSG00000173327.8|MAP3K11	558	690	533	625	543	632
ENSG00000173334.4|TRIB1	231	246	227	389	327	356
ENSG00000173402.11|DAG1	7250	7591	6679	8557	7838	7397
ENSG00000173404.5|INSM1	364	320	218	341	337	304
ENSG00000173409.14|ARV1	278	295	195	295	259	231
ENSG00000173418.11|NAA20	975	1007	713	1144	1021	946
ENSG00000173436.15|MICOS10	677	709	548	858	734	664.92
ENSG00000173442.13|EHBP1L1	669	912	684	986	688	793
ENSG00000173451.7|THAP2	146.72	111	104	135	181.99	90
ENSG00000173456.4|RNF26	1133.92	1308.73	994	1338	1177.32	1185
ENSG00000173457.11|PPP1R14B	1882.03	1571.69	1862.32	1705.66	2003.18	1552.16
ENSG00000173465.7|SSSCA1	160.99	232.43	213.97	181.45	234.13	171.36
ENSG00000173473.11|SMARCC1	6767	6308	5351	6982	7142	5776
ENSG00000173480.11|ZNF417	473.2	557.85	371.04	644.65	450.12	468.32
ENSG00000173486.13|FKBP2	404.3	472.1	401.4	562.48	406.46	488.4
ENSG00000173511.9|VEGFB	695	823	634	792	813	785
ENSG00000173517.10|PEAK1	2088	2304	1922	2538	2247	1924
ENSG00000173530.6|TNFRSF10D	11	28	12	23	15	18
ENSG00000173531.15|MST1	176.66	199.59	129.85	165.09	151.32	123.07
ENSG00000173540.12|GMPPB	810.08	881.57	684.34	939.94	772.78	912.81
ENSG00000173542.8|MOB1B	3367	4118	2546	4361	3435	3647
ENSG00000173545.5|ZNF622	298	360	314	410	391	374
ENSG00000173546.7|CSPG4	5744.38	5147	5674	5513	6465	5241
ENSG00000173548.8|SNX33	744	734	615	771.73	757	681
ENSG00000173557.15|C2orf70	22	21	27	28	33	16
ENSG00000173559.12|NABP1	16	16	9	10	16	12
ENSG00000173567.15|ADGRF3	14.41	14.79	10.03	21.37	12.02	18.49
ENSG00000173575.21|CHD2	3124.58	2845.38	2484.77	2919.01	2887.04	2193.82
ENSG00000173581.7|CCDC106	420	469.89	388	487	371	433
ENSG00000173588.14|CEP83	279	229.8	234	305	304	216
ENSG00000173598.14|NUDT4	1483.1	1841.15	1178.88	2184.46	1744.91	1640.97
ENSG00000173599.14|PC	620.27	782.46	616.8	835.15	625.77	768.36
ENSG00000173611.17|SCAI	264.64	271.06	209.3	276.11	263	227.87
ENSG00000173614.14|NMNAT1	319	416	269.37	536	352	424
ENSG00000173621.9|LRFN4	409.73	342.54	370.2	394.85	373.23	376.64
ENSG00000173638.19|SLC19A1	494.88	565.15	471.33	556.33	626.44	561.16
ENSG00000173653.7|RCE1	279	293.27	200	268	223	263.89
ENSG00000173660.12|UQCRH	2869.47	3148.75	2321.78	3129.62	2831.77	2704.72
ENSG00000173674.11|EIF1AX	3258.37	2816.16	2633.7	3340	3460.19	2864
ENSG00000173678.14|SPDYE2B	12.73	14.32	8.59	15.86	12.83	11.51
ENSG00000173681.16|BCLAF3	171	197	130	241	228	160
ENSG00000173692.13|PSMD1	2553	2543	2257	3120	3111	2674
ENSG00000173705.9|SUSD5	72	73	43	83	60	62
ENSG00000173706.14|HEG1	3478	4388	2885	4974	3872	4384
ENSG00000173715.16|C11orf80	147	162.73	105	147	136	112.11
ENSG00000173726.11|TOMM20	4394.64	4613.61	3654.07	5362.96	4871.4	4205.01
ENSG00000173727.12|AP000769.1	23	26	17	41	16	22
ENSG00000173744.17|AGFG1	1612	1586	1452	1781	1769	1587
ENSG00000173757.9|STAT5B	1305.32	1310.31	1010.63	1387.34	1199.63	1154.81
ENSG00000173786.17|CNP	5062.03	5061.56	4311.06	5172.32	5157.15	4748.93
ENSG00000173801.17|JUP	128	203	131	179	123	172
ENSG00000173805.15|HAP1	561	902	407	802	386	753
ENSG00000173812.11|EIF1	4280	3900	3393	4034	4546	3453
ENSG00000173818.17|ENDOV	137	143	114	140	149	105
ENSG00000173821.19|AC124319.1	2276.43	2091.85	1798.72	1991.92	1982.26	1636.89
ENSG00000173825.7|TIGD3	31	23	27	14	21	22
ENSG00000173846.13|PLK3	126	161	135	214	144	186
ENSG00000173848.19|NET1	358	487	280	584	372	425
ENSG00000173852.14|DPY19L1	3711.9	3514.77	3134.77	4415.74	4170.67	3489.68
ENSG00000173867.10|AC013489.1	28.74	40.56	6.8	46.57	24.95	42.78
ENSG00000173875.13|ZNF791	740	837	501	877	624	666
ENSG00000173889.16|PHC3	799	925	645	1050	883	829
ENSG00000173894.11|CBX2	1906	1860	1569	1952	1862	1786
ENSG00000173898.13|SPTBN2	1870	1765	1602	2000	1788	1902
ENSG00000173905.8|GOLIM4	3418	4173	2665	4837	3742	4226
ENSG00000173914.12|RBM4B	539.58	550.73	369.47	563.09	457.18	426.43
ENSG00000173915.16|ATP5MD	433	441.87	358.94	509.83	427	432.45
ENSG00000173926.6|MARCH3	36	67	14	58	37	44
ENSG00000173928.2|SWSAP1	10.26	16.32	9.95	16.51	11	19.68
ENSG00000173933.20|RBM4	2747.09	2847.28	2216.58	2869.44	2793	2554.5
ENSG00000173947.14|PIFO	39	68	30	67	38	54
ENSG00000173950.16|XXYLT1	657	516	552	623	730	575
ENSG00000173960.14|UBXN2A	1050	1062	815	1471.39	1175	1030
ENSG00000173991.5|TCAP	56	92	65	95	73	81
ENSG00000173992.9|CCS	364	468	268	374	260	326
ENSG00000174007.8|CEP19	80	86	89	156	113	90
ENSG00000174010.9|KLHL15	254	341	231	432	295	314
ENSG00000174013.8|FBXO45	796	908	605	1024	928	779
ENSG00000174021.11|GNG5	956	1023.87	958.9	1128	1195.68	1026.73
ENSG00000174028.6|FAM3C2	115.16	121.65	117.17	147.66	138.1	131.83
ENSG00000174032.17|SLC25A30	106	127	97	182	120	150
ENSG00000174059.16|CD34	65	86	52	95	72	83
ENSG00000174080.11|CTSF	1126	1761	905	1626	1012	1423
ENSG00000174106.3|LEMD3	558	491	461	629	633	538
ENSG00000174109.5|C16orf91	149	147	135	190	163	184
ENSG00000174132.9|FAM174A	51	50	47	46	58	40
ENSG00000174136.12|RGMB	984.55	1151.96	759.52	1161.52	956.86	885.07
ENSG00000174137.12|FAM53A	23	15	12	23	11	16
ENSG00000174151.14|CYB561D1	382	335	302	303	354	289
ENSG00000174165.8|ZDHHC24	187.78	149.33	170.88	168.27	194.07	144.7
ENSG00000174173.7|TRMT10C	577	550	477	647	582	486
ENSG00000174177.13|CTU2	218.76	215	220.98	223	251	249
ENSG00000174197.16|MGA	1192	1324	1076	1424	1418	1176
ENSG00000174206.12|C12orf66	132	100	93	109	122	96
ENSG00000174227.16|PIGG	1064	1294	924	1289	1076	1060
ENSG00000174231.17|PRPF8	11620	10862	9667	12361	12093	10359
ENSG00000174233.11|ADCY6	2129.36	2446.78	1739.38	2518.06	1847.44	1954.39
ENSG00000174238.14|PITPNA	2240.33	2320.79	1695.03	2450.33	2274.13	2129.08
ENSG00000174243.10|DDX23	3301	3468	2522	3633	3336	3271
ENSG00000174276.6|ZNHIT2	28	37	26	29	36	36
ENSG00000174282.12|ZBTB4	1406	1793	1150	1778	1441	1586
ENSG00000174292.12|TNK1	18	19	16	17	10	17
ENSG00000174306.21|ZHX3	1247.81	1183	1157	1286	1420.59	1111.91
ENSG00000174307.6|PHLDA3	103.07	137	100	162.6	123	151
ENSG00000174327.6|SLC16A13	40	40	48	56	40	32
ENSG00000174343.6|CHRNA9	267	467	195	428	211	399
ENSG00000174348.13|PODN	29.14	35.86	28.95	38	23	28.36
ENSG00000174353.17|STAG3L3	591.5	654.69	431.22	739.82	507.58	667.97
ENSG00000174365.19|SNHG11	241	255	166	212.31	184	191
ENSG00000174371.17|EXO1	507	797	452	935	634	741
ENSG00000174373.16|RALGAPA1	789.53	741.01	552.26	692.16	793.9	577.39
ENSG00000174384.9|PMS2P6	52.72	76.02	32.31	59.03	26.7	49.38
ENSG00000174405.13|LIG4	518	376	411	450	553	344
ENSG00000174428.17|GTF2IRD2B	563.35	657.76	394.2	823.29	513.07	552.17
ENSG00000174437.17|ATP2A2	13338	13533	11417	15759	14815	13423
ENSG00000174442.12|ZWILCH	798.93	1215.83	658.72	1303.39	905.14	1105.59
ENSG00000174444.15|RPL4	22407.22	24832.44	17779.9	25022.78	22506.98	20779.75
ENSG00000174446.13|SNAPC5	309.53	306.02	241.05	345.07	341.44	306.04
ENSG00000174456.14|C12orf76	293.68	318.21	203.87	325.19	274.5	239.44
ENSG00000174460.4|ZCCHC12	45	69	51	83	56	71
ENSG00000174483.20|BBS1	623.22	754.37	480.12	779.73	514.43	621.3
ENSG00000174485.15|DENND4A	509.96	546.98	446	642	570	504
ENSG00000174498.14|IGDCC3	210	161	204	175	238	166
ENSG00000174501.14|ANKRD36C	56.1	53.06	28.42	52.74	46.24	23.88
ENSG00000174514.13|MFSD4A	22	18	17	24	15	20
ENSG00000174516.15|PELI3	139.43	137	109.54	91.64	92.79	107
ENSG00000174529.7|TMEM81	48	40	27	48	48	51
ENSG00000174547.13|MRPL11	580	572	508	694	571	559
ENSG00000174564.13|IL20RB	24	31	24	25	22	28
ENSG00000174574.16|AKIRIN1	2409	2529	1946	2760	2496	2287
ENSG00000174576.10|NPAS4	13	15	10	21	13	10
ENSG00000174579.4|MSL2	575	567	478	618	645	485
ENSG00000174586.11|ZNF497	72.56	53.25	64.16	73.9	52.68	40.98
ENSG00000174606.14|ANGEL2	733	709	583	845	719	673
ENSG00000174611.12|KY	9	14.65	2	11	11	11
ENSG00000174628.16|IQCK	163.05	155.27	136.3	218.43	150.47	142.65
ENSG00000174640.13|SLCO2A1	142	198	64	169	105	189
ENSG00000174652.19|ZNF266	629	770	446	788	590	685
ENSG00000174669.12|SLC29A2	253.17	248.08	214.72	248.27	195.04	254.34
ENSG00000174672.16|BRSK2	592	563	479	537	577	475
ENSG00000174684.7|B4GAT1	822	1015	717	1130	877	839
ENSG00000174695.10|TMEM167A	2571.08	2627.94	1912.76	3067.57	2800.94	2476.68
ENSG00000174705.13|SH3PXD2B	4391	4606	3507	4921	4237	4390
ENSG00000174718.12|RESF1	418	534	387	628	495	503
ENSG00000174720.16|LARP7	868.96	970.87	757.93	1043.92	922.98	837.97
ENSG00000174721.9|FGFBP3	2493.97	1221.96	2077.9	1531.97	2512.84	1319.95
ENSG00000174738.13|NR1D2	1537	1333	1167	1659	1709	1283
ENSG00000174744.14|BRMS1	600	650	509	765	574	730
ENSG00000174748.20|RPL15	12183.61	12223.13	10411.69	12242.18	12595.64	10079.53
ENSG00000174775.17|HRAS	563	546	541	546	578	515
ENSG00000174780.16|SRP72	2843	2852	2372	3163	3122	2634
ENSG00000174791.11|RIN1	292	447	252	486	314	459
ENSG00000174796.12|THAP6	219	220	191	282	239	215.02
ENSG00000174799.10|CEP135	326	389	236	475	364	354
ENSG00000174804.4|FZD4	105.7	151.24	125.02	207.28	141.41	191.53
ENSG00000174807.4|CD248	6	13	17	20	6	25
ENSG00000174839.13|DENND6A	654.01	656	544	724	718	594
ENSG00000174840.9|PDE12	657	701	543	843	736	772
ENSG00000174842.17|GLMN	239	213	175	256	292	238
ENSG00000174851.16|YIF1A	578.06	671.11	489.05	608.36	621.31	574.17
ENSG00000174871.11|CNIH2	798.94	848.89	797.95	901.64	814.69	777.83
ENSG00000174886.13|NDUFA11	958.26	1139.15	859.71	1192.93	954.04	1076.22
ENSG00000174891.13|RSRC1	476	440	325	502	510	385
ENSG00000174903.16|RAB1B	2416	2240	2114.99	2394.65	2516	2274.52
ENSG00000174915.12|PTDSS2	819	1040	770	1053	876	959
ENSG00000174917.8|MICOS13	363	274	293	301	316	286
ENSG00000174928.16|C3orf33	57	61	51	85	56	39.04
ENSG00000174938.14|SEZ6L2	2294	2829	1795	2496	2032	2330
ENSG00000174939.11|ASPHD1	361.73	501	316.75	441.33	380.74	489
ENSG00000174943.11|KCTD13	478.27	647	434.25	744.67	480.26	624
ENSG00000174945.13|AMZ1	13	10	13	7	23	15
ENSG00000174951.11|FUT1	23	23	11	33	8	22
ENSG00000174953.14|DHX36	1913	1787	1408	2058	1930	1580
ENSG00000174963.17|ZIC4	107	137	72	110	105	127
ENSG00000174989.13|FBXW8	678.98	679.98	559	839.96	743	659.83
ENSG00000174996.11|KLC2	515	433	465	518.59	537	430
ENSG00000175029.17|CTBP2	755.83	732.19	544.3	719.73	709.68	628.35
ENSG00000175040.6|CHST2	247	333	220	375	283	397
ENSG00000175048.17|ZDHHC14	161	178	172	195	215	154
ENSG00000175054.15|ATR	1004	963	713	1066	935	856.5
ENSG00000175061.17|SNHG29	3317.93	3524.34	2641.84	3596.05	3288.18	2872.45
ENSG00000175063.17|UBE2C	2216	2405	1756	2268	2145	2007
ENSG00000175066.16|GK5	535	701	412	736	549	468
ENSG00000175073.8|VCPIP1	568	653	466	741	635	605
ENSG00000175084.11|DES	10	13	12	21	12	26
ENSG00000175087.10|PDIK1L	447	428	326	499	437	343
ENSG00000175093.5|SPSB4	373	378	297	433	406	343
ENSG00000175104.15|TRAF6	668	510	622	721	812	688
ENSG00000175105.7|ZNF654	273	256	210	311	345	229
ENSG00000175106.16|TVP23C	75.04	67.98	56.78	104.44	60.06	55.56
ENSG00000175110.11|MRPS22	486	554	446	575	492	495
ENSG00000175115.12|PACS1	1369	1585	1192	1645	1345	1419
ENSG00000175130.7|MARCKSL1	9525	8309	9005	8770	10635	7966
ENSG00000175137.11|SH3BP5L	621	686	514	614	556	550
ENSG00000175155.9|YPEL2	159	191	116	204	158	175
ENSG00000175161.13|CADM2	191	114	141	104	250	88
ENSG00000175166.17|PSMD2	5428	5566	4686	6156	5727	5326
ENSG00000175170.15|FAM182B	17	22	20	31.55	20.79	19
ENSG00000175175.6|PPM1E	795.15	802.17	546.19	832.78	776.12	716.96
ENSG00000175182.15|FAM131A	753.32	915.77	616.16	885.79	620.96	756.05
ENSG00000175183.10|CSRP2	806	841	726	1045	962	794
ENSG00000175193.13|PARL	632	634.07	460.82	747	651.93	596
ENSG00000175197.12|DDIT3	277.43	242.15	210.67	247.35	272.93	219.49
ENSG00000175198.17|PCCA	483.77	520.68	404.91	547.6	538.67	463.78
ENSG00000175203.15|DCTN2	2040	2054	1702	2096	2082	1825
ENSG00000175213.2|ZNF408	199	217	170	220	179	200
ENSG00000175215.11|CTDSP2	3673	3493	3170	3514	3819	3031
ENSG00000175216.14|CKAP5	8068	8138	6488	8917	8560	7212
ENSG00000175220.12|ARHGAP1	1674	2029	1439	2300	1638	1986
ENSG00000175221.15|MED16	619	630	647	618	676	715
ENSG00000175224.16|ATG13	1849	2260	1529	2527.43	1766.63	2195.32
ENSG00000175229.7|GAL3ST3	167	181	147	229	137	202
ENSG00000175265.17|GOLGA8A	2671.96	2837.91	1717.81	2814.96	1892.32	1989.48
ENSG00000175274.18|TP53I11	1666	1246	1529	1202	1685	1090
ENSG00000175279.22|CENPS	143.83	168.9	154.35	272.86	203.86	170.88
ENSG00000175283.7|DOLK	496	509	401	584	484	490
ENSG00000175305.17|CCNE2	926.77	773.53	775.36	944.24	1005.73	767.71
ENSG00000175309.15|PHYKPL	371.85	428.03	248.9	430.65	313.07	317.89
ENSG00000175322.11|ZNF519	235.84	288	202.7	389.55	251.96	292
ENSG00000175324.10|LSM1	394.16	435.87	338.68	491	437.81	433.14
ENSG00000175334.8|BANF1	2178.94	1992	1782	2309	2300.92	1901
ENSG00000175344.17|CHRNA7	195.79	298.51	154.53	317.61	187.13	283.55
ENSG00000175348.11|TMEM9B	561	690	480	711	624	590
ENSG00000175352.11|NRIP3	25	43	8	39	15	26
ENSG00000175354.20|PTPN2	566	550	422	623	604	454
ENSG00000175356.13|SCUBE2	44	46	32	50	40	46
ENSG00000175376.9|EIF1AD	522	632	489	726	590	566
ENSG00000175387.16|SMAD2	1384	1351	1171	1582	1613	1241
ENSG00000175390.14|EIF3F	3046.62	3700.81	2382.75	3765	2961.32	3031.86
ENSG00000175395.16|ZNF25	130	106	93	105	179	60
ENSG00000175414.7|ARL10	2213.91	2291	1830	2697	2526	2125.44
ENSG00000175416.13|CLTB	318	346	268	336	302	361
ENSG00000175426.11|PCSK1	98	116	63	85	66	85
ENSG00000175445.16|LPL	3322	2976	2494	3266	3450	2756
ENSG00000175449.14|RFESD	9	27	7	10	19	15.88
ENSG00000175455.15|CCDC14	2609	3580	1825	3548	2112	2425
ENSG00000175463.11|TBC1D10C	16	12	14	18	15	9
ENSG00000175467.15|SART1	1177	1186	1120	1229	1198	1143
ENSG00000175470.20|PPP2R2D	227	237	184	240	244	190
ENSG00000175471.19|MCTP1	44	41	35	54	47	38
ENSG00000175482.9|POLD4	38.13	42.35	33.73	50.92	24.74	34.11
ENSG00000175536.7|LIPT2	25	26	30	33	21	36
ENSG00000175548.9|ALG10B	362.8	404.73	290.65	475.05	441.78	400.31
ENSG00000175550.8|DRAP1	805	1055	882	1058	929	885
ENSG00000175564.13|UCP3	25	29	18	20	28	16
ENSG00000175567.9|UCP2	1081	1246	838	1198	1169	1127
ENSG00000175573.7|C11orf68	315	354	308	337	346	310
ENSG00000175575.12|PAAF1	707	843	519	867	623	726
ENSG00000175581.13|MRPL48	303	267	292	308	316	262
ENSG00000175582.19|RAB6A	2793	2875	2338	3374.11	3155	2611.99
ENSG00000175592.8|FOSL1	73	92	72	109	61	103
ENSG00000175595.14|ERCC4	403.62	434	416.88	561.97	476.54	427.76
ENSG00000175600.15|SUGCT	50	21	29	26	60	30
ENSG00000175602.3|CCDC85B	53	57	57	55	62	50
ENSG00000175606.11|TMEM70	284	301	206	372	295	248
ENSG00000175611.11|LINC00476	55	57.89	53.69	58	38.32	43.42
ENSG00000175634.15|RPS6KB2	470	553	391	531	433	543
ENSG00000175643.10|RMI2	257	344	191	328	257	304
ENSG00000175662.17|TOM1L2	681	1010	507	951	586	860
ENSG00000175691.9|ZNF77	138	171	122	139	137	143
ENSG00000175697.10|GPR156	15	26	12	28	18	19
ENSG00000175701.10|MTLN	68	75	78	83	79	71
ENSG00000175711.8|B3GNTL1	54.66	62.83	47.36	75.28	61.11	52.23
ENSG00000175727.14|MLXIP	2611	2876	2151	2921	2552	2644
ENSG00000175745.13|NR2F1	230.63	235.94	215.77	238.92	271.55	199
ENSG00000175756.13|AURKAIP1	609	591	482	627	555	601
ENSG00000175764.14|TTLL11	45	31	31	47	44	42
ENSG00000175768.13|TOMM5	1396.72	1458.99	1202.98	1597.07	1520.54	1429.86
ENSG00000175782.10|SLC35E3	283	367	251	464	332	349
ENSG00000175785.13|PRIMA1	263	311	261	348	221	298
ENSG00000175787.16|ZNF169	96	83	89	82	99	89
ENSG00000175792.11|RUVBL1	2220.26	2068.44	1877.28	2516.39	2422.26	2102.62
ENSG00000175806.15|MSRA	199	227	217	192	228	215
ENSG00000175820.3|CCDC168	25	9	6.62	13	14	12
ENSG00000175826.12|CTDNEP1	1521.87	1658.93	1346.86	1654.22	1608.12	1517.58
ENSG00000175832.13|ETV4	1973	2540	1681	2917	1921	2676
ENSG00000175854.12|SWI5	331	380	269	391	294	332
ENSG00000175866.15|BAIAP2	587	688	558	650	641	607.1
ENSG00000175893.11|ZDHHC21	487	473	335	503	492	376
ENSG00000175895.4|PLEKHF2	254	283	190	315	252	195
ENSG00000175899.14|A2M	26342.43	31818.75	21181.57	34267.09	28648.45	32023.27
ENSG00000175906.5|ARL4D	78	97	51	99	44	72
ENSG00000175928.5|LRRN1	106	54	79	27	90	21
ENSG00000175931.13|UBE2O	1501	1774	1350	2015	1565	1568
ENSG00000175938.7|ORAI3	151.77	122.8	104.54	186.33	136.92	123.15
ENSG00000175970.11|UNC119B	2027.96	1993.21	1628.4	2205.72	2142.45	1843
ENSG00000176014.12|TUBB6	1747.42	2275.5	1575.27	2421.4	1869.67	2247.52
ENSG00000176018.13|LYSMD3	260	290	206	377	311	325
ENSG00000176022.6|B3GALT6	690	566	495	726	650	631
ENSG00000176024.18|ZNF613	149	136	113	171	154	132
ENSG00000176046.8|NUPR1	30	52	6	10	18	27
ENSG00000176049.16|JAKMIP2	427	410	265	478	447	380
ENSG00000176055.10|MBLAC2	126	143	118.7	206	178	165.92
ENSG00000176058.13|TPRN	228	293	252	337	234	322
ENSG00000176087.15|SLC35A4	2135	2145	1834	2297	2174	2135
ENSG00000176095.12|IP6K1	1555	1795	1412	2044	1692	1778
ENSG00000176101.12|SSNA1	381	296	389	321	403	316
ENSG00000176102.13|CSTF3	1543.99	1824	1297	2186.99	1569	1625
ENSG00000176105.14|YES1	2582.92	2577.73	2090.2	3160.99	2849.84	2453.78
ENSG00000176108.9|CHMP6	211	163	165	159	150	143
ENSG00000176124.13|DLEU1	93.13	103.85	105.05	97.97	136.88	104.85
ENSG00000176125.5|UFSP1	3	7	11	8	14	14
ENSG00000176142.13|TMEM39A	391	497	356	510	396	381
ENSG00000176148.16|TCP11L1	235.01	268	227	294.01	302	213.01
ENSG00000176155.18|CCDC57	758.68	814.23	693.72	972.78	665.91	713.7
ENSG00000176165.10|FOXG1	1625	1868	1304	2045	1619	1666
ENSG00000176170.13|SPHK1	145	162	140	220	157	206
ENSG00000176171.11|BNIP3	865.83	934.88	751.86	926	908	525
ENSG00000176182.6|MYPOP	86	133	83	120	89	111
ENSG00000176208.9|ATAD5	462	626	369	727	472	555
ENSG00000176209.11|SMIM19	235	256	180	276	259	223.7
ENSG00000176222.8|ZNF404	47.6	52.16	18.39	32	35	55.07
ENSG00000176225.13|RTTN	979	1291	685	1297	943	1058
ENSG00000176244.7|ACBD7	295	516	217	597	303	423
ENSG00000176248.9|ANAPC2	749	914	631	950	696	833
ENSG00000176261.15|ZBTB8OS	305	299	237.48	309	266	264
ENSG00000176273.15|SLC35G1	67	67	65	76	75	71
ENSG00000176294.5|OR4N2	12	31	11	24	13	28
ENSG00000176340.4|COX8A	1413	1468	1204	1477	1369	1506
ENSG00000176371.14|ZSCAN2	203	207.99	153	192	206	156
ENSG00000176381.6|PRR18	29	39	23	27	26	27
ENSG00000176383.9|B3GNT4	10.45	20.55	8.65	0	13	5.35
ENSG00000176386.9|CDC26	304.76	289.55	185.66	291.78	231.7	243.64
ENSG00000176387.7|HSD11B2	33	48	32	43	31	36
ENSG00000176390.12|CRLF3	203.16	206.67	136.61	226.85	188.71	155.67
ENSG00000176393.11|RNPEP	530.9	495.95	463.83	558.5	525.92	431.87
ENSG00000176396.10|EID2	254	283	197	316	287	229
