Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000227500.10|SCAMP4	2435.71	2749.01	2149.92	2331.27
ENSG00000227502.2|LINC01268	253	266	277	239
ENSG00000227518.5|AL928970.1	31.67	55.54	27.94	44.18
ENSG00000227533.5|SLC2A1-AS1	8	15	13	14
ENSG00000227540.1|AC016394.1	19.97	22.89	25.89	20.98
ENSG00000227543.4|SPAG5-AS1	68.1	59.27	47.38	72.73
ENSG00000227544.9|AC018647.1	46	45	26	26
ENSG00000227617.8|CERS6-AS1	183.75	100.4	94.37	112.38
ENSG00000227640.2|SOX21-AS1	312	367	337	325
ENSG00000227671.4|AL390728.4	663	958	868.6	878
ENSG00000227733.9|AC239809.3	52.33	74.6	56.32	69.38
ENSG00000227751.1|RCC2-AS1	48.34	29.43	21.06	23.17
ENSG00000227811.2|INKA2-AS1	304.05	435.88	337.73	346.51
ENSG00000227855.3|DPY19L2P3	18.35	25.2	25.06	21.08
ENSG00000227896.2|AL731569.1	16	28	14	16
ENSG00000227910.1|AC092634.4	4	13	12	9
ENSG00000227946.1|AC007383.2	81.67	89.98	75.79	78.42
ENSG00000227953.6|LINC01341	25	39	34	28
ENSG00000227954.6|TARID	29	31	15	17
ENSG00000228010.5|AC073343.2	14	18	12	19
ENSG00000228049.7|POLR2J2	22.12	13.59	18.2	14.23
ENSG00000228050.1|TOP3BP1	6.53	12.51	13.52	12.34
ENSG00000228106.5|AL392172.1	28	25	32	37
ENSG00000228107.1|AP000692.1	12.45	16.8	8.04	4.63
ENSG00000228109.1|MELTF-AS1	57	66	60	62
ENSG00000228162.1|AC097713.1	12	15	11	17
ENSG00000228172.5|AL020996.1	17.86	11.14	7.63	12.87
ENSG00000228175.3|GEMIN8P4	27	32	23	13
ENSG00000228242.6|AC093495.1	15	40.69	22.72	24.66
ENSG00000228253.1|MT-ATP8	17493	20230.38	16307	14092
ENSG00000228274.3|AL021707.2	63.25	95.95	66.33	56.79
ENSG00000228288.6|PCAT6	14	13	11	13
ENSG00000228300.14|C19orf24	335	368	278	383
ENSG00000228302.2|AL512770.1	16.64	12.27	20.45	18.27
ENSG00000228315.12|GUSBP11	577.1	517.66	484	496.92
ENSG00000228327.3|AL669831.1	209.35	244.61	168.69	168.7
ENSG00000228393.3|LINC01004	5	18	11	6
ENSG00000228409.6|CCT6P1	142.51	194.69	155.49	136.56
ENSG00000228412.8|AL022068.1	10	12	12	13
ENSG00000228434.1|AC004951.1	26	35	23	36.74
ENSG00000228436.2|AL139260.1	10.86	8.58	4	14
ENSG00000228451.4|SDAD1P1	24	41	19	20
ENSG00000228463.10|AP006222.1	25.09	44.79	36.72	30.57
ENSG00000228474.6|OST4	1038.98	1052.97	995.95	1133.99
ENSG00000228486.10|C2orf92	84	88	80	74
ENSG00000228492.2|RAB11FIP1P1	37.06	71.3	47.1	50.12
ENSG00000228506.2|AL513550.1	164.09	139.08	124	111.04
ENSG00000228544.1|CCDC183-AS1	53.02	63	50	62
ENSG00000228594.4|FNDC10	54	42	25	34
ENSG00000228606.2|AL139011.1	15.16	18	16	7
ENSG00000228623.6|ZNF883	426	409	440	395
ENSG00000228638.1|FCF1P2	30.15	25.5	39.29	33.5
ENSG00000228653.2|HNRNPCP7	12	24	25	14
ENSG00000228672.3|PROB1	34	40	21	26
ENSG00000228696.8|ARL17B	107.82	119.51	109.38	84.28
ENSG00000228716.7|DHFR	5927.75	6608.88	5929.23	5442.62
ENSG00000228727.9|SAPCD1	285.54	300.4	235.21	211.34
ENSG00000228748.2|AL450306.1	185.09	232.05	233.63	226.82
ENSG00000228766.3|RPL7L1P8	14.19	21.18	17.06	13.14
ENSG00000228775.7|WEE2-AS1	10	10	11	9
ENSG00000228782.7|MRPL45P2	18.47	31.44	21.84	18.44
ENSG00000228794.8|LINC01128	96	123	123	102
ENSG00000228801.5|AC064807.1	17	21	15	21
ENSG00000228830.1|AL160408.2	99.9	118.22	112.21	118.8
ENSG00000228878.7|SEPT7-AS1	35	57	52	43
ENSG00000228889.6|UBAC2-AS1	4	14	16	16
ENSG00000228903.7|RASA4CP	15.36	18.67	12.59	12.53
ENSG00000228925.1|AC016722.2	15.02	23.12	18.09	24.02
ENSG00000229017.6|LINC01277	11	10	14	16
ENSG00000229018.5|PMS2P7	18.73	24.27	46.47	22.53
ENSG00000229036.7|VDAC1P8	38.95	64.33	61.25	51.66
ENSG00000229043.2|AC091729.3	41	28	22	32
ENSG00000229047.1|AF127577.1	12.37	0	12.39	8.66
ENSG00000229117.9|RPL41	6385.93	7100.25	6119.75	6235.89
ENSG00000229124.6|VIM-AS1	19	14	24	20
ENSG00000229146.2|SNX18P4	26.67	23.47	20.74	17.25
ENSG00000229152.2|ANKRD10-IT1	29	41	34	30
ENSG00000229156.1|CR769776.2	7.54	17.22	9.71	12.89
ENSG00000229180.7|AC006001.3	457.71	574.86	476.78	464.66
ENSG00000229186.4|ADAM1A	5.43	32.25	25.54	17.95
ENSG00000229267.2|AC016708.1	13	23	29	23
ENSG00000229273.1|BX664615.1	40.05	40.21	28.6	35.54
ENSG00000229299.2|AL121845.1	41.66	44.66	48.4	45.15
ENSG00000229320.3|KRT8P12	117.44	136	128.1	123
ENSG00000229334.1|AC046143.1	19	20	18	11
ENSG00000229358.3|DPY19L1P1	33.94	40.64	34.25	47.1
ENSG00000229413.2|AC018638.1	38	35	16	19
ENSG00000229419.1|RALGAPA1P1	5.83	22.19	12.38	11.52
ENSG00000229422.2|AL512625.2	27.47	32.57	23.48	25.53
ENSG00000229474.6|PATL2	12	13	6	18
ENSG00000229558.2|SACS-AS1	12	11	11	9
ENSG00000229589.1|ACVR2B-AS1	43	35	37	42
ENSG00000229618.2|AC011287.1	23	35	28	37
ENSG00000229619.3|MBNL1-AS1	34.41	32.47	27.82	35.33
ENSG00000229638.1|RPL4P4	11.06	12.89	6.26	3.07
ENSG00000229644.6|NAMPTP1	11.33	14.3	10.74	10.34
ENSG00000229676.3|ZNF492	269.27	410.98	290.99	245.52
ENSG00000229689.3|AC009237.3	22	33	34.2	34
ENSG00000229692.3|SOS1-IT1	17	28	23	19
ENSG00000229743.3|LINC01159	20	16	16	14
ENSG00000229770.2|AL022337.1	24	26	21	13
ENSG00000229776.1|C4B-AS1	53.53	49.8	58.62	54.52
ENSG00000229807.11|XIST	22097.56	29654.49	26831.3	24234.41
ENSG00000229809.8|ZNF688	163	162	140	159
ENSG00000229833.9|PET100	522.93	598	576.77	525.94
ENSG00000229852.2|AC019205.1	141.81	160.41	129.6	117.68
ENSG00000229891.1|LINC01315	14	34	26	21
ENSG00000229931.1|AL137003.1	5	13	5	12
ENSG00000229944.3|EIF4EP2	14.99	23.23	23.65	22.05
ENSG00000229950.1|TFAP2A-AS1	203.25	277.36	283.25	237.55
ENSG00000229953.1|AL590666.2	8.18	22.88	16.49	14.56
ENSG00000229980.4|TOB1-AS1	18	39	16.21	21.61
ENSG00000230042.1|AK3P3	16	12	28	14
ENSG00000230091.6|TMEM254-AS1	73	72.24	68.18	80.13
ENSG00000230124.8|ACBD6	956	1053.26	932.55	849.11
ENSG00000230267.7|HERC2P4	76.85	86	84.08	87.31
ENSG00000230269.6|LINC02525	22	20	14	18
ENSG00000230359.5|TPI1P2	29	41	32	37
ENSG00000230373.8|GOLGA6L5P	242.11	315.64	313.27	281.55
ENSG00000230392.1|AC004835.1	94	115	115	109
ENSG00000230415.1|LINC01786	20	16	14	15
ENSG00000230454.1|U73166.1	62	80	68	65
ENSG00000230461.8|PROX1-AS1	76.01	111	98	56
ENSG00000230487.8|PSMG3-AS1	87	91	119	99
ENSG00000230513.1|THAP7-AS1	19.17	35.62	23.73	22.52
ENSG00000230530.1|LIMD1-AS1	115.95	99.97	98.6	116.36
ENSG00000230551.4|AC021078.1	366.94	432.9	448.55	321
ENSG00000230555.2|AL450326.1	30	26	20	27
ENSG00000230562.3|FAM133DP	7.46	15.35	20.43	10.58
ENSG00000230565.1|ZNF32-AS2	42.36	48.41	42.6	50.87
ENSG00000230590.10|FTX	929.93	1187.55	1211	1143.14
ENSG00000230606.10|AC092683.1	290.84	508.31	307.59	522.91
ENSG00000230635.2|CYP4F60P	9.07	18.24	13.11	9.09
ENSG00000230658.1|KLHL7-DT	32	41	31	27
ENSG00000230699.2|AL645608.2	71.31	79.71	59	64
ENSG00000230707.1|AL589987.1	28	9	6	23
ENSG00000230715.3|AC018638.2	37.84	58.54	51.19	38.69
ENSG00000230724.9|LINC01001	59.81	95.77	64.44	71.95
ENSG00000230733.2|AC092171.2	159.6	144.43	122.07	142.23
ENSG00000230736.2|AL021937.1	3.69	18	14	8
ENSG00000230747.1|AC021188.1	19	19.38	23.42	12.68
ENSG00000230797.2|YY2	46.34	40.11	42	44.94
ENSG00000230798.5|FOXD3-AS1	31	19	28	15
ENSG00000230804.2|C2orf27AP3	25	19	14.05	25.07
ENSG00000230844.2|ZNF674-AS1	250	277	310	211
ENSG00000230869.1|AGAP10P	12.31	17.04	18.2	22.46
ENSG00000230870.2|FBXW11P1	7	13	6	12
ENSG00000230910.3|AL391807.1	229	276	262	219
ENSG00000230955.1|AL929472.2	17.66	4.53	4.97	11.99
ENSG00000230982.1|DSTNP1	31	26	33	21
ENSG00000230989.6|HSBP1	1984	2204	2107	1939
ENSG00000231007.5|CDC20P1	30.96	46.97	46	39.02
ENSG00000231064.7|AC234582.1	111.47	128.95	89.89	115.25
ENSG00000231074.8|HCG18	499.86	589.14	594	527.72
ENSG00000231113.2|AL035587.1	12	10	11	12
ENSG00000231160.9|KLF3-AS1	17.02	33	25	28
ENSG00000231177.4|LINC00852	26	21	18	24
ENSG00000231252.2|AC099792.1	52	73	78	65
ENSG00000231259.5|AC125232.1	88.1	127.89	76.39	77.08
ENSG00000231304.2|SGO1-AS1	13.17	9.42	12.07	7.95
ENSG00000231305.3|AC112484.1	25.21	24	41.71	24.97
ENSG00000231312.6|MAP4K3-DT	54.31	86.25	70	58
ENSG00000231327.1|LINC01816	11	25	14	4
ENSG00000231345.3|BEND3P1	22	34.4	20	18
ENSG00000231346.5|LINC01160	5	12	15	14
ENSG00000231365.5|WARS2-AS1	122	109	93	82
ENSG00000231437.3|LINC01750	139	155	221	184
ENSG00000231500.7|RPS18	9735.52	10761.17	9515.73	9019.63
ENSG00000231527.6|FAM27C	114.12	112.17	120.43	92.95
ENSG00000231528.2|FAM225A	1076.29	1212.81	965.4	851.6
ENSG00000231551.8|AC245100.4	28	35	41	44
ENSG00000231584.8|FAHD2CP	49.04	58.45	45.65	49.33
ENSG00000231595.1|AC005224.1	17	11	19	16
ENSG00000231607.11|DLEU2	62.54	78.3	66.54	59.67
ENSG00000231609.6|AC007098.1	14.2	23.32	18	18
ENSG00000231628.1|AL133406.2	21	22	26	31
ENSG00000231663.1|COA6-AS1	15.86	15.11	12.13	8
ENSG00000231701.1|BMS1P13	10.92	0	10.24	0
ENSG00000231711.2|LINC00899	67	52	61	65
ENSG00000231721.7|LINC-PINT	52.01	80.48	77.07	86.36
ENSG00000231764.8|DLX6-AS1	62	76.55	23	15
ENSG00000231770.5|TMEM44-AS1	65	84	65	68
ENSG00000231784.8|DBIL5P	17	20	15	15
ENSG00000231789.2|PIK3CD-AS2	51	32	29	45
ENSG00000231817.8|LINC01198	112.62	134.57	139.82	129.19
ENSG00000231852.8|CYP21A2	23.2	21.57	16.08	26.46
ENSG00000231856.2|AL162377.1	10.15	18	18	18
ENSG00000231864.2|AL807752.3	104.57	186.52	112.14	158.27
ENSG00000231871.5|IPO9-AS1	11.77	15.98	10.04	11.83
ENSG00000231887.7|PRH1	9.77	10.54	23.14	12.81
ENSG00000231889.7|TRAF3IP2-AS1	146	156	132	122
ENSG00000231925.11|TAPBP	1656	1849	1615	1644
ENSG00000231934.1|FAM242A	18	26	16	12
ENSG00000231955.1|AC007383.3	11.32	3.41	20.51	4.81
ENSG00000231969.1|AC007364.1	10.44	3.69	11.88	5.34
ENSG00000231995.2|AL590399.4	23.75	18.94	34.78	16.05
ENSG00000231999.6|LRRC8C-DT	13	13	13	24
ENSG00000232024.2|LSM12P1	135.4	153.6	87.58	147.57
ENSG00000232040.3|ZBED9	113	121	124.67	139
ENSG00000232044.6|SILC1	19	18	18	21
ENSG00000232070.8|TMEM253	39.92	23.8	24.94	27.71
ENSG00000232098.3|AC012313.1	139.85	164	175	207.33
ENSG00000232104.3|RFX3-AS1	86	139	88	76
ENSG00000232112.3|TMA7	1250.31	1426.21	1237.72	1222.92
ENSG00000232119.8|MCTS1	387	446	445	420
ENSG00000232160.6|RAP2C-AS1	17	22	30	12
ENSG00000232186.1|AL137013.1	11	6.13	11	6.16
ENSG00000232300.1|FAM215B	37	45	32	29
ENSG00000232354.8|VIPR1-AS1	8.57	10.44	12.39	21.61
ENSG00000232388.4|SMIM26	322.51	396.63	309.55	382.02
ENSG00000232433.2|GXYLT1P3	17.25	26.42	39.11	28.96
ENSG00000232434.2|AJM1	100	119	109	88
ENSG00000232442.1|MHENCR	66	70	72	81
ENSG00000232450.1|AL133517.1	8	18	21	15
ENSG00000232533.1|AC093673.1	58	50	44	52
ENSG00000232573.1|RPL3P4	7.4	20.95	12.28	17.8
ENSG00000232586.1|KIAA1614-AS1	94.04	64.86	46.04	44.71
ENSG00000232593.7|KANTR	205	264	229	211
ENSG00000232611.1|AL683813.1	37.93	56.9	28.58	26.86
ENSG00000232630.1|PRPS1P2	35	40	23	34
ENSG00000232653.8|GOLGA8N	39.63	59.14	60.05	34.02
ENSG00000232671.5|ZNF687-AS1	19.99	15.22	23.51	17.49
ENSG00000232677.7|LINC00665	621.71	684.28	675.41	593.34
ENSG00000232783.5|FRG2FP	8	22	9	14
ENSG00000232803.1|SLCO4A1-AS1	500.87	642.18	581	532.97
ENSG00000232807.2|AL137186.2	18.93	26.67	21.01	26.83
ENSG00000232811.1|AL360270.1	17.63	41.87	23.01	15.23
ENSG00000232815.1|DUX4L50	57	85	86	78
ENSG00000232838.4|PET117	174.63	258.32	189.35	174.5
ENSG00000232859.9|LYRM9	62	66	46	43
ENSG00000232860.7|SMG7-AS1	49	66	62	45
ENSG00000232931.5|LINC00342	219.02	234.84	195.45	194.82
ENSG00000232940.5|HCG25	50.3	109.63	84.09	98.91
ENSG00000232956.8|SNHG15	674	697	681	571.22
ENSG00000232977.6|LINC00327	78	78	68	70
ENSG00000232995.7|AL592435.1	17.08	23.15	21	19.32
ENSG00000233016.6|SNHG7	479.03	531.86	430.37	445.57
ENSG00000233024.7|NPIPA9	833.71	702.76	795.36	872.44
ENSG00000233077.1|LINC01271	3.41	43.15	39.57	28.31
ENSG00000233170.4|AC138356.2	18	13.05	32.55	20.15
ENSG00000233178.7|AL161457.2	17	29.3	23.29	18
ENSG00000233184.6|AC093157.1	35	40.79	45.03	32.41
ENSG00000233198.3|RNF224	15	32	23	12
ENSG00000233223.2|AC016876.1	31.51	36	43.71	50.24
ENSG00000233230.1|AC079807.1	13	13.03	23.45	15.21
ENSG00000233237.7|LINC00472	160	168	154.84	128
ENSG00000233264.2|AC006042.3	20	12	6	8
ENSG00000233270.1|SNRPEP4	16.47	25.75	20.27	19.67
ENSG00000233276.5|GPX1	634	786.98	629.96	707.98
ENSG00000233297.4|RASA4DP	16.45	6.26	5.55	11.66
ENSG00000233327.10|USP32P2	11.39	2.51	13.77	0.05
ENSG00000233369.7|GTF2IP4	3030.23	3597.79	3771.97	2999.7
ENSG00000233382.7|NKAPP1	20	19	27	23
ENSG00000233384.2|AC096537.1	35	36	39	55
ENSG00000233396.7|LINC01719	48	63	75.76	56
ENSG00000233429.9|HOTAIRM1	212.04	232.15	225.86	215.76
ENSG00000233435.2|AGGF1P2	43.01	81.77	69.56	48.96
ENSG00000233476.3|EEF1A1P6	22.79	43.66	33.98	50.87
ENSG00000233527.8|ZNF529-AS1	27	31	28	25
ENSG00000233608.4|TWIST2	38	63	63	70
ENSG00000233622.3|CYP2T1P	14	16	10	11
ENSG00000233627.2|C4A-AS1	53.53	49.8	58.62	54.52
ENSG00000233639.5|PANTR1	360	362	369	296
ENSG00000233705.6|SLC26A4-AS1	29	18	17	10
ENSG00000233750.3|CICP27	9.45	27.3	20.42	22.06
ENSG00000233757.6|AC092835.1	59	72	74	59
ENSG00000233806.7|LINC01237	34	33	32	25
ENSG00000233817.1|AL162727.1	12	27	16	14
ENSG00000233822.4|HIST1H2BN	30.47	41.79	28	34.35
ENSG00000233871.2|DLG5-AS1	24	23	20	31
ENSG00000233885.7|YEATS2-AS1	41.38	73.31	61.4	40.28
ENSG00000233913.7|RPL10P9	75.59	125.67	104.16	147.25
ENSG00000233922.2|LINC01694	647	796	681	705
ENSG00000233927.5|RPS28	2599	3083.93	2371	2642.9
ENSG00000233937.6|AC008443.1	37.04	42.02	110.12	92.61
ENSG00000233954.6|UQCRHL	41.05	55.05	38.4	44.09
ENSG00000233966.1|UBE2SP1	18.23	12.96	5.61	12.08
ENSG00000234028.3|EIF2AK3-DT	56	52	59	45
ENSG00000234062.8|AL390879.1	25	18	9	16
ENSG00000234072.1|AC074117.1	136.38	190.01	164.69	137.44
ENSG00000234127.9|TRIM26	1011	1109	939	914
ENSG00000234129.7|AC073529.1	12	19	15	16
ENSG00000234147.1|AL035446.1	14	28	24	25
ENSG00000234160.1|AL513165.1	8	12	7	10
ENSG00000234171.2|RNASEH1-AS1	86	128	103	83
ENSG00000234284.6|ZNF879	192	187	178	195
ENSG00000234327.7|AC012146.1	59.46	55.75	52	51
ENSG00000234338.1|AC073349.2	59	68	51	59
ENSG00000234350.4|AC007405.1	9	23	14	5
ENSG00000234353.2|AP000346.2	20.21	38.2	13.07	12.78
ENSG00000234380.2|LINC01426	44	51	51	43
ENSG00000234390.4|USP27X-AS1	26	29	26	26
ENSG00000234394.8|AL353608.3	39.19	32.29	32.98	37.52
ENSG00000234409.6|CCDC188	85	113	99	80
ENSG00000234420.7|ZNF37BP	2988.65	3716.08	3392	2786.62
ENSG00000234432.4|AC092171.3	14	27.42	10	12
ENSG00000234444.10|ZNF736	1147	1358.57	1163	1191
ENSG00000234456.7|MAGI2-AS3	698	831	836	702
ENSG00000234465.11|PINLYP	20	20	12.02	18
ENSG00000234494.7|SP2-AS1	32	41	43	40
ENSG00000234545.7|FAM133B	949.54	1145.92	1139.2	935.16
ENSG00000234553.1|AC022431.1	9	17	7	12
ENSG00000234585.6|CCT6P3	210.49	220.31	199.59	206.49
ENSG00000234602.7|MCIDAS	26	25	15	13
ENSG00000234608.7|MAPKAPK5-AS1	188.27	192.55	203.4	149.15
ENSG00000234616.8|JRK	777	997	836	846
ENSG00000234617.2|SNRK-AS1	11.51	10.86	18.71	12.1
ENSG00000234636.2|MED14OS	17	10	11	9
ENSG00000234664.1|HMGN2P5	522.67	607.09	478.19	479.13
ENSG00000234678.2|ELF3-AS1	57.22	48.69	54.7	43.39
ENSG00000234684.6|SDCBP2-AS1	86	94	99	96
ENSG00000234719.8|NPIPB2	19.42	11.83	12.61	28.82
ENSG00000234741.8|GAS5	3090.58	3451.34	3598.53	3269.38
ENSG00000234745.11|HLA-B	3507.14	4062.47	3395.32	3682.46
ENSG00000234753.5|FOXP4-AS1	20	15	11	15
ENSG00000234769.7|WASH4P	73.69	122.33	76.25	95.59
ENSG00000234771.3|SLC25A25-AS1	362.27	464.02	345.41	363.73
ENSG00000234773.7|AC012618.3	35	59	51	48
ENSG00000234797.5|RPS3AP6	24.87	24.01	23.16	23.03
ENSG00000234814.8|SVIL2P	9.49	16.32	9.86	15.6
ENSG00000234851.4|RPL23AP42	1988.01	1523.01	1517.78	1321.69
ENSG00000234857.2|HNRNPUL2-BSCL2	1102.29	1172.09	1148.68	1039.6
ENSG00000234869.1|AL021392.1	7	14	6	13
ENSG00000234882.1|EIF3EP1	40	49.02	49	46
ENSG00000234899.9|SOX9-AS1	138	152	154.95	140
ENSG00000234912.12|SNHG20	374	408.95	411.99	399
ENSG00000234961.1|AL133415.1	35.92	27.94	37.16	21.2
ENSG00000234969.1|AL627389.1	7.16	13.67	17.16	6.88
ENSG00000234996.4|AC098934.2	37	64	64	56
ENSG00000235016.1|SEMA3F-AS1	25.73	34.98	26.86	30.07
ENSG00000235023.1|AP001626.1	45	31	49	33
ENSG00000235026.5|DPP10-AS1	80	84	79	90
ENSG00000235027.1|AC068580.3	25.06	20.08	20.1	13.06
ENSG00000235106.10|BRD3OS	705.25	758.4	722.16	788.96
ENSG00000235109.7|ZSCAN31	98	116	101	108
ENSG00000235162.8|C12orf75	124	138	125	150
ENSG00000235173.7|HGH1	500	510	446	515
ENSG00000235174.1|RPL39P3	68.83	85.12	91.43	83.07
ENSG00000235180.1|LINC00601	12	17	19	16
ENSG00000235194.8|PPP1R3E	181	203	169	145.83
ENSG00000235205.1|TATDN2P3	24	17	14	17
ENSG00000235217.6|TSPY26P	433	544	479	498
ENSG00000235238.1|SUMO2P1	14.25	22.93	11.78	18.33
ENSG00000235257.8|ITGA9-AS1	20	22	18	15
ENSG00000235288.3|AC099329.1	161.56	159.62	99.26	112.65
ENSG00000235298.1|AL354733.3	35	16.87	17.04	12.69
ENSG00000235316.1|DUSP8P5	13	17	26	18
ENSG00000235351.1|AC114730.3	16.05	38.62	8.88	6.34
ENSG00000235363.1|SNRPGP10	21.08	30.57	24.26	19.19
ENSG00000235370.6|DNM1P51	57.2	135.64	103.08	88.79
ENSG00000235374.2|SSR4P1	12	21	15	10
ENSG00000235381.1|AL596202.1	35.46	33.85	29.07	31.02
ENSG00000235437.7|LINC01278	1134	1212	1184	1071
ENSG00000235453.10|SMIM27	71.08	59.2	46.2	61.42
ENSG00000235499.1|AC073046.1	21	15	12	13
ENSG00000235501.5|AC105942.1	35	29	24	24
ENSG00000235531.9|MSC-AS1	123.09	125.42	109.72	126.71
ENSG00000235552.4|RPL6P27	17.23	5.4	8.62	12.6
ENSG00000235560.3|AC002310.1	45.48	69.27	32.06	35.52
ENSG00000235609.7|AF127577.4	20	31	25	23.26
ENSG00000235652.7|AL356599.1	38.46	21.94	57.7	17.83
ENSG00000235655.3|H3F3AP4	1232.15	1073.43	891.86	874.5
ENSG00000235663.1|SAPCD1-AS1	24.86	8.24	9.71	33.1
ENSG00000235703.5|LINC00894	18.56	20.58	12.63	8.48
ENSG00000235706.7|DICER1-AS1	102	97	102	82
ENSG00000235781.1|LINC02569	33	49	54	41
ENSG00000235823.2|OLMALINC	264	271	308	297
ENSG00000235859.5|AC006978.1	69	76	47	48
ENSG00000235890.2|TSPEAR-AS1	23	36	22	18
ENSG00000235919.4|ASH1L-AS1	33	42	39.74	45
ENSG00000235934.1|AC007405.2	31.53	38.82	29.4	68.21
ENSG00000235944.8|ZNF815P	39	37	33	36
ENSG00000235954.6|TTC28-AS1	159.37	158.07	161.68	137.08
ENSG00000235961.5|PNMA6A	36	30.97	25	9.94
ENSG00000236015.1|AC011290.2	21	20	17	19
ENSG00000236017.8|ASMTL-AS1	18	27.9	21	11
ENSG00000236017.8|PAR|Y|ASMTL-AS1	18	27.9	21	11
ENSG00000236088.9|COX10-AS1	133	174	180	153
ENSG00000236104.3|ZBTB22	476	485	388	392
ENSG00000236144.7|TMEM147-AS1	376	392	356	364
ENSG00000236200.5|KDM4A-AS1	9	27	20.39	16.09
ENSG00000236255.1|AC009404.1	99	126	102	115
ENSG00000236287.8|ZBED5	976.25	1211	1138.83	1003
ENSG00000236352.1|AC005220.1	16.67	12.59	12.94	23.41
ENSG00000236397.3|DDX11L2	44.41	27.75	21.47	25.36
ENSG00000236404.9|VLDLR-AS1	4	11.94	11	12.37
ENSG00000236432.7|AC097662.1	14	13	12	21
ENSG00000236519.1|LINC01424	27	24	22	24
ENSG00000236526.1|AL035448.1	6.38	16.93	7.58	10.56
ENSG00000236540.7|AC006547.1	16	17.4	19.34	10.05
ENSG00000236552.2|RPL13AP5	18.23	19.14	12.04	20.47
ENSG00000236609.4|ZNF853	760	834	661	735
ENSG00000236618.2|PITPNA-AS1	86.26	82.05	74.39	118.38
ENSG00000236753.6|MKLN1-AS	35	52	48	41
ENSG00000236778.7|INTS6-AS1	29	26.78	45.8	28
ENSG00000236782.7|AL391650.1	1.33	14.93	11.93	3.66
ENSG00000236810.5|ELOA-AS1	93.91	79.48	67.27	65.77
ENSG00000236816.2|ANKRD20A7P	177.59	209.87	205.22	187.27
ENSG00000236829.9|Z97634.1	13	14	12	10
ENSG00000236830.6|CBR3-AS1	104.57	123.57	132.83	77.75
ENSG00000236859.6|NIFK-AS1	89.03	87.01	90.03	84.01
ENSG00000236901.6|MIR600HG	166	205.31	123.26	104.12
ENSG00000236914.3|LINC01852	24	43	31	25
ENSG00000236939.2|BAALC-AS2	26	21	19	17
ENSG00000236947.5|AL139412.1	5	15	10	18
ENSG00000237004.4|ZNRF2P1	37	81	44	67
ENSG00000237017.1|AC245052.4	17.19	36.45	19.26	26.3
ENSG00000237036.4|ZEB1-AS1	262.1	295.37	275.75	244.94
ENSG00000237037.9|NDUFA6-DT	83	101.96	75	68
ENSG00000237054.9|PRMT5-AS1	17.78	22.38	15.51	21.04
ENSG00000237080.3|EHMT2-AS1	21.12	21.17	8.1	16.08
ENSG00000237094.12|AL732372.2	51.89	106.29	60.95	79.51
ENSG00000237172.4|B3GNT9	453.51	543.39	442.29	471.12
ENSG00000237187.8|NR2F1-AS1	243.03	217.26	223.17	197.59
ENSG00000237188.5|AC242426.2	14.45	28.02	0.18	18.89
ENSG00000237190.4|CDKN2AIPNL	246	285	278	257
ENSG00000237238.3|BMS1P10	42.82	67	62.62	54.93
ENSG00000237248.5|LINC00987	17	35	23	26
ENSG00000237289.9|CKMT1B	71.45	55.68	31.91	63.21
ENSG00000237296.9|SMG1P1	83.8	226.16	130.4	137.75
ENSG00000237298.9|TTN-AS1	153.73	175.15	178.9	172.15
ENSG00000237310.1|AC008267.5	18	16	26	20
ENSG00000237356.6|AL365295.1	6	8	11	11
ENSG00000237357.2|BX088651.4	361.5	433.69	455.09	364.09
ENSG00000237380.7|HOXD-AS2	41.59	53.43	29	44.85
ENSG00000237399.7|PITRM1-AS1	16.95	14.37	12.47	8.68
ENSG00000237424.1|FOXD2-AS1	37	47	43	49
ENSG00000237437.1|ASS1P12	14	24	19	17
ENSG00000237440.9|AC008554.1	392	494	417.11	352
ENSG00000237441.10|RGL2	1814.28	1986.32	1597.85	1574.24
ENSG00000237457.6|LINC01351	47	44	59	63
ENSG00000237489.5|C10orf143	20	16	15	12
ENSG00000237499.6|AL357060.1	6	12	18	8
ENSG00000237517.9|DGCR5	49	52.88	36.38	46.67
ENSG00000237550.5|RPL9P9	65.95	60.43	36.52	66.1
ENSG00000237588.2|AL590666.3	12	12	4	13
ENSG00000237594.2|AP000251.1	11	20	11	8
ENSG00000237624.1|OXCT2P1	19.81	14.35	18.48	9.67
ENSG00000237649.8|KIFC1	2270	2573	1984	2167
ENSG00000237651.6|C2orf74	62.44	67.16	80	68.92
ENSG00000237732.9|AC010980.1	110.86	101.1	90.1	90.7
ENSG00000237753.1|AC079922.2	20	27	16	27
ENSG00000237765.7|FAM200B	385	411	439	387
ENSG00000237819.5|AC002454.1	140	152	119	117
ENSG00000237854.3|LINC00674	16	17	11	17
ENSG00000237886.1|NALT1	22	16	14	27
ENSG00000237940.3|LINC01238	87	87	86	78
ENSG00000237943.6|PRKCQ-AS1	150	145	140	113
ENSG00000237973.1|MTCO1P12	461.97	531.58	508.89	458.18
ENSG00000237976.1|AL391069.2	169	201	150	145
ENSG00000237977.1|EIF4HP2	17	19	16	28
ENSG00000237984.3|PTENP1	13.6	29.58	27.72	21.73
ENSG00000238018.2|AC093110.1	6.95	14.18	11	8.07
ENSG00000238035.8|AC138035.1	29.27	50.89	57.2	32.32
