Ola_827_R1B1	LMP.Olap_827_R1B1	Ola_827_R2B1	LMP.Olap_827_R2B1	Ola_827_R3B2	LMP.Olap_827_R3B2
ENSG00000162923.16|WDR26	3895	3817	3868.92	4482	3767.92	3454.57
ENSG00000162924.14|REL	195.53	136.44	170.32	175.9	151.6	140.15
ENSG00000162927.14|PUS10	126.76	126	133.71	124.59	109.32	115.4
ENSG00000162928.9|PEX13	581.24	545	504.29	655.41	513.68	467.6
ENSG00000162929.13|KIAA1841	449.42	449.46	414.71	535.51	494	478
ENSG00000162931.12|TRIM17	23	19	13	28	17	16
ENSG00000162944.10|RFTN2	294	252	224	277	230	212
ENSG00000162946.22|DISC1	288.95	144.74	211.6	180.49	297	180.72
ENSG00000162959.13|MEMO1	636.81	617.02	463.01	613.95	537.84	495.28
ENSG00000162961.14|DPY30	456	432	430.41	530	411	422
ENSG00000162971.11|TYW5	234	258.04	200	264	211	222.09
ENSG00000162972.10|MAIP1	127	145.96	110	170	137	116.91
ENSG00000162975.5|KCNF1	1796	1558	1472	1805	1632	1286
ENSG00000162976.13|PQLC3	174	213	239	319	207	192
ENSG00000162980.17|ARL5A	859.09	817.62	731.38	909.46	833.07	762.42
ENSG00000162981.14|FAM84A	276	426	222	393	199	287
ENSG00000162994.16|CLHC1	131	130	118	168	131	129
ENSG00000162997.15|PRORSD1P	16	10	11	24	18	14
ENSG00000162998.5|FRZB	24	42	22	61	22	31
ENSG00000162999.12|DUSP19	51	55	45	75	51	64
ENSG00000163001.11|CFAP36	1181	1226	1076	1357	1039	1133
ENSG00000163002.13|NUP35	418	284	289	313	390	281
ENSG00000163006.12|CCDC138	206	189	166	192	218	175
ENSG00000163013.11|FBXO41	479	493	459	582	514	426
ENSG00000163017.13|ACTG2	90	58	122	138	92	67
ENSG00000163026.12|WDCP	301	240	183	246	225	221
ENSG00000163029.16|SMC6	1149	1041	946	1074	1042	931
ENSG00000163032.11|VSNL1	167	205	194	373	286	322
ENSG00000163040.14|CCDC74A	280.84	265.63	240.82	314.8	293.03	246.42
ENSG00000163041.10|H3F3A	3631.37	3734.38	3365.13	4559.13	3796.35	3561.69
ENSG00000163050.17|COQ8A	317	415	384	584	369	422
ENSG00000163053.11|SLC16A14	24	35	17	29	26	24
ENSG00000163064.6|EN1	146	178	187	224	194	157
ENSG00000163069.12|SGCB	2554	2646	2888	3138	2677	2401
ENSG00000163071.11|SPATA18	11	40	19	34	16	22
ENSG00000163072.15|NOSTRIN	20	21	25	21	31	14
ENSG00000163075.13|CFAP221	12	17	12	18	12	11
ENSG00000163083.6|INHBB	18	18	81	55	23	19
ENSG00000163093.12|BBS5	277.37	305.92	278.12	425.84	305.36	250.95
ENSG00000163104.17|SMARCAD1	1250	1146	959	1215	1058	993
ENSG00000163110.15|PDLIM5	1627	1444	1548	1714	1493	1288
ENSG00000163125.15|RPRD2	1615	1760	1323	1945	1661	1546
ENSG00000163126.15|ANKRD23	23.07	27.66	9.84	56.97	25.06	38.18
ENSG00000163131.11|CTSS	66	72	70	92	71	63
ENSG00000163132.7|MSX1	125	135	118	173	146	158
ENSG00000163138.19|PACRGL	156	119	118	141	115	95
ENSG00000163141.19|BNIPL	20	21	20	24	22	20
ENSG00000163155.12|LYSMD1	333	328	363	381	332	273
ENSG00000163156.11|SCNM1	562	686	499	728	548	567
ENSG00000163157.15|TMOD4	80.67	58.98	36.61	79.55	31.79	57.5
ENSG00000163159.12|VPS72	1218.33	1334.02	963.39	1449.45	1105.21	1105.5
ENSG00000163161.13|ERCC3	1290	1274	1131	1541	1215	1266
ENSG00000163162.8|RNF149	169	177	163	191	120	128
ENSG00000163166.15|IWS1	920	901	878	1122	951	874
ENSG00000163170.12|BOLA3	209	270	180	289	263	243
ENSG00000163171.7|CDC42EP3	2180	3022	2334	3360	2149	2338
ENSG00000163191.6|S100A11	3327	3830	3534	4771	3632	3580
ENSG00000163214.21|DHX57	1068	1044	699	1042	877	845
ENSG00000163219.11|ARHGAP25	222	233	204	226	202	171
ENSG00000163235.16|TGFA	477	750	966	1251	522	650
ENSG00000163249.12|CCNYL1	531	500.99	401	519	493	438
ENSG00000163251.4|FZD5	158	155	133	186	206	170
ENSG00000163257.11|DCAF16	325	295	283	380	335	282
ENSG00000163273.4|NPPC	25	10	11	8	14	11
ENSG00000163281.11|GNPDA2	575	521	465	567	455	464
ENSG00000163291.14|PAQR3	513.5	588.78	422.81	543.57	417.59	528.83
ENSG00000163297.17|ANTXR2	585	476	365	513	490	414
ENSG00000163312.11|HELQ	222	270	212	235	211	236
ENSG00000163319.11|MRPS18C	354.8	478.4	302.3	451.81	411.63	355.12
ENSG00000163320.11|CGGBP1	3843	3497	3571	4221	3719	3214
ENSG00000163322.14|ABRAXAS1	181.2	137.6	199.7	188.19	157.37	174.88
ENSG00000163328.13|GPR155	650	883	433	660	557	634
ENSG00000163331.11|DAPL1	24	19.15	29	26	31	20
ENSG00000163344.6|PMVK	358	424	301	494	364	425
ENSG00000163346.17|PBXIP1	1050	1341	1220	1575	1120	1109
ENSG00000163348.4|PYGO2	1140	1134.44	976	1345.93	1151	1047.46
ENSG00000163349.22|HIPK1	2272	2507	2235	2576	2185	2020
ENSG00000163362.11|INAVA	169	178	159	196	186	197
ENSG00000163364.9|LINC01116	117	166	111	181.91	108.97	123.98
ENSG00000163374.19|YY1AP1	1238.83	1278.44	1367.67	1605.96	1452.21	1297.91
ENSG00000163376.11|KBTBD8	100	73	47	55	52	56
ENSG00000163378.14|EOGT	445	480	376	478	412	371
ENSG00000163382.12|NAXE	984	1121	815	1324	1090	1040
ENSG00000163389.12|POGLUT1	1033	1124	770	1108	844	924
ENSG00000163393.13|SLC22A15	104	133	139	165	97	104
ENSG00000163399.16|ATP1A1	15998.99	19428.94	16934.96	22064.94	15630.96	16759.98
ENSG00000163406.11|SLC15A2	262	262	171	237	188	186
ENSG00000163412.13|EIF4E3	65	79	63	108	58	80
ENSG00000163428.4|LRRC58	1916	1821	1595	1932	1713	1633
ENSG00000163430.12|FSTL1	4564	4415	4638.49	5495	4356.28	4046.04
ENSG00000163431.13|LMOD1	16.86	12	8.08	19.04	21.16	11.12
ENSG00000163444.12|TMEM183A	1442.24	1551.69	1425.28	1712.24	1570.98	1395.1
ENSG00000163449.11|TMEM169	991	1289	791	1150	887	915
ENSG00000163453.11|IGFBP7	3872.04	5151.62	4243.41	5985.12	3654.4	4216.06
ENSG00000163462.18|TRIM46	187	212	166	234	162	162
ENSG00000163463.11|KRTCAP2	815.6	829	778	1046	847	805
ENSG00000163466.16|ARPC2	2705	2771	2313	3166	2516	2450
ENSG00000163467.11|TSACC	15	15	8	13	10	11
ENSG00000163468.15|CCT3	6927	6842	5111	7356	6148	5984
ENSG00000163472.19|TMEM79	199	214	171	256	190	200
ENSG00000163479.14|SSR2	2899	2607	3252.96	3273	2943	2658
ENSG00000163481.8|RNF25	528	636	480	803	572	616
ENSG00000163482.12|STK36	1733	1898	1590	2153	1748	1702
ENSG00000163485.17|ADORA1	1089	860	866	1106	1367	933
ENSG00000163491.16|NEK10	73	58	44	70	71	41
ENSG00000163507.14|CIP2A	1130	883	877	913	1110	846
ENSG00000163510.14|CWC22	607	500	537	575	544	490
ENSG00000163512.14|AZI2	753.88	763.62	830.14	795.95	681.34	666.87
ENSG00000163513.17|TGFBR2	204	244	237	289	216	187
ENSG00000163516.13|ANKZF1	640	677	1192	1125	721	685
ENSG00000163517.15|HDAC11	175	240	227	353	198	199
ENSG00000163520.14|FBLN2	9	9	29	80	17	10
ENSG00000163521.16|GLB1L	191	191	170	241	239	188
ENSG00000163527.9|STT3B	5121	4296	4692	4940	4851	4151
ENSG00000163528.13|CHCHD4	424	453	388	523	437	406
ENSG00000163531.15|NFASC	1717	1795	1899	2387	1518	1404
ENSG00000163535.18|SGO2	966	444	720	562	902	576
ENSG00000163536.12|SERPINI1	733	947	901	1047	788	836
ENSG00000163539.17|CLASP2	1461	1554	1160	1452	1363	1260
ENSG00000163541.12|SUCLG1	1018	1026	1014	1215	1008	947
ENSG00000163545.8|NUAK2	159	120	109	185	149.26	154
ENSG00000163558.13|PRKCI	1063	1019	839	1143	886	819
ENSG00000163565.18|IFI16	1713	2009	1245	2029	1646	1651
ENSG00000163577.8|EIF5A2	608	720	511	702	507	596
ENSG00000163584.18|RPL22L1	112	117	91	117	113	79
ENSG00000163590.14|PPM1L	664	590	517	647	530	513
ENSG00000163596.16|ICA1L	510.54	416	341.43	484	500.74	410.01
ENSG00000163597.14|SNHG16	745.82	776.24	577.56	836.01	590.38	602.61
ENSG00000163602.10|RYBP	833	944	890	1065	922	993
ENSG00000163605.14|PPP4R2	1737.93	1632.86	1567.95	1794.83	1605.83	1636.71
ENSG00000163607.15|GTPBP8	233	213.95	169	218	171	191.85
ENSG00000163608.15|NEPRO	1163.85	1243.9	1129.96	1301.78	1088.69	1019.47
ENSG00000163611.11|SPICE1	171.55	142.29	148.81	195.22	160.58	138.19
ENSG00000163617.11|CCDC191	239	279	247	300	244	257
ENSG00000163618.18|CADPS	211	205	204	243	194	151
ENSG00000163625.15|WDFY3	976	927	858	967	862	765
ENSG00000163626.16|COX18	365	343	295	388	376	334
ENSG00000163629.13|PTPN13	3869	3957	3244	4199	3737	3467
ENSG00000163633.12|C4orf36	22.13	29.73	15.01	44.31	20.85	21.72
ENSG00000163634.12|THOC7	707	776	620	823	727	666
ENSG00000163635.18|ATXN7	260.6	340.05	289	287.29	648.27	253.36
ENSG00000163636.10|PSMD6	1955.52	1821.76	1685.93	2065.5	1771.78	1689.25
ENSG00000163637.13|PRICKLE2	1341	1576.2	1531.61	1767.66	1391.62	1331.33
ENSG00000163638.13|ADAMTS9	18962	19357	16893	20492.95	16879.97	15215.96
ENSG00000163644.15|PPM1K	534	433	397	480	451	425
ENSG00000163655.16|GMPS	2650	2205	2022	2470	2539	2103
ENSG00000163659.13|TIPARP	726	720	1180	952	839	743
ENSG00000163660.11|CCNL1	1343	1386	2011.06	1693	1207	1141
ENSG00000163661.4|PTX3	726	550	489	490	588	470
ENSG00000163666.10|HESX1	21	23	22	39	30	23
ENSG00000163681.14|SLMAP	1074	1060	879	1123	998	942
ENSG00000163682.16|RPL9	3397.78	3771.65	3533.67	4379.89	3335.4	3227.67
ENSG00000163683.12|SMIM14	271	299	305	393	289	309
ENSG00000163684.11|RPP14	684.68	747.77	648.52	970.93	638.38	633.98
ENSG00000163686.14|ABHD6	302	316	215	365	263	262
ENSG00000163689.20|C3orf67	37	28	37	28	32	32
ENSG00000163694.15|RBM47	117	145	111	162	104	109
ENSG00000163697.17|APBB2	1029.81	990.76	842	987	949.36	856.52
ENSG00000163701.19|IL17RE	16	27	13	41	17	17
ENSG00000163702.20|IL17RC	431	526	538	779	479	468
ENSG00000163703.17|CRELD1	830	852	858	1046	824	802
ENSG00000163704.12|PRRT3	214	235	150.81	247	200	189
ENSG00000163710.9|PCOLCE2	530	564	745	800	549	545
ENSG00000163714.17|U2SURP	3434.9	3039.14	3015	3479.73	3046	2926.82
ENSG00000163719.19|MTMR14	388	409	362	497	378	369
ENSG00000163728.11|TTC14	1133	1038	895	1023	932	806
ENSG00000163738.18|MTHFD2L	187.99	151	107.84	134	158	120.96
ENSG00000163743.13|RCHY1	324	339	316	362	292	319
ENSG00000163754.17|GYG1	853	1059	784	1052	834	926
ENSG00000163755.8|HPS3	1154	1071	1144	1393	1165	977.9
ENSG00000163781.13|TOPBP1	2035	1888	1753	2015	2137	1717
ENSG00000163785.12|RYK	1873	1743	1558	1919	1670	1593
ENSG00000163788.14|SNRK	720.73	844.46	991.41	1028.86	775.98	754.13
ENSG00000163795.14|ZNF513	332.7	356.85	311.6	466	357.85	336.81
ENSG00000163798.13|SLC4A1AP	832.12	814.69	700.75	898.27	677.56	744.94
ENSG00000163803.13|PLB1	108	81	67	87	105	78
ENSG00000163806.16|SPDYA	14.82	16.23	15.2	10.73	21.56	19.07
ENSG00000163807.6|KIAA1143	1553	1697	1369	1790	1469	1410.04
ENSG00000163808.17|KIF15	929	631	807	718	989	669
ENSG00000163811.12|WDR43	1184	1120	946	1109	1072	963
ENSG00000163812.14|ZDHHC3	940	952	818	1092	921	921
ENSG00000163818.17|LZTFL1	381	374	516	505	393	369
ENSG00000163820.15|FYCO1	619	761	481	764	461	460
ENSG00000163823.4|CCR1	59	33	19	44	29	27
ENSG00000163832.16|ELP6	670	730	478	793	702	677
ENSG00000163840.10|DTX3L	1487.58	1544.59	1102	1361.83	1343.73	1258.55
ENSG00000163848.19|ZNF148	1588	1488	1339	1512	1369	1281
ENSG00000163864.17|NMNAT3	129	110.03	102	104.03	118	95
ENSG00000163866.9|SMIM12	331	336	293	409.31	299.17	317
ENSG00000163867.17|ZMYM6	253.53	251.56	256.35	287.82	257.93	239.93
ENSG00000163870.15|TPRA1	374	420	363	555	382.43	370
ENSG00000163872.16|YEATS2	1933.58	2062.81	1902.58	2361.72	1963.66	1707.22
ENSG00000163873.10|GRIK3	13	13	9	16	7	12
ENSG00000163874.11|ZC3H12A	35	32	42	42	39	47
ENSG00000163875.15|MEAF6	654	654	586	786	627	591
ENSG00000163877.11|SNIP1	228	242	248	327	209	240
ENSG00000163879.11|DNALI1	400	491	384	525	366	361
ENSG00000163882.9|POLR2H	757	824	879	985	768	746
ENSG00000163884.4|KLF15	75	79	60	83	63	62
ENSG00000163888.4|CAMK2N2	199.52	161.18	172.19	211.29	198.66	159.44
ENSG00000163898.10|LIPH	21	31	16	20	27	20
ENSG00000163900.11|TMEM41A	264.14	321	265.97	337.86	275.53	292.42
ENSG00000163902.12|RPN1	5217	5390	5336	6212	5022	4770
ENSG00000163904.13|SENP2	972	954	814	1067	949	882
ENSG00000163913.11|IFT122	894.42	748.66	774.91	1011.61	922.9	748.59
ENSG00000163918.10|RFC4	871	701	681	809	819	638
ENSG00000163923.10|RPL39L	142.02	155	131	221	164	167.02
ENSG00000163930.10|BAP1	1956	2167	2037	2756	2279	2051
ENSG00000163931.16|TKT	8424	8133	9039	10770	9898	8458
ENSG00000163932.14|PRKCD	357	418	384	549	377	329
ENSG00000163933.10|RFT1	758	780	624	870	735	646
ENSG00000163935.14|SFMBT1	294	296	289	286	326	251.32
ENSG00000163938.17|GNL3	2502	2546	2085	2346	2130	2110
ENSG00000163939.18|PBRM1	2197.98	2059.75	1792	2165.73	2223.04	1963.93
ENSG00000163945.16|UVSSA	769	869	680	1031	894	794
ENSG00000163946.13|TASOR	1916.51	1881.3	1636.91	2005.19	1714.19	1594.82
ENSG00000163947.11|ARHGEF3	2459	3562	5654	5357	2701	3028
ENSG00000163950.13|SLBP	875	883	784	1000	903	843
ENSG00000163956.12|LRPAP1	1414	1541	1356	1995	1576	1443
ENSG00000163959.10|SLC51A	56	77.11	46.02	71	43	66.11
ENSG00000163960.12|UBXN7	1609	1877	1662	1988	1503.75	1521
ENSG00000163961.4|RNF168	707	561	678	605	718	611
ENSG00000163964.14|PIGX	903	889	727.88	1003	795	796
ENSG00000163975.12|MELTF	227	243	241	409	238	256
ENSG00000164002.11|EXO5	178.59	206.4	153.56	201	183	145.7
ENSG00000164008.16|C1orf50	75.48	80.51	73.87	105.53	75.13	84.85
ENSG00000164010.15|ERMAP	314.7	375.49	276	409.88	345.78	358.36
ENSG00000164011.18|ZNF691	115	119	95	146	106	108
ENSG00000164022.16|AIMP1	1022.05	1071.55	865.71	1098.84	858	898.84
ENSG00000164023.14|SGMS2	138	135	131	138	135	119
ENSG00000164024.12|METAP1	735	769	680	758	674	699
ENSG00000164031.17|DNAJB14	855	981	786	1051	730	770
ENSG00000164032.12|H2AFZ	3734	2914	3562	3615	3771	3059
ENSG00000164038.15|SLC9B2	358	357.29	260	335	383	308
ENSG00000164039.15|BDH2	375	397.71	295	389	299	330
ENSG00000164040.16|PGRMC2	908	843	968	1129	863	846
ENSG00000164045.11|CDC25A	501	428	342	450	510	419
ENSG00000164048.14|ZNF589	373.66	344	275	395	337	344
ENSG00000164050.13|PLXNB1	2054	2763	1840	3420	2146	2288
ENSG00000164051.14|CCDC51	400	450.26	299.26	488.73	373	422.13
ENSG00000164053.21|ATRIP	540.44	623.38	409.93	683.57	545.68	513.9
ENSG00000164054.15|SHISA5	3088	3606	2939	4793	3433	3413
ENSG00000164056.11|SPRY1	2272	2267	2519	2581	2455	2396
ENSG00000164061.5|BSN	246	339	208	348	244	235
ENSG00000164062.13|APEH	1598	1800	1562	2209	1808	1753
ENSG00000164066.13|INTU	260	287	218	329	237	229
ENSG00000164068.16|RNF123	853.92	1086.79	846.98	1312.26	944.6	1008.41
ENSG00000164070.12|HSPA4L	941.49	1234.73	676	1206.8	783.15	990.51
ENSG00000164073.10|MFSD8	238.21	267	202	250	248	255
ENSG00000164074.15|ABHD18	132.79	144	119	139	126	124
ENSG00000164077.14|MON1A	341	349	237	419	311	263
ENSG00000164080.13|RAD54L2	1227.98	1337.91	1042	1407	1133	1045
ENSG00000164081.12|TEX264	1124.02	1236.09	962	1409	1128	1031
ENSG00000164082.15|GRM2	57	33	67	51	58	40
ENSG00000164086.10|DUSP7	228	289	229	386	275	258
ENSG00000164087.7|POC1A	485	361	306	496	488	389
ENSG00000164088.18|PPM1M	709	763	659	947	749	671
ENSG00000164091.12|WDR82	5354	5331	4779	5874	5081	4779
ENSG00000164093.16|PITX2	47	27	45	52	49	40
ENSG00000164096.13|C4orf3	889	925	1138	1254	957	903
ENSG00000164099.3|PRSS12	697	854	715	969	736	798
ENSG00000164104.11|HMGB2	3028	2117	3430	2669	3717	2567
ENSG00000164105.4|SAP30	341	333	515	540	483	396
ENSG00000164106.8|SCRG1	113	63	87	72	104	74
ENSG00000164107.8|HAND2	21	29.93	22	22	9	10
ENSG00000164109.14|MAD2L1	1021	752	900	906	968	751
ENSG00000164111.15|ANXA5	4213	3517	4792	4783	4243	3675
ENSG00000164114.19|MAP9	1414.67	1455	918	1297.77	1038	1079.76
ENSG00000164117.13|FBXO8	210.87	263.71	226	243.86	218.68	222.63
ENSG00000164118.13|CEP44	265.13	237.29	248	237.14	247.32	235.37
ENSG00000164125.15|GASK1B	22.3	75.98	16.61	48.51	19	26.49
ENSG00000164134.13|NAA15	1523	1417	1261	1481	1420	1295
ENSG00000164142.16|FAM160A1	41	39	75	47	42	35
ENSG00000164144.16|ARFIP1	692	639	540	709	566	546
ENSG00000164151.12|ICE1	1763	1781	1395	1767	1643	1411
ENSG00000164161.10|HHIP	1503	1695	2056.98	2116	1799	1657
ENSG00000164162.14|ANAPC10	206.95	168	162	189.94	186.34	158.41
ENSG00000164163.11|ABCE1	2796	2764	2332.99	2931.91	2414	2266.98
ENSG00000164164.16|OTUD4	1445	1428	1381	1491.03	1287	1233.99
ENSG00000164167.12|LSM6	243	237	161	186	225	203
ENSG00000164168.7|TMEM184C	979	1014	809	1017	876	933
ENSG00000164169.13|PRMT9	189	185	176	241	187	141
ENSG00000164171.11|ITGA2	816	1190	634	1086	731	849
ENSG00000164172.19|MOCS2	1056	1047	764	1073	916	815
ENSG00000164180.13|TMEM161B	352	365	388	369	327	289.92
ENSG00000164182.11|NDUFAF2	290.61	268.67	194	208.88	218.84	185.91
ENSG00000164187.7|LMBRD2	745	843	664	782	604	608
ENSG00000164188.8|RANBP3L	52	28	22	23	30	17
ENSG00000164190.18|NIPBL	1814	1488	1645	1649	1599	1298
ENSG00000164197.12|RNF180	24	19	12	6	11	12
ENSG00000164199.18|ADGRV1	816	627	750	627	690	463
ENSG00000164209.17|SLC25A46	1343	1358	1122	1400	1115	1136
ENSG00000164211.13|STARD4	989.95	745	881	811.91	818	772.96
ENSG00000164219.10|PGGT1B	972.35	992.73	838.7	974.14	825.92	814.97
ENSG00000164220.7|F2RL2	179	218	138	216	139	190
ENSG00000164221.13|CCDC112	351	380	265	385	295	341
ENSG00000164236.12|ANKRD33B	38	33	33	36	26	29.07
ENSG00000164237.9|CMBL	880	1578	780	1469	795	1125
ENSG00000164241.13|C5orf63	81	77	61	87	71	58
ENSG00000164244.20|PRRC1	1189	1222	1289	1440	1153	1171
ENSG00000164251.5|F2RL1	1119	1462	994	1435	1058	1150
ENSG00000164252.13|AGGF1	416.36	433.28	384.93	452.89	411.16	427.44
ENSG00000164253.14|WDR41	812.61	833.21	861.22	992.42	777.87	792
ENSG00000164258.12|NDUFS4	599	686	719	747	666	572
ENSG00000164284.15|GRPEL2	392.97	501	463	529	520	487
ENSG00000164291.16|ARSK	184	134	129	157	150	128
ENSG00000164292.13|RHOBTB3	1533.31	1458	1417	1697.99	1317.17	1196
ENSG00000164294.14|GPX8	343	313	345	389	343	263
ENSG00000164296.7|TIGD6	207	185.95	121	185	153.09	169.31
ENSG00000164300.17|SERINC5	935	1087	991	1210.79	940	1021
ENSG00000164305.19|CASP3	1342	1378	1043	1346	1138	1118
ENSG00000164306.11|PRIMPOL	231.96	193.36	180.54	278.11	230.82	239.08
ENSG00000164307.13|ERAP1	620.04	571.83	598.07	660.04	622.35	546.72
ENSG00000164308.16|ERAP2	86	95	49	75	87	75
ENSG00000164309.15|CMYA5	280	323	301	365	277	245
ENSG00000164318.18|EGFLAM	8	21	13	17	24	11
ENSG00000164323.14|CFAP97	2176	2315	2013	2381	2057	2075
ENSG00000164327.13|RICTOR	365	395	374	417	351	307
ENSG00000164329.13|TENT2	457	444	427	517	468	359
ENSG00000164331.10|ANKRA2	267.76	322.54	259.48	389.32	249.48	251.42
ENSG00000164332.8|UBLCP1	701	717	527	760	579	628
ENSG00000164338.10|UTP15	463.24	464.46	377.52	512.68	425.52	359.58
ENSG00000164342.12|TLR3	196	224	157	205	182	150
ENSG00000164346.10|NSA2	1121.01	1250.81	1066.5	1311.19	1157.3	978.8
ENSG00000164347.18|GFM2	894.51	928.12	700.06	966.51	731.48	779.67
ENSG00000164362.19|TERT	26	15	23	22	27	16
ENSG00000164366.3|CCDC127	408.93	439.71	336	507	363	398.98
ENSG00000164398.13|ACSL6	435	605	351	529	375	458
ENSG00000164402.14|SEPT8	1536.92	1612.55	1574.13	1927.12	1532.61	1482.12
ENSG00000164403.14|SHROOM1	219	244	199	360	239	230
ENSG00000164404.8|GDF9	14.8	19	10.01	25.06	7	12.37
ENSG00000164405.11|UQCRQ	1134.2	1248	1093.99	1470.94	1056	1019.63
ENSG00000164406.7|LEAP2	29	45	36	36	30	30
ENSG00000164414.18|SLC35A1	322.53	369.07	282.55	345.95	280.85	231.92
ENSG00000164430.16|CGAS	20	20	21	30	20	28
ENSG00000164434.12|FABP7	29190	22466	22020	24530	25538	20428
ENSG00000164440.15|TXLNB	29.4	27.04	13	39	30.2	24.75
ENSG00000164442.10|CITED2	366	455	774	781	526	525
ENSG00000164463.12|CREBRF	195	233	437	282	203	205
ENSG00000164465.18|DCBLD1	504	507	417	574.06	520	427
ENSG00000164466.13|SFXN1	1547	1574	1387	1827	1397	1357
ENSG00000164494.12|PDSS2	340	298	298	362	345	317
ENSG00000164506.14|STXBP5	289	262	236	263	244	169
ENSG00000164535.15|DAGLB	235	231	213	311.01	217.83	188.86
ENSG00000164542.12|KIAA0895	408	408	315	410	344	417
ENSG00000164543.7|STK17A	3159.88	2603.89	2695.91	2743	2618.84	2165.85
ENSG00000164548.11|TRA2A	1263	1142	1208	1342	1120	1124
ENSG00000164574.16|GALNT10	1613	1360	1493	1522	1610	1287
ENSG00000164576.12|SAP30L	1151	833	1064	1022	1070	753
ENSG00000164587.13|RPS14	3779.87	4143.81	4241.77	5227.87	4095.73	3618.86
ENSG00000164591.13|MYOZ3	45	43	52.71	65	57	37
ENSG00000164597.13|COG5	792.17	634.97	669.74	712.31	685.98	603.37
ENSG00000164603.12|BMT2	388	363	475	451	425	374
ENSG00000164609.10|SLU7	1047	1106	1132	1167	960	965
ENSG00000164610.9|RP9	375.63	415.4	437.89	499.78	363.56	369.25
ENSG00000164611.13|PTTG1	1602	891	1320	1220	1530	1082
ENSG00000164615.5|CAMLG	473	482	492	580	478	463
ENSG00000164619.10|BMPER	124	142	142	180	183	161
ENSG00000164620.9|RELL2	260.11	275.39	177.74	406.98	289.52	282.18
ENSG00000164626.9|KCNK5	43	21	19	23	36	33
ENSG00000164631.19|ZNF12	695	709	779	784	675	655
ENSG00000164638.10|SLC29A4	209	215	410	499	280	230
ENSG00000164647.9|STEAP1	46.36	51.2	38.31	64.41	71.87	53.06
ENSG00000164649.20|CDCA7L	588	451	471.99	498.84	652.92	435.94
ENSG00000164651.16|SP8	138	153	173	181	155	168
ENSG00000164654.16|MIOS	965	820	790	903	863	694
ENSG00000164663.14|USP49	269	223.56	251.67	268.24	274	207.86
ENSG00000164675.11|IQUB	22	9	16.74	21	11	11.34
ENSG00000164683.17|HEY1	4113	5205	4323	5968	3651	4090
ENSG00000164684.13|ZNF704	1144	1120	1093	1145	1005	823
ENSG00000164687.11|FABP5	140	160.88	119	149	131	122
ENSG00000164690.8|SHH	13	10	14	10	22	21
ENSG00000164707.15|SLC13A4	22	20	31	21	10	14.2
ENSG00000164713.9|BRI3	316.3	350.45	447.15	516.22	378.02	335.34
ENSG00000164715.6|LMTK2	672	703	559	769	708	634
ENSG00000164733.21|CTSB	1682	1788	1996	2418	1843	1743
ENSG00000164741.15|DLC1	715	506	504	559	695	464
ENSG00000164742.16|ADCY1	339	311	279	310	326	196
ENSG00000164749.11|HNF4G	49	30	35	46	38	36
ENSG00000164751.15|PEX2	542	487	495	520	468	434
ENSG00000164754.14|RAD21	3957	3033.99	4117	3697	3944	3117
ENSG00000164758.7|MED30	52	42	60	58	64	47
ENSG00000164761.9|TNFRSF11B	72	32	37	33	88	63
ENSG00000164776.9|PHKG1	54.99	67.53	157.65	152.01	65.48	79.11
ENSG00000164778.4|EN2	51	77	41	100	53	53
ENSG00000164808.16|SPIDR	754	643	725	678	733	524
ENSG00000164815.11|ORC5	581	595	412	605	528	509
ENSG00000164818.16|DNAAF5	849.95	952	814	1182.96	1017	848
ENSG00000164823.11|OSGIN2	609	568	487	566	501	495
ENSG00000164828.18|SUN1	2648.15	2670	3282.57	3692.53	2744	2341
ENSG00000164830.18|OXR1	1443	1132	1737	1200	1263	887
ENSG00000164849.10|GPR146	4	0	11.7	1	10.04	10
ENSG00000164855.16|TMEM184A	19.27	27.89	16.68	64.99	16.08	24.01
ENSG00000164877.19|MICALL2	1336	1453	1703	2399	1651	1425
ENSG00000164879.7|CA3	15	6	5	12.43	10	9
ENSG00000164880.16|INTS1	1204	1184	1423	1879	1529	1232
ENSG00000164885.13|CDK5	529	616	448	614	543	573
ENSG00000164889.14|SLC4A2	2090.73	2019.18	2116.82	2901.82	2467.71	1987.1
ENSG00000164896.20|FASTK	1161	1328	1287	1944	1519	1289
ENSG00000164897.13|TMUB1	308	319	346	461	343	301
ENSG00000164898.13|FMC1	147.29	161.84	114.54	222.95	123.93	124.81
ENSG00000164902.14|PHAX	1003	989	819	1068	965	867
ENSG00000164904.18|ALDH7A1	1907.99	2137.98	1765.99	2388	2024.98	1883.99
ENSG00000164916.11|FOXK1	1030	1184	1188	1504	996	1080
ENSG00000164919.11|COX6C	1061	1178	1137	1283	1002	978
ENSG00000164924.18|YWHAZ	8793	9138.88	8922.97	10507.96	8379.8	8308.97
ENSG00000164929.17|BAALC	2335	1893	2836	2451	2066	1590
ENSG00000164930.12|FZD6	889	935	891	1072	901	862
ENSG00000164932.13|CTHRC1	36	21	58	52	67	64
ENSG00000164933.12|SLC25A32	316.72	306.77	352.87	314.54	264.77	265.6
ENSG00000164934.14|DCAF13	1173.28	1176.23	945.13	1133.46	1032.23	984.4
ENSG00000164938.14|TP53INP1	934	2103	823	1874	820	1432
ENSG00000164941.13|INTS8	736.75	677.89	572.51	646.49	634.06	556.84
ENSG00000164944.12|VIRMA	1044	954	995	1221	942	922
ENSG00000164946.19|FREM1	147	84	125	85	186	142
