Ola_827_R1B1	LMP.Olap_827_R1B1	Ola_827_R2B1	LMP.Olap_827_R2B1	Ola_827_R3B2	LMP.Olap_827_R3B2
ENSG00000111671.9|SPSB2	127	137	107	169	127	109
ENSG00000111674.9|ENO2	1130.04	1456	4804	3268	1746	1738
ENSG00000111676.15|ATN1	5034	5339	4885	6718	5916	5318
ENSG00000111678.11|C12orf57	681.24	749.17	804.79	1111.35	987.11	746.61
ENSG00000111684.11|LPCAT3	666.81	547.47	497.48	626.32	621.32	585.59
ENSG00000111696.12|NT5DC3	109	92	71	130	98	84
ENSG00000111707.12|SUDS3	1182.89	1214.91	1121.95	1352.8	1116.86	1084.94
ENSG00000111711.10|GOLT1B	812	778	807	921	730	761
ENSG00000111716.12|LDHB	6436.49	5946.26	6042.68	6911.8	6536.21	5812.7
ENSG00000111725.11|PRKAB1	427	520	339	530	393	367.83
ENSG00000111726.13|CMAS	657	658	606	683	549	554
ENSG00000111727.12|HCFC2	438	535	428	506	450	420
ENSG00000111728.10|ST8SIA1	170	203	110	161	140	126
ENSG00000111731.12|C2CD5	587	533	547	587	551	498
ENSG00000111737.12|RAB35	914.19	895.9	744.4	1149.07	907.57	918.28
ENSG00000111752.11|PHC1	1105.84	1014.52	1069.3	1240.69	1226.71	1046.32
ENSG00000111775.3|COX6A1	1849.73	2186.32	2118.36	2988.85	2165.14	2009.45
ENSG00000111783.12|RFX4	537.86	526.98	443.93	514.88	516.96	515.2
ENSG00000111785.20|RIC8B	498	525	437	539	474	435
ENSG00000111786.9|SRSF9	2087.03	2046.76	2632.7	2642.55	2197.44	1927.15
ENSG00000111788.10|AC009533.1	188.67	194.5	130.16	225.16	230.98	186.85
ENSG00000111790.14|FGFR1OP2	560	570	516	573	534	514
ENSG00000111801.16|BTN3A3	493.26	492.36	459.9	571.46	452.53	426.42
ENSG00000111802.14|TDP2	809	831	595	867	753	673
ENSG00000111817.17|DSE	168.15	173.1	124.12	184.5	138.63	141.17
ENSG00000111832.13|RWDD1	614	573	517	659	625	476
ENSG00000111834.12|RSPH4A	31	30	18	16	15	10
ENSG00000111843.14|TMEM14C	743	806	690	997	758	750
ENSG00000111845.5|PAK1IP1	467	448	379	446	381	396
ENSG00000111846.17|GCNT2	1060	1305	866	1299	1054	1203
ENSG00000111850.11|SMIM8	120	110	93	120	98	86
ENSG00000111859.17|NEDD9	5425	6293	6173	8387	6815	6684
ENSG00000111860.14|CEP85L	378	456	337	417	387	361
ENSG00000111875.8|ASF1A	461.62	535.45	421.55	584.61	478.78	405.56
ENSG00000111877.17|MCM9	345.38	275.55	239.45	288.39	266.22	277.44
ENSG00000111879.19|FAM184A	209	241.88	137	275.96	226	216
ENSG00000111880.16|RNGTT	920	744	601	722	677	624
ENSG00000111885.7|MAN1A1	1145	1103	1492	1544	1256.99	1135
ENSG00000111897.7|SERINC1	2550	2695	3876	3677	2679	2564
ENSG00000111906.17|HDDC2	926	1004	904	1131	913	847
ENSG00000111907.21|TPD52L1	37	57	36	58	29	31
ENSG00000111911.7|HINT3	647	633	563.37	750.62	574	624.73
ENSG00000111912.20|NCOA7	237	315	196	342	263	256
ENSG00000111913.18|RIPOR2	22	93	21	106	13	69
ENSG00000111961.18|SASH1	2335	2545	2722	3196	2363	2284
ENSG00000111962.8|UST	981	969	1289	1269	951	759
ENSG00000111981.5|ULBP1	77	103	102	160.83	75.87	99.85
ENSG00000112029.10|FBXO5	464	379.87	417	422	487	333
ENSG00000112031.16|MTRF1L	790.94	838.47	646.89	826.17	683.28	713.06
ENSG00000112033.14|PPARD	588	664	1791	1523	953	714
ENSG00000112039.4|FANCE	222	168	660	534	291	288
ENSG00000112062.10|MAPK14	969	978	907	1032	885	803
ENSG00000112078.14|KCTD20	2273	2353	2195	2527	2341	2141
ENSG00000112079.9|STK38	843	835	632	896	714	710
ENSG00000112081.17|SRSF3	4277	3649	3770	4189	4343	3627
ENSG00000112096.18|SOD2	1080	1088.66	1166	1353	1108.7	1034
ENSG00000112110.10|MRPL18	564	564	447	651	564	518
ENSG00000112118.19|MCM3	3071	2202	2651	2626	3341	2301
ENSG00000112130.17|RNF8	394	450	329	510	344	397
ENSG00000112139.16|MDGA1	732	656	581	873	653	562
ENSG00000112144.15|ICK	886	770	577	855	760	701
ENSG00000112146.16|FBXO9	1278	1461	1112	1483	1096	1179
ENSG00000112149.10|CD83	184	209	148	211	187	170
ENSG00000112159.12|MDN1	712	712.71	541	695	546	499
ENSG00000112167.10|SAYSD1	193	189	167	200	168	168
ENSG00000112182.15|BACH2	180	153	168	239	177	159
ENSG00000112183.15|RBM24	23	19	18	24	14	13
ENSG00000112186.12|CAP2	611	589	491	532	478	444
ENSG00000112200.17|ZNF451	918.83	1020.25	936.13	1088.41	870	901.68
ENSG00000112208.11|BAG2	443.3	383.85	321.8	376.35	390.12	356.09
ENSG00000112210.12|RAB23	451.7	464.15	387.2	494.65	375.88	401.91
ENSG00000112218.9|GPR63	73	57	50	36	63	43
ENSG00000112234.9|FBXL4	493	471	468	551	390	424
ENSG00000112237.13|CCNC	745.54	625.47	635.58	687.49	595.39	580.48
ENSG00000112242.15|E2F3	1229	1251	935	1207	1100	1150
ENSG00000112245.11|PTP4A1	1663.91	1844.9	2976.99	2362.42	1559.28	1752.67
ENSG00000112249.14|ASCC3	2941	2806	2317	2725	2454	2139
ENSG00000112276.14|BVES	444	491	497	649	402	404
ENSG00000112282.18|MED23	866	874	791	898	768	703
ENSG00000112290.13|WASF1	564	601	540	553	485	448
ENSG00000112293.15|GPLD1	70.28	66.4	63.5	78.78	53.98	62.01
ENSG00000112294.12|ALDH5A1	605	600	418	618	555	536
ENSG00000112297.15|CRYBG1	1126	845	1069	1054	1083	794
ENSG00000112304.11|ACOT13	526.18	530.94	420	595.03	430.09	448.08
ENSG00000112305.14|SMAP1	620.66	669.63	686.54	752.18	637.35	561.66
ENSG00000112306.8|RPS12	4632.99	4837	4957.99	5547	4620.97	4581.97
ENSG00000112308.13|C6orf62	1803.85	2148.83	2050.64	2455.64	1731.81	1758.76
ENSG00000112312.10|GMNN	450	442	374	444	414	377
ENSG00000112319.19|EYA4	2042	2065	1745	2220.99	1831	1770
ENSG00000112320.12|SOBP	868	947	733	1011	937	831
ENSG00000112333.11|NR2E1	431	458	410	509	403	430
ENSG00000112335.15|SNX3	2024	2012	1920	2214	1916	1745
ENSG00000112339.14|HBS1L	1150	1081	1185	1174	1131	1039
ENSG00000112343.11|TRIM38	774	856.95	611	835	650.09	618
ENSG00000112357.13|PEX7	45	60	45	53	49	61
ENSG00000112365.4|ZBTB24	417.43	425.71	286.02	404	378	320.74
ENSG00000112367.10|FIG4	397	428	348	420	394	329
ENSG00000112378.12|PERP	936	1392	1155	1592	890.7	1190
ENSG00000112406.5|HECA	544	573	580	665	539.94	446
ENSG00000112414.14|ADGRG6	300	268	250	401	313	295
ENSG00000112419.14|PHACTR2	487	498	443	542	510	483
ENSG00000112425.15|EPM2A	180	133	138	130	181	148
ENSG00000112473.18|SLC39A7	3200.3	3060.76	3284.88	3953.22	3406.7	2840.55
ENSG00000112511.17|PHF1	662	731	980	955	731	656
ENSG00000112514.15|CUTA	978	1161	1040	1369	1043	1069
ENSG00000112530.11|PACRG	13	13	12	8	8	9
ENSG00000112531.17|QKI	4178	3488	4392	4161	4302	3439
ENSG00000112539.15|C6orf118	20	16	16	11	14	22
ENSG00000112541.14|PDE10A	178.68	251	287	291.63	207	199.94
ENSG00000112559.14|MDFI	6	11	11	16	14	10
ENSG00000112561.18|TFEB	123	166	135	203	137	125
ENSG00000112576.12|CCND3	645	650	497	731	593	499
ENSG00000112578.10|BYSL	543	619	406	647	512	486
ENSG00000112584.13|FAM120B	693	826	640.3	907	702	720
ENSG00000112592.14|TBP	273	229	223	257	275	233
ENSG00000112624.12|BICRAL	543	480	540	596	554	463
ENSG00000112640.15|PPP2R5D	1327.79	1408.52	1206.89	1595.67	1371.78	1274.04
ENSG00000112651.12|MRPL2	321	330	313	451	333	336
ENSG00000112655.16|PTK7	2580	3130	2672	4036	2764	2820
ENSG00000112658.8|SRF	1047	1189	1135	1459	1401	1207
ENSG00000112659.14|CUL9	1130	1203	911	1483	1186	1071
ENSG00000112667.12|DNPH1	115	94	102	180	132	112
ENSG00000112679.14|DUSP22	240	251	265	310	263	208
ENSG00000112685.14|EXOC2	1312	1242	1001	1297	1065	1058
ENSG00000112695.11|COX7A2	1267	1347	1267	1597	1192	1273
ENSG00000112697.16|TMEM30A	3565	3500	3335	3773	3281	2885
ENSG00000112699.11|GMDS	179	129	157	126	191	132
ENSG00000112701.18|SENP6	1778	1654	1596	1800	1721	1574
ENSG00000112715.21|VEGFA	3442.67	5124.36	18110.41	15830.34	11054.15	8683.05
ENSG00000112739.17|PRPF4B	2600	2586	2261	2609	2311	2120
ENSG00000112742.10|TTK	768	371	583	411	694	461
ENSG00000112759.18|SLC29A1	381	368	485	555	408	390
ENSG00000112763.17|BTN2A1	1192.57	1255.78	1115.81	1314.53	1160.13	1046.77
ENSG00000112769.19|LAMA4	7075	6881	5758	6772	5806	4722
ENSG00000112773.16|TENT5A	362	434	273	459	361	434
ENSG00000112787.13|FBRSL1	232	219	236	330	275	224
ENSG00000112812.16|PRSS16	9	14	21	24	13	30
ENSG00000112851.14|ERBIN	2178	2004	2148	2352	2194	1925
ENSG00000112855.16|HARS2	986.84	1082.66	970.46	1181.27	980.09	952.19
ENSG00000112874.10|NUDT12	304	226	237	307	254	237
ENSG00000112877.8|CEP72	49	50.23	45	59	55.11	46
ENSG00000112893.9|MAN2A1	793	728	767	819	741	624
ENSG00000112902.12|SEMA5A	2290	1639	2752	2252	2423	1562
ENSG00000112941.14|TENT4A	331	322	429	436	401	349
ENSG00000112964.14|GHR	17	15	4	3	14	5
ENSG00000112972.15|HMGCS1	15044.24	8675.72	11674.06	9505.17	14011.85	10650.22
ENSG00000112977.15|DAP	967	1039	1113	1209	1162	984
ENSG00000112981.5|NME5	61	72	44	64	46	46
ENSG00000112983.17|BRD8	1469	1281	1317	1516	1521	1269
ENSG00000112984.12|KIF20A	1540	424	1310	688	1607	719
ENSG00000112992.17|NNT	2225.26	1967	2203	2225	2026	1711
ENSG00000112996.11|MRPS30	729	755	598	824	622	619
ENSG00000113013.14|HSPA9	7583	7989	8616	9581	7484	7027
ENSG00000113048.16|MRPS27	1616	1630	1437	1659	1613	1404
ENSG00000113068.9|PFDN1	936	1102	778	1098	867	867
ENSG00000113070.8|HBEGF	1053	1474	836	1228	900	1112
ENSG00000113083.14|LOX	20	21	117	94	34	28
ENSG00000113108.19|APBB3	454	507	558	752	547	548
ENSG00000113119.12|TMCO6	121	125	95	181	136.27	129
ENSG00000113140.11|SPARC	120331.96	129635.97	116150.99	143690.98	116386.97	116221.97
ENSG00000113141.18|IK	2056	2243.99	1770	2268.98	1950	1834.98
ENSG00000113161.16|HMGCR	9265	7909	7927.99	8560	8860	8430
ENSG00000113163.16|COL4A3BP	700	757	695.37	842	633	784.52
ENSG00000113194.13|FAF2	1989	2156	1709	2210	1849	1838
ENSG00000113209.8|PCDHB5	1918	1790.29	1745.84	2214.29	1963.23	1680.89
ENSG00000113211.5|PCDHB6	10.02	15.04	9.01	22.01	13.01	15.13
ENSG00000113212.6|PCDHB7	17.02	20	16	21.01	16	21.01
ENSG00000113231.13|PDE8B	177.39	190.79	244.78	227.54	180.54	189
ENSG00000113240.13|CLK4	326	324	360	332	381	355
ENSG00000113248.6|PCDHB15	26.08	34.02	18.01	25.16	30.98	27.4
ENSG00000113262.16|GRM6	15	11	7	14	5	5
ENSG00000113269.14|RNF130	1240	1216	1215	1376	1107	1133
ENSG00000113272.14|THG1L	284	309	257	302	298	275
ENSG00000113273.17|ARSB	317	265	195	285	275	235
ENSG00000113282.13|CLINT1	1900	2189	1737	2207	1773	1800
ENSG00000113296.14|THBS4	68	50	65	75	54	61
ENSG00000113300.12|CNOT6	1119	1128	983	1172	1058	1000
ENSG00000113312.11|TTC1	836	892	686	954	794	775
ENSG00000113318.10|MSH3	240.85	252.29	231.5	273.78	280.61	242.76
ENSG00000113328.19|CCNG1	858	1101	902	1300	828	959
ENSG00000113356.12|POLR3G	204	201	172	212.19	191	199.35
ENSG00000113360.16|DROSHA	1248	1311	1114	1364	1105	1091
ENSG00000113361.13|CDH6	523	551.63	357.63	559	489.24	504.18
ENSG00000113368.12|LMNB1	2592	1341	1882	1590	2575	1558
ENSG00000113369.9|ARRDC3	616.22	890	1482	1409	1260	1290
ENSG00000113384.14|GOLPH3	1050	1042	1075	1248	1027	968
ENSG00000113387.12|SUB1	4403	3906	4099	4170	4013	3442
ENSG00000113391.19|FAM172A	291	227	225	273	217	192
ENSG00000113407.13|TARS	3246	3607	3112	3763	3030	2939
ENSG00000113441.16|LNPEP	1137.65	1253.47	983.91	1336.97	1063.53	981.47
ENSG00000113448.19|PDE4D	24	23	24	20	24	17
ENSG00000113456.19|RAD1	591.67	586.7	505.43	625.01	636.42	493.36
ENSG00000113460.12|BRIX1	817.33	710.3	596.57	719.99	670.58	675.64
ENSG00000113504.21|SLC12A7	234	316	309	404	270	274
ENSG00000113522.14|RAD50	2034.42	2204.1	1638	2182.16	1762.32	1803.71
ENSG00000113532.13|ST8SIA4	338	317	534	526	410	297
ENSG00000113552.16|GNPDA1	938	1272	886	1219	880	1078
ENSG00000113555.5|PCDH12	694	781	530	896	646	580
ENSG00000113558.18|SKP1	5091.86	5227.93	4917.92	5669.87	4897.98	4634.94
ENSG00000113569.16|NUP155	1316	1231	1050	1324	1205	1075
ENSG00000113575.10|PPP2CA	2804.97	2691.34	2398.86	2939.74	2629.51	2395.83
ENSG00000113578.18|FGF1	645	694	537	686	555	612
ENSG00000113580.15|NR3C1	1149	1309	1319	1511	1294	1218
ENSG00000113583.8|C5orf15	1500	1581	1620	1799	1589	1442
ENSG00000113593.12|PPWD1	524	497	534	565	524	526
ENSG00000113594.10|LIFR	1048.1	1064	1150.42	1227.92	1139	1034
ENSG00000113595.15|TRIM23	560	580	574	613	497	529
ENSG00000113597.18|TRAPPC13	602.58	622.47	457.53	623.95	558.86	542.04
ENSG00000113615.13|SEC24A	1074.73	1051.08	1020.77	1083.9	998.97	935.04
ENSG00000113621.14|TXNDC15	976	1047	897	1319	888	870
ENSG00000113638.14|TTC33	396	386	305	376	262	292
ENSG00000113643.9|RARS	1500	1401	1192	1518	1348	1279
ENSG00000113645.14|WWC1	117	133	63	92	72	54
ENSG00000113648.16|H2AFY	3886.82	4269.18	3289.54	4621.63	3830.78	3588.96
ENSG00000113649.11|TCERG1	1537	1373	1300	1617	1469	1284
ENSG00000113657.13|DPYSL3	8635	9796	8282	11832	10035	10139
ENSG00000113658.18|SMAD5	1860.72	1987	1607.54	2212	1753	1727
ENSG00000113712.17|CSNK1A1	4786.46	5149.3	5804.66	6297.39	4742.65	4699.65
ENSG00000113716.13|HMGXB3	1619	1727.05	1596.2	2285	1728.14	1664
ENSG00000113719.16|ERGIC1	2424	2343	2302	2742	2312	2093
ENSG00000113721.14|PDGFRB	1172	785	1438	1360	1370	892
ENSG00000113732.9|ATP6V0E1	1130	1407	1402	1761	1184	1181
ENSG00000113734.17|BNIP1	171	221	213	216	193	159
ENSG00000113739.10|STC2	25	81	88	126	66	92
ENSG00000113742.13|CPEB4	808	817	926	838	758	741
ENSG00000113749.7|HRH2	169	151	202	195	182	129
ENSG00000113758.13|DBN1	2638	3148	2569	3896	3224	2912
ENSG00000113761.12|ZNF346	385	428	274	464	387	382
ENSG00000113790.11|EHHADH	279	310	248	296	257	248
ENSG00000113810.16|SMC4	5802.97	3977.23	4281.39	4310.25	5565.55	3936.25
ENSG00000113811.11|SELENOK	778	750	774	863	672	653
ENSG00000113812.14|ACTR8	951	1008	756	1044	871	891
ENSG00000113838.13|TBCCD1	471.41	494.23	398.42	541.01	396	441.23
ENSG00000113845.9|TIMMDC1	1377	1506	1129	1598	1250	1299
ENSG00000113851.14|CRBN	576.25	532.22	599.4	652.72	524.2	456.04
ENSG00000113916.18|BCL6	1261.98	1163.95	1370	1423.97	1387.95	1264
ENSG00000113966.10|ARL6	435	462	279	435	337	309
ENSG00000113971.20|NPHP3	550.4	561.32	568.9	751.31	519	487.16
ENSG00000114019.14|AMOTL2	68	54	95	106	87	57
ENSG00000114021.12|NIT2	895	1042	827	1160	946	998
ENSG00000114023.15|FAM162A	460	573	821	816	551	512
ENSG00000114026.21|OGG1	700.94	689.38	585.82	920.8	743.02	703.24
ENSG00000114030.13|KPNA1	2547.41	2598.68	2158.94	2588.7	2373.06	2178.49
ENSG00000114054.14|PCCB	996.24	1084.77	949.38	1340	1026.12	951.08
ENSG00000114062.19|UBE3A	2585	2364	2264	2512	2368	2102
ENSG00000114098.17|ARMC8	898	809	748	860	811	782
ENSG00000114107.9|CEP70	329	268	288	294	293	221
ENSG00000114115.9|RBP1	168	128	146	169	200	147
ENSG00000114120.12|SLC25A36	1242	1465	1567	1827	1241	1197
ENSG00000114125.14|RNF7	1074	1105	1021	1348	1028	969
ENSG00000114126.17|TFDP2	844	1002	845	1052	835	820
ENSG00000114127.10|XRN1	1103	1151	989	1077	1105	948
ENSG00000114166.8|KAT2B	870	1127	992	1202	953	959
ENSG00000114200.10|BCHE	446	388	376	494	533	412
ENSG00000114209.15|PDCD10	730	703	664	855	623	622
ENSG00000114268.12|PFKFB4	1491.17	1817.26	2604.61	2871.94	1716.44	1689.39
ENSG00000114270.17|COL7A1	1700	2864	2347	4304	2313	2693
ENSG00000114279.13|FGF12	31	28	23	15	23	14
ENSG00000114302.16|PRKAR2A	1990	2156.94	1754	2306	1876	1972
ENSG00000114315.4|HES1	279	311	408	351	518	398
ENSG00000114316.12|USP4	1774	1772	1506	2050	1753	1690
ENSG00000114331.14|ACAP2	1604	1599	1410	1643	1435	1332
ENSG00000114346.13|ECT2	1946	1226	1482	1327	1838	1233
ENSG00000114353.17|GNAI2	7180	7554	7903	10427	8378	7665
ENSG00000114354.14|TFG	2765	2659	2682	3061	2506	2350
ENSG00000114374.13|USP9Y	811.95	788.72	690.95	790.85	703.92	610.89
ENSG00000114378.17|HYAL1	41	34	28	40	38	32
ENSG00000114383.10|TUSC2	370	501	309	480	390	388
ENSG00000114388.12|NPRL2	481.33	549.28	404.78	662.83	481.43	465.32
ENSG00000114391.13|RPL24	4688	4862.99	4308	5323	4576	4147.99
ENSG00000114395.10|CYB561D2	320.67	337.76	273.45	484.83	370.72	360.51
ENSG00000114405.10|C3orf14	327	282	276	374	315	271
ENSG00000114416.18|FXR1	3263	3099	3365	3480	3062	2870
ENSG00000114423.21|CBLB	630	643	554	590	499	491
ENSG00000114439.19|BBX	3704	3393	3121	3467	3369	2795
ENSG00000114446.5|IFT57	1549	1625	1456	1899	1523	1453
ENSG00000114450.10|GNB4	3796.87	4103.21	3040.07	4034.61	3312.09	3465.4
ENSG00000114473.14|IQCG	293	313	259	368	266	286
ENSG00000114480.13|GBE1	958	924	1208	1239	991	927
ENSG00000114491.14|UMPS	860	977	618	993	861	757
ENSG00000114503.11|NCBP2	2685.87	2834.82	2243.84	2891.92	2459	2455.9
ENSG00000114520.11|SNX4	454	491	495	502	494	467
ENSG00000114529.12|C3orf52	190	169	152	196	192	157
ENSG00000114541.15|FRMD4B	735	599	569	664	799	656
ENSG00000114544.16|SLC41A3	406	423	477	561	450	438
ENSG00000114554.11|PLXNA1	3904	4053	3500	5267	4055	3324
ENSG00000114573.10|ATP6V1A	2263	2716	1978	2791	2094	2312
ENSG00000114626.18|ABTB1	280	337	664	687	395	367
ENSG00000114631.11|PODXL2	521	517	408	575	479	461
ENSG00000114646.10|CSPG5	1428	1318	1037	1250	1259	939
ENSG00000114648.12|KLHL18	688.98	839.91	576.45	855.85	635.85	666.84
ENSG00000114650.20|SCAP	1734	1873	1396	2326	1951	1738
ENSG00000114656.11|KIAA1257	23.19	32.18	25.11	30.38	31.14	40.23
ENSG00000114670.14|NEK11	245	257	217	318	249	213
ENSG00000114686.9|MRPL3	1889	1803	1449	1796	1763	1515
ENSG00000114698.15|PLSCR4	48	59	76	73	76	53
ENSG00000114735.9|HEMK1	542	647	502	781	530	488
ENSG00000114737.15|CISH	17	19	25	27	28	12
ENSG00000114738.11|MAPKAPK3	345	437	296	448	312	276
ENSG00000114739.14|ACVR2B	109	127	197	179	113	106
ENSG00000114742.14|WDR48	905	924	1001	1069	901	896
ENSG00000114744.9|COMMD2	950	1008	841	1056	864	896
ENSG00000114745.13|GORASP1	1040	1117	943.55	1302.17	1035	963.39
ENSG00000114767.7|RRP9	741	778	519	799	748	678
ENSG00000114770.17|ABCC5	1256	1353	994	1406	1053	1090
ENSG00000114779.19|ABHD14B	332	328	358	412	419	329
ENSG00000114784.4|EIF1B	518	622	675	651	570	564
ENSG00000114786.16|ABHD14A-ACY1	39.77	51.61	12.85	95.85	65.88	43.74
ENSG00000114790.13|ARHGEF26	382.3	231	239	224	315	257
ENSG00000114796.16|KLHL24	471	483	703	690	394	458
ENSG00000114805.17|PLCH1	53	69	45	85	60	73
ENSG00000114841.17|DNAH1	453	459	373	496	466	375
ENSG00000114850.6|SSR3	2541	2323	2468	2592	2456	2192
ENSG00000114853.14|ZBTB47	647	757	540	828	698	627
ENSG00000114857.18|NKTR	2089	1979	2435	2399	1988	1693
ENSG00000114859.16|CLCN2	834.18	808.33	698.92	959.03	933.6	861.52
ENSG00000114861.20|FOXP1	807	823	1051	1175	1112	1032
ENSG00000114867.20|EIF4G1	13026	13044	10870	14379	13193	11956
ENSG00000114902.14|SPCS1	1449.3	1524.05	1384.14	1834.94	1400.7	1396.17
ENSG00000114904.13|NEK4	829.7	887.95	695.86	975.06	856.3	771.81
ENSG00000114923.17|SLC4A3	1013	1117	1659	1958	1315	1244
ENSG00000114933.16|INO80D	325.89	392.55	246.28	301.18	312.36	290.77
ENSG00000114942.14|EEF1B2	2782.99	3064.94	2543	3275.37	2707.98	2701.97
ENSG00000114948.13|ADAM23	439	504	316	470	346	343
ENSG00000114956.20|DGUOK	553	640	559	772	574	547
ENSG00000114978.18|MOB1A	2234	2301	2042	2591	1961	2162
ENSG00000114982.18|KANSL3	1052	1173	1074	1348	1103	1077
ENSG00000114988.11|LMAN2L	435	475	387	518	456	451
ENSG00000114993.16|RTKN	912	1000	730	1168	914	907
ENSG00000114999.8|TTL	1748	1901	1531	2021	1648	1565
ENSG00000115008.5|IL1A	0	14	10	19	4	4
ENSG00000115020.17|PIKFYVE	1323	1250	1166	1237	1234	1050
ENSG00000115041.13|KCNIP3	278	256	263	380	268	261
ENSG00000115042.10|FAHD2A	396.24	417.66	348.23	453.22	453.58	379.35
ENSG00000115053.16|NCL	17783	15983	13623	16820	16690	14463
ENSG00000115073.7|ACTR1B	666	682	791	1001	765	762
ENSG00000115084.14|SLC35F5	1358	1434	1175	1543	1074	1190
ENSG00000115085.13|ZAP70	6	19	13	10	15	12
ENSG00000115091.11|ACTR3	4523	4326	4049	4896	4232	3723
ENSG00000115107.20|STEAP3	1797.08	2829.65	2700.38	3868.96	2152.6	2346.37
ENSG00000115109.14|EPB41L5	832	759	676	811	701	672
ENSG00000115112.8|TFCP2L1	13	5	8	12	14	14
ENSG00000115128.7|SF3B6	454	490	381	490	397	450
ENSG00000115129.14|TP53I3	544	1196	394	1237	551	905
ENSG00000115137.11|DNAJC27	159	146	200	207	138	155
ENSG00000115145.10|STAM2	694	779	659	872	670	630
ENSG00000115159.16|GPD2	1291	1193	1212	1314	1480	1262
ENSG00000115163.15|CENPA	220.01	96.07	191	105.03	242.22	138.14
ENSG00000115170.13|ACVR1	270	277	260	277	249	166
ENSG00000115183.15|TANC1	3453	3271	3179	3513	3180	2658
ENSG00000115204.15|MPV17	950	1072	907	1358	947	996
ENSG00000115207.13|GTF3C2	1489.63	1465.92	1303.9	1687.13	1528.55	1403.6
ENSG00000115211.15|EIF2B4	1009	1049	894	1312	965	974
ENSG00000115216.14|NRBP1	3632	3710	3183	4004	3508	3203
ENSG00000115226.10|FNDC4	231	285	242	408	252	271
ENSG00000115232.14|ITGA4	10	7	8	22	10	21
ENSG00000115233.12|PSMD14	2129	1869	1777	2229	2081	1774
ENSG00000115234.11|SNX17	1823.3	1973.15	1570.4	2449	1956.15	1857.19
ENSG00000115239.21|ASB3	407	408	338	418	334.28	344
ENSG00000115241.11|PPM1G	2956	2728	2242	2960	2872	2327
ENSG00000115255.11|REEP6	99	139	95	139	101	105
ENSG00000115257.15|PCSK4	87	89	109	135	95	98
ENSG00000115266.11|APC2	937.04	1053.94	922.21	1408.67	893.55	842.32
ENSG00000115267.7|IFIH1	169	173	113	180	177	120
ENSG00000115268.9|RPS15	3148.71	3347.03	3268.97	4731.24	3790.98	3632.5
ENSG00000115271.11|GCA	265	276	237	291	267	218
ENSG00000115274.15|INO80B	328.58	301.54	302.8	387.23	295.09	262.59
ENSG00000115275.12|MOGS	1344	1386	1205	1765	1305	1281
ENSG00000115282.19|TTC31	573	502	522	662	578	515
ENSG00000115286.20|NDUFS7	458.71	551.4	628.56	836.36	580.34	594.81
ENSG00000115289.14|PCGF1	187	184	188	192	188	207
ENSG00000115290.9|GRB14	206	220	191	276	178	159
ENSG00000115295.20|CLIP4	439	427	363	442	371	361
ENSG00000115297.11|TLX2	59	64	56	61	50	56
ENSG00000115306.16|SPTBN1	7529.29	6741.98	8195.92	8802.27	7814.49	6412.88
ENSG00000115307.17|AUP1	1912.91	1965.99	1686	2351.97	1951.98	1834
ENSG00000115310.18|RTN4	5586	5554	6099	6745	5555	5151
ENSG00000115317.11|HTRA2	398.72	417.59	320.98	455.35	420.32	383.46
ENSG00000115318.12|LOXL3	1122.38	1056.42	1730.02	1570.66	1407.69	999.54
ENSG00000115325.13|DOK1	469	522	390	656.03	511	484
ENSG00000115350.11|POLE4	54	54	52	71	59	41
ENSG00000115355.16|CCDC88A	3392.97	2794	2890.39	2924	3110	2616
ENSG00000115364.14|MRPL19	1239.91	1263.88	1042.32	1215.42	1113.89	1141.11
ENSG00000115365.11|LANCL1	2137	2130	1656	2161	1975	1876
ENSG00000115368.10|WDR75	1101	1254	844	1123	950	997
ENSG00000115392.11|FANCL	450.62	491.51	388.8	463.35	441.14	428.4
ENSG00000115414.19|FN1	7526	8488	15258	16593	9793	8423
ENSG00000115415.18|STAT1	1934	1964	1591	2148	1882	1846.44
ENSG00000115419.12|GLS	2828.93	2883	2400	3046.89	2358.9	2300.56
ENSG00000115421.13|PAPOLG	274	297	274	322	249	278
ENSG00000115423.18|DNAH6	17	23	30	12	21	19
ENSG00000115425.14|PECR	213	257.08	194.03	255.04	196.04	187.11
ENSG00000115446.11|UNC50	595	608	442	687	635	584
ENSG00000115457.10|IGFBP2	5564	5616	7060	8881	6719	5486
ENSG00000115459.18|ELMOD3	416.3	489.2	355.17	544.04	369.03	456.15
ENSG00000115461.5|IGFBP5	23298	34071	40546	52910	28167	29774
ENSG00000115464.14|USP34	2864.86	2615.59	2526.95	2674.57	2646.76	2211.02
ENSG00000115468.12|EFHD1	48	39	34	45	70	32
ENSG00000115484.15|CCT4	3343	3014	2790.87	3219.92	3184.95	2753
ENSG00000115486.12|GGCX	435.22	446.4	434.43	559.35	472.44	415.18
ENSG00000115504.14|EHBP1	1571.89	1294.33	1238	1361	1335.63	1087.93
ENSG00000115507.10|OTX1	86	71	39	91	63	51
ENSG00000115514.12|TXNDC9	542	603	385	595	454	434
ENSG00000115520.8|COQ10B	620	754	490	727	565	624
ENSG00000115524.16|SF3B1	7595	6886	7798	8533	7164	6311
ENSG00000115525.18|ST3GAL5	69	65	55	88	56	63
ENSG00000115526.11|CHST10	852	978	713	1099	805	888
ENSG00000115539.14|PDCL3	640.47	741.15	491.15	715.16	619.73	632.88
